,MonoGame/MonoGame,godotengine/godot,4ian/GDevelop
2016-06-16,1,6,0
2016-06-17,1,11,0
2016-06-18,0,37,0
2016-06-19,0,51,0
2016-06-20,6,31,0
2016-06-21,3,34,0
2016-06-22,0,18,0
2016-06-23,0,18,5
2016-06-24,0,21,0
2016-06-25,1,14,0
2016-06-26,1,25,0
2016-06-27,1,14,1
2016-06-28,7,28,1
2016-06-29,3,23,0
2016-06-30,0,24,0
2016-07-01,0,8,0
2016-07-02,2,5,3
2016-07-03,1,17,1
2016-07-04,1,13,2
2016-07-05,0,9,0
2016-07-06,4,7,0
2016-07-07,2,13,0
2016-07-08,4,19,0
2016-07-09,1,23,0
2016-07-10,0,33,0
2016-07-11,0,11,0
2016-07-12,4,8,2
2016-07-13,1,4,2
2016-07-14,0,12,0
2016-07-15,2,14,2
2016-07-16,4,11,3
2016-07-17,1,18,3
2016-07-18,4,27,0
2016-07-19,0,14,0
2016-07-20,0,5,0
2016-07-21,1,28,0
2016-07-22,5,22,2
2016-07-23,8,19,0
2016-07-24,7,20,3
2016-07-25,0,7,1
2016-07-26,0,11,1
2016-07-27,0,17,0
2016-07-28,2,6,0
2016-07-29,2,11,0
2016-07-30,0,8,0
2016-07-31,6,4,0
2016-08-01,9,7,2
2016-08-02,11,6,1
2016-08-03,5,9,0
2016-08-04,4,4,0
2016-08-05,0,6,0
2016-08-06,6,5,0
2016-08-07,7,4,7
2016-08-08,0,14,6
2016-08-09,5,4,1
2016-08-10,8,5,1
2016-08-11,0,1,0
2016-08-12,1,2,1
2016-08-13,5,6,0
2016-08-14,3,3,2
2016-08-15,6,5,2
2016-08-16,4,8,0
2016-08-17,2,1,0
2016-08-18,0,3,0
2016-08-19,0,2,0
2016-08-20,1,4,5
2016-08-21,3,1,2
2016-08-22,1,5,0
2016-08-23,0,4,0
2016-08-24,0,6,0
2016-08-25,10,2,0
2016-08-26,4,4,0
2016-08-27,0,16,0
2016-08-28,3,7,0
2016-08-29,1,16,0
2016-08-30,2,6,0
2016-08-31,1,9,0
2016-09-01,0,6,0
2016-09-02,0,7,0
2016-09-03,5,9,0
2016-09-04,7,2,0
2016-09-05,1,15,1
2016-09-06,0,14,1
2016-09-07,2,17,0
2016-09-08,0,10,0
2016-09-09,0,7,0
2016-09-10,0,27,0
2016-09-11,0,8,4
2016-09-12,2,5,1
2016-09-13,0,11,1
2016-09-14,0,7,1
2016-09-15,0,4,0
2016-09-16,0,5,2
2016-09-17,0,8,0
2016-09-18,1,3,10
2016-09-19,0,8,0
2016-09-20,6,8,0
2016-09-21,0,5,0
2016-09-22,3,4,0
2016-09-23,2,4,0
2016-09-24,2,0,0
2016-09-25,4,6,0
2016-09-26,4,8,0
2016-09-27,0,2,0
2016-09-28,0,3,0
2016-09-29,1,8,0
2016-09-30,1,5,0
2016-10-01,2,4,0
2016-10-02,0,1,1
2016-10-03,2,33,0
2016-10-04,3,10,0
2016-10-05,0,5,0
2016-10-06,0,3,0
2016-10-07,0,3,1
2016-10-08,4,4,0
2016-10-09,1,33,0
2016-10-10,2,13,0
2016-10-11,1,14,0
2016-10-12,0,3,0
2016-10-13,1,16,0
2016-10-14,3,11,0
2016-10-15,3,22,2
2016-10-16,0,4,0
2016-10-17,0,19,0
2016-10-18,0,2,0
2016-10-19,0,8,0
2016-10-20,0,7,0
2016-10-21,0,1,0
2016-10-22,2,14,0
2016-10-23,2,2,0
2016-10-24,0,0,0
2016-10-25,1,2,0
2016-10-26,0,8,0
2016-10-27,3,9,0
2016-10-28,4,2,0
2016-10-29,4,5,0
2016-10-30,4,32,0
2016-10-31,1,16,1
2016-11-01,1,5,2
2016-11-02,0,7,4
2016-11-03,1,18,0
2016-11-04,0,3,0
2016-11-05,0,4,0
2016-11-06,2,14,1
2016-11-07,6,3,1
2016-11-08,0,5,2
2016-11-09,1,9,0
2016-11-10,6,2,1
2016-11-11,0,8,5
2016-11-12,1,4,1
2016-11-13,1,6,1
2016-11-14,0,8,0
2016-11-15,0,7,4
2016-11-16,1,5,0
2016-11-17,0,2,0
2016-11-18,2,4,0
2016-11-19,1,7,0
2016-11-20,0,0,1
2016-11-21,2,8,0
2016-11-22,7,6,1
2016-11-23,3,3,2
2016-11-24,6,5,1
2016-11-25,1,1,0
2016-11-26,8,0,3
2016-11-27,0,3,0
2016-11-28,8,10,0
2016-11-29,1,4,0
2016-11-30,0,8,2
2016-12-01,1,1,5
2016-12-02,0,6,2
2016-12-03,0,4,0
2016-12-04,0,5,3
2016-12-05,0,0,0
2016-12-06,0,1,0
2016-12-07,2,1,0
2016-12-08,0,5,0
2016-12-09,1,11,0
2016-12-10,1,3,1
2016-12-11,0,0,0
2016-12-12,2,1,0
2016-12-13,0,4,0
2016-12-14,2,0,0
2016-12-15,0,0,0
2016-12-16,0,1,1
2016-12-17,0,2,1
2016-12-18,0,3,0
2016-12-19,1,0,1
2016-12-20,1,2,0
2016-12-21,2,4,2
2016-12-22,4,2,0
2016-12-23,0,13,0
2016-12-24,1,4,2
2016-12-25,0,1,3
2016-12-26,0,1,0
2016-12-27,1,1,0
2016-12-28,0,4,2
2016-12-29,4,2,4
2016-12-30,0,1,1
2016-12-31,15,3,11
2017-01-01,0,2,0
2017-01-02,0,27,0
2017-01-03,2,6,1
2017-01-04,12,7,2
2017-01-05,2,8,0
2017-01-06,34,5,0
2017-01-07,4,3,1
2017-01-08,3,31,0
2017-01-09,6,17,0
2017-01-10,3,16,0
2017-01-11,27,22,0
2017-01-12,2,20,0
2017-01-13,2,14,0
2017-01-14,0,32,0
2017-01-15,3,12,0
2017-01-16,5,28,0
2017-01-17,0,7,0
2017-01-18,1,3,0
2017-01-19,2,7,1
2017-01-20,6,2,0
2017-01-21,20,4,0
2017-01-22,19,6,17
2017-01-23,4,18,0
2017-01-24,5,9,0
2017-01-25,2,15,0
2017-01-26,3,1,0
2017-01-27,3,1,0
2017-01-28,3,1,1
2017-01-29,0,2,0
2017-01-30,0,4,0
2017-01-31,2,0,0
2017-02-01,0,3,0
2017-02-02,0,18,0
2017-02-03,1,5,0
2017-02-04,1,5,0
2017-02-05,1,1,0
2017-02-06,5,5,2
2017-02-07,5,5,3
2017-02-08,3,6,1
2017-02-09,1,7,0
2017-02-10,21,1,0
2017-02-11,1,3,0
2017-02-12,1,23,1
2017-02-13,0,13,0
2017-02-14,2,7,1
2017-02-15,2,3,6
2017-02-16,10,5,1
2017-02-17,1,8,0
2017-02-18,0,3,1
2017-02-19,0,2,2
2017-02-20,0,7,1
2017-02-21,0,4,0
2017-02-22,1,5,0
2017-02-23,4,3,1
2017-02-24,5,1,0
2017-02-25,7,2,1
2017-02-26,2,21,1
2017-02-27,1,13,2
2017-02-28,1,5,1
2017-03-01,7,4,3
2017-03-02,0,7,3
2017-03-03,2,2,1
2017-03-04,0,12,0
2017-03-05,1,17,4
2017-03-06,0,5,1
2017-03-07,0,0,3
2017-03-08,3,3,1
2017-03-09,1,1,3
2017-03-10,0,3,1
2017-03-11,0,2,0
2017-03-12,0,3,0
2017-03-13,1,12,2
2017-03-14,5,1,4
2017-03-15,3,5,3
2017-03-16,1,0,2
2017-03-17,0,3,0
2017-03-18,1,16,1
2017-03-19,1,6,6
2017-03-20,0,0,4
2017-03-21,0,5,1
2017-03-22,2,1,0
2017-03-23,3,3,0
2017-03-24,0,29,0
2017-03-25,0,1,0
2017-03-26,0,4,1
2017-03-27,5,4,0
2017-03-28,0,1,0
2017-03-29,1,7,0
2017-03-30,1,7,0
2017-03-31,0,5,0
2017-04-01,0,2,2
2017-04-02,1,8,4
2017-04-03,4,24,5
2017-04-04,0,7,1
2017-04-05,0,10,2
2017-04-06,0,20,0
2017-04-07,0,16,0
2017-04-08,0,6,0
2017-04-09,0,25,5
2017-04-10,1,18,2
2017-04-11,0,7,0
2017-04-12,0,4,1
2017-04-13,0,4,0
2017-04-14,0,14,0
2017-04-15,0,4,3
2017-04-16,1,6,0
2017-04-17,0,15,1
2017-04-18,0,6,0
2017-04-19,0,3,0
2017-04-20,0,9,0
2017-04-21,1,1,0
2017-04-22,0,0,0
2017-04-23,0,6,0
2017-04-24,5,22,0
2017-04-25,1,9,0
2017-04-26,6,19,0
2017-04-27,0,8,2
2017-04-28,0,10,2
2017-04-29,0,5,3
2017-04-30,2,2,0
2017-05-01,6,4,0
2017-05-02,14,19,0
2017-05-03,5,2,0
2017-05-04,0,3,0
2017-05-05,1,13,0
2017-05-06,1,8,1
2017-05-07,0,5,0
2017-05-08,0,9,0
2017-05-09,4,5,2
2017-05-10,0,1,0
2017-05-11,0,5,0
2017-05-12,0,13,0
2017-05-13,0,2,2
2017-05-14,0,7,1
2017-05-15,4,9,0
2017-05-16,2,5,1
2017-05-17,0,7,0
2017-05-18,0,14,2
2017-05-19,0,8,0
2017-05-20,0,16,4
2017-05-21,0,2,5
2017-05-22,2,17,0
2017-05-23,0,16,0
2017-05-24,0,5,0
2017-05-25,2,12,1
2017-05-26,0,11,3
2017-05-27,3,25,2
2017-05-28,7,12,0
2017-05-29,0,8,0
2017-05-30,0,6,0
2017-05-31,0,10,0
2017-06-01,1,5,3
2017-06-02,2,1,0
2017-06-03,1,4,4
2017-06-04,0,7,2
2017-06-05,0,10,1
2017-06-06,4,2,0
2017-06-07,0,17,0
2017-06-08,0,14,3
2017-06-09,0,5,0
2017-06-10,0,3,0
2017-06-11,0,7,6
2017-06-12,1,11,0
2017-06-13,5,11,3
2017-06-14,0,21,0
2017-06-15,2,13,0
2017-06-16,0,25,2
2017-06-17,2,16,5
2017-06-18,0,3,3
2017-06-19,0,21,2
2017-06-20,0,10,1
2017-06-21,0,2,2
2017-06-22,9,14,1
2017-06-23,1,11,0
2017-06-24,0,19,0
2017-06-25,0,25,0
2017-06-26,1,30,0
2017-06-27,4,13,2
2017-06-28,0,10,0
2017-06-29,0,4,0
2017-06-30,0,5,1
2017-07-01,0,12,1
2017-07-02,1,4,5
2017-07-03,1,18,2
2017-07-04,0,4,1
2017-07-05,0,18,0
2017-07-06,0,9,0
2017-07-07,0,4,0
2017-07-08,1,23,0
2017-07-09,0,4,3
