,gitlabhq/gitlabhq,gogs/gogs,gitbucket/gitbucket
2015-03-06,16,2,0
2015-03-07,19,1,0
2015-03-08,15,0,4
2015-03-09,27,2,3
2015-03-10,56,4,2
2015-03-11,19,1,0
2015-03-12,38,6,1
2015-03-13,29,7,1
2015-03-14,24,5,0
2015-03-15,14,3,5
2015-03-16,29,7,4
2015-03-17,23,1,0
2015-03-18,53,12,0
2015-03-19,50,6,0
2015-03-20,39,3,0
2015-03-21,24,3,0
2015-03-22,22,4,3
2015-03-23,38,5,15
2015-03-24,36,7,8
2015-03-25,24,10,6
2015-03-26,33,6,0
2015-03-27,30,1,5
2015-03-28,8,1,9
2015-03-29,14,0,0
2015-03-30,20,0,1
2015-03-31,24,3,1
2015-04-01,12,0,0
2015-04-02,21,1,3
2015-04-03,27,0,6
2015-04-04,4,0,1
2015-04-05,0,1,5
2015-04-06,11,0,2
2015-04-07,14,0,1
2015-04-08,18,2,3
2015-04-09,12,0,2
2015-04-10,17,0,0
2015-04-11,14,0,2
2015-04-12,12,0,0
2015-04-13,32,0,1
2015-04-14,71,0,0
2015-04-15,39,0,4
2015-04-16,17,6,0
2015-04-17,27,0,0
2015-04-18,15,5,0
2015-04-19,2,0,2
2015-04-20,61,2,3
2015-04-21,34,0,2
2015-04-22,34,1,1
2015-04-23,39,0,2
2015-04-24,49,9,2
2015-04-25,38,0,1
2015-04-26,16,0,0
2015-04-27,31,0,1
2015-04-28,16,1,2
2015-04-29,16,0,5
2015-04-30,54,0,2
2015-05-01,6,0,0
2015-05-02,10,0,5
2015-05-03,22,0,0
2015-05-04,16,0,0
2015-05-05,21,0,1
2015-05-06,56,0,4
2015-05-07,38,0,8
2015-05-08,34,1,1
2015-05-09,43,1,0
2015-05-10,2,0,3
2015-05-11,31,0,0
2015-05-12,27,0,0
2015-05-13,26,0,1
2015-05-14,29,1,0
2015-05-15,25,0,1
2015-05-16,10,0,2
2015-05-17,2,0,0
2015-05-18,15,0,2
2015-05-19,5,0,0
2015-05-20,10,0,1
2015-05-21,18,0,1
2015-05-22,20,0,0
2015-05-23,3,0,0
2015-05-24,0,0,5
2015-05-25,21,0,6
2015-05-26,54,0,0
2015-05-27,37,0,1
2015-05-28,37,0,1
2015-05-29,35,0,0
2015-05-30,1,0,0
2015-05-31,2,0,15
2015-06-01,18,0,2
2015-06-02,31,0,1
2015-06-03,35,1,0
2015-06-04,19,1,2
2015-06-05,36,0,1
2015-06-06,2,0,0
2015-06-07,0,0,2
2015-06-08,29,1,2
2015-06-09,24,1,1
2015-06-10,23,0,2
2015-06-11,27,0,0
2015-06-12,28,0,0
2015-06-13,30,0,0
2015-06-14,8,0,0
2015-06-15,24,0,0
2015-06-16,24,0,0
2015-06-17,24,0,0
2015-06-18,10,1,0
2015-06-19,37,0,0
2015-06-20,8,0,0
2015-06-21,1,0,0
2015-06-22,64,0,0
2015-06-23,42,0,2
2015-06-24,29,0,0
2015-06-25,25,0,0
2015-06-26,19,0,3
2015-06-27,6,0,15
2015-06-28,2,0,0
2015-06-29,13,1,0
2015-06-30,24,0,0
2015-07-01,33,0,0
2015-07-02,19,0,0
2015-07-03,10,3,3
2015-07-04,0,1,11
2015-07-05,3,2,8
2015-07-06,24,2,0
2015-07-07,35,2,0
2015-07-08,28,1,0
2015-07-09,31,7,0
2015-07-10,41,2,0
2015-07-11,9,1,0
2015-07-12,5,0,0
2015-07-13,28,1,3
2015-07-14,23,9,0
2015-07-15,13,7,0
2015-07-16,14,0,1
2015-07-17,26,0,0
2015-07-18,13,0,11
2015-07-19,6,2,1
2015-07-20,16,2,0
2015-07-21,13,1,2
2015-07-22,26,0,2
2015-07-23,17,2,0
2015-07-24,18,28,0
2015-07-25,6,4,2
2015-07-26,4,5,0
2015-07-27,8,3,3
2015-07-28,31,10,4
2015-07-29,27,2,2
2015-07-30,28,4,0
2015-07-31,19,11,3
2015-08-01,2,4,0
2015-08-02,7,6,5
2015-08-03,9,4,2
2015-08-04,14,3,2
2015-08-05,25,16,6
2015-08-06,28,8,0
2015-08-07,24,5,0
2015-08-08,7,6,5
2015-08-09,14,10,0
2015-08-10,28,22,0
2015-08-11,48,12,0
2015-08-12,13,12,1
2015-08-13,15,16,1
2015-08-14,21,9,1
2015-08-15,4,19,9
2015-08-16,3,5,5
2015-08-17,16,17,1
2015-08-18,17,12,3
2015-08-19,36,17,1
2015-08-20,42,10,3
2015-08-21,23,4,0
2015-08-22,4,0,3
2015-08-23,6,0,5
2015-08-24,13,9,0
2015-08-25,31,7,0
2015-08-26,43,6,3
2015-08-27,21,7,1
2015-08-28,3,16,0
2015-08-29,5,13,2
2015-08-30,1,0,0
2015-08-31,12,5,0
2015-09-01,28,15,2
2015-09-02,20,12,1
2015-09-03,32,12,5
2015-09-04,24,2,1
2015-09-05,0,14,0
2015-09-06,5,12,3
2015-09-07,21,13,0
2015-09-08,27,3,0
2015-09-09,50,5,0
2015-09-10,45,8,0
2015-09-11,17,4,0
2015-09-12,3,9,0
2015-09-13,0,10,1
2015-09-14,46,3,0
2015-09-15,80,2,2
2015-09-16,47,4,0
2015-09-17,44,8,0
2015-09-18,43,2,0
2015-09-19,3,1,2
2015-09-20,26,0,2
2015-09-21,50,4,6
2015-09-22,46,0,3
2015-09-23,46,1,6
2015-09-24,54,7,2
2015-09-25,27,16,0
2015-09-26,9,4,0
2015-09-27,1,1,0
2015-09-28,13,1,3
2015-09-29,36,0,4
2015-09-30,33,0,0
2015-10-01,56,5,9
2015-10-02,31,14,6
2015-10-03,9,4,4
2015-10-04,4,1,2
2015-10-05,49,3,4
2015-10-06,31,0,0
2015-10-07,44,0,0
2015-10-08,38,1,0
2015-10-09,18,7,0
2015-10-10,9,7,0
2015-10-11,3,0,0
2015-10-12,36,8,10
2015-10-13,40,7,6
2015-10-14,67,0,2
2015-10-15,59,0,1
2015-10-16,51,1,1
2015-10-17,22,1,1
2015-10-18,32,4,4
2015-10-19,28,2,0
2015-10-20,19,2,0
2015-10-21,30,7,0
2015-10-22,44,3,0
2015-10-23,32,3,0
2015-10-24,4,7,2
2015-10-25,2,4,3
2015-10-26,16,1,1
2015-10-27,6,1,2
2015-10-28,12,2,5
2015-10-29,30,5,0
2015-10-30,13,9,2
2015-10-31,5,9,4
2015-11-01,4,5,3
2015-11-02,21,3,0
2015-11-03,44,12,1
2015-11-04,22,8,1
2015-11-05,26,3,0
2015-11-06,19,4,4
2015-11-07,8,1,2
2015-11-08,7,5,6
2015-11-09,29,3,3
2015-11-10,44,1,3
2015-11-11,18,5,2
2015-11-12,28,9,1
2015-11-13,19,8,0
2015-11-14,3,5,5
2015-11-15,1,9,1
2015-11-16,41,16,6
2015-11-17,53,7,6
2015-11-18,71,13,0
2015-11-19,60,13,0
2015-11-20,26,10,0
2015-11-21,22,7,0
2015-11-22,5,10,0
2015-11-23,21,2,0
2015-11-24,21,5,0
2015-11-25,34,7,1
2015-11-26,16,3,0
2015-11-27,7,3,6
2015-11-28,3,4,0
2015-11-29,3,0,1
2015-11-30,26,4,4
2015-12-01,29,15,0
2015-12-02,123,20,0
2015-12-03,82,24,1
2015-12-04,31,5,5
2015-12-05,11,12,7
2015-12-06,5,3,1
2015-12-07,60,10,9
2015-12-08,129,6,3
2015-12-09,66,21,5
2015-12-10,36,9,6
2015-12-11,72,13,0
2015-12-12,10,7,1
2015-12-13,1,8,4
2015-12-14,48,8,1
2015-12-15,37,3,6
2015-12-16,61,5,2
2015-12-17,43,3,4
2015-12-18,25,6,0
2015-12-19,4,1,1
2015-12-20,1,8,0
2015-12-21,35,1,5
2015-12-22,47,1,1
2015-12-23,47,1,7
2015-12-24,73,3,2
2015-12-25,22,4,2
2015-12-26,5,0,4
2015-12-27,4,4,1
2015-12-28,53,0,1
2015-12-29,23,0,2
2015-12-30,28,1,2
2015-12-31,29,1,0
2016-01-01,8,1,11
2016-01-02,9,2,21
2016-01-03,11,0,3
2016-01-04,45,1,4
2016-01-05,61,6,0
2016-01-06,34,8,4
2016-01-07,68,6,3
2016-01-08,54,2,0
2016-01-09,12,9,1
2016-01-10,7,4,0
2016-01-11,56,7,0
2016-01-12,59,3,0
2016-01-13,89,3,4
2016-01-14,168,11,1
2016-01-15,41,2,0
2016-01-16,7,1,14
2016-01-17,9,0,5
2016-01-18,57,2,2
2016-01-19,53,0,7
2016-01-20,93,3,1
2016-01-21,48,0,5
2016-01-22,52,0,5
2016-01-23,9,0,2
2016-01-24,22,1,5
2016-01-25,42,8,2
2016-01-26,48,11,15
2016-01-27,40,11,1
2016-01-28,38,12,2
2016-01-29,29,6,1
2016-01-30,23,5,14
2016-01-31,3,16,3
2016-02-01,29,14,1
2016-02-02,59,9,2
2016-02-03,52,1,13
2016-02-04,52,9,0
2016-02-05,55,15,1
2016-02-06,5,2,4
2016-02-07,7,19,2
2016-02-08,30,2,1
2016-02-09,46,0,3
2016-02-10,27,4,0
2016-02-11,34,3,2
2016-02-12,31,15,1
2016-02-13,10,1,5
2016-02-14,2,6,3
2016-02-15,15,13,6
2016-02-16,31,5,3
2016-02-17,46,6,1
2016-02-18,52,7,0
2016-02-19,179,9,2
2016-02-20,63,15,5
2016-02-21,3,4,8
2016-02-22,50,3,1
2016-02-23,45,5,1
2016-02-24,41,4,0
2016-02-25,13,6,2
2016-02-26,29,5,5
2016-02-27,11,4,0
2016-02-28,1,2,0
2016-02-29,59,5,0
2016-03-01,74,2,3
2016-03-02,66,3,1
2016-03-03,70,8,2
2016-03-04,67,16,4
2016-03-05,26,8,10
2016-03-06,7,13,7
2016-03-07,42,3,0
2016-03-08,33,1,1
2016-03-09,46,0,5
2016-03-10,112,14,3
2016-03-11,103,16,1
2016-03-12,30,3,2
2016-03-13,18,3,0
2016-03-14,52,6,1
2016-03-15,89,17,5
2016-03-16,32,3,6
2016-03-17,119,1,2
2016-03-18,134,2,0
2016-03-19,31,1,1
2016-03-20,26,1,1
2016-03-21,58,4,2
2016-03-22,57,0,2
2016-03-23,69,4,0
2016-03-24,51,0,5
2016-03-25,61,3,0
2016-03-26,10,2,0
2016-03-27,15,6,5
2016-03-28,29,0,1
2016-03-29,39,0,1
2016-03-30,69,1,0
2016-03-31,47,0,4
2016-04-01,39,0,6
2016-04-02,12,0,6
2016-04-03,5,1,2
2016-04-04,62,3,4
2016-04-05,55,1,0
2016-04-06,109,0,0
2016-04-07,83,0,0
2016-04-08,31,0,1
2016-04-09,17,0,2
2016-04-10,16,0,0
2016-04-11,82,1,6
2016-04-12,104,1,6
2016-04-13,119,0,4
2016-04-14,83,0,6
2016-04-15,46,0,9
2016-04-16,42,0,5
2016-04-17,13,0,2
2016-04-18,132,0,0
2016-04-19,79,2,2
2016-04-20,107,1,0
2016-04-21,84,0,0
2016-04-22,69,2,0
2016-04-23,4,0,0
2016-04-24,6,0,2
2016-04-25,55,1,0
2016-04-26,72,2,0
2016-04-27,24,1,0
2016-04-28,74,0,0
2016-04-29,37,0,6
2016-04-30,6,0,4
2016-05-01,4,0,0
2016-05-02,22,0,6
2016-05-03,43,0,0
2016-05-04,78,0,0
2016-05-05,56,0,8
2016-05-06,41,4,0
2016-05-07,9,1,0
2016-05-08,19,0,0
2016-05-09,66,0,0
2016-05-10,53,0,0
2016-05-11,52,4,0
2016-05-12,106,2,0
2016-05-13,71,0,5
2016-05-14,30,0,2
2016-05-15,15,0,0
2016-05-16,120,0,0
2016-05-17,21,0,1
2016-05-18,72,0,1
2016-05-19,93,0,3
2016-05-20,43,0,0
2016-05-21,22,0,0
2016-05-22,31,0,1
2016-05-23,71,1,2
2016-05-24,41,1,1
2016-05-25,91,0,6
2016-05-26,37,0,3
2016-05-27,19,1,2
2016-05-28,6,1,4
2016-05-29,19,0,2
2016-05-30,52,4,2
2016-05-31,41,0,2
2016-06-01,54,2,3
2016-06-02,68,0,0
2016-06-03,170,0,0
2016-06-04,4,0,2
2016-06-05,6,0,0
2016-06-06,124,0,0
2016-06-07,99,0,0
2016-06-08,100,0,4
2016-06-09,105,0,3
2016-06-10,109,0,1
2016-06-11,5,0,3
2016-06-12,5,2,1
2016-06-13,128,0,0
2016-06-14,156,0,0
2016-06-15,163,0,2
2016-06-16,68,0,0
2016-06-17,151,0,0
2016-06-18,35,0,0
2016-06-19,0,0,3
2016-06-20,102,0,0
2016-06-21,103,0,1
2016-06-22,66,0,0
2016-06-23,80,0,0
2016-06-24,39,1,0
2016-06-25,3,0,10
2016-06-26,7,2,0
2016-06-27,69,11,0
2016-06-28,58,0,0
2016-06-29,85,5,0
2016-06-30,72,1,2
2016-07-01,66,5,3
2016-07-02,3,3,7
2016-07-03,5,0,2
2016-07-04,56,1,3
2016-07-05,94,0,2
2016-07-06,110,1,0
2016-07-07,80,2,4
2016-07-08,109,1,3
2016-07-09,20,5,11
2016-07-10,17,3,3
2016-07-11,69,4,5
2016-07-12,224,0,6
2016-07-13,69,0,3
2016-07-14,98,0,1
2016-07-15,69,12,0
2016-07-16,13,6,2
2016-07-17,7,7,0
2016-07-18,149,0,0
2016-07-19,131,0,1
2016-07-20,145,0,2
2016-07-21,105,5,0
2016-07-22,46,3,0
2016-07-23,11,17,0
2016-07-24,31,2,0
2016-07-25,38,3,3
2016-07-26,86,5,3
2016-07-27,58,1,2
2016-07-28,38,4,3
2016-07-29,72,1,0
2016-07-30,4,4,3
2016-07-31,5,0,4
2016-08-01,64,0,0
2016-08-02,79,0,1
2016-08-03,60,5,2
2016-08-04,93,1,5
2016-08-05,51,3,0
2016-08-06,10,5,3
2016-08-07,4,6,3
2016-08-08,53,2,1
2016-08-09,51,9,0
2016-08-10,47,15,1
2016-08-11,73,24,4
2016-08-12,153,6,5
2016-08-13,33,3,10
2016-08-14,1,3,1
2016-08-15,94,14,1
2016-08-16,71,8,0
2016-08-17,293,3,0
2016-08-18,110,1,1
2016-08-19,111,0,0
2016-08-20,17,0,0
2016-08-21,10,0,0
2016-08-22,47,0,2
2016-08-23,42,3,0
2016-08-24,47,3,0
2016-08-25,78,2,0
2016-08-26,52,4,1
2016-08-27,2,8,0
2016-08-28,6,6,2
2016-08-29,47,2,0
2016-08-30,128,20,3
2016-08-31,82,6,0
2016-09-01,64,7,0
2016-09-02,61,1,0
2016-09-03,6,2,4
2016-09-04,4,0,0
2016-09-05,42,0,2
2016-09-06,57,0,0
2016-09-07,106,0,0
2016-09-08,47,0,0
2016-09-09,48,1,0
2016-09-10,3,0,1
2016-09-11,1,0,0
2016-09-12,32,0,2
2016-09-13,112,0,0
2016-09-14,50,0,0
2016-09-15,67,0,0
2016-09-16,65,1,0
2016-09-17,8,0,0
2016-09-18,16,0,1
2016-09-19,83,0,1
2016-09-20,110,0,2
2016-09-21,50,0,1
2016-09-22,72,1,3
2016-09-23,41,0,2
2016-09-24,5,0,0
2016-09-25,10,0,2
2016-09-26,43,0,0
2016-09-27,61,0,0
2016-09-28,52,0,5
2016-09-29,45,0,3
2016-09-30,82,0,1
2016-10-01,15,0,1
2016-10-02,14,0,1
2016-10-03,96,0,3
2016-10-04,77,0,1
2016-10-05,95,0,2
2016-10-06,119,0,0
2016-10-07,65,0,0
2016-10-08,16,0,0
2016-10-09,5,0,1
2016-10-10,79,0,2
2016-10-11,112,0,1
2016-10-12,56,0,2
2016-10-13,102,0,2
2016-10-14,94,0,0
2016-10-15,47,0,0
2016-10-16,21,0,5
2016-10-17,111,2,2
2016-10-18,80,0,1
2016-10-19,156,0,0
2016-10-20,126,0,0
2016-10-21,45,0,0
2016-10-22,17,0,0
2016-10-23,4,0,0
2016-10-24,92,0,0
2016-10-25,61,0,0
2016-10-26,66,0,2
2016-10-27,50,0,0
2016-10-28,59,0,0
2016-10-29,3,0,2
2016-10-30,10,0,0
2016-10-31,45,0,3
2016-11-01,88,0,7
2016-11-02,49,0,1
2016-11-03,67,0,1
2016-11-04,101,0,1
2016-11-05,11,0,0
2016-11-06,16,0,2
2016-11-07,57,0,1
2016-11-08,65,0,4
2016-11-09,42,0,1
2016-11-10,105,0,0
2016-11-11,56,0,2
2016-11-12,31,0,1
2016-11-13,5,0,0
2016-11-14,61,0,1
2016-11-15,66,0,0
2016-11-16,188,0,1
2016-11-17,240,0,0
2016-11-18,138,0,0
2016-11-19,24,0,3
2016-11-20,10,2,0
2016-11-21,163,0,0
2016-11-22,166,0,0
2016-11-23,80,0,0
2016-11-24,53,4,1
2016-11-25,56,0,2
2016-11-26,6,0,7
2016-11-27,4,0,7
2016-11-28,55,0,1
2016-11-29,51,0,1
2016-11-30,112,0,3
2016-12-01,72,0,2
2016-12-02,75,0,0
2016-12-03,15,0,1
2016-12-04,12,0,2
2016-12-05,52,0,0
2016-12-06,74,0,1
2016-12-07,71,0,0
2016-12-08,83,1,4
2016-12-09,70,0,2
2016-12-10,31,0,4
2016-12-11,9,0,5
2016-12-12,85,0,7
2016-12-13,83,0,0
2016-12-14,70,0,3
2016-12-15,116,0,0
2016-12-16,180,0,0
2016-12-17,25,0,2
2016-12-18,15,0,4
2016-12-19,113,0,5
2016-12-20,87,0,0
2016-12-21,176,26,0
2016-12-22,67,16,2
2016-12-23,46,5,1
2016-12-24,12,7,0
2016-12-25,0,0,0
2016-12-26,31,0,1
2016-12-27,60,6,9
2016-12-28,64,0,6
2016-12-29,33,0,2
2016-12-30,15,0,2
2016-12-31,56,0,0
2017-01-01,0,1,0
2017-01-02,28,0,1
2017-01-03,71,3,9
2017-01-04,69,0,6
2017-01-05,57,0,6
2017-01-06,53,0,4
2017-01-07,3,0,1
2017-01-08,4,0,5
2017-01-09,230,0,0
2017-01-10,53,0,2
2017-01-11,28,0,5
2017-01-12,47,0,3
2017-01-13,50,0,6
2017-01-14,8,0,3
2017-01-15,40,0,2
2017-01-16,45,0,6
2017-01-17,68,0,2
2017-01-18,69,0,0
2017-01-19,74,0,1
2017-01-20,53,0,0
2017-01-21,44,0,2
2017-01-22,33,2,1
2017-01-23,50,4,1
2017-01-24,78,1,1
2017-01-25,101,5,2
2017-01-26,76,3,1
2017-01-27,82,3,0
2017-01-28,10,11,5
2017-01-29,2,3,1
2017-01-30,68,7,0
2017-01-31,214,3,3
2017-02-01,46,4,0
2017-02-02,78,3,0
2017-02-03,144,1,0
2017-02-04,15,0,1
2017-02-05,14,0,0
2017-02-06,132,1,3
2017-02-07,131,7,2
2017-02-08,79,3,2
2017-02-09,98,7,1
2017-02-10,101,17,0
2017-02-11,15,7,4
2017-02-12,11,4,5
2017-02-13,92,7,0
2017-02-14,102,17,4
2017-02-15,102,15,4
2017-02-16,132,6,1
2017-02-17,95,13,0
2017-02-18,7,16,3
2017-02-19,4,11,0
2017-02-20,93,8,12
2017-02-21,79,10,2
2017-02-22,106,5,0
2017-02-23,129,12,1
2017-02-24,93,8,3
2017-02-25,16,1,0
2017-02-26,7,3,3
2017-02-27,68,2,0
2017-02-28,74,22,2
2017-03-01,94,4,0
2017-03-02,108,3,5
2017-03-03,67,2,4
2017-03-04,13,2,0
2017-03-05,26,4,0
2017-03-06,181,1,2
2017-03-07,111,7,3
2017-03-08,102,3,1
2017-03-09,82,6,3
2017-03-10,45,9,2
2017-03-11,9,9,7
2017-03-12,0,8,0
2017-03-13,95,7,11
2017-03-14,73,1,9
2017-03-15,52,2,0
2017-03-16,115,4,1
2017-03-17,71,9,6
2017-03-18,7,1,7
2017-03-19,4,1,1
2017-03-20,76,3,0
2017-03-21,97,0,0
2017-03-22,75,5,0
2017-03-23,130,7,8
2017-03-24,84,10,0
2017-03-25,13,3,0
2017-03-26,4,0,0
2017-03-27,70,7,1
2017-03-28,82,5,0
2017-03-29,63,2,1
2017-03-30,50,4,0
2017-03-31,42,9,1
2017-04-01,3,3,3
2017-04-02,17,0,18
2017-04-03,126,3,0
2017-04-04,110,10,4
2017-04-05,115,9,1
2017-04-06,294,10,0
2017-04-07,132,10,0
2017-04-08,18,3,0
2017-04-09,20,0,14
2017-04-10,81,0,1
2017-04-11,76,0,1
2017-04-12,86,0,0
2017-04-13,70,0,2
2017-04-14,73,0,1
2017-04-15,11,0,1
2017-04-16,3,0,6
