,elastic/elasticsearch,typesense/typesense,meilisearch/meilisearch
2018-12-15,3,0.0,2.0
2018-12-16,2,0.0,0.0
2018-12-17,29,0.0,4.0
2018-12-18,42,0.0,4.0
2018-12-19,52,0.0,2.0
2018-12-20,24,0.0,0.0
2018-12-21,17,0.0,0.0
2018-12-22,5,0.0,0.0
2018-12-23,9,0.0,0.0
2018-12-24,6,0.0,4.0
2018-12-25,0,0.0,0.0
2018-12-26,0,0.0,0.0
2018-12-27,8,0.0,3.0
2018-12-28,11,0.0,4.0
2018-12-29,0,0.0,7.0
2018-12-30,0,0.0,0.0
2018-12-31,7,0.0,13.0
2019-01-01,1,0.0,6.0
2019-01-02,23,0.0,5.0
2019-01-03,25,0.0,0.0
2019-01-04,19,0.0,0.0
2019-01-05,2,0.0,1.0
2019-01-06,1,0.0,21.0
2019-01-07,32,0.0,1.0
2019-01-08,21,0.0,4.0
2019-01-09,36,0.0,3.0
2019-01-10,30,0.0,12.0
2019-01-11,35,0.0,0.0
2019-01-12,3,0.0,6.0
2019-01-13,3,0.0,0.0
2019-01-14,22,0.0,5.0
2019-01-15,43,0.0,1.0
2019-01-16,23,0.0,2.0
2019-01-17,20,0.0,0.0
2019-01-18,29,0.0,0.0
2019-01-19,2,0.0,0.0
2019-01-20,3,0.0,0.0
2019-01-21,22,0.0,0.0
2019-01-22,30,0.0,0.0
2019-01-23,32,0.0,1.0
2019-01-24,46,0.0,1.0
2019-01-25,45,0.0,4.0
2019-01-26,6,0.0,0.0
2019-01-27,6,0.0,0.0
2019-01-28,25,0.0,2.0
2019-01-29,32,0.0,0.0
2019-01-30,46,0.0,2.0
2019-01-31,43,0.0,0.0
2019-02-01,56,0.0,0.0
2019-02-02,10,0.0,7.0
2019-02-03,8,0.0,8.0
2019-02-04,37,0.0,0.0
2019-02-05,50,0.0,0.0
2019-02-06,19,0.0,5.0
2019-02-07,0,0.0,4.0
2019-02-08,18,0.0,0.0
2019-02-09,8,2.0,0.0
2019-02-10,1,-0.3999999999999999,2.0
2019-02-11,32,-0.16000000000000014,6.0
2019-02-12,25,-0.09600000000000007,5.0
2019-02-13,15,-0.06720000000000002,3.0
2019-02-14,21,-0.05107200000000003,0.0
2019-02-15,38,-0.04085760000000002,0.0
2019-02-16,8,-0.03385344000000002,0.0
2019-02-17,1,-0.02877542399999988,8.0
2019-02-18,27,-0.02493870079999993,4.0
2019-02-19,35,0.0,0.0
2019-02-20,38,0.0,1.0
2019-02-21,20,0.0,14.0
2019-02-22,22,0.0,10.0
2019-02-23,2,0.0,6.0
2019-02-24,0,0.0,4.0
2019-02-25,24,0.0,2.0
2019-02-26,17,0.0,0.0
2019-02-27,31,0.0,0.0
2019-02-28,17,0.0,0.0
2019-03-01,17,0.0,0.0
2019-03-02,3,0.0,0.0
2019-03-03,1,0.0,0.0
2019-03-04,35,0.0,0.0
2019-03-05,26,0.0,6.0
2019-03-06,19,0.0,0.0
2019-03-07,20,0.0,0.0
2019-03-08,23,0.0,0.0
2019-03-09,3,0.0,0.0
2019-03-10,3,0.0,4.0
2019-03-11,18,0.0,0.0
2019-03-12,22,0.0,0.0
2019-03-13,17,0.0,0.0
2019-03-14,21,0.0,0.0
2019-03-15,27,0.0,0.0
2019-03-16,5,0.0,0.0
2019-03-17,5,0.0,0.0
2019-03-18,23,0.0,0.0
2019-03-19,23,0.0,0.0
2019-03-20,28,0.0,0.0
2019-03-21,28,0.0,0.0
2019-03-22,18,0.0,0.0
2019-03-23,10,0.0,0.0
2019-03-24,0,0.0,3.0
2019-03-25,9,0.0,0.0
2019-03-26,28,0.0,0.0
2019-03-27,38,0.0,0.0
2019-03-28,30,0.0,0.0
2019-03-29,24,0.0,0.0
2019-03-30,6,0.0,0.0
2019-03-31,1,0.0,0.0
2019-04-01,26,0.0,0.0
2019-04-02,22,0.0,0.0
2019-04-03,22,0.0,0.0
2019-04-04,27,0.0,0.0
2019-04-05,24,0.0,0.0
2019-04-06,3,0.0,0.0
2019-04-07,5,0.0,0.0
2019-04-08,32,0.0,0.0
2019-04-09,25,0.0,0.0
2019-04-10,25,0.0,0.0
2019-04-11,17,0.0,0.0
2019-04-12,16,0.0,0.0
2019-04-13,0,0.0,1.0
2019-04-14,2,0.0,0.0
2019-04-15,14,0.0,1.0
2019-04-16,21,0.0,0.0
2019-04-17,23,0.0,0.0
2019-04-18,23,0.0,0.0
2019-04-19,23,0.0,0.0
2019-04-20,3,0.0,0.0
2019-04-21,0,0.0,0.0
2019-04-22,12,1.0,0.0
2019-04-23,18,1.8,0.0
2019-04-24,16,-0.48,0.0
2019-04-25,22,-0.20800000000000018,0.0
2019-04-26,19,-0.12960000000000008,0.0
2019-04-27,3,-0.09273600000000004,0.0
2019-04-28,1,0.9284992,0.0
2019-04-29,17,0.74221568,45.0
2019-04-30,20,0.6717588480000001,0.0
2019-05-01,20,-0.3692447743999999,0.0
2019-05-02,21,-0.18653870080000004,2.0
2019-05-03,15,-0.10713600000000006,0.0
2019-05-04,5,0.9204352,0.0
2019-05-05,1,-0.26289152,0.0
2019-05-06,22,-0.13174323200000004,2.0
2019-05-07,25,-0.09178378239999996,0.0
2019-05-08,27,-0.060457062399999914,0.0
2019-05-09,36,-0.03800535039999998,0.0
2019-05-10,25,-0.02042880000000001,0.0
2019-05-11,0,2.98307328,0.0
2019-05-12,2,-0.6143877119999998,0.0
2019-05-13,1,-0.2524693504000002,0.0
2019-05-14,9,1.8559999999999999,0.0
2019-05-15,8,-0.5007999999999999,19.0
2019-05-16,7,-0.23660800000000018,10.0
2019-05-17,4,-0.1572864000000001,0.0
2019-05-18,2,-0.11798016000000006,0.0
2019-05-19,1,-0.09423513599999984,0.0
2019-05-20,19,-0.07826565119999991,6.0
2019-05-21,34,-0.03385344000000002,8.0
2019-05-22,44,-0.02877542399999988,4.0
2019-05-23,28,-0.02493870079999993,3.0
2019-05-24,34,0.0,2.0
2019-05-25,8,1.0,1.0
2019-05-26,2,1.8,1.0
2019-05-27,10,0.52,0.0
2019-05-28,32,-0.40800000000000014,1.0
2019-05-29,19,-0.20960000000000015,2.0
2019-05-30,27,-0.14073600000000008,0.0
2019-05-31,17,1.8948992,0.0
2019-06-01,1,-0.48332031999999997,0.0
2019-06-02,1,0.7713300479999998,0.0
2019-06-03,21,-0.3541714943999999,1.0
2019-06-04,14,-0.18652641279999996,0.0
2019-06-05,28,-0.11154135040000002,0.0
2019-06-06,24,-0.07445760000000004,0.0
2019-06-07,17,0.94061056,0.0
2019-06-08,3,-0.24920422399999986,0.0
2019-06-09,3,-0.12186542080000001,0.0
2019-06-10,34,-0.06238771199999998,0.0
2019-06-11,30,-0.04606935039999997,0.0
2019-06-12,22,0.974464,0.0
2019-06-13,27,-0.22042879999999998,0.0
2019-06-14,15,0.9030732799999999,0.0
2019-06-15,0,-0.26238771199999994,0.0
2019-06-16,1,-0.12606935040000006,0.0
2019-06-17,14,-0.07353600000000005,0.0
2019-06-18,23,-0.05402880000000002,2.0
2019-06-19,24,-0.04246272000000002,0.0
2019-06-20,31,-0.03481651199999995,0.0
2019-06-21,20,-0.029396070399999974,0.0
