,staltz/manyverse,fraction/oasis,ssbc/patchwork
2019-11-04,0,-0.14870801249999946,0
2019-11-05,0,-0.11800147124999963,0
2019-11-06,0,-0.09756576801562472,0
2019-11-07,0,-0.08300395981718726,1
2019-11-08,0,-0.06463927014999983,0
2019-11-09,0,-0.041994262679687394,1
2019-11-10,0,0.0,0
2019-11-11,0,0.0,0
2019-11-12,0,0.0,7
2019-11-13,0,6.0,1
2019-11-14,0,0.39999999999999947,10
2019-11-15,1,16.63,0
2019-11-16,0,-1.9160000000000017,1
2019-11-17,0,-0.9174750000000002,4
2019-11-18,6,0.39813699999999996,0
2019-11-19,3,-0.5463513249999985,0
2019-11-20,2,-0.3987089399999989,0
2019-11-21,1,-0.32075778684374917,0
2019-11-22,0,-0.2692167644812492,0
2019-11-23,0,-0.187176923801562,0
2019-11-24,0,-0.1559425056109371,2
2019-11-25,0,-0.011093696249999967,0
2019-11-26,3,-0.009568313015624975,8
2019-11-27,4,-0.008398852535937478,0
2019-11-28,3,0.0,0
2019-11-29,0,4.0,0
2019-11-30,0,-0.40000000000000036,0
2019-12-01,0,-0.18000000000000013,0
2019-12-02,0,0.8859999999999999,6
2019-12-03,2,-0.18264999999999978,4
2019-12-04,0,0.8905330000000002,1
2019-12-05,0,0.81885195,0
2019-12-06,0,2.789962715,0
2019-12-07,0,4.5721099979375,0
2019-12-08,0,1.2690800773562496,0
2019-12-09,0,-0.5583729462500002,0
2019-12-10,0,-0.33333457551562484,0
2019-12-11,0,5.758682688714063,0
2019-12-12,0,11.217943203234375,0
2019-12-13,0,-0.6192918168015633,0
2019-12-14,0,1.0701037021671873,0
2019-12-15,0,11.193799484814063,0
2019-12-16,0,9.275718611289063,0
2019-12-17,0,-2.0068332800718753,0
2019-12-18,0,-1.1189480774999998,5
2019-12-19,0,-0.7973797455937486,0
2019-12-20,0,-0.623319092653123,0
2019-12-21,0,-0.4677703359468736,0
2019-12-22,0,-0.3054419710671866,0
2019-12-23,0,-0.2536481200093743,0
2019-12-24,0,-0.20603767360312447,0
2019-12-25,0,-0.09238737789531226,0
2019-12-26,0,0.0,0
2019-12-27,0,0.0,3
2019-12-28,0,2.0,4
2019-12-29,0,6.8,0
2019-12-30,0,0.2099999999999993,3
2019-12-31,0,-0.47200000000000036,0
2020-01-01,0,6.714175,0
2020-01-02,0,-0.905371,1
2020-01-03,0,8.525196225,2
2020-01-04,92,3.7700617699999994,0
2020-01-05,0,0.84040798771875,0
2020-01-06,3,3.1108131575687503,0
2020-01-07,9,7.021043131732813,1
2020-01-08,0,8.628582023714063,3
2020-01-09,0,4.218654946390624,2
2020-01-10,0,-0.6173287965015626,0
2020-01-11,0,2.947325676609376,0
2020-01-12,0,0.8501743195984388,0
2020-01-13,0,0.09555572628906372,1
2020-01-14,0,3.303196347865626,0
2020-01-15,0,-0.9008177017687492,0
2020-01-16,0,1.4431098595562508,0
2020-01-17,0,-0.5720361497031246,0
2020-01-18,0,-0.3194269882312494,0
2020-01-19,0,0.7965114904015629,0
2020-01-20,0,-0.2577987824249996,2
2020-01-21,0,-0.14797430308749973,0
2020-01-22,1,7.898503870401563,0
2020-01-23,0,13.12355469735625,0
2020-01-24,0,6.204746623968749,0
2020-01-25,0,-0.6879597175718764,2
2020-01-26,0,4.96460630375,0
2020-01-27,0,6.699222686984376,1
2020-01-28,0,19.39687054746406,1
2020-01-29,0,5.946385754999999,0
2020-01-30,0,2.4497538983749996,0
2020-01-31,0,10.931440714993752,0
2020-02-01,0,11.371457289121876,0
2020-02-02,0,6.099468339196876,0
2020-02-03,0,1.420176186870313,0
2020-02-04,34,13.968438396909377,0
2020-02-05,1,2.030928527634376,0
2020-02-06,0,5.765337635854689,0
2020-02-07,0,-1.1606182141515617,0
2020-02-08,0,0.5622808081171897,0
2020-02-09,0,7.770186718564064,0
2020-02-10,0,3.276950512356251,0
2020-02-11,0,6.531231372614063,0
2020-02-12,0,14.31360525035625,0
2020-02-13,0,1.3951692118468748,0
2020-02-14,0,2.2476782619453126,0
2020-02-15,0,0.5007116116968757,0
2020-02-16,0,0.8532771926828142,0
2020-02-17,1,6.991804896537502,3
2020-02-18,0,13.483109992098438,0
2020-02-19,3,2.628520043195312,2
2020-02-20,0,2.2061348364624997,1
2020-02-21,0,1.5066127973625005,4
2020-02-22,0,5.818248420293751,0
2020-02-23,0,0.5257207213250008,0
2020-02-24,3,1.9141521613968762,0
2020-02-25,0,0.958485784553126,0
2020-02-26,0,9.096180203228126,0
2020-02-27,0,7.412672574382812,0
2020-02-28,0,2.2930963090078125,0
2020-02-29,0,-0.34595549794062497,0
2020-03-01,0,2.0707933212828133,0
2020-03-02,23,4.056336292467189,1
2020-03-03,0,2.909489088381251,1
2020-03-04,5,6.930642241360938,4
2020-03-05,0,0.534423598521875,0
2020-03-06,1,2.9466971100000006,1
2020-03-07,0,-1.0456764086359371,0
2020-03-08,0,0.39097812559062606,0
2020-03-09,0,7.470520677167189,0
2020-03-10,0,6.817407492314063,5
2020-03-11,0,17.551691890257814,1
2020-03-12,0,4.306360143231249,5
2020-03-13,0,-2.0951189813187505,0
2020-03-14,0,-1.2189669696343743,0
2020-03-15,0,0.12899329360625222,0
2020-03-16,0,0.24553026698437708,0
2020-03-17,0,4.318409585839064,2
2020-03-18,0,-0.020151640662499304,1
2020-03-19,0,1.2991928586656256,0
2020-03-20,0,0.34916436070781287,1
2020-03-21,0,0.590116769748438,11
2020-03-22,0,9.67249804125,0
2020-03-23,0,0.7825861782343746,0
2020-03-24,8,21.182006340698436,0
2020-03-25,2,11.294562611135936,1
2020-03-26,2,2.2433462693046864,0
2020-03-27,0,15.988716312682811,0
2020-03-28,0,4.9201116606625,0
2020-03-29,0,-2.5515716530515613,0
2020-03-30,1,-1.6177806501921859,0
2020-03-31,0,10.788036606109378,0
2020-04-01,0,0.8961760985843767,0
2020-04-02,0,3.4199501557406267,0
2020-04-03,4,3.5525918669187506,0
2020-04-04,4,-1.3614234669609364,0
2020-04-05,0,-0.8506143497718738,0
2020-04-06,0,2.480702279712501,0
2020-04-07,0,-0.6565066424999991,2
2020-04-08,0,3.570505342562501,0
2020-04-09,0,1.2637302867718754,0
2020-04-10,0,8.429505896064063,0
2020-04-11,0,1.757813922242187,0
2020-04-12,0,0.07386969982031244,0
2020-04-13,0,23.36942691125,0
2020-04-14,0,10.169951010953124,0
2020-04-15,0,0.2885663823921867,0
2020-04-16,0,0.18306849293749972,0
2020-04-17,1,-0.4095780899249981,0
2020-04-18,0,-1.0802701234624976,0
2020-04-19,0,-0.8047818581203104,0
2020-04-20,1,-0.5902949931234358,0
2020-04-21,1,-0.47463845366093615,0
2020-04-22,1,-0.40168239381562393,0
2020-04-23,5,-0.17323942701406203,0
2020-04-24,1,-0.05542687988906235,5
2020-04-25,1,-0.026366018087499932,2
2020-04-26,0,-0.008398852535937478,0
2020-04-27,2,0.0,4
2020-04-28,4,0.0,1
2020-04-29,6,0.0,0
2020-04-30,0,0.0,1
2020-05-01,0,0.0,0
2020-05-02,0,0.0,0
2020-05-03,0,4.0,0
2020-05-04,0,2.5999999999999996,0
2020-05-05,7,-0.4800000000000004,6
2020-05-06,0,0.7509999999999999,0
2020-05-07,0,0.7318500000000001,5
2020-05-08,0,-0.2714544999999997,0
2020-05-09,0,-0.17449829999999975,1
2020-05-10,0,0.8669766775000003,0
2020-05-11,0,-0.20833359081249977,1
2020-05-12,0,5.863420888309375,5
2020-05-13,0,1.322047733642187,0
2020-05-14,0,-0.5113245092656252,0
2020-05-15,0,-0.2950839155515626,0
2020-05-16,0,-0.20253586503593704,0
2020-05-17,0,-0.1491191962499995,0
2020-05-18,0,0.8792261119843754,0
2020-05-19,0,1.7987149449640627,0
2020-05-20,0,-0.32459727059375,0
2020-05-21,0,-0.1880297412468749,0
2020-05-22,0,-0.09446020507187491,0
2020-05-23,0,1.9425582500000003,0
2020-05-24,0,0.7546044875,0
2020-05-25,0,3.77258227875,0
2020-05-26,0,-0.5337557055156253,0
2020-05-27,0,-0.27736047856718743,0
2020-05-28,1,-0.18369370507187488,0
2020-05-29,0,-0.12509077499999957,0
2020-05-30,0,-0.09981640499999969,0
2020-05-31,23,-0.08287837228124975,0
2020-06-01,0,-0.0707408030874998,0
2020-06-02,0,-0.04667210459843738,1
2020-06-03,0,-0.033595410143749914,9
2020-06-04,0,0.0,0
2020-06-05,25,0.0,0
2020-06-06,0,0.0,0
2020-06-07,0,0.0,0
2020-06-08,1,0.0,0
2020-06-09,0,0.0,0
2020-06-10,0,0.0,0
2020-06-11,0,0.0,0
2020-06-12,1,0.0,0
2020-06-13,1,0.0,0
2020-06-14,0,0.0,0
2020-06-15,0,0.0,0
2020-06-16,0,0.0,0
2020-06-17,0,0.0,0
2020-06-18,1,0.0,0
2020-06-19,0,0.0,0
2020-06-20,0,0.0,0
2020-06-21,0,0.0,0
2020-06-22,2,0.0,0
2020-06-23,0,0.0,0
2020-06-24,0,0.0,0
2020-06-25,0,0.0,0
2020-06-26,0,0.0,0
2020-06-27,0,0.0,0
2020-06-28,0,0.0,0
2020-06-29,0,0.0,0
2020-06-30,0,0.0,0
2020-07-01,0,0.0,0
2020-07-02,0,0.0,0
2020-07-03,26,0.0,0
2020-07-04,0,0.0,0
2020-07-05,0,0.0,0
2020-07-06,0,0.0,0
2020-07-07,0,0.0,1
2020-07-08,0,0.0,0
2020-07-09,0,0.0,0
2020-07-10,0,0.0,0
2020-07-11,0,0.0,0
2020-07-12,0,0.0,0
2020-07-13,0,0.0,0
2020-07-14,1,0.0,0
2020-07-15,0,0.0,0
2020-07-16,0,0.0,2
2020-07-17,0,0.0,0
2020-07-18,0,0.0,0
2020-07-19,0,0.0,0
2020-07-20,0,1.0,0
2020-07-21,0,-0.10000000000000009,0
2020-07-22,0,-0.04500000000000003,0
2020-07-23,0,-0.028500000000000022,2
2020-07-24,0,-0.020662499999999924,0
2020-07-25,0,-0.016116749999999947,0
2020-07-26,0,-0.01316201249999996,0
2020-07-27,0,-0.011093696249999967,0
2020-07-28,0,-0.009568313015624975,0
2020-07-29,0,-0.008398852535937478,0
2020-07-30,0,0.0,0
2020-07-31,0,0.0,0
2020-08-01,0,0.0,0
2020-08-02,0,0.0,0
2020-08-03,0,0.0,0
2020-08-04,0,0.0,0
2020-08-05,0,0.0,0
2020-08-06,0,0.0,0
2020-08-07,0,0.0,0
2020-08-08,0,0.0,0
2020-08-09,0,0.0,0
2020-08-10,0,0.0,0
2020-08-11,0,0.0,0
2020-08-12,0,0.0,0
2020-08-13,0,0.0,0
2020-08-14,0,0.0,0
2020-08-15,0,0.0,0
2020-08-16,0,0.0,0
2020-08-17,0,0.0,0
2020-08-18,0,0.0,0
2020-08-19,0,0.0,0
2020-08-20,0,0.0,0
