,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj,bitcoin/bitcoin
2024-01-17,0,-0.4169267199999999,7
2024-01-18,0,-0.17438771200000008,10
2024-01-19,0,-0.10846935040000004,9
2024-01-20,0,-0.06720000000000002,2
2024-01-21,0,-0.05107200000000003,0
2024-01-22,0,-0.04085760000000002,6
2024-01-23,0,-0.03385344000000002,16
2024-01-24,0,-0.02877542399999988,6
2024-01-25,0,-0.02493870079999993,23
2024-01-26,0,0.0,11
2024-01-27,3,0.0,0
2024-01-28,0,0.0,0
2024-01-29,10,0.0,11
2024-01-30,0,0.0,10
2024-01-31,0,4.0,13
2024-02-01,0,-0.7999999999999998,18
2024-02-02,0,-0.3200000000000003,3
2024-02-03,0,-0.19200000000000014,3
2024-02-04,0,-0.13440000000000005,0
2024-02-05,0,-0.10214400000000005,8
2024-02-06,0,-0.08171520000000004,11
2024-02-07,0,0.93229312,15
2024-02-08,2,-0.2575508479999997,15
2024-02-09,1,0.8701225984000001,21
2024-02-10,0,-0.248,3
2024-02-11,0,-0.11360000000000009,4
2024-02-12,3,-0.07353600000000005,14
2024-02-13,1,-0.05402880000000002,18
2024-02-14,5,-0.04246272000000002,1
2024-02-15,0,-0.03481651199999995,10
2024-02-16,0,-0.029396070399999974,11
2024-02-17,4,-0.01438771199999994,1
2024-02-18,5,-0.012469350399999964,1
2024-02-19,1,0.0,4
2024-02-20,2,0.0,14
2024-02-21,1,0.0,14
2024-02-22,1,0.0,2
2024-02-23,0,0.0,3
2024-02-24,8,1.0,0
2024-02-25,1,-0.19999999999999996,0
2024-02-26,2,-0.08000000000000007,15
2024-02-27,5,-0.048000000000000036,19
2024-02-28,0,-0.03360000000000001,24
2024-02-29,2,-0.025536000000000014,17
2024-03-01,1,-0.02042880000000001,25
2024-03-02,0,-0.01692672000000001,3
2024-03-03,0,-0.01438771199999994,1
2024-03-04,0,-0.012469350399999964,11
2024-03-05,2,0.0,16
2024-03-06,1,0.0,6
2024-03-07,0,0.0,9
2024-03-08,0,0.0,11
2024-03-09,0,0.0,3
2024-03-10,0,1.0,2
2024-03-11,8,1.8,20
2024-03-12,3,-0.48,28
2024-03-13,0,-0.20800000000000018,10
2024-03-14,1,0.8704,12
2024-03-15,1,0.707264,7
2024-03-16,3,-0.35150080000000006,0
2024-03-17,4,-0.18578432000000014,5
2024-03-18,0,-0.12984115200000002,28
2024-03-19,0,-0.10038077439999987,10
2024-03-20,0,-0.07090350079999995,18
2024-03-21,0,-0.03735552000000002,12
2024-03-22,1,-0.03131443199999995,11
2024-03-23,2,-0.026857062399999902,3
2024-03-24,2,-0.012469350399999964,0
2024-03-25,0,0.0,13
2024-03-26,0,0.0,29
2024-03-27,0,0.0,14
2024-03-28,8,0.0,6
2024-03-29,9,0.0,7
2024-03-30,0,0.0,1
2024-03-31,0,0.0,1
2024-04-01,0,0.0,9
2024-04-02,0,0.0,15
2024-04-03,0,0.0,4
2024-04-04,0,0.0,12
2024-04-05,2,0.0,8
2024-04-06,0,0.0,9
2024-04-07,0,3.0,6
2024-04-08,0,-0.5999999999999999,5
2024-04-09,0,-0.2400000000000002,16
2024-04-10,3,0.8559999999999999,10
2024-04-11,5,-0.30079999999999996,5
2024-04-12,1,-0.1566080000000001,5
2024-04-13,0,-0.10928640000000006,0
2024-04-14,2,-0.08438016000000004,1
2024-04-15,0,-0.06869913599999983,13
2024-04-16,2,-0.0578368511999999,22
2024-04-17,0,-0.01692672000000001,12
2024-04-18,0,-0.01438771199999994,12
2024-04-19,0,-0.012469350399999964,12
2024-04-20,1,0.0,0
2024-04-21,0,1.0,1
2024-04-22,0,-0.19999999999999996,14
2024-04-23,0,9.92,7
2024-04-24,0,-2.0479999999999996,20
2024-04-25,0,-0.8336000000000007,20
2024-04-26,0,-0.5055360000000004,16
2024-04-27,0,6.6435712,2
2024-04-28,4,-1.6722867199999998,9
2024-04-29,11,7.221324288,11
2024-04-30,0,-2.1177365504,15
2024-05-01,5,-1.01907712,15
2024-05-02,0,-0.687445504,10
2024-05-03,0,-0.41180160000000016,23
2024-05-04,0,-0.3227750400000002,6
2024-05-05,0,0.7358556160000003,4
2024-05-06,0,-0.4226992127999998,11
2024-05-07,0,-0.1951016959999996,8
2024-05-08,2,0.8522451968000002,10
2024-05-09,3,-0.23359999999999997,14
2024-05-10,0,-0.10553600000000009,6
2024-05-11,0,-0.06842880000000004,6
2024-05-12,0,-0.050526720000000025,4
2024-05-13,0,-0.03992371199999995,12
2024-05-14,0,3.9671018496,26
2024-05-15,0,-0.8169267199999999,12
2024-05-16,3,-0.3343877120000002,34
2024-05-17,0,-0.2044693504000001,6
2024-05-18,0,-0.13440000000000005,1
2024-05-19,0,-0.10214400000000005,0
2024-05-20,0,-0.08171520000000004,5
2024-05-21,1,-0.06770688000000004,19
2024-05-22,5,-0.05755084799999976,18
2024-05-23,3,-0.04987740159999986,16
2024-05-24,7,0.0,9
2024-05-25,14,0.0,0
2024-05-26,1,0.0,0
2024-05-27,2,0.0,1
2024-05-28,7,0.0,3
2024-05-29,13,0.0,10
2024-05-30,9,0.0,16
2024-05-31,4,0.0,6
2024-06-01,5,6.0,0
2024-06-02,6,-1.1999999999999997,4
2024-06-03,3,-0.4800000000000004,11
2024-06-04,3,-0.2880000000000002,9
2024-06-05,1,-0.20160000000000006,18
2024-06-06,1,-0.15321600000000007,11
2024-06-07,0,-0.12257280000000007,19
2024-06-08,0,-0.10156032000000006,3
2024-06-09,2,-0.08632627199999963,3
2024-06-10,0,-0.07481610239999978,21
2024-06-11,0,0.0,14
2024-06-12,2,0.0,18
2024-06-13,1,0.0,17
2024-06-14,1,0.0,12
2024-06-15,0,0.0,0
2024-06-16,0,0.0,1
2024-06-17,1,0.0,12
2024-06-18,2,0.0,22
2024-06-19,0,0.0,7
2024-06-20,0,0.0,10
2024-06-21,2,0.0,18
2024-06-22,1,0.0,2
2024-06-23,0,1.0,0
2024-06-24,0,1.8,5
2024-06-25,0,0.52,7
2024-06-26,1,0.5919999999999999,20
2024-06-27,0,4.5904,17
2024-06-28,4,-0.22073600000000004,4
2024-06-29,4,-0.7531008000000003,1
2024-06-30,1,-0.4369203200000003,2
2024-07-01,1,0.6897940479999999,39
2024-07-02,8,-0.4398802943999999,21
2024-07-03,3,-0.2639331328,5
2024-07-04,2,-0.1799194624,11
2024-07-05,1,-0.13493463039999967,8
2024-07-06,4,-0.10227046399999978,5
2024-07-07,23,-0.03289815039999998,0
2024-07-08,13,-0.01692672000000001,11
2024-07-09,3,-0.01438771199999994,13
2024-07-10,2,-0.012469350399999964,7
2024-07-11,0,0.0,14
2024-07-12,0,2.0,9
2024-07-13,0,-0.3999999999999999,1
2024-07-14,1,0.8399999999999999,3
2024-07-15,8,0.704,11
2024-07-16,6,-0.34720000000000006,25
2024-07-17,2,-0.17907200000000012,11
2024-07-18,2,-0.12245760000000008,14
