,blevesearch/bleve,apache/solr,elastic/elasticsearch
2021-03-24,0,3,30
2021-03-25,0,4,18
2021-03-26,0,11,28
2021-03-27,0,0,0
2021-03-28,0,0,3
2021-03-29,0,4,25
2021-03-30,0,3,30
2021-03-31,0,2,43
2021-04-01,0,3,19
2021-04-02,0,2,23
2021-04-03,0,1,3
2021-04-04,0,0,1
2021-04-05,0,3,12
2021-04-06,0,3,31
2021-04-07,0,3,25
2021-04-08,0,2,27
2021-04-09,0,4,4
2021-04-10,0,0,3
2021-04-11,0,2,1
2021-04-12,0,2,27
2021-04-13,0,1,27
2021-04-14,0,3,26
2021-04-15,0,3,28
2021-04-16,0,1,6
2021-04-17,0,1,4
2021-04-18,0,0,2
2021-04-19,0,1,44
2021-04-20,0,3,63
2021-04-21,0,6,27
2021-04-22,1,5,23
2021-04-23,0,5,17
2021-04-24,0,0,3
2021-04-25,0,2,0
2021-04-26,0,7,33
2021-04-27,0,2,30
2021-04-28,0,3,32
2021-04-29,0,6,34
2021-04-30,0,3,29
2021-05-01,0,1,0
2021-05-02,0,0,4
2021-05-03,0,3,12
2021-05-04,0,1,23
2021-05-05,0,2,28
2021-05-06,0,4,25
2021-05-07,0,2,12
2021-05-08,0,1,1
2021-05-09,0,2,2
2021-05-10,0,1,20
2021-05-11,0,2,20
2021-05-12,0,2,21
2021-05-13,0,1,14
2021-05-14,0,1,15
2021-05-15,0,0,0
2021-05-16,0,0,0
2021-05-17,0,2,19
2021-05-18,0,4,16
2021-05-19,0,2,14
2021-05-20,1,2,11
2021-05-21,0,4,0
2021-05-22,0,0,0
2021-05-23,0,0,0
2021-05-24,0,5,11
2021-05-25,0,2,19
2021-05-26,0,2,23
2021-05-27,0,0,25
2021-05-28,2,4,17
2021-05-29,0,0,0
2021-05-30,0,0,0
2021-05-31,0,0,8
2021-06-01,0,3,27
2021-06-02,0,1,36
2021-06-03,0,9,14
2021-06-04,0,3,19
2021-06-05,0,0,0
2021-06-06,3,0,2
2021-06-07,0,1,34
2021-06-08,0,2,26
2021-06-09,0,5,15
2021-06-10,0,5,26
2021-06-11,2,3,1
2021-06-12,0,2,0
2021-06-13,0,0,0
2021-06-14,0,7,26
2021-06-15,0,2,17
2021-06-16,0,1,28
2021-06-17,0,4,23
2021-06-18,0,3,19
2021-06-19,0,0,1
2021-06-20,0,1,0
2021-06-21,0,5,20
2021-06-22,0,1,31
2021-06-23,0,4,35
2021-06-24,0,0,31
2021-06-25,0,2,1
2021-06-26,0,0,0
2021-06-27,0,0,1
2021-06-28,0,1,29
2021-06-29,0,2,29
2021-06-30,0,2,37
2021-07-01,0,1,22
2021-07-02,0,1,1
2021-07-03,0,0,2
2021-07-04,0,0,0
2021-07-05,0,1,27
2021-07-06,0,2,27
2021-07-07,0,2,28
2021-07-08,0,5,26
2021-07-09,0,2,15
2021-07-10,0,0,0
2021-07-11,0,0,0
2021-07-12,0,1,19
2021-07-13,0,3,16
2021-07-14,0,0,15
2021-07-15,0,3,17
2021-07-16,0,2,7
2021-07-17,0,0,0
2021-07-18,0,0,0
2021-07-19,0,1,15
2021-07-20,0,1,15
2021-07-21,0,5,26
2021-07-22,0,4,14
2021-07-23,0,1,3
2021-07-24,0,0,0
2021-07-25,0,0,1
2021-07-26,0,0,24
2021-07-27,0,1,26
2021-07-28,2,1,19
2021-07-29,0,4,13
2021-07-30,0,4,15
2021-07-31,0,0,0
2021-08-01,0,0,0
2021-08-02,0,2,33
2021-08-03,0,3,29
2021-08-04,0,1,23
2021-08-05,1,0,34
2021-08-06,2,1,1
2021-08-07,1,0,0
2021-08-08,0,0,0
2021-08-09,1,0,25
2021-08-10,0,2,24
2021-08-11,0,4,31
2021-08-12,0,3,22
2021-08-13,0,2,18
2021-08-14,0,0,3
2021-08-15,0,1,1
2021-08-16,0,3,17
2021-08-17,0,0,25
2021-08-18,1,1,19
2021-08-19,0,3,13
2021-08-20,0,1,22
2021-08-21,0,0,0
2021-08-22,0,2,0
2021-08-23,0,0,29
2021-08-24,0,0,17
2021-08-25,0,1,13
2021-08-26,0,3,12
2021-08-27,2,1,3
2021-08-28,0,0,0
2021-08-29,0,1,0
2021-08-30,0,1,6
2021-08-31,0,4,13
2021-09-01,0,2,29
2021-09-02,1,4,16
2021-09-03,0,4,35
2021-09-04,0,0,1
2021-09-05,0,0,0
2021-09-06,0,3,7
2021-09-07,0,2,23
2021-09-08,2,1,33
2021-09-09,0,3,27
2021-09-10,0,0,22
2021-09-11,0,0,0
2021-09-12,0,0,0
2021-09-13,0,1,28
2021-09-14,1,6,24
2021-09-15,0,2,29
2021-09-16,3,2,21
2021-09-17,1,0,1
2021-09-18,0,0,0
2021-09-19,0,0,0
2021-09-20,0,3,27
2021-09-21,0,1,37
2021-09-22,0,2,34
2021-09-23,0,0,27
2021-09-24,0,2,7
2021-09-25,0,0,1
2021-09-26,0,0,1
2021-09-27,0,2,22
2021-09-28,0,1,22
2021-09-29,0,3,28
2021-09-30,0,4,19
2021-10-01,0,0,16
2021-10-02,0,0,1
2021-10-03,0,0,1
2021-10-04,2,0,35
2021-10-05,0,5,35
2021-10-06,0,4,34
2021-10-07,0,6,24
2021-10-08,0,4,5
2021-10-09,0,1,0
2021-10-10,0,0,1
2021-10-11,0,2,24
2021-10-12,0,1,33
2021-10-13,0,1,41
2021-10-14,0,0,49
2021-10-15,0,2,52
2021-10-16,0,0,2
2021-10-17,0,1,7
2021-10-18,0,4,42
2021-10-19,0,2,49
2021-10-20,0,3,32
2021-10-21,0,7,30
2021-10-22,0,4,1
2021-10-23,0,1,2
2021-10-24,0,0,1
2021-10-25,0,5,26
2021-10-26,0,2,51
2021-10-27,0,1,55
2021-10-28,3,6,33
2021-10-29,0,2,15
2021-10-30,0,0,0
2021-10-31,0,0,0
2021-11-01,1,2,21
2021-11-02,1,2,17
2021-11-03,2,8,30
2021-11-04,0,3,25
2021-11-05,0,0,30
2021-11-06,0,0,1
2021-11-07,0,0,0
2021-11-08,0,4,16
2021-11-09,0,8,24
2021-11-10,0,3,34
2021-11-11,1,1,12
2021-11-12,1,3,0
2021-11-13,0,1,0
2021-11-14,0,0,0
2021-11-15,0,3,18
2021-11-16,0,9,11
2021-11-17,0,2,9
2021-11-18,0,5,15
2021-11-19,0,3,10
2021-11-20,0,4,2
2021-11-21,0,0,0
2021-11-22,0,2,10
2021-11-23,0,1,20
2021-11-24,0,1,11
2021-11-25,0,0,17
2021-11-26,0,0,1
2021-11-27,0,0,0
2021-11-28,0,0,0
2021-11-29,0,1,26
2021-11-30,2,3,17
2021-12-01,0,1,16
2021-12-02,0,2,17
2021-12-03,0,3,15
2021-12-04,0,3,2
2021-12-05,0,2,0
2021-12-06,0,2,18
2021-12-07,0,0,27
2021-12-08,0,5,26
2021-12-09,1,1,21
2021-12-10,2,4,2
2021-12-11,0,0,0
2021-12-12,0,1,0
2021-12-13,0,1,18
2021-12-14,0,1,23
2021-12-15,3,3,20
2021-12-16,2,6,17
2021-12-17,0,0,20
2021-12-18,0,1,2
2021-12-19,0,0,0
2021-12-20,0,0,10
2021-12-21,0,2,14
2021-12-22,0,3,10
2021-12-23,0,1,14
2021-12-24,0,0,1
2021-12-25,0,1,0
2021-12-26,0,0,0
2021-12-27,0,0,2
2021-12-28,0,0,2
2021-12-29,0,0,5
2021-12-30,0,1,8
2021-12-31,0,0,6
2022-01-01,0,2,1
2022-01-02,0,2,0
2022-01-03,0,6,1
2022-01-04,0,3,18
2022-01-05,0,1,18
2022-01-06,0,7,20
2022-01-07,0,5,2
2022-01-08,0,1,0
2022-01-09,0,0,0
2022-01-10,0,7,20
2022-01-11,0,3,21
2022-01-12,0,3,18
2022-01-13,0,5,40
2022-01-14,0,10,16
2022-01-15,0,1,0
2022-01-16,0,2,2
2022-01-17,0,5,27
2022-01-18,0,5,27
2022-01-19,0,6,20
2022-01-20,0,4,25
2022-01-21,0,6,2
2022-01-22,0,0,0
2022-01-23,0,0,0
2022-01-24,0,6,33
2022-01-25,0,6,33
2022-01-26,0,12,27
2022-01-27,0,4,26
2022-01-28,0,2,15
2022-01-29,0,5,1
2022-01-30,0,1,0
2022-01-31,0,3,19
2022-02-01,0,0,23
2022-02-02,0,9,25
2022-02-03,0,0,20
2022-02-04,0,3,23
2022-02-05,0,5,1
2022-02-06,0,0,0
2022-02-07,0,2,23
2022-02-08,0,4,30
2022-02-09,0,5,30
2022-02-10,0,4,23
2022-02-11,0,17,26
2022-02-12,0,3,0
2022-02-13,0,3,0
2022-02-14,0,4,14
2022-02-15,0,5,25
2022-02-16,0,1,21
2022-02-17,0,3,29
2022-02-18,0,7,1
2022-02-19,0,1,0
2022-02-20,0,2,1
2022-02-21,0,27,4
2022-02-22,0,4,25
2022-02-23,0,5,24
2022-02-24,3,9,22
2022-02-25,0,2,2
2022-02-26,0,0,0
2022-02-27,0,0,0
2022-02-28,0,5,34
2022-03-01,0,6,24
2022-03-02,0,1,27
2022-03-03,0,3,17
2022-03-04,0,6,28
2022-03-05,0,1,1
2022-03-06,0,1,0
2022-03-07,0,7,22
2022-03-08,0,2,9
2022-03-09,7,0,24
2022-03-10,0,3,28
2022-03-11,0,5,4
2022-03-12,0,0,3
2022-03-13,0,0,0
2022-03-14,0,1,25
2022-03-15,0,3,22
2022-03-16,0,0,18
2022-03-17,0,0,16
2022-03-18,1,3,23
2022-03-19,0,0,0
2022-03-20,0,0,0
2022-03-21,5,0,23
2022-03-22,1,0,31
2022-03-23,0,0,24
2022-03-24,2,1,23
2022-03-25,0,2,4
2022-03-26,0,0,1
2022-03-27,0,0,1
2022-03-28,0,8,25
2022-03-29,0,6,22
2022-03-30,0,5,15
2022-03-31,0,1,30
2022-04-01,0,5,28
2022-04-02,0,0,0
2022-04-03,0,0,2
2022-04-04,0,5,14
2022-04-05,2,0,4
2022-04-06,2,1,2
2022-04-07,2,1,2
2022-04-08,0,5,1
2022-04-09,0,1,0
2022-04-10,0,0,0
2022-04-11,0,0,15
2022-04-12,0,0,20
2022-04-13,0,0,27
2022-04-14,0,0,14
2022-04-15,0,0,3
2022-04-16,0,0,0
