,MonoGame/MonoGame,godotengine/godot,4ian/GDevelop
2022-09-28,0,43,5
2022-09-29,0,19,5
2022-09-30,0,35,3
2022-10-01,0,7,0
2022-10-02,0,12,0
2022-10-03,0,62,1
2022-10-04,0,54,5
2022-10-05,0,63,1
2022-10-06,0,35,4
2022-10-07,0,36,4
2022-10-08,0,23,0
2022-10-09,0,23,0
2022-10-10,0,42,0
2022-10-11,0,55,1
2022-10-12,0,27,5
2022-10-13,0,46,5
2022-10-14,0,25,3
2022-10-15,0,17,0
2022-10-16,0,17,2
2022-10-17,0,30,1
2022-10-18,0,24,2
2022-10-19,0,30,2
2022-10-20,0,19,2
2022-10-21,0,20,7
2022-10-22,0,16,1
2022-10-23,0,13,0
2022-10-24,0,23,4
2022-10-25,0,15,3
2022-10-26,0,13,2
2022-10-27,0,30,3
2022-10-28,0,25,3
2022-10-29,0,15,3
2022-10-30,0,12,2
2022-10-31,0,81,3
2022-11-01,0,24,0
2022-11-02,0,73,3
2022-11-03,0,25,3
2022-11-04,0,25,3
2022-11-05,0,11,1
2022-11-06,0,21,0
2022-11-07,0,19,7
2022-11-08,0,19,2
2022-11-09,0,15,4
2022-11-10,0,13,5
2022-11-11,0,41,0
2022-11-12,0,20,0
2022-11-13,0,21,0
2022-11-14,0,53,2
2022-11-15,0,52,6
2022-11-16,0,24,1
2022-11-17,0,46,0
2022-11-18,0,31,3
2022-11-19,0,20,0
2022-11-20,0,37,0
2022-11-21,0,27,1
2022-11-22,0,40,1
2022-11-23,0,41,3
2022-11-24,0,53,2
2022-11-25,0,38,4
2022-11-26,0,8,0
2022-11-27,0,11,1
2022-11-28,0,39,6
2022-11-29,0,35,1
2022-11-30,0,35,5
2022-12-01,0,29,3
2022-12-02,0,30,6
2022-12-03,0,19,0
2022-12-04,0,28,2
2022-12-05,0,45,2
2022-12-06,0,57,4
2022-12-07,0,51,6
2022-12-08,0,17,8
2022-12-09,0,29,7
2022-12-10,0,32,0
2022-12-11,0,33,0
2022-12-12,0,49,13
2022-12-13,0,40,7
2022-12-14,0,23,2
2022-12-15,0,54,1
2022-12-16,0,27,3
2022-12-17,0,51,0
2022-12-18,0,12,0
2022-12-19,0,29,6
2022-12-20,0,35,5
2022-12-21,0,59,6
2022-12-22,0,22,7
2022-12-23,0,42,9
2022-12-24,0,10,2
2022-12-25,0,3,0
2022-12-26,0,10,5
2022-12-27,0,8,3
2022-12-28,0,9,0
2022-12-29,0,14,1
2022-12-30,0,10,3
2022-12-31,0,4,0
2023-01-01,0,10,0
2023-01-02,0,8,2
2023-01-03,0,54,4
2023-01-04,0,9,1
2023-01-05,0,30,4
2023-01-06,0,28,1
2023-01-07,0,22,0
2023-01-08,0,33,1
2023-01-09,0,45,7
2023-01-10,0,34,3
2023-01-11,0,46,3
2023-01-12,0,67,3
2023-01-13,0,58,2
2023-01-14,0,27,3
2023-01-15,0,25,2
2023-01-16,0,67,7
2023-01-17,0,40,5
2023-01-18,0,52,5
2023-01-19,0,57,1
2023-01-20,0,52,7
2023-01-21,0,49,3
2023-01-22,1,36,3
2023-01-23,0,70,0
2023-01-24,0,36,3
2023-01-25,0,60,0
2023-01-26,0,81,0
2023-01-27,0,63,2
2023-01-28,0,33,2
2023-01-29,0,33,0
2023-01-30,0,65,3
2023-01-31,0,85,4
2023-02-01,0,70,5
2023-02-02,0,58,10
2023-02-03,0,43,2
2023-02-04,0,14,0
2023-02-05,0,5,0
2023-02-06,0,66,3
2023-02-07,0,45,1
2023-02-08,0,28,2
2023-02-09,0,35,4
2023-02-10,0,42,4
2023-02-11,0,59,0
2023-02-12,0,30,0
2023-02-13,0,62,3
2023-02-14,0,39,6
2023-02-15,0,35,4
2023-02-16,0,65,6
2023-02-17,0,53,2
2023-02-18,0,12,1
2023-02-19,0,17,1
2023-02-20,0,44,5
2023-02-21,0,55,6
2023-02-22,0,44,3
2023-02-23,0,29,6
2023-02-24,0,30,12
2023-02-25,3,13,2
2023-02-26,0,32,0
2023-02-27,0,30,6
2023-02-28,0,10,4
2023-03-01,0,12,8
2023-03-02,0,28,4
2023-03-03,0,31,2
2023-03-04,0,11,0
2023-03-05,0,21,0
2023-03-06,0,46,0
2023-03-07,0,34,5
2023-03-08,0,30,2
2023-03-09,0,28,7
2023-03-10,0,36,6
2023-03-11,0,5,0
2023-03-12,0,8,0
2023-03-13,0,5,2
2023-03-14,0,9,4
2023-03-15,0,35,0
2023-03-16,0,34,4
2023-03-17,0,4,3
2023-03-18,0,4,0
2023-03-19,0,7,2
2023-03-20,0,25,7
2023-03-21,0,16,4
2023-03-22,0,8,1
2023-03-23,0,5,4
2023-03-24,0,3,7
2023-03-25,0,27,0
2023-03-26,0,7,3
2023-03-27,0,26,5
2023-03-28,0,8,3
2023-03-29,0,7,3
2023-03-30,0,15,2
2023-03-31,0,15,5
2023-04-01,0,5,0
2023-04-02,0,13,0
2023-04-03,0,46,2
2023-04-04,0,10,6
2023-04-05,0,26,3
2023-04-06,0,11,1
2023-04-07,0,25,3
2023-04-08,0,19,0
2023-04-09,1,6,1
2023-04-10,0,31,0
2023-04-11,0,43,4
2023-04-12,0,34,2
2023-04-13,0,30,7
2023-04-14,0,9,0
2023-04-15,0,6,1
2023-04-16,0,9,0
2023-04-17,0,28,0
2023-04-18,15,41,3
2023-04-19,3,14,2
2023-04-20,4,26,3
2023-04-21,0,13,3
2023-04-22,0,10,0
2023-04-23,0,10,0
2023-04-24,0,27,0
2023-04-25,0,36,2
2023-04-26,0,28,1
2023-04-27,0,31,0
2023-04-28,1,21,2
2023-04-29,0,8,0
2023-04-30,0,4,0
2023-05-01,0,11,1
2023-05-02,0,8,2
2023-05-03,0,20,1
2023-05-04,0,4,1
2023-05-05,1,27,0
2023-05-06,0,11,0
2023-05-07,1,11,0
2023-05-08,0,51,0
2023-05-09,0,34,1
2023-05-10,0,33,0
2023-05-11,0,34,1
2023-05-12,0,56,3
2023-05-13,0,9,1
2023-05-14,0,9,1
2023-05-15,0,42,1
2023-05-16,0,20,3
2023-05-17,0,33,4
2023-05-18,0,25,3
2023-05-19,0,24,9
2023-05-20,0,13,0
2023-05-21,0,8,0
2023-05-22,0,49,5
2023-05-23,0,30,10
2023-05-24,0,45,4
2023-05-25,0,17,5
2023-05-26,0,30,1
2023-05-27,0,23,0
2023-05-28,0,8,0
2023-05-29,0,52,0
2023-05-30,0,47,1
2023-05-31,0,35,1
2023-06-01,0,13,3
2023-06-02,0,39,1
2023-06-03,0,9,1
2023-06-04,0,4,0
2023-06-05,0,31,0
2023-06-06,0,29,2
2023-06-07,0,42,4
2023-06-08,0,29,2
2023-06-09,0,47,5
2023-06-10,0,15,0
2023-06-11,0,9,1
2023-06-12,0,70,2
2023-06-13,0,38,2
2023-06-14,0,39,7
2023-06-15,0,60,2
2023-06-16,0,45,2
2023-06-17,0,6,0
2023-06-18,0,32,0
2023-06-19,0,54,1
2023-06-20,0,56,2
2023-06-21,0,45,7
2023-06-22,0,42,5
2023-06-23,0,33,1
2023-06-24,0,8,0
2023-06-25,0,7,0
2023-06-26,0,35,2
2023-06-27,0,12,0
2023-06-28,0,18,1
2023-06-29,0,17,2
2023-06-30,0,2,1
2023-07-01,0,8,0
2023-07-02,0,10,0
2023-07-03,0,23,3
2023-07-04,0,6,0
2023-07-05,0,17,1
2023-07-06,0,12,0
2023-07-07,0,52,2
2023-07-08,0,33,0
2023-07-09,0,14,1
2023-07-10,0,26,1
2023-07-11,0,18,2
2023-07-12,0,80,2
2023-07-13,0,6,2
2023-07-14,0,43,0
2023-07-15,0,6,0
2023-07-16,0,6,0
2023-07-17,0,31,1
2023-07-18,0,35,4
2023-07-19,0,10,0
2023-07-20,0,19,0
2023-07-21,0,40,0
2023-07-22,0,6,0
2023-07-23,0,10,0
2023-07-24,0,43,2
2023-07-25,0,33,1
2023-07-26,0,43,3
2023-07-27,0,25,5
2023-07-28,0,12,4
2023-07-29,0,4,0
2023-07-30,0,9,0
2023-07-31,0,25,2
2023-08-01,0,47,0
2023-08-02,0,46,5
2023-08-03,0,47,1
2023-08-04,0,27,1
2023-08-05,0,8,0
2023-08-06,0,5,0
2023-08-07,0,61,0
2023-08-08,0,34,2
2023-08-09,0,30,2
2023-08-10,0,20,2
2023-08-11,0,16,4
2023-08-12,0,11,1
2023-08-13,0,8,2
2023-08-14,0,26,1
2023-08-15,0,14,0
2023-08-16,0,42,2
2023-08-17,0,63,3
2023-08-18,0,13,2
2023-08-19,0,15,0
2023-08-20,0,7,0
2023-08-21,0,33,0
2023-08-22,0,8,3
2023-08-23,0,7,6
2023-08-24,0,10,3
2023-08-25,0,32,3
2023-08-26,0,4,0
2023-08-27,0,11,0
2023-08-28,0,66,1
2023-08-29,0,61,5
2023-08-30,0,29,1
2023-08-31,0,18,4
2023-09-01,0,20,5
2023-09-02,0,20,1
2023-09-03,0,12,0
2023-09-04,0,17,1
2023-09-05,0,26,3
2023-09-06,0,30,5
2023-09-07,0,39,5
2023-09-08,0,29,1
2023-09-09,0,6,0
2023-09-10,11,4,0
2023-09-11,0,35,1
2023-09-12,0,31,0
2023-09-13,1,12,2
2023-09-14,0,29,0
2023-09-15,0,29,2
2023-09-16,0,25,1
2023-09-17,1,13,0
2023-09-18,0,18,3
2023-09-19,0,24,2
2023-09-20,0,42,0
2023-09-21,0,23,2
2023-09-22,2,20,1
2023-09-23,0,10,3
2023-09-24,0,32,0
2023-09-25,0,49,1
2023-09-26,0,86,0
2023-09-27,0,35,5
2023-09-28,0,25,0
2023-09-29,1,31,4
2023-09-30,0,18,0
2023-10-01,0,11,0
2023-10-02,0,42,3
2023-10-03,0,51,3
2023-10-04,1,37,4
2023-10-05,0,48,2
2023-10-06,0,32,5
2023-10-07,0,7,0
2023-10-08,0,12,3
2023-10-09,0,51,2
2023-10-10,0,39,8
2023-10-11,0,35,4
2023-10-12,0,11,12
2023-10-13,0,56,2
2023-10-14,0,7,0
2023-10-15,0,9,0
2023-10-16,1,58,5
2023-10-17,0,36,7
2023-10-18,0,27,9
2023-10-19,0,12,8
2023-10-20,0,43,5
2023-10-21,0,20,0
2023-10-22,0,21,0
2023-10-23,0,39,3
2023-10-24,0,33,0
2023-10-25,1,36,6
2023-10-26,0,47,3
2023-10-27,0,38,1
2023-10-28,0,30,1
2023-10-29,0,6,1
2023-10-30,0,49,6
2023-10-31,0,27,1
2023-11-01,0,38,0
2023-11-02,0,24,6
2023-11-03,0,14,4
2023-11-04,0,7,0
2023-11-05,0,3,0
2023-11-06,0,28,2
2023-11-07,0,20,1
2023-11-08,0,18,1
2023-11-09,0,46,1
2023-11-10,0,42,2
2023-11-11,0,16,0
2023-11-12,0,26,1
2023-11-13,0,20,4
2023-11-14,0,32,0
2023-11-15,0,23,2
2023-11-16,0,20,3
2023-11-17,0,8,3
2023-11-18,0,4,0
2023-11-19,0,6,1
2023-11-20,0,14,1
2023-11-21,0,16,5
2023-11-22,0,24,7
2023-11-23,3,18,3
2023-11-24,1,9,1
2023-11-25,0,6,0
2023-11-26,0,6,0
2023-11-27,0,11,2
2023-11-28,0,22,7
2023-11-29,4,15,4
2023-11-30,0,7,1
2023-12-01,1,8,4
2023-12-02,0,9,0
2023-12-03,0,1,0
2023-12-04,0,63,8
2023-12-05,0,31,3
2023-12-06,0,16,1
2023-12-07,0,11,5
2023-12-08,0,46,1
2023-12-09,0,7,0
2023-12-10,10,5,0
2023-12-11,0,27,4
2023-12-12,0,24,2
2023-12-13,0,23,6
2023-12-14,0,33,2
2023-12-15,1,9,5
2023-12-16,1,24,0
2023-12-17,0,8,0
2023-12-18,1,28,3
2023-12-19,0,50,3
2023-12-20,0,25,4
2023-12-21,0,14,2
2023-12-22,0,15,1
2023-12-23,0,2,0
2023-12-24,0,3,0
2023-12-25,0,6,0
2023-12-26,0,5,1
2023-12-27,0,6,2
2023-12-28,0,3,0
2023-12-29,0,2,0
2023-12-30,0,8,0
2023-12-31,3,5,0
2024-01-01,0,3,0
2024-01-02,0,50,1
2024-01-03,0,44,1
2024-01-04,0,55,4
2024-01-05,0,33,3
2024-01-06,0,22,0
2024-01-07,0,11,0
2024-01-08,0,62,4
2024-01-09,0,44,3
2024-01-10,1,25,2
2024-01-11,1,45,1
2024-01-12,0,12,4
2024-01-13,0,4,0
2024-01-14,0,9,0
2024-01-15,0,41,3
2024-01-16,0,43,1
2024-01-17,0,35,3
2024-01-18,0,37,6
2024-01-19,0,15,0
2024-01-20,0,6,0
2024-01-21,0,4,1
2024-01-22,2,36,3
2024-01-23,0,12,3
2024-01-24,0,36,2
2024-01-25,0,26,7
2024-01-26,0,46,9
2024-01-27,0,3,0
2024-01-28,1,9,0
2024-01-29,1,59,7
2024-01-30,0,31,5
2024-01-31,3,38,1
2024-02-01,0,10,2
2024-02-02,0,28,2
2024-02-03,0,32,1
2024-02-04,1,18,0
2024-02-05,6,45,2
2024-02-06,0,17,0
2024-02-07,0,42,3
2024-02-08,0,35,5
2024-02-09,0,38,6
2024-02-10,1,5,0
2024-02-11,0,16,0
2024-02-12,0,57,1
2024-02-13,4,94,2
2024-02-14,0,38,1
2024-02-15,1,43,1
2024-02-16,0,40,3
2024-02-17,0,33,0
2024-02-18,0,43,0
2024-02-19,0,47,7
2024-02-20,1,50,1
2024-02-21,0,30,1
2024-02-22,0,61,3
2024-02-23,0,55,7
2024-02-24,0,8,0
2024-02-25,1,18,0
2024-02-26,0,40,1
2024-02-27,0,75,4
2024-02-28,0,25,8
2024-02-29,0,49,2
2024-03-01,2,47,4
2024-03-02,0,9,0
2024-03-03,0,9,0
2024-03-04,0,69,2
2024-03-05,3,49,5
2024-03-06,1,34,4
2024-03-07,1,21,2
2024-03-08,0,45,5
2024-03-09,0,34,1
2024-03-10,0,20,0
2024-03-11,0,28,1
2024-03-12,13,18,1
2024-03-13,6,30,1
2024-03-14,4,32,11
2024-03-15,0,37,0
2024-03-16,0,11,0
2024-03-17,0,7,0
2024-03-18,0,10,0
2024-03-19,0,8,0
2024-03-20,0,12,0
2024-03-21,2,12,1
2024-03-22,2,4,3
2024-03-23,0,12,0
2024-03-24,0,76,0
2024-03-25,0,28,1
2024-03-26,0,30,3
2024-03-27,0,12,7
2024-03-28,0,25,3
2024-03-29,0,6,0
2024-03-30,0,8,0
2024-03-31,0,9,0
2024-04-01,1,8,0
2024-04-02,0,5,3
2024-04-03,0,7,3
2024-04-04,0,102,1
2024-04-05,0,54,2
2024-04-06,0,29,0
2024-04-07,0,6,0
2024-04-08,1,92,1
2024-04-09,0,39,2
2024-04-10,0,67,0
2024-04-11,0,21,0
2024-04-12,3,34,0
2024-04-13,0,39,0
2024-04-14,0,8,0
2024-04-15,0,38,2
2024-04-16,2,37,2
2024-04-17,0,50,2
2024-04-18,0,52,2
2024-04-19,0,33,3
2024-04-20,0,9,0
2024-04-21,0,3,2
2024-04-22,0,51,1
2024-04-23,0,41,3
2024-04-24,1,35,1
2024-04-25,1,33,3
2024-04-26,0,67,0
2024-04-27,0,10,0
2024-04-28,0,5,0
2024-04-29,0,45,2
2024-04-30,0,31,0
2024-05-01,0,45,0
2024-05-02,0,63,1
2024-05-03,0,22,0
2024-05-04,0,22,0
2024-05-05,0,6,1
2024-05-06,0,26,1
2024-05-07,0,60,0
2024-05-08,1,51,0
2024-05-09,3,14,0
2024-05-10,9,32,1
2024-05-11,3,26,0
2024-05-12,1,10,0
2024-05-13,1,44,1
2024-05-14,0,52,1
2024-05-15,0,34,1
2024-05-16,0,11,0
