,gfx-rs/wgpu,vulkano-rs/vulkano,gfx-rs/gfx
2019-01-29,-0.2663514990499992,0,1
2019-01-30,1.8032153778750006,0,2
2019-01-31,-0.2956230393015624,0,1
2019-02-01,0.8346229563546876,0,0
2019-02-02,-0.21579196775156248,0,0
2019-02-03,4.9136750000000005,0,0
2019-02-04,3.4392664999999996,0,0
2019-02-05,0.32801347499999967,0,0
2019-02-06,4.539195857499999,1,0
2019-02-07,0.2053888614687499,1,5
2019-02-08,-0.5446251513218746,0,1
2019-02-09,-0.3480078755156246,1,0
2019-02-10,-0.26444463378593674,0,0
2019-02-11,-0.20662461257812437,0,0
2019-02-12,2.826711976507813,0,2
2019-02-13,-0.41179421690937495,0,0
2019-02-14,0.7976658861359376,0,0
2019-02-15,0.7629374243046875,0,1
2019-02-16,-0.21538635253593738,0,1
2019-02-17,-0.12185024999999991,0,0
2019-02-18,-0.08864853749999983,0,1
2019-02-19,-0.07006033874999978,0,1
2019-02-20,-0.057983701546874836,0,0
2019-02-21,8.950547733642187,0,0
2019-02-22,6.079337990734374,0,1
2019-02-23,-0.1229671655515634,0,5
2019-02-24,-0.679898852535938,0,0
2019-02-25,-0.4304624999999995,0,4
2019-02-26,8.681811750000001,0,4
2019-02-27,3.8480621375,0,0
2019-02-28,3.88690589625,0,0
2019-03-01,1.8415672966093748,0,0
2019-03-02,-1.007124060182812,0,0
2019-03-03,-0.5942235307671867,0,3
2019-03-04,0.6037467849640634,0,4
2019-03-05,0.5917754212500009,0,3
2019-03-06,4.599256389109375,0,2
2019-03-07,2.2081142433484375,0,1
2019-03-08,4.302720583492188,0,1
2019-03-09,0.11502154827343714,0,0
2019-03-10,-0.5682878201078123,0,0
2019-03-11,1.6456730412500005,0,1
2019-03-12,-0.4666348217656244,3,4
2019-03-13,0.6958320656984381,0,0
2019-03-14,-0.32844831886406217,0,3
2019-03-15,-0.22565469547656203,1,2
2019-03-16,-0.1448653189359372,0,0
2019-03-17,-0.09854910069531223,0,4
2019-03-18,-0.04670299503593736,0,1
2019-03-19,1.9677013614687502,0,0
2019-03-20,2.772108598678125,0,0
2019-03-21,0.6004316869843747,0,0
2019-03-22,-0.3003988525359377,0,1
2019-03-23,-0.17182499999999995,0,1
2019-03-24,-0.12272099999999969,0,1
2019-03-25,0.9046632250000003,0,0
2019-03-26,-0.17779017999999985,0,4
2019-03-27,-0.11057972728124985,0,1
2019-03-28,-0.08509634036874987,0,0
2019-03-29,-0.05542737062343733,0,0
2019-03-30,-0.024515602535937424,0,0
2019-03-31,4.9868379875,0,0
2019-04-01,2.4889063037499994,0,0
2019-04-02,0.46543168698437465,0,0
2019-04-03,0.6141011474640623,0,1
2019-04-04,-0.3338124999999998,0,2
2019-04-05,-0.21607124999999958,0,1
2019-04-06,-0.1633228124999996,0,0
2019-04-07,0.8682662312500005,0,0
2019-04-08,-0.21040141632812476,0,0
2019-04-09,-0.13995491047656228,0,1
2019-04-10,-0.07435856687343739,0,1
2019-04-11,-0.03862966555156238,0,1
2019-04-12,0.9754843974640626,0,2
2019-04-13,-0.11316201250000005,0,0
2019-04-14,-0.05609369625,0,0
2019-04-15,-0.038068313015624994,1,0
2019-04-16,-0.029061352535937404,0,0
2019-04-17,-0.016116749999999947,0,0
2019-04-18,-0.01316201249999996,0,0
2019-04-19,-0.011093696249999967,0,0
2019-04-20,-0.009568313015624975,0,2
2019-04-21,-0.008398852535937478,0,1
2019-04-22,2.0,0,0
2019-04-23,3.8,0,2
2019-04-24,-0.49000000000000044,0,0
2019-04-25,2.763,0,1
2019-04-26,1.5446749999999998,0,1
2019-04-27,1.5501165000000001,0,0
2019-04-28,-0.466291025,0,5
2019-04-29,-0.2838229424999997,0,0
2019-04-30,3.7898133389687505,0,0
2019-05-01,6.431884505365625,0,0
2019-05-02,-1.0054340238937503,0,0
2019-05-03,3.493783643453125,0,1
2019-05-04,1.2513294238609376,0,0
2019-05-05,-0.6250388311031245,0,0
2019-05-06,-0.3862630050718746,0,0
2019-05-07,1.7238411275000007,1,0
2019-05-08,-0.4217211258124995,0,0
2019-05-09,1.7245448487468755,0,1
2019-05-10,2.6135092222484375,0,1
2019-05-11,3.5082143554375,0,11
2019-05-12,-0.6769655361750002,0,0
2019-05-13,3.650053269928125,0,0
2019-05-14,5.3695916075,0,0
2019-05-15,0.04353909896874997,0,1
2019-05-16,1.373061864928125,0,0
2019-05-17,1.3962842352187503,0,0
2019-05-18,-0.5968194291187494,0,0
2019-05-19,0.619519140329688,1,5
2019-05-20,-0.3713840201437495,0,2
2019-05-21,0.7634440579375006,0,5
2019-05-22,0.7108434905125003,0,0
2019-05-23,4.72586465426875,0,1
2019-05-24,2.3606603789328124,0,1
2019-05-25,1.3767411563968748,1,0
2019-05-26,1.4578293486781249,0,0
2019-05-27,0.4823404244843752,0,0
2019-05-28,0.5777741887140628,0,0
2019-05-29,0.6218526782343754,0,0
2019-05-30,7.640019815698438,0,3
2019-05-31,1.9577584686359373,0,1
2019-06-01,0.15551013077343745,0,3
2019-06-02,0.42053816136093747,0,1
2019-06-03,1.5278932101468756,0,1
2019-06-04,1.4849567731625006,0,1
2019-06-05,2.4781302881984377,0,3
2019-06-06,2.3700179769484375,0,27
2019-06-07,1.3191697920890626,0,2
2019-06-08,-0.6142099680843748,0,3
2019-06-09,-0.3419035918734371,0,1
2019-06-10,0.7661836669484381,1,0
2019-06-11,-0.278884158567187,0,3
2019-06-12,7.814065042646876,0,9
2019-06-13,11.066392242131249,0,1
2019-06-14,4.343248610845311,0,1
2019-06-15,-1.4284499336390635,0,1
2019-06-16,1.1927402824281252,0,6
2019-06-17,3.241022303750001,0,1
2019-06-18,0.07775958698437602,0,1
2019-06-19,-0.6887930725359367,0,17
2019-06-20,1.5110320658750007,0,3
2019-06-21,-0.5919562539749992,0,7
2019-06-22,-0.3596496335249993,0,5
2019-06-23,1.8016546922843752,0,1
2019-06-24,1.6820015764687501,0,17
2019-06-25,-0.38839815338437494,0,1
2019-06-26,-0.21648774815937494,0,8
2019-06-27,-0.12891124503593732,0,9
2019-06-28,-0.09269512603124969,0,0
2019-06-29,0.9246447699281253,0,0
2019-06-30,-0.14851141749999994,0,0
2019-07-01,-0.08632401853124991,1,0
2019-07-02,1.935565668896875,3,3
2019-07-03,-0.23746020507187504,0,1
2019-07-04,0.89388325,0,0
2019-07-05,3.8298379875,1,2
2019-07-06,-0.49741869625000024,0,1
2019-07-07,-0.25030181301562504,0,2
2019-07-08,0.8306146224640626,0,0
2019-07-09,-0.22095414249999967,0,1
2019-07-10,-0.14176563853124974,0,2
2019-07-11,1.8909605486781251,0,1
2019-07-12,-0.27460559801562495,0,1
2019-07-13,-0.15278885459843738,0,0
2019-07-14,-0.10375742264374992,0,0
2019-07-15,-0.05241869624999981,0,0
2019-07-16,-0.04180181301562487,0,0
2019-07-17,0.9652771224640626,0,3
2019-07-18,-0.12218739250000002,0,1
2019-07-19,0.9358633739687501,0,0
2019-07-20,-0.14529770507187506,0,0
2019-07-21,-0.06566249999999996,0,1
2019-07-22,1.9553832500000001,0,0
2019-07-23,0.7661754875,0,2
2019-07-24,2.78278955375,0,1
2019-07-25,-0.4247303255156253,0,0
2019-07-26,0.7756824512140625,0,1
2019-07-27,2.752035686984375,0,2
2019-07-28,-0.45782712753593746,0,2
2019-07-29,4.752800345,0,1
2019-07-30,0.3241211402187498,0,2
2019-07-31,0.5372486431625002,0,0
2019-08-01,-0.3861160540828124,0,5
2019-08-02,-0.2525887913578119,0,0
2019-08-03,-0.17259565176562455,2,4
2019-08-04,-0.13969310408281208,0,0
2019-08-05,0.8900561986421879,0,0
2019-08-06,-0.1720972738281249,0,0
2019-08-07,0.8923437280546876,0,1
2019-08-08,0.8535328344484374,0,2
2019-08-09,-0.17406135253593752,0,2
2019-08-10,1.91038325,0,2
2019-08-11,0.7376754874999999,0,0
2019-08-12,6.76212705375,1,1
2019-08-13,-0.8408470755156257,0,2
2019-08-14,2.5825204387140626,0,1
2019-08-15,2.4269419907343748,0,1
2019-08-16,0.3599545594484379,0,5
2019-08-17,1.5229344924640627,2,0
2019-08-18,2.4851480902187504,0,0
2019-08-19,-0.6328596418374997,0,0
2019-08-20,4.624124168854688,0,0
2019-08-21,2.2254991559984374,0,0
2019-08-22,3.305630959703125,0,7
2019-08-23,0.1828305320953123,0,0
2019-08-24,-0.5652508006234371,0,0
2019-08-25,-0.36238781731718694,0,0
2019-08-26,-0.2708129566187492,0,0
2019-08-27,-0.20528057635781183,0,0
2019-08-28,3.8501125461718755,0,0
2019-08-29,0.4717640007734375,0,0
2019-08-30,2.6454364940796875,0,1
2019-08-31,2.4978362768406246,0,0
2019-09-01,-0.5545488525359376,0,3
2019-09-02,-0.3056294999999999,0,1
2019-09-03,1.7837477000000004,0,0
2019-09-04,-0.3678745474999996,0,0
2019-09-05,2.7727967641875004,0,4
2019-09-06,0.527069150590625,0,3
2019-09-07,0.6532901196671876,0,1
2019-09-08,0.6833650033453126,0,2
2019-09-09,0.7129919173921877,0,4
2019-09-10,5.7352998575,0,0
2019-09-11,0.23109808646874974,0,1
2019-09-12,0.501479943678125,0,0
2019-09-13,-0.40573989779687497,0,2
2019-09-14,0.7273876706265632,0,2
2019-09-15,0.7119141256984379,0,2
2019-09-16,0.7101878131984378,0,0
2019-09-17,-0.2873081055515623,0,3
2019-09-18,-0.18422693937968723,0,0
2019-09-19,-0.13633437448124971,0,1
2019-09-20,-0.06790842805156228,0,0
2019-09-21,-0.048771311285937355,0,1
2019-09-22,1.966175978234375,0,0
2019-09-23,0.7709391381984374,0,0
2019-09-24,0.7920328344484374,0,0
2019-09-25,-0.21039885253593765,0,0
2019-09-26,-0.1148249999999999,0,0
2019-09-27,0.9186040000000002,0,0
2019-09-28,1.8368967250000001,0,0
2019-09-29,-0.29646615500000006,0,0
2019-09-30,-0.16189233478124998,0,2
2019-10-01,-0.11512221433749986,0,0
2019-10-02,-0.07540891555156225,0,0
2019-10-03,2.9462056349640626,1,1
2019-10-04,1.66258227875,0,1
2019-10-05,-0.3667557055156252,0,0
2019-10-06,0.7969645214328125,0,0
2019-10-07,-0.23578520507187486,0,1
2019-10-08,-0.13467524999999972,0,0
2019-10-09,-0.1002195374999998,0,11
2019-10-10,-0.08026761374999974,0,2
2019-10-11,-0.06700908154687481,0,2
2019-10-12,-0.05749519613906234,0,0
2019-10-13,-0.027891401321874926,0,0
2019-10-14,-0.009568313015624975,0,1
2019-10-15,1.9916011474640625,0,3
2019-10-16,0.7999999999999998,0,0
2019-10-17,-0.19000000000000017,0,5
2019-10-18,1.898,3,0
2019-10-19,-0.26982500000000004,0,1
2019-10-20,-0.14289599999999988,5,2
2019-10-21,-0.09944077499999991,0,6
2019-10-22,0.9233255950000002,0,4
2019-10-23,0.8375361777187501,1,2
2019-10-24,6.8023099569125,3,2
2019-10-25,0.19591375496406194,1,0
2019-10-26,1.5167008739687498,0,1
2019-10-27,-0.4980769550718752,5,0
2019-10-28,0.7075837375000005,0,0
2019-10-29,3.6852645412500005,0,1
2019-10-30,-0.6152378467656249,0,1
2019-10-31,2.6504814481984376,0,0
2019-11-01,2.4525427351046876,1,1
2019-11-02,1.3756855767328129,0,1
2019-11-03,3.4743355089328123,1,0
2019-11-04,1.281973048678125,0,3
2019-11-05,0.39871915198437513,1,3
2019-11-06,-0.47983339209843723,0,0
2019-11-07,0.6767539636062506,0,0
2019-11-08,0.6773979472031255,0,0
2019-11-09,-0.32663293915468705,1,2
2019-11-10,-0.2046487436390622,0,0
2019-11-11,-0.1395828621343747,0,0
2019-11-12,-0.10060498242499971,0,1
2019-11-13,-0.055644780587499845,0,0
2019-11-14,-0.032654561285937404,0,0
2019-11-15,0.9793379907343751,0,1
2019-11-16,0.8820328344484375,0,0
2019-11-17,-0.1533988525359376,1,3
2019-11-18,1.9264999999999999,1,0
2019-11-19,1.7508374999999998,0,0
2019-11-20,1.6732207499999998,0,0
2019-11-21,5.6237212375,2,0
2019-11-22,4.1874192912499995,0,1
2019-11-23,-0.9212205092656254,0,0
2019-11-24,-0.5138496905515624,1,0
2019-11-25,0.6443812299640631,0,2
2019-11-26,0.6323389564687508,2,0
2019-11-27,0.6373224513968756,0,0
2019-11-28,1.6581934288968754,0,0
2019-11-29,0.5761614355843752,0,0
2019-11-30,-0.3535139302937498,0,0
2019-12-01,-0.19393552517968732,0,0
2019-12-02,0.8898025412500002,0,0
2019-12-03,0.8132799782343751,0,3
2019-12-04,-0.2165016368015624,0,0
2019-12-05,-0.1268165705515624,0,0
2019-12-06,2.912208325182813,0,0
2019-12-07,0.6368547319125,0,0
2019-12-08,0.7273223849640624,0,0
2019-12-09,-0.2547557087500001,0,0
2019-12-10,-0.15614950926562476,0,0
2019-12-11,0.8845200844484378,0,0
2019-12-12,-0.1846641400359373,0,0
2019-12-13,-0.10755985124999984,0,0
2019-12-14,-0.08146064779687487,0,1
2019-12-15,0.9334789331265627,0,0
2019-12-16,0.8659160844484375,0,0
2019-12-17,3.8334391349640624,0,0
2019-12-18,0.5154063037499996,0,1
2019-12-19,-0.33873081301562513,0,0
2019-12-20,-0.2041781025359375,0,0
2019-12-21,-0.14042876249999964,0,0
2019-12-22,-0.10938520874999963,0,0
2019-12-23,-0.08942680926562473,0,0
2019-12-24,4.924496036948438,0,0
2019-12-25,-0.5577658008484377,0,0
2019-12-26,0.7318362768406249,0,0
2019-12-27,1.7491011474640623,0,0
2019-12-28,4.6516875,0,1
2019-12-29,0.3009162499999998,0,0
2019-12-30,1.5315274374999999,0,1
2019-12-31,0.49958976875000005,0,0
2020-01-01,1.5849504224218753,0,0
2020-01-02,4.517341766070313,0,0
2020-01-03,0.226492481984375,0,0
2020-01-04,2.4689380276828126,0,2
2020-01-05,1.3530012586,0,0
2020-01-06,-0.585957980695312,0,0
2020-01-07,-0.34169944981718714,0,4
2020-01-08,7.750532276912501,0,0
2020-01-09,1.0141587776828125,0,0
2020-01-10,-0.7074525039,0,0
2020-01-11,2.5708323105546875,0,0
2020-01-12,0.4184088159171879,0,0
2020-01-13,13.550407816360938,0,0
2020-01-14,-0.6848273050718758,0,0
2020-01-15,3.0644389050000003,0,0
2020-01-16,-1.0117466466250002,0,0
2020-01-17,7.3602947661812514,0,0
2020-01-18,-0.22353780632187492,0,0
2020-01-19,-0.7828335602968743,0,0
2020-01-20,-0.5407056306234369,0,0
2020-01-21,2.6001030189953136,1,0
2020-01-22,0.37887646648125073,1,0
2020-01-23,1.5969150454015628,1,0
2020-01-24,1.53399300735625,1,0
2020-01-25,0.5318722996250003,1,1
2020-01-26,0.6072281166968752,4,0
2020-01-27,0.6926733599640627,1,1
2020-01-28,0.7064983987500002,0,0
2020-01-29,-0.2925186602968748,2,0
2020-01-30,-0.1935555381234372,0,1
2020-01-31,0.8718358664328127,1,1
2020-02-01,-0.19696928985312478,1,4
2020-02-02,0.8882615231625002,1,1
2020-02-03,-0.1707228743015625,0,0
2020-02-04,-0.09472336180156238,0,0
2020-02-05,-0.06258391555156242,1,0
2020-02-06,-0.04222336503593736,1,0
2020-02-07,-0.027210446249999916,0,0
2020-02-08,-0.022730325515624934,0,0
2020-02-09,-0.019492548785937445,1,0
2020-02-10,4.990431686984375,0,0
2020-02-11,-0.508398852535938,0,0
2020-02-12,0.7749999999999998,0,0
2020-02-13,-0.2425000000000002,0,1
2020-02-14,-0.14831249999999965,0,0
2020-02-15,-0.10908374999999976,0,0
2020-02-16,-0.08647256249999974,0,0
2020-02-17,1.9284147687500002,0,0
2020-02-18,1.738996422421875,0,0
2020-02-19,1.6569120410703124,0,0
2020-02-20,2.643431686984375,0,0
2020-02-21,4.503276147464062,0,0
2020-02-22,-0.7655585000000004,0,0
2020-02-23,0.5896174750000001,0,1
2020-02-24,5.614767582500001,0,0
2020-02-25,3.1356892064687503,0,0
2020-02-26,6.123308488896875,0,2
2020-02-27,0.7933120176468744,0,0
2020-02-28,0.1299371246312503,0,0
2020-02-29,0.344949364814063,0,2
2020-03-01,-0.5431645339296866,0,0
2020-03-02,1.643579209484376,0,0
2020-03-03,6.516286396870313,0,0
2020-03-04,2.980574483971875,0,2
2020-03-05,4.0759602437468745,0,0
2020-03-06,3.976990697467187,0,0
2020-03-07,-1.0533307143375001,0,0
2020-03-08,0.392741559448438,0,1
2020-03-09,-0.5329998325359367,0,0
2020-03-10,-0.37833679978124896,0,0
2020-03-11,6.6969555063187505,0,0
2020-03-12,2.060993736435938,1,0
2020-03-13,0.23197779352812486,0,0
2020-03-14,4.462502159742187,0,0
2020-03-15,9.171774541070313,0,0
2020-03-16,7.562126936984375,0,0
2020-03-17,2.337954309964062,0,0
2020-03-18,-1.32657116125,0,2
2020-03-19,3.162869957640626,0,3
2020-03-20,2.974469334451564,0,3
2020-03-21,-0.029554226873436562,0,1
2020-03-22,0.2558975073859382,0,5
2020-03-23,2.3681812909140634,0,10
2020-03-24,5.264904872500001,0,0
2020-03-25,-1.0151404748859374,0,1
2020-03-26,0.4771025048562503,0,5
2020-03-27,6.5550857004375,0,1
2020-03-28,3.9865503790437504,0,0
2020-03-29,-0.03394395690937513,0,1
2020-03-30,3.3246171706984375,0,1
2020-03-31,0.14807978091718788,0,0
2020-04-01,-0.6203981982015617,0,0
2020-04-02,0.5861328510343756,0,1
2020-04-03,1.6196990007343757,0,0
2020-04-04,0.525862962604688,0,0
2020-04-05,2.595007970920313,0,0
2020-04-06,3.4682381268046876,0,0
2020-04-07,-0.6787075508484376,0,1
2020-04-08,1.6252782643406252,0,0
2020-04-09,2.5620791762140627,0,5
2020-04-10,2.4340820319843752,0,1
2020-04-11,3.3654177876828126,0,0
2020-04-12,2.2258798431624998,0,2
2020-04-13,1.2588004234171875,0,2
2020-04-14,4.350868415329688,0,2
2020-04-15,0.09823090985625016,0,0
2020-04-16,0.3996417477187504,0,0
2020-04-17,3.4913929671312505,0,1
2020-04-18,19.253191680845312,0,0
2020-04-19,-1.4328211734203138,0,0
2020-04-20,0.6989229458093746,0,3
2020-04-21,1.9732695726109375,0,0
2020-04-22,1.0148880211000018,0,0
2020-04-23,-0.8503018219453113,0,2
2020-04-24,2.4414760494484384,0,0
2020-04-25,5.267070957901563,0,1
2020-04-26,2.9129453582937503,0,2
2020-04-27,0.9730477062656251,0,2
2020-04-28,-0.7001280923171874,0,1
2020-04-29,-0.4440152866187494,1,0
2020-04-30,12.679830278860939,0,0
2020-05-01,5.465157131178125,0,2
2020-05-02,3.5348513334531244,0,0
2020-05-03,-0.3388052457015629,0,0
2020-05-04,2.096033740221876,0,2
2020-05-05,4.105612713825001,0,1
2020-05-06,3.932466382428126,0,1
2020-05-07,-0.1480983887499996,0,1
2020-05-08,-0.8134582554531243,2,0
2020-05-09,0.41604348217343856,3,0
2020-05-10,1.5303904834203135,1,1
2020-05-11,3.503100023054688,0,0
2020-05-12,0.3070009146671875,2,0
2020-05-13,-0.4993311164359373,2,0
2020-05-14,1.682628725992188,0,0
2020-05-15,2.5918919118046877,1,1
2020-05-16,-0.5209460737859375,1,0
2020-05-17,0.7074794944843752,0,0
2020-05-18,0.6881027239328128,0,1
2020-05-19,0.6946143466156254,0,1
2020-05-20,0.7086620018406252,0,0
2020-05-21,-0.26423478253593735,0,0
2020-05-22,2.83730303521875,0,0
2020-05-23,-0.42394390661875003,0,0
2020-05-24,-0.22123151635781232,0,0
2020-05-25,-0.1354407717656249,0,0
2020-05-26,12.895789625698438,0,0
2020-05-27,-1.3774111118015635,0,0
2020-05-28,0.3575467969484373,0,0
2020-05-29,1.4878200587140622,0,1
2020-05-30,0.45768256095312587,0,1
2020-05-31,3.546785692392188,0,1
2020-06-01,4.3062313375,4,1
2020-06-02,5.08984019875,0,0
2020-06-03,2.8705539182968747,0,0
2020-06-04,-0.057869554217187424,2,0
2020-06-05,4.336302781984376,0,0
2020-06-06,2.045164025182813,0,0
2020-06-07,2.1305986344125003,0,0
2020-06-08,3.156257839151563,0,0
2020-06-09,4.059423547278126,2,0
2020-06-10,-0.06501218827343713,0,1
2020-06-11,5.285092123971875,0,0
2020-06-12,2.943381508090625,2,1
2020-06-13,1.004712956135938,0,0
2020-06-14,1.1911254095234378,0,0
2020-06-15,6.291821905845313,0,0
2020-06-16,4.841549196579688,0,0
2020-06-17,5.750705253528125,0,0
2020-06-18,9.586168696804688,0,1
2020-06-19,3.100621459370312,0,0
2020-06-20,5.431529965221875,0,0
2020-06-21,2.3531084838250003,0,0
2020-06-22,5.609832970146876,0,0
2020-06-23,1.3974310888187507,0,0
2020-06-24,4.7071388929046885,0,0
2020-06-25,2.564820722425001,0,0
2020-06-26,1.7237495203265636,0,0
2020-06-27,4.903662383276563,0,2
2020-06-28,1.733193423710938,0,1
2020-06-29,1.9509423689359382,0,3
2020-06-30,1.0547187349968756,0,0
2020-07-01,3.2004676157015632,0,0
2020-07-02,1.099344741798438,0,0
2020-07-03,1.2517427189718755,0,0
2020-07-04,3.3379761858093753,0,0
2020-07-05,1.1827429380484378,0,0
2020-07-06,6.3185048319875,0,1
2020-07-07,9.893704560845313,0,1
2020-07-08,1.298084506360937,0,0
2020-07-09,0.7961256253656248,0,0
2020-07-10,3.0470615213250003,0,0
2020-07-11,1.9777621088968762,0,1
2020-07-12,3.054335812865626,0,1
2020-07-13,7.986154702575001,0,1
2020-07-14,1.47432390756875,0,1
2020-07-15,6.830896975326563,0,1
2020-07-16,8.481571990557812,0,0
2020-07-17,4.175876493860938,0,1
2020-07-18,6.373961654115625,0,1
2020-07-19,2.206216503309375,0,0
2020-07-20,6.530641886579689,0,1
2020-07-21,2.2485700839656255,0,1
2020-07-22,5.539335193129689,0,1
2020-07-23,3.388763900767188,0,1
2020-07-24,8.50650077205625,0,0
2020-07-25,2.0811199765468755,0,0
2020-07-26,0.5217849956593756,0,0
2020-07-27,-1.127991442349999,0,0
2020-07-28,3.2621404632312516,0,0
2020-07-29,11.050252491400002,0,0
2020-07-30,2.226545792496875,0,0
2020-07-31,-0.35645204532968755,0,0
2020-08-01,1.086973797164063,0,0
2020-08-02,0.18413383007812623,0,1
2020-08-03,-0.5999310861749989,0,1
2020-08-04,2.593753859928126,0,0
2020-08-05,4.3900125929375005,0,0
2020-08-06,-0.8938479638312498,0,1
2020-08-07,-0.5030939537437498,0,0
2020-08-08,0.7169993718406253,0,0
2020-08-09,7.709708075182813,0,0
2020-08-10,4.0085641944125,0,0
2020-08-11,1.004009996214062,0,0
2020-08-12,3.242164079703125,0,0
2020-08-13,8.113045127314063,0,0
2020-08-14,-1.4244027751796875,0,3
2020-08-15,0.2427014537500003,0,9
2020-08-16,1.3644885544843757,0,3
2020-08-17,12.337832637089063,0,1
2020-08-18,2.2465814221343745,0,0
2020-08-19,5.713373713789062,0,3
2020-08-20,2.537144026615625,0,0
2020-08-21,3.737281760215626,0,0
2020-08-22,1.7153248559265633,0,0
2020-08-23,-0.05096636801562404,0,2
2020-08-24,5.202631170182814,0,1
2020-08-25,1.8240258532250007,0,0
2020-08-26,3.9811664912203133,0,1
2020-08-27,13.914228801246875,0,0
2020-08-28,5.857388511435937,0,0
2020-08-29,1.0959319235281246,0,0
2020-08-30,0.6000722770234377,0,0
2020-08-31,1.905665664376564,0,0
2020-09-01,0.952548868120314,0,2
2020-09-02,6.085081776987502,0,5
2020-09-03,0.6900850835640631,0,0
2020-09-04,3.020024434585938,0,2
2020-09-05,0.9586903440859378,0,0
2020-09-06,0.2285598106656257,0,0
2020-09-07,3.437919452610938,0,3
2020-09-08,2.2232923758812504,0,2
2020-09-09,3.237394917610938,0,1
2020-09-10,6.13949266131875,0,0
2020-09-11,2.7871058462171874,0,0
2020-09-12,1.954125137865625,0,0
2020-09-13,2.073025967575,0,0
2020-09-14,6.131668659412501,0,0
2020-09-15,5.751431506651563,0,1
2020-09-16,1.574236278309375,0,1
2020-09-17,3.8813885165796878,0,1
2020-09-18,5.788077826246876,0,0
2020-09-19,-0.43778709606406196,0,0
2020-09-20,0.07997972455937563,0,0
2020-09-21,1.2801457920953134,0,0
2020-09-22,2.2919620900328135,0,2
2020-09-23,2.223158939889063,0,2
2020-09-24,-0.7638787255484372,0,2
