,highcharts/highcharts,d3/d3,plotly/plotly.js
2020-12-28,-0.025536000000000014,0,0
2020-12-29,-0.02042880000000001,0,0
2020-12-30,-0.01692672000000001,0,0
2020-12-31,-0.01438771199999994,0,0
2021-01-01,-0.012469350399999964,0,0
2021-01-02,0.0,0,0
2021-01-03,0.0,0,0
2021-01-04,1.0,0,20
2021-01-05,36.8,0,14
2021-01-06,-3.4799999999999986,0,6
2021-01-07,1.1919999999999975,0,12
2021-01-08,7.870399999999998,0,7
2021-01-09,-4.060736,0,0
2021-01-10,-2.2196608000000015,0,0
2021-01-11,5.429063679999999,0,4
2021-01-12,3.3803284479999998,0,3
2021-01-13,13.244438425600002,0,5
2021-01-14,-0.8442672127999984,0,16
2021-01-15,-2.911209881600001,0,17
2021-01-16,-1.6889635840000001,0,4
2021-01-17,-1.1629804544000002,0,0
2021-01-18,15.215964159999999,0,6
2021-01-19,-3.831279103999999,0,12
2021-01-20,0.19384555519999935,0,14
2021-01-21,4.459273625600001,0,9
2021-01-22,-0.1546604543999992,2,12
2021-01-23,-1.4344534016000003,0,2
2021-01-24,-0.8420608000000005,0,0
2021-01-25,13.38050048,2,3
2021-01-26,10.708523008000002,0,3
2021-01-27,7.6729921536,0,9
2021-01-28,-4.363193344000001,0,4
2021-01-29,5.752481587199998,0,0
2021-01-30,-3.1074955264,0,0
2021-01-31,-1.7116459008000011,0,0
2021-02-01,2.7865907199999995,0,0
2021-02-02,4.247652352000001,0,7
2021-02-03,9.6965924864,0,12
2021-02-04,11.4173461504,0,9
2021-02-05,11.332554035200001,0,0
2021-02-06,-5.394845696000001,0,1
2021-02-07,-2.7378860032000016,0,0
2021-02-08,8.231288319999999,0,7
2021-02-09,22.675103232,0,25
2021-02-10,1.9456676864000002,0,8
2021-02-11,2.8117697535999984,0,12
2021-02-12,21.4597245952,0,6
2021-02-13,-7.818203647999999,0,14
2021-02-14,-3.8341336064000022,0,8
2021-02-15,10.552959999999999,0,1
2021-02-16,56.55428096,0,1
2021-02-17,-4.718480895999997,0,10
2021-02-18,12.375744921599997,0,11
2021-02-19,15.967779430399998,0,9
2021-02-20,-8.0154033152,0,0
2021-02-21,-5.891473510400003,0,0
2021-02-22,7.212835839999998,0,11
2021-02-23,5.903885824,0,10
2021-02-24,5.576376012800003,0,0
2021-02-25,5.5702393856000025,0,1
2021-02-26,7.131538944000001,0,2
2021-02-27,-5.113898598399999,0,0
2021-02-28,-1.7037219840000009,0,0
2021-03-01,34.137654579199996,0,16
2021-03-02,13.466728448000001,0,10
2021-03-03,24.6592295936,0,4
2021-03-04,22.1516327936,0,9
2021-03-05,16.9703156736,0,4
2021-03-06,-12.012740198400003,0,0
2021-03-07,-6.476587724800004,0,0
2021-03-08,9.583328767999998,0,9
2021-03-09,16.8059467776,0,2
2021-03-10,4.541297561600002,2,4
2021-03-11,12.987862835200001,0,10
2021-03-12,10.008442060800002,0,0
2021-03-13,-7.783036211199999,0,0
2021-03-14,-3.071742361600002,0,0
2021-03-15,25.22519552,1,3
2021-03-16,26.348163072000002,0,18
2021-03-17,18.3182403584,0,5
2021-03-18,4.922311884799999,1,1
2021-03-19,9.127127244799999,0,0
2021-03-20,-7.658202624000001,0,0
2021-03-21,-5.064005427200002,0,0
2021-03-22,18.594940928,0,3
2021-03-23,22.9553550336,0,5
2021-03-24,18.0906923008,2,9
2021-03-25,4.4387165184,0,11
2021-03-26,20.663875686399997,0,6
2021-03-27,-10.3892071424,0,0
2021-03-28,-4.435149619200002,0,0
2021-03-29,11.191270809599997,2,6
2021-03-30,4.166222336000001,0,7
2021-03-31,4.525118771200001,0,2
2021-04-01,-1.1768724479999984,0,0
2021-04-02,5.3346316288,0,2
2021-04-03,-3.9437527039999987,0,0
2021-04-04,-2.1883298816000005,0,0
2021-04-05,-1.2943365120000008,0,9
2021-04-06,16.9936157696,0,2
2021-04-07,20.588276224,0,3
2021-04-08,17.039863296,0,13
2021-04-09,26.001415168,0,8
2021-04-10,-10.7041668096,0,4
2021-04-11,-5.2838721536000035,0,0
2021-04-12,19.555481599999997,0,0
2021-04-13,9.82933504,0,4
2021-04-14,16.719337984,0,3
2021-04-15,10.0510384128,0,4
2021-04-16,2.4586526719999995,2,7
2021-04-17,-6.818974617599999,0,0
2021-04-18,-3.926332313600001,0,0
2021-04-19,10.484131839999998,0,9
2021-04-20,31.436253184,0,1
2021-04-21,-0.8466706431999977,0,15
2021-04-22,1.5923914751999986,0,7
2021-04-23,13.7563751424,0,1
2021-04-24,-2.8087504895999995,0,0
2021-04-25,-2.328433254400002,0,0
2021-04-26,38.91389184,0,5
2021-04-27,8.425050624,0,1
2021-04-28,11.1285859328,0,0
2021-04-29,9.192709017599999,0,2
2021-04-30,2.7950792703999987,0,0
2021-05-01,-6.7925978112,0,6
2021-05-02,-2.0875155456000023,0,0
2021-05-03,14.7787577344,0,14
2021-05-04,13.051345715200002,0,14
2021-05-05,8.879771955200003,0,19
2021-05-06,20.2947303424,0,13
2021-05-07,10.057568256000001,0,0
2021-05-08,-8.2496187392,0,9
2021-05-09,-4.377518694400003,0,1
2021-05-10,26.050620415999997,0,10
2021-05-11,1.939742003200001,0,14
2021-05-12,17.8745960448,0,5
2021-05-13,-6.304289689599999,1,3
2021-05-14,-1.6839855104000012,0,15
2021-05-15,-3.5985829887999987,0,2
2021-05-16,-2.2271128576,0,0
2021-05-17,-1.5192268800000008,0,3
2021-05-18,20.771325952,0,13
2021-05-19,16.5708048384,0,7
2021-05-20,11.274861568000002,0,9
2021-05-21,29.2051800064,0,6
2021-05-22,-10.5033018368,0,7
2021-05-23,-5.082400051200004,0,0
2021-05-24,3.655974399999998,0,1
2021-05-25,12.10893056,0,8
2021-05-26,13.264068096,0,17
2021-05-27,18.953026867200002,0,2
2021-05-28,10.1341335552,0,5
2021-05-29,-8.2507579392,0,0
2021-05-30,-4.406874214400001,0,0
2021-05-31,15.283868159999999,0,21
2021-06-01,12.337975296,0,9
2021-06-02,0.3045706751999999,0,26
2021-06-03,13.9948819456,0,14
2021-06-04,5.238594150400002,0,9
2021-06-05,-5.918017638399999,0,0
2021-06-06,-3.1714840576000016,0,0
2021-06-07,2.934448639999999,0,9
2021-06-08,4.404954624000001,0,6
2021-06-09,4.903506636800001,0,0
2021-06-10,12.7080844288,0,0
2021-06-11,3.0922273792000015,5,9
2021-06-12,-4.0364502016,0,0
2021-06-13,0.8926717951999992,0,0
2021-06-14,10.046476799999999,0,8
2021-06-15,-0.6712319999999998,0,11
2021-06-16,15.466376703999998,0,8
2021-06-17,31.8465549312,0,20
2021-06-18,8.070820044800001,0,20
2021-06-19,-7.207129702400001,0,0
2021-06-20,-4.493088563200003,0,0
2021-06-21,4.045581823999998,0,4
2021-06-22,21.3738088448,0,8
2021-06-23,12.693410099200001,0,9
2021-06-24,-3.6519299072000004,0,41
2021-06-25,8.0828965888,0,16
2021-06-26,-5.636023500799999,0,13
2021-06-27,-2.924237619200001,0,2
2021-06-28,3.089203609599999,0,32
2021-06-29,0.5285980160000001,0,22
2021-06-30,5.800804147200001,0,15
2021-07-01,-0.012769279999997885,0,0
2021-07-02,14.921014784,0,0
2021-07-03,-1.4893976575999996,0,0
2021-07-04,-2.7136535552000005,1,0
2021-07-05,18.492991999999997,0,7
2021-07-06,16.92204288,0,21
2021-07-07,5.1628779520000005,0,35
2021-07-08,2.2528124927999986,0,17
2021-07-09,13.220041420799998,0,17
2021-07-10,-5.3986993152,0,0
2021-07-11,-3.6527100928000014,0,0
2021-07-12,7.655391948799998,0,19
2021-07-13,3.237624320000001,0,10
2021-07-14,5.374284288000001,0,13
2021-07-15,21.1843535872,0,0
2021-07-16,1.0181563392000008,0,2
2021-07-17,-3.8982203392000008,0,25
2021-07-18,-1.9642760192000015,0,1
2021-07-19,3.941437849599999,0,17
2021-07-20,1.3185766399999999,0,12
2021-07-21,2.5456440320000002,0,11
2021-07-22,1.5294907392,0,12
2021-07-23,6.753104486400002,0,12
2021-07-24,-3.1118069759999987,0,2
2021-07-25,0.5642139647999993,0,0
2021-07-26,3.6957874175999996,0,6
2021-07-27,5.1668094976,0,4
2021-07-28,3.5754602496,0,24
2021-07-29,2.5594179584,0,11
2021-07-30,0.6926899199999998,0,16
2021-07-31,5.1288955904,0,0
2021-08-01,2.4914264064,0,0
2021-08-02,5.718373376,0,1
2021-08-03,2.0975828992,0,13
2021-08-04,2.441426944,0,17
2021-08-05,1.5497162751999998,0,10
2021-08-06,1.8229835775999996,0,3
2021-08-07,-2.058428928,0,0
2021-08-08,-1.1938660352000001,0,0
2021-08-09,0.14913822720000014,0,0
2021-08-10,5.1992299520000005,0,39
2021-08-11,2.2798138368000007,0,8
2021-08-12,6.388292608,0,12
2021-08-13,109.57079552,0,9
2021-08-14,-23.566564249599995,0,1
2021-08-15,-9.701922201600008,0,0
2021-08-16,10.113556479999996,2,15
2021-08-17,11.634848768,0,6
2021-08-18,5.730035097599998,0,8
