,jetty/jetty.project,apache/httpcomponents-client,square/okhttp
2023-11-07,3,0,0.0
2023-11-08,3,0,0.0
2023-11-09,4,0,1.0
2023-11-10,0,0,-0.10000000000000009
2023-11-11,2,0,-0.04500000000000003
2023-11-12,0,0,-0.028500000000000022
2023-11-13,4,0,-0.020662499999999924
2023-11-14,2,0,-0.016116749999999947
2023-11-15,7,0,-0.01316201249999996
2023-11-16,1,0,-0.011093696249999967
2023-11-17,4,0,-0.009568313015624975
2023-11-18,2,0,-0.008398852535937478
2023-11-19,4,1,0.0
2023-11-20,4,0,2.0
2023-11-21,2,0,-0.20000000000000018
2023-11-22,1,0,-0.09000000000000007
2023-11-23,7,1,-0.057000000000000044
2023-11-24,0,0,-0.04132499999999985
2023-11-25,0,0,-0.032233499999999894
2023-11-26,0,0,-0.02632402499999992
2023-11-27,6,0,0.9778126075000001
2023-11-28,5,3,-0.11913662603125004
2023-11-29,15,1,-0.061797705071874987
2023-11-30,8,1,-0.028500000000000022
2023-12-01,19,0,-0.020662499999999924
2023-12-02,0,1,0.9838832500000001
2023-12-03,0,1,1.8868379874999999
2023-12-04,5,0,1.7439063037499998
2023-12-05,3,0,-0.3280683130156252
2023-12-06,13,4,-0.17606135253593752
2023-12-07,2,0,0.8855582500000001
2023-12-08,1,0,-0.1867205124999998
2023-12-09,4,0,-0.11465122124999982
2023-12-10,0,1,-0.08657973051562486
2023-12-11,3,1,0.9296146289328127
2023-12-12,8,0,-0.15205108110312493
2023-12-13,14,77,-0.07495971757187495
2023-12-14,9,0,-0.03959369624999999
2023-12-15,15,2,-0.0302308130156249
2023-12-16,0,0,-0.024515602535937424
2023-12-17,3,0,4.9868379875
2023-12-18,2,0,1.4889063037499994
2023-12-19,4,0,0.5654316869843747
2023-12-20,4,0,0.6591011474640622
2023-12-21,0,0,1.6946875000000001
2023-12-22,0,0,-0.3954087499999998
2023-12-23,0,5,1.7627939375000004
2023-12-24,0,4,4.62442824375
2023-12-25,0,0,-0.7306327200781251
2023-12-26,0,3,-0.3996200974609374
2023-12-27,0,0,-0.24760873933749977
2023-12-28,0,0,-0.1757005580515619
2023-12-29,1,1,-0.1344432535671871
2023-12-30,0,0,-0.1047951600718747
2023-12-31,0,0,-0.07460510728124978
2024-01-01,51,0,-0.06463927014999983
2024-01-02,11,0,-0.041994262679687394
2024-01-03,26,1,1.0
2024-01-04,0,0,1.9
2024-01-05,0,1,-0.24500000000000022
2024-01-06,0,1,0.8815
2024-01-07,1,1,1.8223375
2024-01-08,5,1,0.6975582499999999
2024-01-09,3,0,0.7361044875
2024-01-10,0,0,-0.26008022124999997
2024-01-11,5,0,-0.16269745551562476
2024-01-12,3,4,-0.12209349106718723
2024-01-13,0,0,-0.09099467632187472
2024-01-14,0,2,0.9389655319843752
2024-01-15,7,0,-0.15179118731718744
2024-01-16,8,2,-0.08245971433749993
2024-01-17,2,1,-0.04646716555156248
2024-01-18,2,2,-0.029061352535937404
2024-01-19,0,0,0.9838832500000001
2024-01-20,0,0,2.8868379875
2024-01-21,0,0,-0.35609369625000026
2024-01-22,0,1,1.8269316869843748
2024-01-23,1,0,0.6854386474640624
2024-01-24,9,0,-0.2681042499999999
2024-01-25,14,1,0.8364877375000002
2024-01-26,12,7,-0.2204047337499998
2024-01-27,1,0,-0.14074540176562472
2024-01-28,0,0,-0.1080445665828123
2024-01-29,16,4,0.9187915373921878
2024-01-30,7,0,1.8536529277187501
2024-01-31,3,2,-0.2845280305875001
2024-02-01,1,3,-0.13799254878593753
2024-02-02,3,0,-0.08723081301562494
2024-02-03,0,0,0.9341593974640627
2024-02-04,0,0,-0.14539551249999993
2024-02-05,1,1,-0.08241772124999992
2024-02-06,6,0,-0.06025570551562494
2024-02-07,1,0,-0.048197978567187355
2024-02-08,3,0,-0.032914455071874904
2024-02-09,1,0,-0.01316201249999996
2024-02-10,1,2,0.98890630375
2024-02-11,0,0,1.890431686984375
2024-02-12,0,0,-0.2533988525359377
2024-02-13,0,0,-0.11850000000000009
2024-02-14,4,1,-0.07766249999999997
2024-02-15,4,0,-0.05744174999999979
2024-02-16,1,0,-0.04539551249999985
2024-02-17,0,0,-0.03741772124999989
2024-02-18,0,0,-0.03175570551562491
2024-02-19,5,0,-0.02753547856718743
2024-02-20,4,0,-0.016797705071874957
2024-02-21,8,0,0.0
2024-02-22,4,0,0.0
2024-02-23,5,2,0.0
2024-02-24,0,0,0.0
2024-02-25,0,0,0.0
2024-02-26,9,0,0.0
2024-02-27,9,0,0.0
2024-02-28,7,0,0.0
2024-02-29,6,2,0.0
2024-03-01,9,0,0.0
2024-03-02,2,0,0.0
2024-03-03,0,0,0.0
2024-03-04,0,0,0.0
2024-03-05,1,0,0.0
2024-03-06,2,1,1.0
2024-03-07,0,0,-0.10000000000000009
2024-03-08,0,0,-0.04500000000000003
2024-03-09,0,0,-0.028500000000000022
2024-03-10,0,0,-0.020662499999999924
2024-03-11,0,1,-0.016116749999999947
2024-03-12,1,0,-0.01316201249999996
2024-03-13,8,0,-0.011093696249999967
2024-03-14,0,0,-0.009568313015624975
2024-03-15,1,0,-0.008398852535937478
2024-03-16,0,0,0.0
2024-03-17,0,0,1.0
2024-03-18,0,1,-0.10000000000000009
2024-03-19,5,0,-0.04500000000000003
2024-03-20,3,0,-0.028500000000000022
2024-03-21,2,0,-0.020662499999999924
2024-03-22,3,0,0.9838832500000001
2024-03-23,0,0,0.8868379875
2024-03-24,5,0,0.8439063037499999
2024-03-25,11,0,-0.18306831301562512
2024-03-26,4,0,-0.10256135253593746
2024-03-27,11,0,-0.0652792499999999
2024-03-28,4,0,-0.04994126249999983
2024-03-29,7,0,-0.040372458749999875
2024-03-30,3,0,-0.0338240217656249
2024-03-31,0,0,1.9709391381984376
2024-04-01,10,0,5.7820328344484375
2024-04-02,10,1,2.301601147464062
2024-04-03,4,1,1.3729999999999996
2024-04-04,7,0,0.4526749999999997
2024-04-05,1,0,1.5682915000000004
2024-04-06,0,0,8.512987975
2024-04-07,0,0,-1.2093347175000002
2024-04-08,0,0,-0.6400808410312497
2024-04-09,1,1,0.5522455530843754
2024-04-10,1,0,0.567356540737501
2024-04-11,2,0,1.628198345110938
2024-04-12,1,0,0.5594884769125003
2024-04-13,1,0,-0.36654124481718725
2024-04-14,0,0,1.7583082277875004
2024-04-15,2,0,3.6253065646765625
2024-04-16,2,0,-0.5671517087500002
2024-04-17,9,0,3.6998972157343752
2024-04-18,7,0,2.391358429448437
2024-04-19,5,0,-0.6335126748171874
2024-04-20,0,0,0.6338429569125001
2024-04-21,0,0,-0.3513842950359371
2024-04-22,7,0,-0.23496591103124945
2024-04-23,7,0,-0.18456925713437458
2024-04-24,10,0,0.8618812673562504
2024-04-25,2,1,-0.18767109081249983
2024-04-26,5,0,-0.12046236169062483
2024-04-27,0,0,-0.06479025385781242
2024-04-28,0,1,-0.0302308130156249
2024-04-29,0,0,0.9754843974640626
2024-04-30,3,0,-0.11316201250000005
2024-05-01,7,0,-0.05609369625
2024-05-02,11,0,-0.038068313015624994
2024-05-03,13,0,-0.029061352535937404
2024-05-04,6,0,-0.016116749999999947
2024-05-05,0,0,-0.01316201249999996
2024-05-06,2,0,-0.011093696249999967
2024-05-07,3,0,-0.009568313015624975
2024-05-08,0,0,-0.008398852535937478
2024-05-09,0,0,0.0
2024-05-10,3,0,0.0
2024-05-11,0,0,0.0
2024-05-12,2,0,0.0
2024-05-13,6,0,1.0
2024-05-14,3,0,0.8999999999999999
2024-05-15,0,0,-0.14500000000000013
2024-05-16,4,1,-0.07350000000000005
2024-05-17,1,0,-0.04916249999999994
2024-05-18,0,0,-0.036779249999999875
2024-05-19,1,0,-0.02927876249999991
2024-05-20,7,0,-0.024255708749999928
2024-05-21,2,0,-0.02066200926562494
2024-05-22,7,2,-0.017967165551562456
2024-05-23,10,0,-0.008398852535937478
2024-05-24,0,0,0.0
