,django/django,sinatra/sinatra,rails/rails
2019-11-30,0.0,0,4
2019-12-01,0.0,0,1
2019-12-02,13.0,0,7
2019-12-03,7.0,0,17
2019-12-04,9.0,0,18
2019-12-05,6.0,1,7
2019-12-06,7.0,0,19
2019-12-07,0.0,1,2
2019-12-08,0.0,0,3
2019-12-09,6.0,0,20
2019-12-10,6.0,0,11
2019-12-11,5.0,0,7
2019-12-12,9.0,0,8
2019-12-13,1.0,2,16
2019-12-14,2.0,0,8
2019-12-15,0.0,0,9
2019-12-16,3.0,0,11
2019-12-17,1.0,0,36
2019-12-18,7.0,0,44
2019-12-19,5.0,0,19
2019-12-20,3.0,0,23
2019-12-21,1.0,0,9
2019-12-22,0.0,0,9
2019-12-23,6.0,0,10
2019-12-24,0.0,0,5
2019-12-25,0.0,0,10
2019-12-26,0.0,0,4
2019-12-27,5.0,0,22
2019-12-28,0.0,0,7
2019-12-29,0.0,0,5
2019-12-30,6.0,2,1
2019-12-31,6.0,0,9
2020-01-01,0.0,7,1
2020-01-02,4.0,0,14
2020-01-03,5.0,0,10
2020-01-04,1.0,0,11
2020-01-05,0.0,0,6
2020-01-06,3.0,0,11
2020-01-07,4.0,0,19
2020-01-08,5.0,0,14
2020-01-09,10.0,0,12
2020-01-10,4.0,0,14
2020-01-11,2.0,0,6
2020-01-12,0.0,0,3
2020-01-13,2.0,0,8
2020-01-14,2.0,0,10
2020-01-15,7.0,0,13
2020-01-16,6.0,0,6
2020-01-17,6.0,0,8
2020-01-18,1.0,0,0
2020-01-19,0.0,0,10
2020-01-20,6.0,0,8
2020-01-21,5.0,0,12
2020-01-22,5.0,0,3
2020-01-23,3.0,0,16
2020-01-24,4.0,0,9
2020-01-25,0.0,0,2
2020-01-26,0.0,0,6
2020-01-27,6.0,0,17
2020-01-28,3.0,0,5
2020-01-29,13.0,0,11
2020-01-30,2.0,0,7
2020-01-31,7.0,0,0
2020-02-01,0.0,0,3
2020-02-02,0.0,0,4
2020-02-03,7.0,0,2
2020-02-04,7.0,0,5
2020-02-05,5.0,0,12
2020-02-06,5.0,0,8
2020-02-07,5.0,0,13
2020-02-08,1.0,0,4
2020-02-09,0.0,0,14
2020-02-10,5.0,0,23
2020-02-11,4.0,0,8
2020-02-12,3.0,0,11
2020-02-13,5.0,0,14
2020-02-14,4.0,1,6
2020-02-15,0.0,0,1
2020-02-16,0.0,0,12
2020-02-17,1.0,0,2
2020-02-18,6.0,1,3
2020-02-19,7.0,0,2
2020-02-20,3.0,0,13
2020-02-21,0.0,0,6
2020-02-22,0.0,0,4
2020-02-23,0.0,0,0
2020-02-24,5.0,0,22
2020-02-25,1.0,0,26
2020-02-26,8.0,0,12
2020-02-27,5.0,0,31
2020-02-28,7.0,0,12
2020-02-29,1.0,0,3
2020-03-01,0.0,0,0
2020-03-02,2.0,0,3
2020-03-03,5.0,0,8
2020-03-04,7.0,0,21
2020-03-05,6.0,0,14
2020-03-06,6.0,0,7
2020-03-07,2.0,0,4
2020-03-08,0.0,0,0
2020-03-09,7.0,0,6
2020-03-10,10.0,4,9
2020-03-11,3.0,1,5
2020-03-12,4.0,0,14
2020-03-13,4.0,11,8
2020-03-14,2.0,0,4
2020-03-15,0.0,1,0
2020-03-16,5.0,1,11
2020-03-17,9.0,0,5
2020-03-18,7.0,5,8
2020-03-19,6.0,4,10
2020-03-20,2.0,2,7
2020-03-21,2.0,0,9
2020-03-22,0.0,0,3
2020-03-23,5.0,0,6
2020-03-24,8.0,0,8
2020-03-25,11.0,1,3
2020-03-26,4.0,0,4
2020-03-27,2.0,0,5
2020-03-28,0.0,0,5
2020-03-29,0.0,0,9
2020-03-30,1.0,0,6
2020-03-31,7.0,0,12
2020-04-01,7.0,0,3
2020-04-02,5.0,0,3
2020-04-03,0.0,0,3
2020-04-04,2.0,0,5
2020-04-05,0.0,0,6
2020-04-06,4.0,0,5
2020-04-07,15.0,0,8
2020-04-08,5.0,0,13
2020-04-09,9.0,0,3
2020-04-10,6.0,0,9
2020-04-11,0.0,0,8
2020-04-12,0.0,0,4
2020-04-13,0.0,0,14
2020-04-14,10.0,0,14
2020-04-15,9.0,0,6
2020-04-16,5.0,0,6
2020-04-17,6.0,0,4
2020-04-18,1.0,0,5
2020-04-19,0.0,0,4
2020-04-20,12.0,0,8
2020-04-21,7.0,0,5
2020-04-22,11.0,0,6
2020-04-23,4.0,0,8
2020-04-24,5.0,0,10
2020-04-25,2.0,0,10
2020-04-26,0.0,0,4
2020-04-27,5.0,0,9
2020-04-28,9.0,0,8
2020-04-29,7.0,0,8
2020-04-30,5.0,0,5
2020-05-01,7.0,0,22
2020-05-02,2.0,0,11
2020-05-03,0.0,0,8
2020-05-04,9.0,0,16
2020-05-05,7.0,0,35
2020-05-06,6.0,0,24
2020-05-07,3.0,0,19
2020-05-08,11.0,0,13
2020-05-09,0.0,0,15
2020-05-10,0.0,0,11
2020-05-11,9.0,0,11
2020-05-12,7.0,0,23
2020-05-13,17.0,0,17
2020-05-14,12.0,0,17
2020-05-15,6.0,0,13
2020-05-16,0.0,0,12
2020-05-17,0.0,0,21
2020-05-18,7.0,0,20
2020-05-19,6.0,0,21
2020-05-20,5.0,0,21
2020-05-21,7.0,0,9
2020-05-22,0.0,0,4
2020-05-23,2.0,0,15
2020-05-24,0.0,0,16
2020-05-25,6.0,0,9
2020-05-26,4.0,0,16
2020-05-27,11.0,0,12
2020-05-28,6.0,0,16
2020-05-29,6.0,0,12
2020-05-30,0.0,0,1
2020-05-31,0.0,0,12
2020-06-01,9.0,0,21
2020-06-02,4.0,0,13
2020-06-03,14.0,0,14
2020-06-04,11.0,0,19
2020-06-05,4.0,0,11
2020-06-06,0.0,0,2
2020-06-07,0.0,0,7
2020-06-08,5.0,0,4
2020-06-09,0.0,0,5
2020-06-10,7.0,0,12
2020-06-11,2.0,0,7
2020-06-12,6.0,0,3
2020-06-13,0.0,0,12
2020-06-14,0.0,0,13
2020-06-15,4.0,0,11
2020-06-16,5.0,0,5
2020-06-17,10.0,0,9
2020-06-18,3.0,0,5
2020-06-19,0.0,0,16
2020-06-20,0.0,0,20
2020-06-21,0.0,0,4
2020-06-22,7.0,0,9
2020-06-23,7.0,0,6
2020-06-24,10.0,0,6
2020-06-25,5.0,0,7
2020-06-26,5.0,0,0
2020-06-27,0.0,0,4
2020-06-28,0.0,0,2
2020-06-29,2.0,0,10
2020-06-30,6.0,0,8
2020-07-01,7.0,0,4
2020-07-02,2.0,0,8
2020-07-03,4.0,0,2
2020-07-04,2.0,0,2
2020-07-05,0.0,1,3
2020-07-06,4.0,0,13
2020-07-07,2.0,0,12
2020-07-08,7.0,0,8
2020-07-09,3.0,0,7
2020-07-10,6.0,0,3
2020-07-11,0.0,0,1
2020-07-12,0.0,6,1
2020-07-13,4.0,0,7
2020-07-14,5.0,0,6
2020-07-15,3.0,0,4
2020-07-16,6.0,0,4
2020-07-17,3.0,0,4
2020-07-18,0.0,2,5
2020-07-19,0.0,0,4
2020-07-20,7.0,1,6
2020-07-21,3.0,0,2
2020-07-22,8.0,0,7
2020-07-23,2.0,0,7
2020-07-24,2.0,0,4
2020-07-25,0.0,0,10
2020-07-26,0.0,1,6
2020-07-27,4.0,0,9
2020-07-28,6.0,3,7
2020-07-29,7.0,0,6
2020-07-30,4.0,0,10
2020-07-31,4.0,0,12
2020-08-01,2.0,1,4
2020-08-02,0.0,0,2
2020-08-03,2.0,0,7
2020-08-04,3.0,0,6
2020-08-05,7.0,0,3
2020-08-06,3.0,0,6
2020-08-07,4.0,0,6
2020-08-08,3.0,5,3
2020-08-09,0.0,1,0
2020-08-10,2.0,0,8
2020-08-11,6.0,1,4
2020-08-12,2.0,2,8
2020-08-13,5.0,0,2
2020-08-14,5.0,1,16
2020-08-15,0.0,1,5
2020-08-16,0.0,0,0
2020-08-17,2.0,0,11
2020-08-18,5.0,0,4
2020-08-19,2.0,0,8
2020-08-20,4.0,0,5
2020-08-21,2.0,0,3
2020-08-22,0.0,0,4
2020-08-23,0.0,0,12
2020-08-24,7.0,0,8
2020-08-25,2.0,0,11
2020-08-26,4.0,0,31
2020-08-27,2.0,0,2
2020-08-28,9.0,0,0
2020-08-29,0.0,1,2
2020-08-30,0.0,1,4
2020-08-31,6.0,2,6
2020-09-01,7.0,0,9
2020-09-02,7.0,0,11
2020-09-03,4.0,5,10
2020-09-04,3.0,7,7
2020-09-05,1.0,0,7
2020-09-06,0.0,0,6
2020-09-07,4.0,0,5
