,getsentry/sentry,grafana/grafana,elastic/kibana
2018-03-15,24,22,9
2018-03-16,25,18,17
2018-03-17,0,1,1
2018-03-18,0,1,0
2018-03-19,15,29,10
2018-03-20,19,38,13
2018-03-21,16,11,9
2018-03-22,17,32,15
2018-03-23,12,38,7
2018-03-24,1,6,3
2018-03-25,0,2,2
2018-03-26,15,14,6
2018-03-27,21,21,2
2018-03-28,17,24,18
2018-03-29,27,6,8
2018-03-30,5,6,9
2018-03-31,0,0,0
2018-04-01,0,0,0
2018-04-02,23,5,6
2018-04-03,15,20,10
2018-04-04,9,19,11
2018-04-05,30,21,5
2018-04-06,10,11,5
2018-04-07,0,1,0
2018-04-08,0,6,0
2018-04-09,16,22,6
2018-04-10,21,24,11
2018-04-11,5,14,16
2018-04-12,21,19,11
2018-04-13,16,29,4
2018-04-14,0,5,0
2018-04-15,0,5,0
2018-04-16,15,56,8
2018-04-17,16,56,12
2018-04-18,14,22,16
2018-04-19,16,21,5
2018-04-20,7,19,11
2018-04-21,1,1,0
2018-04-22,0,5,0
2018-04-23,17,19,3
2018-04-24,19,16,3
2018-04-25,13,10,14
2018-04-26,29,11,5
2018-04-27,13,24,9
2018-04-28,1,2,0
2018-04-29,0,0,0
2018-04-30,14,12,14
2018-05-01,16,3,7
2018-05-02,25,19,20
2018-05-03,9,10,13
2018-05-04,19,4,18
2018-05-05,1,2,1
2018-05-06,0,1,0
2018-05-07,21,23,13
2018-05-08,18,38,20
2018-05-09,14,3,13
2018-05-10,16,2,21
2018-05-11,14,4,7
2018-05-12,0,1,0
2018-05-13,0,0,0
2018-05-14,12,8,8
2018-05-15,14,5,17
2018-05-16,14,10,15
2018-05-17,20,4,11
2018-05-18,3,11,24
2018-05-19,0,3,2
2018-05-20,0,2,1
2018-05-21,9,21,9
2018-05-22,13,2,26
2018-05-23,17,15,9
2018-05-24,13,11,21
2018-05-25,15,10,8
2018-05-26,0,3,0
2018-05-27,0,4,0
2018-05-28,0,23,2
2018-05-29,8,24,20
2018-05-30,20,18,24
2018-05-31,18,15,10
2018-06-01,12,8,7
2018-06-02,1,1,0
2018-06-03,2,0,1
2018-06-04,9,48,7
2018-06-05,8,19,12
2018-06-06,9,10,9
2018-06-07,13,15,6
2018-06-08,3,5,17
2018-06-09,0,2,0
2018-06-10,0,0,0
2018-06-11,14,1,4
2018-06-12,8,8,13
2018-06-13,8,11,14
2018-06-14,11,40,25
2018-06-15,8,38,11
2018-06-16,0,4,1
2018-06-17,0,0,0
2018-06-18,7,20,16
2018-06-19,8,18,16
2018-06-20,18,17,13
2018-06-21,10,12,8
2018-06-22,24,2,11
2018-06-23,2,1,0
2018-06-24,0,0,0
2018-06-25,9,22,15
2018-06-26,13,24,12
2018-06-27,11,6,11
2018-06-28,7,14,14
2018-06-29,9,23,11
2018-06-30,0,4,1
2018-07-01,0,6,2
2018-07-02,16,12,10
2018-07-03,15,8,16
2018-07-04,2,30,9
2018-07-05,20,8,8
2018-07-06,16,17,17
2018-07-07,2,9,0
2018-07-08,0,8,0
2018-07-09,21,23,19
2018-07-10,9,12,14
2018-07-11,8,23,19
2018-07-12,18,9,21
2018-07-13,11,10,16
2018-07-14,1,5,2
2018-07-15,0,13,1
2018-07-16,16,12,18
2018-07-17,15,11,30
2018-07-18,11,12,22
2018-07-19,21,0,26
2018-07-20,10,5,16
2018-07-21,0,2,18
2018-07-22,0,5,2
2018-07-23,15,24,19
2018-07-24,17,31,36
2018-07-25,24,16,29
2018-07-26,16,12,22
2018-07-27,13,36,32
2018-07-28,1,3,3
2018-07-29,0,4,1
2018-07-30,9,18,29
2018-07-31,12,10,18
2018-08-01,19,15,28
2018-08-02,12,39,16
2018-08-03,13,12,11
2018-08-04,0,0,1
2018-08-05,0,13,0
2018-08-06,4,21,13
2018-08-07,0,19,18
2018-08-08,3,20,24
2018-08-09,0,17,23
2018-08-10,4,13,18
2018-08-11,0,0,1
2018-08-12,0,4,2
2018-08-13,11,36,15
2018-08-14,12,49,13
2018-08-15,21,8,26
2018-08-16,18,8,35
2018-08-17,7,18,19
2018-08-18,0,8,3
2018-08-19,0,0,0
2018-08-20,14,11,17
2018-08-21,22,15,9
2018-08-22,11,4,16
2018-08-23,16,10,21
2018-08-24,16,8,14
2018-08-25,1,7,1
2018-08-26,0,5,1
2018-08-27,19,8,14
2018-08-28,13,9,23
2018-08-29,13,18,22
2018-08-30,30,33,20
2018-08-31,15,22,17
2018-09-01,0,1,2
2018-09-02,0,5,0
2018-09-03,0,20,5
2018-09-04,20,27,21
2018-09-05,52,29,22
2018-09-06,18,23,13
2018-09-07,23,15,18
2018-09-08,0,1,5
2018-09-09,0,0,0
2018-09-10,18,34,12
2018-09-11,27,25,14
2018-09-12,14,11,16
2018-09-13,26,26,33
2018-09-14,14,89,14
2018-09-15,1,5,0
2018-09-16,0,2,1
2018-09-17,11,31,12
2018-09-18,7,14,13
2018-09-19,17,14,9
2018-09-20,17,16,14
2018-09-21,10,22,10
2018-09-22,0,3,0
2018-09-23,0,4,0
2018-09-24,13,17,12
2018-09-25,9,27,10
2018-09-26,11,34,9
2018-09-27,19,60,18
2018-09-28,14,47,9
2018-09-29,0,1,0
2018-09-30,0,3,0
2018-10-01,16,25,3
2018-10-02,19,36,20
2018-10-03,23,43,21
2018-10-04,17,24,10
2018-10-05,5,16,11
2018-10-06,0,7,0
2018-10-07,0,1,0
2018-10-08,9,29,7
2018-10-09,16,20,1
2018-10-10,11,71,7
2018-10-11,23,51,3
2018-10-12,17,20,0
2018-10-13,1,11,0
2018-10-14,0,14,0
2018-10-15,10,24,8
2018-10-16,16,30,11
2018-10-17,14,38,16
2018-10-18,24,28,22
2018-10-19,16,26,20
2018-10-20,0,1,5
2018-10-21,0,1,1
2018-10-22,7,62,31
2018-10-23,14,31,35
2018-10-24,21,33,44
2018-10-25,15,27,21
2018-10-26,8,15,22
2018-10-27,0,9,0
2018-10-28,0,17,0
2018-10-29,27,27,28
2018-10-30,23,26,28
2018-10-31,22,41,25
2018-11-01,18,23,21
2018-11-02,13,9,17
2018-11-03,1,3,6
2018-11-04,0,3,0
2018-11-05,21,51,14
2018-11-06,18,54,34
2018-11-07,20,25,37
2018-11-08,25,17,30
2018-11-09,22,84,13
2018-11-10,1,4,2
2018-11-11,0,4,0
2018-11-12,19,22,7
2018-11-13,26,40,19
2018-11-14,22,37,16
2018-11-15,26,48,18
2018-11-16,18,33,25
2018-11-17,1,3,7
2018-11-18,0,2,1
2018-11-19,21,97,15
2018-11-20,19,42,16
2018-11-21,20,28,23
2018-11-22,8,20,16
2018-11-23,14,38,14
2018-11-24,0,1,0
2018-11-25,0,0,1
2018-11-26,22,15,21
2018-11-27,27,15,27
2018-11-28,21,15,24
2018-11-29,23,32,17
2018-11-30,27,53,11
2018-12-01,1,0,0
2018-12-02,0,0,0
2018-12-03,22,32,42
2018-12-04,13,51,74
2018-12-05,18,37,29
2018-12-06,17,33,24
2018-12-07,21,39,16
2018-12-08,2,7,4
2018-12-09,0,14,1
2018-12-10,13,34,20
2018-12-11,20,34,25
2018-12-12,11,32,28
2018-12-13,14,23,18
2018-12-14,6,36,34
2018-12-15,1,7,3
2018-12-16,0,7,0
2018-12-17,14,34,21
2018-12-18,10,53,44
2018-12-19,21,42,36
2018-12-20,7,10,32
2018-12-21,0,17,23
2018-12-22,0,7,3
2018-12-23,0,12,1
2018-12-24,0,4,1
2018-12-25,0,7,2
2018-12-26,0,2,8
2018-12-27,0,5,9
2018-12-28,0,2,6
2018-12-29,0,0,0
2018-12-30,0,1,0
2018-12-31,0,19,1
2019-01-01,0,4,0
2019-01-02,31,52,15
2019-01-03,20,18,31
2019-01-04,34,14,27
2019-01-05,1,5,2
2019-01-06,0,3,0
2019-01-07,15,59,12
2019-01-08,21,32,14
2019-01-09,18,55,48
2019-01-10,22,24,34
2019-01-11,21,29,25
2019-01-12,1,5,4
2019-01-13,0,8,1
2019-01-14,17,32,30
2019-01-15,26,38,20
2019-01-16,28,67,31
2019-01-17,20,46,26
2019-01-18,19,37,19
2019-01-19,1,5,0
2019-01-20,0,0,0
2019-01-21,7,33,19
2019-01-22,29,74,24
2019-01-23,16,48,42
2019-01-24,30,28,28
2019-01-25,20,25,30
2019-01-26,0,11,1
2019-01-27,0,3,0
2019-01-28,20,109,30
2019-01-29,24,65,32
2019-01-30,38,40,48
2019-01-31,16,36,51
2019-02-01,23,45,34
2019-02-02,1,8,10
2019-02-03,0,10,3
2019-02-04,24,56,37
2019-02-05,25,66,63
2019-02-06,24,42,38
2019-02-07,40,35,19
2019-02-08,29,19,30
2019-02-09,1,6,4
2019-02-10,0,7,3
2019-02-11,9,101,37
2019-02-12,13,56,22
2019-02-13,11,41,39
2019-02-14,17,29,46
2019-02-15,22,18,26
2019-02-16,6,16,8
2019-02-17,0,4,6
2019-02-18,3,38,21
2019-02-19,11,36,18
2019-02-20,17,17,35
2019-02-21,23,50,25
2019-02-22,13,12,26
2019-02-23,0,9,4
2019-02-24,0,5,0
2019-02-25,14,18,27
2019-02-26,11,7,31
2019-02-27,17,9,19
2019-02-28,12,3,32
2019-03-01,24,5,23
2019-03-02,4,10,6
2019-03-03,0,1,1
2019-03-04,11,25,20
2019-03-05,18,58,31
2019-03-06,15,73,23
2019-03-07,13,35,39
2019-03-08,10,48,35
2019-03-09,1,16,6
2019-03-10,0,15,4
2019-03-11,22,60,30
2019-03-12,9,51,34
2019-03-13,12,66,49
2019-03-14,9,59,32
2019-03-15,10,31,28
2019-03-16,0,1,4
2019-03-17,0,4,1
2019-03-18,14,23,25
2019-03-19,14,104,21
2019-03-20,21,49,32
2019-03-21,15,25,16
2019-03-22,14,38,25
2019-03-23,0,7,1
2019-03-24,0,11,2
2019-03-25,9,28,13
2019-03-26,17,10,19
2019-03-27,13,18,38
2019-03-28,18,13,37
2019-03-29,6,12,24
2019-03-30,0,2,5
2019-03-31,0,1,2
2019-04-01,8,3,30
2019-04-02,15,6,31
2019-04-03,17,12,23
2019-04-04,14,6,25
2019-04-05,11,7,24
2019-04-06,0,0,2
2019-04-07,0,6,2
2019-04-08,18,11,28
2019-04-09,18,12,17
2019-04-10,12,9,26
2019-04-11,14,9,26
2019-04-12,17,16,12
2019-04-13,0,0,4
2019-04-14,0,0,2
2019-04-15,19,17,22
2019-04-16,28,11,25
2019-04-17,9,10,21
2019-04-18,25,6,28
2019-04-19,12,6,18
2019-04-20,0,2,3
2019-04-21,0,1,1
2019-04-22,9,3,12
2019-04-23,12,8,32
2019-04-24,26,9,21
2019-04-25,16,10,15
2019-04-26,12,10,12
2019-04-27,0,1,5
2019-04-28,0,3,4
2019-04-29,12,9,17
2019-04-30,17,11,20
2019-05-01,14,7,18
2019-05-02,15,5,34
2019-05-03,9,14,22
2019-05-04,0,1,2
2019-05-05,0,0,0
2019-05-06,10,12,11
2019-05-07,26,15,23
2019-05-08,28,12,21
2019-05-09,13,13,40
2019-05-10,15,15,35
2019-05-11,0,1,3
2019-05-12,0,3,1
2019-05-13,10,11,3
2019-05-14,17,17,0
2019-05-15,16,9,3
2019-05-16,16,8,2
2019-05-17,19,5,3
2019-05-18,0,1,1
2019-05-19,0,0,0
2019-05-20,17,11,24
2019-05-21,27,15,48
2019-05-22,20,14,34
2019-05-23,23,9,25
2019-05-24,18,4,33
2019-05-25,1,2,8
2019-05-26,0,0,2
2019-05-27,7,15,4
2019-05-28,21,9,25
2019-05-29,20,7,40
2019-05-30,15,2,36
2019-05-31,14,2,36
2019-06-01,0,0,7
2019-06-02,0,0,1
2019-06-03,22,12,28
2019-06-04,16,8,28
2019-06-05,16,8,34
2019-06-06,21,6,41
2019-06-07,16,3,47
2019-06-08,0,0,5
2019-06-09,0,0,4
2019-06-10,21,8,20
2019-06-11,31,6,22
2019-06-12,21,10,34
2019-06-13,15,19,20
2019-06-14,7,4,35
2019-06-15,1,3,0
2019-06-16,0,0,3
2019-06-17,14,7,25
2019-06-18,14,16,24
2019-06-19,20,6,39
2019-06-20,16,4,17
2019-06-21,16,1,9
2019-06-22,0,2,6
2019-06-23,0,1,0
2019-06-24,3,10,15
2019-06-25,15,17,31
2019-06-26,24,12,37
2019-06-27,4,6,30
2019-06-28,0,8,42
2019-06-29,0,0,3
2019-06-30,0,0,0
2019-07-01,10,9,38
2019-07-02,10,8,42
2019-07-03,8,14,30
2019-07-04,1,7,14
2019-07-05,2,17,10
2019-07-06,1,4,7
2019-07-07,0,0,0
2019-07-08,9,7,12
2019-07-09,14,9,39
2019-07-10,19,12,31
2019-07-11,15,12,31
2019-07-12,12,6,30
2019-07-13,0,0,4
2019-07-14,0,1,0
2019-07-15,20,5,39
2019-07-16,19,9,24
2019-07-17,13,6,31
2019-07-18,10,8,31
2019-07-19,15,6,20
2019-07-20,0,3,2
2019-07-21,0,0,3
2019-07-22,10,4,20
2019-07-23,15,7,32
2019-07-24,17,13,30
2019-07-25,10,4,21
2019-07-26,10,5,17
2019-07-27,0,0,0
2019-07-28,0,2,3
2019-07-29,18,1,26
2019-07-30,18,4,30
2019-07-31,14,4,27
2019-08-01,11,4,21
2019-08-02,7,16,20
2019-08-03,0,8,4
2019-08-04,0,0,1
2019-08-05,11,6,17
2019-08-06,12,15,32
2019-08-07,21,11,29
2019-08-08,14,6,30
2019-08-09,12,7,25
2019-08-10,0,0,1
2019-08-11,0,0,2
2019-08-12,10,7,20
2019-08-13,13,7,29
2019-08-14,19,8,27
2019-08-15,17,6,27
2019-08-16,12,10,28
2019-08-17,2,0,2
2019-08-18,0,3,2
2019-08-19,18,5,16
2019-08-20,14,5,22
2019-08-21,10,6,28
2019-08-22,13,6,28
2019-08-23,7,5,20
2019-08-24,0,0,4
2019-08-25,0,2,1
2019-08-26,9,8,21
2019-08-27,15,3,35
2019-08-28,2,7,47
2019-08-29,13,7,41
2019-08-30,8,9,23
2019-08-31,0,0,4
2019-09-01,0,1,1
2019-09-02,3,9,22
2019-09-03,7,18,21
2019-09-04,14,11,25
2019-09-05,11,7,29
2019-09-06,6,3,31
2019-09-07,0,0,10
2019-09-08,0,1,0
2019-09-09,16,12,31
2019-09-10,30,8,21
2019-09-11,9,7,38
2019-09-12,22,17,27
2019-09-13,20,14,37
2019-09-14,0,0,2
2019-09-15,0,4,3
2019-09-16,20,13,25
2019-09-17,14,24,28
2019-09-18,11,8,31
2019-09-19,9,10,35
2019-09-20,8,15,21
2019-09-21,0,0,2
2019-09-22,0,1,0
2019-09-23,7,19,19
2019-09-24,13,18,39
2019-09-25,8,21,37
2019-09-26,7,7,23
2019-09-27,10,8,39
2019-09-28,0,1,1
2019-09-29,0,0,0
2019-09-30,17,15,26
2019-10-01,11,11,20
2019-10-02,19,14,26
2019-10-03,17,9,34
2019-10-04,12,4,19
2019-10-05,3,0,4
2019-10-06,1,0,3
2019-10-07,6,16,28
2019-10-08,18,25,28
2019-10-09,25,10,35
2019-10-10,19,6,36
2019-10-11,16,14,46
2019-10-12,0,3,0
2019-10-13,0,0,1
2019-10-14,17,8,47
2019-10-15,18,12,59
2019-10-16,17,13,47
2019-10-17,35,5,30
2019-10-18,28,5,32
2019-10-19,1,1,2
2019-10-20,0,0,0
2019-10-21,12,4,27
2019-10-22,19,21,39
2019-10-23,14,4,35
2019-10-24,12,4,31
2019-10-25,19,4,44
2019-10-26,0,1,4
2019-10-27,0,0,1
2019-10-28,20,2,24
2019-10-29,17,7,28
2019-10-30,25,4,34
2019-10-31,18,18,24
2019-11-01,16,17,11
2019-11-02,1,2,1
2019-11-03,0,0,1
2019-11-04,16,6,2
2019-11-05,16,7,1
2019-11-06,18,21,9
2019-11-07,23,20,5
2019-11-08,23,15,3
2019-11-09,1,0,0
2019-11-10,0,0,2
2019-11-11,9,12,13
2019-11-12,23,6,17
2019-11-13,24,11,23
2019-11-14,19,9,35
2019-11-15,20,8,26
2019-11-16,0,0,5
2019-11-17,0,1,4
2019-11-18,19,11,31
2019-11-19,21,11,34
2019-11-20,24,11,26
2019-11-21,23,23,37
2019-11-22,30,11,28
2019-11-23,0,2,3
2019-11-24,0,2,1
2019-11-25,16,14,25
2019-11-26,22,10,35
2019-11-27,16,15,19
2019-11-28,7,3,13
2019-11-29,4,4,6
2019-11-30,2,1,2
2019-12-01,0,2,1
2019-12-02,18,19,30
2019-12-03,17,11,27
2019-12-04,13,17,37
2019-12-05,22,14,26
2019-12-06,29,12,24
2019-12-07,0,0,4
2019-12-08,0,1,0
2019-12-09,25,14,29
2019-12-10,18,16,23
2019-12-11,24,12,42
2019-12-12,16,11,36
2019-12-13,13,15,34
2019-12-14,0,2,4
2019-12-15,0,0,1
2019-12-16,6,5,25
2019-12-17,12,5,37
2019-12-18,25,17,38
2019-12-19,21,8,34
2019-12-20,2,9,29
2019-12-21,0,1,2
2019-12-22,0,0,0
2019-12-23,0,13,8
2019-12-24,0,3,4
2019-12-25,0,1,1
2019-12-26,0,1,2
2019-12-27,0,2,1
2019-12-28,0,0,0
2019-12-29,0,1,2
2019-12-30,0,9,4
2019-12-31,0,4,3
2020-01-01,0,0,1
2020-01-02,29,6,14
2020-01-03,16,8,11
2020-01-04,0,1,2
2020-01-05,0,0,2
2020-01-06,24,7,26
2020-01-07,23,11,34
2020-01-08,22,6,30
2020-01-09,36,6,28
2020-01-10,15,16,40
2020-01-11,1,0,5
2020-01-12,0,1,2
2020-01-13,34,12,43
2020-01-14,10,9,67
2020-01-15,24,15,41
2020-01-16,17,14,41
2020-01-17,18,26,26
2020-01-18,0,1,8
2020-01-19,0,2,0
2020-01-20,3,14,14
2020-01-21,21,12,35
2020-01-22,27,10,40
2020-01-23,27,8,31
2020-01-24,13,13,36
2020-01-25,0,2,5
2020-01-26,0,1,2
2020-01-27,16,14,31
2020-01-28,21,17,53
2020-01-29,25,12,29
2020-01-30,26,23,31
2020-01-31,14,2,20
2020-02-01,1,0,2
2020-02-02,1,0,0
2020-02-03,18,7,30
2020-02-04,19,9,30
2020-02-05,24,7,31
2020-02-06,22,12,39
2020-02-07,28,3,30
2020-02-08,1,11,0
2020-02-09,0,16,2
2020-02-10,20,13,32
2020-02-11,32,22,36
2020-02-12,22,12,28
2020-02-13,39,19,29
2020-02-14,31,15,39
2020-02-15,3,2,5
2020-02-16,0,3,5
2020-02-17,11,11,15
2020-02-18,30,13,38
2020-02-19,26,18,34
2020-02-20,21,15,33
2020-02-21,46,3,22
2020-02-22,7,5,1
2020-02-23,1,0,0
2020-02-24,36,4,19
2020-02-25,19,10,40
2020-02-26,34,8,36
2020-02-27,23,5,27
2020-02-28,29,15,38
2020-02-29,0,1,1
2020-03-01,0,0,4
2020-03-02,21,7,25
2020-03-03,32,12,44
2020-03-04,12,12,45
2020-03-05,26,10,32
2020-03-06,22,10,30
2020-03-07,1,0,4
2020-03-08,0,0,0
2020-03-09,16,6,19
2020-03-10,18,23,32
2020-03-11,23,26,28
2020-03-12,36,10,36
2020-03-13,23,13,31
2020-03-14,1,1,2
2020-03-15,1,2,2
2020-03-16,36,19,27
2020-03-17,35,24,41
2020-03-18,29,19,39
2020-03-19,20,14,47
2020-03-20,25,14,44
2020-03-21,0,0,7
2020-03-22,0,0,2
2020-03-23,18,15,53
2020-03-24,46,26,65
2020-03-25,17,28,57
2020-03-26,29,21,54
2020-03-27,21,13,33
2020-03-28,2,5,4
2020-03-29,1,1,1
2020-03-30,18,17,36
2020-03-31,21,9,50
2020-04-01,31,22,40
2020-04-02,16,25,31
2020-04-03,20,17,37
2020-04-04,1,8,8
2020-04-05,0,4,0
2020-04-06,20,14,51
2020-04-07,25,24,38
2020-04-08,21,20,42
2020-04-09,27,26,34
2020-04-10,18,16,22
2020-04-11,0,6,3
2020-04-12,1,3,1
2020-04-13,19,6,30
2020-04-14,17,24,31
2020-04-15,30,22,32
2020-04-16,27,13,41
2020-04-17,23,13,40
2020-04-18,0,5,6
2020-04-19,0,5,1
2020-04-20,18,23,26
2020-04-21,20,23,28
2020-04-22,24,23,38
2020-04-23,28,25,29
2020-04-24,24,29,34
2020-04-25,0,13,3
2020-04-26,1,10,2
2020-04-27,20,47,38
