,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2018-03-20,8,103,0
2018-03-21,7,4,0
2018-03-22,4,15,0
2018-03-23,2,2,2
2018-03-24,6,0,0
2018-03-25,0,1,0
2018-03-26,4,0,0
2018-03-27,2,2,1
2018-03-28,0,1,0
2018-03-29,1,1,3
2018-03-30,0,1,0
2018-03-31,1,2,0
2018-04-01,0,0,0
2018-04-02,3,3,0
2018-04-03,5,3,0
2018-04-04,7,1,0
2018-04-05,2,9,0
2018-04-06,2,5,0
2018-04-07,0,1,0
2018-04-08,4,0,4
2018-04-09,1,9,0
2018-04-10,9,2,1
2018-04-11,13,10,0
2018-04-12,15,3,0
2018-04-13,29,8,0
2018-04-14,16,4,0
2018-04-15,9,7,0
2018-04-16,8,14,0
2018-04-17,17,3,0
2018-04-18,14,4,2
2018-04-19,6,30,0
2018-04-20,2,17,1
2018-04-21,1,0,0
2018-04-22,0,1,0
2018-04-23,2,2,0
2018-04-24,3,2,0
2018-04-25,1,4,2
2018-04-26,9,7,1
2018-04-27,2,2,2
2018-04-28,4,1,3
2018-04-29,3,0,0
2018-04-30,7,17,0
2018-05-01,5,11,0
2018-05-02,9,8,1
2018-05-03,12,14,0
2018-05-04,22,13,0
2018-05-05,5,2,0
2018-05-06,28,0,0
2018-05-07,42,6,0
2018-05-08,4,3,0
2018-05-09,9,1,0
2018-05-10,2,9,2
2018-05-11,7,12,0
2018-05-12,8,5,0
2018-05-13,3,0,0
2018-05-14,9,11,2
2018-05-15,21,18,0
2018-05-16,9,11,0
2018-05-17,9,3,0
2018-05-18,16,12,2
2018-05-19,1,0,0
2018-05-20,4,0,0
2018-05-21,7,15,0
2018-05-22,4,3,1
2018-05-23,7,14,4
2018-05-24,14,13,0
2018-05-25,11,6,0
2018-05-26,4,0,0
2018-05-27,22,0,0
2018-05-28,13,1,0
2018-05-29,12,24,0
2018-05-30,4,2,3
2018-05-31,12,2,0
2018-06-01,10,2,0
2018-06-02,4,1,0
2018-06-03,0,1,0
2018-06-04,5,0,1
2018-06-05,11,0,2
2018-06-06,18,0,0
2018-06-07,8,2,0
2018-06-08,3,0,2
2018-06-09,4,0,0
2018-06-10,10,1,0
2018-06-11,2,2,0
2018-06-12,1,1,0
2018-06-13,8,2,0
2018-06-14,8,5,6
2018-06-15,1,2,0
2018-06-16,7,5,1
2018-06-17,17,7,1
2018-06-18,4,16,0
2018-06-19,9,234,0
2018-06-20,20,16,0
2018-06-21,8,12,1
2018-06-22,16,11,0
2018-06-23,8,1,0
2018-06-24,2,0,1
2018-06-25,11,1,2
2018-06-26,16,8,0
2018-06-27,5,12,0
2018-06-28,9,7,2
2018-06-29,30,8,0
2018-06-30,12,1,0
2018-07-01,0,0,0
2018-07-02,3,1,1
2018-07-03,19,3,0
2018-07-04,8,0,0
2018-07-05,4,1,1
2018-07-06,3,9,0
2018-07-07,5,0,0
2018-07-08,1,0,0
2018-07-09,8,4,2
2018-07-10,8,13,0
2018-07-11,3,15,1
2018-07-12,0,16,4
2018-07-13,0,11,0
2018-07-14,2,1,0
2018-07-15,1,1,0
2018-07-16,2,11,0
2018-07-17,6,13,2
2018-07-18,13,7,0
2018-07-19,25,11,0
2018-07-20,35,12,0
2018-07-21,12,1,0
2018-07-22,7,0,0
2018-07-23,7,3,1
2018-07-24,3,4,0
2018-07-25,5,13,2
2018-07-26,12,5,0
2018-07-27,3,6,1
2018-07-28,1,0,0
2018-07-29,0,0,0
2018-07-30,2,13,0
2018-07-31,2,7,0
2018-08-01,10,8,0
2018-08-02,6,1,2
2018-08-03,12,9,0
2018-08-04,0,1,0
2018-08-05,4,0,0
2018-08-06,1,1,0
2018-08-07,0,1,0
2018-08-08,0,3,0
2018-08-09,0,4,0
2018-08-10,0,8,0
2018-08-11,2,2,1
2018-08-12,1,3,0
2018-08-13,18,8,1
2018-08-14,13,8,0
2018-08-15,3,7,0
2018-08-16,8,26,3
2018-08-17,9,21,0
2018-08-18,5,2,1
2018-08-19,1,8,0
2018-08-20,4,6,2
2018-08-21,2,11,0
2018-08-22,5,4,0
2018-08-23,0,5,0
2018-08-24,2,10,0
2018-08-25,6,1,7
2018-08-26,2,2,0
2018-08-27,7,8,1
2018-08-28,5,9,1
2018-08-29,4,7,0
2018-08-30,4,1,2
2018-08-31,1,10,4
2018-09-01,10,2,0
2018-09-02,8,1,0
2018-09-03,7,2,1
2018-09-04,6,5,1
2018-09-05,13,7,3
2018-09-06,31,6,0
2018-09-07,15,7,0
2018-09-08,35,1,0
2018-09-09,13,5,0
2018-09-10,7,8,0
2018-09-11,9,53,3
2018-09-12,15,19,2
2018-09-13,10,15,0
2018-09-14,9,15,0
2018-09-15,15,4,0
2018-09-16,16,1,0
2018-09-17,2,4,0
2018-09-18,6,7,2
2018-09-19,0,15,1
2018-09-20,0,15,0
2018-09-21,1,17,0
2018-09-22,0,2,0
2018-09-23,19,1,0
2018-09-24,24,7,0
2018-09-25,1,7,6
2018-09-26,5,7,2
2018-09-27,6,8,1
2018-09-28,7,37,2
2018-09-29,5,25,0
2018-09-30,2,1,0
2018-10-01,10,8,0
2018-10-02,11,12,0
2018-10-03,13,61,3
2018-10-04,42,22,1
2018-10-05,2,15,0
2018-10-06,4,8,0
2018-10-07,9,1,0
2018-10-08,10,4,0
2018-10-09,18,93,0
2018-10-10,10,30,0
2018-10-11,13,10,1
2018-10-12,7,6,2
2018-10-13,4,7,0
2018-10-14,0,2,1
2018-10-15,9,1,2
2018-10-16,17,6,4
2018-10-17,17,8,3
2018-10-18,12,9,1
2018-10-19,1,14,2
2018-10-20,2,0,0
2018-10-21,36,1,0
2018-10-22,15,6,1
2018-10-23,30,8,1
2018-10-24,17,9,3
2018-10-25,12,7,2
2018-10-26,57,5,0
2018-10-27,15,0,3
2018-10-28,28,0,0
2018-10-29,56,4,1
2018-10-30,22,5,1
2018-10-31,9,8,0
2018-11-01,0,4,2
2018-11-02,20,3,1
2018-11-03,4,0,1
2018-11-04,3,0,0
2018-11-05,5,6,2
2018-11-06,9,9,0
2018-11-07,14,4,1
2018-11-08,16,14,2
2018-11-09,7,5,0
2018-11-10,8,3,2
2018-11-11,9,0,0
2018-11-12,8,6,2
2018-11-13,3,3,1
2018-11-14,18,6,0
2018-11-15,6,3,3
2018-11-16,8,1,4
2018-11-17,20,1,11
2018-11-18,10,0,2
2018-11-19,29,7,0
2018-11-20,9,8,1
2018-11-21,2,8,3
2018-11-22,6,1,2
2018-11-23,6,0,0
2018-11-24,8,0,0
2018-11-25,7,1,4
2018-11-26,5,3,2
2018-11-27,4,9,0
2018-11-28,10,12,3
2018-11-29,2,6,4
2018-11-30,7,7,3
2018-12-01,17,1,2
2018-12-02,5,1,1
2018-12-03,0,72,0
2018-12-04,4,11,0
2018-12-05,7,8,3
2018-12-06,6,3,0
2018-12-07,8,2,0
2018-12-08,10,0,0
2018-12-09,9,0,4
2018-12-10,15,5,1
2018-12-11,2,6,3
2018-12-12,1,3,0
2018-12-13,4,5,1
2018-12-14,1,5,2
2018-12-15,1,0,0
2018-12-16,2,0,0
2018-12-17,2,5,0
2018-12-18,0,5,2
2018-12-19,0,7,2
2018-12-20,1,4,1
2018-12-21,8,1,4
2018-12-22,0,1,4
2018-12-23,0,0,2
2018-12-24,0,0,4
2018-12-25,0,0,0
2018-12-26,0,0,2
2018-12-27,1,0,5
2018-12-28,3,1,4
2018-12-29,5,0,2
2018-12-30,2,0,0
2018-12-31,4,0,0
2019-01-01,0,0,0
2019-01-02,1,2,3
2019-01-03,3,4,4
2019-01-04,0,11,4
2019-01-05,4,2,1
2019-01-06,4,0,3
2019-01-07,0,11,1
2019-01-08,2,10,4
2019-01-09,13,8,2
2019-01-10,17,11,5
2019-01-11,5,8,0
2019-01-12,5,5,1
2019-01-13,4,0,2
2019-01-14,4,1,1
2019-01-15,8,4,2
2019-01-16,21,3,8
2019-01-17,18,5,2
2019-01-18,25,11,2
2019-01-19,12,0,5
2019-01-20,2,2,0
2019-01-21,4,5,3
2019-01-22,0,74,2
2019-01-23,7,6,1
2019-01-24,9,4,0
2019-01-25,5,5,2
2019-01-26,7,1,0
2019-01-27,2,0,0
2019-01-28,0,2,0
2019-01-29,4,5,1
2019-01-30,3,8,0
2019-01-31,2,10,4
2019-02-01,8,7,0
2019-02-02,1,0,0
2019-02-03,1,0,0
2019-02-04,1,7,0
2019-02-05,0,11,0
2019-02-06,0,17,0
2019-02-07,4,10,1
2019-02-08,0,13,2
2019-02-09,4,1,0
2019-02-10,6,1,0
2019-02-11,2,16,0
2019-02-12,4,11,0
2019-02-13,7,14,0
2019-02-14,7,67,1
2019-02-15,15,5,1
2019-02-16,0,2,0
2019-02-17,9,1,0
2019-02-18,4,5,2
2019-02-19,18,6,1
2019-02-20,6,2,0
2019-02-21,13,3,1
2019-02-22,11,0,0
2019-02-23,4,2,0
2019-02-24,0,0,0
2019-02-25,1,3,2
2019-02-26,10,12,0
2019-02-27,2,11,1
2019-02-28,3,4,1
2019-03-01,11,5,4
2019-03-02,16,1,1
2019-03-03,0,0,0
2019-03-04,7,1,2
2019-03-05,5,6,0
2019-03-06,10,1,1
2019-03-07,9,15,3
2019-03-08,6,68,0
2019-03-09,3,9,0
2019-03-10,2,0,1
2019-03-11,3,6,1
2019-03-12,3,7,2
2019-03-13,1,5,0
2019-03-14,5,18,4
2019-03-15,2,5,0
2019-03-16,2,1,0
2019-03-17,3,1,0
2019-03-18,0,5,3
2019-03-19,0,10,0
2019-03-20,4,8,1
2019-03-21,4,5,4
2019-03-22,5,2,0
2019-03-23,2,1,0
2019-03-24,0,0,0
2019-03-25,4,0,0
2019-03-26,10,8,0
2019-03-27,2,5,0
2019-03-28,2,8,0
2019-03-29,3,1,0
2019-03-30,1,2,0
2019-03-31,0,1,0
2019-04-01,2,0,3
2019-04-02,7,45,3
2019-04-03,4,8,0
2019-04-04,0,3,0
2019-04-05,1,4,0
2019-04-06,0,0,1
2019-04-07,1,0,1
2019-04-08,17,1,2
2019-04-09,3,0,0
2019-04-10,9,1,3
2019-04-11,8,0,2
2019-04-12,17,0,4
2019-04-13,4,0,0
2019-04-14,0,0,1
2019-04-15,1,2,3
2019-04-16,8,9,2
2019-04-17,3,5,1
2019-04-18,1,4,0
2019-04-19,16,6,1
2019-04-20,10,1,0
2019-04-21,4,0,0
2019-04-22,11,3,0
2019-04-23,8,6,1
2019-04-24,7,9,0
2019-04-25,8,8,5
2019-04-26,7,5,0
2019-04-27,9,1,0
2019-04-28,9,2,0
2019-04-29,8,9,4
2019-04-30,0,14,1
2019-05-01,24,17,1
2019-05-02,4,9,0
2019-05-03,1,8,0
2019-05-04,2,0,0
2019-05-05,11,0,0
2019-05-06,9,2,0
2019-05-07,8,8,2
2019-05-08,2,4,1
2019-05-09,1,3,0
2019-05-10,17,2,0
2019-05-11,25,1,0
2019-05-12,10,0,0
2019-05-13,5,4,0
2019-05-14,18,4,1
2019-05-15,19,0,2
2019-05-16,9,5,0
2019-05-17,15,16,0
2019-05-18,1,4,0
2019-05-19,0,1,0
2019-05-20,3,6,0
2019-05-21,4,23,0
2019-05-22,23,11,3
2019-05-23,8,12,0
2019-05-24,10,4,2
2019-05-25,3,1,0
2019-05-26,3,1,0
2019-05-27,19,2,0
2019-05-28,18,12,0
2019-05-29,23,9,0
2019-05-30,38,6,3
2019-05-31,16,9,0
2019-06-01,3,2,0
2019-06-02,5,2,19
2019-06-03,0,19,0
2019-06-04,13,8,0
2019-06-05,15,11,2
2019-06-06,1,3,0
2019-06-07,3,6,0
2019-06-08,6,1,0
2019-06-09,1,1,0
2019-06-10,11,3,1
2019-06-11,6,6,0
2019-06-12,7,4,2
2019-06-13,14,9,3
2019-06-14,8,9,0
2019-06-15,1,9,0
2019-06-16,3,1,0
2019-06-17,2,8,1
2019-06-18,0,7,2
2019-06-19,16,16,0
2019-06-20,12,14,0
2019-06-21,7,4,0
2019-06-22,4,1,0
2019-06-23,2,2,0
2019-06-24,9,8,0
2019-06-25,21,3,0
2019-06-26,12,5,4
2019-06-27,3,5,2
2019-06-28,3,10,0
2019-06-29,5,1,0
2019-06-30,5,2,1
2019-07-01,7,9,0
2019-07-02,10,6,0
2019-07-03,7,12,0
2019-07-04,3,3,0
2019-07-05,1,2,0
2019-07-06,13,1,0
2019-07-07,6,1,0
2019-07-08,0,8,0
2019-07-09,8,8,1
2019-07-10,6,3,2
2019-07-11,7,8,2
2019-07-12,1,4,2
2019-07-13,0,1,0
2019-07-14,0,1,0
2019-07-15,5,19,0
2019-07-16,12,12,3
2019-07-17,6,11,2
2019-07-18,18,5,8
2019-07-19,2,6,1
2019-07-20,5,2,0
2019-07-21,6,1,0
2019-07-22,4,5,2
2019-07-23,8,9,0
2019-07-24,14,19,0
2019-07-25,8,10,0
2019-07-26,0,16,0
2019-07-27,35,2,0
2019-07-28,11,1,0
2019-07-29,22,13,0
2019-07-30,24,7,2
2019-07-31,0,9,2
2019-08-01,0,6,0
2019-08-02,5,5,3
2019-08-03,4,2,1
2019-08-04,0,1,0
2019-08-05,1,10,0
2019-08-06,6,4,0
2019-08-07,9,7,2
2019-08-08,11,6,5
2019-08-09,12,5,0
2019-08-10,6,1,0
2019-08-11,11,2,0
2019-08-12,0,5,0
2019-08-13,1,9,0
2019-08-14,0,5,0
2019-08-15,8,8,0
2019-08-16,1,6,0
2019-08-17,2,1,0
2019-08-18,2,1,0
2019-08-19,1,7,0
2019-08-20,1,5,0
2019-08-21,7,10,0
2019-08-22,1,7,0
2019-08-23,4,9,0
2019-08-24,6,2,0
2019-08-25,3,1,0
2019-08-26,9,7,0
2019-08-27,14,11,0
2019-08-28,9,11,2
2019-08-29,11,13,0
2019-08-30,9,7,2
2019-08-31,4,0,0
2019-09-01,7,1,0
2019-09-02,2,1,0
2019-09-03,8,10,0
2019-09-04,6,10,0
2019-09-05,8,7,0
2019-09-06,6,6,0
2019-09-07,2,2,0
2019-09-08,29,2,0
2019-09-09,62,2,0
2019-09-10,3,4,0
2019-09-11,36,1,0
2019-09-12,13,2,16
2019-09-13,9,2,0
2019-09-14,13,2,0
2019-09-15,3,1,0
2019-09-16,11,5,0
2019-09-17,5,6,1
2019-09-18,22,7,0
2019-09-19,3,9,1
2019-09-20,17,5,9
2019-09-21,6,2,0
2019-09-22,5,1,0
2019-09-23,6,1,0
2019-09-24,2,4,0
2019-09-25,17,3,0
2019-09-26,11,2,0
2019-09-27,26,2,0
2019-09-28,27,1,0
2019-09-29,4,1,0
2019-09-30,4,5,0
2019-10-01,25,3,0
2019-10-02,13,6,0
2019-10-03,10,5,0
2019-10-04,7,9,0
2019-10-05,3,2,1
2019-10-06,3,3,0
2019-10-07,12,4,0
2019-10-08,10,8,0
2019-10-09,6,8,0
2019-10-10,8,11,1
2019-10-11,9,5,0
2019-10-12,5,1,2
2019-10-13,6,1,0
2019-10-14,2,11,0
2019-10-15,4,5,2
2019-10-16,19,5,15
2019-10-17,3,3,1
2019-10-18,14,9,1
2019-10-19,3,1,0
2019-10-20,2,1,0
2019-10-21,6,11,0
2019-10-22,2,4,1
2019-10-23,5,10,2
2019-10-24,0,5,0
2019-10-25,18,3,0
2019-10-26,6,1,0
2019-10-27,8,2,0
2019-10-28,10,5,4
2019-10-29,6,7,2
2019-10-30,7,7,3
2019-10-31,11,10,0
2019-11-01,10,9,1
2019-11-02,7,4,1
2019-11-03,13,2,0
2019-11-04,38,10,0
2019-11-05,13,11,0
2019-11-06,35,3,5
2019-11-07,18,8,3
2019-11-08,11,7,5
2019-11-09,6,1,2
2019-11-10,3,1,0
2019-11-11,1,2,0
2019-11-12,3,6,0
2019-11-13,1,10,9
2019-11-14,8,6,5
2019-11-15,9,2,3
2019-11-16,12,1,0
2019-11-17,3,1,5
2019-11-18,8,6,4
2019-11-19,0,6,3
2019-11-20,4,6,1
2019-11-21,7,6,9
2019-11-22,2,4,3
2019-11-23,0,2,5
2019-11-24,8,1,3
2019-11-25,20,5,3
2019-11-26,8,3,1
2019-11-27,6,5,3
2019-11-28,11,3,2
2019-11-29,6,1,2
2019-11-30,5,2,5
2019-12-01,1,3,0
2019-12-02,3,6,0
2019-12-03,10,1,0
2019-12-04,20,5,1
2019-12-05,4,7,0
2019-12-06,13,7,0
2019-12-07,14,1,1
2019-12-08,4,1,0
2019-12-09,5,4,0
2019-12-10,9,3,2
2019-12-11,20,6,2
2019-12-12,9,2,8
2019-12-13,4,10,0
2019-12-14,1,3,1
2019-12-15,1,1,0
2019-12-16,1,4,2
2019-12-17,5,7,0
2019-12-18,8,7,6
2019-12-19,7,3,1
2019-12-20,15,2,2
2019-12-21,0,1,2
2019-12-22,2,1,5
2019-12-23,7,1,0
2019-12-24,0,1,1
2019-12-25,0,1,0
2019-12-26,0,1,0
2019-12-27,0,0,0
2019-12-28,0,1,2
2019-12-29,0,1,9
2019-12-30,5,4,4
2019-12-31,0,2,2
2020-01-01,0,1,2
2020-01-02,2,1,1
2020-01-03,0,3,2
2020-01-04,0,1,3
2020-01-05,2,1,5
2020-01-06,2,3,3
2020-01-07,0,2,5
2020-01-08,3,1,5
2020-01-09,14,8,6
2020-01-10,5,3,2
2020-01-11,0,1,5
2020-01-12,2,1,11
2020-01-13,0,18,7
2020-01-14,3,6,3
2020-01-15,0,6,3
2020-01-16,0,2,5
2020-01-17,19,6,12
2020-01-18,1,1,4
2020-01-19,3,1,14
2020-01-20,20,2,1
2020-01-21,2,5,2
2020-01-22,7,7,3
2020-01-23,8,7,1
2020-01-24,6,2,3
2020-01-25,7,2,2
2020-01-26,9,4,0
2020-01-27,4,7,0
2020-01-28,24,10,1
2020-01-29,6,8,1
2020-01-30,7,7,1
2020-01-31,5,11,0
2020-02-01,1,1,1
2020-02-02,1,1,0
2020-02-03,16,7,0
2020-02-04,19,6,1
2020-02-05,17,9,3
2020-02-06,16,10,3
2020-02-07,9,8,0
2020-02-08,7,2,2
2020-02-09,8,4,3
2020-02-10,15,8,3
2020-02-11,13,8,4
2020-02-12,26,9,1
2020-02-13,6,6,0
2020-02-14,21,3,1
2020-02-15,14,2,11
2020-02-16,3,1,4
2020-02-17,13,4,3
2020-02-18,7,2,3
2020-02-19,1,1,6
2020-02-20,7,4,1
2020-02-21,5,6,0
2020-02-22,8,1,1
2020-02-23,1,1,1
2020-02-24,3,8,1
2020-02-25,3,6,1
2020-02-26,9,4,3
2020-02-27,6,7,3
2020-02-28,5,3,1
2020-02-29,2,0,0
2020-03-01,2,0,1
2020-03-02,15,6,0
2020-03-03,13,7,0
2020-03-04,13,8,0
2020-03-05,25,9,1
2020-03-06,2,2,2
2020-03-07,0,1,0
2020-03-08,3,0,0
2020-03-09,13,5,3
2020-03-10,4,10,2
2020-03-11,7,7,0
2020-03-12,4,3,0
2020-03-13,1,5,0
2020-03-14,3,2,0
2020-03-15,5,0,0
2020-03-16,0,4,1
2020-03-17,24,5,1
2020-03-18,7,12,3
2020-03-19,2,7,0
2020-03-20,3,9,0
2020-03-21,2,0,0
2020-03-22,1,1,0
2020-03-23,6,3,0
2020-03-24,1,5,0
2020-03-25,0,4,0
2020-03-26,5,6,0
2020-03-27,9,4,0
2020-03-28,0,1,0
2020-03-29,5,0,0
2020-03-30,4,9,2
2020-03-31,20,6,1
2020-04-01,5,7,5
2020-04-02,10,5,0
2020-04-03,5,3,0
2020-04-04,16,0,1
2020-04-05,6,0,2
2020-04-06,25,3,2
2020-04-07,5,3,1
2020-04-08,11,7,1
2020-04-09,35,9,3
2020-04-10,4,2,1
2020-04-11,9,0,0
2020-04-12,0,0,2
2020-04-13,19,11,5
2020-04-14,4,5,0
2020-04-15,3,4,2
2020-04-16,6,7,4
2020-04-17,6,2,2
2020-04-18,6,0,3
2020-04-19,3,0,3
2020-04-20,17,9,0
2020-04-21,12,10,1
2020-04-22,1,8,1
2020-04-23,6,4,3
2020-04-24,4,2,1
2020-04-25,2,0,2
2020-04-26,3,0,0
2020-04-27,14,8,2
2020-04-28,25,3,1
2020-04-29,10,4,1
2020-04-30,51,9,0
2020-05-01,35,6,0
2020-05-02,14,0,2
2020-05-03,5,0,0
2020-05-04,5,4,3
2020-05-05,14,3,6
2020-05-06,14,2,2
2020-05-07,13,4,0
2020-05-08,31,5,0
2020-05-09,13,1,4
2020-05-10,2,1,3
2020-05-11,40,12,0
2020-05-12,24,5,0
2020-05-13,17,10,0
2020-05-14,42,4,0
2020-05-15,23,3,1
2020-05-16,6,0,1
2020-05-17,12,1,0
2020-05-18,19,8,0
2020-05-19,27,13,6
2020-05-20,17,5,5
2020-05-21,15,12,1
2020-05-22,14,4,0
2020-05-23,2,0,0
2020-05-24,0,0,0
2020-05-25,8,1,0
2020-05-26,14,8,0
2020-05-27,6,6,0
2020-05-28,50,4,0
2020-05-29,63,3,0
2020-05-30,37,2,2
2020-05-31,33,0,3
2020-06-01,9,6,0
2020-06-02,2,14,0
2020-06-03,9,6,3
2020-06-04,18,6,2
2020-06-05,56,3,2
2020-06-06,1,0,4
2020-06-07,1,0,3
2020-06-08,3,5,1
2020-06-09,13,6,0
2020-06-10,13,1,0
2020-06-11,7,10,2
2020-06-12,17,5,1
2020-06-13,20,1,0
2020-06-14,38,0,2
2020-06-15,28,3,0
2020-06-16,45,8,0
2020-06-17,143,6,0
2020-06-18,11,2,0
2020-06-19,13,2,0
2020-06-20,9,0,3
2020-06-21,3,0,2
2020-06-22,24,5,0
2020-06-23,47,5,0
2020-06-24,16,5,1
2020-06-25,24,4,5
2020-06-26,28,2,0
2020-06-27,9,0,0
2020-06-28,5,0,0
2020-06-29,12,5,0
2020-06-30,58,5,0
2020-07-01,21,7,0
2020-07-02,28,2,0
2020-07-03,12,5,2
2020-07-04,12,0,0
2020-07-05,38,0,0
2020-07-06,37,8,0
2020-07-07,24,4,0
2020-07-08,22,5,9
2020-07-09,13,9,0
2020-07-10,9,6,0
2020-07-11,1,0,0
2020-07-12,2,0,0
2020-07-13,9,5,0
2020-07-14,24,4,0
2020-07-15,21,6,4
2020-07-16,15,9,1
2020-07-17,17,2,1
2020-07-18,8,0,3
2020-07-19,4,0,3
2020-07-20,25,6,0
2020-07-21,29,11,0
2020-07-22,28,5,0
2020-07-23,17,9,0
2020-07-24,18,2,3
2020-07-25,8,0,0
2020-07-26,3,0,0
2020-07-27,16,5,0
2020-07-28,7,12,3
2020-07-29,20,4,0
2020-07-30,30,5,1
2020-07-31,6,2,0
2020-08-01,15,0,6
2020-08-02,0,0,2
2020-08-03,7,4,0
2020-08-04,8,4,0
2020-08-05,15,5,2
2020-08-06,17,9,2
2020-08-07,9,9,0
2020-08-08,0,0,1
2020-08-09,0,0,0
2020-08-10,8,7,1
2020-08-11,8,10,0
2020-08-12,29,2,1
2020-08-13,6,3,1
2020-08-14,13,1,1
2020-08-15,0,1,1
2020-08-16,4,0,4
2020-08-17,7,4,0
2020-08-18,18,6,0
2020-08-19,14,5,0
2020-08-20,72,4,0
2020-08-21,10,5,0
2020-08-22,2,9,0
2020-08-23,9,1,5
2020-08-24,12,12,0
2020-08-25,36,3,0
2020-08-26,12,4,1
2020-08-27,15,7,1
2020-08-28,25,4,0
2020-08-29,4,0,3
2020-08-30,0,0,0
2020-08-31,8,6,0
2020-09-01,29,0,3
2020-09-02,14,7,0
2020-09-03,16,6,0
2020-09-04,15,3,0
2020-09-05,3,0,0
2020-09-06,1,0,2
2020-09-07,2,1,2
2020-09-08,29,6,2
2020-09-09,6,1,0
2020-09-10,22,6,2
2020-09-11,33,2,2
2020-09-12,8,1,0
2020-09-13,5,0,2
2020-09-14,13,10,0
2020-09-15,12,5,2
2020-09-16,29,5,0
2020-09-17,33,6,0
2020-09-18,34,2,0
2020-09-19,5,1,2
2020-09-20,4,0,1
2020-09-21,4,7,0
2020-09-22,8,6,0
2020-09-23,11,12,0
2020-09-24,1,5,3
2020-09-25,8,1,0
2020-09-26,6,0,3
2020-09-27,8,0,0
2020-09-28,21,5,0
2020-09-29,17,8,0
2020-09-30,30,8,0
2020-10-01,14,3,3
2020-10-02,19,8,0
2020-10-03,5,0,3
2020-10-04,10,0,6
2020-10-05,18,13,0
2020-10-06,19,11,2
2020-10-07,20,4,3
2020-10-08,39,6,0
2020-10-09,5,7,0
2020-10-10,0,1,2
2020-10-11,15,0,4
2020-10-12,29,1,0
2020-10-13,22,11,0
2020-10-14,6,3,0
2020-10-15,24,4,1
2020-10-16,11,6,3
2020-10-17,22,1,0
2020-10-18,2,0,3
2020-10-19,3,13,0
2020-10-20,15,12,0
2020-10-21,30,10,0
2020-10-22,29,6,1
2020-10-23,39,6,3
2020-10-24,7,0,0
2020-10-25,29,1,3
2020-10-26,7,13,0
2020-10-27,5,13,0
2020-10-28,26,12,0
2020-10-29,19,10,0
2020-10-30,4,2,3
2020-10-31,6,0,0
2020-11-01,12,0,5
2020-11-02,26,8,0
2020-11-03,5,4,0
2020-11-04,5,3,0
2020-11-05,12,5,0
2020-11-06,7,1,0
2020-11-07,5,1,0
2020-11-08,4,0,0
2020-11-09,1,11,0
2020-11-10,6,7,0
