,pytorch/vision,facebookresearch/detectron2,fizyr/keras-retinanet
2020-05-09,-0.7045762499999997,0,0
2020-05-10,-0.47322581249999984,0,1
2020-05-11,4.64504095625,1,1
2020-05-12,1.2177120236718746,3,0
2020-05-13,-1.6580199542578127,2,0
2020-05-14,3.2491276993531253,3,0
2020-05-15,-0.6269426502968751,1,0
2020-05-16,-1.0298389896984372,2,0
2020-05-17,-0.5485650624999998,0,2
2020-05-18,5.61522104375,1,5
2020-05-19,0.9047010949218746,6,0
2020-05-20,3.2316090835390625,2,0
2020-05-21,0.6881398028015626,0,0
2020-05-22,-1.9269391408125,1,0
2020-05-23,-0.9815193696968747,0,0
2020-05-24,-0.6217418382328124,0,0
2020-05-25,-0.45267497999999995,2,0
2020-05-26,2.64230281565625,2,1
2020-05-27,-1.1937595859437504,3,0
2020-05-28,-0.4920056447765626,0,4
2020-05-29,3.7059527835390624,2,0
2020-05-30,-0.36123773969843764,1,0
2020-05-31,0.19083925000000024,3,0
2020-06-01,2.2871574125,3,1
2020-06-02,-1.28202182125,6,1
2020-06-03,0.41882634970312504,7,3
2020-06-04,2.3177435603015626,7,4
2020-06-05,-0.25431770750000005,0,0
2020-06-06,-0.8694057533124999,0,0
2020-06-07,-0.48267273094687496,0,0
2020-06-08,-0.29603970124843754,2,0
2020-06-09,0.7861823239703124,2,2
2020-06-10,0.5407296490515624,1,1
2020-06-11,2.498970599484375,1,1
2020-06-12,-1.1446708372796877,3,0
2020-06-13,-0.4712894564640624,0,1
2020-06-14,-0.2619661632328124,0,0
2020-06-15,-0.17348861249999997,2,0
2020-06-16,-0.13139888624999999,3,0
2020-06-17,0.895323421984375,1,0
2020-06-18,-0.3863319512484376,2,2
2020-06-19,0.8337864364703125,2,0
2020-06-20,-0.4002502396984376,3,0
2020-06-21,-0.14516249999999992,0,1
2020-06-22,1.91077975,2,0
2020-06-23,2.3365566375,2,0
2020-06-24,-1.15867752375,8,0
2020-06-25,-0.47315757926562474,1,1
2020-06-26,3.7086343130171877,2,0
2020-06-27,-1.3958047167656251,1,0
2020-06-28,-0.5693058882328121,2,0
2020-06-29,3.654242865,2,0
2020-06-30,5.55072474521875,1,1
2020-07-01,-0.7136779767625003,0,0
2020-07-02,1.293126310301563,1,0
2020-07-03,1.2370209050000003,2,0
2020-07-04,-1.7975253670625,1,0
2020-07-05,-0.9293238529312497,0,0
2020-07-06,4.4027768675,3,0
2020-07-07,0.04758224168749958,2,0
2020-07-08,0.5126114447093748,3,1
2020-07-09,0.6389482650890623,1,0
2020-07-10,0.7385187019874999,4,0
2020-07-11,-1.2463066399953124,0,0
2020-07-12,1.3740799478015626,1,0
2020-07-13,0.9998864062499999,0,1
2020-07-14,-1.113625356328125,1,0
2020-07-15,1.4274127278046875,0,0
2020-07-16,1.0572784675031248,1,0
2020-07-17,-0.04660030749687505,0,0
2020-07-18,-0.7939224849968749,3,0
2020-07-19,-0.4159680989656249,0,0
2020-07-20,0.73106651896875,0,0
2020-07-21,-0.5050849849968752,0,0
2020-07-22,-0.24636334896562498,0,0
2020-07-23,-0.15244884353125007,4,0
2020-07-24,-0.11804003374687513,1,3
2020-07-25,-0.0727637932312501,0,0
2020-07-26,-0.03686427573281252,0,0
2020-07-27,-0.018957273750000003,4,1
2020-07-28,-0.015876716765625045,2,4
2020-07-29,1.9864165867671875,1,0
2020-07-30,3.4,1,4
2020-07-31,7.59,2,0
2020-08-01,-3.239,0,3
2020-08-02,-1.2633249999999991,0,0
2020-08-03,13.2444095,0,2
2020-08-04,-2.726905225000001,1,0
2020-08-05,-1.468520247499999,1,0
2020-08-06,-0.6601102910312495,1,0
2020-08-07,0.6524358427218748,2,0
2020-08-08,-0.4581326038218754,1,0
2020-08-09,-1.1172857940953125,0,0
2020-08-10,-0.6058463075,1,0
2020-08-11,0.5469853052812494,3,1
2020-08-12,-0.6637623550406255,1,0
2020-08-13,-0.24328279198125002,3,0
2020-08-14,0.8498444600015624,1,0
2020-08-15,-0.4044566205140626,3,1
2020-08-16,-0.17776379323125002,1,0
2020-08-17,-0.09636427573281249,2,0
2020-08-18,-0.05911977375,4,0
2020-08-19,-0.04559696676562504,1,0
2020-08-20,3.9631357242671874,2,0
2020-08-21,1.78104272625,1,0
2020-08-22,-1.335876716765625,2,0
2020-08-23,-0.5665834132328122,0,0
2020-08-24,2.66085,0,2
2020-08-25,1.8606314999999998,3,0
2020-08-26,-0.39728419999999987,1,1
2020-08-27,1.0608283175000002,2,7
2020-08-28,0.8756338116875,0,7
2020-08-29,-1.1811120532281252,0,0
2020-08-30,-0.5689160771984373,2,0
2020-08-31,0.6442403412500001,1,0
2020-09-01,2.432451665953125,0,0
2020-09-02,1.7816601112546873,3,2
2020-09-03,-0.41560322896406254,1,0
2020-09-04,-0.9169138942640623,10,0
2020-09-05,-0.492628009996875,0,0
2020-09-06,-0.319595938965625,0,0
2020-09-07,0.78187688875,2,0
2020-09-08,-0.4723113755156251,2,0
2020-09-09,1.7536337527203125,3,0
2020-09-10,-0.7668376637453127,2,0
2020-09-11,-0.30678945646406247,0,0
2020-09-12,-0.16230366323281245,0,0
2020-09-13,-0.10360586249999999,0,0
2020-09-14,8.92160222625,0,0
2020-09-15,-2.7624384417656254,5,0
2020-09-16,-0.9964979607328119,0,0
2020-09-17,-0.5672534335312498,2,0
2020-09-18,3.611370673534375,3,0
2020-09-19,-1.4674822500000002,1,0
2020-09-20,-0.6295277624999996,1,0
2020-09-21,0.5913845362500001,3,1
2020-09-22,6.396459549109375,0,0
2020-09-23,-1.4461317190953134,1,0
2020-09-24,1.8123765500000006,1,0
2020-09-25,-0.5374915949999999,3,5
2020-09-26,-1.0488646170625,1,0
2020-09-27,-0.60931876543125,0,0
2020-09-28,3.60836893875,3,2
2020-09-29,4.498818254484375,3,0
2020-09-30,-0.4632405418421879,2,0
2020-10-01,1.3408867068546877,2,6
2020-10-02,-0.7078208372796875,1,0
2020-10-03,-0.1504829564640624,0,0
2020-10-04,-0.9488533632328122,2,2
2020-10-05,5.44005773,4,0
2020-10-06,2.7873645154374995,1,3
2020-10-07,6.542766161475,0,0
2020-10-08,-2.805126846678125,0,0
2020-10-09,0.0994898869875005,4,0
2020-10-10,-1.6952182302140624,0,0
2020-10-11,0.051290945001562616,1,0
2020-10-12,3.029623881767187,19,0
2020-10-13,1.1853803181562497,7,0
2020-10-14,5.206279110524999,6,0
2020-10-15,-1.9694890158046885,3,0
2020-10-16,3.420087766639063,1,0
2020-10-17,-2.3294862092640622,1,0
2020-10-18,-1.0940458002156248,0,0
2020-10-19,-0.7072526492656248,2,0
2020-10-20,1.4725391109546875,2,0
2020-10-21,5.993453168021874,1,0
2020-10-22,4.402751156692187,1,0
2020-10-23,2.8402530218546875,3,0
2020-10-24,-3.124791997060937,3,0
2020-10-25,-1.454995066164062,0,0
2020-10-26,5.107259025,1,0
2020-10-27,4.550102665,3,0
2020-10-28,-2.2357418872812502,1,0
2020-10-29,-1.8026899350749996,2,0
2020-10-30,8.917560447510937,5,0
2020-10-31,-3.7093031932234384,1,0
2020-11-01,-1.5193899043968744,0,0
2020-11-02,1.0985700700000003,2,0
2020-11-03,0.7471329206562496,2,0
2020-11-04,0.6812027294937497,4,0
2020-11-05,0.7272307656046875,5,0
2020-11-06,4.787518849267188,5,0
2020-11-07,-2.4275326676562505,1,0
2020-11-08,-1.0711613573281247,3,0
2020-11-09,6.4187582275,2,0
2020-11-10,0.48335479396874925,3,0
2020-11-11,-1.9567180324968747,7,0
2020-11-12,1.0319800175031253,1,0
2020-11-13,-1.232301402496875,5,0
2020-11-14,-0.6609563770593752,3,0
2020-11-15,-0.452627266896875,0,0
2020-11-16,5.71713149625,5,0
2020-11-17,-2.0274493386093755,5,0
2020-11-18,3.1807242320734375,3,0
2020-11-19,2.3643352128015627,2,0
2020-11-20,1.10727156646875,5,0
2020-11-21,-1.7634883264656247,2,0
2020-11-22,-0.8533351749999996,1,0
2020-11-23,-0.5717746424999999,1,0
2020-11-24,-0.4277522505937502,0,0
2020-11-25,-0.3396137743968751,1,0
2020-11-26,1.7908214504374997,0,0
2020-11-27,4.225287658756249,0,0
2020-11-28,-1.8119638032281253,0,0
2020-11-29,-0.6847502396984372,0,0
2020-11-30,2.6221750000000004,0,0
2020-12-01,4.839747,1,0
2020-12-02,3.689837025,0,0
2020-12-03,1.2371811400000001,1,0
2020-12-04,1.5659726977187503,2,0
2020-12-05,-1.41368616029375,0,0
2020-12-06,-1.515056153664062,0,0
2020-12-07,1.1214715037500003,0,0
2020-12-08,1.7599100322031247,1,0
2020-12-09,1.3880788672078122,26,0
2020-12-10,1.2905664250093747,4,0
2020-12-11,0.2820576960406249,2,0
2020-12-12,0.5897742062562499,4,0
2020-12-13,-1.314920344696875,0,0
2020-12-14,1.3400112017671877,4,0
2020-12-15,0.9530464077187499,1,0
2020-12-16,-0.15127688551250018,1,0
2020-12-17,0.11974556375468748,0,0
2020-12-18,-0.7771816624953126,6,0
2020-12-19,-0.41468372072968757,0,0
2020-12-20,0.7354150150031249,0,0
2020-12-21,-0.4815258489656251,1,0
2020-12-22,1.77233090646875,1,0
2020-12-23,1.2393416037531249,0,0
2020-12-24,-0.91216331698125,0,0
2020-12-25,-0.38818037999843735,1,0
2020-12-26,-0.23618927573281245,3,0
2020-12-27,-0.15872277375,1,0
2020-12-28,-0.12187894176562503,1,0
2020-12-29,-0.09805968573281251,2,0
2020-12-30,-0.0696679810312501,0,0
2020-12-31,-0.05892025999687514,1,0
2021-01-01,-0.027166826465625047,0,0
2021-01-02,0.0,0,0
2021-01-03,0.0,1,0
2021-01-04,4.0,0,0
2021-01-05,-0.20000000000000018,0,0
2021-01-06,-0.7199999999999998,1,0
2021-01-07,1.6570000000000003,0,0
2021-01-08,1.17985,4,0
2021-01-09,-0.9690435,0,0
2021-01-10,-0.45184369999999974,2,0
2021-01-11,0.7015650425000001,2,0
2021-01-12,-0.5222296408125002,4,0
2021-01-13,-0.28121259469687504,0,0
2021-01-14,2.8424403142671877,1,0
2021-01-15,0.9901695189687498,3,0
2021-01-16,-1.003640509996875,1,0
2021-01-17,-0.4389476889656248,0,0
2021-01-18,0.74155522625,0,0
2021-01-19,1.5146375332343749,0,0
2021-01-20,4.152133499267188,1,0
2021-01-21,-0.8729335462500001,2,0
2021-01-22,1.9302928022031252,1,0
2021-01-23,-1.4850489232296875,0,0
2021-01-24,-0.6852006889656248,0,0
2021-01-25,3.56721725125,6,0
2021-01-26,1.4795966732343748,4,0
2021-01-27,3.4274351719859375,2,0
2021-01-28,3.7516497284562496,1,0
2021-01-29,1.1951843958203123,0,0
2021-01-30,-2.428082063529687,0,0
2021-01-31,-1.2008469396984371,0,0
2021-02-01,2.2267520675,2,0
2021-02-02,3.5242454991875,1,0
2021-02-03,-1.2703163469781251,1,0
2021-02-04,4.669499083973438,3,0
2021-02-05,-1.5619939617578131,3,0
2021-02-06,-1.424480596459375,0,0
2021-02-07,-0.77493999043125,0,0
2021-02-08,0.49652861625,4,0
2021-02-09,2.315818618453125,3,0
2021-02-10,0.6865034777234371,0,0
2021-02-11,4.8046817120703125,5,0
2021-02-12,2.643536512423437,2,0
2021-02-13,-2.4965849461625,0,0
2021-02-14,-1.088350025732812,0,0
2021-02-15,3.31328463875,0,0
2021-02-16,2.301555736984375,1,0
2021-02-17,-2.0074145360296876,1,0
2021-02-18,0.039348371770312696,1,0
2021-02-19,0.0841365041906248,1,0
2021-02-20,-0.8454150632250004,2,0
2021-02-21,-0.4444215161640625,0,0
2021-02-22,8.731384955,1,0
2021-02-23,2.0907812879374994,1,0
2021-02-24,-1.61584163249375,1,0
2021-02-25,2.5429282108187508,4,0
2021-02-26,0.001203509484374976,4,0
2021-02-27,-1.5772548799984372,1,0
2021-02-28,-0.8598749257328122,0,0
2021-03-01,16.40360997375,0,0
2021-03-02,-2.560163682140626,0,0
2021-03-03,-0.0581555266734366,13,0
2021-03-04,0.5673153970703133,12,0
2021-03-05,-2.1912673277953125,8,0
2021-03-06,-1.2053188364624998,1,0
2021-03-07,-0.8110897389656249,0,0
2021-03-08,1.39823550875,2,0
2021-03-09,1.9142206562343742,1,0
2021-03-10,5.484737415995312,4,0
2021-03-11,2.3207477887546872,5,0
2021-03-12,3.4177946100046874,3,0
2021-03-13,-2.9621782396984373,1,0
2021-03-14,-1.3443599749999993,0,0
2021-03-15,3.126388615,18,0
2021-03-16,1.1588324577187497,4,0
2021-03-17,1.1777762944874999,1,0
2021-03-18,-0.8393588008078126,0,0
2021-03-19,-0.24236111895781254,4,0
2021-03-20,3.013954133242187,2,0
2021-03-21,-1.7487721793968751,2,0
2021-03-22,2.2455050675000003,1,0
2021-03-23,-1.3981040258125002,3,0
2021-03-24,3.312513263021875,2,0
2021-03-25,-0.6279995262453126,4,0
2021-03-26,-1.0091951802140624,2,0
2021-03-27,-0.5374499749984374,1,0
2021-03-28,-0.36708286779531263,1,0
2021-03-29,0.7297510258187498,0,0
2021-03-30,10.529526149703125,0,0
2021-03-31,-0.5448601971984384,8,0
2021-04-01,-2.1969641408124994,4,0
2021-04-02,-1.0798728696968745,0,0
2021-04-03,-0.6635911632328124,0,0
2021-04-04,-0.47069111249999995,1,0
2021-04-05,-0.36420751124999995,1,0
2021-04-06,1.705750684484375,0,0
2021-04-07,6.154900881095312,0,0
2021-04-08,1.4929523041421868,2,0
2021-04-09,-0.09475023969843699,1,0
2021-04-10,-0.5168249999999994,1,0
2021-04-11,-1.0885779999999996,0,0
2021-04-12,2.360746525,5,0
2021-04-13,-0.3595865850000002,4,0
2021-04-14,1.02781920021875,7,0
2021-04-15,-1.1739149138250002,0,0
2021-04-16,0.3902263303078123,1,0
2021-04-17,0.3466323897874999,0,0
2021-04-18,0.3720686192687499,0,0
2021-04-19,4.382323403017187,1,0
2021-04-20,2.182188350953125,4,0
2021-04-21,4.051075746035938,8,0
2021-04-22,0.3439995407359375,1,0
2021-04-23,3.932062287284375,0,0
2021-04-24,-2.8393661030156245,2,0
2021-04-25,-1.333177716248437,2,0
2021-04-26,6.126821051251563,0,0
2021-04-27,3.261382982939062,2,0
2021-04-28,0.9716683367734378,0,0
2021-04-29,-1.5926509497749999,2,0
2021-04-30,0.3989882278062502,1,0
2021-05-01,-1.5280272902921876,0,0
2021-05-02,-0.8529380168968749,0,0
2021-05-03,1.44957040875,1,0
2021-05-04,0.9719506401406246,0,0
2021-05-05,0.8411053492765621,1,0
2021-05-06,-0.13952634520937535,0,0
2021-05-07,3.1825500828031252,5,0
2021-05-08,-1.6091023467640626,0,0
2021-05-09,-0.6929940514656246,0,0
2021-05-10,3.5779207275,1,0
2021-05-11,7.49340004396875,0,0
2021-05-12,-2.358996669996875,0,0
2021-05-13,1.3459990162531257,0,0
2021-05-14,-0.8200226382312499,2,0
2021-05-15,-0.23193378029531253,1,0
2021-05-16,-1.03860185293125,1,0
2021-05-17,8.3999353925,2,0
2021-05-18,-1.1462264433125005,3,0
2021-05-19,1.099093284928125,3,0
2021-05-20,2.1064996303890626,1,0
2021-05-21,18.90108580022031,0,0
2021-05-22,-4.321891480214063,0,0
2021-05-23,-3.761915892498436,1,0
2021-05-24,3.954928648017188,0,0
2021-05-25,2.8085589141093745,2,0
2021-05-26,1.5213878261234375,1,0
2021-05-27,1.7843150657375002,0,0
2021-05-28,-3.1951774430109374,0,0
2021-05-29,-1.6864130262593755,10,0
2021-05-30,-1.1492010031859379,0,0
2021-05-31,-0.6435928071984375,0,0
2021-06-01,6.5259904944062495,0,0
2021-06-02,-1.487951461240626,1,0
2021-06-03,2.7093295680250002,1,0
2021-06-04,7.131199350007813,0,0
2021-06-05,2.4714454338359375,0,0
2021-06-06,-2.2312042499999993,0,0
2021-06-07,5.181163712500001,0,0
2021-06-08,0.8016747212499995,2,0
2021-06-09,10.273825008890626,2,0
2021-06-10,3.648698533104687,0,0
2021-06-11,3.998751330954688,0,0
2021-06-12,-5.121440358821875,0,0
2021-06-13,-2.520927830939062,0,0
2021-06-14,1.3934726875875003,0,0
2021-06-15,2.967854511907812,0,0
2021-06-16,1.3029546690578124,1,0
2021-06-17,0.4556258028656246,0,0
2021-06-18,-0.22807778666718814,0,0
2021-06-19,-1.7081144199859377,1,0
2021-06-20,-0.8898445565953124,0,0
2021-06-21,3.46835536625,2,0
2021-06-22,-0.6050257190468753,0,0
2021-06-23,1.9547539939734375,3,0
2021-06-24,0.5221425205234373,0,0
2021-06-25,0.724971649271875,0,0
2021-06-26,-1.2200471732296876,0,0
2021-06-27,-0.5994980264656249,1,0
2021-06-28,3.6124042925,0,0
2021-06-29,-0.4920722283125003,3,0
2021-06-30,0.046915584053125126,2,0
2021-07-01,1.2113101639703125,1,0
2021-07-02,-1.0355682207296877,1,0
2021-07-03,-0.48746375999687497,0,0
2021-07-04,-0.30917302646562494,0,0
2021-07-05,0.7908447925,0,0
2021-07-06,-0.4651855033125002,0,0
2021-07-07,-0.24072936844687506,1,0
2021-07-08,0.8731253225015625,3,0
2021-07-09,0.6145006532359374,1,0
2021-07-10,-0.461887076465625,0,0
2021-07-11,-0.1877808624999999,0,0
2021-07-12,2.88138022625,1,0
2021-07-13,-0.9857594667656252,0,0
2021-07-14,1.6184154742671877,1,0
2021-07-15,0.17926186374999997,0,0
2021-07-16,2.334678509484375,0,0
2021-07-17,-1.2426208799984375,1,0
2021-07-18,-0.5382510007328123,0,0
2021-07-19,-0.3349748212499999,1,0
2021-07-20,1.7556003747031248,1,0
2021-07-21,-0.7911063996984377,2,0
2021-07-22,2.66944670521875,1,0
2021-07-23,0.8810846355187498,2,0
2021-07-24,-1.0565385635296876,0,0
2021-07-25,0.5113092603015627,0,0
2021-07-26,0.413950775,1,0
2021-07-27,0.3875997025,1,0
2021-07-28,1.37446347896875,1,0
2021-07-29,0.06473712728437497,2,0
2021-07-30,0.275072552203125,0,0
2021-07-31,-0.6896672857296875,0,0
2021-08-01,-0.343950212715625,0,0
2021-08-02,0.782782146984375,0,0
2021-08-03,0.5351381212515625,1,0
2021-08-04,2.4746242100015623,3,0
2021-08-05,-1.1520749830140626,4,0
2021-08-06,3.52333668301875,0,0
2021-08-07,-1.4778428799984376,0,0
2021-08-08,-0.6070720257328122,0,0
2021-08-09,0.6306011137500002,0,0
2021-08-10,-0.5653265780156251,3,0
2021-08-11,-0.3102129512484375,2,0
2021-08-12,1.7861629864703124,0,0
2021-08-13,0.2432581653015623,0,0
2021-08-14,-0.6032271170625001,0,0
2021-08-15,-0.30161451543124995,0,0
2021-08-16,3.84121772625,0,0
2021-08-17,1.6845202832343749,0,0
2021-08-18,0.5901346117671875,0,0
2021-08-19,0.7858045900000001,2,0
2021-08-20,-0.19986070728124994,0,0
2021-08-21,-0.9114120432312499,0,0
2021-08-22,-0.5001926132328123,0,0
2021-08-23,3.6550628175,7,0
2021-08-24,-1.4665434133125004,4,0
2021-08-25,-0.636160325728125,1,0
2021-08-26,4.628300916770312,1,0
2021-08-27,0.2614724662531247,4,0
2021-08-28,-1.2869245432312497,0,0
2021-08-29,-0.6142068632328123,0,0
2021-08-30,-0.3956415949999999,1,0
2021-08-31,4.7075668829375,0,0
2021-09-01,2.2698215345687496,1,0
2021-09-02,3.13365190625,2,0
2021-09-03,-2.334798131328125,0,0
2021-09-04,1.9365170003046877,0,0
2021-09-05,-0.5339180764656251,0,0
2021-09-06,5.9489021875,0,0
2021-09-07,-0.7200110687500003,0,0
2021-09-08,0.2133955086718753,2,0
2021-09-09,-0.5820335519765625,0,0
2021-09-10,0.8565824257406249,1,0
2021-09-11,-1.2604364999140625,0,0
2021-09-12,-0.6388189615468749,0,0
2021-09-13,2.5455074022859376,1,0
2021-09-14,4.7807580469078115,0,0
2021-09-15,-0.3624732361609375,1,0
2021-09-16,1.4670607412531254,1,0
2021-09-17,1.3315544092687501,1,0
2021-09-18,-1.7094725967640625,0,0
2021-09-19,-0.8491559139656246,0,0
2021-09-20,1.44501500375,6,0
2021-09-21,5.982416232203125,0,0
2021-09-22,-1.642928425292188,0,0
2021-09-23,-0.3939683216781247,0,0
2021-09-24,4.9665062019875,0,0
2021-09-25,-2.393458389995313,2,0
2021-09-26,-0.025016214698437178,0,0
2021-09-27,2.072236665,0,0
2021-09-28,0.5365695377187498,2,0
2021-09-29,7.6666365199249995,4,0
2021-09-30,1.6017344418546875,3,0
2021-10-01,1.1425884775015627,1,0
2021-10-02,-2.5621103263265623,0,0
2021-10-03,-1.3087033406468747,0,0
2021-10-04,3.174394986984375,0,0
2021-10-05,5.182092876470312,0,0
2021-10-06,2.001595550520312,2,0
2021-10-07,7.16903290389375,2,0
2021-10-08,0.6203866020765627,0,0
2021-10-09,-3.3789424332265625,0,0
2021-10-10,-1.6763113529312494,0,0
2021-10-11,1.9134786175000003,0,0
2021-10-12,0.2893729041874997,3,0
2021-10-13,2.4433330859593747,1,0
2021-10-14,-0.06894452645781302,2,0
2021-10-15,3.419041897429687,1,0
2021-10-16,-2.3327034661562505,0,0
2021-10-17,-0.0018501536640622707,0,0
2021-10-18,6.09986045375,1,0
2021-10-19,4.356078852203124,2,0
2021-10-20,8.762004256770313,1,0
2021-10-21,3.9633449464718753,1,0
2021-10-22,1.1317687947875008,2,0
2021-10-23,-4.0780105227937495,0,0
2021-10-24,-1.1053321274140617,0,0
2021-10-25,7.313350829484375,0,0
2021-10-26,5.149751053157813,1,0
2021-10-27,5.473942542510938,2,0
2021-10-28,-0.11656763256718783,2,0
2021-10-29,7.103682197815625,1,0
2021-10-30,-5.289736632189063,0,0
2021-10-31,-0.4315927656468741,0,0
