,ansible/ansible,cfengine/core,saltstack/salt
2012-12-06,2,7,31
2012-12-07,1,9,22
2012-12-08,0,0,8
2012-12-09,1,2,21
2012-12-10,1,1,42
2012-12-11,4,8,40
2012-12-12,16,3,33
2012-12-13,5,0,24
2012-12-14,10,26,31
2012-12-15,9,0,4
2012-12-16,4,0,9
2012-12-17,3,9,29
2012-12-18,5,6,20
2012-12-19,8,24,30
2012-12-20,2,12,51
2012-12-21,1,4,22
2012-12-22,0,0,31
2012-12-23,6,0,8
2012-12-24,3,0,17
2012-12-25,0,0,3
2012-12-26,0,19,11
2012-12-27,1,1,60
2012-12-28,0,1,115
2012-12-29,0,2,83
2012-12-30,0,0,24
2012-12-31,0,0,97
2013-01-01,0,0,20
2013-01-02,0,0,20
2013-01-03,10,16,20
2013-01-04,6,4,40
2013-01-05,5,2,22
2013-01-06,3,0,10
2013-01-07,6,20,29
2013-01-08,2,9,28
2013-01-09,13,5,46
2013-01-10,8,30,76
2013-01-11,1,5,51
2013-01-12,2,0,17
2013-01-13,14,34,28
2013-01-14,1,7,53
2013-01-15,0,8,74
2013-01-16,1,13,32
2013-01-17,2,4,34
2013-01-18,10,3,64
2013-01-19,3,1,20
2013-01-20,6,0,30
2013-01-21,8,11,62
2013-01-22,12,13,40
2013-01-23,16,45,31
2013-01-24,6,9,47
2013-01-25,14,10,29
2013-01-26,25,29,33
2013-01-27,3,0,19
2013-01-28,10,6,41
2013-01-29,6,8,55
2013-01-30,2,14,59
2013-01-31,10,1,79
2013-02-01,5,2,34
2013-02-02,22,0,22
2013-02-03,13,3,18
2013-02-04,11,3,33
2013-02-05,2,6,25
2013-02-06,6,18,60
2013-02-07,21,2,58
2013-02-08,6,2,72
2013-02-09,29,0,12
2013-02-10,24,0,12
2013-02-11,6,12,29
2013-02-12,8,7,57
2013-02-13,7,10,55
2013-02-14,9,16,19
2013-02-15,2,29,26
2013-02-16,37,1,17
2013-02-17,26,0,23
2013-02-18,19,23,51
2013-02-19,14,9,44
2013-02-20,29,33,35
2013-02-21,5,51,17
2013-02-22,12,24,26
2013-02-23,47,2,18
2013-02-24,10,0,19
2013-02-25,15,22,42
2013-02-26,9,13,70
2013-02-27,31,9,33
2013-02-28,23,8,41
2013-03-01,44,8,26
2013-03-02,28,6,7
2013-03-03,1,17,19
2013-03-04,2,29,39
2013-03-05,18,13,83
2013-03-06,10,20,16
2013-03-07,13,23,87
2013-03-08,7,15,44
2013-03-09,1,2,13
2013-03-10,13,17,25
2013-03-11,22,43,50
2013-03-12,14,40,60
2013-03-13,9,16,27
2013-03-14,15,41,32
2013-03-15,9,37,21
2013-03-16,10,6,6
2013-03-17,38,2,34
2013-03-18,17,28,41
2013-03-19,9,38,20
2013-03-20,3,12,47
2013-03-21,5,15,52
2013-03-22,7,14,35
2013-03-23,6,1,40
2013-03-24,16,1,37
2013-03-25,7,15,54
2013-03-26,23,14,43
2013-03-27,7,13,12
2013-03-28,3,10,31
2013-03-29,7,4,40
2013-03-30,9,3,7
2013-03-31,8,31,21
2013-04-01,8,13,26
2013-04-02,3,7,12
2013-04-03,9,12,26
2013-04-04,9,33,25
2013-04-05,38,10,56
2013-04-06,26,2,10
2013-04-07,0,0,107
2013-04-08,12,18,36
2013-04-09,6,44,45
2013-04-10,19,28,64
2013-04-11,19,42,41
2013-04-12,20,33,12
2013-04-13,13,4,10
2013-04-14,2,6,6
2013-04-15,0,24,25
2013-04-16,11,32,21
2013-04-17,14,21,25
2013-04-18,7,42,28
2013-04-19,8,14,21
2013-04-20,20,0,22
2013-04-21,13,0,3
2013-04-22,4,12,52
2013-04-23,31,18,29
2013-04-24,7,48,31
2013-04-25,10,47,18
2013-04-26,18,38,23
2013-04-27,41,12,19
2013-04-28,8,1,6
2013-04-29,11,16,37
2013-04-30,11,20,49
2013-05-01,1,3,78
2013-05-02,12,16,92
2013-05-03,8,6,75
2013-05-04,2,14,37
2013-05-05,49,2,22
2013-05-06,4,9,60
2013-05-07,3,35,70
2013-05-08,12,24,49
2013-05-09,5,3,104
2013-05-10,7,33,42
2013-05-11,57,1,26
2013-05-12,2,1,28
2013-05-13,7,8,39
2013-05-14,2,3,37
2013-05-15,8,9,30
2013-05-16,11,3,50
2013-05-17,1,0,80
2013-05-18,27,4,41
2013-05-19,8,0,44
2013-05-20,2,1,42
2013-05-21,4,9,41
2013-05-22,6,11,33
2013-05-23,18,24,50
2013-05-24,8,4,28
2013-05-25,24,0,15
2013-05-26,2,0,39
2013-05-27,8,4,21
2013-05-28,9,13,72
2013-05-29,46,17,59
2013-05-30,14,40,22
2013-05-31,33,8,56
2013-06-01,45,1,31
2013-06-02,9,0,19
2013-06-03,17,5,11
2013-06-04,4,10,15
2013-06-05,8,16,18
2013-06-06,14,8,25
2013-06-07,9,2,24
2013-06-08,13,2,6
2013-06-09,12,1,9
2013-06-10,19,1,25
2013-06-11,7,0,45
2013-06-12,4,5,56
2013-06-13,11,3,75
2013-06-14,14,5,35
2013-06-15,7,3,25
2013-06-16,0,0,23
2013-06-17,36,2,51
2013-06-18,26,2,37
2013-06-19,34,3,52
2013-06-20,53,2,45
2013-06-21,10,1,46
2013-06-22,4,0,17
2013-06-23,6,1,5
2013-06-24,5,4,26
2013-06-25,6,13,44
2013-06-26,10,9,80
2013-06-27,5,4,138
2013-06-28,6,9,50
2013-06-29,4,0,11
2013-06-30,56,0,12
2013-07-01,6,5,91
2013-07-02,4,13,94
2013-07-03,13,9,34
2013-07-04,15,8,47
2013-07-05,15,5,58
2013-07-06,7,1,15
2013-07-07,3,0,28
2013-07-08,9,5,40
2013-07-09,6,8,38
2013-07-10,8,15,31
2013-07-11,23,8,46
2013-07-12,11,9,17
2013-07-13,2,0,73
2013-07-14,4,0,63
2013-07-15,12,13,38
2013-07-16,11,12,40
2013-07-17,2,13,45
2013-07-18,7,4,28
2013-07-19,43,1,20
2013-07-20,42,0,14
2013-07-21,33,2,47
2013-07-22,17,9,25
2013-07-23,9,4,67
2013-07-24,7,5,19
2013-07-25,5,11,34
2013-07-26,4,12,37
2013-07-27,1,0,98
2013-07-28,6,0,45
2013-07-29,4,5,38
2013-07-30,4,4,49
2013-07-31,5,0,18
2013-08-01,5,2,47
2013-08-02,26,0,34
2013-08-03,36,0,10
2013-08-04,3,3,21
2013-08-05,5,1,22
2013-08-06,17,5,35
2013-08-07,6,12,54
2013-08-08,11,34,84
2013-08-09,7,7,29
2013-08-10,24,0,76
2013-08-11,15,0,54
2013-08-12,9,29,58
2013-08-13,14,10,89
2013-08-14,9,7,37
2013-08-15,4,2,67
2013-08-16,9,10,36
2013-08-17,9,1,35
2013-08-18,2,0,16
2013-08-19,15,5,41
2013-08-20,18,11,58
2013-08-21,8,13,50
2013-08-22,27,2,45
2013-08-23,25,14,41
2013-08-24,12,0,7
2013-08-25,5,0,14
2013-08-26,1,9,59
2013-08-27,4,14,21
2013-08-28,17,7,38
2013-08-29,4,3,68
2013-08-30,7,16,83
2013-08-31,1,0,8
2013-09-01,5,0,29
2013-09-02,9,6,23
2013-09-03,15,11,58
2013-09-04,12,16,76
2013-09-05,15,11,86
2013-09-06,28,6,72
2013-09-07,8,0,20
2013-09-08,4,0,31
2013-09-09,14,2,35
2013-09-10,7,5,35
2013-09-11,8,12,51
2013-09-12,3,5,52
2013-09-13,8,9,50
2013-09-14,13,4,30
2013-09-15,7,0,22
2013-09-16,23,22,44
2013-09-17,5,19,38
2013-09-18,17,3,53
2013-09-19,30,5,59
2013-09-20,18,0,63
2013-09-21,14,0,45
2013-09-22,8,0,10
2013-09-23,28,2,33
2013-09-24,19,3,69
2013-09-25,31,2,51
2013-09-26,11,0,67
2013-09-27,8,2,40
2013-09-28,4,0,24
2013-09-29,24,0,16
2013-09-30,21,18,20
2013-10-01,36,16,59
2013-10-02,22,25,47
2013-10-03,24,47,57
2013-10-04,20,12,69
2013-10-05,13,0,9
2013-10-06,6,0,19
2013-10-07,33,4,37
2013-10-08,12,6,44
2013-10-09,22,2,34
2013-10-10,20,2,50
2013-10-11,31,3,33
2013-10-12,21,1,51
2013-10-13,14,2,11
2013-10-14,36,0,47
2013-10-15,27,8,101
2013-10-16,20,1,84
2013-10-17,23,3,163
2013-10-18,14,8,108
2013-10-19,26,2,15
2013-10-20,6,0,15
2013-10-21,21,3,25
2013-10-22,6,1,52
2013-10-23,2,3,49
2013-10-24,13,14,34
2013-10-25,12,6,76
2013-10-26,15,4,24
2013-10-27,12,1,18
2013-10-28,20,12,32
2013-10-29,15,14,36
2013-10-30,5,3,26
2013-10-31,41,17,25
2013-11-01,19,9,34
2013-11-02,9,0,10
2013-11-03,12,0,15
2013-11-04,18,1,15
2013-11-05,9,23,27
2013-11-06,13,6,85
2013-11-07,32,11,51
2013-11-08,21,3,75
2013-11-09,4,0,37
2013-11-10,3,0,16
2013-11-11,10,1,46
2013-11-12,26,11,131
2013-11-13,18,1,68
2013-11-14,28,1,81
2013-11-15,27,5,72
2013-11-16,10,1,29
2013-11-17,5,0,4
2013-11-18,25,11,20
2013-11-19,28,28,50
2013-11-20,6,9,45
2013-11-21,15,4,65
2013-11-22,15,1,40
2013-11-23,7,0,37
2013-11-24,1,0,18
2013-11-25,14,9,43
2013-11-26,7,53,37
2013-11-27,20,12,45
2013-11-28,12,2,54
2013-11-29,2,13,3
2013-11-30,1,0,10
2013-12-01,2,0,33
2013-12-02,18,15,48
2013-12-03,11,53,79
2013-12-04,20,1,57
2013-12-05,25,37,51
2013-12-06,11,10,79
2013-12-07,4,0,6
2013-12-08,7,2,14
2013-12-09,6,13,65
2013-12-10,9,34,50
2013-12-11,3,15,95
2013-12-12,24,17,70
2013-12-13,16,23,102
2013-12-14,4,0,59
2013-12-15,5,1,18
2013-12-16,10,8,27
2013-12-17,14,22,27
2013-12-18,7,13,17
2013-12-19,26,4,31
2013-12-20,29,22,55
2013-12-21,6,3,15
2013-12-22,0,0,15
2013-12-23,6,5,42
2013-12-24,18,0,33
2013-12-25,19,1,13
2013-12-26,19,3,31
2013-12-27,12,10,35
2013-12-28,0,4,12
2013-12-29,2,3,9
2013-12-30,3,64,41
2013-12-31,5,4,40
2014-01-01,0,0,14
2014-01-02,9,9,44
2014-01-03,13,15,46
2014-01-04,15,0,11
2014-01-05,0,0,20
2014-01-06,20,17,33
2014-01-07,10,49,39
2014-01-08,17,20,40
2014-01-09,8,5,29
2014-01-10,8,15,49
2014-01-11,4,24,25
2014-01-12,2,18,28
2014-01-13,9,18,25
2014-01-14,24,30,20
2014-01-15,13,4,24
2014-01-16,13,22,53
2014-01-17,10,10,64
2014-01-18,3,1,21
2014-01-19,6,1,24
2014-01-20,14,12,25
2014-01-21,23,19,23
2014-01-22,13,29,21
2014-01-23,17,51,31
2014-01-24,21,17,32
2014-01-25,6,22,13
2014-01-26,6,8,8
2014-01-27,16,15,21
2014-01-28,17,20,32
2014-01-29,30,42,52
2014-01-30,24,16,53
2014-01-31,4,14,48
2014-02-01,2,4,33
2014-02-02,3,0,16
2014-02-03,13,19,51
2014-02-04,10,6,77
2014-02-05,31,48,51
2014-02-06,13,14,59
2014-02-07,30,2,53
2014-02-08,11,1,94
2014-02-09,8,0,16
2014-02-10,18,18,45
2014-02-11,13,8,81
2014-02-12,30,2,90
2014-02-13,17,9,45
2014-02-14,18,28,50
2014-02-15,7,8,32
2014-02-16,1,0,37
2014-02-17,17,5,34
2014-02-18,25,23,60
2014-02-19,46,13,69
2014-02-20,60,36,89
2014-02-21,18,39,45
2014-02-22,6,4,27
2014-02-23,6,2,26
2014-02-24,26,11,77
2014-02-25,23,39,83
2014-02-26,39,34,93
2014-02-27,22,29,82
2014-02-28,36,51,56
2014-03-01,6,2,20
2014-03-02,7,0,23
2014-03-03,32,39,64
2014-03-04,24,17,77
2014-03-05,29,32,75
2014-03-06,36,29,66
2014-03-07,23,16,72
2014-03-08,12,6,18
2014-03-09,14,0,11
2014-03-10,51,6,155
2014-03-11,88,34,72
2014-03-12,68,61,79
2014-03-13,25,19,65
2014-03-14,21,23,79
2014-03-15,12,1,23
2014-03-16,77,0,16
2014-03-17,28,20,103
2014-03-18,30,18,56
2014-03-19,37,40,49
2014-03-20,24,26,90
2014-03-21,11,10,78
2014-03-22,5,2,43
2014-03-23,15,1,43
2014-03-24,15,14,64
2014-03-25,37,15,38
2014-03-26,29,6,65
2014-03-27,20,9,49
2014-03-28,70,17,38
2014-03-29,5,3,21
2014-03-30,12,2,13
2014-03-31,25,22,59
2014-04-01,18,18,61
2014-04-02,39,16,41
2014-04-03,32,29,39
2014-04-04,13,12,24
