,microsoft/typescript,rescript-lang/rescript-compiler,google/closure-compiler
2023-01-03,3,0,1
2023-01-04,1,0,4
2023-01-05,5,1,0
2023-01-06,6,2,1
2023-01-07,2,1,0
2023-01-08,1,1,0
2023-01-09,8,0,1
2023-01-10,9,2,1
2023-01-11,7,0,1
2023-01-12,4,1,3
2023-01-13,8,0,0
2023-01-14,1,2,1
2023-01-15,1,0,0
2023-01-16,1,0,0
2023-01-17,7,1,0
2023-01-18,4,1,1
2023-01-19,8,0,3
2023-01-20,19,0,1
2023-01-21,5,1,1
2023-01-22,1,0,0
2023-01-23,5,0,1
2023-01-24,3,0,2
2023-01-25,7,1,0
2023-01-26,2,0,3
2023-01-27,6,0,2
2023-01-28,1,1,0
2023-01-29,1,0,0
2023-01-30,3,1,0
2023-01-31,5,0,3
2023-02-01,11,3,0
2023-02-02,11,0,1
2023-02-03,7,1,1
2023-02-04,2,2,0
2023-02-05,1,0,0
2023-02-06,8,4,1
2023-02-07,4,0,1
2023-02-08,2,4,2
2023-02-09,8,1,2
2023-02-10,4,1,1
2023-02-11,1,0,2
2023-02-12,0,0,0
2023-02-13,5,0,1
2023-02-14,10,0,2
2023-02-15,4,0,0
2023-02-16,10,1,2
2023-02-17,5,0,2
2023-02-18,5,0,0
2023-02-19,0,2,0
2023-02-20,1,0,0
2023-02-21,8,0,2
2023-02-22,7,0,1
2023-02-23,4,0,3
2023-02-24,3,1,3
2023-02-25,0,0,1
2023-02-26,1,0,0
2023-02-27,5,0,2
2023-02-28,6,0,1
2023-03-01,19,1,0
2023-03-02,4,1,1
2023-03-03,5,7,1
2023-03-04,2,0,1
2023-03-05,0,4,0
2023-03-06,5,3,4
2023-03-07,20,0,1
2023-03-08,9,2,1
2023-03-09,6,3,4
2023-03-10,5,3,4
2023-03-11,1,1,0
2023-03-12,1,2,0
2023-03-13,2,0,2
2023-03-14,10,1,3
2023-03-15,8,2,0
2023-03-16,8,11,2
2023-03-17,7,7,2
2023-03-18,0,0,3
2023-03-19,2,0,0
2023-03-20,22,4,2
2023-03-21,14,6,4
2023-03-22,7,1,1
2023-03-23,12,0,3
2023-03-24,3,8,4
2023-03-25,1,0,2
2023-03-26,1,2,0
2023-03-27,6,1,1
2023-03-28,5,1,2
2023-03-29,4,1,2
2023-03-30,3,0,0
2023-03-31,6,0,0
2023-04-01,2,0,0
2023-04-02,1,0,0
2023-04-03,3,3,2
2023-04-04,2,0,4
2023-04-05,5,0,0
2023-04-06,6,1,2
2023-04-07,3,0,2
2023-04-08,1,1,0
2023-04-09,0,2,0
2023-04-10,6,4,1
2023-04-11,5,8,1
2023-04-12,5,5,0
2023-04-13,5,23,1
2023-04-14,6,4,1
2023-04-15,3,10,0
2023-04-16,2,4,0
2023-04-17,8,2,1
2023-04-18,8,3,2
2023-04-19,4,2,1
2023-04-20,10,2,1
2023-04-21,4,1,2
2023-04-22,1,1,1
2023-04-23,1,2,0
2023-04-24,2,2,0
2023-04-25,6,0,1
2023-04-26,6,3,0
2023-04-27,4,6,2
2023-04-28,2,0,2
2023-04-29,1,5,0
2023-04-30,1,5,0
2023-05-01,1,1,3
2023-05-02,8,2,0
2023-05-03,2,1,0
2023-05-04,2,1,1
2023-05-05,5,4,0
2023-05-06,1,0,0
2023-05-07,0,0,0
2023-05-08,2,0,1
2023-05-09,8,1,4
2023-05-10,1,1,2
2023-05-11,3,0,7
2023-05-12,4,17,1
2023-05-13,2,0,0
2023-05-14,1,2,0
2023-05-15,4,0,5
2023-05-16,3,4,2
2023-05-17,3,0,0
2023-05-18,4,1,2
2023-05-19,3,0,1
2023-05-20,4,0,0
2023-05-21,1,0,0
2023-05-22,4,4,3
2023-05-23,1,1,1
2023-05-24,11,1,5
2023-05-25,4,0,4
2023-05-26,7,0,0
2023-05-27,0,4,0
2023-05-28,0,2,0
2023-05-29,0,0,0
2023-05-30,5,0,3
2023-05-31,1,0,3
2023-06-01,5,3,6
2023-06-02,3,0,7
2023-06-03,1,2,1
2023-06-04,0,0,0
2023-06-05,5,0,8
2023-06-06,5,0,8
2023-06-07,2,2,5
2023-06-08,6,4,5
2023-06-09,4,2,5
2023-06-10,1,0,1
2023-06-11,1,0,0
2023-06-12,5,0,2
2023-06-13,6,0,9
2023-06-14,2,0,1
2023-06-15,1,0,2
2023-06-16,2,0,1
2023-06-17,1,0,0
2023-06-18,0,0,0
2023-06-19,0,0,0
2023-06-20,5,0,3
2023-06-21,3,3,6
2023-06-22,4,2,3
2023-06-23,5,0,3
2023-06-24,1,0,0
2023-06-25,1,1,0
2023-06-26,9,1,6
2023-06-27,5,1,3
2023-06-28,2,2,4
2023-06-29,4,1,2
2023-06-30,6,0,3
2023-07-01,2,0,0
2023-07-02,0,0,0
2023-07-03,3,0,0
2023-07-04,1,1,0
2023-07-05,2,0,1
2023-07-06,4,0,1
2023-07-07,3,1,1
2023-07-08,1,2,0
2023-07-09,0,0,0
2023-07-10,3,0,3
2023-07-11,1,0,3
2023-07-12,4,0,1
2023-07-13,5,0,3
2023-07-14,2,0,3
2023-07-15,1,0,1
2023-07-16,0,0,0
2023-07-17,2,1,4
2023-07-18,3,2,3
2023-07-19,3,0,6
2023-07-20,7,0,7
2023-07-21,4,0,5
2023-07-22,1,0,0
2023-07-23,1,0,0
2023-07-24,6,0,2
2023-07-25,2,0,2
2023-07-26,3,0,6
2023-07-27,1,2,3
2023-07-28,6,0,3
2023-07-29,1,0,0
2023-07-30,0,0,1
2023-07-31,3,1,7
2023-08-01,2,0,4
2023-08-02,2,0,2
2023-08-03,6,0,6
2023-08-04,2,1,1
2023-08-05,4,0,1
2023-08-06,1,0,0
2023-08-07,7,1,5
2023-08-08,5,3,1
2023-08-09,5,0,3
2023-08-10,1,0,3
2023-08-11,2,0,0
2023-08-12,1,0,0
2023-08-13,0,0,0
2023-08-14,7,0,0
2023-08-15,8,2,2
2023-08-16,8,3,1
2023-08-17,4,3,1
2023-08-18,0,0,7
2023-08-19,1,3,0
2023-08-20,0,2,0
2023-08-21,1,0,3
2023-08-22,3,1,2
2023-08-23,8,0,1
2023-08-24,8,0,1
2023-08-25,2,0,1
2023-08-26,5,2,1
2023-08-27,0,0,1
2023-08-28,11,3,1
2023-08-29,4,0,3
2023-08-30,4,2,5
2023-08-31,2,0,1
2023-09-01,3,0,2
2023-09-02,1,0,0
2023-09-03,1,0,0
2023-09-04,0,1,0
2023-09-05,1,2,3
2023-09-06,4,1,2
2023-09-07,2,2,3
2023-09-08,2,2,1
2023-09-09,1,0,0
2023-09-10,0,0,0
2023-09-11,3,0,3
2023-09-12,5,0,1
2023-09-13,13,3,3
2023-09-14,4,0,1
2023-09-15,4,0,3
2023-09-16,1,0,1
2023-09-17,1,0,0
2023-09-18,2,1,1
2023-09-19,5,1,3
2023-09-20,5,1,1
2023-09-21,6,0,2
2023-09-22,11,0,0
2023-09-23,3,0,0
2023-09-24,1,0,0
2023-09-25,3,0,4
2023-09-26,5,1,1
2023-09-27,3,4,1
2023-09-28,2,1,4
2023-09-29,8,1,0
2023-09-30,1,0,0
2023-10-01,1,0,0
2023-10-02,4,1,4
2023-10-03,3,2,0
2023-10-04,5,1,1
2023-10-05,5,0,0
2023-10-06,2,0,3
2023-10-07,1,0,0
2023-10-08,1,0,0
2023-10-09,3,1,3
2023-10-10,4,3,0
2023-10-11,1,1,2
2023-10-12,4,2,2
2023-10-13,2,0,2
2023-10-14,1,0,0
2023-10-15,1,0,0
2023-10-16,4,0,0
2023-10-17,1,1,0
2023-10-18,1,0,3
2023-10-19,4,2,1
2023-10-20,2,1,0
2023-10-21,1,0,1
2023-10-22,0,1,0
2023-10-23,2,2,3
2023-10-24,5,0,4
2023-10-25,5,1,1
2023-10-26,5,1,0
2023-10-27,3,3,1
2023-10-28,5,0,0
2023-10-29,1,1,0
2023-10-30,4,2,0
2023-10-31,2,6,1
2023-11-01,1,0,1
2023-11-02,3,3,1
2023-11-03,10,1,0
2023-11-04,1,0,0
2023-11-05,1,0,0
2023-11-06,3,3,0
2023-11-07,3,0,0
2023-11-08,2,1,5
2023-11-09,3,1,0
2023-11-10,1,0,1
2023-11-11,0,0,0
2023-11-12,0,0,0
2023-11-13,4,0,1
2023-11-14,2,0,1
2023-11-15,5,0,0
2023-11-16,6,0,2
2023-11-17,4,0,1
2023-11-18,1,0,0
2023-11-19,1,0,0
2023-11-20,4,0,1
2023-11-21,13,3,1
2023-11-22,5,2,1
2023-11-23,0,0,0
2023-11-24,0,0,0
2023-11-25,0,0,0
2023-11-26,0,0,0
2023-11-27,5,1,0
2023-11-28,7,0,1
2023-11-29,10,2,3
2023-11-30,10,0,1
2023-12-01,4,0,0
2023-12-02,2,0,0
2023-12-03,0,0,0
2023-12-04,3,0,1
2023-12-05,3,1,1
2023-12-06,3,3,2
2023-12-07,5,2,3
2023-12-08,7,1,1
2023-12-09,0,0,0
2023-12-10,1,0,0
2023-12-11,7,1,0
2023-12-12,2,4,0
2023-12-13,6,0,0
2023-12-14,0,3,0
2023-12-15,4,0,4
2023-12-16,1,0,1
2023-12-17,0,0,0
2023-12-18,1,2,3
2023-12-19,1,1,1
2023-12-20,1,2,3
2023-12-21,1,1,2
2023-12-22,0,1,0
2023-12-23,0,0,1
2023-12-24,0,0,0
2023-12-25,0,0,0
2023-12-26,1,0,1
2023-12-27,0,1,2
2023-12-28,0,0,0
2023-12-29,0,1,0
2023-12-30,1,1,0
2023-12-31,0,0,0
2024-01-01,0,0,0
2024-01-02,9,0,2
2024-01-03,3,0,1
2024-01-04,5,1,1
2024-01-05,3,0,0
2024-01-06,1,0,0
2024-01-07,0,1,0
2024-01-08,2,0,1
2024-01-09,9,3,3
2024-01-10,5,1,1
2024-01-11,7,0,2
2024-01-12,3,2,3
2024-01-13,1,0,0
2024-01-14,0,0,0
2024-01-15,1,5,0
2024-01-16,6,0,1
2024-01-17,2,3,1
2024-01-18,3,1,3
2024-01-19,9,0,2
2024-01-20,1,5,0
2024-01-21,0,0,1
2024-01-22,2,0,3
2024-01-23,2,1,5
2024-01-24,2,0,0
2024-01-25,3,1,3
2024-01-26,1,1,3
2024-01-27,1,0,1
2024-01-28,2,0,0
2024-01-29,4,2,1
2024-01-30,4,3,2
2024-01-31,3,4,1
2024-02-01,4,3,1
2024-02-02,3,4,0
2024-02-03,0,3,0
2024-02-04,1,0,0
2024-02-05,1,1,0
2024-02-06,1,4,2
2024-02-07,5,5,2
2024-02-08,1,5,1
2024-02-09,2,0,1
2024-02-10,1,8,0
2024-02-11,1,0,0
2024-02-12,3,2,1
2024-02-13,6,1,1
2024-02-14,2,3,1
2024-02-15,4,1,0
2024-02-16,5,1,0
2024-02-17,1,1,0
2024-02-18,0,2,0
2024-02-19,1,0,0
2024-02-20,3,4,3
2024-02-21,3,0,2
2024-02-22,4,0,4
2024-02-23,8,0,0
2024-02-24,1,0,0
2024-02-25,1,0,2
2024-02-26,4,5,2
2024-02-27,3,3,2
2024-02-28,5,0,4
2024-02-29,2,0,3
2024-03-01,5,0,0
2024-03-02,4,0,0
2024-03-03,1,0,0
2024-03-04,6,0,0
2024-03-05,0,3,1
2024-03-06,3,0,0
2024-03-07,1,0,0
2024-03-08,4,0,1
2024-03-09,0,0,1
2024-03-10,1,0,0
2024-03-11,7,0,3
2024-03-12,6,0,3
2024-03-13,4,1,1
2024-03-14,3,5,2
2024-03-15,9,0,0
2024-03-16,2,0,0
2024-03-17,1,0,0
2024-03-18,7,0,0
2024-03-19,5,0,1
2024-03-20,6,2,1
2024-03-21,7,7,2
2024-03-22,1,1,2
2024-03-23,0,0,2
2024-03-24,0,0,0
2024-03-25,8,1,2
2024-03-26,4,0,2
2024-03-27,15,5,0
2024-03-28,5,2,2
2024-03-29,9,0,2
2024-03-30,1,0,0
2024-03-31,0,0,0
2024-04-01,2,0,3
2024-04-02,7,0,5
2024-04-03,7,6,3
2024-04-04,11,2,5
2024-04-05,5,0,0
2024-04-06,1,0,1
2024-04-07,1,1,0
2024-04-08,4,0,4
2024-04-09,4,0,4
2024-04-10,3,0,4
2024-04-11,2,1,3
2024-04-12,8,1,3
2024-04-13,1,0,0
2024-04-14,0,0,0
2024-04-15,2,0,4
2024-04-16,6,1,3
2024-04-17,5,5,3
2024-04-18,5,1,0
2024-04-19,17,1,3
2024-04-20,1,1,0
2024-04-21,0,1,0
2024-04-22,1,0,2
2024-04-23,0,0,2
2024-04-24,5,0,5
2024-04-25,5,0,1
2024-04-26,6,0,2
2024-04-27,0,1,1
2024-04-28,0,3,0
2024-04-29,4,1,2
2024-04-30,3,1,4
2024-05-01,4,1,3
2024-05-02,1,0,1
2024-05-03,1,0,3
2024-05-04,0,0,0
2024-05-05,0,0,0
2024-05-06,4,0,1
2024-05-07,6,0,2
2024-05-08,4,0,0
2024-05-09,2,0,2
2024-05-10,6,0,0
2024-05-11,0,0,0
2024-05-12,0,0,1
2024-05-13,4,1,0
2024-05-14,4,0,1
2024-05-15,1,0,2
2024-05-16,4,3,0
2024-05-17,0,0,2
2024-05-18,0,0,1
2024-05-19,0,0,1
2024-05-20,2,0,2
2024-05-21,7,0,2
2024-05-22,5,0,0
2024-05-23,6,1,5
2024-05-24,7,3,0
2024-05-25,0,7,1
2024-05-26,0,2,0
2024-05-27,0,3,0
2024-05-28,2,0,9
2024-05-29,7,2,12
2024-05-30,4,10,1
2024-05-31,11,2,8
2024-06-01,0,6,0
2024-06-02,0,0,0
2024-06-03,6,0,2
2024-06-04,6,0,1
2024-06-05,1,0,0
2024-06-06,1,0,1
2024-06-07,0,3,0
2024-06-08,0,0,0
2024-06-09,0,0,0
2024-06-10,0,0,3
2024-06-11,0,0,4
2024-06-12,7,0,2
2024-06-13,7,0,0
2024-06-14,7,1,0
2024-06-15,0,3,0
2024-06-16,0,10,0
2024-06-17,5,1,0
2024-06-18,5,1,8
2024-06-19,4,1,0
2024-06-20,3,3,8
2024-06-21,3,0,6
2024-06-22,0,0,0
2024-06-23,0,0,0
2024-06-24,3,0,1
2024-06-25,7,1,3
2024-06-26,7,4,1
2024-06-27,3,30,3
2024-06-28,4,0,2
2024-06-29,0,3,1
2024-06-30,0,2,0
2024-07-01,3,0,5
2024-07-02,0,3,1
2024-07-03,1,2,6
2024-07-04,1,15,0
2024-07-05,0,2,0
2024-07-06,0,5,0
2024-07-07,0,9,0
2024-07-08,3,7,0
2024-07-09,7,1,1
2024-07-10,6,1,0
2024-07-11,1,0,3
2024-07-12,2,2,3
2024-07-13,0,5,0
2024-07-14,0,2,0
2024-07-15,3,0,1
2024-07-16,9,2,1
2024-07-17,8,8,1
2024-07-18,6,7,3
2024-07-19,5,3,1
2024-07-20,3,1,0
2024-07-21,0,3,0
2024-07-22,8,2,5
2024-07-23,4,2,1
2024-07-24,4,12,0
2024-07-25,4,4,0
2024-07-26,6,13,1
2024-07-27,0,2,0
2024-07-28,0,6,0
2024-07-29,3,2,0
2024-07-30,2,3,10
2024-07-31,2,1,2
2024-08-01,1,1,1
2024-08-02,7,1,0
2024-08-03,0,0,0
2024-08-04,0,3,0
2024-08-05,1,3,1
2024-08-06,1,0,0
2024-08-07,0,1,1
2024-08-08,7,3,1
2024-08-09,4,0,0
2024-08-10,0,0,1
2024-08-11,0,0,2
2024-08-12,2,0,1
2024-08-13,6,0,0
2024-08-14,4,0,3
2024-08-15,9,3,0
2024-08-16,6,1,0
2024-08-17,2,0,0
2024-08-18,0,0,0
2024-08-19,5,0,0
2024-08-20,4,4,0
2024-08-21,3,3,0
2024-08-22,4,1,2
2024-08-23,1,2,1
2024-08-24,0,0,0
2024-08-25,0,0,0
2024-08-26,3,1,1
2024-08-27,0,6,1
2024-08-28,1,1,0
2024-08-29,4,1,1
2024-08-30,2,3,2
2024-08-31,0,1,0
2024-09-01,0,2,0
2024-09-02,0,1,0
2024-09-03,2,2,1
2024-09-04,1,2,3
2024-09-05,4,1,0
2024-09-06,2,6,0
2024-09-07,0,2,0
