,definitelytyped/definitelytyped,sindresorhus/type-fest,microsoft/TypeScript
2020-02-25,76,0,23
2020-02-26,54,0,14
2020-02-27,21,0,24
2020-02-28,17,0,7
2020-02-29,0,0,6
2020-03-01,0,0,0
2020-03-02,40,0,12
2020-03-03,14,0,12
2020-03-04,16,0,9
2020-03-05,20,0,8
2020-03-06,36,0,6
2020-03-07,4,0,3
2020-03-08,0,0,1
2020-03-09,12,3,4
2020-03-10,15,1,9
2020-03-11,4,0,15
2020-03-12,22,1,17
