,commaai/openpilot,carla-simulator/carla,apolloauto/apollo
2021-09-20,4,2,-0.03686427573281252
2021-09-21,10,0,-0.018957273750000003
2021-09-22,7,0,-0.015876716765625045
2021-09-23,15,0,-0.013583413232812524
2021-09-24,14,0,0.0
2021-09-25,4,0,0.0
2021-09-26,0,0,0.0
2021-09-27,4,0,0.0
2021-09-28,12,3,0.0
2021-09-29,13,0,0.0
2021-09-30,7,0,0.0
2021-10-01,8,0,0.0
2021-10-02,2,0,0.0
2021-10-03,2,0,0.0
2021-10-04,20,1,0.0
2021-10-05,7,5,0.0
2021-10-06,7,0,0.0
2021-10-07,24,0,0.0
2021-10-08,11,0,0.0
2021-10-09,4,0,1.0
2021-10-10,10,0,-0.30000000000000004
2021-10-11,10,1,-0.10499999999999993
2021-10-12,11,0,0.9405
2021-10-13,8,0,-0.34016250000000003
2021-10-14,13,0,-0.13472024999999993
2021-10-15,11,0,-0.08278086249999997
2021-10-16,9,0,-0.05911977375
2021-10-17,2,0,-0.04559696676562504
2021-10-18,15,6,0.9631357242671875
2021-10-19,10,0,-0.31895727375000005
2021-10-20,12,0,-0.12087671676562498
2021-10-21,12,0,-0.07308341323281249
2021-10-22,4,0,-0.0401625
2021-10-23,8,0,-0.029720249999999997
2021-10-24,1,0,-0.023280862499999996
2021-10-25,10,0,0.98104272625
2021-10-26,13,4,-0.31587671676562507
2021-10-27,11,1,1.8814165867671875
2021-10-28,14,1,-0.6595000000000001
2021-10-29,18,0,-0.25016249999999984
2021-10-30,7,0,-0.14872024999999994
2021-10-31,3,0,-0.10360586249999999
2021-11-01,12,0,0.92160222625
2021-11-02,11,0,0.637561558234375
2021-11-03,1,1,-0.4564979607328125
2021-11-04,14,0,0.80374656646875
2021-11-05,7,17,-0.42682932646562505
2021-11-06,0,0,-0.17488274999999992
2021-11-07,1,0,-0.11250111249999996
2021-11-08,13,9,0.91759936375
2021-11-09,10,11,-0.3645542405156251
2021-11-10,14,3,-0.15774099249843748
2021-11-11,11,1,0.9079593130171875
2021-11-12,16,0,-0.3560392167656251
2021-11-13,7,0,-0.14830366323281244
2021-11-14,5,0,-0.08278086249999997
2021-11-15,6,3,-0.05911977375
2021-11-16,19,0,0.9544030332343749
2021-11-17,29,0,-0.3368642757328126
2021-11-18,22,0,-0.12395727374999993
2021-11-19,15,2,0.924623283234375
2021-11-20,5,0,0.6462540867671874
2021-11-21,7,0,-0.43472025
2021-11-22,5,0,3.8122191375
2021-11-23,5,0,-1.31861977375
2021-11-24,13,0,-0.5057594667656248
2021-11-25,2,0,0.6954154742671876
2021-11-26,10,0,1.4971118637499998
2021-11-27,3,0,-0.858714990515625
2021-11-28,6,0,-0.39208357999843735
2021-11-29,18,0,0.7514249917671876
2021-11-30,11,0,0.5264478829374998
2021-12-01,10,0,0.45794498456875
2021-12-02,15,0,3.46998100125
2021-12-03,7,0,-1.458453764265625
2021-12-04,6,0,-0.5947195967640623
2021-12-05,12,0,-0.3583304389656249
2021-12-06,10,0,-0.23260838625
2021-12-07,11,0,-0.17699585301562504
2021-12-08,15,0,-0.14154085374843756
2021-12-09,11,0,-0.10528922499843758
2021-12-10,2,0,-0.0770902802953127
2021-12-11,8,0,1.9456663470687499
2021-12-12,5,0,-0.6000000000000001
2021-12-13,7,0,-0.20999999999999985
2021-12-14,20,0,-0.11899999999999994
2021-12-15,15,0,-0.080325
2021-12-16,9,0,-0.05944049999999999
2021-12-17,4,0,5.953438275
2021-12-18,3,0,-1.8379145475000003
2021-12-19,1,0,-0.6617534335312496
2021-12-20,2,0,-0.3841668264656249
2021-12-21,6,0,-0.240975
2021-12-22,3,0,-0.17832149999999997
2021-12-23,2,0,-0.13968517499999997
2021-12-24,4,0,2.8862563574999998
2021-12-25,0,0,-0.9952603005937504
2021-12-26,0,0,-0.39650047939687494
2021-12-27,5,0,2.8215
2021-12-28,6,0,-0.020487500000000214
2021-12-29,1,0,-0.7041607499999998
2021-12-30,0,0,-0.3533425874999998
2021-12-31,1,0,-0.23685932124999998
2022-01-01,5,0,-0.17695340029687512
2022-01-02,8,0,-0.14031307719843755
2022-01-03,11,0,-0.08015268375000001
2022-01-04,40,0,-0.06658742404687513
2022-01-05,13,0,-0.056626956464062614
2022-01-06,8,0,-0.013583413232812524
2022-01-07,8,0,0.0
2022-01-08,2,0,0.0
2022-01-09,2,0,0.0
2022-01-10,16,0,0.0
2022-01-11,7,7,0.0
2022-01-12,11,0,0.0
2022-01-13,13,0,0.0
2022-01-14,22,0,1.0
2022-01-15,3,0,-0.30000000000000004
2022-01-16,2,0,-0.10499999999999993
2022-01-17,8,0,-0.05949999999999997
2022-01-18,9,0,-0.0401625
2022-01-19,8,0,-0.029720249999999997
2022-01-20,6,0,-0.023280862499999996
2022-01-21,5,0,-0.018957273750000003
2022-01-22,6,0,-0.015876716765625045
2022-01-23,0,0,-0.013583413232812524
2022-01-24,7,0,0.0
2022-01-25,12,0,0.0
2022-01-26,8,0,0.0
2022-01-27,16,0,0.0
2022-01-28,15,0,0.0
2022-01-29,3,0,0.0
2022-01-30,7,0,0.0
2022-01-31,5,0,0.0
2022-02-01,4,0,0.0
2022-02-02,2,0,0.0
2022-02-03,5,7,0.0
2022-02-04,1,0,0.0
2022-02-05,5,0,0.0
2022-02-06,5,0,0.0
2022-02-07,4,0,0.0
2022-02-08,4,16,0.0
2022-02-09,6,0,0.0
2022-02-10,9,0,0.0
2022-02-11,11,0,0.0
2022-02-12,1,0,0.0
2022-02-13,1,0,0.0
2022-02-14,3,0,1.0
2022-02-15,5,0,-0.30000000000000004
2022-02-16,6,0,-0.10499999999999993
2022-02-17,4,0,0.9405
2022-02-18,2,3,2.6598375
2022-02-19,4,0,-1.0347202500000001
2022-02-20,5,0,-0.3977808624999998
2022-02-21,9,0,5.76238022625
2022-02-22,10,0,0.033915533234374795
2022-02-23,13,0,2.643974974267188
2022-02-24,4,0,-1.85579986125
2022-02-25,3,0,0.14727646198437538
2022-02-26,1,0,-0.8578600635296876
2022-02-27,2,0,1.4944740853015626
2022-02-28,8,0,-0.9386863675000001
2022-03-01,2,0,0.5235392019062499
2022-03-02,8,0,-0.6378032579281252
2022-03-03,5,1,-0.29927955602812517
2022-03-04,1,0,-0.19223142668125007
2022-03-05,3,0,-0.10260094176562504
2022-03-06,1,0,0.9187817892671875
2022-03-07,9,1,1.64496570396875
2022-03-08,5,1,-0.751124100215625
2022-03-09,5,0,1.714623283234375
2022-03-10,3,15,-0.7727459132328125
2022-03-11,6,0,0.6799547500000002
2022-03-12,2,0,0.4982786375
2022-03-13,2,0,4.4491560012499995
2022-03-14,14,0,-0.7777317642656252
2022-03-15,2,0,5.9834389282359375
2022-03-16,6,2,-1.6374641239656254
2022-03-17,10,0,-1.3800670460312496
2022-03-18,7,0,-0.7796687127156248
2022-03-19,4,0,0.47840394698437505
2022-03-20,3,0,0.3042683887515625
2022-03-21,4,0,0.2903894416890622
2022-03-22,7,0,2.2957244383203124
2022-03-23,6,0,-1.2483402043421878
2022-03-24,3,0,2.4446566406046877
2022-03-25,8,0,-1.1852470257328125
2022-03-26,8,0,0.49255411375000024
2022-03-27,4,0,-0.625775603015625
2022-03-28,5,2,0.6562525087515625
2022-03-29,2,0,-0.5349927012484376
2022-03-30,11,0,0.7237813489703124
2022-03-31,6,3,0.5131576890515623
2022-04-01,9,0,-0.5160735127968751
2022-04-02,3,0,-0.2539277634484375
2022-04-03,1,0,-0.138820079265625
2022-04-04,6,1,-0.10242343698281252
2022-04-05,19,5,-0.06887782926562504
2022-04-06,12,2,3.9441784505171875
2022-04-07,13,0,2.765166009484375
2022-04-08,2,0,-0.6494601299984375
2022-04-09,2,0,-0.9715834132328122
2022-04-10,1,0,-0.5036499999999997
2022-04-11,7,0,-0.33903099999999997
2022-04-12,6,2,0.7478330500000001
2022-04-13,8,1,3.501327205
2022-04-14,6,5,-1.4676168245625003
2022-04-15,7,0,-0.6162977937437499
2022-04-16,4,0,-0.348372869696875
2022-04-17,0,0,-0.2039536632328125
2022-04-18,8,0,-0.14216186249999999
2022-04-19,18,0,0.88791927625
2022-04-20,19,1,1.6082941882343749
2022-04-21,8,0,2.2179097197046875
2022-04-22,8,0,-1.22383365293125
2022-04-23,2,0,0.5258375000000003
2022-04-24,4,0,4.41145475
2022-04-25,7,0,1.1917911374999999
2022-04-26,9,16,0.3608202512500003
2022-04-27,13,1,3.6237036482343754
2022-04-28,7,0,-0.2212414180140625
2022-04-29,16,1,-1.6111665892624998
2022-04-30,4,0,-0.8530975759484373
2022-05-01,0,0,-0.559758673015625
2022-05-02,9,1,0.5746732066890623
2022-05-03,10,0,0.3706934235390622
2022-05-04,12,1,0.3811482330203124
2022-05-05,6,4,0.39103504220624974
2022-05-06,15,0,-0.6043329996953126
2022-05-07,5,0,-0.26154957646562493
2022-05-08,1,0,-0.15266361249999996
2022-05-09,9,1,0.88787911375
2022-05-10,6,0,3.6121648969843747
2022-05-11,5,0,1.6233017337515623
2022-05-12,20,0,-1.4279174037484372
2022-05-13,16,3,-0.6226226299984372
2022-05-14,5,0,-0.3824536632328124
2022-05-15,4,0,-0.2626493625
2022-05-16,20,1,0.7987585262500001
2022-05-17,14,3,0.5384516007343749
2022-05-18,13,1,6.461037898454688
2022-05-19,8,0,-0.3664638032281258
2022-05-20,7,0,-1.4754127396984371
2022-05-21,3,0,1.3036172500000003
2022-05-22,1,0,1.9468613875
2022-05-23,8,0,-0.44060488625000005
2022-05-24,11,1,1.008759471984375
2022-05-25,9,0,0.8274522287515624
2022-05-26,5,2,-1.2120629780921877
2022-05-27,6,0,-0.6317223011609375
2022-05-28,1,0,-0.36396921146562494
2022-05-29,0,0,-0.2516716172812501
2022-05-30,6,0,-0.19975647551250014
2022-05-31,3,0,-0.1411032289640626
2022-06-01,8,2,-0.08325139426406261
2022-06-02,12,1,0.9410797400031249
2022-06-03,19,1,1.6728331735343749
2022-06-04,6,0,2.295
2022-06-05,0,0,-0.16949999999999998
2022-06-06,4,0,0.22583750000000025
2022-06-07,5,0,4.30645475
2022-06-08,9,0,0.1322911375
2022-06-09,11,0,-0.3793422487499998
2022-06-10,10,0,-0.0010166017656247917
2022-06-11,10,0,-0.8800222805140625
2022-06-12,8,0,3.4895386369874997
2022-06-13,14,0,1.4489084572859374
2022-06-14,7,0,-0.5606909737484373
2022-06-15,17,0,1.9631173429390625
2022-06-16,11,0,1.5139413640546873
2022-06-17,11,0,-1.5758693169812499
2022-06-18,0,0,-0.7454068299984373
2022-06-19,8,0,-0.48796284573281246
2022-06-20,6,0,3.6466921991875
2022-06-21,14,40,-0.4799244144781254
2022-06-22,13,1,4.096658634785937
2022-06-23,3,0,-0.9610853847796876
2022-06-24,8,0,-1.1335303899953124
2022-06-25,1,0,-0.6022937396984374
2022-06-26,0,0,-0.38315619999999995
2022-06-27,10,0,7.7121262925
2022-06-28,11,0,2.3714112966874996
2022-06-29,5,0,4.471722399053125
2022-06-30,20,0,1.7870757291890622
2022-07-01,12,3,0.06240621707031302
2022-07-02,2,0,0.7063420867671879
2022-07-03,0,0,2.87151435
