,bitcoin/bitcoin,bitcoinj/bitcoinj,libbitcoin/libbitcoin-system
2023-08-29,9,0,-0.012798156799999997
2023-08-30,10,0,0.0
2023-08-31,7,0,0.0
2023-09-01,8,9,0.0
2023-09-02,1,5,0.0
2023-09-03,1,0,0.0
2023-09-04,5,0,0.0
2023-09-05,14,3,0.0
2023-09-06,9,1,0.0
2023-09-07,19,6,0.0
2023-09-08,7,0,0.0
2023-09-09,2,0,0.0
2023-09-10,5,0,0.0
2023-09-11,3,0,0.0
2023-09-12,23,23,0.0
2023-09-13,28,0,0.0
2023-09-14,21,8,0.0
2023-09-15,16,0,0.0
2023-09-16,2,9,0.0
2023-09-17,0,0,0.0
2023-09-18,1,0,0.0
2023-09-19,16,1,0.0
2023-09-20,16,0,0.0
2023-09-21,6,7,0.0
2023-09-22,3,0,0.0
2023-09-23,2,0,0.0
2023-09-24,1,0,0.0
2023-09-25,1,7,0.0
2023-09-26,2,0,0.0
2023-09-27,13,0,0.0
2023-09-28,6,0,0.0
2023-09-29,10,0,0.0
2023-09-30,24,6,0.0
2023-10-01,0,6,0.0
2023-10-02,32,8,0.0
2023-10-03,29,1,0.0
2023-10-04,31,0,0.0
2023-10-05,29,1,0.0
2023-10-06,14,0,0.0
2023-10-07,2,0,0.0
2023-10-08,31,0,0.0
2023-10-09,18,1,0.0
2023-10-10,12,0,0.0
2023-10-11,8,1,0.0
2023-10-12,15,1,0.0
2023-10-13,27,0,0.0
2023-10-14,0,0,0.0
2023-10-15,3,1,0.0
2023-10-16,10,0,0.0
2023-10-17,11,0,0.0
2023-10-18,7,0,0.0
2023-10-19,14,0,0.0
2023-10-20,25,0,0.0
2023-10-21,0,0,0.0
2023-10-22,0,0,0.0
2023-10-23,17,0,0.0
2023-10-24,18,13,0.0
2023-10-25,8,0,0.0
2023-10-26,10,0,0.0
2023-10-27,2,0,0.0
2023-10-28,0,0,0.0
2023-10-29,3,0,0.0
2023-10-30,18,0,0.0
2023-10-31,11,0,0.0
2023-11-01,12,0,0.0
2023-11-02,11,0,0.0
2023-11-03,21,0,0.0
2023-11-04,1,0,0.0
2023-11-05,6,0,0.0
2023-11-06,7,0,0.0
2023-11-07,16,0,0.0
2023-11-08,17,0,0.0
2023-11-09,15,0,0.0
2023-11-10,18,2,0.0
2023-11-11,1,0,0.0
2023-11-12,0,0,0.0
2023-11-13,25,0,0.0
2023-11-14,11,0,0.0
2023-11-15,6,0,0.0
2023-11-16,20,2,0.0
2023-11-17,17,0,0.0
2023-11-18,0,0,0.0
2023-11-19,1,3,0.0
2023-11-20,6,0,0.0
2023-11-21,4,1,0.0
2023-11-22,23,0,0.0
2023-11-23,10,0,0.0
2023-11-24,6,0,0.0
2023-11-25,4,0,0.0
2023-11-26,2,0,0.0
2023-11-27,2,0,0.0
2023-11-28,21,0,0.0
2023-11-29,13,0,0.0
2023-11-30,14,0,0.0
2023-12-01,7,0,0.0
2023-12-02,1,0,0.0
2023-12-03,1,0,0.0
2023-12-04,20,0,0.0
2023-12-05,14,1,0.0
2023-12-06,11,0,0.0
2023-12-07,15,0,0.0
2023-12-08,22,1,0.0
2023-12-09,6,0,0.0
2023-12-10,1,0,0.0
2023-12-11,20,0,0.0
2023-12-12,14,0,0.0
2023-12-13,10,0,0.0
2023-12-14,12,0,0.0
2023-12-15,13,0,0.0
2023-12-16,0,0,0.0
2023-12-17,1,0,0.0
2023-12-18,6,4,0.0
2023-12-19,3,2,0.0
2023-12-20,4,3,0.0
2023-12-21,9,0,0.0
2023-12-22,4,0,0.0
2023-12-23,1,0,0.0
2023-12-24,0,0,0.0
2023-12-25,0,0,0.0
2023-12-26,0,0,0.0
2023-12-27,4,0,0.0
2023-12-28,0,0,0.0
2023-12-29,0,0,0.0
2023-12-30,0,0,0.0
2023-12-31,1,0,0.0
2024-01-01,0,0,0.0
2024-01-02,7,0,0.0
2024-01-03,2,0,0.0
2024-01-04,9,0,0.0
2024-01-05,14,0,0.0
2024-01-06,2,0,0.0
2024-01-07,2,0,0.0
2024-01-08,12,0,0.0
2024-01-09,12,0,0.0
2024-01-10,7,1,0.0
2024-01-11,22,0,0.0
2024-01-12,9,0,0.0
2024-01-13,1,0,0.0
2024-01-14,0,0,0.0
2024-01-15,11,0,0.0
2024-01-16,20,2,0.0
2024-01-17,7,0,0.0
2024-01-18,10,0,0.0
2024-01-19,9,0,0.0
2024-01-20,2,0,0.0
2024-01-21,0,0,0.0
2024-01-22,6,0,0.0
2024-01-23,16,0,0.0
2024-01-24,6,0,0.0
2024-01-25,23,0,0.0
2024-01-26,11,0,0.0
2024-01-27,0,0,3.0
2024-01-28,0,0,-1.1999999999999997
2024-01-29,11,0,9.64
2024-01-30,10,0,-4.191999999999999
2024-01-31,13,4,-1.3248000000000002
2024-02-01,18,0,-0.7298560000000001
2024-02-02,3,0,-0.4848896000000005
2024-02-03,3,0,-0.35463168000000017
2024-02-04,0,0,-0.275099136
2024-02-05,8,0,-0.22210007039999993
2024-02-06,11,0,-0.15155711999999993
2024-02-07,15,1,-0.12798156799999996
2024-02-08,15,0,2.0
2024-02-09,21,1,0.20000000000000018
2024-02-10,3,0,-0.6399999999999999
2024-02-11,4,0,-0.248
2024-02-12,14,0,2.8528
2024-02-13,18,0,-0.30150399999999977
2024-02-14,1,0,4.1641216
2024-02-15,10,0,-2.3717043199999996
2024-02-16,11,0,-0.8374819840000001
2024-02-17,1,0,3.5077919744
2024-02-18,1,0,3.0803602432000003
2024-02-19,4,0,-1.7078348799999996
2024-02-20,14,0,0.5653463040000002
2024-02-21,14,0,-0.5518029823999999
2024-02-22,2,0,-0.12038471680000029
2024-02-23,3,0,-0.995203584
2024-02-24,0,1,7.5145497599999995
2024-02-25,0,0,-2.5409428479999994
2024-02-26,15,0,0.3771798528000001
2024-02-27,19,0,3.399197184
2024-02-28,24,0,-2.7212433408
2024-02-29,17,0,0.9316614143999999
2024-03-01,25,0,-0.4448114688
2024-03-02,3,0,-1.0906298368000003
2024-03-03,1,0,-0.5833026560000001
2024-03-04,11,0,-0.4162980864000001
2024-03-05,16,0,1.7635336192
2024-03-06,6,0,0.022746726400000195
2024-03-07,9,0,-0.7636951039999998
2024-03-08,11,0,-0.296681984
2024-03-09,3,0,-0.18795202560000007
2024-03-10,2,1,-0.11430215680000008
2024-03-11,20,2,7.9241216
2024-03-12,28,0,-0.2597043199999991
2024-03-13,10,0,-2.2086819839999996
2024-03-14,12,1,0.08724797439999998
2024-03-15,7,1,0.06240184319999975
2024-03-16,0,0,2.1155839999999997
2024-03-17,5,0,2.3424384000000003
2024-03-18,28,0,-2.2814540799999996
2024-03-19,10,0,-0.919909376
2024-03-20,18,0,-0.5815675904000002
2024-03-21,12,0,-0.33598423040000025
2024-03-22,11,0,0.777776128
2024-03-23,3,0,1.4250816512000002
2024-03-24,0,0,0.9482524672000001
2024-03-25,13,0,-1.2030173183999997
2024-03-26,29,0,-0.4607926272
2024-03-27,14,0,-0.24115200000000012
2024-03-28,6,0,7.8339327999999995
2024-03-29,7,0,5.675799040000001
2024-03-30,1,0,-4.657823231999999
2024-03-31,1,0,-1.6718507008
2024-04-01,9,0,-0.9647077376000004
2024-04-02,15,0,-0.6396123136000005
2024-04-03,4,0,-0.45327360000000017
2024-04-04,12,0,-0.35363328000000005
2024-04-05,8,0,1.713419264
2024-04-06,9,0,-1.0387866623999997
2024-04-07,6,3,-0.35518341119999997
2024-04-08,5,0,-0.128
2024-04-09,16,0,-0.0832000000000001
2024-04-10,10,1,2.940096
2024-04-11,5,0,3.7540736000000003
2024-04-12,5,0,-1.3967411199999997
2024-04-13,0,0,-1.222311424
2024-04-14,1,0,1.4096036863999999
2024-04-15,13,0,-1.1618560000000002
2024-04-16,22,0,1.4997504
2024-04-17,12,0,-1.12787968
2024-04-18,12,0,-0.48348313600000004
2024-04-19,12,0,-0.32044759040000004
2024-04-20,0,0,0.7917271039999999
2024-04-21,1,1,-0.5094432767999999
2024-04-22,14,0,-0.196237824
2024-04-23,7,10,-0.1263374336
2024-04-24,20,0,-0.07191142400000003
2024-04-25,20,0,-0.05554831360000001
2024-04-26,16,0,-0.022963200000000007
2024-04-27,2,7,-0.018370559999999994
2024-04-28,9,0,3.984844288
2024-04-29,11,8,9.3872018432
2024-04-30,15,0,-4.879999999999999
2024-05-01,15,0,3.4240000000000004
2024-05-02,10,0,-2.8703999999999996
2024-05-03,23,0,-1.1774080000000007
2024-05-04,6,0,-0.7413248000000002
2024-05-05,4,1,-0.5340774400000003
2024-05-06,11,0,-0.412459008
2024-05-07,8,0,-0.33272145919999996
2024-05-08,10,1,1.7673674752000001
2024-05-09,14,0,2.1242214400000003
2024-05-10,6,0,-1.5039907839999997
2024-05-11,6,0,-0.488
2024-05-12,4,0,-0.2752000000000001
2024-05-13,12,0,-0.18470400000000017
2024-05-14,26,4,-0.13578240000000005
2024-05-15,12,0,-0.10563072000000001
2024-05-16,34,0,2.914576896
2024-05-17,6,0,-1.2710634495999997
2024-05-18,1,0,-0.3983944704
