,gfx-rs/wgpu,vulkano-rs/vulkano,gfx-rs/gfx
2019-01-21,10,0,1.1292851199999998
2019-01-22,1,0,-0.915381248
2019-01-23,1,0,0.4594832383999998
2019-01-24,7,0,3.444214784
2019-01-25,0,0,3.8390622208000003
2019-01-26,0,0,-1.5673578495999998
2019-01-27,0,0,-0.7501884416000004
2019-01-28,0,0,0.5374351359999998
2019-01-29,0,0,0.45571307520000015
2019-01-30,2,0,1.4687393791999999
2019-01-31,0,0,0.28776140799999994
2019-02-01,1,0,-0.5962537983999999
2019-02-02,0,0,-0.3569519615999997
2019-02-03,5,0,-0.22351155199999992
2019-02-04,4,0,-0.12202752000000006
2019-02-05,1,0,-0.09770803199999999
2019-02-06,5,1,-0.08113930239999993
2019-02-07,1,1,4.9418285056
2019-02-08,0,0,-0.03932641279999971
2019-02-09,0,1,-0.6124693504000003
2019-02-10,0,0,-0.3200000000000003
2019-02-11,0,0,-0.2160000000000001
2019-02-12,3,0,1.83872
2019-02-13,0,0,-0.5276799999999999
2019-02-14,1,0,-0.2650624000000002
2019-02-15,1,0,0.8151347200000002
2019-02-16,0,0,0.6560655360000003
2019-02-17,0,0,-0.3435413504
2019-02-18,0,0,0.8311423999999998
2019-02-19,0,0,0.68454656
2019-02-20,0,0,-0.36791142399999993
2019-02-21,9,0,-0.19890350080000005
2019-02-22,7,0,0.8810444799999999
2019-02-23,1,0,4.709549568
2019-02-24,0,0,-1.1528218623999997
2019-02-25,0,0,3.5021751295999994
2019-02-26,9,0,2.895085568
2019-02-27,5,0,-1.3403930624
2019-02-28,5,0,-0.6725781504000005
2019-03-01,3,0,-0.4454707200000002
2019-03-02,0,0,-0.33556531200000006
2019-03-03,0,0,2.7317328896000004
2019-03-04,1,0,3.188231168
2019-03-05,1,0,1.8347422720000002
2019-03-06,5,0,0.8285717504000001
2019-03-07,3,0,0.017322598399999833
2019-03-08,5,0,0.2849919999999997
2019-03-09,1,0,-0.6402304000000002
2019-03-10,0,0,-0.4043033600000002
2019-03-11,2,0,0.6951715840000001
2019-03-12,0,3,3.5542673408
2019-03-13,1,0,-1.0528587775999996
2019-03-14,0,0,2.5284610048
2019-03-15,0,1,1.1181468672000001
2019-03-16,0,0,-0.8267930624000001
2019-03-17,0,0,3.5609578496
2019-03-18,0,0,-0.09544191999999985
2019-03-19,2,0,-0.7459025920000003
2019-03-20,3,0,-0.4543785984
2019-03-21,1,0,-0.3239151616
2019-03-22,0,0,0.787239424
2019-03-23,0,0,0.6265653248000003
2019-03-24,0,0,0.6069256192
2019-03-25,1,0,-0.40247756799999984
2019-03-26,0,0,3.7741348864
2019-03-27,0,0,0.08039464960000009
2019-03-28,0,0,-0.5995648000000002
2019-03-29,0,0,-0.3348915200000002
2019-03-30,0,0,-0.23414323200000003
2019-03-31,5,0,-0.1795277824
2019-04-01,3,0,-0.13410826239999996
2019-04-02,1,0,-0.10060503040000002
2019-04-03,1,0,0.9255224320000002
2019-04-04,0,0,1.7357348864000002
2019-04-05,0,0,0.5075306496
2019-04-06,0,0,-0.40800000000000014
2019-04-07,1,0,-0.20960000000000015
2019-04-08,0,0,-0.14073600000000008
2019-04-09,0,0,0.8948992
2019-04-10,0,0,0.7166796799999999
2019-04-11,0,0,0.6513300479999999
2019-04-12,1,0,1.6138285056000001
2019-04-13,0,0,-0.6009264127999999
2019-04-14,0,0,-0.2796053504000002
2019-04-15,0,1,-0.17556480000000013
2019-04-16,0,0,-0.13009152000000007
2019-04-17,0,0,-0.10281523199999998
2019-04-18,0,0,-0.08464138239999994
2019-04-19,0,0,-0.06071050239999992
2019-04-20,0,0,1.9587552256000003
2019-04-21,0,0,0.5750612992000002
2019-04-22,2,0,-0.3600000000000001
2019-04-23,4,0,1.8239999999999998
2019-04-24,0,0,-0.5152
2019-04-25,3,0,0.7553279999999998
2019-04-26,2,0,0.6376063999999999
2019-04-27,2,0,-0.4014822400000001
2019-04-28,0,0,4.775225856
2019-04-29,0,0,-1.1617840127999997
2019-04-30,4,0,-0.5054587904000003
2019-05-01,7,0,-0.3147402240000001
2019-05-02,0,0,-0.2302942208
2019-05-03,4,0,0.8410055679999999
2019-05-04,2,0,-0.32900106239999993
2019-05-05,0,0,-0.17710295040000007
2019-05-06,0,0,-0.11993855999999972
2019-05-07,2,1,-0.09594675199999983
2019-05-08,0,0,-0.025536000000000014
2019-05-09,2,0,0.9795712
2019-05-10,3,0,0.78307328
2019-05-11,4,0,10.705612288
2019-05-12,0,0,-2.3404693503999994
2019-05-13,4,0,-0.9616000000000008
2019-05-14,6,0,-0.5871360000000003
2019-05-15,1,0,0.5844351999999998
2019-05-16,2,0,-0.5182515200000002
2019-05-17,2,0,-0.3360312320000001
2019-05-18,0,0,-0.2610509824
2019-05-19,1,1,4.795665817600001
2019-05-20,0,0,0.8373011456000006
2019-05-21,1,0,4.1795712
2019-05-22,1,0,-1.4169267200000002
2019-05-23,5,0,0.32161228799999964
2019-05-24,3,0,0.3526506495999998
2019-05-25,2,1,-0.6012160000000002
2019-05-26,2,0,-0.38117120000000027
2019-05-27,1,0,-0.28953599999999985
2019-05-28,1,0,-0.23489177599999977
2019-05-29,1,0,-0.14284206079999964
2019-05-30,8,0,2.900297728
2019-05-31,3,0,0.3686855680000002
2019-06-01,1,0,2.5331429376
2019-06-02,1,0,0.16353064959999997
2019-06-03,2,0,0.4111999999999998
2019-06-04,2,0,0.46579199999999976
2019-06-05,3,0,2.4843775999999997
2019-06-06,3,0,26.09058304
2019-06-07,2,0,-3.868512255999999
2019-06-08,0,0,0.11385927679999819
2019-06-09,0,0,-1.2753240064000009
2019-06-10,1,1,-1.6089592832000006
2019-06-11,0,0,1.9142578175999994
2019-06-12,8,0,7.5709131776
2019-06-13,12,0,-1.7037195264
2019-06-14,6,0,-0.6105521151999991
2019-06-15,0,0,-0.2494568447999994
2019-06-16,2,0,5.2079634432
2019-06-17,4,0,-0.7045061631999998
2019-06-18,1,0,-0.034244710400000544
2019-06-19,0,0,16.156931584
2019-06-20,2,0,-0.959388979199999
2019-06-21,0,0,4.641216614399999
2019-06-22,0,0,2.3185074175999993
2019-06-23,2,0,-1.4495821824000004
2019-06-24,2,0,15.392936857599999
2019-06-25,0,0,-3.4852281344
2019-06-26,0,0,5.6693502975999985
2019-06-27,0,0,5.8918777856
2019-06-28,0,0,-3.5605091328
2019-06-29,1,0,-1.8148964352000005
2019-06-30,0,0,-1.2497763328000002
2019-07-01,0,1,-0.8916055040000002
2019-07-02,2,3,2.3327584256000007
2019-07-03,0,0,-0.14563962879999925
2019-07-04,1,0,-0.7199115263999998
2019-07-05,4,1,1.5467557888000005
2019-07-06,0,0,0.33897584640000034
2019-07-07,0,0,1.5297919999999998
2019-07-08,1,0,-0.6628224
2019-07-09,0,0,0.6535910399999998
2019-07-10,0,0,1.559238144
2019-07-11,2,0,0.33461063680000014
2019-07-12,0,0,0.47417640959999985
2019-07-13,0,0,-0.496159744
2019-07-14,0,0,-0.29391585280000004
2019-07-15,0,0,-0.19434557439999994
2019-07-16,0,0,-0.14185902079999999
2019-07-17,1,0,2.905794048
2019-07-18,0,0,0.3213997056000003
2019-07-19,1,0,-0.49625313280000005
2019-07-20,0,0,-0.25085706240000005
2019-07-21,0,0,0.8387306496
2019-07-22,2,0,-0.31020800000000004
2019-07-23,1,0,1.8331776
2019-07-24,3,0,0.48079103999999995
2019-07-25,0,0,-0.45368985599999995
2019-07-26,1,0,0.7466682367999999
2019-07-27,3,0,1.6519018496
2019-07-28,0,0,1.4184012799999999
2019-07-29,5,0,0.31121868799999997
2019-07-30,1,0,1.4436484095999997
2019-07-31,1,0,-0.714438144
2019-08-01,0,0,4.6139727872
2019-08-02,0,0,-1.2509256704
2019-08-03,0,2,3.4181652479999998
2019-08-04,0,0,-1.1865990144
2019-08-05,1,0,-0.5994984448000003
2019-08-06,0,0,-0.39285985280000013
2019-08-07,1,0,0.7222112256000001
2019-08-08,1,0,1.5882836992
2019-08-09,0,0,1.3663462400000004
2019-08-10,2,0,1.261946368
2019-08-11,1,0,-0.7471508479999999
2019-08-12,7,1,0.6013865983999999
2019-08-13,0,0,1.5652992
2019-08-14,3,0,0.34394368
2019-08-15,3,0,0.4518292479999999
2019-08-16,1,0,4.4744441856
2019-08-17,2,2,-1.3083035647999997
2019-08-18,3,0,-0.6068149248000003
2019-08-19,0,0,-0.38185902080000017
2019-08-20,5,0,-0.2622059520000001
2019-08-21,3,0,-0.20628029439999995
2019-08-22,4,0,6.8416028672
2019-08-23,1,0,-1.5114906623999995
2019-08-24,0,0,-0.6444079104000001
2019-08-25,0,0,-0.3983467520000001
2019-08-26,0,0,-0.23520000000000008
2019-08-27,0,0,-0.1787520000000001
2019-08-28,4,0,-0.14300160000000006
2019-08-29,1,0,-0.11848704000000007
2019-08-30,3,0,0.8992860160000005
2019-08-31,3,0,-0.28728545279999973
2019-09-01,0,0,2.92
2019-09-02,0,0,0.3520000000000001
2019-09-03,2,0,-0.4736000000000002
2019-09-04,0,0,-0.24953600000000017
2019-09-05,3,0,3.8307712
2019-09-06,1,0,2.0728652800000003
2019-09-07,1,0,-0.021210112000000114
2019-09-08,1,0,1.2843216895999996
2019-09-09,1,0,3.1815101439999998
2019-09-10,6,0,-1.2627397632
2019-09-11,1,0,0.3796074495999996
2019-09-12,1,0,-0.6137292800000002
2019-09-13,0,0,1.605768192
2019-09-14,1,0,1.2990311424000003
2019-09-15,1,0,1.2390355968
2019-09-16,1,0,-0.7904876544
2019-09-17,0,0,2.5738816512000002
2019-09-18,0,0,-0.8810761215999998
2019-09-19,0,0,0.5864826879999998
2019-09-20,0,0,-0.4822523904000001
2019-09-21,0,0,0.715713536
2019-09-22,2,0,-0.41217556479999984
2019-09-23,1,0,-0.22860052479999993
2019-09-24,1,0,-0.1492548608
2019-09-25,0,0,-0.09719193599999984
2019-09-26,0,0,-0.07987077119999991
2019-09-27,1,0,-0.03481651199999995
2019-09-28,2,0,-0.029396070399999974
2019-09-29,0,0,-0.01438771199999994
2019-09-30,0,0,1.9875306496
2019-10-01,0,0,-0.3999999999999999
2019-10-02,0,0,-0.16000000000000014
2019-10-03,3,1,0.9039999999999999
2019-10-04,2,0,0.7328
2019-10-05,0,0,-0.33107200000000003
2019-10-06,1,0,-0.16885760000000014
2019-10-07,0,0,0.88454656
2019-10-08,0,0,-0.28791142399999986
2019-10-09,0,0,10.8490964992
2019-10-10,0,0,-0.28535551999999953
2019-10-11,0,0,0.6550855679999994
2019-10-12,0,0,-1.1403930624000003
2019-10-13,0,0,-0.6584981504000004
2019-10-14,0,0,0.5389772799999997
2019-10-15,2,0,2.4426234879999997
2019-10-16,1,0,-0.9705928704
2019-10-17,0,0,4.479024128000001
2019-10-18,2,3,-1.3773917183999993
2019-10-19,0,0,0.4199498751999998
2019-10-20,0,5,1.4380244992
2019-10-21,0,0,5.273786879999999
2019-10-22,1,0,2.399152128
2019-10-23,1,1,0.43262351359999984
2019-10-24,7,3,0.7772223487999996
2019-10-25,1,1,-1.0970393600000001
2019-10-26,2,0,0.33625292799999984
2019-10-27,0,5,-0.6361579520000001
2019-10-28,1,0,-0.4227922944000001
2019-10-29,4,0,0.6810985472000003
2019-10-30,0,0,0.5593220096000004
2019-10-31,3,0,-0.4180422655999998
2019-11-01,3,1,0.7978570752
2019-11-02,2,0,0.6765345792
2019-11-03,4,1,-0.353523712
2019-11-04,2,0,2.8135658496
2019-11-05,1,1,2.2810444800000003
2019-11-06,0,0,-0.930450432
2019-11-07,1,0,-0.4568218624000002
2019-11-08,1,0,-0.29462487040000007
2019-11-09,0,1,1.791277568
2019-11-10,0,0,-0.5647514623999998
2019-11-11,0,0,-0.28453591040000015
2019-11-12,0,0,0.8100567040000001
2019-11-13,0,0,-0.34777118719999967
2019-11-14,0,0,-0.16848005119999998
2019-11-15,1,0,0.9111423999999999
2019-11-16,1,0,-0.26745344
2019-11-17,0,1,2.865688576
2019-11-18,2,1,-0.6933675007999999
2019-11-19,2,0,-0.29052672000000024
2019-11-20,2,0,-0.18392371200000004
2019-11-21,6,2,-0.1336981504
2019-11-22,5,0,0.9064652799999999
2019-11-23,0,0,-0.2756741119999999
2019-11-24,0,1,-0.14324951040000006
