,seaweedfs/seaweedfs,ceph/ceph,minio/minio
2023-04-17,1,16.0,4
2023-04-18,5,15.0,2
2023-04-19,0,9.0,2
2023-04-20,1,31.0,1
2023-04-21,2,3.0,4
2023-04-22,1,3.0,0
2023-04-23,1,3.0,0
2023-04-24,3,9.0,2
2023-04-25,1,18.0,3
2023-04-26,0,17.0,6
2023-04-27,1,26.0,7
2023-04-28,0,8.0,6
2023-04-29,1,3.0,1
2023-04-30,0,3.0,1
2023-05-01,1,26.0,1
2023-05-02,0,24.0,5
2023-05-03,0,19.0,9
2023-05-04,1,26.0,5
2023-05-05,0,15.0,1
2023-05-06,0,11.0,5
2023-05-07,3,5.0,1
2023-05-08,1,54.0,4
2023-05-09,0,35.0,5
2023-05-10,4,31.0,2
2023-05-11,1,19.0,5
2023-05-12,0,8.0,5
2023-05-13,0,1.0,1
2023-05-14,0,1.0,0
2023-05-15,0,26.0,3
2023-05-16,3,13.0,9
2023-05-17,0,20.0,5
2023-05-18,0,34.0,4
2023-05-19,2,36.0,4
2023-05-20,0,5.0,0
2023-05-21,2,7.0,1
2023-05-22,2,46.0,4
2023-05-23,0,23.0,3
2023-05-24,1,18.0,1
2023-05-25,0,32.0,7
2023-05-26,0,21.0,9
2023-05-27,0,2.0,2
2023-05-28,0,4.0,1
2023-05-29,2,8.0,1
2023-05-30,2,22.0,4
2023-05-31,1,18.0,6
2023-06-01,0,13.0,3
2023-06-02,0,5.0,4
2023-06-03,2,9.0,2
2023-06-04,1,1.0,2
2023-06-05,5,28.0,2
2023-06-06,4,25.0,3
2023-06-07,1,20.0,5
2023-06-08,0,11.0,2
2023-06-09,1,10.0,1
2023-06-10,0,3.0,1
2023-06-11,1,7.0,3
2023-06-12,2,9.0,6
2023-06-13,2,21.0,4
2023-06-14,3,16.0,2
2023-06-15,0,48.0,8
2023-06-16,1,20.0,3
2023-06-17,2,4.0,2
2023-06-18,2,4.0,3
2023-06-19,0,21.0,3
2023-06-20,8,33.0,5
2023-06-21,0,13.0,6
2023-06-22,0,27.0,3
2023-06-23,0,11.0,7
2023-06-24,1,5.0,1
2023-06-25,7,45.0,2
2023-06-26,9,17.0,2
2023-06-27,0,17.0,4
2023-06-28,0,29.0,2
2023-06-29,0,16.0,2
2023-06-30,0,8.0,3
2023-07-01,0,4.0,0
2023-07-02,0,8.0,0
2023-07-03,1,24.0,3
2023-07-04,2,30.0,1
2023-07-05,1,8.0,2
2023-07-06,3,34.0,7
2023-07-07,1,26.0,7
2023-07-08,1,1.0,8
2023-07-09,0,4.0,1
2023-07-10,1,16.0,5
2023-07-11,4,25.0,8
2023-07-12,1,11.0,3
2023-07-13,1,26.0,8
2023-07-14,0,25.0,4
2023-07-15,0,1.0,3
2023-07-16,1,8.0,0
2023-07-17,3,24.0,3
2023-07-18,0,16.0,4
2023-07-19,1,17.0,5
2023-07-20,0,13.0,3
2023-07-21,0,15.0,5
2023-07-22,1,5.0,2
2023-07-23,0,6.0,1
2023-07-24,2,47.0,4
2023-07-25,0,37.0,2
2023-07-26,0,14.0,4
2023-07-27,0,15.0,7
2023-07-28,0,10.0,4
2023-07-29,0,0.0,3
2023-07-30,0,5.0,2
2023-07-31,0,22.0,6
2023-08-01,1,47.0,5
2023-08-02,0,30.0,3
2023-08-03,0,28.0,5
2023-08-04,0,17.0,5
2023-08-05,0,2.0,3
2023-08-06,0,12.0,0
2023-08-07,0,24.0,1
2023-08-08,0,38.0,2
2023-08-09,2,63.0,3
2023-08-10,1,32.0,6
2023-08-11,0,23.0,4
2023-08-12,0,0.0,0
2023-08-13,1,3.0,0
2023-08-14,0,18.0,1
2023-08-15,0,30.0,7
2023-08-16,0,25.0,4
2023-08-17,8,25.0,2
2023-08-18,0,9.0,2
2023-08-19,1,1.0,2
2023-08-20,3,1.0,1
2023-08-21,5,16.0,5
2023-08-22,6,33.0,2
2023-08-23,5,20.0,3
2023-08-24,1,24.0,5
2023-08-25,0,15.0,5
2023-08-26,1,5.0,2
2023-08-27,3,5.0,1
2023-08-28,7,28.0,1
2023-08-29,2,22.0,4
2023-08-30,0,57.0,5
2023-08-31,1,10.0,3
2023-09-01,2,12.0,6
2023-09-02,1,0.0,2
2023-09-03,0,4.0,0
2023-09-04,0,7.0,3
2023-09-05,4,20.0,1
2023-09-06,3,31.0,6
2023-09-07,3,23.0,4
2023-09-08,1,19.0,0
2023-09-09,0,5.0,1
2023-09-10,0,12.0,0
2023-09-11,3,74.0,3
2023-09-12,1,31.0,4
2023-09-13,1,17.0,6
2023-09-14,1,21.0,7
2023-09-15,1,13.0,6
2023-09-16,7,2.0,3
2023-09-17,4,2.0,2
2023-09-18,9,13.0,3
2023-09-19,8,24.0,7
2023-09-20,0,30.0,3
2023-09-21,9,40.0,5
2023-09-22,6,45.0,4
2023-09-23,10,10.0,1
2023-09-24,2,5.0,0
2023-09-25,20,21.0,6
2023-09-26,4,33.0,5
2023-09-27,1,14.0,1
2023-09-28,3,12.0,1
2023-09-29,0,9.0,6
2023-09-30,3,10.0,6
2023-10-01,6,5.0,1
2023-10-02,6,28.0,2
2023-10-03,8,21.0,1
2023-10-04,0,37.0,1
2023-10-05,4,47.0,0
2023-10-06,1,20.0,5
2023-10-07,0,5.0,1
2023-10-08,1,9.0,3
2023-10-09,1,33.0,0
2023-10-10,1,32.0,11
2023-10-11,0,15.0,2
2023-10-12,3,26.0,9
2023-10-13,6,16.0,4
2023-10-14,0,9.0,3
2023-10-15,1,9.0,0
2023-10-16,1,8.0,3
2023-10-17,0,8.0,2
2023-10-18,1,20.0,5
2023-10-19,2,21.0,0
2023-10-20,1,31.0,2
2023-10-21,0,1.0,2
2023-10-22,2,18.0,0
2023-10-23,0,5.0,2
2023-10-24,2,15.0,8
2023-10-25,0,7.0,6
2023-10-26,1,7.0,5
2023-10-27,0,13.0,0
2023-10-28,0,1.0,3
2023-10-29,0,6.0,1
2023-10-30,3,30.0,5
2023-10-31,0,19.0,2
2023-11-01,5,21.0,4
2023-11-02,0,41.0,2
2023-11-03,0,65.0,4
2023-11-04,0,23.0,0
2023-11-05,1,5.0,1
2023-11-06,1,68.0,3
2023-11-07,1,37.0,0
2023-11-08,1,15.0,4
2023-11-09,3,26.0,4
2023-11-10,1,10.0,2
2023-11-11,0,16.0,4
2023-11-12,0,6.0,0
2023-11-13,10,16.0,2
2023-11-14,1,34.0,5
2023-11-15,0,23.0,1
2023-11-16,1,9.0,4
2023-11-17,2,28.0,4
2023-11-18,1,6.0,2
2023-11-19,0,14.0,2
2023-11-20,13,16.0,2
2023-11-21,8,24.0,7
2023-11-22,0,12.0,6
2023-11-23,1,34.0,1
2023-11-24,21,16.0,4
2023-11-25,0,3.0,0
2023-11-26,6,5.0,1
2023-11-27,2,15.0,3
2023-11-28,0,7.0,10
2023-11-29,0,42.0,1
2023-11-30,1,73.0,5
2023-12-01,0,17.0,4
2023-12-02,0,8.0,5
2023-12-03,0,7.0,0
2023-12-04,0,46.0,4
2023-12-05,1,18.0,4
2023-12-06,2,38.0,6
2023-12-07,2,28.0,4
2023-12-08,0,18.0,6
2023-12-09,1,6.0,2
2023-12-10,0,11.0,0
2023-12-11,1,52.0,0
2023-12-12,2,19.0,2
2023-12-13,4,35.0,5
2023-12-14,2,12.0,8
2023-12-15,0,16.0,2
2023-12-16,0,6.0,1
2023-12-17,0,8.0,0
2023-12-18,0,18.0,2
2023-12-19,0,20.0,3
2023-12-20,1,15.0,2
2023-12-21,3,9.0,2
2023-12-22,8,9.0,7
2023-12-23,3,0.0,2
2023-12-24,2,4.0,0
2023-12-25,0,2.0,1
2023-12-26,0,9.0,0
2023-12-27,1,11.0,3
2023-12-28,5,12.0,1
2023-12-29,3,0.0,2
2023-12-30,0,2.0,2
2023-12-31,1,2.0,0
2024-01-01,1,6.0,1
2024-01-02,8,42.0,4
2024-01-03,6,16.0,0
2024-01-04,0,23.0,2
2024-01-05,12,24.0,3
2024-01-06,2,11.0,1
2024-01-07,0,1.0,0
2024-01-08,4,25.0,3
2024-01-09,3,47.0,2
2024-01-10,1,56.0,3
2024-01-11,4,12.0,4
2024-01-12,9,8.0,3
2024-01-13,0,2.0,4
2024-01-14,2,4.0,0
2024-01-15,2,3.0,1
2024-01-16,15,31.0,5
2024-01-17,4,22.0,2
2024-01-18,15,32.0,7
2024-01-19,1,7.0,5
2024-01-20,2,24.0,1
2024-01-21,3,4.0,0
2024-01-22,15,17.0,3
2024-01-23,0,25.0,1
2024-01-24,6,38.0,13
2024-01-25,4,140.0,2
2024-01-26,3,14.0,4
2024-01-27,2,2.0,3
2024-01-28,12,12.0,5
2024-01-29,5,36.0,8
2024-01-30,3,56.0,8
