,bitcoinj/bitcoinj,libbitcoin/libbitcoin-system,bitcoin/bitcoin
2024-05-23,0,3,16
2024-05-24,0,7,9
2024-05-25,0,14,0
2024-05-26,0,1,0
2024-05-27,0,2,1
2024-05-28,0,7,3
2024-05-29,0,13,10
2024-05-30,0,9,16
2024-05-31,0,4,6
2024-06-01,6,5,0
2024-06-02,0,6,4
2024-06-03,0,3,11
2024-06-04,0,3,9
2024-06-05,0,1,18
2024-06-06,0,1,11
2024-06-07,0,0,19
2024-06-08,0,0,3
2024-06-09,0,2,3
2024-06-10,0,0,21
2024-06-11,0,0,14
2024-06-12,0,2,18
2024-06-13,0,1,17
2024-06-14,0,1,12
2024-06-15,0,0,0
2024-06-16,0,0,1
2024-06-17,0,1,12
2024-06-18,0,2,22
2024-06-19,0,0,7
2024-06-20,0,0,10
2024-06-21,0,2,18
2024-06-22,0,1,2
2024-06-23,1,0,0
2024-06-24,2,0,5
2024-06-25,1,0,7
2024-06-26,1,1,20
2024-06-27,5,0,17
2024-06-28,1,4,4
2024-06-29,0,4,1
2024-06-30,0,1,2
2024-07-01,1,1,39
2024-07-02,0,8,21
2024-07-03,0,3,5
2024-07-04,0,2,11
2024-07-05,0,1,8
2024-07-06,0,4,5
2024-07-07,0,23,0
2024-07-08,0,13,11
2024-07-09,0,3,13
2024-07-10,0,2,7
2024-07-11,0,0,14
2024-07-12,2,0,9
2024-07-13,0,0,1
2024-07-14,1,1,3
2024-07-15,1,8,11
2024-07-16,0,6,25
2024-07-17,0,2,11
2024-07-18,0,2,14
2024-07-19,0,0,18
2024-07-20,0,0,3
2024-07-21,0,3,0
2024-07-22,0,6,14
2024-07-23,0,0,19
2024-07-24,0,0,20
2024-07-25,1,0,32
2024-07-26,0,4,13
2024-07-27,0,0,1
2024-07-28,0,2,1
2024-07-29,0,0,5
2024-07-30,0,1,17
2024-07-31,0,3,24
2024-08-01,1,5,12
2024-08-02,3,0,30
2024-08-03,11,1,6
2024-08-04,0,2,11
2024-08-05,2,2,33
2024-08-06,0,2,16
2024-08-07,0,2,14
2024-08-08,0,0,18
2024-08-09,0,0,14
2024-08-10,0,0,3
2024-08-11,0,0,1
2024-08-12,0,7,23
2024-08-13,0,2,15
2024-08-14,0,6,15
2024-08-15,2,0,4
2024-08-16,0,0,83
2024-08-17,0,0,0
2024-08-18,0,7,0
