,DevExpress/testcafe,seleniumhq/selenium,cypress-io/cypress
2023-10-13,0,-3.506798592000001,1
2023-10-14,0,-0.8706370560000005,0
2023-10-15,0,-1.3245988864000005,0
2023-10-16,3,7.2645129216,4
2023-10-17,1,13.9735477248,2
2023-10-18,0,-2.080637132799999,3
2023-10-19,0,-0.06832117759999967,0
2023-10-20,1,-0.32947455999999953,0
2023-10-21,0,-1.7409794048000002,0
2023-10-22,0,1.9190573055999995,0
2023-10-23,0,14.5876355072,2
2023-10-24,1,-0.07480739839999906,4
2023-10-25,0,1.2560461824000004,1
2023-10-26,1,5.6644201471999995,4
2023-10-27,2,9.1593673728,5
2023-10-28,0,-3.9024458752,0
2023-10-29,0,-1.9831236608000014,0
2023-10-30,1,8.657350143999999,1
2023-10-31,1,12.975478476800001,2
2023-11-01,0,19.205370265600003,1
2023-11-02,1,2.9520123904,2
2023-11-03,0,4.6079002623999985,3
2023-11-04,0,-4.0173673472,0
2023-11-05,0,-0.04889620480000101,0
2023-11-06,0,3.395007999999999,4
2023-11-07,0,-2.98435584,5
2023-11-08,0,2.121613824,1
2023-11-09,4,6.867294105600002,0
2023-11-10,1,18.9689544704,0
2023-11-11,0,-5.811999743999999,0
2023-11-12,0,-0.6388341760000014,0
2023-11-13,0,7.9822631936,2
2023-11-14,0,3.6655264768,3
2023-11-15,0,-2.1841741824000005,0
2023-11-16,1,0.033475071999998995,5
2023-11-17,0,0.2451733504000002,0
2023-11-18,0,-1.5681714175999986,0
2023-11-19,0,-0.9808191487999997,0
2023-11-20,1,0.47021977599999987,4
2023-11-21,1,2.3739963392000005,4
2023-11-22,1,0.985736192000001,4
2023-11-23,0,2.1356157952,0
2023-11-24,1,0.9873017856000001,0
2023-11-25,0,0.08394987519999997,0
2023-11-26,0,7.306824499199999,0
2023-11-27,0,3.99391488,2
2023-11-28,0,-2.1378334720000005,2
2023-11-29,1,4.9005556735999996,4
2023-11-30,0,-1.9401572351999998,1
2023-12-01,0,10.9917279232,0
2023-12-02,0,-2.0877565951999997,0
2023-12-03,0,2.341087027199999,0
2023-12-04,0,3.1616526336,0
2023-12-05,0,6.9201461248000005,4
2023-12-06,2,14.0915915776,0
2023-12-07,2,8.148592128,0
2023-12-08,0,6.039490457599999,0
2023-12-09,0,-1.7573744639999997,0
2023-12-10,0,-3.2388947968000013,0
2023-12-11,1,6.022575001599999,1
2023-12-12,0,0.9329859584000002,1
2023-12-13,1,4.433139199999999,1
2023-12-14,0,1.0178125824000008,3
2023-12-15,0,0.5327004672000006,1
2023-12-16,0,0.034165452800000606,0
2023-12-17,0,-1.5131003904,0
2023-12-18,0,11.1283109888,0
2023-12-19,4,7.975245824000001,4
2023-12-20,1,7.338684108800001,0
2023-12-21,0,2.0133433344,0
2023-12-22,2,11.752325939199999,2
2023-12-23,0,4.1890740224,0
2023-12-24,0,-4.249825075200001,0
2023-12-25,0,-2.3752721408000017,0
2023-12-26,0,5.327220736,5
2023-12-27,1,8.2978962432,0
2023-12-28,0,4.306755993600001,5
2023-12-29,0,-2.4772491264000003,4
2023-12-30,0,-1.0461722623999998,0
2023-12-31,0,0.4711183360000004,0
2024-01-01,0,5.6670782464,0
2024-01-02,0,-1.1890918400000001,3
2024-01-03,0,7.634525696,3
2024-01-04,0,0.28987115520000106,1
2024-01-05,0,2.0561079296000004,4
2024-01-06,0,0.14372116479999986,1
2024-01-07,0,2.6043518975999995,0
2024-01-08,1,2.3372153856,1
2024-01-09,0,7.2465533952,5
2024-01-10,1,5.2033559552,5
2024-01-11,0,0.028073881600000128,4
2024-01-12,1,2.8275042303999998,6
2024-01-13,0,-2.2390715392000002,0
2024-01-14,0,-0.27069890560000043,0
2024-01-15,1,-0.07914362880000025,0
2024-01-16,0,1.0521928704,4
2024-01-17,0,5.9682530304000005,2
2024-01-18,0,10.9781499904,3
2024-01-19,0,1.4573124607999999,2
2024-01-20,0,6.4014885887999995,0
2024-01-21,0,5.790025728,0
2024-01-22,0,3.552275967999999,5
2024-01-23,0,16.7443198976,3
2024-01-24,0,-0.8473862144000002,2
2024-01-25,0,9.083931955199999,0
2024-01-26,0,2.0321574911999996,0
2024-01-27,0,-3.1009917952000006,0
2024-01-28,0,-2.549898240000001,0
2024-01-29,0,-0.7492566016,1
2024-01-30,0,3.5312154624000005,4
2024-01-31,0,-2.0175996927999984,0
2024-02-01,0,-0.1579105279999995,2
2024-02-02,0,1.1380971520000007,2
2024-02-03,0,-0.9532782591999992,0
2024-02-04,0,-0.45778196479999994,0
2024-02-05,0,1.7388599295999998,2
2024-02-06,0,3.408242688,4
2024-02-07,0,7.884091289600001,0
2024-02-08,0,4.663868928,4
2024-02-09,0,-2.427441152,4
2024-02-10,0,-1.2187167744000007,0
2024-02-11,0,0.1936596991999997,0
2024-02-12,0,0.21940735999999983,0
2024-02-13,0,7.260906496,1
2024-02-14,0,2.8941683712,1
2024-02-15,0,2.9805461504000004,4
2024-02-16,3,0.9439258624000004,1
2024-02-17,1,6.357949747199999,0
2024-02-18,0,-0.48964352000000044,0
2024-02-19,1,8.325575167999999,1
2024-02-20,1,-0.03689482239999986,3
2024-02-21,0,-1.1557566464000004,1
2024-02-22,0,-1.5091013632,6
2024-02-23,0,1.040432128,1
2024-02-24,0,-1.0859412479999997,0
2024-02-25,0,-0.6608591871999997,0
2024-02-26,0,1.5193801728000003,0
2024-02-27,0,-0.7072247807999994,1
2024-02-28,0,-0.39585535999999966,0
2024-02-29,1,0.8113466368000001,1
2024-03-01,0,1.6864772096,0
2024-03-02,0,-0.5598474239999999,0
2024-03-03,0,0.7262036991999998,0
2024-03-04,0,1.63654656,1
2024-03-05,0,0.3984885760000001,1
2024-03-06,0,-0.5044395008000001,1
2024-03-07,0,0.7326156799999999,0
2024-03-08,0,2.611022848,2
2024-03-09,0,0.1736544256000001,0
2024-03-10,0,1.4037409791999997,0
2024-03-11,0,5.273730048,4
2024-03-12,0,-1.5925074944,9
2024-03-13,0,3.2540367871999996,1
2024-03-14,0,5.7285815295999996,1
2024-03-15,1,12.941731328,0
2024-03-16,0,-4.018632806399999,0
2024-03-17,0,-0.8786220032000012,0
2024-03-18,0,5.599850905599999,3
2024-03-19,0,0.6442678272000002,0
2024-03-20,0,4.1234354176,1
2024-03-21,0,2.7079301119999997,3
2024-03-22,0,-0.28922818559999985,0
2024-03-23,0,7.3089180672000005,0
2024-03-24,0,-2.8251765759999996,0
2024-03-25,0,28.668622848,1
2024-03-26,0,7.086583705600002,1
2024-03-27,1,6.112375091199999,1
2024-03-28,0,-2.4390495232000013,0
2024-03-29,1,1.3955326975999984,4
2024-03-30,0,-2.295942656000001,0
2024-03-31,0,-2.2719961088000007,0
2024-04-01,1,2.3667390463999993,0
2024-04-02,0,1.9936409600000013,4
2024-04-03,0,2.878804480000001,2
2024-04-04,0,-0.03768360959999928,0
2024-04-05,0,1.5757422592,0
2024-04-06,0,0.6371826688,0
2024-04-07,0,-0.1645936640000003,0
2024-04-08,0,2.1392285695999997,0
2024-04-09,2,2.844726272,1
2024-04-10,0,3.5352725504,3
2024-04-11,0,-0.7656278015999998,3
2024-04-12,0,2.898904064,1
2024-04-13,0,-1.4533920768,0
2024-04-14,0,2.2174594047999996,0
2024-04-15,0,-1.1251017728,1
2024-04-16,0,-0.6254193664000002,1
2024-04-17,0,-0.4461652991999999,3
2024-04-18,0,-0.32125788159999963,4
2024-04-19,0,-0.22104934399999984,1
2024-04-20,0,-0.13130659839999975,0
2024-04-21,0,-0.10065756159999989,0
2024-04-22,1,-0.04316313599999982,2
2024-04-23,1,-0.03740805119999989,5
2024-04-24,0,0.0,1
2024-04-25,2,0.0,1
2024-04-26,0,0.0,1
2024-04-27,0,0.0,0
2024-04-28,0,0.0,0
2024-04-29,1,0.0,1
2024-04-30,1,0.0,5
2024-05-01,0,0.0,2
2024-05-02,0,0.0,7
2024-05-03,0,0.0,0
2024-05-04,0,0.0,0
2024-05-05,0,0.0,0
2024-05-06,0,0.0,6
2024-05-07,0,0.0,4
2024-05-08,0,0.0,2
2024-05-09,0,0.0,1
2024-05-10,0,0.0,3
2024-05-11,0,0.0,0
2024-05-12,0,0.0,0
2024-05-13,0,0.0,1
2024-05-14,0,0.0,0
2024-05-15,0,0.0,1
2024-05-16,0,0.0,0
2024-05-17,0,0.0,3
2024-05-18,0,0.0,0
2024-05-19,0,0.0,0
2024-05-20,0,0.0,2
2024-05-21,0,0.0,5
2024-05-22,0,0.0,1
2024-05-23,0,0.0,1
2024-05-24,0,0.0,1
2024-05-25,0,0.0,0
2024-05-26,0,0.0,0
2024-05-27,0,0.0,0
2024-05-28,0,0.0,0
2024-05-29,0,0.0,1
2024-05-30,0,0.0,1
2024-05-31,0,0.0,0
2024-06-01,0,0.0,0
2024-06-02,0,0.0,0
2024-06-03,1,0.0,4
2024-06-04,1,0.0,3
2024-06-05,0,0.0,1
2024-06-06,0,0.0,0
2024-06-07,0,0.0,15
2024-06-08,0,0.0,0
2024-06-09,0,0.0,0
2024-06-10,1,0.0,0
2024-06-11,1,0.0,5
2024-06-12,0,0.0,4
2024-06-13,0,0.0,0
2024-06-14,0,0.0,0
2024-06-15,0,0.0,0
2024-06-16,0,0.0,0
2024-06-17,0,0.0,0
2024-06-18,0,0.0,2
2024-06-19,0,0.0,0
2024-06-20,0,0.0,1
2024-06-21,0,0.0,3
2024-06-22,0,0.0,0
2024-06-23,0,0.0,0
2024-06-24,0,0.0,2
2024-06-25,1,0.0,0
2024-06-26,0,0.0,2
2024-06-27,1,0.0,0
2024-06-28,1,0.0,2
2024-06-29,0,0.0,0
2024-06-30,0,0.0,0
2024-07-01,1,0.0,2
2024-07-02,0,0.0,4
2024-07-03,1,0.0,2
2024-07-04,0,0.0,0
2024-07-05,0,0.0,0
2024-07-06,0,0.0,0
2024-07-07,0,0.0,0
2024-07-08,0,0.0,2
2024-07-09,0,0.0,0
2024-07-10,0,0.0,0
2024-07-11,0,0.0,4
2024-07-12,0,0.0,3
2024-07-13,0,0.0,1
2024-07-14,0,0.0,0
2024-07-15,0,0.0,2
2024-07-16,0,0.0,4
2024-07-17,0,0.0,1
2024-07-18,1,0.0,0
2024-07-19,0,0.0,0
