,tryghost/ghost,getgrav/grav,WordPress/WordPress
2017-09-08,0,8,12
2017-09-09,0,0,8
2017-09-10,1,0,6
2017-09-11,5,1,6
2017-09-12,10,0,3
2017-09-13,1,1,3
2017-09-14,5,4,1
2017-09-15,0,8,2
2017-09-16,0,0,2
2017-09-17,0,0,3
2017-09-18,4,0,2
2017-09-19,6,1,13
2017-09-20,6,0,4
2017-09-21,9,1,9
2017-09-22,2,0,15
2017-09-23,0,4,8
2017-09-24,0,0,7
2017-09-25,12,2,6
2017-09-26,12,2,10
2017-09-27,4,2,22
2017-09-28,15,3,10
2017-09-29,0,4,13
2017-09-30,0,1,4
2017-10-01,0,0,5
