,highcharts/highcharts,plotly/plotly.js,d3/d3
2023-05-27,1,0,0
2023-05-28,0,0,0
2023-05-29,4,4,0
2023-05-30,19,6,0
2023-05-31,18,8,0
2023-06-01,11,7,0
2023-06-02,13,7,0
2023-06-03,2,3,2
2023-06-04,0,0,0
2023-06-05,23,6,0
2023-06-06,16,8,0
2023-06-07,31,6,0
2023-06-08,7,2,18
2023-06-09,3,5,18
2023-06-10,1,0,7
2023-06-11,1,0,6
2023-06-12,9,2,6
2023-06-13,12,0,3
2023-06-14,16,0,9
2023-06-15,34,0,7
2023-06-16,33,0,8
2023-06-17,1,0,6
2023-06-18,1,0,2
2023-06-19,20,0,1
2023-06-20,39,0,1
2023-06-21,9,2,4
2023-06-22,34,0,5
2023-06-23,37,1,1
2023-06-24,0,0,0
2023-06-25,1,0,1
2023-06-26,35,0,0
2023-06-27,22,3,0
2023-06-28,43,10,0
2023-06-29,52,7,0
2023-06-30,40,4,0
2023-07-01,0,0,0
2023-07-02,5,0,0
2023-07-03,252,0,0
2023-07-04,40,8,0
2023-07-05,50,15,0
2023-07-06,42,3,0
2023-07-07,23,5,0
2023-07-08,0,0,0
2023-07-09,0,0,0
2023-07-10,30,2,0
2023-07-11,12,0,0
2023-07-12,12,0,0
2023-07-13,12,0,0
2023-07-14,22,0,0
2023-07-15,0,0,0
2023-07-16,0,0,0
2023-07-17,21,7,0
2023-07-18,12,12,0
2023-07-19,22,4,0
2023-07-20,3,3,0
2023-07-21,3,2,0
2023-07-22,0,0,0
2023-07-23,0,0,0
2023-07-24,15,4,0
2023-07-25,8,11,0
2023-07-26,7,1,0
2023-07-27,11,0,0
2023-07-28,4,4,0
2023-07-29,3,0,2
2023-07-30,0,0,0
2023-07-31,17,5,1
2023-08-01,23,3,0
2023-08-02,9,8,0
2023-08-03,16,0,0
2023-08-04,16,0,0
2023-08-05,0,2,0
2023-08-06,0,0,0
2023-08-07,15,0,0
2023-08-08,5,1,1
2023-08-09,19,0,0
2023-08-10,21,2,0
2023-08-11,14,14,0
2023-08-12,0,3,0
2023-08-13,0,0,0
2023-08-14,23,0,0
2023-08-15,3,7,0
2023-08-16,40,7,0
2023-08-17,38,2,0
2023-08-18,21,6,0
2023-08-19,0,0,0
2023-08-20,0,6,0
2023-08-21,52,2,2
2023-08-22,44,7,0
2023-08-23,34,1,1
2023-08-24,206,4,1
2023-08-25,24,0,0
2023-08-26,0,0,0
2023-08-27,1,0,0
2023-08-28,64,0,0
2023-08-29,32,1,0
2023-08-30,51,0,0
2023-08-31,68,3,0
2023-09-01,27,2,0
2023-09-02,0,1,0
2023-09-03,6,0,0
2023-09-04,45,0,0
2023-09-05,33,0,0
2023-09-06,27,0,0
2023-09-07,25,0,0
2023-09-08,21,0,0
2023-09-09,0,0,0
2023-09-10,0,0,0
2023-09-11,23,1,0
2023-09-12,30,0,0
2023-09-13,18,1,0
2023-09-14,25,3,0
2023-09-15,12,4,0
2023-09-16,0,0,0
2023-09-17,0,8,0
2023-09-18,25,0,0
2023-09-19,23,2,0
2023-09-20,28,0,0
2023-09-21,43,1,0
2023-09-22,16,10,0
2023-09-23,0,0,0
2023-09-24,0,0,0
2023-09-25,5,1,0
2023-09-26,20,0,0
2023-09-27,10,1,0
2023-09-28,28,1,0
2023-09-29,3,0,0
2023-09-30,5,3,0
2023-10-01,7,0,0
2023-10-02,15,0,0
2023-10-03,35,2,0
2023-10-04,17,14,1
2023-10-05,29,0,2
2023-10-06,51,0,1
2023-10-07,1,0,0
2023-10-08,9,0,0
2023-10-09,14,0,0
2023-10-10,6,1,0
2023-10-11,19,0,1
2023-10-12,30,0,1
2023-10-13,35,1,0
2023-10-14,0,0,0
2023-10-15,0,0,1
2023-10-16,34,1,0
2023-10-17,5,0,0
2023-10-18,16,4,0
2023-10-19,20,3,0
2023-10-20,49,6,0
2023-10-21,0,0,0
2023-10-22,1,0,0
2023-10-23,34,0,1
2023-10-24,11,2,0
2023-10-25,14,0,0
2023-10-26,23,2,0
2023-10-27,6,0,0
2023-10-28,7,0,0
2023-10-29,0,0,0
2023-10-30,12,1,1
2023-10-31,57,3,0
2023-11-01,20,0,0
2023-11-02,21,2,0
2023-11-03,30,0,1
2023-11-04,5,0,0
2023-11-05,0,0,0
2023-11-06,21,0,0
2023-11-07,19,5,1
2023-11-08,32,8,1
2023-11-09,12,6,0
2023-11-10,37,5,0
2023-11-11,1,0,0
2023-11-12,1,0,0
2023-11-13,20,2,0
2023-11-14,14,2,0
2023-11-15,34,0,0
2023-11-16,16,0,0
2023-11-17,11,0,0
2023-11-18,8,2,0
2023-11-19,1,0,0
2023-11-20,12,1,0
2023-11-21,6,0,0
2023-11-22,12,7,0
2023-11-23,34,6,0
2023-11-24,9,6,0
2023-11-25,0,1,0
2023-11-26,0,0,0
2023-11-27,8,4,0
2023-11-28,45,6,0
2023-11-29,25,2,0
2023-11-30,13,0,0
2023-12-01,7,1,0
2023-12-02,0,0,0
2023-12-03,1,0,0
2023-12-04,19,0,0
2023-12-05,36,5,0
2023-12-06,15,0,0
2023-12-07,53,1,0
2023-12-08,20,5,0
2023-12-09,13,0,0
2023-12-10,0,1,0
2023-12-11,16,0,0
2023-12-12,34,1,0
2023-12-13,15,2,0
2023-12-14,39,1,1
2023-12-15,12,11,0
2023-12-16,0,2,0
2023-12-17,1,0,0
2023-12-18,14,0,0
2023-12-19,6,1,0
2023-12-20,39,0,0
2023-12-21,5,0,0
2023-12-22,11,0,0
2023-12-23,0,0,0
2023-12-24,0,0,0
2023-12-25,0,2,0
2023-12-26,0,0,0
2023-12-27,9,1,0
2023-12-28,5,0,0
2023-12-29,4,0,0
2023-12-30,0,5,0
2023-12-31,0,0,0
2024-01-01,0,0,0
2024-01-02,13,8,0
2024-01-03,15,7,0
2024-01-04,36,3,0
2024-01-05,11,10,0
2024-01-06,2,13,0
2024-01-07,4,0,0
2024-01-08,31,4,0
2024-01-09,17,6,0
2024-01-10,29,3,0
2024-01-11,58,3,0
2024-01-12,49,2,0
2024-01-13,8,0,0
2024-01-14,9,0,0
2024-01-15,9,0,0
2024-01-16,25,0,0
2024-01-17,29,3,0
2024-01-18,42,0,0
2024-01-19,12,13,0
2024-01-20,4,0,0
2024-01-21,2,0,0
2024-01-22,32,6,0
2024-01-23,21,5,0
2024-01-24,53,6,0
2024-01-25,24,5,0
2024-01-26,21,19,0
2024-01-27,16,1,0
2024-01-28,6,0,0
2024-01-29,33,0,1
2024-01-30,42,7,0
2024-01-31,26,8,0
2024-02-01,28,13,0
2024-02-02,33,27,0
2024-02-03,1,1,0
2024-02-04,2,0,0
2024-02-05,18,7,0
2024-02-06,25,3,0
2024-02-07,18,0,0
2024-02-08,7,2,0
2024-02-09,18,2,0
2024-02-10,2,0,0
2024-02-11,2,0,0
2024-02-12,23,5,0
2024-02-13,16,1,0
2024-02-14,28,4,0
2024-02-15,24,0,0
2024-02-16,19,0,0
2024-02-17,3,0,0
2024-02-18,5,0,0
2024-02-19,45,0,0
2024-02-20,94,0,0
2024-02-21,31,0,0
2024-02-22,22,0,0
2024-02-23,42,0,0
2024-02-24,8,2,0
2024-02-25,1,0,0
2024-02-26,39,4,0
2024-02-27,60,5,0
2024-02-28,40,67,0
2024-02-29,54,1,0
2024-03-01,34,12,0
2024-03-02,0,0,0
2024-03-03,0,0,0
2024-03-04,33,0,0
2024-03-05,15,3,0
2024-03-06,22,16,0
2024-03-07,18,1,0
2024-03-08,25,4,0
2024-03-09,1,1,0
2024-03-10,2,0,0
2024-03-11,29,18,0
2024-03-12,30,7,6
2024-03-13,51,12,0
2024-03-14,20,15,0
2024-03-15,36,11,0
2024-03-16,4,0,0
2024-03-17,0,0,0
2024-03-18,18,3,0
2024-03-19,32,0,0
2024-03-20,106,19,0
2024-03-21,24,11,0
2024-03-22,26,2,0
2024-03-23,0,0,0
2024-03-24,0,0,0
2024-03-25,25,10,0
2024-03-26,12,0,0
2024-03-27,67,7,0
2024-03-28,5,7,0
2024-03-29,4,0,0
2024-03-30,0,0,0
2024-03-31,0,0,0
2024-04-01,0,0,0
2024-04-02,21,0,0
2024-04-03,15,2,0
2024-04-04,38,4,0
2024-04-05,35,6,0
2024-04-06,4,0,0
2024-04-07,1,0,0
2024-04-08,24,4,0
2024-04-09,20,12,1
2024-04-10,19,12,0
2024-04-11,18,37,0
2024-04-12,29,12,0
2024-04-13,0,0,0
2024-04-14,0,22,0
2024-04-15,14,22,0
2024-04-16,29,7,0
2024-04-17,28,11,0
2024-04-18,16,5,0
2024-04-19,27,4,0
2024-04-20,4,0,0
2024-04-21,0,0,0
2024-04-22,38,7,0
2024-04-23,29,14,0
2024-04-24,27,46,0
2024-04-25,31,3,2
2024-04-26,19,0,0
2024-04-27,0,0,0
2024-04-28,0,0,0
2024-04-29,21,0,0
2024-04-30,29,0,0
2024-05-01,6,0,0
2024-05-02,24,0,0
2024-05-03,21,13,0
2024-05-04,1,0,0
2024-05-05,0,0,0
2024-05-06,36,15,0
2024-05-07,35,7,0
2024-05-08,18,15,0
2024-05-09,6,1,0
2024-05-10,24,6,0
2024-05-11,6,0,0
2024-05-12,0,0,0
2024-05-13,15,1,0
2024-05-14,31,6,0
2024-05-15,21,10,0
2024-05-16,22,9,0
2024-05-17,8,6,0
2024-05-18,1,0,0
2024-05-19,0,0,0
2024-05-20,8,0,0
2024-05-21,21,0,0
2024-05-22,39,3,0
2024-05-23,4,0,0
2024-05-24,6,1,0
2024-05-25,1,0,0
2024-05-26,1,0,0
2024-05-27,30,6,1
2024-05-28,19,5,0
2024-05-29,40,3,0
2024-05-30,15,3,0
2024-05-31,10,1,0
2024-06-01,0,1,0
2024-06-02,1,0,0
2024-06-03,31,4,2
2024-06-04,30,1,0
2024-06-05,30,22,0
2024-06-06,41,45,0
2024-06-07,24,46,0
2024-06-08,0,1,0
2024-06-09,0,0,0
2024-06-10,35,9,0
2024-06-11,18,0,0
2024-06-12,36,2,0
2024-06-13,34,2,0
2024-06-14,26,1,0
2024-06-15,0,0,0
2024-06-16,0,0,0
2024-06-17,25,20,1
2024-06-18,10,14,0
