,elastic/elasticsearch,typesense/typesense,meilisearch/meilisearch
2018-10-15,20,0,0.0
2018-10-16,32,0,0.0
2018-10-17,26,0,3.0
2018-10-18,22,0,3.0
2018-10-19,34,0,0.0
2018-10-20,16,0,0.0
2018-10-21,3,0,4.0
2018-10-22,19,0,0.0
2018-10-23,44,0,0.0
2018-10-24,37,0,0.0
2018-10-25,36,0,0.0
2018-10-26,38,0,0.0
2018-10-27,3,0,0.0
2018-10-28,3,0,0.0
2018-10-29,31,0,0.0
2018-10-30,35,0,0.0
2018-10-31,24,0,0.0
2018-11-01,27,0,0.0
2018-11-02,26,0,0.0
2018-11-03,2,0,0.0
2018-11-04,2,0,0.0
2018-11-05,21,0,0.0
2018-11-06,30,0,0.0
2018-11-07,26,0,0.0
2018-11-08,39,0,0.0
2018-11-09,17,0,0.0
2018-11-10,3,0,0.0
2018-11-11,1,0,0.0
2018-11-12,19,0,0.0
2018-11-13,29,0,0.0
2018-11-14,26,0,0.0
2018-11-15,24,0,0.0
2018-11-16,23,0,0.0
2018-11-17,3,0,0.0
2018-11-18,1,0,0.0
2018-11-19,23,0,0.0
2018-11-20,24,0,0.0
2018-11-21,39,0,0.0
2018-11-22,13,0,0.0
2018-11-23,15,0,0.0
2018-11-24,3,0,0.0
2018-11-25,1,0,0.0
2018-11-26,30,0,0.0
2018-11-27,41,0,0.0
2018-11-28,30,0,0.0
2018-11-29,38,0,0.0
2018-11-30,32,0,0.0
2018-12-01,5,0,0.0
2018-12-02,2,0,22.0
2018-12-03,22,0,0.0
2018-12-04,23,0,0.0
2018-12-05,38,0,0.0
2018-12-06,28,0,11.0
2018-12-07,38,0,8.0
2018-12-08,4,0,0.0
2018-12-09,7,0,5.0
2018-12-10,27,0,10.0
2018-12-11,38,0,4.0
2018-12-12,27,0,0.0
2018-12-13,29,0,3.0
2018-12-14,33,0,0.0
2018-12-15,3,0,2.0
2018-12-16,2,0,0.0
2018-12-17,29,0,4.0
2018-12-18,42,0,4.0
2018-12-19,52,0,2.0
2018-12-20,24,0,0.0
2018-12-21,17,0,0.0
2018-12-22,5,0,0.0
2018-12-23,9,0,0.0
2018-12-24,6,0,4.0
2018-12-25,0,0,0.0
2018-12-26,0,0,0.0
2018-12-27,8,0,3.0
2018-12-28,11,0,4.0
2018-12-29,0,0,7.0
2018-12-30,0,0,0.0
2018-12-31,7,0,13.0
2019-01-01,1,0,6.0
2019-01-02,23,0,5.0
2019-01-03,25,0,0.0
2019-01-04,19,0,0.0
2019-01-05,2,0,1.0
2019-01-06,1,0,21.0
2019-01-07,32,0,1.0
2019-01-08,21,0,4.0
2019-01-09,36,0,3.0
2019-01-10,30,0,12.0
2019-01-11,35,0,0.0
2019-01-12,3,0,6.0
2019-01-13,3,0,0.0
2019-01-14,22,0,5.0
2019-01-15,43,0,1.0
2019-01-16,23,0,2.0
2019-01-17,20,0,0.0
2019-01-18,29,0,0.0
2019-01-19,2,0,0.0
2019-01-20,3,0,0.0
2019-01-21,22,0,0.0
2019-01-22,30,0,0.0
2019-01-23,32,0,1.0
2019-01-24,46,0,1.0
2019-01-25,45,0,4.0
2019-01-26,6,0,0.0
2019-01-27,6,0,0.0
2019-01-28,25,0,2.0
2019-01-29,32,0,0.0
2019-01-30,46,0,2.0
2019-01-31,43,0,0.0
2019-02-01,56,0,0.0
2019-02-02,10,0,7.0
2019-02-03,8,0,8.0
2019-02-04,37,0,0.0
2019-02-05,50,0,0.0
2019-02-06,19,0,5.0
2019-02-07,0,0,4.0
2019-02-08,18,0,0.0
2019-02-09,8,2,0.0
2019-02-10,1,0,2.0
2019-02-11,32,0,6.0
2019-02-12,25,0,5.0
2019-02-13,15,0,3.0
2019-02-14,21,0,0.0
2019-02-15,38,0,0.0
2019-02-16,8,0,0.0
2019-02-17,1,0,8.0
2019-02-18,27,0,4.0
2019-02-19,35,0,0.0
2019-02-20,38,0,1.0
2019-02-21,20,0,14.0
2019-02-22,22,0,10.0
2019-02-23,2,0,6.0
2019-02-24,0,0,4.0
2019-02-25,24,0,2.0
2019-02-26,17,0,0.0
2019-02-27,31,0,0.0
2019-02-28,17,0,0.0
2019-03-01,17,0,0.0
2019-03-02,3,0,0.0
2019-03-03,1,0,0.0
2019-03-04,35,0,0.0
2019-03-05,26,0,6.0
2019-03-06,19,0,0.0
2019-03-07,20,0,0.0
2019-03-08,23,0,0.0
2019-03-09,3,0,0.0
2019-03-10,3,0,4.0
2019-03-11,18,0,0.0
2019-03-12,22,0,0.0
2019-03-13,17,0,0.0
2019-03-14,21,0,0.0
2019-03-15,27,0,0.0
2019-03-16,5,0,0.0
2019-03-17,5,0,0.0
2019-03-18,23,0,0.0
2019-03-19,23,0,0.0
2019-03-20,28,0,0.0
2019-03-21,28,0,0.0
2019-03-22,18,0,0.0
2019-03-23,10,0,0.0
2019-03-24,0,0,3.0
2019-03-25,9,0,0.0
2019-03-26,28,0,0.0
2019-03-27,38,0,0.0
2019-03-28,30,0,0.0
2019-03-29,24,0,0.0
2019-03-30,6,0,0.0
2019-03-31,1,0,0.0
2019-04-01,26,0,0.0
2019-04-02,22,0,0.0
2019-04-03,22,0,0.0
2019-04-04,27,0,0.0
2019-04-05,24,0,0.0
2019-04-06,3,0,0.0
2019-04-07,5,0,0.0
2019-04-08,32,0,0.0
2019-04-09,25,0,0.0
2019-04-10,25,0,0.0
2019-04-11,17,0,0.0
2019-04-12,16,0,0.0
2019-04-13,0,0,1.0
2019-04-14,2,0,0.0
2019-04-15,14,0,1.0
2019-04-16,21,0,0.0
2019-04-17,23,0,0.0
2019-04-18,23,0,0.0
2019-04-19,23,0,0.0
2019-04-20,3,0,0.0
2019-04-21,0,0,0.0
2019-04-22,12,1,0.0
2019-04-23,18,2,0.0
2019-04-24,16,0,0.0
2019-04-25,22,0,0.0
2019-04-26,19,0,0.0
2019-04-27,3,0,0.0
2019-04-28,1,1,0.0
2019-04-29,17,1,45.0
2019-04-30,20,1,0.0
2019-05-01,20,0,0.0
2019-05-02,21,0,2.0
2019-05-03,15,0,0.0
2019-05-04,5,1,0.0
2019-05-05,1,0,0.0
2019-05-06,22,0,2.0
2019-05-07,25,0,0.0
2019-05-08,27,0,0.0
2019-05-09,36,0,0.0
2019-05-10,25,0,0.0
2019-05-11,0,3,0.0
2019-05-12,2,0,0.0
2019-05-13,1,0,0.0
2019-05-14,9,2,0.0
2019-05-15,8,0,19.0
2019-05-16,7,0,10.0
2019-05-17,4,0,0.0
2019-05-18,2,0,0.0
2019-05-19,1,0,0.0
2019-05-20,19,0,6.0
2019-05-21,34,0,8.0
2019-05-22,44,0,4.0
2019-05-23,28,0,3.0
2019-05-24,34,0,2.0
2019-05-25,8,1,1.0
2019-05-26,2,2,1.0
2019-05-27,10,1,0.0
2019-05-28,32,0,1.0
2019-05-29,19,0,2.0
2019-05-30,27,0,0.0
2019-05-31,17,2,0.0
2019-06-01,1,0,0.0
2019-06-02,1,1,0.0
2019-06-03,21,0,1.0
2019-06-04,14,0,0.0
2019-06-05,28,0,0.0
2019-06-06,24,0,0.0
2019-06-07,17,1,0.0
2019-06-08,3,0,0.0
2019-06-09,3,0,0.0
2019-06-10,34,0,0.0
2019-06-11,30,0,0.0
2019-06-12,22,1,0.0
2019-06-13,27,0,0.0
2019-06-14,15,1,0.0
2019-06-15,0,0,0.0
2019-06-16,1,0,0.0
2019-06-17,14,0,0.0
2019-06-18,23,0,2.0
2019-06-19,24,0,0.0
2019-06-20,31,0,0.0
2019-06-21,20,0,0.0
2019-06-22,1,0,2.0
2019-06-23,2,0,0.0
2019-06-24,26,0,0.0
2019-06-25,37,1,2.0
2019-06-26,25,1,17.0
2019-06-27,25,0,1.0
2019-06-28,21,0,5.0
2019-06-29,5,0,0.0
2019-06-30,7,0,0.0
2019-07-01,27,0,6.0
2019-07-02,23,0,0.0
2019-07-03,27,0,0.0
2019-07-04,18,0,0.0
2019-07-05,20,0,0.0
2019-07-06,0,0,0.0
2019-07-07,0,0,0.0
2019-07-08,16,0,0.0
2019-07-09,23,1,0.0
2019-07-10,33,0,0.0
2019-07-11,29,0,0.0
2019-07-12,38,0,0.0
2019-07-13,4,0,0.0
2019-07-14,3,0,0.0
2019-07-15,36,0,0.0
2019-07-16,34,0,0.0
2019-07-17,38,0,0.0
2019-07-18,32,0,0.0
2019-07-19,18,0,0.0
2019-07-20,4,0,0.0
2019-07-21,3,0,0.0
2019-07-22,26,0,0.0
2019-07-23,21,0,0.0
2019-07-24,26,0,0.0
2019-07-25,25,0,0.0
2019-07-26,17,0,0.0
2019-07-27,0,0,0.0
2019-07-28,2,0,0.0
2019-07-29,28,0,0.0
2019-07-30,22,0,0.0
2019-07-31,17,0,0.0
2019-08-01,25,0,0.0
2019-08-02,19,0,0.0
2019-08-03,3,0,0.0
2019-08-04,4,0,0.0
2019-08-05,14,0,0.0
2019-08-06,27,0,0.0
2019-08-07,21,0,0.0
2019-08-08,35,0,0.0
2019-08-09,19,0,0.0
2019-08-10,2,1,0.0
2019-08-11,4,0,0.0
2019-08-12,27,0,0.0
2019-08-13,33,0,0.0
2019-08-14,28,0,0.0
2019-08-15,19,0,0.0
2019-08-16,31,0,14.0
2019-08-17,2,3,0.0
2019-08-18,0,1,0.0
2019-08-19,10,0,3.0
2019-08-20,25,0,0.0
2019-08-21,32,0,0.0
2019-08-22,29,0,0.0
2019-08-23,26,0,0.0
2019-08-24,4,0,0.0
2019-08-25,2,0,0.0
2019-08-26,29,0,0.0
2019-08-27,12,0,0.0
2019-08-28,19,0,3.0
2019-08-29,36,0,4.0
2019-08-30,11,0,5.0
2019-08-31,3,0,0.0
2019-09-01,1,0,2.0
2019-09-02,11,0,2.0
2019-09-03,16,1,1.0
2019-09-04,35,1,2.0
2019-09-05,23,0,19.0
2019-09-06,19,0,0.0
2019-09-07,4,1,0.0
2019-09-08,0,0,0.0
2019-09-09,22,0,0.0
2019-09-10,27,1,0.0
2019-09-11,43,1,0.0
2019-09-12,15,0,1.0
2019-09-13,9,0,0.0
2019-09-14,0,0,6.0
2019-09-15,2,0,0.0
2019-09-16,18,0,9.0
2019-09-17,17,1,7.0
2019-09-18,25,0,8.0
2019-09-19,24,0,15.0
2019-09-20,21,0,0.0
2019-09-21,0,0,0.0
2019-09-22,1,0,0.0
2019-09-23,26,0,0.0
2019-09-24,27,0,7.0
2019-09-25,47,5,0.0
2019-09-26,14,1,2.0
2019-09-27,24,0,0.0
2019-09-28,4,2,0.0
2019-09-29,0,0,0.0
2019-09-30,35,1,0.0
2019-10-01,32,0,0.0
2019-10-02,24,0,2.0
2019-10-03,19,1,6.0
2019-10-04,33,0,8.0
2019-10-05,7,0,0.0
2019-10-06,0,1,0.0
2019-10-07,27,0,6.0
2019-10-08,18,0,10.0
2019-10-09,25,0,15.0
2019-10-10,23,0,16.0
2019-10-11,26,0,7.0
2019-10-12,5,0,0.0
2019-10-13,6,2,0.0
2019-10-14,31,0,5.0
2019-10-15,32,0,8.0
2019-10-16,15,0,4.0
2019-10-17,14,0,10.0
2019-10-18,19,2,7.0
2019-10-19,1,0,0.0
2019-10-20,0,0,0.0
2019-10-21,22,0,3.0
2019-10-22,16,0,4.0
2019-10-23,27,0,9.0
2019-10-24,22,0,2.0
2019-10-25,21,0,0.0
2019-10-26,1,3,4.0
2019-10-27,0,2,0.0
2019-10-28,21,0,5.0
2019-10-29,41,1,9.0
2019-10-30,26,0,6.0
2019-10-31,36,0,12.0
2019-11-01,23,0,0.0
2019-11-02,2,0,0.0
2019-11-03,0,1,0.0
2019-11-04,5,0,14.0
2019-11-05,6,0,13.0
2019-11-06,5,0,6.0
2019-11-07,8,0,0.0
2019-11-08,3,0,0.0
2019-11-09,2,0,6.0
2019-11-10,0,0,5.0
2019-11-11,20,0,4.0
2019-11-12,18,1,10.0
2019-11-13,20,1,10.0
2019-11-14,22,1,2.0
2019-11-15,25,0,2.0
2019-11-16,1,0,0.0
2019-11-17,2,0,10.0
2019-11-18,26,0,4.0
2019-11-19,28,2,5.0
2019-11-20,22,1,30.0
2019-11-21,26,0,6.0
2019-11-22,32,0,11.0
2019-11-23,1,0,0.0
2019-11-24,1,0,0.0
2019-11-25,16,0,13.0
2019-11-26,21,0,5.0
2019-11-27,19,0,8.0
2019-11-28,12,0,14.0
2019-11-29,14,0,10.0
2019-11-30,0,0,0.0
2019-12-01,0,0,0.0
2019-12-02,14,0,5.0
2019-12-03,11,0,2.0
2019-12-04,20,0,4.0
2019-12-05,9,0,6.0
2019-12-06,22,0,2.0
2019-12-07,1,0,4.0
2019-12-08,1,0,4.0
2019-12-09,20,1,6.0
2019-12-10,15,0,5.0
2019-12-11,16,0,0.0
2019-12-12,26,0,8.0
2019-12-13,15,0,36.0
2019-12-14,0,0,0.0
2019-12-15,3,2,0.0
2019-12-16,16,0,0.0
2019-12-17,17,0,4.0
2019-12-18,22,0,2.0
2019-12-19,22,0,2.0
2019-12-20,29,0,2.0
2019-12-21,0,0,0.0
2019-12-22,0,0,0.0
2019-12-23,7,0,0.0
2019-12-24,9,0,0.0
2019-12-25,0,0,0.0
2019-12-26,7,0,0.0
2019-12-27,2,0,0.0
2019-12-28,0,0,0.0
2019-12-29,1,0,0.0
2019-12-30,5,0,14.0
2019-12-31,0,0,4.0
2020-01-01,0,0,0.0
2020-01-02,12,0,0.0
2020-01-03,21,0,0.0
2020-01-04,0,0,0.0
2020-01-05,2,0,0.0
2020-01-06,31,0,0.0
2020-01-07,20,0,2.0
2020-01-08,34,0,7.0
2020-01-09,25,0,3.0
2020-01-10,21,0,0.0
2020-01-11,1,0,0.0
2020-01-12,1,0,0.0
2020-01-13,24,0,2.0
2020-01-14,47,0,6.0
2020-01-15,27,0,2.0
2020-01-16,24,0,10.0
2020-01-17,23,0,1.0
2020-01-18,0,0,0.0
2020-01-19,0,0,4.0
2020-01-20,21,0,0.0
2020-01-21,13,0,2.0
2020-01-22,28,0,3.0
2020-01-23,19,0,1.0
2020-01-24,30,0,2.0
2020-01-25,4,0,0.0
2020-01-26,0,0,0.0
2020-01-27,27,0,0.0
2020-01-28,30,0,0.0
2020-01-29,22,0,0.0
2020-01-30,30,5,2.0
2020-01-31,33,0,0.0
2020-02-01,3,0,0.0
2020-02-02,5,0,0.0
2020-02-03,22,1,0.0
2020-02-04,17,0,0.0
2020-02-05,27,0,0.0
2020-02-06,22,0,0.0
2020-02-07,31,0,0.0
2020-02-08,7,0,0.0
2020-02-09,5,0,0.0
2020-02-10,30,2,4.0
2020-02-11,25,1,53.0
2020-02-12,31,1,2.0
2020-02-13,15,0,2.0
2020-02-14,17,0,3.0
2020-02-15,3,1,0.0
2020-02-16,3,3,0.0
2020-02-17,9,1,2.0
2020-02-18,21,2,0.0
2020-02-19,25,2,0.0
2020-02-20,26,2,0.0
2020-02-21,24,2,0.0
2020-02-22,3,2,0.0
2020-02-23,3,2,0.0
2020-02-24,25,0,0.0
2020-02-25,29,1,3.0
2020-02-26,30,1,0.0
2020-02-27,27,3,9.0
2020-02-28,14,0,3.0
2020-02-29,3,0,0.0
2020-03-01,1,1,0.0
2020-03-02,26,1,2.0
2020-03-03,27,0,1.0
2020-03-04,24,2,1.0
2020-03-05,28,3,1.0
2020-03-06,17,3,12.0
2020-03-07,3,2,0.0
2020-03-08,3,1,0.0
2020-03-09,30,1,3.0
2020-03-10,26,0,5.0
2020-03-11,30,3,5.0
2020-03-12,21,0,0.0
2020-03-13,25,0,0.0
2020-03-14,2,0,0.0
2020-03-15,0,4,0.0
2020-03-16,25,0,4.0
2020-03-17,21,3,0.0
2020-03-18,41,2,0.0
2020-03-19,30,0,2.0
2020-03-20,30,2,2.0
2020-03-21,2,1,0.0
2020-03-22,0,2,0.0
2020-03-23,59,4,0.0
2020-03-24,57,0,3.0
2020-03-25,33,3,10.0
2020-03-26,38,5,22.0
2020-03-27,25,1,16.0
2020-03-28,8,0,3.0
2020-03-29,2,0,0.0
2020-03-30,26,2,1.0
2020-03-31,33,0,11.0
2020-04-01,35,2,9.0
2020-04-02,29,4,6.0
2020-04-03,26,0,5.0
2020-04-04,8,2,4.0
2020-04-05,1,1,6.0
2020-04-06,33,0,3.0
2020-04-07,40,0,1.0
2020-04-08,34,0,0.0
2020-04-09,14,1,10.0
2020-04-10,29,0,13.0
2020-04-11,0,0,0.0
2020-04-12,1,0,0.0
2020-04-13,18,0,0.0
2020-04-14,23,0,0.0
2020-04-15,38,0,2.0
2020-04-16,32,0,2.0
2020-04-17,31,2,0.0
2020-04-18,3,2,0.0
2020-04-19,1,0,0.0
2020-04-20,25,0,1.0
2020-04-21,28,0,2.0
2020-04-22,29,0,2.0
2020-04-23,22,0,0.0
2020-04-24,30,0,1.0
2020-04-25,3,0,0.0
2020-04-26,1,0,0.0
2020-04-27,22,1,4.0
2020-04-28,29,0,28.0
2020-04-29,38,0,7.0
2020-04-30,35,1,5.0
2020-05-01,2,1,1.0
2020-05-02,0,0,0.0
2020-05-03,2,0,0.0
2020-05-04,31,0,2.0
2020-05-05,57,4,0.0
2020-05-06,29,0,0.0
2020-05-07,22,1,6.0
2020-05-08,23,0,0.0
2020-05-09,1,1,0.0
2020-05-10,0,2,0.0
2020-05-11,30,0,10.0
2020-05-12,38,1,10.0
2020-05-13,37,1,10.0
2020-05-14,30,3,8.0
2020-05-15,27,0,2.0
2020-05-16,3,0,0.0
2020-05-17,3,0,0.0
2020-05-18,21,3,2.0
2020-05-19,20,0,18.0
2020-05-20,19,1,11.0
2020-05-21,14,4,0.0
2020-05-22,2,1,7.0
2020-05-23,1,3,4.0
2020-05-24,0,0,0.0
2020-05-25,13,0,5.0
2020-05-26,25,2,12.0
2020-05-27,30,1,4.0
2020-05-28,23,0,21.0
2020-05-29,27,1,4.0
2020-05-30,2,3,3.0
2020-05-31,0,4,14.0
2020-06-01,14,1,7.0
2020-06-02,32,0,5.0
2020-06-03,13,0,9.0
2020-06-04,25,0,16.0
2020-06-05,24,2,8.0
2020-06-06,3,3,2.0
2020-06-07,0,1,0.0
2020-06-08,22,0,0.0
2020-06-09,27,0,3.0
2020-06-10,18,4,9.0
2020-06-11,28,0,2.0
2020-06-12,31,3,3.0
2020-06-13,1,2,1.0
2020-06-14,1,4,2.0
2020-06-15,26,0,15.0
2020-06-16,23,1,2.0
2020-06-17,31,0,0.0
2020-06-18,43,1,2.0
2020-06-19,4,4,5.0
2020-06-20,1,0,4.0
2020-06-21,0,1,1.0
2020-06-22,3,5,12.0
2020-06-23,27,1,2.0
2020-06-24,22,2,4.0
2020-06-25,24,1,3.0
2020-06-26,25,0,0.0
2020-06-27,4,0,2.0
2020-06-28,1,4,5.0
2020-06-29,31,0,6.0
2020-06-30,40,3,15.0
2020-07-01,33,1,11.0
2020-07-02,46,0,24.0
2020-07-03,27,1,4.0
2020-07-04,2,3,4.0
2020-07-05,1,0,2.0
2020-07-06,30,0,2.0
2020-07-07,41,0,3.0
2020-07-08,33,0,4.0
2020-07-09,34,0,0.0
2020-07-10,10,0,0.0
2020-07-11,0,0,5.0
2020-07-12,0,0,4.0
2020-07-13,55,0,15.0
2020-07-14,52,3,3.0
2020-07-15,41,0,9.0
2020-07-16,29,0,3.0
2020-07-17,30,0,0.0
2020-07-18,2,0,0.0
2020-07-19,1,0,0.0
2020-07-20,38,0,3.0
2020-07-21,34,1,1.0
2020-07-22,29,0,3.0
2020-07-23,14,2,0.0
2020-07-24,2,0,0.0
2020-07-25,0,2,0.0
2020-07-26,0,0,0.0
2020-07-27,33,1,0.0
2020-07-28,36,0,1.0
2020-07-29,34,0,1.0
2020-07-30,17,0,0.0
2020-07-31,22,0,0.0
2020-08-01,0,0,0.0
2020-08-02,0,0,0.0
2020-08-03,31,0,0.0
2020-08-04,19,0,3.0
2020-08-05,36,1,3.0
2020-08-06,28,1,3.0
2020-08-07,1,0,4.0
2020-08-08,0,0,0.0
2020-08-09,0,2,0.0
2020-08-10,26,1,6.0
2020-08-11,23,1,1.0
2020-08-12,20,5,7.0
2020-08-13,18,3,2.0
2020-08-14,16,0,1.0
2020-08-15,0,0,1.0
2020-08-16,0,1,1.0
2020-08-17,25,2,2.0
2020-08-18,19,1,0.0
2020-08-19,19,1,1.0
2020-08-20,16,1,0.0
2020-08-21,20,1,8.0
2020-08-22,0,2,0.0
2020-08-23,0,2,1.0
2020-08-24,35,2,4.0
2020-08-25,18,1,0.0
2020-08-26,20,1,2.0
2020-08-27,30,1,0.0
2020-08-28,1,2,5.0
2020-08-29,0,1,6.0
2020-08-30,2,0,1.0
2020-08-31,24,0,3.0
2020-09-01,30,1,2.0
2020-09-02,26,1,3.0
2020-09-03,25,1,0.0
2020-09-04,23,1,0.0
2020-09-05,3,2,2.0
2020-09-06,0,3,6.0
2020-09-07,18,3,6.0
2020-09-08,27,0,3.0
2020-09-09,26,1,0.0
2020-09-10,22,4,2.0
2020-09-11,4,0,1.0
2020-09-12,1,2,0.0
2020-09-13,0,1,0.0
2020-09-14,32,1,0.0
2020-09-15,35,1,0.0
2020-09-16,38,1,0.0
2020-09-17,38,2,0.0
2020-09-18,41,4,0.0
2020-09-19,2,1,0.0
2020-09-20,0,0,0.0
2020-09-21,24,0,3.0
2020-09-22,26,0,10.0
2020-09-23,16,1,5.0
2020-09-24,32,3,3.0
2020-09-25,3,5,0.0
2020-09-26,0,2,0.0
2020-09-27,0,2,1.0
2020-09-28,18,2,8.0
2020-09-29,17,0,6.0
2020-09-30,35,5,2.0
2020-10-01,22,0,0.0
2020-10-02,29,0,17.0
2020-10-03,2,1,0.0
2020-10-04,1,0,6.0
2020-10-05,34,0,4.0
2020-10-06,35,1,3.0
2020-10-07,37,0,3.0
2020-10-08,26,0,2.0
2020-10-09,1,0,0.0
2020-10-10,0,1,5.0
2020-10-11,0,0,0.0
2020-10-12,21,0,0.0
2020-10-13,22,1,9.0
2020-10-14,28,0,2.0
2020-10-15,21,0,4.0
2020-10-16,23,0,3.0
2020-10-17,3,3,0.0
2020-10-18,0,3,4.0
2020-10-19,17,0,8.0
2020-10-20,19,2,10.0
2020-10-21,26,0,7.0
2020-10-22,20,2,16.0
2020-10-23,1,6,1.0
2020-10-24,5,5,3.0
2020-10-25,1,9,2.0
2020-10-26,21,9,8.0
2020-10-27,25,5,4.0
2020-10-28,25,0,3.0
2020-10-29,25,0,3.0
2020-10-30,26,0,8.0
2020-10-31,0,0,8.0
2020-11-01,0,0,6.0
2020-11-02,21,5,13.0
2020-11-03,20,4,11.0
2020-11-04,22,0,1.0
2020-11-05,27,0,5.0
