,apache/echarts,plotly/plotly.js,highcharts/highcharts
2020-01-15,2.0,0,2
2020-01-16,2.0,0,21
2020-01-17,0.0,0,5
2020-01-18,0.0,0,0
2020-01-19,0.0,0,2
2020-01-20,0.0,0,19
2020-01-21,0.0,0,9
2020-01-22,0.0,2,10
2020-01-23,0.0,1,8
2020-01-24,0.0,7,12
2020-01-25,0.0,0,0
2020-01-26,0.0,0,0
2020-01-27,0.0,2,7
2020-01-28,0.0,11,1
2020-01-29,0.0,13,5
2020-01-30,1.0,10,19
2020-01-31,0.0,14,4
2020-02-01,2.0,1,0
2020-02-02,0.0,2,0
2020-02-03,1.0,8,13
2020-02-04,0.0,5,20
2020-02-05,0.0,2,6
2020-02-06,1.0,0,10
2020-02-07,0.0,0,8
2020-02-08,0.0,3,0
2020-02-09,0.0,0,0
2020-02-10,1.0,7,25
2020-02-11,0.0,8,15
2020-02-12,2.0,13,14
2020-02-13,0.0,8,21
2020-02-14,4.0,3,13
2020-02-15,4.0,3,0
2020-02-16,6.0,0,0
2020-02-17,2.0,0,1
2020-02-18,3.0,1,3
2020-02-19,9.0,1,4
2020-02-20,6.0,4,1
2020-02-21,6.0,0,1
2020-02-22,3.0,0,0
2020-02-23,2.0,0,0
2020-02-24,2.0,1,14
2020-02-25,6.0,3,11
2020-02-26,4.0,0,7
2020-02-27,2.0,0,10
2020-02-28,2.0,0,29
2020-02-29,1.0,0,0
2020-03-01,3.0,0,2
2020-03-02,7.0,4,3
2020-03-03,0.0,11,5
2020-03-04,3.0,0,10
2020-03-05,3.0,3,8
2020-03-06,2.0,1,34
2020-03-07,1.0,0,0
2020-03-08,1.0,4,0
2020-03-09,0.0,8,4
2020-03-10,2.0,23,15
2020-03-11,2.0,25,3
2020-03-12,2.0,11,6
2020-03-13,2.0,17,4
2020-03-14,1.0,8,1
2020-03-15,1.0,5,0
2020-03-16,5.0,10,17
2020-03-17,7.0,11,8
2020-03-18,7.0,17,7
2020-03-19,1.0,14,21
2020-03-20,5.0,0,1
2020-03-21,0.0,1,0
2020-03-22,0.0,3,0
2020-03-23,3.0,7,13
2020-03-24,3.0,13,8
2020-03-25,4.0,16,8
2020-03-26,6.0,13,20
2020-03-27,5.0,26,28
2020-03-28,1.0,6,0
2020-03-29,3.0,13,0
2020-03-30,4.0,6,6
2020-03-31,5.0,4,3
2020-04-01,4.0,0,22
2020-04-02,8.0,4,8
2020-04-03,4.0,0,24
2020-04-04,4.0,0,0
2020-04-05,0.0,1,0
2020-04-06,2.0,6,1
2020-04-07,5.0,2,15
2020-04-08,1.0,0,5
2020-04-09,0.0,7,2
2020-04-10,9.0,1,1
2020-04-11,1.0,0,0
2020-04-12,0.0,0,0
2020-04-13,3.0,0,0
2020-04-14,1.0,15,32
2020-04-15,3.0,3,22
2020-04-16,0.0,5,6
2020-04-17,0.0,0,7
2020-04-18,0.0,0,0
2020-04-19,0.0,12,0
2020-04-20,3.0,14,3
2020-04-21,5.0,10,7
2020-04-22,7.0,15,19
2020-04-23,6.0,10,3
2020-04-24,4.0,7,6
2020-04-25,3.0,0,0
2020-04-26,12.0,3,0
2020-04-27,5.0,14,9
2020-04-28,4.0,9,19
2020-04-29,3.0,2,16
2020-04-30,7.0,11,7
2020-05-01,1.0,14,0
2020-05-02,0.0,7,0
2020-05-03,4.0,0,0
2020-05-04,2.0,9,11
2020-05-05,0.0,2,8
2020-05-06,5.0,2,9
2020-05-07,4.0,7,26
2020-05-08,2.0,1,2
2020-05-09,1.0,0,0
2020-05-10,0.0,0,0
2020-05-11,2.0,4,9
2020-05-12,4.0,0,6
2020-05-13,4.0,7,1
2020-05-14,3.0,5,4
2020-05-15,2.0,1,36
2020-05-16,0.0,0,0
2020-05-17,1.0,0,0
2020-05-18,6.0,0,21
2020-05-19,5.0,4,6
2020-05-20,4.0,2,24
2020-05-21,3.0,3,1
2020-05-22,0.0,12,1
2020-05-23,0.0,5,0
2020-05-24,0.0,0,0
2020-05-25,2.0,5,5
2020-05-26,11.0,3,17
2020-05-27,12.0,3,7
2020-05-28,7.0,5,0
2020-05-29,1.0,0,7
2020-05-30,0.0,0,0
2020-05-31,1.0,0,0
2020-06-01,1.0,2,0
2020-06-02,4.0,8,33
2020-06-03,5.0,5,17
2020-06-04,8.0,3,3
2020-06-05,2.0,13,10
2020-06-06,2.0,0,0
2020-06-07,3.0,5,0
2020-06-08,5.0,6,7
2020-06-09,7.0,4,10
2020-06-10,11.0,6,4
2020-06-11,3.0,0,5
2020-06-12,6.0,0,0
2020-06-13,0.0,0,0
2020-06-14,0.0,0,0
2020-06-15,0.0,0,25
2020-06-16,1.0,6,4
2020-06-17,0.0,2,2
2020-06-18,3.0,5,2
2020-06-19,5.0,1,3
2020-06-20,2.0,0,0
2020-06-21,2.0,0,0
2020-06-22,20.0,13,0
2020-06-23,16.0,4,16
2020-06-24,5.0,10,0
2020-06-25,0.0,0,5
2020-06-26,1.0,0,0
2020-06-27,0.0,0,0
2020-06-28,4.0,0,0
2020-06-29,2.0,0,6
2020-06-30,2.0,7,5
2020-07-01,0.0,2,39
2020-07-02,5.0,6,4
2020-07-03,3.0,0,0
2020-07-04,5.0,0,0
2020-07-05,4.0,0,0
2020-07-06,3.0,11,18
2020-07-07,12.0,6,23
2020-07-08,7.0,5,8
2020-07-09,3.0,5,10
2020-07-10,7.0,1,33
2020-07-11,4.0,0,0
2020-07-12,6.0,0,0
2020-07-13,9.0,2,9
2020-07-14,16.0,0,1
2020-07-15,10.0,0,16
2020-07-16,14.0,3,8
2020-07-17,10.0,3,0
2020-07-18,11.0,0,0
2020-07-19,14.0,0,0
2020-07-20,11.0,9,8
2020-07-21,19.0,2,2
2020-07-22,17.0,5,2
2020-07-23,13.0,8,6
2020-07-24,8.0,7,2
2020-07-25,11.0,0,0
2020-07-26,13.0,0,0
2020-07-27,23.0,3,5
2020-07-28,20.0,3,10
2020-07-29,40.0,5,9
2020-07-30,33.0,8,9
2020-07-31,44.0,3,7
2020-08-01,1.0,0,0
2020-08-02,0.0,0,0
2020-08-03,2.0,0,19
2020-08-04,12.0,9,15
2020-08-05,16.0,0,6
2020-08-06,14.0,2,11
2020-08-07,3.0,4,10
2020-08-08,0.0,0,0
2020-08-09,2.0,0,0
2020-08-10,0.0,5,4
2020-08-11,0.0,6,10
2020-08-12,3.0,22,6
2020-08-13,5.0,17,29
2020-08-14,11.0,20,16
2020-08-15,0.0,0,0
2020-08-16,4.0,0,0
2020-08-17,7.0,15,27
2020-08-18,3.0,17,8
2020-08-19,1.0,17,4
2020-08-20,0.0,6,6
2020-08-21,4.0,11,18
2020-08-22,0.0,0,0
2020-08-23,0.0,0,0
2020-08-24,5.0,0,18
2020-08-25,4.0,5,13
2020-08-26,2.0,1,23
2020-08-27,2.0,2,6
2020-08-28,4.0,1,5
2020-08-29,0.0,0,0
2020-08-30,0.0,0,1
2020-08-31,1.0,15,4
2020-09-01,1.0,11,16
2020-09-02,3.0,23,4
2020-09-03,1.0,16,4
2020-09-04,2.0,6,3
2020-09-05,0.0,0,0
2020-09-06,0.0,0,0
2020-09-07,4.0,4,9
2020-09-08,2.0,6,3
2020-09-09,1.0,0,2
2020-09-10,0.0,2,17
2020-09-11,0.0,3,4
2020-09-12,0.0,0,0
2020-09-13,2.0,1,0
2020-09-14,0.0,4,5
2020-09-15,5.0,9,6
2020-09-16,4.0,7,9
2020-09-17,5.0,14,6
2020-09-18,5.0,3,16
2020-09-19,1.0,0,2
2020-09-20,3.0,0,0
2020-09-21,6.0,6,1
2020-09-22,5.0,6,4
2020-09-23,10.0,7,5
2020-09-24,13.0,4,15
2020-09-25,4.0,14,3
2020-09-26,0.0,10,0
2020-09-27,8.0,0,0
2020-09-28,8.0,18,1
2020-09-29,10.0,14,3
2020-09-30,14.0,10,0
2020-10-01,3.0,9,0
2020-10-02,4.0,8,0
2020-10-03,0.0,2,1
2020-10-04,0.0,0,0
2020-10-05,5.0,3,2
2020-10-06,2.0,3,0
2020-10-07,0.0,2,1
2020-10-08,6.0,6,4
2020-10-09,8.0,6,0
2020-10-10,5.0,3,0
2020-10-11,0.0,2,0
2020-10-12,12.0,1,18
2020-10-13,15.0,3,2
2020-10-14,15.0,12,9
2020-10-15,10.0,6,0
2020-10-16,9.0,3,15
2020-10-17,4.0,5,0
2020-10-18,0.0,0,0
2020-10-19,9.0,7,13
2020-10-20,7.0,7,2
2020-10-21,14.0,6,16
2020-10-22,15.0,14,10
2020-10-23,16.0,7,19
2020-10-24,0.0,2,0
2020-10-25,1.0,3,0
2020-10-26,8.0,3,11
2020-10-27,5.0,2,4
2020-10-28,10.0,4,14
2020-10-29,8.0,6,1
2020-10-30,0.0,5,5
2020-10-31,0.0,0,0
2020-11-01,6.0,0,0
2020-11-02,8.0,7,17
2020-11-03,0.0,5,6
2020-11-04,0.0,22,18
2020-11-05,5.0,6,6
2020-11-06,10.0,4,37
2020-11-07,3.0,0,4
2020-11-08,16.0,0,5
2020-11-09,18.0,6,30
2020-11-10,25.0,2,21
2020-11-11,2.0,0,27
2020-11-12,1.0,7,30
2020-11-13,2.0,9,29
2020-11-14,0.0,0,0
2020-11-15,0.0,1,0
2020-11-16,1.0,8,49
2020-11-17,4.0,10,8
2020-11-18,1.0,13,35
2020-11-19,5.0,10,18
2020-11-20,6.0,5,51
2020-11-21,0.0,7,0
2020-11-22,1.0,0,0
2020-11-23,2.0,6,24
2020-11-24,0.0,5,40
2020-11-25,0.0,10,22
2020-11-26,0.0,13,37
2020-11-27,1.0,12,54
2020-11-28,0.0,8,8
2020-11-29,0.0,8,0
2020-11-30,0.0,10,86
2020-12-01,4.0,2,25
2020-12-02,5.0,8,81
2020-12-03,3.0,2,24
2020-12-04,0.0,9,18
2020-12-05,0.0,0,0
2020-12-06,0.0,0,0
2020-12-07,3.0,12,6
2020-12-08,0.0,12,22
2020-12-09,3.0,14,11
2020-12-10,7.0,4,4
2020-12-11,4.0,15,4
2020-12-12,0.0,0,0
2020-12-13,0.0,0,0
2020-12-14,3.0,8,10
2020-12-15,5.0,2,1
2020-12-16,3.0,0,2
2020-12-17,0.0,7,2
2020-12-18,3.0,13,4
2020-12-19,0.0,1,0
2020-12-20,2.0,0,0
2020-12-21,3.0,9,0
2020-12-22,3.0,10,0
2020-12-23,4.0,2,1
2020-12-24,0.0,1,0
2020-12-25,1.0,2,0
2020-12-26,2.0,2,0
2020-12-27,2.0,0,0
2020-12-28,11.0,0,0
2020-12-29,5.0,0,0
2020-12-30,3.0,0,0
2020-12-31,3.0,0,0
2021-01-01,0.0,0,0
2021-01-02,0.0,0,0
2021-01-03,12.0,0,0
2021-01-04,7.0,20,1
2021-01-05,5.0,14,37
2021-01-06,3.0,6,4
2021-01-07,10.0,12,5
2021-01-08,11.0,7,11
2021-01-09,6.0,0,0
2021-01-10,2.0,0,0
2021-01-11,9.0,4,7
2021-01-12,6.0,3,6
2021-01-13,0.0,5,16
2021-01-14,0.0,16,4
2021-01-15,2.0,17,0
2021-01-16,0.0,4,0
2021-01-17,1.0,0,0
2021-01-18,2.0,6,16
2021-01-19,2.0,12,0
2021-01-20,0.0,14,2
2021-01-21,3.0,9,6
2021-01-22,1.0,12,2
2021-01-23,1.0,2,0
2021-01-24,2.0,0,0
2021-01-25,2.0,3,14
2021-01-26,5.0,3,14
2021-01-27,0.0,9,12
2021-01-28,3.0,4,0
2021-01-29,0.0,0,8
2021-01-30,1.0,0,0
2021-01-31,2.0,0,0
2021-02-01,11.0,0,4
2021-02-02,5.0,7,6
2021-02-03,2.0,12,12
2021-02-04,1.0,9,15
2021-02-05,1.0,0,16
2021-02-06,0.0,1,0
2021-02-07,1.0,0,0
2021-02-08,3.0,7,10
2021-02-09,3.0,25,26
2021-02-10,0.0,8,9
2021-02-11,1.0,12,8
2021-02-12,0.0,6,26
2021-02-13,1.0,14,0
2021-02-14,0.0,8,0
2021-02-15,0.0,1,13
2021-02-16,0.0,1,61
2021-02-17,1.0,10,10
2021-02-18,2.0,11,21
2021-02-19,4.0,9,25
2021-02-20,0.0,0,2
2021-02-21,0.0,0,0
2021-02-22,1.0,11,11
2021-02-23,1.0,10,11
2021-02-24,0.0,0,11
2021-02-25,6.0,1,11
2021-02-26,3.0,2,12
2021-02-27,3.0,0,0
2021-02-28,1.0,0,1
2021-03-01,4.0,16,36
2021-03-02,3.0,10,22
2021-03-03,4.0,4,33
2021-03-04,1.0,9,33
2021-03-05,1.0,4,29
2021-03-06,1.0,0,0
2021-03-07,1.0,0,0
2021-03-08,4.0,9,14
2021-03-09,3.0,2,23
2021-03-10,0.0,4,13
2021-03-11,1.0,10,20
2021-03-12,1.0,0,18
2021-03-13,0.0,0,0
2021-03-14,1.0,0,1
2021-03-15,7.0,3,28
2021-03-16,3.0,18,34
2021-03-17,8.0,5,29
2021-03-18,0.0,1,16
2021-03-19,2.0,0,18
2021-03-20,0.0,0,1
2021-03-21,1.0,0,0
2021-03-22,5.0,3,22
2021-03-23,1.0,5,30
2021-03-24,2.0,9,28
2021-03-25,2.0,11,15
2021-03-26,0.0,6,29
2021-03-27,2.0,0,0
2021-03-28,0.0,0,1
2021-03-29,2.0,6,15
2021-03-30,11.0,7,10
2021-03-31,23.0,2,10
2021-04-01,6.0,0,4
2021-04-02,5.0,2,9
2021-04-03,0.0,0,0
2021-04-04,1.0,0,0
2021-04-05,1.0,9,0
2021-04-06,15.0,2,18
2021-04-07,20.0,3,25
2021-04-08,7.0,13,24
2021-04-09,10.0,8,34
2021-04-10,2.0,4,0
2021-04-11,1.0,0,0
2021-04-12,2.0,0,23
2021-04-13,0.0,4,17
2021-04-14,0.0,3,24
2021-04-15,0.0,4,19
2021-04-16,1.0,7,11
2021-04-17,3.0,0,0
2021-04-18,1.0,0,0
2021-04-19,2.0,9,13
2021-04-20,13.0,1,36
2021-04-21,5.0,15,9
2021-04-22,12.0,7,8
2021-04-23,10.0,1,19
2021-04-24,0.0,0,4
2021-04-25,4.0,0,2
2021-04-26,1.0,5,42
2021-04-27,9.0,1,19
2021-04-28,5.0,0,20
2021-04-29,5.0,2,18
2021-04-30,6.0,0,11
2021-05-01,3.0,6,0
2021-05-02,2.0,0,2
2021-05-03,0.0,14,18
2021-05-04,4.0,14,19
2021-05-05,6.0,19,16
2021-05-06,11.0,13,27
2021-05-07,4.0,0,19
2021-05-08,13.0,9,0
2021-05-09,3.0,1,0
2021-05-10,13.0,10,29
2021-05-11,3.0,14,10
2021-05-12,10.0,5,24
2021-05-13,9.0,3,2
2021-05-14,5.0,15,3
2021-05-15,0.0,2,0
2021-05-16,1.0,0,0
2021-05-17,8.0,3,0
2021-05-18,10.0,13,22
2021-05-19,3.0,7,22
2021-05-20,0.0,9,18
2021-05-21,3.0,6,36
2021-05-22,2.0,7,0
2021-05-23,0.0,0,0
2021-05-24,1.0,1,7
2021-05-25,1.0,8,16
2021-05-26,1.0,17,19
2021-05-27,0.0,2,26
2021-05-28,0.0,5,19
2021-05-29,0.0,0,0
2021-05-30,0.0,0,0
2021-05-31,3.0,21,18
2021-06-01,1.0,9,18
2021-06-02,1.0,26,7
2021-06-03,5.0,14,19
2021-06-04,2.0,9,12
2021-06-05,3.0,0,0
2021-06-06,0.0,0,0
2021-06-07,2.0,9,5
2021-06-08,0.0,6,7
2021-06-09,2.0,0,8
2021-06-10,4.0,0,16
2021-06-11,6.0,9,8
2021-06-12,3.0,0,0
2021-06-13,0.0,0,3
2021-06-14,6.0,8,12
2021-06-15,17.0,11,3
2021-06-16,5.0,8,18
2021-06-17,10.0,20,37
2021-06-18,11.0,20,18
2021-06-19,2.0,0,1
2021-06-20,6.0,0,0
2021-06-21,12.0,4,7
2021-06-22,8.0,8,25
2021-06-23,4.0,9,20
2021-06-24,9.0,41,4
2021-06-25,10.0,16,13
2021-06-26,3.0,13,0
2021-06-27,0.0,2,0
2021-06-28,5.0,32,5
2021-06-29,4.0,22,3
