,netdata/netdata,cacti/cacti,grafana/grafana
2024-06-24,5,0,29
2024-06-25,9,2,43
2024-06-26,9,0,28
2024-06-27,14,0,27
2024-06-28,4,0,1
2024-06-29,7,3,0
2024-06-30,1,1,0
2024-07-01,7,0,19
2024-07-02,6,0,20
2024-07-03,3,0,28
2024-07-04,3,2,30
2024-07-05,5,0,22
2024-07-06,1,0,2
2024-07-07,1,0,0
2024-07-08,13,0,18
2024-07-09,4,0,23
2024-07-10,9,0,17
2024-07-11,10,0,23
2024-07-12,10,0,30
2024-07-13,3,0,2
2024-07-14,5,0,0
2024-07-15,10,0,15
2024-07-16,9,0,26
2024-07-17,6,0,32
2024-07-18,7,0,24
2024-07-19,2,0,23
2024-07-20,0,0,1
2024-07-21,1,1,0
2024-07-22,7,0,25
2024-07-23,2,0,20
2024-07-24,4,0,18
2024-07-25,1,0,24
2024-07-26,2,0,23
2024-07-27,1,0,0
2024-07-28,0,0,1
2024-07-29,3,0,29
2024-07-30,4,0,29
2024-07-31,2,4,35
2024-08-01,2,0,24
2024-08-02,1,0,18
2024-08-03,0,0,0
2024-08-04,0,4,0
2024-08-05,7,0,15
2024-08-06,9,0,20
2024-08-07,4,0,10
2024-08-08,10,3,21
2024-08-09,8,8,24
2024-08-10,2,0,0
2024-08-11,8,0,3
2024-08-12,13,0,26
2024-08-13,4,0,29
2024-08-14,8,0,22
2024-08-15,1,0,24
2024-08-16,9,0,17
2024-08-17,4,0,0
2024-08-18,12,4,1
2024-08-19,22,0,19
2024-08-20,5,0,20
2024-08-21,7,0,29
2024-08-22,4,5,24
2024-08-23,7,0,12
2024-08-24,5,0,0
2024-08-25,3,2,0
2024-08-26,10,0,27
2024-08-27,2,0,39
2024-08-28,7,0,22
2024-08-29,14,0,33
2024-08-30,5,0,35
2024-08-31,1,0,0
2024-09-01,4,0,0
2024-09-02,2,0,23
2024-09-03,3,0,19
2024-09-04,17,0,18
2024-09-05,3,0,23
2024-09-06,1,0,22
2024-09-07,0,14,1
2024-09-08,3,0,1
2024-09-09,2,3,30
2024-09-10,13,0,34
2024-09-11,9,0,21
2024-09-12,5,8,28
2024-09-13,6,0,25
2024-09-14,9,0,0
2024-09-15,1,4,0
2024-09-16,9,2,1
2024-09-17,7,4,15
2024-09-18,7,7,12
2024-09-19,1,4,20
2024-09-20,1,2,17
2024-09-21,3,0,1
2024-09-22,4,0,0
2024-09-23,3,2,29
2024-09-24,5,1,33
2024-09-25,4,2,34
2024-09-26,2,1,30
2024-09-27,7,3,37
2024-09-28,3,2,4
2024-09-29,3,4,0
2024-09-30,8,0,38
2024-10-01,5,3,29
2024-10-02,7,0,25
2024-10-03,16,1,18
2024-10-04,10,0,33
2024-10-05,1,0,0
2024-10-06,7,0,0
2024-10-07,7,0,30
2024-10-08,16,6,23
2024-10-09,9,0,25
2024-10-10,16,0,32
2024-10-11,9,0,30
2024-10-12,1,3,0
2024-10-13,0,6,0
2024-10-14,7,6,19
2024-10-15,10,2,32
2024-10-16,8,11,21
2024-10-17,12,5,39
2024-10-18,10,0,24
2024-10-19,7,0,0
2024-10-20,3,2,0
2024-10-21,12,1,31
2024-10-22,7,0,26
2024-10-23,8,0,36
2024-10-24,5,0,42
2024-10-25,5,0,21
2024-10-26,2,0,0
2024-10-27,4,0,0
2024-10-28,5,0,28
2024-10-29,6,17,25
2024-10-30,11,11,20
2024-10-31,11,1,25
2024-11-01,7,8,15
2024-11-02,4,7,0
2024-11-03,2,7,0
2024-11-04,9,13,21
2024-11-05,10,9,32
2024-11-06,6,8,32
2024-11-07,11,11,33
2024-11-08,10,12,25
2024-11-09,3,14,1
2024-11-10,2,6,0
2024-11-11,4,9,26
2024-11-12,11,0,41
2024-11-13,3,2,19
2024-11-14,18,3,31
2024-11-15,4,14,36
2024-11-16,1,6,1
2024-11-17,1,7,0
2024-11-18,4,1,20
2024-11-19,8,4,33
2024-11-20,8,1,24
2024-11-21,4,0,33
2024-11-22,6,4,21
2024-11-23,2,0,0
2024-11-24,1,7,0
2024-11-25,13,4,26
2024-11-26,2,4,28
2024-11-27,9,6,24
2024-11-28,4,3,22
2024-11-29,5,15,10
2024-11-30,5,24,0
2024-12-01,1,12,0
2024-12-02,3,15,26
2024-12-03,3,16,22
2024-12-04,6,8,12
2024-12-05,10,15,23
2024-12-06,9,9,17
2024-12-07,7,3,2
2024-12-08,2,4,0
2024-12-09,14,36,19
2024-12-10,6,8,28
2024-12-11,8,14,21
2024-12-12,10,23,36
2024-12-13,2,15,23
2024-12-14,4,6,0
2024-12-15,7,18,0
2024-12-16,12,16,20
2024-12-17,9,4,27
2024-12-18,5,7,28
2024-12-19,7,23,25
2024-12-20,5,20,14
2024-12-21,6,16,0
2024-12-22,1,9,0
2024-12-23,9,15,1
2024-12-24,4,20,1
2024-12-25,4,1,1
2024-12-26,2,0,1
2024-12-27,4,8,4
2024-12-28,2,10,0
2024-12-29,4,21,1
2024-12-30,7,31,5
2024-12-31,6,19,6
2025-01-01,2,8,0
2025-01-02,6,18,11
2025-01-03,3,16,16
2025-01-04,1,12,0
2025-01-05,1,5,0
2025-01-06,3,0,22
2025-01-07,9,0,37
2025-01-08,14,7,22
2025-01-09,13,11,30
2025-01-10,11,15,38
2025-01-11,2,4,2
2025-01-12,7,1,0
2025-01-13,6,7,30
2025-01-14,10,5,30
2025-01-15,11,7,29
2025-01-16,8,15,31
2025-01-17,14,15,33
2025-01-18,2,0,0
2025-01-19,3,2,2
2025-01-20,6,0,22
2025-01-21,6,0,30
2025-01-22,7,0,19
2025-01-23,7,0,37
2025-01-24,5,0,25
2025-01-25,3,0,0
2025-01-26,2,2,1
2025-01-27,12,1,37
2025-01-28,14,2,35
2025-01-29,5,4,36
2025-01-30,14,2,24
2025-01-31,19,0,21
2025-02-01,2,0,0
2025-02-02,4,3,0
2025-02-03,10,0,33
2025-02-04,3,0,28
2025-02-05,9,0,26
2025-02-06,5,0,34
2025-02-07,10,4,36
2025-02-08,3,1,1
2025-02-09,1,1,0
2025-02-10,12,0,23
2025-02-11,6,0,38
2025-02-12,10,0,34
2025-02-13,10,0,48
2025-02-14,2,0,37
2025-02-15,1,0,1
2025-02-16,1,0,0
2025-02-17,8,0,23
2025-02-18,8,0,24
2025-02-19,7,1,38
2025-02-20,6,0,44
2025-02-21,7,0,33
2025-02-22,1,13,4
2025-02-23,10,4,0
2025-02-24,8,5,20
2025-02-25,6,2,33
2025-02-26,14,0,25
2025-02-27,6,1,31
2025-02-28,13,3,19
2025-03-01,3,0,1
2025-03-02,6,0,0
2025-03-03,9,0,18
2025-03-04,10,2,23
2025-03-05,11,2,23
2025-03-06,6,3,42
2025-03-07,10,3,35
2025-03-08,10,6,3
2025-03-09,2,19,1
2025-03-10,7,6,31
2025-03-11,9,7,54
2025-03-12,13,1,41
2025-03-13,12,3,40
2025-03-14,8,1,31
2025-03-15,8,0,0
2025-03-16,4,0,1
2025-03-17,15,8,37
2025-03-18,6,1,40
2025-03-19,9,0,37
2025-03-20,11,3,46
2025-03-21,9,3,38
2025-03-22,5,8,4
2025-03-23,2,18,0
2025-03-24,7,3,35
2025-03-25,6,1,32
2025-03-26,8,0,51
2025-03-27,12,0,56
2025-03-28,6,0,3
2025-03-29,6,0,1
2025-03-30,3,0,2
2025-03-31,16,1,36
2025-04-01,10,0,39
2025-04-02,8,2,54
2025-04-03,14,2,47
2025-04-04,5,1,30
2025-04-05,3,2,1
2025-04-06,8,0,3
2025-04-07,12,4,40
2025-04-08,13,3,52
2025-04-09,13,0,46
2025-04-10,5,0,54
2025-04-11,3,1,73
2025-04-12,1,0,0
2025-04-13,1,2,0
2025-04-14,5,1,25
2025-04-15,7,0,32
2025-04-16,4,0,24
2025-04-17,10,0,18
2025-04-18,5,2,6
2025-04-19,1,0,1
2025-04-20,2,0,0
2025-04-21,1,0,10
2025-04-22,5,0,46
2025-04-23,7,0,38
2025-04-24,7,1,34
2025-04-25,6,1,29
2025-04-26,2,0,0
2025-04-27,4,0,0
2025-04-28,13,0,11
2025-04-29,7,0,6
2025-04-30,7,2,49
2025-05-01,2,0,19
2025-05-02,10,0,21
2025-05-03,2,0,1
2025-05-04,1,0,0
2025-05-05,5,0,27
2025-05-06,5,0,34
2025-05-07,7,0,29
2025-05-08,7,3,30
2025-05-09,5,1,27
2025-05-10,1,0,0
2025-05-11,0,0,1
2025-05-12,4,0,31
2025-05-13,2,0,32
2025-05-14,5,0,30
2025-05-15,4,0,36
2025-05-16,5,1,25
2025-05-17,1,0,2
2025-05-18,2,0,0
2025-05-19,7,0,34
2025-05-20,8,0,33
2025-05-21,11,0,33
2025-05-22,5,0,35
2025-05-23,4,1,22
2025-05-24,1,0,1
2025-05-25,2,0,1
2025-05-26,5,0,11
2025-05-27,7,0,26
2025-05-28,10,0,35
2025-05-29,11,0,24
2025-05-30,5,0,2
2025-05-31,1,1,0
2025-06-01,2,1,1
2025-06-02,5,0,13
2025-06-03,2,1,16
2025-06-04,8,0,17
2025-06-05,13,0,18
2025-06-06,6,0,9
2025-06-07,2,0,1
2025-06-08,3,1,0
2025-06-09,3,0,14
2025-06-10,7,0,34
2025-06-11,7,0,33
2025-06-12,2,0,29
2025-06-13,11,0,27
2025-06-14,0,0,0
2025-06-15,3,1,1
2025-06-16,8,2,33
2025-06-17,10,1,32
2025-06-18,15,0,51
2025-06-19,5,0,16
2025-06-20,4,0,21
2025-06-21,2,0,2
2025-06-22,2,0,1
2025-06-23,7,2,4
2025-06-24,12,0,41
2025-06-25,6,2,42
2025-06-26,7,0,32
2025-06-27,6,2,30
2025-06-28,1,1,0
2025-06-29,25,5,1
2025-06-30,12,2,37
2025-07-01,10,3,25
2025-07-02,5,2,22
2025-07-03,6,3,25
2025-07-04,3,10,24
2025-07-05,2,0,0
2025-07-06,2,1,0
2025-07-07,4,2,28
2025-07-08,8,0,28
2025-07-09,2,1,38
2025-07-10,2,0,39
2025-07-11,8,7,39
2025-07-12,2,0,1
2025-07-13,10,11,1
2025-07-14,10,1,18
2025-07-15,7,0,34
2025-07-16,5,0,34
