,cypress-io/cypress,DevExpress/testcafe,seleniumhq/selenium
2020-04-04,0,0,4
2020-04-05,0,0,11
2020-04-06,10,2,9
2020-04-07,4,4,8
2020-04-08,2,2,3
2020-04-09,1,1,12
2020-04-10,6,0,3
2020-04-11,0,0,5
2020-04-12,0,0,16
2020-04-13,5,0,5
2020-04-14,4,1,13
2020-04-15,0,7,4
2020-04-16,2,0,4
2020-04-17,1,0,9
2020-04-18,0,0,12
2020-04-19,0,0,8
2020-04-20,9,0,12
2020-04-21,12,2,2
2020-04-22,4,2,1
2020-04-23,6,0,15
2020-04-24,1,1,5
2020-04-25,0,0,21
2020-04-26,3,0,8
2020-04-27,6,3,7
2020-04-28,6,0,10
2020-04-29,11,1,17
2020-04-30,6,1,1
2020-05-01,4,0,16
2020-05-02,6,0,0
2020-05-03,0,0,4
2020-05-04,11,0,7
2020-05-05,6,0,1
2020-05-06,4,2,10
2020-05-07,5,3,3
2020-05-08,20,3,1
2020-05-09,1,0,1
2020-05-10,0,0,0
2020-05-11,8,0,3
2020-05-12,7,0,14
2020-05-13,7,1,2
2020-05-14,6,1,0
2020-05-15,22,3,3
2020-05-16,12,0,1
2020-05-17,2,0,0
2020-05-18,17,0,2
2020-05-19,12,4,40
2020-05-20,7,3,19
2020-05-21,3,3,0
2020-05-22,2,2,3
2020-05-23,0,0,1
2020-05-24,2,0,3
2020-05-25,1,3,2
2020-05-26,9,2,2
2020-05-27,13,2,9
2020-05-28,8,5,13
2020-05-29,10,0,1
2020-05-30,3,0,1
2020-05-31,0,0,1
2020-06-01,8,6,5
2020-06-02,3,3,2
2020-06-03,8,1,1
2020-06-04,14,0,4
2020-06-05,15,2,7
2020-06-06,0,0,0
2020-06-07,0,0,0
2020-06-08,6,6,2
2020-06-09,6,2,2
2020-06-10,14,2,2
2020-06-11,1,1,2
2020-06-12,8,0,0
2020-06-13,1,0,2
2020-06-14,0,0,0
2020-06-15,5,3,1
2020-06-16,5,0,9
2020-06-17,6,1,0
2020-06-18,4,2,9
2020-06-19,5,3,7
2020-06-20,1,1,0
2020-06-21,0,0,0
2020-06-22,8,3,4
2020-06-23,6,5,0
2020-06-24,3,1,2
2020-06-25,3,1,0
2020-06-26,3,1,1
2020-06-27,1,0,0
2020-06-28,0,0,0
2020-06-29,9,1,3
2020-06-30,13,5,0
2020-07-01,5,0,6
2020-07-02,4,0,2
2020-07-03,2,3,0
2020-07-04,1,0,0
2020-07-05,0,0,0
2020-07-06,5,8,0
2020-07-07,9,1,11
2020-07-08,6,1,4
2020-07-09,1,1,1
2020-07-10,4,0,6
2020-07-11,4,0,8
2020-07-12,1,0,0
2020-07-13,20,2,5
2020-07-14,5,3,5
2020-07-15,11,2,9
2020-07-16,7,5,9
2020-07-17,9,0,6
2020-07-18,13,1,1
2020-07-19,2,0,2
2020-07-20,22,1,8
2020-07-21,6,2,14
2020-07-22,6,0,4
2020-07-23,11,0,4
2020-07-24,1,0,3
2020-07-25,2,0,0
2020-07-26,0,0,0
2020-07-27,2,0,1
2020-07-28,5,2,1
2020-07-29,4,3,3
2020-07-30,2,0,1
2020-07-31,2,5,0
2020-08-01,0,0,0
2020-08-02,0,0,1
2020-08-03,7,2,2
2020-08-04,4,2,0
2020-08-05,2,1,2
2020-08-06,2,8,0
2020-08-07,3,1,0
2020-08-08,1,0,0
2020-08-09,0,0,0
2020-08-10,18,0,1
2020-08-11,4,1,3
2020-08-12,12,4,3
2020-08-13,11,0,1
2020-08-14,8,0,1
2020-08-15,4,0,1
2020-08-16,0,0,0
2020-08-17,4,0,7
2020-08-18,4,2,12
2020-08-19,6,3,4
2020-08-20,1,0,2
2020-08-21,5,1,5
2020-08-22,0,0,1
2020-08-23,0,0,0
2020-08-24,6,1,0
2020-08-25,2,0,0
2020-08-26,1,4,0
2020-08-27,7,3,1
2020-08-28,2,1,0
2020-08-29,1,0,0
2020-08-30,0,0,0
2020-08-31,5,1,0
2020-09-01,5,1,0
2020-09-02,2,2,0
2020-09-03,1,5,2
2020-09-04,1,0,7
2020-09-05,0,0,0
2020-09-06,0,0,1
2020-09-07,0,0,20
2020-09-08,7,1,3
2020-09-09,5,0,3
2020-09-10,8,2,4
2020-09-11,9,1,2
2020-09-12,1,0,0
2020-09-13,0,0,1
2020-09-14,8,2,6
2020-09-15,5,0,12
2020-09-16,6,2,9
2020-09-17,7,2,5
2020-09-18,4,1,2
2020-09-19,4,0,0
2020-09-20,0,0,0
2020-09-21,1,1,6
2020-09-22,3,1,2
2020-09-23,2,1,0
2020-09-24,6,1,1
2020-09-25,16,1,8
2020-09-26,3,0,0
2020-09-27,1,0,0
2020-09-28,5,0,6
2020-09-29,14,0,18
2020-09-30,7,0,7
2020-10-01,9,2,1
2020-10-02,5,1,8
2020-10-03,1,0,0
2020-10-04,0,0,0
2020-10-05,1,2,4
2020-10-06,7,0,6
2020-10-07,8,1,13
2020-10-08,12,1,0
2020-10-09,2,2,4
2020-10-10,0,0,1
2020-10-11,1,0,0
2020-10-12,0,1,6
2020-10-13,6,0,7
2020-10-14,15,0,4
2020-10-15,2,2,3
2020-10-16,3,0,0
2020-10-17,0,0,0
2020-10-18,0,0,1
2020-10-19,4,1,3
2020-10-20,3,4,18
2020-10-21,4,0,5
2020-10-22,2,0,0
2020-10-23,2,0,3
2020-10-24,0,0,0
2020-10-25,0,0,0
2020-10-26,7,2,5
2020-10-27,4,0,5
2020-10-28,4,0,4
2020-10-29,14,1,9
2020-10-30,14,1,3
2020-10-31,0,0,0
2020-11-01,0,0,5
2020-11-02,5,1,12
2020-11-03,6,2,8
2020-11-04,3,0,9
2020-11-05,1,0,11
2020-11-06,1,1,10
2020-11-07,0,0,5
2020-11-08,0,0,4
2020-11-09,8,0,19
2020-11-10,5,3,27
2020-11-11,0,1,6
2020-11-12,1,1,13
2020-11-13,0,2,13
2020-11-14,3,0,2
2020-11-15,0,0,4
2020-11-16,4,4,9
2020-11-17,3,0,16
2020-11-18,1,1,6
2020-11-19,1,1,11
2020-11-20,3,0,8
2020-11-21,0,0,3
2020-11-22,0,0,12
2020-11-23,14,2,24
2020-11-24,4,2,39
2020-11-25,1,2,5
2020-11-26,0,4,8
2020-11-27,0,8,11
2020-11-28,0,0,10
2020-11-29,0,0,13
2020-11-30,15,2,11
2020-12-01,0,1,7
2020-12-02,7,3,14
2020-12-03,9,1,7
2020-12-04,4,2,12
2020-12-05,0,0,6
2020-12-06,0,0,13
2020-12-07,5,3,12
2020-12-08,0,1,7
2020-12-09,5,2,8
2020-12-10,2,0,6
2020-12-11,3,7,5
2020-12-12,0,0,0
2020-12-13,0,0,0
2020-12-14,3,1,2
2020-12-15,0,4,10
2020-12-16,5,5,2
2020-12-17,3,1,7
2020-12-18,3,0,9
2020-12-19,0,0,0
2020-12-20,1,0,4
2020-12-21,12,2,4
2020-12-22,0,1,3
2020-12-23,2,2,0
2020-12-24,1,1,2
2020-12-25,0,3,1
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,2,2,1
2020-12-29,2,1,1
2020-12-30,0,1,1
2020-12-31,0,0,0
2021-01-01,0,0,0
2021-01-02,0,0,2
2021-01-03,0,0,5
2021-01-04,3,0,3
2021-01-05,13,0,4
2021-01-06,7,0,2
2021-01-07,0,0,5
2021-01-08,5,1,10
2021-01-09,0,0,3
2021-01-10,0,0,1
2021-01-11,9,2,4
2021-01-12,2,2,3
2021-01-13,3,4,11
2021-01-14,1,4,9
2021-01-15,1,2,5
2021-01-16,0,0,0
2021-01-17,1,0,2
2021-01-18,0,2,0
2021-01-19,5,2,5
2021-01-20,4,4,2
2021-01-21,3,0,12
2021-01-22,4,1,15
2021-01-23,0,0,5
2021-01-24,0,0,4
2021-01-25,0,2,9
2021-01-26,3,2,10
2021-01-27,11,1,5
2021-01-28,1,1,9
2021-01-29,6,1,3
2021-01-30,2,1,4
2021-01-31,0,0,6
2021-02-01,7,0,9
2021-02-02,4,0,25
2021-02-03,0,0,7
2021-02-04,12,0,11
2021-02-05,28,1,5
2021-02-06,0,0,7
2021-02-07,0,0,7
2021-02-08,24,2,9
2021-02-09,21,4,22
2021-02-10,6,1,12
2021-02-11,9,2,20
2021-02-12,11,1,9
2021-02-13,0,0,20
2021-02-14,2,0,5
2021-02-15,13,9,13
2021-02-16,15,1,6
2021-02-17,18,0,10
2021-02-18,14,2,4
2021-02-19,3,1,6
2021-02-20,1,0,4
2021-02-21,0,0,4
2021-02-22,8,0,15
2021-02-23,3,0,11
2021-02-24,4,1,5
2021-02-25,9,2,2
2021-02-26,2,1,0
2021-02-27,1,0,0
2021-02-28,1,0,1
2021-03-01,3,0,12
2021-03-02,5,1,8
2021-03-03,10,1,10
2021-03-04,6,4,4
2021-03-05,15,1,2
2021-03-06,3,0,3
2021-03-07,0,1,1
2021-03-08,11,0,3
2021-03-09,4,1,5
2021-03-10,17,1,6
2021-03-11,4,5,7
2021-03-12,4,0,7
2021-03-13,1,1,4
2021-03-14,1,0,0
2021-03-15,18,2,34
2021-03-16,22,2,15
2021-03-17,9,3,9
2021-03-18,15,1,9
2021-03-19,13,1,9
2021-03-20,2,1,0
2021-03-21,0,0,1
2021-03-22,11,4,4
2021-03-23,7,1,11
2021-03-24,3,2,3
2021-03-25,5,1,2
2021-03-26,5,1,3
2021-03-27,0,0,1
2021-03-28,0,0,0
2021-03-29,14,1,5
2021-03-30,19,0,9
2021-03-31,7,1,1
2021-04-01,21,3,3
2021-04-02,16,2,0
2021-04-03,1,0,0
2021-04-04,0,0,0
2021-04-05,20,1,0
2021-04-06,11,0,2
2021-04-07,7,2,6
2021-04-08,2,3,8
2021-04-09,4,4,5
2021-04-10,1,0,0
2021-04-11,0,0,3
2021-04-12,5,0,14
2021-04-13,13,0,17
2021-04-14,3,0,1
2021-04-15,8,1,2
2021-04-16,3,2,0
2021-04-17,0,0,0
2021-04-18,0,0,0
2021-04-19,3,4,5
2021-04-20,3,0,9
2021-04-21,17,1,6
2021-04-22,17,2,6
2021-04-23,4,0,0
2021-04-24,0,0,2
2021-04-25,0,0,0
2021-04-26,13,17,5
2021-04-27,10,4,5
2021-04-28,5,4,0
2021-04-29,16,0,4
2021-04-30,9,1,0
2021-05-01,0,0,0
2021-05-02,0,0,2
2021-05-03,4,0,1
2021-05-04,2,3,2
2021-05-05,17,2,4
2021-05-06,6,4,9
2021-05-07,7,7,2
2021-05-08,0,0,0
2021-05-09,0,0,1
2021-05-10,13,1,9
2021-05-11,12,0,11
2021-05-12,13,8,11
2021-05-13,13,0,2
2021-05-14,4,1,0
2021-05-15,0,0,0
2021-05-16,0,0,0
2021-05-17,5,1,1
2021-05-18,1,0,5
2021-05-19,5,0,6
2021-05-20,5,0,0
2021-05-21,4,0,1
2021-05-22,0,0,0
2021-05-23,0,0,0
2021-05-24,9,2,13
2021-05-25,1,1,3
2021-05-26,10,1,6
2021-05-27,2,4,3
2021-05-28,2,2,0
2021-05-29,0,0,0
2021-05-30,0,0,0
2021-05-31,6,1,0
2021-06-01,9,2,2
2021-06-02,8,2,4
2021-06-03,5,1,5
2021-06-04,11,3,13
2021-06-05,0,0,0
2021-06-06,0,0,0
2021-06-07,7,4,6
2021-06-08,8,0,8
2021-06-09,5,0,6
2021-06-10,4,0,18
2021-06-11,1,0,2
2021-06-12,0,0,0
2021-06-13,0,0,2
2021-06-14,1,0,3
2021-06-15,3,0,3
2021-06-16,3,1,5
2021-06-17,13,2,4
2021-06-18,4,1,0
2021-06-19,0,0,0
2021-06-20,0,0,0
2021-06-21,4,0,0
2021-06-22,4,1,3
2021-06-23,6,0,0
2021-06-24,15,0,2
2021-06-25,4,0,3
2021-06-26,0,0,0
2021-06-27,1,0,0
2021-06-28,1,2,4
2021-06-29,10,0,3
2021-06-30,5,2,4
2021-07-01,0,0,4
2021-07-02,0,0,4
2021-07-03,0,0,2
2021-07-04,0,0,0
2021-07-05,1,0,3
2021-07-06,12,1,8
2021-07-07,8,2,1
2021-07-08,2,4,3
2021-07-09,1,1,1
2021-07-10,0,0,0
2021-07-11,0,0,0
2021-07-12,13,7,7
2021-07-13,7,1,7
2021-07-14,3,1,1
2021-07-15,2,1,6
2021-07-16,5,1,7
2021-07-17,0,0,0
2021-07-18,0,0,0
2021-07-19,13,2,2
2021-07-20,14,0,3
2021-07-21,11,4,2
2021-07-22,8,0,0
2021-07-23,6,0,1
2021-07-24,5,0,0
2021-07-25,1,0,0
2021-07-26,10,1,0
2021-07-27,5,1,2
2021-07-28,6,2,3
2021-07-29,17,0,1
2021-07-30,5,0,3
2021-07-31,7,0,0
2021-08-01,1,0,0
2021-08-02,21,4,0
2021-08-03,19,1,2
2021-08-04,29,0,0
2021-08-05,14,0,10
2021-08-06,26,0,3
2021-08-07,0,0,0
2021-08-08,0,0,0
2021-08-09,6,0,5
2021-08-10,6,0,8
2021-08-11,5,4,5
2021-08-12,9,1,1
2021-08-13,0,3,3
2021-08-14,0,1,0
2021-08-15,0,0,0
2021-08-16,5,0,9
2021-08-17,6,0,0
2021-08-18,17,3,4
2021-08-19,6,2,0
2021-08-20,1,5,3
2021-08-21,0,1,1
2021-08-22,0,1,0
2021-08-23,14,2,3
2021-08-24,12,1,4
2021-08-25,8,0,0
2021-08-26,2,3,4
2021-08-27,4,0,2
2021-08-28,0,0,0
2021-08-29,1,0,0
2021-08-30,6,1,7
2021-08-31,10,0,8
2021-09-01,3,2,14
2021-09-02,0,3,2
2021-09-03,0,0,1
2021-09-04,0,0,0
2021-09-05,0,0,5
2021-09-06,1,0,3
2021-09-07,8,0,3
2021-09-08,6,6,7
2021-09-09,12,2,1
2021-09-10,19,0,4
2021-09-11,4,0,0
2021-09-12,1,0,1
2021-09-13,12,1,6
2021-09-14,7,3,5
2021-09-15,8,0,2
2021-09-16,9,2,6
2021-09-17,6,1,5
2021-09-18,0,0,0
2021-09-19,0,0,0
2021-09-20,2,0,10
2021-09-21,8,0,11
2021-09-22,4,1,10
2021-09-23,9,1,0
2021-09-24,8,0,17
2021-09-25,2,0,2
2021-09-26,0,0,0
2021-09-27,6,0,11
2021-09-28,4,2,38
2021-09-29,3,1,17
2021-09-30,5,1,11
2021-10-01,5,1,3
2021-10-02,2,0,0
2021-10-03,0,0,0
2021-10-04,3,1,2
2021-10-05,8,3,1
2021-10-06,12,2,0
2021-10-07,8,0,8
2021-10-08,12,1,14
2021-10-09,3,0,4
2021-10-10,0,0,1
2021-10-11,8,1,9
2021-10-12,5,1,12
2021-10-13,12,0,16
2021-10-14,9,0,5
2021-10-15,14,0,3
2021-10-16,0,0,0
2021-10-17,0,0,1
2021-10-18,8,1,7
2021-10-19,10,2,8
2021-10-20,26,1,14
2021-10-21,5,0,5
2021-10-22,8,6,7
2021-10-23,1,0,0
2021-10-24,0,0,0
2021-10-25,17,0,12
2021-10-26,8,0,1
2021-10-27,5,2,3
2021-10-28,4,0,1
2021-10-29,11,0,3
2021-10-30,0,0,0
2021-10-31,0,0,1
2021-11-01,15,1,0
2021-11-02,7,3,2
2021-11-03,3,10,8
2021-11-04,7,0,4
2021-11-05,3,0,8
2021-11-06,0,0,0
2021-11-07,0,0,0
2021-11-08,8,1,2
2021-11-09,20,2,6
2021-11-10,15,2,0
2021-11-11,0,2,0
2021-11-12,3,1,0
2021-11-13,0,0,0
2021-11-14,2,0,0
2021-11-15,6,0,3
2021-11-16,8,4,10
2021-11-17,3,1,17
2021-11-18,6,4,12
2021-11-19,7,0,5
2021-11-20,4,0,0
2021-11-21,1,0,0
2021-11-22,9,1,9
2021-11-23,8,1,6
2021-11-24,7,1,3
2021-11-25,0,0,0
2021-11-26,0,2,7
2021-11-27,0,0,4
2021-11-28,1,0,1
2021-11-29,21,2,6
2021-11-30,3,1,7
2021-12-01,4,1,21
2021-12-02,12,1,3
2021-12-03,10,4,3
2021-12-04,2,0,0
2021-12-05,4,0,0
2021-12-06,7,1,0
2021-12-07,22,1,0
2021-12-08,11,2,2
2021-12-09,10,0,2
2021-12-10,7,1,3
2021-12-11,1,0,0
2021-12-12,1,0,4
2021-12-13,1,1,6
2021-12-14,4,5,3
2021-12-15,6,0,1
2021-12-16,17,2,3
2021-12-17,5,0,4
2021-12-18,2,0,0
2021-12-19,0,0,0
2021-12-20,10,0,4
2021-12-21,12,0,0
2021-12-22,5,2,0
2021-12-23,0,4,1
2021-12-24,0,0,14
2021-12-25,0,0,1
2021-12-26,0,0,9
2021-12-27,0,9,4
2021-12-28,0,0,0
2021-12-29,0,0,3
2021-12-30,0,0,4
2021-12-31,0,0,5
2022-01-01,0,0,7
2022-01-02,0,0,0
2022-01-03,7,0,1
2022-01-04,7,0,8
2022-01-05,6,0,3
2022-01-06,8,0,3
2022-01-07,7,0,1
2022-01-08,0,0,2
2022-01-09,0,0,2
2022-01-10,14,1,5
2022-01-11,4,2,2
2022-01-12,9,0,2
2022-01-13,6,2,2
2022-01-14,5,0,0
2022-01-15,0,0,1
2022-01-16,0,0,1
2022-01-17,0,0,4
2022-01-18,10,2,0
2022-01-19,13,2,5
2022-01-20,10,1,4
2022-01-21,23,0,4
2022-01-22,0,0,1
2022-01-23,0,0,1
2022-01-24,9,1,11
2022-01-25,15,6,0
2022-01-26,9,2,0
2022-01-27,10,0,3
2022-01-28,9,0,2
2022-01-29,1,0,2
2022-01-30,0,0,3
2022-01-31,17,0,3
2022-02-01,5,0,2
2022-02-02,6,0,6
2022-02-03,5,0,15
2022-02-04,5,1,7
2022-02-05,1,0,0
2022-02-06,0,0,1
2022-02-07,11,0,0
2022-02-08,31,2,0
2022-02-09,11,0,5
2022-02-10,24,0,2
2022-02-11,16,0,3
2022-02-12,2,0,0
2022-02-13,1,0,0
2022-02-14,17,0,2
2022-02-15,9,0,0
2022-02-16,8,2,0
2022-02-17,9,1,0
2022-02-18,19,2,2
2022-02-19,2,0,4
2022-02-20,2,0,0
2022-02-21,19,2,5
2022-02-22,30,2,6
2022-02-23,18,0,3
2022-02-24,9,0,3
2022-02-25,19,3,4
2022-02-26,5,0,1
2022-02-27,1,0,0
2022-02-28,14,3,3
2022-03-01,10,0,11
2022-03-02,8,0,2
2022-03-03,6,0,8
2022-03-04,21,0,6
2022-03-05,2,0,0
2022-03-06,2,0,0
2022-03-07,8,0,0
2022-03-08,22,0,2
2022-03-09,19,0,5
2022-03-10,10,0,2
2022-03-11,6,0,1
2022-03-12,0,0,1
2022-03-13,0,0,0
2022-03-14,22,0,0
2022-03-15,23,0,0
2022-03-16,22,2,0
2022-03-17,5,0,2
2022-03-18,4,0,0
2022-03-19,0,0,0
2022-03-20,0,0,0
2022-03-21,12,0,1
2022-03-22,17,1,2
2022-03-23,21,0,5
2022-03-24,25,0,5
2022-03-25,12,1,5
2022-03-26,0,0,4
2022-03-27,3,0,2
2022-03-28,15,1,3
2022-03-29,30,2,4
2022-03-30,15,4,10
2022-03-31,22,2,0
2022-04-01,18,2,11
2022-04-02,0,0,1
2022-04-03,0,0,0
2022-04-04,16,0,2
2022-04-05,15,1,3
2022-04-06,16,1,9
2022-04-07,14,4,12
2022-04-08,20,1,7
2022-04-09,0,0,1
2022-04-10,1,0,1
2022-04-11,18,0,3
2022-04-12,16,0,0
2022-04-13,11,0,9
2022-04-14,19,2,13
2022-04-15,6,1,0
2022-04-16,0,0,0
2022-04-17,0,0,1
2022-04-18,6,4,2
2022-04-19,16,0,1
2022-04-20,7,0,7
2022-04-21,7,0,5
2022-04-22,6,0,1
2022-04-23,2,0,2
2022-04-24,0,0,0
