,elastic/elasticsearch,blevesearch/bleve,apache/solr
2018-08-01,24,0,14
2018-08-02,19,1,6
2018-08-03,29,0,7
2018-08-04,1,0,3
2018-08-05,1,0,3
2018-08-06,23,0,5
2018-08-07,24,0,7
2018-08-08,16,0,10
2018-08-09,19,2,5
2018-08-10,26,3,9
2018-08-11,1,2,6
2018-08-12,0,0,0
2018-08-13,18,5,7
2018-08-14,19,4,6
2018-08-15,24,5,8
2018-08-16,24,2,9
2018-08-17,24,0,7
2018-08-18,7,1,3
2018-08-19,0,3,1
2018-08-20,29,0,7
2018-08-21,30,0,0
2018-08-22,23,0,1
2018-08-23,22,3,5
2018-08-24,26,0,4
2018-08-25,3,0,0
2018-08-26,5,0,1
2018-08-27,23,2,8
2018-08-28,28,1,7
2018-08-29,25,1,6
2018-08-30,27,0,11
2018-08-31,36,0,3
2018-09-01,4,2,5
2018-09-02,6,0,0
2018-09-03,19,0,5
2018-09-04,20,0,9
2018-09-05,31,3,17
2018-09-06,23,6,14
2018-09-07,26,0,9
2018-09-08,7,0,2
2018-09-09,10,0,0
2018-09-10,20,3,11
2018-09-11,20,0,8
2018-09-12,28,2,4
2018-09-13,24,0,4
2018-09-14,31,0,2
2018-09-15,3,0,1
2018-09-16,4,0,2
2018-09-17,28,0,8
2018-09-18,33,0,1
2018-09-19,32,0,7
2018-09-20,32,0,7
2018-09-21,12,0,5
2018-09-22,8,0,2
2018-09-23,0,0,3
2018-09-24,24,0,4
2018-09-25,27,0,6
2018-09-26,26,0,2
2018-09-27,20,0,5
2018-09-28,30,0,2
2018-09-29,3,0,0
2018-09-30,5,0,0
2018-10-01,14,0,5
2018-10-02,33,0,3
2018-10-03,21,0,8
2018-10-04,22,0,10
2018-10-05,23,1,3
2018-10-06,6,0,1
2018-10-07,0,0,1
2018-10-08,7,0,4
2018-10-09,1,0,9
2018-10-10,4,0,8
2018-10-11,4,0,5
2018-10-12,6,0,1
2018-10-13,1,0,0
2018-10-14,4,0,2
2018-10-15,20,4,8
2018-10-16,32,1,10
2018-10-17,26,0,5
2018-10-18,22,1,7
2018-10-19,34,1,1
2018-10-20,16,0,1
2018-10-21,3,0,0
2018-10-22,19,0,6
2018-10-23,44,0,5
2018-10-24,37,1,11
2018-10-25,36,1,4
2018-10-26,38,0,7
2018-10-27,3,1,1
2018-10-28,3,0,5
2018-10-29,31,1,4
2018-10-30,35,0,2
2018-10-31,24,0,3
2018-11-01,27,0,1
2018-11-02,26,1,10
2018-11-03,2,0,2
2018-11-04,2,0,2
2018-11-05,21,1,3
2018-11-06,30,1,8
2018-11-07,26,0,16
2018-11-08,39,2,8
2018-11-09,17,1,9
2018-11-10,3,0,2
2018-11-11,1,0,1
2018-11-12,19,0,5
2018-11-13,29,0,4
2018-11-14,26,7,0
2018-11-15,24,0,2
2018-11-16,23,0,7
2018-11-17,3,0,2
2018-11-18,1,0,1
2018-11-19,23,2,6
2018-11-20,24,0,4
2018-11-21,39,0,6
2018-11-22,13,5,2
2018-11-23,15,0,1
2018-11-24,3,0,0
2018-11-25,1,0,1
2018-11-26,30,2,3
2018-11-27,41,1,7
2018-11-28,30,0,3
2018-11-29,38,0,1
2018-11-30,32,1,6
2018-12-01,5,0,12
2018-12-02,2,0,4
2018-12-03,22,2,8
2018-12-04,23,3,12
2018-12-05,38,8,1
2018-12-06,28,9,6
2018-12-07,38,0,7
2018-12-08,4,0,0
2018-12-09,7,2,3
2018-12-10,27,1,33
2018-12-11,38,5,30
2018-12-12,27,2,12
2018-12-13,29,2,9
2018-12-14,33,0,16
2018-12-15,3,0,2
2018-12-16,2,0,4
2018-12-17,29,3,3
2018-12-18,42,1,6
2018-12-19,52,0,0
2018-12-20,24,0,4
2018-12-21,17,0,2
2018-12-22,5,0,0
2018-12-23,9,0,0
2018-12-24,6,0,0
2018-12-25,0,0,0
2018-12-26,0,0,1
2018-12-27,8,0,1
2018-12-28,11,0,4
2018-12-29,0,0,0
2018-12-30,0,0,0
2018-12-31,7,0,2
2019-01-01,1,0,1
2019-01-02,23,0,8
2019-01-03,25,0,8
2019-01-04,19,5,3
2019-01-05,2,1,4
2019-01-06,1,0,2
2019-01-07,32,1,6
2019-01-08,21,2,7
2019-01-09,36,1,6
2019-01-10,30,0,3
2019-01-11,35,2,1
2019-01-12,3,0,1
2019-01-13,3,0,1
2019-01-14,22,1,2
2019-01-15,43,1,5
2019-01-16,23,4,3
2019-01-17,20,0,7
2019-01-18,29,0,7
2019-01-19,2,0,3
2019-01-20,3,0,7
2019-01-21,22,5,4
2019-01-22,30,2,5
2019-01-23,32,1,4
2019-01-24,46,0,6
2019-01-25,45,0,6
2019-01-26,6,0,3
2019-01-27,6,0,2
2019-01-28,25,0,6
2019-01-29,32,2,3
2019-01-30,46,4,8
2019-01-31,43,1,4
2019-02-01,56,13,6
2019-02-02,10,0,2
2019-02-03,8,0,1
2019-02-04,37,2,0
2019-02-05,50,2,1
2019-02-06,19,4,6
2019-02-07,0,0,3
2019-02-08,18,0,9
2019-02-09,8,0,1
2019-02-10,1,0,1
2019-02-11,32,2,2
2019-02-12,25,2,3
2019-02-13,15,1,3
2019-02-14,21,4,6
2019-02-15,38,0,3
2019-02-16,8,0,0
2019-02-17,1,0,1
2019-02-18,27,0,3
2019-02-19,35,1,4
2019-02-20,38,1,5
2019-02-21,20,0,4
2019-02-22,22,1,4
2019-02-23,2,0,1
2019-02-24,0,0,2
2019-02-25,24,1,7
2019-02-26,17,1,6
2019-02-27,31,1,4
2019-02-28,17,0,6
2019-03-01,17,0,4
2019-03-02,3,0,0
2019-03-03,1,1,0
2019-03-04,35,1,11
2019-03-05,26,0,7
2019-03-06,19,0,2
2019-03-07,20,1,8
2019-03-08,23,0,3
2019-03-09,3,0,2
2019-03-10,3,0,2
2019-03-11,18,0,5
2019-03-12,22,2,9
2019-03-13,17,2,1
2019-03-14,21,0,10
2019-03-15,27,1,9
2019-03-16,5,0,0
2019-03-17,5,0,0
2019-03-18,23,0,3
2019-03-19,23,2,7
2019-03-20,28,3,2
2019-03-21,28,0,2
2019-03-22,18,3,1
2019-03-23,10,0,0
2019-03-24,0,0,1
2019-03-25,9,3,5
2019-03-26,28,4,4
2019-03-27,38,6,8
2019-03-28,30,1,2
2019-03-29,24,1,0
2019-03-30,6,0,3
2019-03-31,1,0,2
2019-04-01,26,2,3
2019-04-02,22,4,5
2019-04-03,22,4,8
2019-04-04,27,1,4
2019-04-05,24,1,12
2019-04-06,3,0,1
2019-04-07,5,0,0
2019-04-08,32,4,3
2019-04-09,25,1,4
2019-04-10,25,0,8
2019-04-11,17,0,4
2019-04-12,16,0,9
2019-04-13,0,0,3
2019-04-14,2,0,1
2019-04-15,14,0,7
2019-04-16,21,0,2
2019-04-17,23,0,4
2019-04-18,23,0,6
2019-04-19,23,0,13
2019-04-20,3,0,4
2019-04-21,0,0,3
2019-04-22,12,0,5
2019-04-23,18,0,3
2019-04-24,16,1,3
2019-04-25,22,4,3
2019-04-26,19,0,1
2019-04-27,3,0,1
2019-04-28,1,0,4
2019-04-29,17,0,4
2019-04-30,20,0,7
2019-05-01,20,1,8
2019-05-02,21,0,6
2019-05-03,15,0,1
2019-05-04,5,0,1
2019-05-05,1,0,0
2019-05-06,22,1,4
2019-05-07,25,0,5
2019-05-08,27,3,8
2019-05-09,36,2,5
2019-05-10,25,4,5
2019-05-11,0,0,0
2019-05-12,2,0,1
2019-05-13,1,0,4
2019-05-14,9,0,6
2019-05-15,8,0,3
2019-05-16,7,0,6
2019-05-17,4,0,2
2019-05-18,2,0,0
2019-05-19,1,0,0
2019-05-20,19,0,6
2019-05-21,34,0,7
2019-05-22,44,0,3
2019-05-23,28,0,8
2019-05-24,34,0,1
2019-05-25,8,0,1
2019-05-26,2,0,1
2019-05-27,10,0,3
2019-05-28,32,1,7
2019-05-29,19,2,8
2019-05-30,27,3,6
2019-05-31,17,2,2
2019-06-01,1,0,1
2019-06-02,1,0,1
2019-06-03,21,2,3
2019-06-04,14,2,10
2019-06-05,28,0,10
2019-06-06,24,2,4
2019-06-07,17,1,7
2019-06-08,3,3,2
2019-06-09,3,0,2
2019-06-10,34,2,8
2019-06-11,30,2,14
2019-06-12,22,3,4
2019-06-13,27,1,12
2019-06-14,15,0,11
2019-06-15,0,0,2
2019-06-16,1,0,1
2019-06-17,14,0,6
2019-06-18,23,0,10
2019-06-19,24,1,11
2019-06-20,31,0,10
2019-06-21,20,0,5
2019-06-22,1,0,5
2019-06-23,2,0,0
2019-06-24,26,0,6
2019-06-25,37,1,8
2019-06-26,25,1,9
2019-06-27,25,0,9
2019-06-28,21,1,9
2019-06-29,5,0,3
2019-06-30,7,0,5
2019-07-01,27,1,9
2019-07-02,23,2,14
2019-07-03,27,1,10
2019-07-04,18,0,3
2019-07-05,20,0,4
2019-07-06,0,0,0
2019-07-07,0,0,0
2019-07-08,16,0,2
2019-07-09,23,1,6
2019-07-10,33,0,3
2019-07-11,29,0,7
2019-07-12,38,0,2
2019-07-13,4,0,1
2019-07-14,3,0,1
2019-07-15,36,0,4
2019-07-16,34,0,2
2019-07-17,38,0,18
2019-07-18,32,0,5
2019-07-19,18,0,6
2019-07-20,4,0,5
2019-07-21,3,0,4
2019-07-22,26,0,4
2019-07-23,21,0,5
2019-07-24,26,0,1
2019-07-25,25,1,7
2019-07-26,17,0,11
2019-07-27,0,0,1
2019-07-28,2,0,2
2019-07-29,28,1,6
2019-07-30,22,0,8
2019-07-31,17,0,4
2019-08-01,25,0,2
2019-08-02,19,1,7
2019-08-03,3,0,4
2019-08-04,4,0,1
2019-08-05,14,1,7
2019-08-06,27,1,9
2019-08-07,21,0,3
2019-08-08,35,2,2
2019-08-09,19,1,3
2019-08-10,2,0,5
2019-08-11,4,0,4
2019-08-12,27,1,4
2019-08-13,33,0,2
2019-08-14,28,0,5
2019-08-15,19,0,1
2019-08-16,31,0,0
2019-08-17,2,0,0
2019-08-18,0,0,2
2019-08-19,10,0,11
2019-08-20,25,0,8
2019-08-21,32,0,2
2019-08-22,29,0,2
2019-08-23,26,0,7
2019-08-24,4,0,0
2019-08-25,2,0,2
2019-08-26,29,2,3
2019-08-27,12,0,8
2019-08-28,19,0,2
2019-08-29,36,0,7
2019-08-30,11,0,2
2019-08-31,3,0,2
2019-09-01,1,0,4
2019-09-02,11,0,1
2019-09-03,16,0,3
2019-09-04,35,0,4
2019-09-05,23,0,13
2019-09-06,19,0,4
2019-09-07,4,0,2
2019-09-08,0,0,1
2019-09-09,22,0,2
2019-09-10,27,0,5
2019-09-11,43,0,4
2019-09-12,15,0,3
2019-09-13,9,0,8
2019-09-14,0,0,2
2019-09-15,2,0,1
2019-09-16,18,1,3
2019-09-17,17,0,2
2019-09-18,25,0,4
2019-09-19,24,2,3
2019-09-20,21,2,2
2019-09-21,0,0,4
2019-09-22,1,0,0
2019-09-23,26,0,1
2019-09-24,27,0,0
2019-09-25,47,0,5
2019-09-26,14,0,3
2019-09-27,24,0,4
2019-09-28,4,0,3
2019-09-29,0,0,4
2019-09-30,35,0,9
2019-10-01,32,0,5
2019-10-02,24,0,7
2019-10-03,19,0,3
2019-10-04,33,0,5
2019-10-05,7,0,1
2019-10-06,0,0,3
2019-10-07,27,0,11
2019-10-08,18,0,4
2019-10-09,25,0,2
2019-10-10,23,2,6
2019-10-11,26,1,8
2019-10-12,5,0,4
2019-10-13,6,0,1
2019-10-14,31,0,11
2019-10-15,32,0,9
2019-10-16,15,1,11
2019-10-17,14,0,0
2019-10-18,19,0,5
2019-10-19,1,0,1
2019-10-20,0,0,1
2019-10-21,22,0,8
2019-10-22,16,0,6
2019-10-23,27,0,7
2019-10-24,22,0,3
2019-10-25,21,1,4
2019-10-26,1,0,1
2019-10-27,0,0,0
2019-10-28,21,3,5
2019-10-29,41,1,9
2019-10-30,26,2,0
2019-10-31,36,0,0
2019-11-01,23,0,7
2019-11-02,2,0,2
2019-11-03,0,0,0
2019-11-04,5,0,3
2019-11-05,6,0,4
2019-11-06,5,0,2
2019-11-07,8,0,0
2019-11-08,3,0,1
2019-11-09,2,0,0
2019-11-10,0,0,0
2019-11-11,20,0,3
2019-11-12,18,0,7
2019-11-13,20,0,10
2019-11-14,22,0,6
2019-11-15,25,0,4
2019-11-16,1,0,2
2019-11-17,2,0,2
2019-11-18,26,0,5
2019-11-19,28,0,5
2019-11-20,22,0,2
2019-11-21,26,0,6
2019-11-22,32,0,8
2019-11-23,1,0,4
2019-11-24,1,0,4
2019-11-25,16,0,3
2019-11-26,21,0,5
2019-11-27,19,0,11
2019-11-28,12,0,10
2019-11-29,14,0,1
2019-11-30,0,0,1
2019-12-01,0,0,0
2019-12-02,14,0,7
2019-12-03,11,0,23
2019-12-04,20,0,6
2019-12-05,9,0,9
2019-12-06,22,0,17
2019-12-07,1,0,8
2019-12-08,1,0,6
2019-12-09,20,0,15
2019-12-10,15,0,13
2019-12-11,16,0,20
2019-12-12,26,0,22
2019-12-13,15,0,28
2019-12-14,0,0,3
2019-12-15,3,0,4
2019-12-16,16,0,15
2019-12-17,17,0,19
2019-12-18,22,0,13
2019-12-19,22,0,9
2019-12-20,29,0,9
2019-12-21,0,0,1
2019-12-22,0,0,0
2019-12-23,7,0,7
2019-12-24,9,0,9
2019-12-25,0,0,6
2019-12-26,7,0,0
2019-12-27,2,0,2
2019-12-28,0,0,2
2019-12-29,1,0,3
2019-12-30,5,0,8
2019-12-31,0,0,4
2020-01-01,0,0,1
2020-01-02,12,0,6
2020-01-03,21,2,21
2020-01-04,0,0,0
2020-01-05,2,0,0
2020-01-06,31,2,9
2020-01-07,20,2,3
2020-01-08,34,0,11
2020-01-09,25,0,22
2020-01-10,21,0,9
2020-01-11,1,1,1
2020-01-12,1,0,1
2020-01-13,24,0,14
2020-01-14,47,0,5
2020-01-15,27,3,17
2020-01-16,24,1,11
2020-01-17,23,0,4
2020-01-18,0,0,0
2020-01-19,0,0,0
2020-01-20,21,0,4
2020-01-21,13,0,4
2020-01-22,28,1,16
2020-01-23,19,0,13
2020-01-24,30,0,9
2020-01-25,4,0,1
2020-01-26,0,0,6
2020-01-27,27,0,21
2020-01-28,30,0,7
2020-01-29,22,0,3
2020-01-30,30,0,6
2020-01-31,33,0,7
2020-02-01,3,0,2
2020-02-02,5,0,2
2020-02-03,22,0,1
2020-02-04,17,0,6
2020-02-05,27,0,6
2020-02-06,22,1,10
2020-02-07,31,1,9
2020-02-08,7,0,4
2020-02-09,5,0,1
2020-02-10,30,0,3
2020-02-11,25,0,4
2020-02-12,31,0,3
2020-02-13,15,0,1
2020-02-14,17,0,6
2020-02-15,3,0,3
2020-02-16,3,0,0
2020-02-17,9,1,2
2020-02-18,21,0,9
2020-02-19,25,0,5
2020-02-20,26,0,9
2020-02-21,24,0,8
2020-02-22,3,0,0
2020-02-23,3,0,1
2020-02-24,25,0,9
2020-02-25,29,0,3
2020-02-26,30,0,4
2020-02-27,27,1,9
2020-02-28,14,0,9
2020-02-29,3,0,2
2020-03-01,1,0,1
2020-03-02,26,1,11
2020-03-03,27,0,8
2020-03-04,24,0,5
2020-03-05,28,0,6
2020-03-06,17,0,7
2020-03-07,3,0,2
2020-03-08,3,0,1
2020-03-09,30,0,7
2020-03-10,26,0,5
2020-03-11,30,0,9
2020-03-12,21,0,7
2020-03-13,25,0,4
2020-03-14,2,0,1
2020-03-15,0,0,3
2020-03-16,25,1,5
2020-03-17,21,4,2
2020-03-18,41,3,7
2020-03-19,30,0,5
2020-03-20,30,0,1
2020-03-21,2,0,1
2020-03-22,0,0,0
2020-03-23,59,0,5
2020-03-24,57,0,4
2020-03-25,33,4,6
2020-03-26,38,1,4
2020-03-27,25,1,5
2020-03-28,8,0,5
2020-03-29,2,0,2
2020-03-30,26,0,0
2020-03-31,33,0,1
2020-04-01,35,0,5
2020-04-02,29,1,3
2020-04-03,26,2,7
2020-04-04,8,0,3
2020-04-05,1,6,1
2020-04-06,33,0,2
2020-04-07,40,0,8
2020-04-08,34,0,3
2020-04-09,14,0,4
2020-04-10,29,0,6
2020-04-11,0,0,3
2020-04-12,1,0,4
2020-04-13,18,0,8
2020-04-14,23,0,7
2020-04-15,38,5,2
2020-04-16,32,0,6
2020-04-17,31,1,3
2020-04-18,3,0,4
2020-04-19,1,0,3
2020-04-20,25,3,3
2020-04-21,28,0,4
2020-04-22,29,0,7
2020-04-23,22,0,4
2020-04-24,30,0,11
2020-04-25,3,0,0
2020-04-26,1,0,3
2020-04-27,22,0,7
2020-04-28,29,0,6
2020-04-29,38,2,9
2020-04-30,35,5,4
2020-05-01,2,1,6
2020-05-02,0,0,3
2020-05-03,2,0,1
2020-05-04,31,1,6
2020-05-05,57,1,2
2020-05-06,29,2,0
2020-05-07,22,6,9
2020-05-08,23,0,4
2020-05-09,1,0,1
2020-05-10,0,0,1
2020-05-11,30,0,3
2020-05-12,38,1,4
2020-05-13,37,0,6
2020-05-14,30,0,8
2020-05-15,27,0,9
2020-05-16,3,0,1
