,ruby/ruby,python/cpython,php/php-src
2011-02-11,14,19,10
2011-02-12,10,4,1
2011-02-13,8,4,0
2011-02-14,8,5,16
2011-02-15,12,8,10
2011-02-16,3,0,6
2011-02-17,6,2,6
2011-02-18,3,3,2
2011-02-19,6,6,5
2011-02-20,7,10,4
2011-02-21,11,32,14
2011-02-22,4,29,6
2011-02-23,5,16,0
2011-02-24,9,16,2
2011-02-25,2,60,11
2011-02-26,7,40,2
2011-02-27,6,6,4
2011-02-28,19,10,2
2011-03-01,11,11,2
2011-03-02,9,10,5
2011-03-03,8,18,1
2011-03-04,6,9,2
