,elastic/kibana,grafana/grafana,getsentry/sentry
2022-06-17,25,34,12
2022-06-18,1,1,1
2022-06-19,2,0,0
2022-06-20,34,30,11
2022-06-21,36,30,41
2022-06-22,28,40,45
2022-06-23,52,29,41
2022-06-24,24,21,31
2022-06-25,2,1,0
2022-06-26,5,0,0
2022-06-27,28,29,50
2022-06-28,49,22,37
2022-06-29,57,34,56
2022-06-30,55,27,42
2022-07-01,6,2,4
2022-07-02,1,0,0
2022-07-03,1,0,0
2022-07-04,22,17,5
2022-07-05,53,14,29
2022-07-06,39,39,46
2022-07-07,42,46,29
2022-07-08,50,27,23
2022-07-09,3,1,1
2022-07-10,2,0,0
2022-07-11,45,19,45
2022-07-12,49,20,41
2022-07-13,46,20,45
2022-07-14,51,37,38
2022-07-15,5,22,34
2022-07-16,2,1,0
2022-07-17,1,1,0
2022-07-18,54,24,27
2022-07-19,52,37,32
2022-07-20,53,33,43
2022-07-21,47,22,38
2022-07-22,54,23,33
2022-07-23,1,7,0
2022-07-24,2,3,1
2022-07-25,78,31,25
2022-07-26,70,28,37
2022-07-27,44,32,48
2022-07-28,48,22,48
2022-07-29,31,18,42
2022-07-30,1,0,0
2022-07-31,1,0,0
2022-08-01,38,30,19
2022-08-02,51,30,59
2022-08-03,62,42,61
2022-08-04,43,18,43
2022-08-05,7,5,20
2022-08-06,1,0,0
2022-08-07,1,0,0
2022-08-08,48,30,46
2022-08-09,58,26,39
2022-08-10,40,37,40
2022-08-11,30,34,47
2022-08-12,34,26,37
2022-08-13,3,2,2
2022-08-14,4,0,0
2022-08-15,31,9,40
2022-08-16,38,21,54
2022-08-17,32,21,49
2022-08-18,29,27,29
2022-08-19,3,15,36
2022-08-20,3,0,1
2022-08-21,2,0,0
2022-08-22,31,30,4
2022-08-23,46,22,4
2022-08-24,31,26,0
2022-08-25,24,28,0
2022-08-26,24,34,0
2022-08-27,3,1,0
2022-08-28,1,1,0
2022-08-29,29,12,80
2022-08-30,42,19,44
2022-08-31,32,21,52
2022-09-01,44,28,41
2022-09-02,3,30,9
2022-09-03,1,0,1
2022-09-04,2,0,0
2022-09-05,14,24,6
2022-09-06,41,28,28
2022-09-07,41,23,44
2022-09-08,41,20,40
2022-09-09,54,34,38
2022-09-10,2,1,0
2022-09-11,3,0,0
2022-09-12,42,27,62
2022-09-13,52,22,42
2022-09-14,38,34,49
2022-09-15,56,23,69
2022-09-16,12,26,31
2022-09-17,1,1,0
2022-09-18,2,0,0
2022-09-19,70,35,60
2022-09-20,108,42,48
2022-09-21,58,40,31
2022-09-22,66,29,22
2022-09-23,73,29,72
2022-09-24,5,0,0
2022-09-25,1,0,0
2022-09-26,42,29,49
2022-09-27,58,47,48
2022-09-28,49,36,55
2022-09-29,47,23,43
2022-09-30,35,27,13
2022-10-01,2,1,1
2022-10-02,1,0,0
2022-10-03,35,23,31
2022-10-04,76,49,44
2022-10-05,61,32,44
2022-10-06,46,29,43
2022-10-07,2,28,22
2022-10-08,1,2,1
2022-10-09,2,0,0
2022-10-10,34,32,39
2022-10-11,46,47,34
2022-10-12,42,24,60
2022-10-13,35,25,52
2022-10-14,32,27,58
2022-10-15,1,3,2
2022-10-16,1,2,0
2022-10-17,35,31,61
2022-10-18,38,32,71
2022-10-19,48,42,62
2022-10-20,51,34,41
2022-10-21,5,25,48
2022-10-22,1,3,2
2022-10-23,1,0,0
2022-10-24,30,26,53
2022-10-25,43,31,76
2022-10-26,34,26,41
2022-10-27,40,31,70
2022-10-28,32,25,36
2022-10-29,3,0,1
2022-10-30,3,0,0
2022-10-31,38,27,46
2022-11-01,39,24,59
2022-11-02,55,32,63
2022-11-03,44,41,54
2022-11-04,36,28,37
2022-11-05,3,2,2
2022-11-06,1,1,1
2022-11-07,50,32,50
2022-11-08,57,40,45
2022-11-09,49,25,39
2022-11-10,42,26,35
2022-11-11,5,21,29
2022-11-12,2,2,1
2022-11-13,1,1,0
2022-11-14,60,16,37
2022-11-15,54,17,72
2022-11-16,64,30,53
2022-11-17,49,14,42
2022-11-18,42,26,36
2022-11-19,2,0,3
2022-11-20,1,0,0
2022-11-21,44,25,34
2022-11-22,41,38,42
2022-11-23,46,45,42
2022-11-24,36,29,18
2022-11-25,4,2,8
2022-11-26,1,0,0
2022-11-27,1,0,0
2022-11-28,48,32,32
2022-11-29,60,30,48
2022-11-30,39,47,29
2022-12-01,22,32,33
2022-12-02,33,27,19
2022-12-03,2,0,4
2022-12-04,2,1,0
2022-12-05,33,16,37
2022-12-06,39,17,39
2022-12-07,33,26,45
2022-12-08,23,24,24
2022-12-09,4,21,44
2022-12-10,1,1,1
2022-12-11,3,1,0
2022-12-12,41,31,15
2022-12-13,23,32,28
2022-12-14,43,41,34
2022-12-15,45,34,38
2022-12-16,35,15,31
2022-12-17,2,0,4
2022-12-18,1,0,0
2022-12-19,37,34,23
2022-12-20,32,30,31
2022-12-21,37,31,43
2022-12-22,30,23,37
2022-12-23,10,11,2
2022-12-24,1,0,0
2022-12-25,2,1,0
2022-12-26,5,5,0
2022-12-27,13,6,3
2022-12-28,12,5,4
2022-12-29,21,12,1
2022-12-30,9,4,3
2022-12-31,1,0,0
2023-01-01,1,0,0
2023-01-02,3,7,0
2023-01-03,37,21,34
2023-01-04,54,31,33
2023-01-05,34,22,39
2023-01-06,2,21,50
2023-01-07,1,2,10
2023-01-08,1,0,0
2023-01-09,43,25,62
2023-01-10,43,36,38
2023-01-11,35,32,75
2023-01-12,38,38,47
2023-01-13,26,44,58
2023-01-14,2,1,5
2023-01-15,5,0,2
2023-01-16,21,25,25
2023-01-17,44,39,39
2023-01-18,45,37,41
2023-01-19,39,38,38
2023-01-20,6,26,35
2023-01-21,0,2,4
2023-01-22,2,1,0
2023-01-23,36,48,48
2023-01-24,52,35,42
2023-01-25,43,44,31
2023-01-26,41,57,50
2023-01-27,49,60,35
2023-01-28,4,1,0
2023-01-29,3,0,0
2023-01-30,56,54,40
2023-01-31,49,43,44
2023-02-01,56,39,49
2023-02-02,59,47,58
2023-02-03,12,38,40
2023-02-04,3,0,1
2023-02-05,1,0,0
2023-02-06,53,26,40
2023-02-07,75,41,49
2023-02-08,59,26,39
2023-02-09,65,27,33
2023-02-10,46,25,63
2023-02-11,4,3,3
2023-02-12,1,2,0
2023-02-13,36,2,69
2023-02-14,44,4,52
2023-02-15,57,0,56
2023-02-16,55,4,44
2023-02-17,4,1,47
2023-02-18,1,1,0
2023-02-19,1,0,2
2023-02-20,20,15,0
2023-02-21,68,16,34
2023-02-22,55,27,48
2023-02-23,42,33,39
2023-02-24,44,24,27
2023-02-25,2,0,2
2023-02-26,4,0,0
2023-02-27,47,20,42
2023-02-28,33,30,53
2023-03-01,36,31,42
2023-03-02,40,31,56
2023-03-03,3,32,34
2023-03-04,0,1,1
2023-03-05,1,0,0
2023-03-06,38,40,36
2023-03-07,36,34,37
2023-03-08,43,48,27
2023-03-09,38,37,46
2023-03-10,25,31,40
2023-03-11,5,1,3
2023-03-12,2,1,0
2023-03-13,4,18,43
2023-03-14,7,25,47
2023-03-15,6,20,69
2023-03-16,9,26,54
2023-03-17,3,21,34
2023-03-18,2,0,2
2023-03-19,3,1,0
2023-03-20,37,36,50
2023-03-21,32,28,54
2023-03-22,34,41,35
2023-03-23,40,25,56
2023-03-24,21,0,39
2023-03-25,3,0,0
2023-03-26,2,0,0
2023-03-27,40,23,45
2023-03-28,37,38,62
2023-03-29,37,25,51
2023-03-30,45,43,43
2023-03-31,31,37,37
2023-04-01,2,1,1
2023-04-02,1,0,0
2023-04-03,41,39,48
2023-04-04,37,26,50
2023-04-05,27,35,53
2023-04-06,41,19,37
2023-04-07,2,12,27
2023-04-08,1,0,2
2023-04-09,1,1,0
2023-04-10,30,3,27
2023-04-11,55,33,45
2023-04-12,37,33,60
2023-04-13,42,47,47
2023-04-14,4,31,49
2023-04-15,1,2,2
2023-04-16,1,0,0
2023-04-17,54,29,55
2023-04-18,48,39,66
2023-04-19,50,30,62
2023-04-20,65,37,71
2023-04-21,49,37,28
2023-04-22,5,2,0
2023-04-23,5,0,0
2023-04-24,40,36,41
2023-04-25,87,37,61
2023-04-26,67,35,55
2023-04-27,47,56,62
2023-04-28,27,53,66
2023-04-29,2,1,2
2023-04-30,3,0,0
2023-05-01,22,13,46
2023-05-02,52,21,58
2023-05-03,52,33,76
2023-05-04,47,20,49
2023-05-05,62,27,57
2023-05-06,4,3,1
2023-05-07,3,1,1
2023-05-08,60,21,53
2023-05-09,40,35,53
2023-05-10,35,41,49
2023-05-11,34,25,53
2023-05-12,30,27,58
2023-05-13,3,0,0
2023-05-14,2,1,0
2023-05-15,49,27,54
2023-05-16,46,27,76
2023-05-17,45,22,64
2023-05-18,29,13,55
2023-05-19,2,0,42
2023-05-20,1,0,1
2023-05-21,2,0,0
2023-05-22,34,33,32
2023-05-23,43,21,57
2023-05-24,40,22,55
2023-05-25,24,35,50
2023-05-26,41,33,48
2023-05-27,3,0,0
2023-05-28,2,0,0
2023-05-29,13,8,14
2023-05-30,36,29,68
2023-05-31,42,20,75
2023-06-01,33,22,62
2023-06-02,34,27,42
2023-06-03,2,1,2
2023-06-04,2,0,0
2023-06-05,35,22,54
2023-06-06,42,31,79
2023-06-07,49,22,50
2023-06-08,34,31,63
2023-06-09,32,14,52
2023-06-10,2,1,4
2023-06-11,1,2,0
2023-06-12,35,23,60
2023-06-13,52,18,81
2023-06-14,50,31,79
2023-06-15,63,28,73
2023-06-16,11,36,73
2023-06-17,1,4,6
2023-06-18,2,0,0
2023-06-19,42,12,19
2023-06-20,79,27,45
2023-06-21,47,38,55
2023-06-22,51,26,55
2023-06-23,43,30,49
2023-06-24,4,0,0
2023-06-25,1,0,0
2023-06-26,40,26,77
2023-06-27,49,25,62
2023-06-28,44,34,70
2023-06-29,57,23,77
2023-06-30,46,15,78
2023-07-01,4,0,1
2023-07-02,4,0,0
2023-07-03,29,1,15
2023-07-04,27,21,27
2023-07-05,40,24,68
2023-07-06,43,20,69
2023-07-07,35,25,57
2023-07-08,4,0,0
2023-07-09,1,0,1
2023-07-10,31,20,67
2023-07-11,57,33,71
2023-07-12,39,31,74
2023-07-13,43,33,65
2023-07-14,44,32,52
2023-07-15,3,1,1
2023-07-16,2,1,0
2023-07-17,40,37,61
2023-07-18,43,44,97
2023-07-19,33,35,62
2023-07-20,43,21,83
2023-07-21,4,34,56
2023-07-22,2,0,5
2023-07-23,1,0,3
2023-07-24,32,39,74
2023-07-25,31,44,82
2023-07-26,46,39,72
2023-07-27,30,18,59
2023-07-28,30,25,47
2023-07-29,1,1,3
2023-07-30,1,0,0
2023-07-31,46,19,64
2023-08-01,52,28,53
2023-08-02,36,25,58
2023-08-03,34,34,59
2023-08-04,51,19,59
2023-08-05,1,0,1
2023-08-06,1,0,0
2023-08-07,47,11,43
2023-08-08,46,14,58
2023-08-09,41,13,50
2023-08-10,43,14,85
2023-08-11,45,8,24
2023-08-12,4,0,3
2023-08-13,2,1,1
2023-08-14,61,12,58
2023-08-15,59,13,64
2023-08-16,56,18,68
2023-08-17,38,21,78
2023-08-18,4,25,64
2023-08-19,0,0,1
2023-08-20,0,0,1
2023-08-21,37,14,6
2023-08-22,56,18,4
2023-08-23,63,23,3
2023-08-24,49,17,1
2023-08-25,37,24,6
2023-08-26,8,0,1
2023-08-27,2,1,0
2023-08-28,47,33,76
2023-08-29,47,31,83
2023-08-30,49,29,61
2023-08-31,57,27,57
2023-09-01,51,17,10
2023-09-02,2,0,0
2023-09-03,4,1,0
2023-09-04,29,19,13
2023-09-05,59,21,45
2023-09-06,96,29,53
2023-09-07,65,29,51
2023-09-08,40,16,48
2023-09-09,5,1,3
2023-09-10,1,0,0
2023-09-11,32,31,44
2023-09-12,31,37,70
2023-09-13,33,39,63
2023-09-14,56,30,57
2023-09-15,1,1,39
2023-09-16,1,0,1
2023-09-17,2,0,0
2023-09-18,44,33,54
2023-09-19,43,33,56
2023-09-20,52,30,82
2023-09-21,45,24,63
2023-09-22,29,33,56
2023-09-23,1,2,0
2023-09-24,1,0,0
2023-09-25,47,28,60
2023-09-26,43,26,55
2023-09-27,61,29,86
2023-09-28,61,40,61
2023-09-29,61,39,54
2023-09-30,8,0,1
2023-10-01,3,0,1
2023-10-02,65,26,49
2023-10-03,60,42,64
2023-10-04,69,44,64
2023-10-05,46,32,63
2023-10-06,49,31,60
2023-10-07,3,1,1
2023-10-08,1,0,0
2023-10-09,39,22,16
2023-10-10,41,36,61
2023-10-11,37,41,70
2023-10-12,35,46,57
2023-10-13,62,59,50
2023-10-14,4,1,2
2023-10-15,5,0,0
2023-10-16,51,21,65
2023-10-17,65,32,60
2023-10-18,54,18,82
2023-10-19,55,26,70
2023-10-20,4,23,42
2023-10-21,2,3,3
2023-10-22,1,0,0
2023-10-23,58,44,84
2023-10-24,55,40,69
2023-10-25,63,39,71
2023-10-26,52,28,59
2023-10-27,42,39,48
2023-10-28,2,1,0
2023-10-29,1,0,0
2023-10-30,35,33,52
2023-10-31,40,35,72
2023-11-01,35,32,64
2023-11-02,41,30,68
2023-11-03,42,30,55
2023-11-04,5,0,1
2023-11-05,3,0,1
2023-11-06,43,34,58
2023-11-07,37,34,66
2023-11-08,44,34,53
2023-11-09,46,26,56
2023-11-10,37,22,28
2023-11-11,3,0,1
2023-11-12,1,1,0
2023-11-13,24,24,36
2023-11-14,43,35,59
2023-11-15,50,42,74
2023-11-16,47,25,73
2023-11-17,9,29,33
2023-11-18,3,2,4
2023-11-19,2,0,0
2023-11-20,35,28,52
2023-11-21,35,34,58
2023-11-22,41,31,48
2023-11-23,44,23,16
2023-11-24,17,20,20
2023-11-25,2,0,0
2023-11-26,1,0,0
2023-11-27,36,21,79
2023-11-28,52,24,57
2023-11-29,61,44,65
2023-11-30,45,27,61
2023-12-01,31,19,60
2023-12-02,4,1,1
2023-12-03,1,1,0
2023-12-04,61,16,57
2023-12-05,70,15,81
2023-12-06,48,23,68
2023-12-07,75,23,62
2023-12-08,31,12,51
2023-12-09,3,0,2
2023-12-10,1,0,0
2023-12-11,38,25,50
2023-12-12,35,44,56
2023-12-13,51,28,52
2023-12-14,40,23,60
2023-12-15,23,27,57
2023-12-16,18,3,1
2023-12-17,3,2,0
2023-12-18,45,23,52
2023-12-19,73,27,70
2023-12-20,54,25,54
2023-12-21,42,15,76
2023-12-22,19,1,37
2023-12-23,1,1,1
2023-12-24,1,0,0
2023-12-25,1,0,0
2023-12-26,3,4,0
2023-12-27,6,5,32
2023-12-28,16,4,20
2023-12-29,5,6,29
2023-12-30,3,0,0
2023-12-31,1,0,0
2024-01-01,0,1,0
2024-01-02,34,16,48
2024-01-03,36,21,43
2024-01-04,35,32,49
2024-01-05,26,38,37
2024-01-06,6,1,4
2024-01-07,1,1,0
2024-01-08,34,26,69
2024-01-09,33,26,64
2024-01-10,37,28,63
2024-01-11,33,36,61
2024-01-12,35,33,74
2024-01-13,3,0,0
2024-01-14,3,0,0
2024-01-15,39,25,26
2024-01-16,41,41,64
2024-01-17,49,37,67
2024-01-18,31,39,55
2024-01-19,2,28,56
2024-01-20,3,2,1
2024-01-21,2,0,0
2024-01-22,46,37,51
2024-01-23,30,44,66
2024-01-24,33,34,61
2024-01-25,56,45,75
2024-01-26,52,41,71
2024-01-27,2,0,3
2024-01-28,2,1,0
2024-01-29,44,39,72
2024-01-30,49,38,85
2024-01-31,40,30,84
2024-02-01,43,46,74
2024-02-02,35,35,58
2024-02-03,1,1,0
2024-02-04,2,2,0
2024-02-05,42,33,62
2024-02-06,32,47,57
2024-02-07,47,42,77
2024-02-08,57,32,37
2024-02-09,45,35,38
2024-02-10,2,2,1
2024-02-11,2,1,1
2024-02-12,61,27,53
2024-02-13,75,26,62
2024-02-14,81,36,42
2024-02-15,49,33,60
2024-02-16,4,38,55
2024-02-17,1,3,4
2024-02-18,4,1,0
2024-02-19,40,9,11
2024-02-20,40,30,66
2024-02-21,41,30,72
2024-02-22,60,27,66
2024-02-23,49,37,60
2024-02-24,7,1,4
2024-02-25,6,1,2
2024-02-26,6,35,71
2024-02-27,6,33,67
2024-02-28,5,35,68
2024-02-29,2,31,75
2024-03-01,1,33,50
2024-03-02,1,1,1
2024-03-03,5,0,0
2024-03-04,30,28,70
2024-03-05,64,29,63
2024-03-06,48,32,75
2024-03-07,50,25,66
2024-03-08,41,2,54
2024-03-09,2,1,3
2024-03-10,1,0,0
2024-03-11,38,42,70
2024-03-12,59,42,75
2024-03-13,31,36,70
2024-03-14,42,30,57
2024-03-15,8,42,55
2024-03-16,4,3,1
2024-03-17,1,0,1
2024-03-18,34,42,74
2024-03-19,44,34,67
2024-03-20,30,31,73
2024-03-21,26,45,70
2024-03-22,47,57,62
2024-03-23,3,1,0
2024-03-24,1,1,0
2024-03-25,50,37,69
2024-03-26,45,33,69
2024-03-27,39,25,63
2024-03-28,33,35,55
2024-03-29,19,5,39
2024-03-30,1,2,0
2024-03-31,2,1,0
2024-04-01,18,1,29
2024-04-02,57,14,78
2024-04-03,37,67,64
2024-04-04,57,31,66
2024-04-05,41,32,41
2024-04-06,4,1,0
2024-04-07,2,0,0
2024-04-08,33,33,58
2024-04-09,53,29,66
2024-04-10,51,27,61
2024-04-11,39,32,74
2024-04-12,60,28,58
2024-04-13,6,0,1
2024-04-14,2,0,0
2024-04-15,53,40,69
2024-04-16,79,37,107
2024-04-17,54,44,73
2024-04-18,37,45,65
2024-04-19,8,44,63
2024-04-20,2,0,0
2024-04-21,3,1,0
2024-04-22,46,23,71
2024-04-23,49,35,71
2024-04-24,83,27,58
2024-04-25,58,28,64
2024-04-26,87,16,75
2024-04-27,4,1,1
2024-04-28,1,0,0
2024-04-29,46,55,63
2024-04-30,61,28,65
2024-05-01,49,20,73
2024-05-02,74,42,60
2024-05-03,44,37,63
2024-05-04,2,1,0
2024-05-05,1,1,0
2024-05-06,48,16,70
2024-05-07,41,23,75
2024-05-08,50,21,61
2024-05-09,36,25,63
2024-05-10,47,33,48
2024-05-11,3,2,5
2024-05-12,1,1,0
2024-05-13,48,37,70
2024-05-14,50,38,87
2024-05-15,52,31,56
2024-05-16,58,22,80
2024-05-17,51,3,46
2024-05-18,3,0,2
2024-05-19,3,0,0
2024-05-20,30,25,36
2024-05-21,40,23,80
2024-05-22,59,21,80
2024-05-23,44,20,63
2024-05-24,28,26,19
2024-05-25,2,0,0
2024-05-26,1,0,0
2024-05-27,22,19,11
2024-05-28,32,31,50
2024-05-29,51,27,70
2024-05-30,35,26,59
2024-05-31,46,22,58
2024-06-01,3,0,0
2024-06-02,5,1,0
2024-06-03,42,25,49
2024-06-04,31,34,95
2024-06-05,45,33,89
2024-06-06,40,37,90
2024-06-07,38,33,52
2024-06-08,3,0,0
2024-06-09,4,0,1
2024-06-10,29,27,85
2024-06-11,38,29,84
2024-06-12,27,24,53
2024-06-13,45,29,76
2024-06-14,6,29,53
2024-06-15,1,1,0
2024-06-16,0,0,0
2024-06-17,28,21,48
2024-06-18,58,29,72
2024-06-19,41,28,27
2024-06-20,37,30,53
2024-06-21,43,26,36
2024-06-22,3,1,0
2024-06-23,1,1,0
2024-06-24,30,29,52
2024-06-25,29,43,57
2024-06-26,42,28,53
2024-06-27,38,27,60
