,hashicorp/consul,apache/zookeeper,etcd-io/etcd
2024-10-11,1,0,10
2024-10-12,0,0,1
2024-10-13,0,0,3
2024-10-14,3,0,3
2024-10-15,2,2,6
2024-10-16,2,0,6
2024-10-17,4,1,7
2024-10-18,0,3,6
2024-10-19,0,0,0
2024-10-20,0,0,8
2024-10-21,1,0,1
2024-10-22,1,0,4
2024-10-23,0,0,7
2024-10-24,0,0,10
2024-10-25,0,0,4
2024-10-26,0,0,2
2024-10-27,0,0,2
2024-10-28,2,0,1
2024-10-29,1,1,5
2024-10-30,1,0,9
2024-10-31,0,0,6
2024-11-01,0,0,2
2024-11-02,0,0,1
2024-11-03,0,0,5
