,AvaloniaUI/Avalonia,nwjs/nw.js,electron/electron
2020-11-11,4,0,3
2020-11-12,1,0,5
2020-11-13,18,0,2
2020-11-14,14,0,2
2020-11-15,35,5,0
2020-11-16,20,0,7
2020-11-17,13,0,19
2020-11-18,20,1,11
2020-11-19,7,2,4
2020-11-20,1,0,2
2020-11-21,8,0,0
2020-11-22,1,4,0
2020-11-23,19,0,7
2020-11-24,10,2,8
2020-11-25,11,4,5
2020-11-26,11,0,2
2020-11-27,3,0,1
2020-11-28,3,1,0
2020-11-29,10,0,1
2020-11-30,7,0,9
2020-12-01,4,0,11
2020-12-02,6,0,6
2020-12-03,3,0,3
2020-12-04,0,0,3
