,bitcoinj/bitcoinj,bitcoin/bitcoin,libbitcoin/libbitcoin-system
2020-05-28,2,25,0.0
2020-05-29,0,25,0.0
2020-05-30,0,18,0.0
2020-05-31,1,11,0.0
2020-06-01,0,10,0.0
2020-06-02,0,21,0.0
2020-06-03,0,12,0.0
2020-06-04,0,17,0.0
2020-06-05,0,17,0.0
2020-06-06,0,7,0.0
2020-06-07,0,8,0.0
2020-06-08,0,26,0.0
2020-06-09,0,13,0.0
2020-06-10,0,20,0.0
2020-06-11,0,12,0.0
2020-06-12,0,6,0.0
2020-06-13,0,12,0.0
2020-06-14,0,6,0.0
2020-06-15,0,15,0.0
2020-06-16,0,23,0.0
2020-06-17,0,17,0.0
2020-06-18,0,12,0.0
2020-06-19,0,45,0.0
2020-06-20,0,6,0.0
2020-06-21,0,26,0.0
2020-06-22,0,22,0.0
2020-06-23,0,10,0.0
2020-06-24,0,20,0.0
2020-06-25,0,21,0.0
2020-06-26,0,6,0.0
2020-06-27,0,9,0.0
2020-06-28,1,2,0.0
2020-06-29,0,21,0.0
2020-06-30,2,5,0.0
2020-07-01,0,23,0.0
2020-07-02,1,8,0.0
2020-07-03,0,9,0.0
2020-07-04,0,7,0.0
2020-07-05,0,7,0.0
2020-07-06,0,3,0.0
2020-07-07,0,3,0.0
2020-07-08,0,11,0.0
2020-07-09,0,29,0.0
2020-07-10,0,11,0.0
2020-07-11,0,25,0.0
2020-07-12,0,6,0.0
2020-07-13,0,14,0.0
2020-07-14,0,22,0.0
2020-07-15,0,27,0.0
2020-07-16,0,14,0.0
2020-07-17,0,4,0.0
2020-07-18,0,9,0.0
2020-07-19,0,17,0.0
2020-07-20,0,1,0.0
2020-07-21,0,13,0.0
2020-07-22,0,13,0.0
2020-07-23,0,8,0.0
2020-07-24,0,7,0.0
2020-07-25,0,4,0.0
2020-07-26,0,6,0.0
2020-07-27,0,7,0.0
2020-07-28,0,11,0.0
2020-07-29,0,14,0.0
2020-07-30,0,28,0.0
2020-07-31,0,13,0.0
2020-08-01,0,2,0.0
2020-08-02,0,11,0.0
2020-08-03,0,6,0.0
2020-08-04,0,10,0.0
2020-08-05,0,8,0.0
2020-08-06,0,10,0.0
2020-08-07,0,4,0.0
2020-08-08,0,25,0.0
2020-08-09,0,7,0.0
2020-08-10,0,5,0.0
2020-08-11,0,5,0.0
2020-08-12,0,23,0.0
2020-08-13,0,13,0.0
2020-08-14,0,17,0.0
2020-08-15,0,14,0.0
2020-08-16,0,9,0.0
2020-08-17,0,7,0.0
2020-08-18,0,17,0.0
2020-08-19,1,6,0.0
2020-08-20,0,6,0.0
2020-08-21,0,10,0.0
2020-08-22,0,1,0.0
2020-08-23,0,3,0.0
2020-08-24,0,17,0.0
2020-08-25,6,26,0.0
2020-08-26,1,30,0.0
2020-08-27,0,15,0.0
2020-08-28,0,17,0.0
2020-08-29,0,15,0.0
2020-08-30,0,6,0.0
2020-08-31,3,29,0.0
2020-09-01,2,14,0.0
2020-09-02,0,14,0.0
2020-09-03,0,32,0.0
2020-09-04,0,12,0.0
2020-09-05,0,12,0.0
2020-09-06,0,8,0.0
2020-09-07,10,38,0.0
2020-09-08,1,5,0.0
2020-09-09,0,10,0.0
2020-09-10,0,12,0.0
2020-09-11,0,6,0.0
2020-09-12,0,2,0.0
2020-09-13,0,2,0.0
2020-09-14,0,12,0.0
2020-09-15,0,10,0.0
2020-09-16,0,5,0.0
2020-09-17,0,6,0.0
2020-09-18,0,11,0.0
2020-09-19,0,7,0.0
2020-09-20,3,3,0.0
2020-09-21,0,9,0.0
2020-09-22,1,19,0.0
2020-09-23,0,16,0.0
2020-09-24,0,9,0.0
2020-09-25,0,3,0.0
2020-09-26,0,6,0.0
2020-09-27,0,2,0.0
2020-09-28,0,15,0.0
2020-09-29,0,23,0.0
2020-09-30,0,17,0.0
2020-10-01,0,12,0.0
2020-10-02,0,18,0.0
2020-10-03,1,9,0.0
2020-10-04,0,5,0.0
2020-10-05,0,5,0.0
2020-10-06,1,8,0.0
2020-10-07,1,2,0.0
2020-10-08,0,14,0.0
2020-10-09,0,24,0.0
2020-10-10,1,0,0.0
2020-10-11,2,5,0.0
2020-10-12,0,19,0.0
2020-10-13,0,22,0.0
2020-10-14,0,48,0.0
2020-10-15,0,21,0.0
2020-10-16,4,15,0.0
2020-10-17,0,4,0.0
2020-10-18,0,3,0.0
2020-10-19,0,14,0.0
2020-10-20,0,8,0.0
2020-10-21,0,11,0.0
2020-10-22,0,9,0.0
2020-10-23,0,8,0.0
2020-10-24,1,3,0.0
2020-10-25,0,8,0.0
2020-10-26,0,7,0.0
2020-10-27,0,17,0.0
2020-10-28,0,18,0.0
2020-10-29,0,10,0.0
2020-10-30,0,4,0.0
2020-10-31,0,2,0.0
2020-11-01,0,26,0.0
2020-11-02,0,16,0.0
2020-11-03,0,14,0.0
2020-11-04,0,21,0.0
2020-11-05,0,14,0.0
2020-11-06,0,9,0.0
2020-11-07,0,3,0.0
2020-11-08,0,0,0.0
2020-11-09,0,21,0.0
2020-11-10,0,6,0.0
2020-11-11,0,19,0.0
2020-11-12,0,19,0.0
2020-11-13,0,4,0.0
2020-11-14,0,11,0.0
2020-11-15,0,5,0.0
2020-11-16,0,8,0.0
2020-11-17,0,7,0.0
2020-11-18,0,24,0.0
2020-11-19,0,31,0.0
2020-11-20,0,14,0.0
2020-11-21,0,2,0.0
2020-11-22,0,3,0.0
2020-11-23,0,29,0.0
2020-11-24,0,21,0.0
2020-11-25,0,16,0.0
2020-11-26,0,14,0.0
2020-11-27,0,6,0.0
2020-11-28,0,4,0.0
2020-11-29,0,0,15.0
2020-11-30,0,20,-1.5000000000000013
2020-12-01,0,13,-0.6750000000000005
2020-12-02,0,13,-0.4275000000000003
2020-12-03,0,16,-0.30993749999999887
2020-12-04,0,25,0.7582487500000008
2020-12-05,0,2,-0.2974301874999995
2020-12-06,1,7,-0.21140544374999953
2020-12-07,0,30,-0.17202469523437466
2020-12-08,0,12,-0.1466452880390621
2020-12-09,0,14,-0.016116749999999947
2020-12-10,0,29,-0.01316201249999996
2020-12-11,0,6,-0.011093696249999967
2020-12-12,0,3,-0.009568313015624975
2020-12-13,0,7,-0.008398852535937478
2020-12-14,0,14,0.0
2020-12-15,0,15,0.0
2020-12-16,0,31,0.0
2020-12-17,0,28,0.0
2020-12-18,0,8,0.0
2020-12-19,0,4,0.0
2020-12-20,0,10,0.0
2020-12-21,0,22,0.0
2020-12-22,0,10,0.0
2020-12-23,0,3,0.0
2020-12-24,0,8,0.0
2020-12-25,0,6,0.0
2020-12-26,0,6,0.0
2020-12-27,0,9,0.0
2020-12-28,0,9,0.0
2020-12-29,0,3,0.0
2020-12-30,0,4,0.0
2020-12-31,0,8,0.0
2021-01-01,0,1,0.0
2021-01-02,0,16,0.0
2021-01-03,0,6,0.0
2021-01-04,0,8,0.0
2021-01-05,0,15,0.0
2021-01-06,1,6,0.0
2021-01-07,0,45,0.0
2021-01-08,0,27,0.0
2021-01-09,1,10,0.0
2021-01-10,0,10,0.0
2021-01-11,0,10,0.0
2021-01-12,0,12,0.0
2021-01-13,0,9,0.0
2021-01-14,0,4,0.0
2021-01-15,0,10,0.0
2021-01-16,0,1,0.0
2021-01-17,0,5,0.0
2021-01-18,0,13,0.0
2021-01-19,0,9,0.0
2021-01-20,0,3,0.0
2021-01-21,0,23,0.0
2021-01-22,0,8,0.0
2021-01-23,0,9,0.0
2021-01-24,0,8,0.0
2021-01-25,0,11,0.0
2021-01-26,0,13,0.0
2021-01-27,0,19,0.0
2021-01-28,0,36,0.0
2021-01-29,0,24,0.0
2021-01-30,0,6,0.0
2021-01-31,0,11,0.0
2021-02-01,0,18,0.0
2021-02-02,0,25,0.0
2021-02-03,0,13,0.0
2021-02-04,0,13,0.0
2021-02-05,0,8,0.0
2021-02-06,0,10,0.0
2021-02-07,0,1,0.0
2021-02-08,0,15,0.0
2021-02-09,0,24,0.0
2021-02-10,0,18,0.0
2021-02-11,4,15,0.0
2021-02-12,0,27,0.0
2021-02-13,0,5,0.0
2021-02-14,0,1,0.0
2021-02-15,0,15,0.0
2021-02-16,1,23,1.0
2021-02-17,3,30,0.8999999999999999
2021-02-18,0,39,-0.14500000000000013
2021-02-19,0,13,-0.07350000000000005
2021-02-20,0,2,-0.04916249999999994
2021-02-21,0,10,-0.036779249999999875
2021-02-22,0,25,-0.02927876249999991
2021-02-23,0,34,-0.024255708749999928
2021-02-24,0,7,-0.02066200926562494
2021-02-25,0,25,-0.017967165551562456
2021-02-26,0,16,-0.008398852535937478
2021-02-27,0,3,0.0
2021-02-28,0,4,0.0
2021-03-01,0,36,3.0
2021-03-02,0,20,-0.30000000000000027
2021-03-03,0,37,-0.1350000000000001
2021-03-04,0,18,-0.08550000000000006
2021-03-05,1,15,9.938012500000001
2021-03-06,1,3,0.9516497499999992
2021-03-07,3,14,5.3105139625
2021-03-08,0,19,0.9917189112499993
2021-03-09,0,11,1.2376700609531255
2021-03-10,0,19,-0.6886890576078121
2021-03-11,0,13,-0.4348286249999992
2021-03-12,0,10,-0.3322864874999992
2021-03-13,0,3,-0.2704010976562492
2021-03-14,0,3,-0.22824485389062435
2021-03-15,0,23,5.877280999334375
2021-03-16,3,40,0.30828286625312473
2021-03-17,0,6,0.5940656688968748
2021-03-18,0,14,15.667202294928124
2021-03-19,0,20,7.202524999999999
2021-03-20,0,7,2.234136999999999
2021-03-21,0,11,1.6232486749999995
2021-03-22,0,8,6.837059060000001
2021-03-23,0,21,2.425503913156251
2021-03-24,0,13,-1.354848074481249
2021-03-25,0,5,0.1516210819484386
2021-03-26,0,2,13.258366572964064
2021-03-27,0,1,-0.9609412802156247
2021-03-28,0,7,0.9245928863640629
2021-03-29,0,26,-0.8683604691906248
2021-03-30,0,19,-0.570009596732811
2021-03-31,0,12,-0.4219230848499989
2021-04-01,0,24,-0.2863990313937491
2021-04-02,0,11,-0.21027557301562436
2021-04-03,0,10,-0.17977295600468704
2021-04-04,0,7,-0.1493396410187496
2021-04-05,0,37,-0.02753547856718743
2021-04-06,0,20,1.983202294928125
2021-04-07,0,18,-0.20000000000000018
2021-04-08,0,15,-0.09000000000000007
2021-04-09,0,14,-0.057000000000000044
2021-04-10,0,2,-0.04132499999999985
2021-04-11,0,6,1.9677665000000002
2021-04-12,0,16,-0.2263240250000001
2021-04-13,0,21,-0.1121873925
2021-04-14,1,26,79.92386337396874
2021-04-15,0,14,10.941877294928117
2021-04-16,0,7,3.467766499999996
2021-04-17,3,14,-1.061324025000003
2021-04-18,0,12,-0.9216873924999947
2021-04-19,0,34,-2.2925641260312446
2021-04-20,0,18,12.26256054492813
2021-04-21,0,11,-2.8016121874999973
2021-04-22,5,15,2.1856213675000027
2021-04-23,1,19,6.175731046078127
2021-04-24,2,1,-1.5745731290734364
2021-04-25,0,7,-0.8261165043703118
2021-04-26,0,10,-0.5392513586390617
2021-04-27,0,11,-0.40187645257187365
2021-04-28,2,22,-0.3155384322187491
2021-04-29,0,22,-0.26725482050312427
2021-04-30,2,11,-0.12702282206249965
2021-05-01,0,31,10.88985808573125
2021-05-02,0,9,21.8328091797125
2021-05-03,1,24,9.204999999999998
2021-05-04,0,26,-2.548500000000002
2021-05-05,0,24,-0.4227875000000001
2021-05-06,0,7,-0.09452174999999796
2021-05-07,0,7,2.0915826125000025
2021-05-08,0,2,-0.9916579462499984
2021-05-09,0,21,7.297486893078126
2021-05-10,0,19,11.632137817745313
2021-05-11,0,23,4.940740372985937
2021-05-12,0,25,12.313607810818748
2021-05-13,0,14,8.689051953234374
2021-05-14,0,9,8.621705245698438
2021-05-15,0,5,-2.4905551415828127
2021-05-16,0,2,4.5043554598921896
2021-05-17,0,13,-0.6793206428749983
2021-05-18,0,10,5.771925311759377
2021-05-19,0,31,8.430458590923438
2021-05-20,0,14,23.072963853779687
2021-05-21,0,14,34.388270962575
2021-05-22,0,6,3.352634853932809
2021-05-23,0,2,-1.8140538178953136
2021-05-24,0,43,-2.5263676618437487
2021-05-25,0,23,-1.8038311769812452
2021-05-26,0,18,25.62923668135469
2021-05-27,0,32,4.181650270842189
2021-05-28,0,24,9.089551579250001
2021-05-29,0,4,5.970765500757812
2021-05-30,0,11,5.346653893993752
2021-05-31,0,22,0.7578214511453139
2021-06-01,0,13,0.3344439574281268
2021-06-02,0,23,-0.3471893987499979
2021-06-03,0,37,2.9091110785781273
2021-06-04,0,9,-1.2478194900953108
2021-06-05,0,10,5.314674807275002
2021-06-06,0,4,-1.0820326550718746
2021-06-07,0,14,4.419491959301563
2021-06-08,0,8,0.13328783566562497
2021-06-09,0,21,12.442950070110937
2021-06-10,0,36,27.3450586969125
2021-06-11,0,14,0.25754332040156047
2021-06-12,0,25,-2.276903837643751
2021-06-13,0,13,-1.4144491905937495
2021-06-14,0,30,-1.041753858965622
2021-06-15,0,10,-0.7800771738281225
2021-06-16,0,11,-0.6419459894453106
2021-06-17,0,14,-0.5071521629890611
2021-06-18,0,21,-0.43104094542031135
2021-06-19,0,2,18.718160024395313
2021-06-20,0,3,2.0664045898562486
2021-06-21,0,17,11.745
2021-06-22,0,17,-0.02150000000000185
2021-06-23,0,20,-0.2915874999999992
2021-06-24,0,23,8.05063175
2021-06-25,0,4,-1.585157737499999
2021-06-26,0,1,20.052228971250003
2021-06-27,0,2,10.193325105203124
2021-06-28,0,19,2.1845272235046873
2021-06-29,0,16,-0.021883634346875347
2021-06-30,0,8,2.5127139822515643
2021-07-01,0,24,11.634226465662502
2021-07-02,0,4,4.779253817823438
2021-07-03,0,4,3.9994277934265634
2021-07-04,0,4,-1.8113461870781244
2021-07-05,0,12,-1.1851359787078106
2021-07-06,0,10,-0.7570173405453108
2021-07-07,0,13,-0.5134040862109359
2021-07-08,0,17,-0.38812359588437384
2021-07-09,0,16,-0.31461142809687415
2021-07-10,0,1,-0.2427254515765619
2021-07-11,0,1,2.8837981541546878
2021-07-12,0,8,9.649606884784374
2021-07-13,0,7,-0.1350000000000009
2021-07-14,0,12,-0.6355000000000005
2021-07-15,0,25,-0.3919875
2021-07-16,0,7,-0.2834752499999991
2021-07-17,0,0,-0.22131603749999926
2021-07-18,0,9,-0.18101796374999948
