,facebookresearch/fairseq,pytorch/text,facebookresearch/pytext
2019-08-03,2,-0.634349568,2
2019-08-04,1,-0.39133071360000005,2
2019-08-05,1,-0.24834519040000008,2
2019-08-06,1,-0.18465638399999998,6
2019-08-07,4,-0.15142215679999976,5
2019-08-08,3,-0.10607800319999987,2
2019-08-09,3,1.9418285056000002,7
2019-08-10,3,0.5606735872000002,1
2019-08-11,0,-0.37246935040000007,0
2019-08-12,5,-0.17600000000000016,3
2019-08-13,4,-0.11520000000000005,3
2019-08-14,5,-0.08467200000000004,5
2019-08-15,5,-0.06639360000000004,4
2019-08-16,2,-0.05428224000000003,6
2019-08-17,1,-0.04570214399999989,1
2019-08-18,0,-0.03932641279999987,1
2019-08-19,6,5.9875306496,0
2019-08-20,2,0.8000000000000003,3
2019-08-21,4,-0.8800000000000003,5
2019-08-22,3,-0.44800000000000034,3
2019-08-23,3,-0.29760000000000014,0
2019-08-24,0,-0.2204160000000001,0
2019-08-25,0,-0.1736448000000001,0
2019-08-26,1,-0.1424179200000001,1
2019-08-27,4,-0.12017971199999966,1
2019-08-28,1,-0.10359152639999966,4
2019-08-29,1,-0.02493870079999993,1
2019-08-30,2,0.0,2
2019-08-31,3,0.0,0
2019-09-01,1,0.0,0
2019-09-02,0,0.0,0
2019-09-03,2,0.0,1
2019-09-04,1,1.0,1
2019-09-05,1,-0.19999999999999996,1
2019-09-06,0,-0.08000000000000007,4
2019-09-07,0,-0.048000000000000036,0
2019-09-08,0,-0.03360000000000001,1
2019-09-09,0,-0.025536000000000014,1
2019-09-10,0,-0.02042880000000001,6
2019-09-11,0,0.9830732799999999,5
2019-09-12,1,-0.2143877119999999,3
2019-09-13,0,-0.09246935040000004,0
2019-09-14,0,-0.048000000000000036,2
2019-09-15,0,-0.03360000000000001,0
2019-09-16,1,-0.025536000000000014,3
2019-09-17,2,-0.02042880000000001,6
2019-09-18,3,-0.01692672000000001,2
2019-09-19,2,-0.01438771199999994,3
2019-09-20,3,-0.012469350399999964,0
2019-09-21,0,0.0,2
2019-09-22,0,0.0,0
2019-09-23,3,1.0,0
2019-09-24,1,-0.19999999999999996,5
2019-09-25,0,-0.08000000000000007,5
2019-09-26,1,0.952,4
2019-09-27,5,-0.23359999999999997,0
2019-09-28,1,-0.10553600000000009,0
2019-09-29,2,-0.06842880000000004,0
2019-09-30,2,-0.050526720000000025,1
2019-10-01,1,-0.03992371199999995,6
2019-10-02,0,0.9671018496,8
2019-10-03,0,-0.21692671999999996,7
2019-10-04,2,-0.09438771200000001,7
2019-10-05,1,-0.060469350399999997,0
2019-10-06,0,-0.03360000000000001,1
2019-10-07,1,-0.025536000000000014,1
2019-10-08,3,-0.02042880000000001,2
2019-10-09,1,-0.01692672000000001,1
2019-10-10,2,-0.01438771199999994,1
2019-10-11,2,-0.012469350399999964,5
2019-10-12,1,0.0,2
2019-10-13,0,0.0,0
2019-10-14,0,0.0,0
2019-10-15,2,0.0,0
2019-10-16,0,0.0,4
2019-10-17,0,0.0,1
2019-10-18,3,0.0,5
2019-10-19,0,0.0,0
2019-10-20,2,0.0,0
2019-10-21,0,0.0,0
2019-10-22,3,0.0,4
2019-10-23,1,0.0,1
2019-10-24,4,1.0,2
2019-10-25,2,-0.19999999999999996,4
2019-10-26,1,-0.08000000000000007,0
2019-10-27,1,-0.048000000000000036,0
2019-10-28,1,-0.03360000000000001,0
2019-10-29,0,0.974464,3
2019-10-30,1,-0.22042879999999998,5
2019-10-31,2,0.9030732799999999,4
2019-11-01,2,-0.26238771199999994,1
2019-11-02,1,-0.12606935040000006,3
2019-11-03,0,-0.07353600000000005,0
2019-11-04,0,-0.05402880000000002,2
2019-11-05,2,-0.04246272000000002,3
2019-11-06,2,-0.03481651199999995,6
2019-11-07,4,-0.029396070399999974,2
2019-11-08,2,-0.01438771199999994,5
2019-11-09,1,0.9875306496,2
2019-11-10,1,-0.19999999999999996,1
2019-11-11,0,0.9199999999999999,2
2019-11-12,1,-0.248,1
2019-11-13,5,-0.11360000000000009,7
2019-11-14,4,-0.07353600000000005,3
2019-11-15,1,-0.05402880000000002,7
2019-11-16,0,-0.04246272000000002,1
2019-11-17,1,-0.03481651199999995,0
2019-11-18,3,-0.029396070399999974,2
2019-11-19,3,-0.01438771199999994,3
2019-11-20,1,-0.012469350399999964,1
2019-11-21,3,0.0,4
2019-11-22,1,0.0,5
2019-11-23,0,0.0,0
2019-11-24,0,0.0,0
2019-11-25,0,0.0,0
2019-11-26,6,1.0,5
2019-11-27,0,-0.19999999999999996,2
2019-11-28,0,-0.08000000000000007,0
2019-11-29,0,-0.048000000000000036,0
2019-11-30,0,-0.03360000000000001,0
2019-12-01,0,-0.025536000000000014,1
2019-12-02,2,-0.02042880000000001,1
2019-12-03,5,-0.01692672000000001,8
2019-12-04,6,1.985612288,4
2019-12-05,0,0.5875306496000001,0
2019-12-06,3,0.6399999999999999,2
2019-12-07,0,-0.3760000000000001,1
2019-12-08,2,-0.19520000000000012,0
2019-12-09,1,-0.13267200000000007,1
2019-12-10,1,-0.09999360000000004,1
2019-12-11,5,-0.07981824000000004,3
2019-12-12,1,-0.0661309439999999,3
2019-12-13,2,-0.05625313279999988,5
2019-12-14,1,-0.026857062399999902,0
2019-12-15,0,-0.012469350399999964,1
2019-12-16,3,0.0,3
2019-12-17,5,0.0,3
2019-12-18,4,0.0,8
2019-12-19,3,0.0,5
2019-12-20,1,0.0,3
2019-12-21,4,0.0,1
2019-12-22,1,0.0,0
2019-12-23,0,0.0,1
2019-12-24,5,0.0,0
2019-12-25,0,0.0,0
2019-12-26,1,0.0,0
2019-12-27,1,0.0,0
2019-12-28,0,0.0,0
2019-12-29,0,0.0,0
2019-12-30,0,0.0,0
2019-12-31,0,0.0,0
2020-01-01,0,0.0,0
2020-01-02,1,0.0,1
2020-01-03,3,0.0,0
2020-01-04,0,0.0,0
2020-01-05,0,0.0,0
2020-01-06,4,0.0,0
2020-01-07,1,0.0,0
2020-01-08,2,0.0,1
2020-01-09,4,0.0,1
2020-01-10,2,0.0,6
2020-01-11,3,0.0,1
2020-01-12,1,0.0,0
2020-01-13,4,0.0,1
2020-01-14,1,0.0,3
2020-01-15,0,0.0,2
2020-01-16,1,1.0,0
2020-01-17,11,-0.19999999999999996,0
2020-01-18,1,-0.08000000000000007,0
2020-01-19,0,-0.048000000000000036,0
2020-01-20,1,-0.03360000000000001,0
2020-01-21,3,1.974464,1
2020-01-22,6,-0.42042879999999994,0
2020-01-23,1,-0.17692672000000015,0
2020-01-24,5,-0.11038771200000001,0
2020-01-25,0,-0.07966935039999999,0
2020-01-26,0,-0.05107200000000003,0
2020-01-27,2,-0.04085760000000002,0
2020-01-28,1,-0.03385344000000002,0
2020-01-29,1,-0.02877542399999988,1
2020-01-30,3,-0.02493870079999993,0
2020-01-31,4,0.0,4
2020-02-01,0,0.0,0
2020-02-02,0,0.0,0
2020-02-03,1,0.0,0
2020-02-04,1,0.0,1
2020-02-05,2,0.0,2
2020-02-06,0,0.0,1
2020-02-07,0,0.0,1
2020-02-08,1,0.0,0
2020-02-09,0,0.0,0
2020-02-10,1,0.0,0
2020-02-11,3,0.0,1
2020-02-12,5,0.0,4
2020-02-13,1,0.0,0
2020-02-14,1,0.0,1
2020-02-15,0,0.0,1
2020-02-16,1,0.0,1
2020-02-17,0,0.0,1
2020-02-18,0,0.0,3
2020-02-19,1,0.0,1
2020-02-20,0,1.0,5
2020-02-21,9,-0.19999999999999996,1
2020-02-22,0,-0.08000000000000007,0
2020-02-23,0,-0.048000000000000036,5
2020-02-24,5,0.9664,0
2020-02-25,4,0.774464,2
2020-02-26,3,-0.30042880000000005,1
2020-02-27,3,-0.14492672000000012,1
2020-02-28,1,-0.09598771199999999,2
2020-02-29,0,0.9283946496,0
2020-03-01,2,-0.24596479999999998,0
2020-03-02,0,-0.11735552000000009,0
2020-03-03,2,-0.07931443199999999,0
2020-03-04,7,-0.060457062399999914,0
2020-03-05,4,-0.03800535039999998,0
2020-03-06,0,-0.02042880000000001,3
2020-03-07,3,-0.01692672000000001,0
2020-03-08,2,-0.01438771199999994,1
2020-03-09,3,-0.012469350399999964,1
2020-03-10,4,0.0,2
2020-03-11,3,0.0,4
2020-03-12,1,0.0,4
2020-03-13,1,0.0,1
2020-03-14,1,0.0,1
2020-03-15,1,0.0,0
2020-03-16,3,0.0,0
2020-03-17,3,0.0,2
2020-03-18,1,0.0,0
2020-03-19,0,0.0,0
2020-03-20,3,0.0,4
2020-03-21,4,0.0,1
2020-03-22,0,0.0,0
2020-03-23,1,0.0,0
2020-03-24,10,0.0,0
2020-03-25,1,0.0,2
2020-03-26,4,0.0,6
2020-03-27,2,0.0,3
2020-03-28,1,0.0,0
2020-03-29,0,0.0,0
2020-03-30,1,0.0,0
2020-03-31,2,0.0,2
2020-04-01,1,0.0,3
2020-04-02,2,1.0,1
2020-04-03,5,-0.19999999999999996,3
2020-04-04,1,-0.08000000000000007,0
2020-04-05,1,-0.048000000000000036,1
2020-04-06,0,-0.03360000000000001,1
2020-04-07,10,-0.025536000000000014,0
2020-04-08,0,1.9795712,3
2020-04-09,2,-0.4169267199999999,3
2020-04-10,1,0.8256122879999999,1
2020-04-11,1,-0.3084693504,0
2020-04-12,0,-0.1472000000000001,0
2020-04-13,2,-0.09907200000000006,1
2020-04-14,3,-0.07445760000000004,1
2020-04-15,1,-0.05938944000000003,2
2020-04-16,2,-0.049204223999999894,3
2020-04-17,0,-0.04186542079999994,1
2020-04-18,0,-0.01438771199999994,1
2020-04-19,1,-0.012469350399999964,2
2020-04-20,0,2.0,2
2020-04-21,6,1.6,2
2020-04-22,0,-0.56,2
2020-04-23,1,0.7439999999999998,3
2020-04-24,2,0.6367999999999999,2
2020-04-25,0,0.6017279999999999,2
2020-04-26,0,-0.4199296000000001,0
2020-04-27,1,-0.23631104000000017,0
2020-04-28,0,-0.16976486399999996,2
2020-04-29,1,2.8667210752,4
2020-04-30,5,-0.6878302207999998,1
2020-05-01,3,0.7082567679999998,4
2020-05-02,0,-0.3877837824,0
2020-05-03,0,0.7923429376,1
2020-05-04,2,0.6629226496,0
2020-05-05,0,-0.37488640000000006,3
2020-05-06,1,-0.20431616000000016,0
2020-05-07,0,-0.14519193599999988,0
2020-05-08,1,0.8865292288000001,0
2020-05-09,0,-0.2603525119999999,0
2020-05-10,1,-0.12982487040000007,0
2020-05-11,2,-0.07931443199999999,1
2020-05-12,0,-0.060457062399999914,2
2020-05-13,0,5.9619946496,4
2020-05-14,4,0.7795712000000004,2
2020-05-15,0,2.1030732799999994,1
2020-05-16,0,-1.062387712,0
2020-05-17,0,-0.5500693504000003,0
2020-05-18,2,0.6355839999999998,0
2020-05-19,0,2.5255552,1
2020-05-20,5,0.10097407999999997,2
2020-05-21,0,-0.6694661119999998,0
2020-05-22,0,-0.4119716863999999,0
2020-05-23,0,-0.24243783679999983,0
2020-05-24,0,-0.16804485119999996,0
2020-05-25,0,-0.10374912000000006,0
2020-05-26,3,1.9144033280000001,0
2020-05-27,4,1.5274407936000003,3
2020-05-28,1,4.3882042368,1
2020-05-29,1,0.7315306496,1
2020-05-30,1,2.0367999999999995,1
2020-05-31,0,-0.11827200000000015,1
2020-06-01,0,6.2040704,0
2020-06-02,0,-1.89359104,1
2020-06-03,3,6.075355136,3
2020-06-04,1,6.9745866752,0
2020-06-05,5,6.1872468992,1
2020-06-06,0,-3.1970831360000003,0
2020-06-07,0,-1.615230156800001,0
2020-06-08,2,0.9165651967999995,3
2020-06-09,1,4.8115910656,0
2020-06-10,1,4.0205443072,1
2020-06-11,0,-0.21291366400000022,1
2020-06-12,0,3.3956846592,0
2020-06-13,1,-1.9423855615999992,0
2020-06-14,0,-1.0038977536000002,0
2020-06-15,1,-0.6168422400000004,1
2020-06-16,2,6.528019456,0
2020-06-17,1,0.21863710720000062,1
2020-06-18,1,4.7428601856,0
2020-06-19,3,0.11577487360000016,1
2020-06-20,0,-1.3080772608000002,2
2020-06-21,0,-0.7562987520000003,0
2020-06-22,4,7.5083264,0
2020-06-23,5,-0.9797606399999998,1
2020-06-24,2,2.8517877759999997,5
2020-06-25,1,0.4775212032,0
2020-06-26,0,-0.18191841279999998,0
2020-06-27,1,-0.8934795264000001,0
2020-06-28,0,-0.5243051008000003,0
2020-06-29,0,-0.3731865600000002,1
2020-06-30,1,-0.2984156159999996,2
2020-07-01,0,-0.24824299519999973,1
2020-07-02,0,-0.12430243839999976,2
2020-07-03,0,-0.09557954559999975,1
2020-07-04,0,-0.03932641279999987,0
2020-07-05,0,-0.012469350399999964,0
2020-07-06,1,1.0,0
2020-07-07,3,2.8,2
2020-07-08,4,2.3200000000000003,2
2020-07-09,1,-0.8880000000000001,2
2020-07-10,0,0.5823999999999997,1
2020-07-11,0,-0.4703360000000001,0
2020-07-12,0,-0.27783680000000016,0
2020-07-13,0,0.7971788799999999,1
2020-07-14,1,1.639945728,3
2020-07-15,1,1.3880513536000003,1
2020-07-16,7,1.2910000128,1
2020-07-17,1,0.25606522880000004,2
2020-07-18,2,0.4368762879999999,3
2020-07-19,0,-0.5271701504000001,0
2020-07-20,1,0.6959436799999998,2
2020-07-21,1,-0.421770752,1
2020-07-22,0,0.7449081856,2
2020-07-23,0,-0.38153236479999986,2
2020-07-24,2,-0.2046696447999999,1
2020-07-25,1,-0.12978913279999993,1
2020-07-26,0,0.9191141376,0
2020-07-27,0,0.7450679296,0
2020-07-28,3,-0.314816512,1
2020-07-29,0,-0.1573960704000001,2
2020-07-30,0,0.904012288,4
2020-07-31,0,0.7283946496,0
2020-08-01,2,0.6740352,1
2020-08-02,0,-0.36535552000000004,0
2020-08-03,3,-0.19291443200000008,0
2020-08-04,11,-0.13399306239999997,3
2020-08-05,3,-0.09203415040000001,2
2020-08-06,2,5.93710848,1
2020-08-07,2,-0.2517432319999997,1
2020-08-08,2,-0.7237837824000003,2
2020-08-09,1,-0.3948570624000002,0
2020-08-10,2,-0.26206935040000007,1
2020-08-11,1,0.8131839999999999,0
2020-08-12,1,1.6518912000000001,1
2020-08-13,3,4.39801088,1
2020-08-14,5,2.6887470080000004,3
2020-08-15,1,-1.4188038144,0
2020-08-16,0,-0.6652053504000005,0
2020-08-17,2,-0.43150080000000024,0
2020-08-18,1,-0.31986432000000015,0
2020-08-19,2,-0.2525291520000001,1
2020-08-20,4,0.7924064256000001,1
2020-08-21,2,-0.3645841407999996,1
2020-08-22,2,-0.19989759999999965,1
2020-08-23,0,-0.09787740159999989,0
2020-08-24,2,-0.03360000000000001,6
2020-08-25,1,-0.025536000000000014,4
2020-08-26,1,1.9795712,1
2020-08-27,0,0.58307328,2
2020-08-28,3,0.6256122879999999,5
2020-08-29,1,-0.3884693504000001,2
2020-08-30,0,-0.19520000000000012,0
2020-08-31,1,1.8673279999999999,2
2020-09-01,1,3.5000064,1
2020-09-02,1,1.96018176,3
2020-09-03,0,1.9178690559999998,5
2020-09-04,4,2.8445468672,3
2020-09-05,2,-1.3963290624,0
2020-09-06,0,-0.7202709504000004,0
2020-09-07,0,-0.4849766400000003,0
2020-09-08,0,-0.36877670400000007,1
2020-09-09,3,0.7032998912000001,2
2020-09-10,1,-0.4255358975999997,2
2020-09-11,3,-0.22827806719999982,5
2020-09-12,0,-0.14295889919999968,0
2020-09-13,0,-0.08347740159999986,0
2020-09-14,0,2.9744639999999998,1
2020-09-15,0,0.3795712000000001,1
2020-09-16,0,0.5430732799999998,1
2020-09-17,0,-0.43838771200000004,1
2020-09-18,3,-0.2412693504000001,1
2020-09-19,2,-0.1582080000000001,1
2020-09-20,1,0.8795776,0
2020-09-21,1,5.70325504,1
2020-09-22,7,-1.3605186559999995,1
2020-09-23,1,-0.5967224832000003,1
2020-09-24,0,-0.34845706240000013,2
2020-09-25,3,-0.23960535040000003,5
2020-09-26,1,0.8263551999999998,0
2020-09-27,0,-0.33949952000000005,0
2020-09-28,1,2.804051968,6
2020-09-29,4,1.2532043776000004,1
2020-09-30,1,1.2515838976000002,1
2020-10-01,6,0.2704639999999998,5
2020-10-02,2,-0.5772288000000002,3
2020-10-03,2,-0.3367347200000002,0
2020-10-04,0,-0.24194611200000005,0
2020-10-05,0,-0.18877911040000006,0
2020-10-06,2,1.856589824,1
2020-10-07,4,0.47953428480000027,1
2020-10-08,0,0.5693591552000001,2
2020-10-09,2,-0.41532641279999993,1
2020-10-10,1,-0.2076693504000001,3
2020-10-11,0,-0.13267200000000007,0
2020-10-12,5,1.9000063999999999,2
2020-10-13,4,1.52018176,4
2020-10-14,9,0.373869056,2
2020-10-15,3,1.4877468671999998,3
2020-10-16,1,-0.6700570624,7
2020-10-17,2,-0.3387413504000002,0
2020-10-18,2,-0.22152960000000016,0
2020-10-19,5,2.83255296,1
2020-10-20,6,-0.7341296639999998,4
2020-10-21,3,0.6485015552,2
2020-10-22,9,0.5828201472000001,8
2020-10-23,2,0.5779552256000001,1
2020-10-24,1,-0.4295467008,1
2020-10-25,2,-0.22288640000000015,0
2020-10-26,1,3.84208384,3
2020-10-27,3,-0.9227279359999997,0
2020-10-28,2,-0.4202995712000002,1
2020-10-29,6,-0.2437432320000001,0
2020-10-30,1,-0.17818378239999996,4
2020-10-31,1,-0.12900106239999995,1
2020-11-01,0,-0.09418455040000001,0
2020-11-02,0,-0.06770688000000004,0
2020-11-03,2,0.9424491520000002,1
2020-11-04,3,0.7501225984000002,0
2020-11-05,3,-0.28,2
2020-11-06,2,-0.1280000000000001,3
2020-11-07,3,1.9183999999999999,2
2020-11-08,2,-0.45913599999999993,0
2020-11-09,7,2.7940351999999997,0
2020-11-10,1,-0.7333555199999999,3
2020-11-11,2,-0.3385144320000002,5
2020-11-12,1,-0.22192906240000004,4
2020-11-13,2,-0.15412695040000002,0
2020-11-14,3,-0.11046144000000005,0
2020-11-15,0,-0.09006182399999992,1
2020-11-16,5,0.9242811392000001,2
2020-11-17,2,-0.24316313599999978,2
2020-11-18,3,1.8825919488,0
2020-11-19,3,0.552,1
2020-11-20,6,0.6063999999999998,0
2020-11-21,2,-0.4015360000000001,0
2020-11-22,7,-0.21562880000000015,0
2020-11-23,1,-0.1495987200000001,0
2020-11-24,1,-0.11438131199999998,0
2020-11-25,0,-0.09228759040000001,0
2020-11-26,1,-0.0661309439999999,0
2020-11-27,0,-0.05625313279999988,0
2020-11-28,0,-0.026857062399999902,0
2020-11-29,0,-0.012469350399999964,0
2020-11-30,3,0.0,0
2020-12-01,1,0.0,2
2020-12-02,1,0.0,0
2020-12-03,4,0.0,1
2020-12-04,7,1.0,0
2020-12-05,5,-0.19999999999999996,4
2020-12-06,0,-0.08000000000000007,2
2020-12-07,0,-0.048000000000000036,0
2020-12-08,1,-0.03360000000000001,3
2020-12-09,0,-0.025536000000000014,2
2020-12-10,1,-0.02042880000000001,2
2020-12-11,7,-0.01692672000000001,1
2020-12-12,5,-0.01438771199999994,1
2020-12-13,0,-0.012469350399999964,1
2020-12-14,2,0.0,1
2020-12-15,0,0.0,5
2020-12-16,3,0.0,3
2020-12-17,1,2.0,0
2020-12-18,6,1.6,2
2020-12-19,0,-0.56,2
2020-12-20,0,-0.2560000000000002,0
2020-12-21,0,-0.1632000000000001,0
2020-12-22,0,3.881728,1
2020-12-23,2,0.10807040000000012,0
2020-12-24,2,-0.5947110400000003,0
2020-12-25,0,-0.33462886400000014,0
2020-12-26,0,-0.23611412479999988,0
2020-12-27,0,-0.1606827008,0
2020-12-28,1,0.8927487999999999,1
2020-12-29,3,0.71186432,0
2020-12-30,1,-0.3544775679999998,2
2020-12-31,1,-0.1922651135999999,1
2021-01-01,0,-0.0940693504,0
2021-01-02,1,-0.05913600000000002,0
2021-01-03,0,-0.04596480000000003,0
2021-01-04,0,-0.03735552000000002,0
2021-01-05,3,-0.03131443199999995,1
2021-01-06,5,-0.026857062399999902,1
2021-01-07,1,-0.012469350399999964,3
2021-01-08,1,0.0,1
2021-01-09,0,0.0,1
2021-01-10,0,0.0,0
2021-01-11,2,0.0,0
2021-01-12,1,1.0,0
2021-01-13,2,2.8,0
2021-01-14,0,-0.6799999999999999,1
2021-01-15,0,2.7119999999999997,0
2021-01-16,0,-0.7776,0
2021-01-17,3,-0.3663360000000002,0
2021-01-18,1,-0.24103680000000016,0
2021-01-19,1,-0.17901312000000008,0
2021-01-20,4,-0.14177587200000002,7
2021-01-21,4,-0.11691888639999981,4
2021-01-22,0,-0.08818821119999992,1
2021-01-23,1,-0.04316313599999982,1
2021-01-24,0,-0.03740805119999989,0
2021-01-25,1,0.0,1
2021-01-26,0,2.0,5
2021-01-27,3,-0.3999999999999999,4
2021-01-28,6,-0.16000000000000014,1
2021-01-29,0,-0.09600000000000007,7
2021-01-30,0,-0.06720000000000002,0
2021-01-31,0,-0.05107200000000003,0
2021-02-01,0,-0.04085760000000002,2
2021-02-02,3,-0.03385344000000002,2
2021-02-03,13,-0.02877542399999988,1
2021-02-04,0,0.9750612992000001,2
2021-02-05,3,1.8,4
2021-02-06,2,-0.48,1
2021-02-07,0,-0.20800000000000018,0
2021-02-08,2,0.8704,1
2021-02-09,1,4.707264,3
2021-02-10,2,0.8484992,2
