,commaai/openpilot,apolloauto/apollo,carla-simulator/carla
2022-02-12,1,0.0,0
2022-02-13,1,0.0,0
2022-02-14,3,1.0,0
2022-02-15,5,-0.3999999999999999,0
2022-02-16,6,-0.12,0
2022-02-17,4,0.9359999999999999,0
2022-02-18,2,2.5584000000000002,3
2022-02-19,4,-1.3499519999999998,0
2022-02-20,5,-0.4469632,0
2022-02-21,9,5.74802944,0
2022-02-22,10,-0.5699077119999996,0
2022-02-23,13,2.3543826432,0
2022-02-24,4,-2.31126016,0
2022-02-25,3,0.07213260799999976,0
2022-02-26,1,-0.9771772928000001,0
2022-02-27,2,1.4775223295999997,0
2022-02-28,8,-1.13995776,0
2022-03-01,2,0.4988718080000001,0
2022-03-02,8,-0.7385346047999999,0
2022-03-03,5,-0.31238236160000005,1
2022-03-04,1,-0.19346718720000003,0
2022-03-05,3,-0.10268211200000005,0
2022-03-06,1,0.9205087232,0
2022-03-07,9,1.5467253760000002,1
2022-03-08,5,-0.9639668735999998,1
2022-03-09,5,1.680844288,0
2022-03-10,3,-0.9823981567999999,15
2022-03-11,6,0.6468479999999999,0
2022-03-12,2,0.38913280000000006,0
2022-03-13,2,4.33250304,0
2022-03-14,14,-1.2958008319999994,0
2022-03-15,2,5.8053640192,0
2022-03-16,6,-2.3738894335999996,2
2022-03-17,10,-1.5952266240000001,0
2022-03-18,7,-0.8262900736000002,0
2022-03-19,4,0.46650572799999956,0
2022-03-20,3,0.20596613119999996,0
2022-03-21,4,0.18235832320000012,0
2022-03-22,7,2.185296384,0
2022-03-23,6,-1.5628587007999997,0
2022-03-24,3,2.3997051903999997,0
2022-03-25,8,-1.4993133567999997,0
2022-03-26,8,0.4439142399999998,0
2022-03-27,4,-0.738345472,0
2022-03-28,5,0.6399859711999999,2
2022-03-29,2,-0.6369215488,0
2022-03-30,11,0.7112451071999999,0
2022-03-31,6,0.41254184960000007,3
2022-04-01,9,-0.6300303359999999,0
2022-04-02,3,-0.2707170304,0
2022-04-03,1,-0.14371891200000003,0
2022-04-04,6,-0.10272071680000006,1
2022-04-05,19,-0.06807091200000001,5
2022-04-06,12,3.9458680832,2
2022-04-07,13,2.3664737280000003,0
2022-04-08,2,-1.1079538687999997,0
2022-04-09,2,-1.1487981567999999,0
2022-04-10,1,-0.5424000000000002,0
2022-04-11,7,-0.35020800000000024,0
2022-04-12,6,0.7467391999999999,2
2022-04-13,8,3.4047129600000003,1
2022-04-14,6,-1.8770682879999996,5
2022-04-15,7,-0.6741860352,0
2022-04-16,4,-0.3639483392,0
2022-04-17,0,-0.2091501568000002,0
2022-04-18,8,-0.14277120000000007,0
2022-04-19,18,0.88977664,0
2022-04-20,19,1.511362048,1
2022-04-21,8,2.0065789952,0
2022-04-22,8,-1.5551926271999998,0
2022-04-23,2,0.47039999999999993,0
2022-04-24,4,4.294848,0
2022-04-25,7,0.6723328000000004,0
2022-04-26,9,-0.018152959999999663,16
2022-04-27,13,3.357613568,1
2022-04-28,7,-0.7681732607999998,0
2022-04-29,16,-1.8965866496000001,1
2022-04-30,4,-0.9046370304000002,0
2022-05-01,0,-0.5718021120000003,0
2022-05-02,9,0.5774252031999998,1
2022-05-03,10,0.27908096000000016,0
2022-05-04,12,0.27351490560000014,1
2022-05-05,6,0.2778840064000001,4
2022-05-06,15,-0.7199022079999999,0
2022-05-07,5,-0.28114831360000003,0
2022-05-08,1,-0.15851520000000008,0
2022-05-09,9,0.8871142399999999,1
2022-05-10,6,3.513558528,0
2022-05-11,5,1.2107123712000003,0
2022-05-12,20,-1.7903244287999998,0
2022-05-13,16,-0.6855538688,3
2022-05-14,5,-0.4011501568000002,0
2022-05-15,4,-0.26757120000000023,0
2022-05-16,20,0.79992064,1
2022-05-17,14,0.4424724480000001,3
2022-05-18,13,6.3514673152,1
2022-05-19,8,-1.0806597631999995,0
2022-05-20,7,-1.7839944703999997,0
2022-05-21,3,1.240448,0
2022-05-22,1,1.7278847999999998,0
2022-05-23,8,-0.7741977599999998,0
2022-05-24,11,0.857827328,1
2022-05-25,9,0.6023258112000001,0
2022-05-26,5,-1.4443332608,2
2022-05-27,6,-0.6652809216,0
2022-05-28,1,-0.3723790336000001,0
2022-05-29,0,-0.2514903040000001,0
2022-05-30,6,-0.19526440960000002,0
2022-05-31,3,-0.13621770239999997,0
2022-06-01,8,-0.07985070079999998,2
2022-06-02,12,0.9440922624,1
2022-06-03,19,1.5744036864000002,1
2022-06-04,6,2.08,0
2022-06-05,0,-0.5039999999999998,0
2022-06-06,4,0.07040000000000002,0
2022-06-07,5,4.174848,0
2022-06-08,9,-0.39166719999999966,0
2022-06-09,11,-0.65975296,0
2022-06-10,10,-0.15233843200000008,0
2022-06-11,10,-1.0071364608000002,0
2022-06-12,8,3.4706427904,0
2022-06-13,14,1.0477592576000003,0
2022-06-14,7,-0.9172850687999996,0
2022-06-15,17,1.8057669632,0
2022-06-16,11,1.1859640320000002,0
2022-06-17,11,-1.9277305856,0
2022-06-18,0,-0.8032626688000001,0
2022-06-19,8,-0.5019219968000002,0
2022-06-20,6,3.646646272,0
2022-06-21,14,-0.8737759231999997,40
2022-06-22,13,3.9424485376000002,1
2022-06-23,3,-1.4893769727999997,0
2022-06-24,8,-1.3142616064000001,0
2022-06-25,1,-0.6398024704000002,0
2022-06-26,0,-0.3938048000000003,0
2022-06-27,10,7.71219456,0
2022-06-28,11,1.5762385920000006,0
2022-06-29,5,3.8588356608000005,0
2022-06-30,20,0.9810527232000013,0
2022-07-01,12,-0.5719464959999998,3
2022-07-02,2,0.29158584320000003,0
2022-07-03,0,2.4953344,0
2022-07-04,3,0.76855552,0
2022-07-05,6,6.9595991040000005,0
2022-07-06,11,-3.4362297343999995,1
2022-07-07,19,5.115320832,0
2022-07-08,25,-4.6855269376,0
2022-07-09,9,-0.9031936000000005,0
2022-07-10,0,-0.5622872064000002,0
2022-07-11,6,-0.3299912704000003,0
2022-07-12,13,0.8221383680000001,8
2022-07-13,19,2.5512035328000002,0
2022-07-14,9,2.7191905280000004,0
2022-07-15,4,0.1506427904000005,0
2022-07-16,0,5.6871289856,0
2022-07-17,0,5.837206528,0
2022-07-18,2,-3.5720588287999995,0
2022-07-19,20,5.0568922112,1
2022-07-20,8,-4.734063820799999,1
2022-07-21,16,0.009422438399999455,13
2022-07-22,10,5.9394915328,10
2022-07-23,5,-3.3187584,0
2022-07-24,2,5.8831118336,0
2022-07-25,15,-0.3895890943999998,10
2022-07-26,4,-1.321961472,0
2022-07-27,5,0.7340155904000003,13
2022-07-28,7,9.6184160256,1
2022-07-29,3,-1.894255103999999,3
2022-07-30,0,-3.7839261696,0
2022-07-31,4,-1.7890622464000001,0
2022-08-01,6,5.901491507199999,2
2022-08-02,13,13.4055371776,0
2022-08-03,5,5.828017868800002,0
2022-08-04,6,1.5286370304000023,0
2022-08-05,7,0.6470547456000002,0
2022-08-06,2,-6.4270647296000005,0
2022-08-07,1,-2.903519027200001,0
2022-08-08,7,2.133703679999999,0
2022-08-09,2,6.027805696,0
2022-08-10,1,1.846329958400001,0
2022-08-11,6,-4.9331598335999995,0
2022-08-12,13,-2.0600957952,0
2022-08-13,6,-1.1914352640000003,0
2022-08-14,2,0.24499394559999954,0
2022-08-15,6,2.1101849599999998,0
2022-08-16,11,3.2932997120000005,2
2022-08-17,8,-1.7401879551999997,2
2022-08-18,13,-1.4548733952,0
2022-08-19,12,0.3156609023999999,0
2022-08-20,7,3.2151807999999997,0
2022-08-21,3,-1.9986201599999998,0
2022-08-22,2,0.24096460799999997,0
2022-08-23,12,7.1293187072,0
2022-08-24,7,-3.6488955903999996,0
2022-08-25,10,-0.24591769600000002,0
2022-08-26,8,-1.0766215168,2
2022-08-27,3,-0.5713899520000003,0
2022-08-28,1,-0.4000002048000001,0
2022-08-29,11,6.7051312128,1
2022-08-30,7,-0.9920721919999993,1
2022-08-31,11,9.2029929472,0
2022-09-01,7,-0.20875581439999813,0
2022-09-02,10,-3.7543557119999997,0
2022-09-03,1,-1.6096621568000002,0
