,bitcoin/bitcoin,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj
2024-01-16,20,0,1.9795712
2024-01-17,7,0,-0.4169267199999999
2024-01-18,10,0,-0.17438771200000008
2024-01-19,9,0,-0.10846935040000004
2024-01-20,2,0,-0.06720000000000002
2024-01-21,0,0,-0.05107200000000003
2024-01-22,6,0,-0.04085760000000002
2024-01-23,16,0,-0.03385344000000002
2024-01-24,6,0,-0.02877542399999988
2024-01-25,23,0,-0.02493870079999993
2024-01-26,11,0,0.0
2024-01-27,0,3,0.0
2024-01-28,0,0,0.0
2024-01-29,11,10,0.0
2024-01-30,10,0,0.0
2024-01-31,13,0,4.0
2024-02-01,18,0,-0.7999999999999998
2024-02-02,3,0,-0.3200000000000003
2024-02-03,3,0,-0.19200000000000014
2024-02-04,0,0,-0.13440000000000005
2024-02-05,8,0,-0.10214400000000005
2024-02-06,11,0,-0.08171520000000004
2024-02-07,15,0,0.93229312
2024-02-08,15,2,-0.2575508479999997
2024-02-09,21,1,0.8701225984000001
2024-02-10,3,0,-0.248
2024-02-11,4,0,-0.11360000000000009
2024-02-12,14,3,-0.07353600000000005
2024-02-13,18,1,-0.05402880000000002
2024-02-14,1,5,-0.04246272000000002
2024-02-15,10,0,-0.03481651199999995
2024-02-16,11,0,-0.029396070399999974
2024-02-17,1,4,-0.01438771199999994
2024-02-18,1,5,-0.012469350399999964
2024-02-19,4,1,0.0
2024-02-20,14,2,0.0
2024-02-21,14,1,0.0
2024-02-22,2,1,0.0
2024-02-23,3,0,0.0
2024-02-24,0,8,1.0
2024-02-25,0,1,-0.19999999999999996
2024-02-26,15,2,-0.08000000000000007
2024-02-27,19,5,-0.048000000000000036
2024-02-28,24,0,-0.03360000000000001
2024-02-29,17,2,-0.025536000000000014
2024-03-01,25,1,-0.02042880000000001
2024-03-02,3,0,-0.01692672000000001
2024-03-03,1,0,-0.01438771199999994
2024-03-04,11,0,-0.012469350399999964
2024-03-05,16,2,0.0
2024-03-06,6,1,0.0
2024-03-07,9,0,0.0
2024-03-08,11,0,0.0
2024-03-09,3,0,0.0
2024-03-10,2,0,1.0
2024-03-11,20,8,1.8
2024-03-12,28,3,-0.48
2024-03-13,10,0,-0.20800000000000018
2024-03-14,12,1,0.8704
2024-03-15,7,1,0.707264
2024-03-16,0,3,-0.35150080000000006
2024-03-17,5,4,-0.18578432000000014
2024-03-18,28,0,-0.12984115200000002
2024-03-19,10,0,-0.10038077439999987
2024-03-20,18,0,-0.07090350079999995
2024-03-21,12,0,-0.03735552000000002
2024-03-22,11,1,-0.03131443199999995
2024-03-23,3,2,-0.026857062399999902
2024-03-24,0,2,-0.012469350399999964
2024-03-25,13,0,0.0
2024-03-26,29,0,0.0
2024-03-27,14,0,0.0
2024-03-28,6,8,0.0
2024-03-29,7,9,0.0
2024-03-30,1,0,0.0
2024-03-31,1,0,0.0
2024-04-01,9,0,0.0
2024-04-02,15,0,0.0
2024-04-03,4,0,0.0
2024-04-04,12,0,0.0
2024-04-05,8,2,0.0
2024-04-06,9,0,0.0
2024-04-07,6,0,3.0
2024-04-08,5,0,-0.5999999999999999
2024-04-09,16,0,-0.2400000000000002
2024-04-10,10,3,0.8559999999999999
2024-04-11,5,5,-0.30079999999999996
2024-04-12,5,1,-0.1566080000000001
2024-04-13,0,0,-0.10928640000000006
2024-04-14,1,2,-0.08438016000000004
2024-04-15,13,0,-0.06869913599999983
2024-04-16,22,2,-0.0578368511999999
2024-04-17,12,0,-0.01692672000000001
2024-04-18,12,0,-0.01438771199999994
2024-04-19,12,0,-0.012469350399999964
2024-04-20,0,1,0.0
2024-04-21,1,0,1.0
2024-04-22,14,0,-0.19999999999999996
2024-04-23,7,0,9.92
2024-04-24,20,0,-2.0479999999999996
2024-04-25,20,0,-0.8336000000000007
2024-04-26,16,0,-0.5055360000000004
2024-04-27,2,0,6.6435712
2024-04-28,9,4,-1.6722867199999998
2024-04-29,11,11,7.221324288
2024-04-30,15,0,-2.1177365504
2024-05-01,15,5,-1.01907712
2024-05-02,10,0,-0.687445504
2024-05-03,23,0,-0.41180160000000016
2024-05-04,6,0,-0.3227750400000002
2024-05-05,4,0,0.7358556160000003
2024-05-06,11,0,-0.4226992127999998
2024-05-07,8,0,-0.1951016959999996
2024-05-08,10,2,0.8522451968000002
2024-05-09,14,3,-0.23359999999999997
2024-05-10,6,0,-0.10553600000000009
2024-05-11,6,0,-0.06842880000000004
2024-05-12,4,0,-0.050526720000000025
2024-05-13,12,0,-0.03992371199999995
2024-05-14,26,0,3.9671018496
2024-05-15,12,0,-0.8169267199999999
2024-05-16,34,3,-0.3343877120000002
2024-05-17,6,0,-0.2044693504000001
2024-05-18,1,0,-0.13440000000000005
2024-05-19,0,0,-0.10214400000000005
2024-05-20,5,0,-0.08171520000000004
2024-05-21,19,1,-0.06770688000000004
2024-05-22,18,5,-0.05755084799999976
2024-05-23,16,3,-0.04987740159999986
2024-05-24,9,7,0.0
2024-05-25,0,14,0.0
2024-05-26,0,1,0.0
2024-05-27,1,2,0.0
2024-05-28,3,7,0.0
2024-05-29,10,13,0.0
2024-05-30,16,9,0.0
2024-05-31,6,4,0.0
2024-06-01,0,5,6.0
2024-06-02,4,6,-1.1999999999999997
2024-06-03,11,3,-0.4800000000000004
2024-06-04,9,3,-0.2880000000000002
2024-06-05,18,1,-0.20160000000000006
2024-06-06,11,1,-0.15321600000000007
2024-06-07,19,0,-0.12257280000000007
2024-06-08,3,0,-0.10156032000000006
2024-06-09,3,2,-0.08632627199999963
2024-06-10,21,0,-0.07481610239999978
2024-06-11,14,0,0.0
2024-06-12,18,2,0.0
2024-06-13,17,1,0.0
2024-06-14,12,1,0.0
2024-06-15,0,0,0.0
2024-06-16,1,0,0.0
2024-06-17,12,1,0.0
2024-06-18,22,2,0.0
2024-06-19,7,0,0.0
2024-06-20,10,0,0.0
2024-06-21,18,2,0.0
2024-06-22,2,1,0.0
2024-06-23,0,0,1.0
2024-06-24,5,0,1.8
2024-06-25,7,0,0.52
2024-06-26,20,1,0.5919999999999999
2024-06-27,17,0,4.5904
2024-06-28,4,4,-0.22073600000000004
2024-06-29,1,4,-0.7531008000000003
2024-06-30,2,1,-0.4369203200000003
2024-07-01,39,1,0.6897940479999999
2024-07-02,21,8,-0.4398802943999999
2024-07-03,5,3,-0.2639331328
2024-07-04,11,2,-0.1799194624
2024-07-05,8,1,-0.13493463039999967
2024-07-06,5,4,-0.10227046399999978
2024-07-07,0,23,-0.03289815039999998
2024-07-08,11,13,-0.01692672000000001
2024-07-09,13,3,-0.01438771199999994
2024-07-10,7,2,-0.012469350399999964
2024-07-11,14,0,0.0
2024-07-12,9,0,2.0
2024-07-13,1,0,-0.3999999999999999
2024-07-14,3,1,0.8399999999999999
2024-07-15,11,8,0.704
2024-07-16,25,6,-0.34720000000000006
2024-07-17,11,2,-0.17907200000000012
2024-07-18,14,2,-0.12245760000000008
