,brave/brave-browser,adblockplus/adblockplus,gorhill/ublock
2018-12-24,-0.1593830399999998,0,5
2018-12-25,-0.7290224640000003,0,2
2018-12-26,0.5720036352,0,5
2018-12-27,-0.48664084479999986,0,5
2018-12-28,-0.28060641280000004,0,5
2018-12-29,-0.18814935040000008,0,5
2018-12-30,-0.13866240000000007,0,0
2018-12-31,-0.11440127999999972,0,2
2019-01-01,-0.09716326399999978,0,16
2019-01-02,0.9706039296,1,0
2019-01-03,0.785612288,2,0
2019-01-04,0.7075306496,0,0
2019-01-05,-0.32800000000000007,0,0
2019-01-06,-0.16160000000000013,0,0
2019-01-07,0.8928639999999999,2,0
2019-01-08,4.7204352,2,7
2019-01-09,-1.1428915199999998,1,0
2019-01-10,-0.49974323200000037,2,0
2019-01-11,4.6826162176,1,2
2019-01-12,-0.22039306239999967,0,7
2019-01-13,1.2394218495999996,0,1
2019-01-14,2.1609292799999995,1,10
2019-01-15,-0.07502131200000006,0,9
2019-01-16,3.2183120896,2,7
2019-01-17,2.718773248,3,7
2019-01-18,-1.4249344000000002,0,4
2019-01-19,-0.7519308800000002,0,4
2019-01-20,-0.5238103040000001,0,4
2019-01-21,-0.3489977344,4,1
2019-01-22,1.7311122432000001,4,4
2019-01-23,0.3987821568000002,1,1
2019-01-24,7.5022729216,5,2
2019-01-25,-1.8834282495999994,1,5
2019-01-26,-0.8050774016000005,0,5
2019-01-27,-0.4686720000000003,0,4
2019-01-28,-0.33519360000000015,0,5
2019-01-29,0.7414297599999999,0,4
2019-01-30,3.5908674560000002,1,0
2019-01-31,-0.054740172799999876,2,0
2019-02-01,0.3044289536000002,1,7
2019-02-02,-0.6053548031999999,0,4
2019-02-03,-0.2879360000000002,0,0
2019-02-04,-0.20417280000000013,0,0
2019-02-05,3.84222208,1,3
2019-02-06,0.07194060800000024,0,0
2019-02-07,2.3726242816000003,0,0
2019-02-08,0.046808166400000184,2,1
2019-02-09,-0.6492570624000001,0,0
2019-02-10,-0.3722133504000002,0,4
2019-02-11,5.7439488,2,0
2019-02-12,1.6016563200000002,3,6
2019-02-13,-0.2412999680000001,1,0
2019-02-14,2.1365259264,1,3
2019-02-15,2.9018407936,1,5
2019-02-16,-1.3938117632,0,1
2019-02-17,-0.7092501504000005,0,8
2019-02-18,-0.4811827200000003,1,7
2019-02-19,-0.3685432319999998,1,2
2019-02-20,-0.2983363583999997,2,6
2019-02-21,2.8157088768,0,0
2019-02-22,4.276660633600001,2,0
2019-02-23,-0.33495889919999966,0,0
2019-02-24,-0.7938774016000003,0,7
2019-02-25,-0.4208000000000003,0,0
2019-02-26,-0.29260800000000015,1,4
2019-02-27,1.7774336,0,0
2019-02-28,4.42153984,0,0
2019-03-01,1.6917744640000003,1,0
2019-03-02,-1.2222733311999998,0,0
2019-03-03,-0.6239344640000002,0,0
2019-03-04,-0.37554135040000014,1,0
2019-03-05,5.7306624,1,7
2019-03-06,5.58739456,4,3
2019-03-07,0.9453045759999998,4,0
2019-03-08,-0.5956574208000003,1,3
2019-03-09,-1.083109888,0,0
2019-03-10,-0.6498240512000002,0,0
2019-03-11,0.5498751999999998,0,0
2019-03-12,3.44523008,1,1
2019-03-13,-0.1716357119999996,1,4
2019-03-14,0.18526095360000028,1,3
2019-03-15,3.3470246912,2,3
2019-03-16,-1.1397317632,0,3
2019-03-17,-0.5366421504000004,0,5
2019-03-18,-0.3497779200000002,1,0
2019-03-19,0.737540608,1,0
2019-03-20,4.5904802816000005,0,0
2019-03-21,5.7570929664,0,5
2019-03-22,0.05743605759999992,0,0
2019-03-23,5.696379801599999,0,7
2019-03-24,-0.13941340160000015,0,0
2019-03-25,0.5606911999999993,1,0
2019-03-26,1.7389772799999994,0,1
2019-03-27,3.615705088,3,0
2019-03-28,1.1742954496000002,0,4
2019-03-29,4.397812224,2,0
2019-03-30,0.8927224832,0,0
2019-03-31,-1.6689717248,0,2
2019-04-01,4.0323192832,0,0
2019-04-02,8.3711537152,1,0
2019-04-03,8.1319621632,0,7
2019-04-04,6.4006924288,1,0
2019-04-05,6.203643392,5,0
2019-04-06,-2.9661944832000002,0,1
2019-04-07,0.6749167615999987,0,0
2019-04-08,1.8967743487999993,2,1
2019-04-09,6.85471744,1,0
2019-04-10,2.8503342080000005,0,0
2019-04-11,3.1051504640000003,1,0
2019-04-12,4.2062560256,0,1
2019-04-13,-0.9193277439999994,0,1
2019-04-14,-1.9510005760000004,0,8
2019-04-15,7.8419854336,0,2
2019-04-16,5.3457118208,1,3
2019-04-17,6.0305480704,1,1
2019-04-18,4.6338156544,1,2
2019-04-19,0.6731129855999995,0,4
2019-04-20,1.4199924735999998,0,11
2019-04-21,-2.3106080768000004,0,9
2019-04-22,3.648666419199999,0,1
2019-04-23,7.020549632,0,6
2019-04-24,5.0203592704,3,3
2019-04-25,0.8914828288000001,1,6
2019-04-26,1.5832520704,2,5
2019-04-27,-1.1590925312000002,0,8
2019-04-28,-1.4201962496000002,0,6
2019-04-29,3.0709417984,1,3
2019-04-30,2.52774656,3,11
2019-05-01,3.3352908800000005,0,7
2019-05-02,6.0857160704,0,4
2019-05-03,0.4281586688000001,0,0
2019-05-04,-0.8408989696000002,0,0
2019-05-05,-1.2401243136000004,0,0
2019-05-06,5.2176285695999995,1,6
2019-05-07,4.219510272000001,0,0
2019-05-08,5.8542997504,1,0
2019-05-09,1.2879478783999998,0,0
2019-05-10,3.8217425919999997,0,3
2019-05-11,-0.41866065919999995,0,9
2019-05-12,-1.6683845632000005,0,1
2019-05-13,2.9767095295999995,0,0
2019-05-14,5.448939008,1,9
2019-05-15,13.6813126656,1,4
2019-05-16,0.616730521600001,1,4
2019-05-17,4.949876428799999,4,8
2019-05-18,-2.2754011136,0,10
2019-05-19,-1.9816587264000007,0,6
2019-05-20,3.7237768191999994,2,5
2019-05-21,2.052621312,0,7
2019-05-22,9.0385490944,1,5
2019-05-23,1.6489111552000013,2,9
2019-05-24,5.3327092736,2,6
2019-05-25,-0.9844551679999998,0,6
2019-05-26,-1.9680305152000006,0,4
2019-05-27,-1.1717141504000006,1,0
2019-05-28,5.14315776,3,7
2019-05-29,6.12027648,0,0
2019-05-30,4.412721766400001,0,0
2019-05-31,0.2866272256000002,0,5
2019-06-01,0.04309811200000002,0,0
2019-06-02,-1.5265462272,0,0
2019-06-03,13.1090004992,1,4
2019-06-04,10.55945728,1,0
2019-06-05,0.5714503679999998,4,1
2019-06-06,1.7872367615999991,3,0
2019-06-07,2.1654934528,2,0
2019-06-08,-1.6322060288000002,0,0
2019-06-09,-1.7176906752000005,0,0
2019-06-10,3.8364040191999997,0,0
2019-06-11,4.115773952000001,3,0
2019-06-12,14.675943526400001,2,0
2019-06-13,5.4211769344,2,0
2019-06-14,8.944652288,0,2
2019-06-15,-2.696492032,0,2
2019-06-16,-1.8232944640000013,0,0
2019-06-17,2.0262122495999995,0,1
2019-06-18,6.8110515199999995,0,3
2019-06-19,3.792116736,1,5
2019-06-20,2.8490791936000006,0,5
2019-06-21,3.0313029632000004,0,0
2019-06-22,-1.7865599999999997,0,5
2019-06-23,-0.7225428992000003,0,6
2019-06-24,5.7607555072,0,1
2019-06-25,5.751821721600001,1,2
2019-06-26,4.1847573504,0,7
2019-06-27,3.1277927424000005,0,4
2019-06-28,4.2996631552,0,1
2019-06-29,-1.8620498944000001,0,7
2019-06-30,-1.7366201344000007,0,10
2019-07-01,6.894873497599999,1,0
2019-07-02,4.5719853056,1,5
2019-07-03,2.3042010112,2,9
2019-07-04,1.5854332928000003,0,5
2019-07-05,1.8826724352,3,12
2019-07-06,-0.9919448063999998,0,8
2019-07-07,-1.3238555648000003,0,5
2019-07-08,13.1750352896,0,8
2019-07-09,8.579723264000002,0,4
2019-07-10,3.9774384127999998,1,5
2019-07-11,10.4338179072,2,5
2019-07-12,2.30556672,0,4
2019-07-13,-2.789058969600001,0,3
2019-07-14,-2.357500313600001,0,0
2019-07-15,9.4147229696,0,0
2019-07-16,4.591316992000001,1,0
2019-07-17,1.5390075904000007,3,1
2019-07-18,1.1617544192000002,1,5
2019-07-19,1.6063013888000004,0,4
2019-07-20,-1.2019076095999996,0,0
2019-07-21,-1.4106779648000003,0,6
2019-07-22,4.1038263295999995,2,10
2019-07-23,8.319633408000001,0,4
2019-07-24,2.045642649600001,2,0
2019-07-25,1.6133485568,1,0
2019-07-26,0.9439667199999997,3,7
2019-07-27,-0.7480349696000002,0,0
2019-07-28,-1.2217691136000004,0,0
2019-07-29,3.2125290495999996,1,1
2019-07-30,4.60570624,2,4
2019-07-31,2.997219328000001,0,0
2019-08-01,4.976838656,1,0
2019-08-02,2.58649344,0,0
2019-08-03,-1.2137112576,0,4
2019-08-04,-0.39072696320000055,0,0
2019-08-05,2.9143709695999993,0,0
2019-08-06,3.463992832,0,2
2019-08-07,5.1068811264,0,1
2019-08-08,2.5814782976000004,0,0
2019-08-09,2.7719408640000003,1,1
2019-08-10,-1.2027235327999999,0,3
2019-08-11,-1.3782563840000004,0,5
2019-08-12,5.1365400575999995,0,0
2019-08-13,5.1586646016,1,5
2019-08-14,5.6162729984,1,3
2019-08-15,5.176625664,2,0
2019-08-16,2.9581135871999997,2,3
2019-08-17,-1.7636280320000002,0,3
2019-08-18,-1.7108592640000007,0,2
2019-08-19,4.901880729599999,0,3
2019-08-20,4.977868288,4,0
2019-08-21,8.4588097536,6,5
2019-08-22,3.4660902912000005,3,7
2019-08-23,2.8455543808,1,4
2019-08-24,-1.8794237952000001,0,4
2019-08-25,-1.7761286144000006,0,7
2019-08-26,4.8588727296,2,0
2019-08-27,1.9421178880000003,2,0
2019-08-28,6.0284583936,1,0
2019-08-29,8.2798538752,0,0
2019-08-30,5.4065340416000005,0,2
2019-08-31,0.4578455551999996,0,0
2019-09-01,-2.630720614400001,0,3
2019-09-02,2.4783671295999987,0,3
2019-09-03,6.107240448,0,0
2019-09-04,7.2232784896,1,1
2019-09-05,0.5308237824000002,2,0
2019-09-06,7.3895246848,2,9
2019-09-07,-2.5053031423999994,0,4
2019-09-08,-1.9837782016000005,0,1
2019-09-09,1.7692253183999993,2,3
2019-09-10,4.516603392,0,5
2019-09-11,4.8550785024000005,0,4
2019-09-12,3.4348371968,0,3
2019-09-13,3.479259648,0,0
2019-09-14,-0.5048892415999999,0,0
2019-09-15,-1.7567836160000003,0,13
2019-09-16,1.9858256895999993,0,4
2019-09-17,4.661458944,0,5
2019-09-18,2.9747898368000003,1,5
2019-09-19,7.9252647936,0,11
2019-09-20,1.8951703552000003,1,4
2019-09-21,-1.5132038144000002,0,9
2019-09-22,-1.5660939264000004,0,6
2019-09-23,3.0180283392,0,4
2019-09-24,2.481772544,0,3
2019-09-25,6.3060640768,0,4
2019-09-26,0.4442981376000006,0,9
2019-09-27,3.122313728,0,0
2019-09-28,-1.074102784,0,4
2019-09-29,-1.2733936640000005,0,2
2019-09-30,0.2130205695999996,1,12
2019-10-01,4.218703872,1,3
2019-10-02,1.4545915904000004,2,0
2019-10-03,4.6085607424,0,4
2019-10-04,1.0384196608000003,0,0
2019-10-05,-0.5438093312000001,0,0
2019-10-06,-1.0536432640000002,0,0
2019-10-07,4.3662519296,1,4
2019-10-08,2.537676288,0,1
2019-10-09,8.4320311296,2,0
2019-10-10,12.146107392000001,1,0
2019-10-11,3.6450567168,0,5
2019-10-12,-2.676985958400001,0,0
2019-10-13,-2.152083763200001,0,0
2019-10-14,3.597821849599999,0,3
2019-10-15,4.95622656,1,4
2019-10-16,4.3665152,3,0
2019-10-17,3.1633782784,0,3
2019-10-18,1.2396482560000006,0,0
2019-10-19,-1.2979486719999995,0,0
2019-10-20,-1.4382385152000003,0,0
2019-10-21,5.1075434496,0,5
2019-10-22,11.1309568,0,1
2019-10-23,4.3801354240000006,3,0
2019-10-24,2.6751890431999996,0,0
2019-10-25,-0.9273474048000003,1,0
2019-10-26,-2.0033096704,0,11
2019-10-27,-1.2356059136000006,0,5
2019-10-28,9.1185079296,0,3
2019-10-29,3.3097799680000004,0,3
2019-10-30,7.4290850816,0,0
2019-10-31,3.6203788288000007,0,8
2019-11-01,6.9560654848,0,7
2019-11-02,-2.6005515264000003,0,11
2019-11-03,-0.05444270080000102,0,5
2019-11-04,4.257599999999999,0,6
2019-11-05,5.62752256,0,3
2019-11-06,6.011751424,1,3
2019-11-07,3.6377957376000003,1,0
2019-11-08,5.828224512,0,1
2019-11-09,0.49703710720000016,0,7
2019-11-10,-1.6581954560000005,0,2
2019-11-11,4.276740505599999,2,0
2019-11-12,5.616310067200001,3,3
2019-11-13,3.0225161216000003,0,0
2019-11-14,1.2046655488000004,1,3
2019-11-15,7.6618701823999995,2,0
2019-11-16,-2.3349265407999997,0,0
2019-11-17,-1.9071625216000005,0,0
2019-11-18,12.8231281664,0,2
2019-11-19,11.3570738176,0,7
2019-11-20,3.2178466816,0,5
2019-11-21,8.0443880448,1,3
2019-11-22,4.447537049599999,0,0
2019-11-23,-2.2161852416000007,0,5
2019-11-24,-1.7729244160000008,0,1
2019-11-25,3.044636569599999,3,0
2019-11-26,1.5964088320000007,1,0
2019-11-27,9.6840300544,0,0
2019-11-28,0.2662062080000007,0,0
2019-11-29,-0.6111414271999998,0,0
2019-11-30,-0.8914838527999998,0,0
2019-12-01,-1.3174142976,0,8
2019-12-02,16.1774927872,1,0
2019-12-03,10.985395609600001,1,0
2019-12-04,-1.84940544,2,5
2019-12-05,6.0273695744,0,5
2019-12-06,2.4073347072000004,1,0
2019-12-07,-2.097691545600001,0,0
2019-12-08,-1.982456012800001,0,4
2019-12-09,3.646336409599999,2,0
2019-12-10,4.960797696000001,0,0
2019-12-11,-1.6492499967999983,0,0
2019-12-12,8.469347328,0,0
2019-12-13,2.1271134208000007,0,0
2019-12-14,1.5736428544,0,1
2019-12-15,-2.0836998144000005,0,0
2019-12-16,3.8383594495999995,1,0
2019-12-17,5.1737856,0,1
2019-12-18,4.553644544,0,0
2019-12-19,2.3247716351999994,0,0
2019-12-20,-0.38669527039999974,0,0
2019-12-21,-0.7632189440000001,0,0
2019-12-22,-1.2359936000000002,0,0
2019-12-23,0.19973539839999976,0,0
2019-12-24,1.2236928000000002,0,1
2019-12-25,-0.9483637759999995,0,0
2019-12-26,-0.5470266367999995,0,0
2019-12-27,-0.34310625279999957,0,0
2019-12-28,-0.20078489599999977,0,0
2019-12-29,-0.11082721279999991,0,0
2019-12-30,2.9297463296,0,4
2019-12-31,6.351758848,0,5
2020-01-01,1.3187552256000004,0,0
2020-01-02,5.6710612992,0,0
2020-01-03,-0.07680000000000042,0,0
2020-01-04,-0.4158080000000006,0,1
2020-01-05,-0.036838400000000604,0,0
2020-01-06,6.118410239999999,1,0
2020-01-07,5.003111424,2,0
2020-01-08,5.5754242048,0,0
