,bitcoinj/bitcoinj,bitcoin/bitcoin,libbitcoin/libbitcoin-system
2022-04-23,0,3,0
2022-04-24,0,7,0
2022-04-25,0,27,0
2022-04-26,0,30,0
2022-04-27,0,32,0
2022-04-28,3,36,0
2022-04-29,3,10,0
2022-04-30,5,8,0
2022-05-01,1,3,0
2022-05-02,2,8,0
2022-05-03,6,8,0
2022-05-04,0,21,0
2022-05-05,0,12,0
2022-05-06,0,8,0
2022-05-07,0,2,0
2022-05-08,0,3,0
2022-05-09,0,14,0
2022-05-10,0,20,0
2022-05-11,0,10,0
2022-05-12,0,15,0
2022-05-13,0,12,0
2022-05-14,0,2,0
2022-05-15,0,12,0
2022-05-16,0,18,0
2022-05-17,0,17,2
2022-05-18,0,24,0
2022-05-19,0,20,5
2022-05-20,0,38,0
2022-05-21,0,6,0
2022-05-22,0,4,0
2022-05-23,0,19,0
2022-05-24,2,13,0
2022-05-25,0,18,0
2022-05-26,0,18,4
2022-05-27,0,11,30
2022-05-28,0,3,10
2022-05-29,0,5,3
2022-05-30,0,24,0
2022-05-31,2,17,12
2022-06-01,0,10,2
2022-06-02,0,18,2
2022-06-03,0,2,1
2022-06-04,0,3,0
2022-06-05,0,6,17
2022-06-06,0,7,3
2022-06-07,0,15,5
2022-06-08,0,21,8
2022-06-09,0,9,7
2022-06-10,0,7,4
2022-06-11,0,3,16
2022-06-12,2,8,26
2022-06-13,1,12,10
2022-06-14,0,17,13
2022-06-15,2,19,5
2022-06-16,0,15,19
2022-06-17,0,8,5
2022-06-18,1,3,10
2022-06-19,4,4,13
2022-06-20,2,22,12
2022-06-21,1,24,12
2022-06-22,2,27,2
2022-06-23,5,14,8
2022-06-24,1,5,25
2022-06-25,5,7,27
2022-06-26,8,4,40
2022-06-27,1,40,38
2022-06-28,0,41,15
2022-06-29,0,16,14
2022-06-30,0,13,10
2022-07-01,0,13,10
2022-07-02,0,2,2
2022-07-03,0,9,26
2022-07-04,0,6,22
2022-07-05,0,11,0
2022-07-06,5,9,4
2022-07-07,0,20,48
2022-07-08,4,11,29
2022-07-09,8,0,9
2022-07-10,1,2,0
2022-07-11,2,7,1
2022-07-12,1,21,0
2022-07-13,8,10,0
2022-07-14,3,21,1
2022-07-15,4,20,0
2022-07-16,6,0,0
2022-07-17,2,3,0
2022-07-18,3,30,0
2022-07-19,7,42,0
2022-07-20,0,23,0
2022-07-21,0,8,0
2022-07-22,0,8,0
2022-07-23,0,4,0
2022-07-24,0,1,0
2022-07-25,0,13,0
2022-07-26,0,18,0
2022-07-27,5,6,0
2022-07-28,14,9,136
2022-07-29,5,12,44
2022-07-30,2,9,8
2022-07-31,22,0,5
2022-08-01,15,12,4
2022-08-02,6,20,13
2022-08-03,4,19,36
2022-08-04,0,12,6
2022-08-05,0,18,4
2022-08-06,0,1,2
2022-08-07,0,2,9
2022-08-08,0,7,18
2022-08-09,3,8,6
2022-08-10,7,21,9
2022-08-11,5,13,7
2022-08-12,1,16,10
2022-08-13,0,8,7
2022-08-14,1,1,12
2022-08-15,0,20,2
2022-08-16,1,23,18
2022-08-17,4,9,20
2022-08-18,0,6,7
2022-08-19,0,17,21
2022-08-20,0,17,12
2022-08-21,0,1,6
2022-08-22,8,10,2
2022-08-23,1,8,1
2022-08-24,1,12,0
2022-08-25,0,12,4
2022-08-26,0,6,3
2022-08-27,0,2,4
2022-08-28,0,1,5
2022-08-29,0,24,1
2022-08-30,0,11,0
2022-08-31,0,10,0
2022-09-01,0,17,0
2022-09-02,0,5,0
2022-09-03,0,0,0
2022-09-04,0,6,0
2022-09-05,0,8,0
2022-09-06,0,8,0
2022-09-07,0,6,0
2022-09-08,0,9,0
2022-09-09,0,12,0
2022-09-10,0,6,0
2022-09-11,0,0,0
2022-09-12,0,5,0
2022-09-13,0,28,0
2022-09-14,1,17,0
2022-09-15,0,21,0
2022-09-16,0,15,2
2022-09-17,0,5,4
2022-09-18,0,1,0
2022-09-19,0,14,0
2022-09-20,0,14,0
2022-09-21,0,13,0
2022-09-22,0,9,0
2022-09-23,0,3,0
2022-09-24,0,2,0
2022-09-25,0,1,2
2022-09-26,0,4,2
2022-09-27,0,4,1
2022-09-28,0,5,0
2022-09-29,0,8,0
2022-09-30,0,9,0
2022-10-01,0,3,0
2022-10-02,0,7,0
2022-10-03,0,13,2
2022-10-04,0,28,0
2022-10-05,0,20,0
2022-10-06,0,14,0
2022-10-07,0,9,0
2022-10-08,0,0,3
2022-10-09,0,3,0
2022-10-10,0,18,0
2022-10-11,0,8,0
2022-10-12,0,5,0
2022-10-13,0,20,0
2022-10-14,0,5,0
2022-10-15,0,3,0
2022-10-16,0,0,0
2022-10-17,0,13,0
2022-10-18,0,13,0
2022-10-19,0,12,0
2022-10-20,0,12,0
2022-10-21,0,9,0
2022-10-22,0,4,0
2022-10-23,0,3,0
2022-10-24,0,15,1
2022-10-25,0,13,0
2022-10-26,0,19,0
2022-10-27,0,10,0
2022-10-28,0,9,0
2022-10-29,0,10,0
2022-10-30,0,2,2
2022-10-31,0,6,0
2022-11-01,0,8,1
2022-11-02,0,2,1
2022-11-03,0,12,0
2022-11-04,0,4,0
2022-11-05,0,3,0
2022-11-06,0,0,0
2022-11-07,0,2,1
2022-11-08,0,6,0
2022-11-09,0,3,2
2022-11-10,0,8,0
2022-11-11,0,0,0
2022-11-12,0,0,0
2022-11-13,1,0,0
2022-11-14,6,12,4
2022-11-15,0,4,1
2022-11-16,0,10,0
2022-11-17,0,13,2
2022-11-18,0,5,1
2022-11-19,0,1,0
2022-11-20,0,0,0
2022-11-21,2,15,8
2022-11-22,0,7,0
2022-11-23,0,3,0
2022-11-24,0,1,2
2022-11-25,0,8,1
2022-11-26,0,0,0
2022-11-27,0,0,2
2022-11-28,0,17,0
2022-11-29,0,10,0
2022-11-30,0,11,0
2022-12-01,0,7,4
2022-12-02,0,16,2
2022-12-03,0,2,0
2022-12-04,3,2,4
2022-12-05,0,13,0
2022-12-06,0,22,0
2022-12-07,0,10,0
2022-12-08,0,11,0
2022-12-09,0,19,0
2022-12-10,0,7,0
2022-12-11,0,1,2
2022-12-12,0,12,0
2022-12-13,0,15,0
2022-12-14,0,7,0
2022-12-15,0,10,0
2022-12-16,0,12,0
2022-12-17,0,4,0
2022-12-18,3,2,1
2022-12-19,0,15,0
2022-12-20,0,9,0
2022-12-21,0,7,0
2022-12-22,0,12,0
2022-12-23,0,1,0
2022-12-24,0,3,0
2022-12-25,0,2,0
2022-12-26,0,3,0
2022-12-27,0,2,0
2022-12-28,0,3,0
2022-12-29,0,6,0
2022-12-30,0,5,1
2022-12-31,0,3,2
2023-01-01,0,1,1
2023-01-02,0,2,0
2023-01-03,0,16,0
2023-01-04,0,19,4
2023-01-05,0,15,5
2023-01-06,0,17,3
2023-01-07,0,2,0
2023-01-08,0,0,5
2023-01-09,0,12,1
2023-01-10,0,15,4
2023-01-11,0,20,3
2023-01-12,0,12,6
2023-01-13,0,12,0
2023-01-14,0,3,0
2023-01-15,0,2,0
2023-01-16,0,19,2
2023-01-17,0,28,0
2023-01-18,0,26,4
2023-01-19,0,12,2
2023-01-20,0,13,1
2023-01-21,0,1,0
2023-01-22,0,5,0
2023-01-23,0,16,1
2023-01-24,0,11,1
2023-01-25,0,9,4
2023-01-26,0,15,2
2023-01-27,0,8,3
2023-01-28,0,10,3
2023-01-29,3,1,1
2023-01-30,1,31,1
2023-01-31,0,15,3
2023-02-01,0,15,2
2023-02-02,3,12,1
2023-02-03,0,13,0
2023-02-04,0,0,0
2023-02-05,0,3,0
2023-02-06,0,5,0
2023-02-07,0,7,1
2023-02-08,0,11,6
2023-02-09,8,11,3
2023-02-10,0,14,0
2023-02-11,6,12,1
2023-02-12,0,0,1
2023-02-13,0,11,1
2023-02-14,0,6,0
2023-02-15,0,18,7
2023-02-16,4,24,2
2023-02-17,4,16,0
2023-02-18,0,1,0
2023-02-19,2,2,1
2023-02-20,0,11,2
2023-02-21,2,12,0
2023-02-22,1,21,0
2023-02-23,0,9,1
2023-02-24,7,6,2
2023-02-25,0,0,4
2023-02-26,0,0,8
2023-02-27,15,11,6
2023-02-28,1,24,1
2023-03-01,3,5,1
2023-03-02,12,3,0
2023-03-03,3,4,0
2023-03-04,6,3,0
2023-03-05,5,2,0
2023-03-06,9,16,0
2023-03-07,1,19,0
2023-03-08,9,15,3
2023-03-09,5,7,0
2023-03-10,17,16,0
2023-03-11,1,3,0
2023-03-12,0,2,0
2023-03-13,4,6,0
2023-03-14,9,2,0
2023-03-15,6,20,0
2023-03-16,6,5,8
2023-03-17,4,2,0
2023-03-18,19,11,0
2023-03-19,14,6,0
2023-03-20,2,8,3
2023-03-21,10,13,1
2023-03-22,11,15,1
2023-03-23,2,24,1
2023-03-24,12,6,5
2023-03-25,5,0,0
2023-03-26,15,8,0
2023-03-27,33,17,0
2023-03-28,3,15,13
2023-03-29,25,5,4
2023-03-30,21,19,3
2023-03-31,16,20,6
2023-04-01,31,3,4
2023-04-02,6,4,5
2023-04-03,28,9,1
2023-04-04,4,12,4
2023-04-05,0,17,1
2023-04-06,8,15,1
2023-04-07,0,3,6
2023-04-08,13,0,0
2023-04-09,7,5,0
2023-04-10,0,12,0
2023-04-11,5,14,2
2023-04-12,4,7,0
2023-04-13,4,7,2
2023-04-14,5,7,0
2023-04-15,0,5,0
2023-04-16,25,2,0
2023-04-17,4,13,0
2023-04-18,1,10,0
2023-04-19,9,8,0
2023-04-20,3,13,0
2023-04-21,0,16,0
2023-04-22,1,1,0
2023-04-23,1,3,0
2023-04-24,2,0,1
2023-04-25,0,2,0
2023-04-26,0,7,0
2023-04-27,0,3,2
2023-04-28,2,2,0
2023-04-29,0,0,1
2023-04-30,0,2,0
2023-05-01,4,7,3
2023-05-02,0,15,10
2023-05-03,4,19,1
2023-05-04,5,10,0
2023-05-05,0,15,4
2023-05-06,0,4,0
2023-05-07,0,0,0
2023-05-08,1,4,2
2023-05-09,3,15,3
2023-05-10,3,27,0
2023-05-11,1,5,0
2023-05-12,0,3,0
2023-05-13,0,1,0
2023-05-14,0,5,0
2023-05-15,0,12,0
2023-05-16,0,12,0
2023-05-17,0,15,0
2023-05-18,0,22,0
