,elastic/kibana,grafana/grafana,getsentry/sentry
2024-04-28,1,0,0
2024-04-29,46,55,63
2024-04-30,61,28,65
2024-05-01,49,20,73
2024-05-02,74,42,60
2024-05-03,44,37,63
2024-05-04,2,1,0
2024-05-05,1,1,0
2024-05-06,48,16,70
2024-05-07,41,23,75
2024-05-08,50,21,61
2024-05-09,36,25,63
2024-05-10,47,33,48
2024-05-11,3,2,5
2024-05-12,1,1,0
2024-05-13,48,37,70
2024-05-14,50,38,87
2024-05-15,52,31,56
2024-05-16,58,22,80
2024-05-17,51,3,46
2024-05-18,3,0,2
2024-05-19,3,0,0
2024-05-20,30,25,36
2024-05-21,40,23,80
2024-05-22,59,21,80
2024-05-23,44,20,63
2024-05-24,28,26,19
2024-05-25,2,0,0
2024-05-26,1,0,0
2024-05-27,22,19,11
2024-05-28,32,31,50
2024-05-29,51,27,70
2024-05-30,35,26,59
2024-05-31,46,22,58
2024-06-01,3,0,0
2024-06-02,5,1,0
2024-06-03,42,25,49
2024-06-04,31,34,95
2024-06-05,45,33,89
2024-06-06,40,37,90
2024-06-07,38,33,52
2024-06-08,3,0,0
2024-06-09,4,0,1
2024-06-10,29,27,85
2024-06-11,38,29,84
2024-06-12,27,24,53
2024-06-13,45,29,76
2024-06-14,6,29,53
2024-06-15,1,1,0
2024-06-16,0,0,0
2024-06-17,28,21,48
2024-06-18,58,29,72
2024-06-19,41,28,27
2024-06-20,37,30,53
2024-06-21,43,26,36
2024-06-22,3,1,0
2024-06-23,1,1,0
2024-06-24,30,29,52
2024-06-25,29,43,57
2024-06-26,42,28,53
2024-06-27,38,27,60
2024-06-28,37,1,38
2024-06-29,9,0,1
2024-06-30,2,0,0
2024-07-01,44,19,49
2024-07-02,73,20,76
2024-07-03,50,28,66
2024-07-04,51,30,26
2024-07-05,32,22,20
2024-07-06,5,2,0
2024-07-07,0,0,0
2024-07-08,36,18,60
2024-07-09,62,23,59
2024-07-10,39,17,51
2024-07-11,57,23,45
2024-07-12,29,30,49
2024-07-13,3,2,0
2024-07-14,1,0,0
2024-07-15,49,15,47
2024-07-16,50,26,40
2024-07-17,58,32,57
2024-07-18,44,24,48
2024-07-19,32,23,41
2024-07-20,2,1,4
2024-07-21,1,0,0
2024-07-22,51,25,70
2024-07-23,46,20,75
2024-07-24,71,18,91
2024-07-25,52,24,80
2024-07-26,46,23,45
2024-07-27,2,0,0
2024-07-28,0,1,0
2024-07-29,37,29,77
2024-07-30,47,29,79
2024-07-31,69,35,71
2024-08-01,39,24,92
2024-08-02,48,18,37
2024-08-03,1,0,0
2024-08-04,4,0,0
2024-08-05,33,15,36
2024-08-06,37,20,71
2024-08-07,40,10,56
2024-08-08,43,21,74
2024-08-09,40,24,54
2024-08-10,2,0,0
2024-08-11,4,3,0
2024-08-12,38,26,63
2024-08-13,35,29,82
2024-08-14,46,22,69
2024-08-15,43,24,71
2024-08-16,5,17,51
2024-08-17,1,0,1
2024-08-18,1,1,0
2024-08-19,40,19,2
2024-08-20,37,20,2
2024-08-21,38,29,1
2024-08-22,45,24,0
2024-08-23,42,12,0
2024-08-24,3,0,0
2024-08-25,1,0,0
2024-08-26,41,27,96
2024-08-27,36,39,45
2024-08-28,42,22,52
2024-08-29,55,33,50
2024-08-30,43,35,6
2024-08-31,4,0,0
2024-09-01,1,0,0
2024-09-02,18,23,10
2024-09-03,37,19,55
2024-09-04,38,18,55
2024-09-05,55,23,56
2024-09-06,40,22,46
2024-09-07,2,1,1
2024-09-08,1,1,0
2024-09-09,35,30,71
2024-09-10,50,34,68
2024-09-11,40,21,50
2024-09-12,43,28,51
2024-09-13,43,25,57
2024-09-14,3,0,0
2024-09-15,4,0,1
2024-09-16,55,1,65
2024-09-17,53,15,51
2024-09-18,52,12,57
2024-09-19,47,20,40
2024-09-20,45,17,36
2024-09-21,1,1,0
2024-09-22,4,0,0
2024-09-23,40,29,51
2024-09-24,36,33,68
2024-09-25,43,34,57
2024-09-26,58,30,37
2024-09-27,38,37,51
2024-09-28,1,4,1
2024-09-29,2,0,0
2024-09-30,51,38,41
2024-10-01,47,29,48
2024-10-02,42,25,51
2024-10-03,36,18,60
2024-10-04,41,33,48
2024-10-05,5,0,0
2024-10-06,2,0,0
2024-10-07,51,30,61
2024-10-08,80,23,48
2024-10-09,63,25,50
2024-10-10,54,32,59
2024-10-11,60,30,41
2024-10-12,5,0,1
2024-10-13,5,0,0
2024-10-14,73,19,1
2024-10-15,73,32,63
2024-10-16,57,21,69
2024-10-17,66,39,63
2024-10-18,56,24,50
2024-10-19,5,0,1
2024-10-20,2,0,0
2024-10-21,45,31,57
2024-10-22,70,26,61
2024-10-23,58,36,66
2024-10-24,70,42,76
2024-10-25,47,21,45
2024-10-26,1,0,0
2024-10-27,2,0,0
2024-10-28,55,28,56
2024-10-29,28,25,46
2024-10-30,58,20,63
2024-10-31,44,25,56
2024-11-01,22,15,39
2024-11-02,1,0,0
2024-11-03,1,0,0
2024-11-04,41,21,35
2024-11-05,46,32,68
2024-11-06,65,32,47
2024-11-07,49,33,61
2024-11-08,64,25,55
2024-11-09,2,1,3
2024-11-10,1,0,0
2024-11-11,34,26,32
2024-11-12,61,41,61
2024-11-13,52,19,67
2024-11-14,54,31,59
2024-11-15,9,36,67
2024-11-16,1,1,3
2024-11-17,1,0,0
2024-11-18,74,20,58
2024-11-19,59,33,53
2024-11-20,68,24,58
2024-11-21,68,33,51
2024-11-22,55,21,58
2024-11-23,7,0,0
2024-11-24,3,0,0
2024-11-25,57,26,33
2024-11-26,44,28,39
2024-11-27,71,24,41
2024-11-28,45,22,19
2024-11-29,43,10,17
2024-11-30,6,0,0
2024-12-01,1,0,0
2024-12-02,61,26,44
2024-12-03,46,22,60
2024-12-04,52,12,60
2024-12-05,52,23,62
2024-12-06,27,17,38
2024-12-07,2,2,1
2024-12-08,3,0,1
2024-12-09,28,19,34
2024-12-10,69,28,41
2024-12-11,67,21,32
2024-12-12,115,36,55
2024-12-13,60,23,42
2024-12-14,4,0,1
2024-12-15,1,0,1
2024-12-16,65,20,45
2024-12-17,52,27,61
2024-12-18,54,28,48
2024-12-19,62,25,63
2024-12-20,4,14,47
2024-12-21,2,0,4
2024-12-22,0,0,0
2024-12-23,18,1,40
2024-12-24,9,1,1
2024-12-25,2,1,0
2024-12-26,6,1,10
2024-12-27,11,4,22
2024-12-28,2,0,0
2024-12-29,1,1,0
2024-12-30,25,5,52
2024-12-31,5,6,44
2025-01-01,1,0,0
2025-01-02,29,11,118
2025-01-03,41,16,56
2025-01-04,3,0,0
2025-01-05,3,0,0
2025-01-06,28,22,64
2025-01-07,56,37,62
2025-01-08,52,22,71
2025-01-09,34,30,71
2025-01-10,54,38,67
2025-01-11,3,2,2
2025-01-12,2,0,0
2025-01-13,42,30,48
2025-01-14,58,30,86
2025-01-15,56,29,91
2025-01-16,45,31,59
2025-01-17,34,33,51
2025-01-18,3,0,2
2025-01-19,4,2,0
2025-01-20,40,22,19
2025-01-21,57,30,55
2025-01-22,55,19,53
2025-01-23,44,37,77
2025-01-24,51,25,76
2025-01-25,3,0,0
2025-01-26,1,1,0
2025-01-27,61,37,69
2025-01-28,68,35,67
2025-01-29,85,36,43
2025-01-30,49,24,53
2025-01-31,44,21,42
2025-02-01,5,0,1
2025-02-02,3,0,0
2025-02-03,38,33,64
2025-02-04,45,28,65
2025-02-05,59,26,75
2025-02-06,39,34,74
2025-02-07,27,36,53
2025-02-08,3,1,4
2025-02-09,2,0,0
2025-02-10,40,23,95
2025-02-11,56,38,75
2025-02-12,45,34,69
2025-02-13,37,48,93
2025-02-14,44,37,61
2025-02-15,2,1,2
2025-02-16,4,0,4
2025-02-17,31,23,9
2025-02-18,36,24,70
2025-02-19,38,38,63
2025-02-20,36,44,83
2025-02-21,38,33,75
2025-02-22,5,4,4
2025-02-23,2,0,0
2025-02-24,28,20,75
2025-02-25,33,33,80
2025-02-26,25,25,81
2025-02-27,17,31,63
2025-02-28,32,19,60
2025-03-01,2,1,5
2025-03-02,0,0,0
2025-03-03,38,18,66
2025-03-04,48,23,76
2025-03-05,29,23,89
2025-03-06,51,42,75
2025-03-07,34,35,63
2025-03-08,5,3,4
2025-03-09,1,1,0
2025-03-10,42,31,72
2025-03-11,55,54,76
2025-03-12,65,41,87
2025-03-13,41,40,67
2025-03-14,43,31,78
2025-03-15,2,0,1
2025-03-16,1,1,0
2025-03-17,39,37,92
2025-03-18,53,40,67
2025-03-19,44,37,92
2025-03-20,42,46,84
2025-03-21,38,38,79
2025-03-22,5,4,1
2025-03-23,2,0,0
2025-03-24,42,35,124
2025-03-25,44,32,129
2025-03-26,32,51,87
2025-03-27,42,56,88
2025-03-28,35,3,74
2025-03-29,2,1,1
2025-03-30,0,2,0
2025-03-31,38,36,98
2025-04-01,51,39,88
2025-04-02,57,54,91
2025-04-03,39,47,134
2025-04-04,36,30,77
2025-04-05,1,1,1
2025-04-06,1,3,0
2025-04-07,51,40,123
2025-04-08,40,52,103
2025-04-09,52,46,85
2025-04-10,39,54,116
2025-04-11,26,73,71
2025-04-12,0,0,1
2025-04-13,0,0,1
2025-04-14,40,25,94
2025-04-15,47,32,108
2025-04-16,44,24,115
2025-04-17,40,18,90
2025-04-18,15,6,31
2025-04-19,2,1,0
2025-04-20,3,0,0
2025-04-21,14,10,40
2025-04-22,48,46,84
2025-04-23,34,38,100
2025-04-24,54,34,105
2025-04-25,39,29,75
2025-04-26,4,0,0
2025-04-27,1,0,0
2025-04-28,34,11,97
2025-04-29,45,6,69
2025-04-30,40,49,74
2025-05-01,27,19,71
2025-05-02,22,21,57
2025-05-03,1,1,1
2025-05-04,2,0,0
2025-05-05,38,27,81
2025-05-06,44,34,110
2025-05-07,37,29,94
2025-05-08,41,30,110
2025-05-09,40,27,76
2025-05-10,3,0,3
2025-05-11,0,1,0
2025-05-12,4,31,100
2025-05-13,1,32,102
2025-05-14,3,30,63
2025-05-15,4,36,78
2025-05-16,3,25,54
2025-05-17,2,2,3
2025-05-18,0,0,0
2025-05-19,12,34,51
2025-05-20,31,33,72
2025-05-21,33,33,73
