,bitcoinj/bitcoinj,bitcoin/bitcoin,libbitcoin/libbitcoin-system
2024-05-25,0,0,14
2024-05-26,0,0,1
2024-05-27,0,1,2
2024-05-28,0,3,7
2024-05-29,0,10,13
2024-05-30,0,16,9
2024-05-31,0,6,4
2024-06-01,6,0,5
2024-06-02,0,4,6
2024-06-03,0,11,3
2024-06-04,0,9,3
2024-06-05,0,18,1
2024-06-06,0,11,1
2024-06-07,0,19,0
2024-06-08,0,3,0
2024-06-09,0,3,2
2024-06-10,0,21,0
2024-06-11,0,14,0
2024-06-12,0,18,2
2024-06-13,0,17,1
2024-06-14,0,12,1
2024-06-15,0,0,0
2024-06-16,0,1,0
2024-06-17,0,12,1
2024-06-18,0,22,2
2024-06-19,0,7,0
2024-06-20,0,10,0
2024-06-21,0,18,2
2024-06-22,0,2,1
2024-06-23,1,0,0
2024-06-24,2,5,0
2024-06-25,1,7,0
2024-06-26,1,20,1
2024-06-27,5,17,0
2024-06-28,1,4,4
2024-06-29,0,1,4
2024-06-30,0,2,1
2024-07-01,1,39,1
2024-07-02,0,21,8
2024-07-03,0,5,3
2024-07-04,0,11,2
2024-07-05,0,8,1
2024-07-06,0,5,4
2024-07-07,0,0,23
2024-07-08,0,11,13
2024-07-09,0,13,3
2024-07-10,0,7,2
2024-07-11,0,14,0
2024-07-12,2,9,0
2024-07-13,0,1,0
2024-07-14,1,3,1
2024-07-15,1,11,8
2024-07-16,0,25,6
2024-07-17,0,11,2
2024-07-18,0,14,2
2024-07-19,0,18,0
2024-07-20,0,3,0
2024-07-21,0,0,3
2024-07-22,0,14,6
2024-07-23,0,19,0
2024-07-24,0,20,0
2024-07-25,1,32,0
2024-07-26,0,13,4
2024-07-27,0,1,0
2024-07-28,0,1,2
2024-07-29,0,5,0
2024-07-30,0,17,1
2024-07-31,0,24,3
2024-08-01,1,12,5
2024-08-02,3,30,0
2024-08-03,11,6,1
2024-08-04,0,11,2
2024-08-05,2,33,2
2024-08-06,0,16,2
2024-08-07,0,14,2
2024-08-08,0,18,0
2024-08-09,0,14,0
2024-08-10,0,3,0
2024-08-11,0,1,0
2024-08-12,0,23,7
2024-08-13,0,15,2
2024-08-14,0,15,6
2024-08-15,2,4,0
2024-08-16,0,83,0
2024-08-17,0,0,0
2024-08-18,0,0,7
2024-08-19,1,1,2
2024-08-20,0,7,4
2024-08-21,2,9,1
2024-08-22,0,4,6
2024-08-23,1,9,3
2024-08-24,0,3,0
2024-08-25,0,7,0
2024-08-26,0,15,0
2024-08-27,3,18,0
2024-08-28,5,39,0
2024-08-29,9,30,0
2024-08-30,5,14,0
2024-08-31,2,5,0
2024-09-01,3,9,0
2024-09-02,36,13,0
2024-09-03,3,17,0
2024-09-04,1,26,0
2024-09-05,0,22,0
2024-09-06,0,28,0
2024-09-07,0,7,0
2024-09-08,0,6,0
2024-09-09,0,11,0
2024-09-10,0,12,0
2024-09-11,0,15,0
2024-09-12,0,46,0
2024-09-13,0,21,0
2024-09-14,0,5,0
2024-09-15,0,0,0
2024-09-16,0,9,0
2024-09-17,0,32,0
2024-09-18,0,14,0
2024-09-19,0,9,0
2024-09-20,0,15,0
2024-09-21,0,3,0
2024-09-22,0,1,0
2024-09-23,0,21,0
2024-09-24,0,6,0
2024-09-25,3,9,0
2024-09-26,0,14,0
2024-09-27,1,8,0
2024-09-28,0,3,0
2024-09-29,0,3,0
2024-09-30,0,11,0
2024-10-01,0,18,0
2024-10-02,0,12,0
2024-10-03,0,5,0
2024-10-04,0,5,0
2024-10-05,0,3,0
2024-10-06,0,1,0
2024-10-07,0,18,0
2024-10-08,0,14,0
2024-10-09,0,3,0
2024-10-10,0,8,0
2024-10-11,0,4,0
2024-10-12,0,2,0
2024-10-13,0,1,0
2024-10-14,0,0,0
2024-10-15,0,5,0
2024-10-16,0,16,0
2024-10-17,2,7,0
2024-10-18,1,0,0
2024-10-19,0,3,0
2024-10-20,0,0,0
2024-10-21,0,21,0
2024-10-22,0,5,2
2024-10-23,0,6,0
2024-10-24,0,22,2
2024-10-25,0,57,0
2024-10-26,0,3,0
2024-10-27,0,2,0
2024-10-28,0,19,3
2024-10-29,0,8,0
2024-10-30,0,11,0
2024-10-31,0,14,9
2024-11-01,0,5,0
2024-11-02,0,0,0
2024-11-03,0,2,0
2024-11-04,0,16,0
2024-11-05,0,11,0
2024-11-06,0,14,0
2024-11-07,0,5,0
2024-11-08,0,9,0
2024-11-09,2,1,0
2024-11-10,0,0,0
2024-11-11,0,18,0
2024-11-12,0,15,0
2024-11-13,0,32,0
2024-11-14,0,19,0
2024-11-15,0,10,0
2024-11-16,0,0,0
2024-11-17,0,1,1
2024-11-18,0,6,0
2024-11-19,4,5,8
2024-11-20,0,39,3
2024-11-21,0,10,6
2024-11-22,0,5,5
2024-11-23,0,2,5
2024-11-24,0,1,12
2024-11-25,0,11,11
2024-11-26,0,10,4
2024-11-27,0,9,0
2024-11-28,0,3,3
2024-11-29,0,1,0
2024-11-30,0,3,0
2024-12-01,0,1,0
2024-12-02,0,30,1
2024-12-03,1,20,7
2024-12-04,0,17,8
2024-12-05,0,11,10
2024-12-06,0,17,4
2024-12-07,0,0,4
2024-12-08,0,2,1
2024-12-09,1,5,0
2024-12-10,0,6,6
2024-12-11,0,3,7
2024-12-12,0,10,3
2024-12-13,0,12,0
2024-12-14,0,3,3
2024-12-15,1,1,0
2024-12-16,0,2,0
2024-12-17,0,18,2
2024-12-18,0,16,4
2024-12-19,0,13,2
2024-12-20,0,8,4
2024-12-21,0,2,5
2024-12-22,0,1,3
2024-12-23,0,1,0
2024-12-24,0,4,0
2024-12-25,0,1,0
2024-12-26,0,2,1
2024-12-27,0,3,1
2024-12-28,0,3,0
2024-12-29,0,0,0
2024-12-30,0,13,0
2024-12-31,0,2,0
2025-01-01,0,0,0
2025-01-02,0,1,0
2025-01-03,1,8,4
2025-01-04,0,5,6
2025-01-05,0,5,2
2025-01-06,0,33,0
2025-01-07,0,7,0
2025-01-08,0,8,0
2025-01-09,0,19,0
2025-01-10,0,14,0
2025-01-11,0,0,4
2025-01-12,0,0,2
2025-01-13,0,5,9
2025-01-14,0,8,0
2025-01-15,0,14,0
2025-01-16,0,18,0
2025-01-17,1,8,0
2025-01-18,0,0,0
2025-01-19,7,1,0
2025-01-20,3,25,6
2025-01-21,0,14,4
2025-01-22,0,27,2
2025-01-23,1,14,4
2025-01-24,0,10,4
2025-01-25,0,0,6
2025-01-26,0,2,0
2025-01-27,2,7,2
2025-01-28,0,5,9
2025-01-29,2,23,10
2025-01-30,3,0,2
2025-01-31,0,7,5
2025-02-01,0,0,0
2025-02-02,0,1,0
2025-02-03,0,2,0
2025-02-04,0,18,0
2025-02-05,1,7,0
2025-02-06,0,17,0
2025-02-07,0,8,0
2025-02-08,2,1,0
2025-02-09,3,0,0
2025-02-10,7,19,3
2025-02-11,0,10,1
2025-02-12,0,30,0
2025-02-13,0,28,3
2025-02-14,0,24,1
2025-02-15,0,2,2
2025-02-16,0,2,2
2025-02-17,0,3,3
2025-02-18,0,12,0
2025-02-19,9,17,0
2025-02-20,0,21,0
2025-02-21,0,14,0
2025-02-22,0,2,0
2025-02-23,0,0,0
2025-02-24,3,7,2
2025-02-25,2,8,0
2025-02-26,1,3,0
2025-02-27,3,1,0
2025-02-28,2,0,0
2025-03-01,3,2,2
2025-03-02,0,0,0
2025-03-03,0,4,0
2025-03-04,0,18,4
2025-03-05,0,16,4
2025-03-06,0,15,0
2025-03-07,0,8,0
2025-03-08,0,4,1
2025-03-09,2,1,0
2025-03-10,2,2,1
2025-03-11,0,4,0
2025-03-12,0,27,0
2025-03-13,0,23,0
2025-03-14,11,14,0
2025-03-15,1,1,0
2025-03-16,4,13,0
2025-03-17,0,9,1
2025-03-18,0,15,0
2025-03-19,0,4,2
2025-03-20,0,7,0
2025-03-21,0,8,1
2025-03-22,0,1,1
2025-03-23,0,6,0
2025-03-24,7,37,2
2025-03-25,0,10,2
2025-03-26,0,18,2
2025-03-27,4,21,1
2025-03-28,10,3,0
2025-03-29,4,4,0
2025-03-30,15,1,7
2025-03-31,5,15,1
2025-04-01,0,19,1
2025-04-02,3,39,2
2025-04-03,14,15,0
2025-04-04,4,5,0
2025-04-05,15,0,0
2025-04-06,1,2,0
2025-04-07,5,13,3
2025-04-08,1,8,0
2025-04-09,13,11,0
2025-04-10,1,6,4
2025-04-11,2,7,2
2025-04-12,2,1,0
2025-04-13,8,4,16
2025-04-14,7,12,2
2025-04-15,0,7,0
2025-04-16,0,10,1
2025-04-17,0,14,10
2025-04-18,0,4,3
2025-04-19,0,6,0
2025-04-20,0,0,0
2025-04-21,0,8,4
2025-04-22,0,16,0
2025-04-23,11,17,0
2025-04-24,12,7,0
2025-04-25,6,16,0
2025-04-26,0,7,1
2025-04-27,0,1,0
2025-04-28,5,18,0
2025-04-29,16,10,0
2025-04-30,0,16,0
2025-05-01,0,15,0
2025-05-02,0,3,0
2025-05-03,0,1,3
2025-05-04,0,1,1
2025-05-05,0,6,20
2025-05-06,0,21,8
2025-05-07,18,16,13
2025-05-08,0,14,9
2025-05-09,0,25,20
2025-05-10,0,10,9
2025-05-11,0,3,9
2025-05-12,0,21,23
2025-05-13,0,22,17
2025-05-14,0,39,10
2025-05-15,0,31,4
2025-05-16,0,27,15
2025-05-17,0,10,25
2025-05-18,21,3,6
