,gatsbyjs/gatsby,vercel/next.js,gohugoio/hugo
2023-12-12,0,13,0
2023-12-13,0,25,0
2023-12-14,2,8,0
2023-12-15,3,12,0
2023-12-16,0,2,0
2023-12-17,0,2,0
2023-12-18,2,11,1
2023-12-19,2,7,0
2023-12-20,0,17,1
2023-12-21,0,4,0
2023-12-22,1,16,0
2023-12-23,0,4,0
2023-12-24,0,10,0
2023-12-25,0,3,0
2023-12-26,0,2,0
2023-12-27,0,9,0
2023-12-28,0,5,0
2023-12-29,0,2,3
2023-12-30,0,2,0
2023-12-31,0,6,0
2024-01-01,0,5,0
2024-01-02,2,23,0
2024-01-03,3,25,0
2024-01-04,2,31,0
