,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2017-02-09,8,41,0
2017-02-10,0,24,0
2017-02-11,0,6,2
2017-02-12,2,9,3
2017-02-13,1,19,3
2017-02-14,4,36,1
2017-02-15,0,16,0
2017-02-16,2,7,3
2017-02-17,6,20,1
2017-02-18,0,1,0
2017-02-19,9,1,1
2017-02-20,2,0,3
2017-02-21,1,5,6
2017-02-22,6,20,3
2017-02-23,5,10,1
2017-02-24,0,18,1
2017-02-25,1,0,0
2017-02-26,5,4,0
2017-02-27,1,11,1
2017-02-28,5,13,0
2017-03-01,1,10,0
2017-03-02,0,18,0
2017-03-03,2,76,0
2017-03-04,15,1,1
