,rust-lang/rust-analyzer,intellij-rust/intellij-rust,rust-lang/rls
2018-09-30,0,0,0
2018-10-01,0,0,0
2018-10-02,7,4,1
2018-10-03,2,3,5
2018-10-04,4,5,6
2018-10-05,2,3,2
2018-10-06,3,1,0
2018-10-07,2,3,0
2018-10-08,8,4,3
2018-10-09,9,8,7
2018-10-10,5,11,0
2018-10-11,6,10,0
2018-10-12,4,2,0
2018-10-13,2,2,1
2018-10-14,4,3,2
2018-10-15,25,7,3
2018-10-16,6,5,1
2018-10-17,10,2,0
2018-10-18,2,7,1
2018-10-19,2,2,2
2018-10-20,14,1,2
2018-10-21,1,9,5
2018-10-22,5,5,1
2018-10-23,4,0,0
2018-10-24,5,1,3
2018-10-25,15,1,4
2018-10-26,0,4,1
2018-10-27,0,3,1
2018-10-28,1,5,1
2018-10-29,2,3,0
2018-10-30,5,0,0
2018-10-31,22,5,0
2018-11-01,8,2,1
2018-11-02,0,1,0
2018-11-03,0,2,0
2018-11-04,3,5,0
2018-11-05,18,1,0
2018-11-06,12,3,8
2018-11-07,21,2,0
2018-11-08,3,2,0
2018-11-09,2,2,1
2018-11-10,0,0,0
2018-11-11,4,2,1
2018-11-12,0,1,0
2018-11-13,0,2,1
2018-11-14,0,2,7
2018-11-15,0,0,3
2018-11-16,3,2,3
2018-11-17,0,9,4
2018-11-18,3,10,4
2018-11-19,0,2,2
2018-11-20,20,5,5
2018-11-21,15,2,0
2018-11-22,0,4,2
2018-11-23,0,3,1
2018-11-24,1,1,4
2018-11-25,1,5,6
2018-11-26,1,5,2
2018-11-27,34,3,0
2018-11-28,12,5,2
2018-11-29,1,3,3
2018-11-30,1,1,5
2018-12-01,0,1,1
2018-12-02,5,3,0
2018-12-03,0,4,2
2018-12-04,5,1,2
2018-12-05,8,3,0
2018-12-06,9,3,1
2018-12-07,0,2,1
2018-12-08,15,0,4
2018-12-09,21,0,2
2018-12-10,3,1,6
2018-12-11,1,4,0
2018-12-12,0,1,0
2018-12-13,0,0,12
2018-12-14,0,2,0
2018-12-15,1,1,5
2018-12-16,0,4,4
2018-12-17,6,0,7
2018-12-18,5,2,8
2018-12-19,13,1,8
2018-12-20,52,3,1
2018-12-21,48,4,4
2018-12-22,9,2,0
2018-12-23,14,5,0
2018-12-24,9,2,2
2018-12-25,36,3,0
2018-12-26,1,3,0
2018-12-27,18,1,0
2018-12-28,15,1,0
2018-12-29,22,5,1
2018-12-30,19,3,3
2018-12-31,10,1,0
2019-01-01,29,0,0
2019-01-02,16,5,2
2019-01-03,25,4,4
2019-01-04,22,5,3
2019-01-05,25,2,0
2019-01-06,31,1,0
2019-01-07,8,0,0
2019-01-08,54,1,24
2019-01-09,7,3,4
2019-01-10,22,2,0
2019-01-11,23,1,1
2019-01-12,12,3,3
2019-01-13,18,6,1
2019-01-14,17,5,3
2019-01-15,26,6,1
2019-01-16,12,13,0
2019-01-17,1,1,0
2019-01-18,0,0,2
2019-01-19,48,3,1
2019-01-20,8,1,3
2019-01-21,21,8,2
2019-01-22,19,7,23
2019-01-23,24,3,12
2019-01-24,38,2,5
2019-01-25,35,3,8
2019-01-26,57,1,4
2019-01-27,25,0,2
2019-01-28,8,18,5
2019-01-29,3,1,0
2019-01-30,11,3,1
2019-01-31,29,4,2
2019-02-01,14,7,4
2019-02-02,2,0,5
2019-02-03,7,4,2
2019-02-04,17,7,4
2019-02-05,4,3,4
2019-02-06,5,6,12
2019-02-07,5,3,4
2019-02-08,14,5,0
2019-02-09,18,6,9
2019-02-10,14,5,2
2019-02-11,18,11,4
2019-02-12,16,6,1
2019-02-13,12,9,17
2019-02-14,9,2,2
2019-02-15,2,1,0
2019-02-16,8,0,0
2019-02-17,19,0,2
2019-02-18,18,6,0
2019-02-19,1,6,0
2019-02-20,19,4,0
2019-02-21,22,2,2
2019-02-22,1,3,0
2019-02-23,19,2,0
2019-02-24,22,0,13
2019-02-25,5,7,2
2019-02-26,7,1,0
2019-02-27,8,4,0
2019-02-28,3,6,2
2019-03-01,0,9,0
2019-03-02,12,3,0
2019-03-03,10,4,0
2019-03-04,15,13,2
2019-03-05,8,4,0
2019-03-06,4,0,0
2019-03-07,11,3,0
2019-03-08,1,6,0
2019-03-09,2,9,0
2019-03-10,5,7,3
2019-03-11,5,0,0
2019-03-12,1,0,2
2019-03-13,3,10,1
2019-03-14,5,6,4
2019-03-15,1,8,0
2019-03-16,17,0,2
2019-03-17,23,1,5
2019-03-18,18,5,2
2019-03-19,5,4,1
2019-03-20,22,1,0
2019-03-21,21,6,1
2019-03-22,8,2,1
2019-03-23,13,0,1
2019-03-24,5,0,0
2019-03-25,28,11,0
2019-03-26,18,8,0
2019-03-27,6,1,0
2019-03-28,5,4,0
2019-03-29,2,1,0
2019-03-30,6,2,0
2019-03-31,5,2,0
2019-04-01,4,11,0
2019-04-02,30,0,1
2019-04-03,5,3,4
2019-04-04,5,5,1
2019-04-05,8,1,8
2019-04-06,3,0,9
2019-04-07,7,4,0
2019-04-08,6,5,0
2019-04-09,19,13,0
2019-04-10,4,6,0
2019-04-11,13,5,8
2019-04-12,7,2,4
2019-04-13,18,8,0
2019-04-14,18,1,2
2019-04-15,0,1,2
2019-04-16,5,2,0
2019-04-17,8,2,6
2019-04-18,5,3,1
2019-04-19,17,13,0
2019-04-20,3,0,17
2019-04-21,20,1,7
2019-04-22,15,4,0
2019-04-23,8,8,2
2019-04-24,3,7,0
2019-04-25,6,8,0
2019-04-26,4,7,0
2019-04-27,0,1,0
2019-04-28,2,4,0
2019-04-29,1,1,0
2019-04-30,1,3,1
2019-05-01,4,0,5
2019-05-02,8,1,0
2019-05-03,4,0,0
2019-05-04,29,3,0
2019-05-05,3,3,0
2019-05-06,2,3,2
2019-05-07,6,4,2
2019-05-08,0,6,0
2019-05-09,1,6,0
2019-05-10,0,2,0
2019-05-11,7,1,0
2019-05-12,7,0,0
2019-05-13,4,1,0
2019-05-14,4,4,3
2019-05-15,3,4,0
2019-05-16,1,4,0
2019-05-17,0,4,0
2019-05-18,1,4,2
2019-05-19,2,0,0
2019-05-20,6,5,0
2019-05-21,18,7,0
2019-05-22,4,8,0
2019-05-23,17,13,0
2019-05-24,0,5,1
2019-05-25,5,2,0
2019-05-26,4,1,0
2019-05-27,16,5,0
2019-05-28,12,3,0
2019-05-29,14,6,0
2019-05-30,11,1,0
2019-05-31,9,11,1
2019-06-01,9,2,2
2019-06-02,5,4,2
2019-06-03,1,10,1
2019-06-04,28,10,0
2019-06-05,1,3,0
2019-06-06,3,11,0
2019-06-07,2,8,6
2019-06-08,9,1,5
2019-06-09,9,1,2
2019-06-10,4,5,0
2019-06-11,22,10,1
2019-06-12,6,0,0
2019-06-13,2,2,0
2019-06-14,3,3,1
2019-06-15,16,0,0
2019-06-16,4,5,0
2019-06-17,0,6,0
2019-06-18,3,2,0
2019-06-19,4,8,3
2019-06-20,2,5,0
2019-06-21,0,2,2
2019-06-22,0,1,0
2019-06-23,1,0,0
2019-06-24,7,1,2
2019-06-25,5,0,1
2019-06-26,9,0,4
2019-06-27,0,2,0
2019-06-28,2,6,0
2019-06-29,7,0,0
2019-06-30,8,0,2
2019-07-01,2,2,0
2019-07-02,1,7,0
2019-07-03,5,2,0
2019-07-04,10,12,0
2019-07-05,7,4,0
2019-07-06,6,0,0
2019-07-07,8,2,0
2019-07-08,11,7,10
2019-07-09,2,1,8
2019-07-10,3,5,0
2019-07-11,2,9,0
2019-07-12,3,2,0
2019-07-13,2,5,0
2019-07-14,4,0,6
2019-07-15,4,13,0
2019-07-16,1,3,0
2019-07-17,2,4,1
2019-07-18,6,3,0
2019-07-19,17,4,1
2019-07-20,14,1,0
2019-07-21,11,0,3
2019-07-22,9,8,0
2019-07-23,1,1,2
2019-07-24,4,2,1
2019-07-25,10,2,1
2019-07-26,1,4,0
2019-07-27,3,4,0
2019-07-28,18,5,0
2019-07-29,11,1,0
2019-07-30,4,2,4
2019-07-31,5,1,1
2019-08-01,0,2,5
2019-08-02,8,3,0
2019-08-03,6,1,7
2019-08-04,8,2,11
2019-08-05,6,7,2
2019-08-06,10,4,1
2019-08-07,10,0,0
2019-08-08,2,0,0
2019-08-09,9,0,0
2019-08-10,1,1,0
2019-08-11,1,10,5
2019-08-12,9,5,3
2019-08-13,2,8,2
2019-08-14,3,3,0
2019-08-15,4,3,0
2019-08-16,2,6,0
2019-08-17,8,1,0
2019-08-18,6,0,0
2019-08-19,15,5,0
2019-08-20,11,0,0
2019-08-21,4,2,0
2019-08-22,12,2,2
2019-08-23,9,1,3
2019-08-24,0,4,0
2019-08-25,14,0,0
2019-08-26,12,2,2
2019-08-27,0,6,2
2019-08-28,0,3,4
2019-08-29,1,9,0
2019-08-30,3,2,0
2019-08-31,3,2,0
2019-09-01,1,3,0
2019-09-02,14,11,0
2019-09-03,12,0,0
2019-09-04,1,1,0
2019-09-05,13,2,0
2019-09-06,6,5,0
2019-09-07,7,0,1
2019-09-08,8,1,1
2019-09-09,15,3,4
2019-09-10,13,3,0
2019-09-11,4,0,0
2019-09-12,13,3,0
2019-09-13,3,0,0
2019-09-14,5,0,0
2019-09-15,8,4,4
2019-09-16,2,4,0
2019-09-17,13,4,0
2019-09-18,3,2,1
2019-09-19,13,0,1
2019-09-20,9,1,2
2019-09-21,1,6,0
2019-09-22,5,4,0
2019-09-23,5,3,0
2019-09-24,6,0,0
2019-09-25,20,3,0
2019-09-26,10,2,0
2019-09-27,5,4,0
2019-09-28,4,3,0
2019-09-29,1,3,0
2019-09-30,13,10,0
2019-10-01,1,5,2
2019-10-02,11,1,0
2019-10-03,4,4,0
2019-10-04,7,6,0
2019-10-05,4,0,0
2019-10-06,0,0,0
2019-10-07,2,6,0
2019-10-08,10,2,0
2019-10-09,6,1,0
2019-10-10,14,0,0
2019-10-11,8,5,3
2019-10-12,2,0,0
2019-10-13,0,2,0
2019-10-14,10,8,0
2019-10-15,0,0,1
2019-10-16,1,0,0
2019-10-17,8,0,0
2019-10-18,1,1,0
2019-10-19,0,1,0
2019-10-20,2,0,4
2019-10-21,4,4,0
2019-10-22,20,0,0
2019-10-23,7,4,0
2019-10-24,14,4,0
2019-10-25,11,8,0
2019-10-26,12,0,2
2019-10-27,24,0,1
2019-10-28,10,2,0
2019-10-29,21,2,1
2019-10-30,24,0,3
2019-10-31,12,2,0
2019-11-01,17,8,0
2019-11-02,8,3,0
2019-11-03,8,2,0
2019-11-04,37,1,0
2019-11-05,6,5,0
2019-11-06,2,1,0
2019-11-07,4,1,0
2019-11-08,7,10,0
2019-11-09,9,1,0
2019-11-10,5,0,0
2019-11-11,15,2,0
2019-11-12,16,2,0
2019-11-13,9,0,0
2019-11-14,17,4,0
2019-11-15,37,5,0
2019-11-16,10,2,0
2019-11-17,7,1,0
2019-11-18,23,5,0
2019-11-19,15,5,1
2019-11-20,24,1,0
2019-11-21,24,3,0
2019-11-22,24,3,4
2019-11-23,20,7,0
2019-11-24,30,6,1
2019-11-25,16,11,0
2019-11-26,30,8,0
2019-11-27,21,2,0
2019-11-28,8,5,0
2019-11-29,6,9,0
2019-11-30,8,0,1
2019-12-01,6,0,0
2019-12-02,6,1,1
2019-12-03,6,3,1
2019-12-04,13,6,0
2019-12-05,12,1,0
2019-12-06,11,3,0
2019-12-07,18,2,0
2019-12-08,21,0,0
2019-12-09,5,2,0
2019-12-10,1,4,5
2019-12-11,11,2,1
2019-12-12,12,0,1
2019-12-13,17,3,2
2019-12-14,8,0,0
2019-12-15,17,0,0
2019-12-16,3,3,1
2019-12-17,7,1,2
2019-12-18,22,0,0
2019-12-19,19,4,0
2019-12-20,43,4,0
2019-12-21,16,3,0
2019-12-22,18,0,0
2019-12-23,9,5,1
2019-12-24,7,3,0
2019-12-25,12,0,0
2019-12-26,16,4,0
2019-12-27,10,0,0
2019-12-28,1,1,0
2019-12-29,11,2,0
2019-12-30,41,6,0
2019-12-31,23,1,0
2020-01-01,3,0,0
2020-01-02,2,0,3
2020-01-03,17,0,0
2020-01-04,2,0,3
2020-01-05,2,0,0
2020-01-06,3,1,0
2020-01-07,18,0,0
2020-01-08,15,2,0
2020-01-09,17,2,2
2020-01-10,14,2,0
2020-01-11,30,0,0
2020-01-12,19,0,1
2020-01-13,16,1,2
2020-01-14,19,1,0
2020-01-15,33,1,0
2020-01-16,19,0,0
2020-01-17,5,0,0
2020-01-18,1,0,0
2020-01-19,5,0,0
2020-01-20,2,6,0
2020-01-21,1,2,0
2020-01-22,9,4,0
2020-01-23,4,2,0
2020-01-24,1,0,0
2020-01-25,4,0,0
2020-01-26,11,3,0
2020-01-27,10,9,0
2020-01-28,10,10,0
2020-01-29,19,24,0
2020-01-30,5,1,0
2020-01-31,7,4,0
2020-02-01,7,1,0
2020-02-02,17,1,0
2020-02-03,30,3,0
2020-02-04,5,3,7
2020-02-05,11,0,2
2020-02-06,32,1,4
2020-02-07,41,10,0
2020-02-08,18,8,0
2020-02-09,31,3,0
2020-02-10,11,4,0
2020-02-11,23,4,0
2020-02-12,24,3,2
2020-02-13,10,3,0
2020-02-14,30,2,0
2020-02-15,7,0,0
2020-02-16,44,5,0
2020-02-17,56,1,0
2020-02-18,26,4,1
2020-02-19,15,4,0
2020-02-20,4,0,1
2020-02-21,15,2,2
2020-02-22,26,0,0
2020-02-23,5,0,0
2020-02-24,29,2,0
2020-02-25,13,1,0
2020-02-26,32,0,0
2020-02-27,33,3,0
2020-02-28,23,1,0
2020-02-29,17,0,0
2020-03-01,10,1,0
2020-03-02,14,4,0
2020-03-03,22,1,2
2020-03-04,42,0,0
2020-03-05,20,5,2
2020-03-06,20,3,0
2020-03-07,27,7,4
2020-03-08,12,3,0
2020-03-09,19,0,0
2020-03-10,19,15,0
2020-03-11,15,14,0
2020-03-12,14,1,0
2020-03-13,15,8,0
2020-03-14,25,1,0
2020-03-15,5,0,0
2020-03-16,44,12,0
2020-03-17,16,2,0
2020-03-18,13,2,0
2020-03-19,20,4,1
2020-03-20,8,4,0
2020-03-21,11,2,0
2020-03-22,12,0,0
2020-03-23,17,4,3
2020-03-24,19,2,0
2020-03-25,17,0,0
2020-03-26,14,0,0
2020-03-27,6,4,0
2020-03-28,10,4,0
2020-03-29,3,1,0
2020-03-30,26,9,0
2020-03-31,41,1,3
2020-04-01,30,9,0
2020-04-02,26,1,0
2020-04-03,12,3,0
2020-04-04,6,1,0
2020-04-05,6,0,0
2020-04-06,15,9,0
2020-04-07,27,1,0
2020-04-08,14,4,0
2020-04-09,38,1,0
2020-04-10,24,3,0
2020-04-11,33,1,0
2020-04-12,4,1,0
2020-04-13,13,5,0
2020-04-14,7,3,5
2020-04-15,1,1,0
2020-04-16,16,3,0
2020-04-17,18,2,0
2020-04-18,15,1,0
2020-04-19,2,1,2
2020-04-20,11,2,0
2020-04-21,18,3,0
2020-04-22,17,7,0
2020-04-23,22,1,0
2020-04-24,14,0,0
2020-04-25,26,4,0
2020-04-26,15,1,0
2020-04-27,6,10,1
2020-04-28,11,6,0
2020-04-29,20,1,0
2020-04-30,19,9,0
2020-05-01,23,3,1
2020-05-02,26,0,3
2020-05-03,11,2,0
2020-05-04,25,3,6
2020-05-05,33,8,0
2020-05-06,27,4,0
2020-05-07,14,4,1
2020-05-08,19,4,0
2020-05-09,11,3,0
2020-05-10,51,3,0
2020-05-11,12,9,0
2020-05-12,16,5,0
2020-05-13,6,4,0
2020-05-14,20,4,0
2020-05-15,3,2,0
2020-05-16,17,1,0
2020-05-17,7,1,0
2020-05-18,4,4,0
2020-05-19,28,7,0
2020-05-20,30,0,1
2020-05-21,20,1,1
2020-05-22,30,2,0
2020-05-23,13,2,0
2020-05-24,23,0,0
2020-05-25,20,6,0
2020-05-26,6,5,0
2020-05-27,6,4,0
2020-05-28,4,0,2
2020-05-29,5,3,0
2020-05-30,5,3,0
2020-05-31,26,0,0
2020-06-01,7,7,0
2020-06-02,11,3,0
2020-06-03,27,6,2
2020-06-04,11,5,1
2020-06-05,29,7,0
2020-06-06,9,5,0
2020-06-07,5,2,0
2020-06-08,19,6,0
2020-06-09,9,3,0
2020-06-10,21,2,0
2020-06-11,19,3,0
2020-06-12,13,3,0
2020-06-13,11,2,0
2020-06-14,6,4,0
2020-06-15,13,5,0
2020-06-16,9,7,0
2020-06-17,9,7,0
2020-06-18,22,9,0
2020-06-19,11,4,2
2020-06-20,10,8,0
2020-06-21,7,10,0
2020-06-22,14,17,0
2020-06-23,27,2,0
2020-06-24,67,3,0
2020-06-25,36,4,0
2020-06-26,24,4,0
2020-06-27,46,2,0
2020-06-28,12,1,0
2020-06-29,10,5,0
2020-06-30,34,8,2
2020-07-01,38,1,0
2020-07-02,17,3,0
2020-07-03,30,2,0
2020-07-04,20,0,0
2020-07-05,5,1,0
2020-07-06,8,5,0
2020-07-07,17,2,0
2020-07-08,14,3,0
2020-07-09,29,3,0
2020-07-10,26,11,0
2020-07-11,19,8,0
2020-07-12,13,3,1
2020-07-13,8,6,0
2020-07-14,31,0,0
2020-07-15,17,1,0
2020-07-16,22,0,0
2020-07-17,11,3,0
2020-07-18,3,0,0
2020-07-19,4,3,0
2020-07-20,17,6,0
2020-07-21,22,2,0
2020-07-22,11,1,0
2020-07-23,11,2,1
2020-07-24,42,6,0
2020-07-25,2,3,1
2020-07-26,6,7,0
2020-07-27,6,6,0
2020-07-28,3,10,0
2020-07-29,17,5,0
2020-07-30,63,6,0
2020-07-31,38,7,0
2020-08-01,11,2,0
2020-08-02,7,6,0
2020-08-03,4,8,0
2020-08-04,2,3,0
2020-08-05,8,3,0
2020-08-06,3,4,0
2020-08-07,7,6,0
2020-08-08,9,2,0
2020-08-09,20,2,0
2020-08-10,25,4,0
2020-08-11,22,2,2
2020-08-12,26,2,0
2020-08-13,38,6,0
2020-08-14,21,8,0
2020-08-15,4,1,0
2020-08-16,8,1,1
2020-08-17,7,7,0
2020-08-18,24,5,1
2020-08-19,18,3,0
2020-08-20,9,0,0
2020-08-21,6,0,0
2020-08-22,1,0,0
2020-08-23,0,1,0
2020-08-24,13,3,0
2020-08-25,22,5,0
2020-08-26,9,3,1
2020-08-27,3,5,0
2020-08-28,7,14,0
2020-08-29,1,3,0
2020-08-30,1,5,0
2020-08-31,4,7,0
2020-09-01,7,2,0
2020-09-02,9,9,0
2020-09-03,15,6,0
2020-09-04,4,3,0
2020-09-05,3,4,4
2020-09-06,3,4,0
2020-09-07,0,3,0
2020-09-08,1,2,0
2020-09-09,23,0,0
2020-09-10,4,0,0
2020-09-11,8,8,0
2020-09-12,6,3,0
2020-09-13,0,3,0
2020-09-14,2,1,0
2020-09-15,6,1,0
2020-09-16,14,6,0
2020-09-17,4,6,0
2020-09-18,11,5,0
2020-09-19,0,0,0
2020-09-20,6,0,0
2020-09-21,6,3,0
2020-09-22,3,0,0
2020-09-23,12,6,0
2020-09-24,2,5,0
2020-09-25,3,5,0
2020-09-26,0,5,0
2020-09-27,2,2,0
2020-09-28,6,4,0
2020-09-29,15,3,0
2020-09-30,3,12,0
2020-10-01,3,1,3
2020-10-02,23,8,0
2020-10-03,6,0,0
2020-10-04,1,1,1
2020-10-05,6,6,1
2020-10-06,17,0,0
2020-10-07,12,3,0
2020-10-08,21,2,0
2020-10-09,6,10,0
2020-10-10,4,4,0
2020-10-11,3,0,1
2020-10-12,27,15,3
2020-10-13,14,10,0
2020-10-14,14,5,0
2020-10-15,16,1,0
2020-10-16,9,10,0
2020-10-17,12,0,0
2020-10-18,4,0,0
2020-10-19,10,2,0
2020-10-20,17,4,0
2020-10-21,7,7,0
2020-10-22,13,0,0
2020-10-23,8,3,0
2020-10-24,15,1,0
2020-10-25,10,0,0
2020-10-26,14,16,0
2020-10-27,5,9,0
2020-10-28,9,12,0
2020-10-29,2,1,0
2020-10-30,3,6,0
2020-10-31,2,0,0
2020-11-01,0,3,0
2020-11-02,15,6,0
2020-11-03,18,9,1
2020-11-04,6,2,0
2020-11-05,6,0,2
2020-11-06,18,8,2
2020-11-07,5,1,0
2020-11-08,3,0,0
2020-11-09,11,8,0
2020-11-10,2,4,0
2020-11-11,5,9,0
2020-11-12,12,1,0
2020-11-13,8,1,0
2020-11-14,3,0,0
2020-11-15,2,1,0
2020-11-16,20,16,0
2020-11-17,19,6,0
2020-11-18,4,1,2
2020-11-19,1,1,0
2020-11-20,1,5,0
2020-11-21,3,0,0
2020-11-22,0,5,0
2020-11-23,4,9,0
2020-11-24,15,8,0
2020-11-25,2,4,0
2020-11-26,11,3,0
2020-11-27,12,5,0
2020-11-28,6,5,0
2020-11-29,6,7,0
2020-11-30,7,4,0
2020-12-01,6,5,0
2020-12-02,5,3,0
2020-12-03,11,2,0
2020-12-04,9,6,0
2020-12-05,1,0,8
2020-12-06,4,0,1
2020-12-07,37,5,0
2020-12-08,23,1,0
2020-12-09,14,1,0
2020-12-10,16,1,0
2020-12-11,19,1,0
2020-12-12,3,0,0
2020-12-13,6,0,0
2020-12-14,5,5,0
2020-12-15,15,7,0
2020-12-16,7,3,0
2020-12-17,14,3,0
2020-12-18,16,4,0
2020-12-19,16,1,0
2020-12-20,15,2,0
2020-12-21,18,6,0
2020-12-22,9,8,0
2020-12-23,21,2,0
2020-12-24,8,4,0
2020-12-25,2,4,0
2020-12-26,1,2,0
2020-12-27,4,1,0
2020-12-28,12,4,0
2020-12-29,6,10,0
2020-12-30,8,4,0
2020-12-31,11,4,0
2021-01-01,15,0,1
2021-01-02,26,3,1
2021-01-03,8,1,0
2021-01-04,29,0,0
2021-01-05,8,4,0
2021-01-06,17,0,0
2021-01-07,21,0,0
2021-01-08,10,1,0
2021-01-09,21,0,1
2021-01-10,25,0,2
2021-01-11,13,4,0
2021-01-12,9,5,0
2021-01-13,6,11,0
2021-01-14,11,4,1
2021-01-15,17,3,3
2021-01-16,7,4,0
2021-01-17,13,2,0
2021-01-18,26,6,0
2021-01-19,9,0,0
2021-01-20,12,2,2
2021-01-21,19,5,0
2021-01-22,20,2,0
2021-01-23,11,0,0
2021-01-24,2,3,0
2021-01-25,17,8,0
2021-01-26,10,6,0
2021-01-27,8,7,0
2021-01-28,19,8,0
2021-01-29,6,2,0
2021-01-30,2,1,0
2021-01-31,2,2,0
2021-02-01,9,5,0
2021-02-02,10,9,0
2021-02-03,24,9,0
2021-02-04,12,3,2
2021-02-05,18,1,3
2021-02-06,1,1,0
2021-02-07,14,1,0
2021-02-08,9,4,0
2021-02-09,23,2,3
2021-02-10,9,0,0
2021-02-11,3,5,1
2021-02-12,13,6,0
2021-02-13,34,0,0
2021-02-14,3,0,0
2021-02-15,3,10,0
2021-02-16,18,3,0
2021-02-17,5,1,0
2021-02-18,1,3,0
2021-02-19,0,1,0
2021-02-20,15,8,0
2021-02-21,3,0,0
2021-02-22,7,0,0
2021-02-23,8,1,0
