,definitelytyped/definitelytyped,sindresorhus/type-fest,microsoft/TypeScript
2020-02-25,76,0,23
2020-02-26,54,0,14
2020-02-27,21,0,24
2020-02-28,17,0,7
2020-02-29,0,0,6
2020-03-01,0,0,0
2020-03-02,40,0,12
2020-03-03,14,0,12
2020-03-04,16,0,9
2020-03-05,20,0,8
2020-03-06,36,0,6
2020-03-07,4,0,3
2020-03-08,0,0,1
2020-03-09,12,3,4
2020-03-10,15,1,9
2020-03-11,4,0,15
2020-03-12,22,1,17
2020-03-13,25,0,16
2020-03-14,18,0,2
2020-03-15,13,0,0
2020-03-16,2,0,2
2020-03-17,7,0,13
2020-03-18,25,0,7
2020-03-19,1,0,11
2020-03-20,43,0,3
2020-03-21,1,0,2
2020-03-22,30,0,2
2020-03-23,24,0,2
2020-03-24,7,0,5
2020-03-25,13,0,11
2020-03-26,7,0,5
2020-03-27,58,0,4
2020-03-28,4,0,1
2020-03-29,1,0,0
2020-03-30,23,0,10
2020-03-31,111,0,8
2020-04-01,30,0,9
2020-04-02,23,0,9
2020-04-03,18,0,7
2020-04-04,5,0,1
2020-04-05,0,4,0
2020-04-06,29,0,2
2020-04-07,32,0,7
2020-04-08,23,2,7
2020-04-09,17,0,13
2020-04-10,18,0,9
2020-04-11,24,0,2
2020-04-12,1,0,0
2020-04-13,41,0,8
2020-04-14,1,0,3
2020-04-15,32,0,9
2020-04-16,14,0,1
2020-04-17,41,0,2
2020-04-18,1,0,0
2020-04-19,0,0,3
2020-04-20,3,0,11
2020-04-21,3,1,14
2020-04-22,3,0,10
2020-04-23,36,0,4
2020-04-24,6,0,14
2020-04-25,0,0,3
2020-04-26,46,0,0
2020-04-27,83,0,4
2020-04-28,7,0,7
2020-04-29,4,0,6
2020-04-30,5,0,9
2020-05-01,10,0,0
2020-05-02,1,0,1
2020-05-03,3,0,0
2020-05-04,46,0,9
2020-05-05,17,0,5
2020-05-06,11,2,14
2020-05-07,10,0,8
2020-05-08,8,0,8
2020-05-09,5,0,1
2020-05-10,6,0,0
2020-05-11,23,0,13
2020-05-12,44,0,14
2020-05-13,66,0,2
2020-05-14,37,0,4
2020-05-15,35,0,4
2020-05-16,0,0,23
2020-05-17,4,0,1
2020-05-18,34,0,7
2020-05-19,90,0,15
2020-05-20,26,0,17
2020-05-21,33,2,15
2020-05-22,9,0,19
2020-05-23,4,0,5
2020-05-24,3,0,0
2020-05-25,4,0,7
2020-05-26,16,2,14
2020-05-27,46,0,8
2020-05-28,12,0,2
2020-05-29,18,0,39
2020-05-30,25,0,4
2020-05-31,2,0,2
2020-06-01,16,0,16
2020-06-02,9,0,6
2020-06-03,13,0,7
2020-06-04,39,0,8
2020-06-05,11,0,9
2020-06-06,3,0,0
2020-06-07,1,0,0
2020-06-08,15,0,0
2020-06-09,22,2,7
2020-06-10,20,0,7
2020-06-11,15,0,5
2020-06-12,30,0,6
2020-06-13,4,0,4
2020-06-14,4,0,0
2020-06-15,5,0,4
2020-06-16,26,0,13
2020-06-17,13,0,12
2020-06-18,9,0,11
2020-06-19,3,0,15
2020-06-20,2,0,1
2020-06-21,23,0,1
2020-06-22,14,0,8
2020-06-23,44,0,14
2020-06-24,59,0,8
2020-06-25,31,0,5
2020-06-26,16,0,13
2020-06-27,3,2,0
2020-06-28,7,0,3
2020-06-29,19,0,10
2020-06-30,7,0,13
2020-07-01,12,0,5
2020-07-02,5,0,8
2020-07-03,2,0,7
2020-07-04,3,0,3
2020-07-05,2,0,0
2020-07-06,69,0,10
2020-07-07,43,0,21
2020-07-08,13,0,19
2020-07-09,4,0,7
2020-07-10,51,0,10
2020-07-11,8,0,1
2020-07-12,19,0,0
2020-07-13,15,0,8
2020-07-14,14,0,6
2020-07-15,11,0,7
2020-07-16,6,0,5
2020-07-17,11,0,6
2020-07-18,21,0,0
2020-07-19,1,0,0
2020-07-20,21,0,1
2020-07-21,26,0,7
2020-07-22,17,0,8
2020-07-23,24,0,1
2020-07-24,15,0,3
2020-07-25,2,0,0
2020-07-26,3,0,0
2020-07-27,11,0,5
2020-07-28,30,0,3
2020-07-29,15,0,3
2020-07-30,12,0,11
2020-07-31,22,0,1
2020-08-01,7,0,1
2020-08-02,5,0,0
2020-08-03,7,0,12
2020-08-04,4,0,11
2020-08-05,11,0,8
2020-08-06,22,0,4
2020-08-07,4,0,1
2020-08-08,16,0,1
2020-08-09,4,0,0
2020-08-10,13,0,2
2020-08-11,13,0,2
2020-08-12,28,0,2
2020-08-13,30,0,5
2020-08-14,17,0,3
2020-08-15,4,0,1
2020-08-16,8,0,1
2020-08-17,20,0,5
2020-08-18,6,0,11
2020-08-19,19,0,9
2020-08-20,12,0,8
2020-08-21,33,1,8
2020-08-22,7,0,5
2020-08-23,19,0,1
2020-08-24,11,0,2
2020-08-25,12,0,6
2020-08-26,22,0,6
2020-08-27,29,0,10
2020-08-28,66,0,4
2020-08-29,5,0,4
2020-08-30,10,0,0
2020-08-31,25,0,4
2020-09-01,23,0,6
2020-09-02,16,0,3
2020-09-03,22,0,4
2020-09-04,5,0,8
2020-09-05,4,0,4
2020-09-06,4,0,0
2020-09-07,6,0,0
2020-09-08,62,0,11
2020-09-09,23,0,4
2020-09-10,34,0,13
2020-09-11,50,0,12
2020-09-12,5,0,6
2020-09-13,2,0,2
2020-09-14,69,0,12
2020-09-15,16,0,10
2020-09-16,26,0,4
2020-09-17,50,0,4
2020-09-18,30,0,3
2020-09-19,4,0,3
2020-09-20,2,0,0
2020-09-21,52,0,7
2020-09-22,64,0,10
2020-09-23,208,0,11
2020-09-24,26,0,8
2020-09-25,19,0,11
2020-09-26,6,0,6
2020-09-27,2,0,2
2020-09-28,13,0,4
2020-09-29,43,2,8
2020-09-30,59,2,5
2020-10-01,37,0,11
2020-10-02,13,0,8
2020-10-03,30,0,2
2020-10-04,5,0,0
2020-10-05,26,0,11
2020-10-06,10,0,21
2020-10-07,7,0,14
2020-10-08,24,0,5
2020-10-09,18,0,11
2020-10-10,10,0,2
2020-10-11,9,0,1
2020-10-12,38,0,9
2020-10-13,40,3,7
2020-10-14,6,0,7
2020-10-15,23,0,7
2020-10-16,61,0,0
2020-10-17,13,0,3
2020-10-18,4,0,0
2020-10-19,12,0,13
2020-10-20,55,0,3
2020-10-21,16,0,7
2020-10-22,17,0,7
2020-10-23,19,0,8
2020-10-24,14,0,3
2020-10-25,13,0,0
2020-10-26,21,0,8
2020-10-27,14,0,18
2020-10-28,39,0,13
2020-10-29,23,0,9
2020-10-30,23,0,12
2020-10-31,9,0,1
2020-11-01,2,0,1
2020-11-02,16,0,15
2020-11-03,24,0,11
2020-11-04,18,0,5
2020-11-05,17,0,3
2020-11-06,17,0,10
2020-11-07,19,0,2
2020-11-08,1,0,0
2020-11-09,34,0,3
2020-11-10,21,0,8
2020-11-11,18,0,15
2020-11-12,14,3,6
2020-11-13,6,0,1
2020-11-14,5,0,0
2020-11-15,7,0,1
2020-11-16,31,2,1
2020-11-17,42,0,1
2020-11-18,11,0,4
2020-11-19,24,0,2
2020-11-20,18,1,4
2020-11-21,12,0,2
2020-11-22,3,0,0
2020-11-23,27,0,3
2020-11-24,26,1,12
2020-11-25,11,5,5
2020-11-26,5,0,4
2020-11-27,1,2,1
2020-11-28,3,0,0
2020-11-29,3,0,0
2020-11-30,13,0,5
2020-12-01,21,0,10
2020-12-02,46,0,7
2020-12-03,30,1,8
2020-12-04,13,0,7
2020-12-05,4,0,5
2020-12-06,4,0,1
2020-12-07,12,1,4
2020-12-08,37,0,5
2020-12-09,13,0,10
2020-12-10,23,0,4
2020-12-11,13,0,5
2020-12-12,13,0,2
2020-12-13,5,0,1
2020-12-14,24,0,1
2020-12-15,15,0,5
2020-12-16,21,3,5
2020-12-17,3,0,5
2020-12-18,19,0,11
2020-12-19,7,0,2
2020-12-20,2,0,0
2020-12-21,10,0,1
2020-12-22,19,0,6
2020-12-23,30,0,2
2020-12-24,6,0,1
2020-12-25,4,0,0
2020-12-26,3,0,0
2020-12-27,2,0,0
2020-12-28,11,0,4
2020-12-29,12,0,0
2020-12-30,6,0,4
2020-12-31,5,1,1
2021-01-01,32,0,1
2021-01-02,5,0,1
2021-01-03,9,1,0
2021-01-04,8,0,13
2021-01-05,16,0,4
2021-01-06,18,0,3
2021-01-07,24,0,2
2021-01-08,27,0,6
2021-01-09,4,0,3
2021-01-10,11,0,3
2021-01-11,29,0,3
2021-01-12,18,0,6
2021-01-13,18,0,2
2021-01-14,34,0,2
2021-01-15,15,0,6
2021-01-16,8,0,3
2021-01-17,4,0,0
2021-01-18,25,0,2
2021-01-19,14,0,3
2021-01-20,17,0,7
2021-01-21,14,0,2
2021-01-22,14,0,3
2021-01-23,3,0,3
2021-01-24,2,0,0
2021-01-25,32,1,8
2021-01-26,22,0,1
2021-01-27,12,0,4
2021-01-28,19,0,3
2021-01-29,16,0,7
2021-01-30,6,0,0
2021-01-31,9,0,0
2021-02-01,14,0,2
2021-02-02,18,0,4
2021-02-03,15,0,7
2021-02-04,29,0,8
2021-02-05,18,0,6
2021-02-06,8,0,0
2021-02-07,7,0,1
2021-02-08,15,0,2
2021-02-09,14,0,4
2021-02-10,9,0,3
2021-02-11,11,0,5
2021-02-12,17,2,7
2021-02-13,13,0,2
2021-02-14,8,0,1
2021-02-15,11,2,1
2021-02-16,9,0,6
2021-02-17,37,0,3
2021-02-18,26,0,11
2021-02-19,25,0,6
2021-02-20,6,0,1
2021-02-21,3,0,1
2021-02-22,13,2,2
2021-02-23,8,0,7
2021-02-24,9,0,6
2021-02-25,9,0,8
2021-02-26,7,0,4
2021-02-27,6,0,1
2021-02-28,7,0,1
2021-03-01,24,0,7
2021-03-02,9,0,7
2021-03-03,9,0,8
2021-03-04,5,0,5
2021-03-05,10,0,6
2021-03-06,8,0,3
2021-03-07,73,0,1
2021-03-08,27,1,1
2021-03-09,17,0,5
2021-03-10,16,2,6
2021-03-11,13,0,11
2021-03-12,18,0,5
2021-03-13,6,0,3
2021-03-14,3,0,0
2021-03-15,41,0,0
2021-03-16,28,0,5
2021-03-17,10,0,0
2021-03-18,5,0,2
2021-03-19,11,1,5
2021-03-20,21,1,3
2021-03-21,3,1,1
2021-03-22,17,2,5
2021-03-23,13,2,1
2021-03-24,22,0,2
2021-03-25,39,0,6
2021-03-26,16,0,7
2021-03-27,6,0,2
2021-03-28,2,0,2
2021-03-29,11,0,4
2021-03-30,23,0,9
2021-03-31,16,0,3
2021-04-01,13,0,2
2021-04-02,22,0,2
2021-04-03,7,0,1
2021-04-04,3,0,1
2021-04-05,11,0,13
2021-04-06,15,0,7
2021-04-07,21,0,9
2021-04-08,24,0,2
2021-04-09,13,0,3
2021-04-10,7,0,1
2021-04-11,4,0,0
2021-04-12,12,0,3
2021-04-13,6,2,8
2021-04-14,16,0,3
2021-04-15,10,0,3
2021-04-16,8,0,2
2021-04-17,9,0,2
2021-04-18,5,1,1
2021-04-19,9,0,7
2021-04-20,16,0,6
2021-04-21,3,0,5
2021-04-22,28,0,4
2021-04-23,16,0,4
2021-04-24,3,0,2
2021-04-25,4,0,1
2021-04-26,42,0,3
2021-04-27,12,0,4
2021-04-28,16,0,6
2021-04-29,8,0,5
2021-04-30,8,0,5
2021-05-01,2,0,0
2021-05-02,3,0,1
2021-05-03,5,1,1
2021-05-04,47,1,0
2021-05-05,14,1,5
2021-05-06,30,0,7
2021-05-07,11,2,10
2021-05-08,8,2,1
2021-05-09,12,0,1
2021-05-10,37,0,3
2021-05-11,15,0,2
2021-05-12,21,0,3
2021-05-13,26,0,3
2021-05-14,22,0,0
2021-05-15,4,0,1
2021-05-16,6,0,0
2021-05-17,12,0,1
2021-05-18,57,2,6
2021-05-19,69,2,6
2021-05-20,25,0,9
2021-05-21,32,0,3
2021-05-22,23,0,1
2021-05-23,18,0,0
2021-05-24,148,0,8
2021-05-25,14,0,6
2021-05-26,28,0,11
2021-05-27,20,0,4
2021-05-28,24,0,4
2021-05-29,7,0,2
2021-05-30,8,0,0
2021-05-31,12,0,0
2021-06-01,21,2,3
2021-06-02,21,0,3
2021-06-03,17,0,7
2021-06-04,23,0,5
2021-06-05,2,0,1
2021-06-06,5,0,0
2021-06-07,23,0,2
2021-06-08,22,0,4
2021-06-09,21,0,1
2021-06-10,15,0,4
2021-06-11,12,0,3
2021-06-12,11,0,1
2021-06-13,6,0,2
2021-06-14,14,0,2
2021-06-15,9,0,3
2021-06-16,7,2,5
2021-06-17,14,1,6
2021-06-18,26,0,6
2021-06-19,9,0,1
2021-06-20,5,0,1
2021-06-21,13,0,7
2021-06-22,11,0,6
2021-06-23,26,0,7
2021-06-24,11,0,6
2021-06-25,31,0,9
2021-06-26,3,0,4
2021-06-27,4,0,4
2021-06-28,13,0,7
2021-06-29,10,0,6
2021-06-30,14,0,3
2021-07-01,50,0,3
2021-07-02,20,0,2
2021-07-03,6,0,2
2021-07-04,6,0,3
2021-07-05,13,0,1
2021-07-06,16,0,5
2021-07-07,20,0,3
2021-07-08,30,2,3
2021-07-09,22,0,1
2021-07-10,3,0,2
2021-07-11,6,0,2
2021-07-12,14,0,3
2021-07-13,17,0,5
2021-07-14,14,0,5
2021-07-15,14,0,2
2021-07-16,16,0,12
2021-07-17,3,0,4
2021-07-18,4,0,2
2021-07-19,27,0,3
2021-07-20,17,0,1
2021-07-21,7,0,3
2021-07-22,16,0,1
2021-07-23,7,0,3
2021-07-24,4,0,1
2021-07-25,6,0,1
2021-07-26,13,0,6
2021-07-27,40,0,1
2021-07-28,17,0,2
2021-07-29,18,2,6
2021-07-30,11,0,7
2021-07-31,4,2,1
2021-08-01,2,0,1
2021-08-02,11,0,10
2021-08-03,22,2,5
2021-08-04,16,1,7
2021-08-05,16,3,5
2021-08-06,13,5,9
2021-08-07,8,0,4
2021-08-08,1,1,5
2021-08-09,16,0,2
2021-08-10,23,0,6
2021-08-11,18,0,1
2021-08-12,15,0,2
2021-08-13,12,0,5
2021-08-14,15,1,2
2021-08-15,5,0,0
2021-08-16,15,0,4
2021-08-17,11,0,4
2021-08-18,13,0,2
2021-08-19,8,0,3
2021-08-20,14,1,4
2021-08-21,10,0,2
2021-08-22,5,0,0
2021-08-23,31,3,3
2021-08-24,22,0,5
2021-08-25,18,0,3
2021-08-26,10,0,4
2021-08-27,12,0,1
2021-08-28,15,0,2
2021-08-29,14,0,1
2021-08-30,16,1,4
2021-08-31,11,0,1
2021-09-01,9,0,4
2021-09-02,17,0,4
2021-09-03,9,0,5
2021-09-04,3,0,2
2021-09-05,6,3,0
2021-09-06,27,0,1
2021-09-07,29,0,3
2021-09-08,11,0,8
2021-09-09,14,0,5
2021-09-10,5,11,7
2021-09-11,9,0,4
2021-09-12,5,0,2
2021-09-13,13,0,4
2021-09-14,39,0,3
2021-09-15,20,0,6
2021-09-16,25,0,9
2021-09-17,14,3,6
2021-09-18,8,0,0
2021-09-19,6,2,0
2021-09-20,19,0,4
2021-09-21,31,0,8
2021-09-22,8,1,8
2021-09-23,13,0,5
2021-09-24,8,0,6
2021-09-25,25,0,3
2021-09-26,9,1,5
2021-09-27,12,0,13
2021-09-28,9,0,6
2021-09-29,19,0,8
2021-09-30,23,0,7
2021-10-01,30,0,10
2021-10-02,7,0,3
2021-10-03,8,0,2
2021-10-04,10,0,2
2021-10-05,16,0,5
2021-10-06,17,0,5
2021-10-07,41,0,5
2021-10-08,18,0,2
2021-10-09,4,0,1
2021-10-10,0,1,0
2021-10-11,15,3,2
2021-10-12,24,2,2
2021-10-13,23,0,3
2021-10-14,44,0,7
2021-10-15,45,0,6
2021-10-16,3,0,2
2021-10-17,14,2,1
2021-10-18,12,0,4
2021-10-19,21,0,4
2021-10-20,21,0,4
2021-10-21,18,0,5
2021-10-22,14,0,7
2021-10-23,12,0,2
2021-10-24,11,0,3
2021-10-25,27,0,4
2021-10-26,8,0,4
2021-10-27,9,3,3
2021-10-28,39,0,4
2021-10-29,15,0,10
2021-10-30,5,0,1
2021-10-31,9,0,0
2021-11-01,12,0,4
2021-11-02,23,0,9
2021-11-03,29,0,4
2021-11-04,12,1,2
2021-11-05,15,1,3
2021-11-06,6,0,0
2021-11-07,11,0,0
2021-11-08,30,0,2
2021-11-09,11,3,5
2021-11-10,8,0,0
2021-11-11,4,0,2
2021-11-12,20,1,2
2021-11-13,13,0,0
2021-11-14,6,0,0
2021-11-15,40,0,1
2021-11-16,18,0,2
2021-11-17,19,2,3
2021-11-18,19,0,3
2021-11-19,14,0,2
2021-11-20,7,0,1
2021-11-21,8,1,0
2021-11-22,12,0,0
2021-11-23,13,2,0
2021-11-24,8,0,2
2021-11-25,23,0,0
2021-11-26,4,0,0
2021-11-27,1,0,2
2021-11-28,7,0,0
2021-11-29,21,0,3
2021-11-30,21,4,3
2021-12-01,24,4,1
2021-12-02,23,0,2
2021-12-03,14,0,7
2021-12-04,4,0,2
2021-12-05,3,0,0
2021-12-06,24,0,5
2021-12-07,18,0,6
2021-12-08,13,0,4
2021-12-09,15,0,6
2021-12-10,8,0,1
2021-12-11,6,0,1
2021-12-12,5,0,0
2021-12-13,12,0,3
2021-12-14,8,0,3
2021-12-15,7,0,2
2021-12-16,16,0,5
2021-12-17,7,0,2
2021-12-18,1,0,0
2021-12-19,4,0,1
2021-12-20,7,0,1
2021-12-21,7,0,1
2021-12-22,4,0,0
2021-12-23,9,0,2
2021-12-24,2,0,1
2021-12-25,5,0,0
2021-12-26,9,0,0
2021-12-27,4,0,1
2021-12-28,6,0,0
2021-12-29,11,0,0
2021-12-30,5,0,0
2021-12-31,18,0,0
2022-01-01,11,0,0
2022-01-02,9,0,1
2022-01-03,26,0,1
2022-01-04,12,0,3
2022-01-05,14,0,1
2022-01-06,19,5,3
2022-01-07,15,1,7
2022-01-08,7,1,1
2022-01-09,8,2,0
2022-01-10,34,0,1
2022-01-11,17,0,6
2022-01-12,11,0,2
2022-01-13,17,0,4
2022-01-14,6,0,4
2022-01-15,1,0,1
2022-01-16,5,0,1
2022-01-17,20,2,0
2022-01-18,10,0,8
2022-01-19,23,0,9
2022-01-20,18,3,9
2022-01-21,19,1,3
2022-01-22,5,0,1
2022-01-23,2,0,1
2022-01-24,18,0,1
2022-01-25,21,0,5
2022-01-26,9,0,7
2022-01-27,19,4,8
2022-01-28,15,0,8
2022-01-29,8,0,4
2022-01-30,3,0,3
2022-01-31,10,3,1
2022-02-01,20,0,8
2022-02-02,6,0,4
2022-02-03,12,0,4
2022-02-04,9,0,4
2022-02-05,9,0,3
2022-02-06,9,0,1
2022-02-07,12,0,4
2022-02-08,10,2,7
2022-02-09,8,1,4
2022-02-10,14,0,5
2022-02-11,2,0,9
2022-02-12,10,0,4
2022-02-13,3,0,1
2022-02-14,13,0,4
2022-02-15,11,0,12
