,sveltejs/svelte,vuejs/core,facebook/react
2019-10-14,0,24,3
2019-10-15,1,22,6
2019-10-16,11,22,6
2019-10-17,13,6,4
2019-10-18,6,12,6
2019-10-19,9,1,4
2019-10-20,5,3,0
2019-10-21,4,18,3
2019-10-22,2,6,2
2019-10-23,5,11,2
2019-10-24,9,8,0
2019-10-25,7,12,0
2019-10-26,3,9,1
2019-10-27,18,0,0
2019-10-28,19,10,1
2019-10-29,1,4,4
2019-10-30,5,8,4
2019-10-31,3,6,3
2019-11-01,0,7,4
2019-11-02,2,5,1
2019-11-03,6,4,0
2019-11-04,2,9,4
2019-11-05,2,5,3
2019-11-06,28,6,4
2019-11-07,3,7,3
2019-11-08,2,5,1
2019-11-09,17,7,2
2019-11-10,10,0,2
2019-11-11,12,0,5
2019-11-12,6,1,2
2019-11-13,6,0,1
2019-11-14,11,5,3
2019-11-15,9,5,7
2019-11-16,5,2,0
2019-11-17,8,0,3
2019-11-18,11,3,1
2019-11-19,1,2,0
2019-11-20,2,1,0
2019-11-21,0,3,4
2019-11-22,0,6,0
2019-11-23,11,4,0
2019-11-24,0,3,0
2019-11-25,2,7,1
2019-11-26,6,6,0
2019-11-27,0,5,2
2019-11-28,3,8,1
2019-11-29,3,6,1
2019-11-30,10,0,0
2019-12-01,0,2,0
2019-12-02,0,13,0
2019-12-03,0,4,4
2019-12-04,5,4,4
2019-12-05,0,1,0
2019-12-06,0,0,1
2019-12-07,0,0,0
2019-12-08,1,0,0
2019-12-09,16,9,4
2019-12-10,7,10,1
2019-12-11,5,12,3
2019-12-12,0,0,3
2019-12-13,0,20,1
2019-12-14,0,1,3
2019-12-15,1,3,0
2019-12-16,0,0,3
2019-12-17,0,12,11
2019-12-18,5,8,9
2019-12-19,0,6,4
2019-12-20,0,8,5
2019-12-21,1,0,0
2019-12-22,2,7,4
2019-12-23,8,5,0
2019-12-24,5,3,0
2019-12-25,0,0,0
2019-12-26,0,1,0
2019-12-27,0,0,0
2019-12-28,0,0,0
2019-12-29,3,0,5
2019-12-30,1,7,1
2019-12-31,0,0,0
2020-01-01,0,0,1
2020-01-02,3,8,3
2020-01-03,0,0,4
2020-01-04,0,3,2
2020-01-05,5,0,1
2020-01-06,4,7,8
2020-01-07,3,2,2
2020-01-08,2,2,2
2020-01-09,0,0,8
2020-01-10,0,1,3
2020-01-11,1,0,0
2020-01-12,1,0,3
2020-01-13,5,7,0
2020-01-14,3,0,5
2020-01-15,0,0,2
2020-01-16,1,6,0
2020-01-17,5,0,4
2020-01-18,1,0,0
2020-01-19,1,0,0
2020-01-20,4,9,2
2020-01-21,2,1,3
2020-01-22,3,5,3
2020-01-23,6,1,0
2020-01-24,1,0,4
2020-01-25,3,0,1
2020-01-26,0,2,0
2020-01-27,6,19,1
2020-01-28,2,3,1
2020-01-29,0,10,6
2020-01-30,2,4,6
2020-01-31,1,8,4
2020-02-01,0,0,0
2020-02-02,0,2,1
2020-02-03,1,11,5
2020-02-04,0,14,8
2020-02-05,0,11,1
2020-02-06,0,16,4
2020-02-07,0,8,3
2020-02-08,5,1,0
2020-02-09,6,4,0
2020-02-10,0,16,6
2020-02-11,0,3,4
2020-02-12,2,6,2
2020-02-13,0,6,3
2020-02-14,0,9,1
2020-02-15,4,9,0
2020-02-16,0,2,0
2020-02-17,0,2,3
2020-02-18,4,14,9
2020-02-19,0,3,10
2020-02-20,1,0,3
2020-02-21,1,10,5
2020-02-22,0,7,2
2020-02-23,9,0,0
2020-02-24,0,3,2
2020-02-25,0,3,5
2020-02-26,2,14,11
2020-02-27,1,6,9
2020-02-28,1,2,10
2020-02-29,6,0,2
2020-03-01,1,2,0
2020-03-02,1,0,3
2020-03-03,0,3,5
2020-03-04,1,1,4
2020-03-05,4,2,9
2020-03-06,0,10,6
2020-03-07,0,0,2
2020-03-08,1,0,0
2020-03-09,0,7,0
2020-03-10,1,4,7
2020-03-11,0,3,8
2020-03-12,1,3,7
2020-03-13,0,6,6
2020-03-14,6,0,0
2020-03-15,5,2,0
2020-03-16,2,23,4
2020-03-17,0,2,6
2020-03-18,0,6,9
2020-03-19,0,3,7
2020-03-20,1,1,5
2020-03-21,0,3,3
2020-03-22,2,0,2
2020-03-23,0,13,2
2020-03-24,1,13,5
2020-03-25,0,6,4
2020-03-26,0,2,8
2020-03-27,0,7,1
2020-03-28,0,1,1
2020-03-29,0,0,4
2020-03-30,0,5,4
2020-03-31,0,4,7
2020-04-01,0,1,17
2020-04-02,0,8,10
2020-04-03,0,9,8
2020-04-04,0,10,4
2020-04-05,0,2,1
2020-04-06,3,7,4
2020-04-07,3,8,10
2020-04-08,0,8,6
2020-04-09,0,1,17
2020-04-10,0,6,5
2020-04-11,1,0,1
2020-04-12,3,1,0
2020-04-13,0,9,6
2020-04-14,0,7,5
2020-04-15,0,13,3
2020-04-16,0,9,11
2020-04-17,0,10,6
2020-04-18,1,0,3
2020-04-19,0,1,0
2020-04-20,3,12,6
2020-04-21,0,1,8
2020-04-22,1,10,2
2020-04-23,13,0,6
2020-04-24,3,12,1
2020-04-25,0,1,5
2020-04-26,0,3,1
2020-04-27,1,3,0
2020-04-28,4,0,4
2020-04-29,10,3,3
2020-04-30,0,8,4
2020-05-01,1,20,13
2020-05-02,0,6,0
2020-05-03,11,3,2
2020-05-04,2,16,4
2020-05-05,0,2,9
2020-05-06,0,7,6
2020-05-07,0,9,4
2020-05-08,0,0,4
2020-05-09,0,0,2
2020-05-10,0,0,1
2020-05-11,3,11,3
2020-05-12,0,0,11
2020-05-13,2,0,6
2020-05-14,0,0,4
2020-05-15,1,8,6
2020-05-16,0,0,0
2020-05-17,16,3,0
2020-05-18,0,13,3
2020-05-19,2,0,3
2020-05-20,2,0,3
2020-05-21,4,2,10
2020-05-22,0,1,0
2020-05-23,0,0,2
2020-05-24,0,0,0
2020-05-25,1,0,0
2020-05-26,6,1,4
2020-05-27,1,0,11
2020-05-28,1,0,9
2020-05-29,1,2,7
2020-05-30,0,0,0
2020-05-31,0,0,0
2020-06-01,1,0,1
2020-06-02,6,0,0
2020-06-03,0,0,0
2020-06-04,0,0,0
2020-06-05,0,1,0
2020-06-06,1,0,0
2020-06-07,0,0,0
2020-06-08,10,0,0
2020-06-09,3,12,0
2020-06-10,6,4,0
2020-06-11,0,12,1
2020-06-12,1,22,3
2020-06-13,0,0,1
2020-06-14,0,0,0
2020-06-15,0,12,1
2020-06-16,1,4,2
2020-06-17,0,5,1
2020-06-18,0,0,0
2020-06-19,0,0,2
2020-06-20,0,0,0
2020-06-21,0,0,0
2020-06-22,0,0,0
2020-06-23,9,1,5
2020-06-24,1,1,0
2020-06-25,5,12,2
2020-06-26,0,13,2
2020-06-27,6,2,0
2020-06-28,1,0,0
2020-06-29,0,9,1
2020-06-30,1,7,8
2020-07-01,0,6,13
2020-07-02,0,3,2
2020-07-03,0,1,0
2020-07-04,0,1,0
2020-07-05,0,0,0
2020-07-06,0,9,7
2020-07-07,11,7,7
2020-07-08,2,9,10
2020-07-09,0,13,6
2020-07-10,0,9,10
2020-07-11,0,2,0
2020-07-12,0,1,0
2020-07-13,3,8,7
2020-07-14,3,7,2
2020-07-15,0,18,8
2020-07-16,0,11,5
2020-07-17,2,10,5
2020-07-18,0,0,0
2020-07-19,0,12,0
2020-07-20,1,5,3
2020-07-21,4,16,2
2020-07-22,0,0,3
2020-07-23,0,6,2
2020-07-24,3,0,3
2020-07-25,0,0,1
2020-07-26,0,0,1
2020-07-27,0,6,10
2020-07-28,2,23,2
2020-07-29,0,2,6
2020-07-30,1,2,3
2020-07-31,0,0,8
2020-08-01,0,0,1
2020-08-02,0,0,0
2020-08-03,1,8,3
2020-08-04,0,4,1
2020-08-05,8,3,4
2020-08-06,0,6,6
2020-08-07,2,0,4
2020-08-08,0,0,0
2020-08-09,0,0,0
2020-08-10,0,0,7
2020-08-11,2,0,1
2020-08-12,10,2,2
2020-08-13,1,4,5
2020-08-14,2,12,5
2020-08-15,0,0,1
2020-08-16,0,0,0
2020-08-17,2,4,6
2020-08-18,0,8,3
2020-08-19,0,12,6
2020-08-20,1,7,6
2020-08-21,1,6,3
2020-08-22,0,4,1
2020-08-23,0,2,0
2020-08-24,0,6,4
2020-08-25,0,9,1
2020-08-26,1,9,3
2020-08-27,2,0,2
2020-08-28,0,1,6
2020-08-29,0,2,1
2020-08-30,0,1,0
2020-08-31,1,1,1
2020-09-01,2,3,2
2020-09-02,0,9,3
2020-09-03,0,2,5
2020-09-04,2,3,6
2020-09-05,1,0,0
2020-09-06,1,0,0
2020-09-07,0,0,1
2020-09-08,0,0,1
2020-09-09,1,0,2
2020-09-10,13,0,6
2020-09-11,1,0,3
2020-09-12,0,0,1
2020-09-13,1,0,0
2020-09-14,0,11,4
2020-09-15,10,23,1
2020-09-16,0,11,1
2020-09-17,0,1,2
2020-09-18,4,12,3
2020-09-19,0,0,0
2020-09-20,0,0,0
2020-09-21,1,0,5
2020-09-22,2,3,6
2020-09-23,0,1,2
2020-09-24,6,0,1
2020-09-25,2,0,3
2020-09-26,0,0,0
2020-09-27,0,0,0
2020-09-28,0,1,2
2020-09-29,9,0,1
2020-09-30,1,0,3
2020-10-01,4,0,4
2020-10-02,2,0,1
2020-10-03,0,0,0
2020-10-04,1,0,0
2020-10-05,0,8,3
2020-10-06,0,5,1
2020-10-07,0,3,0
2020-10-08,0,6,3
2020-10-09,0,1,3
2020-10-10,0,1,0
2020-10-11,0,0,0
2020-10-12,0,0,1
2020-10-13,0,18,2
2020-10-14,0,1,7
2020-10-15,0,7,3
2020-10-16,0,0,7
2020-10-17,0,0,1
2020-10-18,1,0,0
2020-10-19,3,8,4
2020-10-20,2,9,4
2020-10-21,2,0,3
2020-10-22,13,1,3
2020-10-23,0,1,0
2020-10-24,0,0,0
2020-10-25,1,0,0
2020-10-26,1,1,0
2020-10-27,0,1,3
2020-10-28,5,0,0
2020-10-29,3,1,2
2020-10-30,0,5,3
2020-10-31,0,0,2
2020-11-01,2,0,0
2020-11-02,1,0,1
2020-11-03,1,1,4
2020-11-04,1,0,0
2020-11-05,1,0,0
2020-11-06,1,1,0
2020-11-07,0,0,0
2020-11-08,0,0,1
2020-11-09,10,3,3
2020-11-10,3,4,5
2020-11-11,0,1,7
2020-11-12,0,4,7
2020-11-13,0,6,9
2020-11-14,0,3,0
2020-11-15,0,0,0
2020-11-16,1,6,2
2020-11-17,1,8,2
2020-11-18,5,0,3
2020-11-19,2,15,0
2020-11-20,0,5,4
2020-11-21,0,2,0
2020-11-22,0,1,0
2020-11-23,8,0,0
2020-11-24,4,0,0
2020-11-25,0,9,0
2020-11-26,0,4,0
2020-11-27,1,15,0
2020-11-28,1,1,0
2020-11-29,0,0,0
2020-11-30,3,13,2
2020-12-01,1,9,4
2020-12-02,3,7,1
2020-12-03,0,7,2
2020-12-04,0,10,6
2020-12-05,0,0,1
2020-12-06,1,0,1
2020-12-07,1,0,6
2020-12-08,0,0,8
2020-12-09,2,0,8
2020-12-10,0,0,5
2020-12-11,1,0,2
2020-12-12,0,0,0
2020-12-13,0,0,1
2020-12-14,3,0,2
2020-12-15,0,0,1
2020-12-16,1,0,1
2020-12-17,0,0,2
2020-12-18,0,1,9
2020-12-19,0,0,0
2020-12-20,1,0,0
2020-12-21,0,0,1
2020-12-22,0,0,2
2020-12-23,0,0,0
2020-12-24,3,0,0
2020-12-25,0,0,0
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,0,1,0
2020-12-29,1,0,0
2020-12-30,1,7,0
2020-12-31,1,1,0
2021-01-01,0,0,0
2021-01-02,13,0,0
2021-01-03,0,0,0
2021-01-04,6,1,3
2021-01-05,0,2,0
2021-01-06,0,1,0
2021-01-07,0,0,0
2021-01-08,0,0,0
2021-01-09,0,0,0
2021-01-10,0,0,0
2021-01-11,0,0,1
2021-01-12,0,0,3
2021-01-13,0,0,2
2021-01-14,0,0,3
2021-01-15,0,1,2
2021-01-16,0,0,0
2021-01-17,0,0,0
2021-01-18,3,0,1
2021-01-19,1,0,9
2021-01-20,1,0,4
2021-01-21,0,0,1
2021-01-22,1,0,4
2021-01-23,1,0,0
2021-01-24,0,0,0
2021-01-25,6,0,5
2021-01-26,3,0,2
2021-01-27,1,0,5
2021-01-28,1,0,1
2021-01-29,13,2,2
2021-01-30,1,0,0
2021-01-31,0,0,0
2021-02-01,1,0,3
2021-02-02,0,0,4
2021-02-03,0,13,9
2021-02-04,1,4,7
2021-02-05,0,8,3
2021-02-06,0,0,1
2021-02-07,0,2,0
2021-02-08,5,1,5
2021-02-09,0,4,5
2021-02-10,0,1,5
2021-02-11,2,0,10
2021-02-12,0,0,1
2021-02-13,0,1,0
2021-02-14,0,0,0
2021-02-15,3,2,0
2021-02-16,0,0,3
2021-02-17,2,0,2
2021-02-18,0,0,2
2021-02-19,0,0,0
2021-02-20,0,0,0
2021-02-21,0,0,0
2021-02-22,0,0,3
2021-02-23,0,1,3
2021-02-24,0,7,1
2021-02-25,6,6,3
2021-02-26,1,1,3
2021-02-27,1,0,0
2021-02-28,0,0,1
2021-03-01,4,10,1
2021-03-02,0,0,2
2021-03-03,0,3,0
2021-03-04,0,0,0
2021-03-05,1,6,1
2021-03-06,0,0,0
2021-03-07,0,0,4
2021-03-08,0,0,9
2021-03-09,0,0,1
2021-03-10,0,0,6
2021-03-11,0,0,3
2021-03-12,0,0,1
2021-03-13,0,0,2
2021-03-14,0,0,0
2021-03-15,0,0,4
2021-03-16,0,0,6
2021-03-17,0,0,4
2021-03-18,0,0,2
2021-03-19,0,1,5
2021-03-20,0,0,0
2021-03-21,0,0,0
2021-03-22,0,4,8
2021-03-23,4,3,3
2021-03-24,9,0,7
2021-03-25,0,25,8
2021-03-26,0,13,6
2021-03-27,0,6,2
2021-03-28,1,8,6
2021-03-29,1,23,1
2021-03-30,8,9,7
2021-03-31,3,7,3
2021-04-01,1,6,10
2021-04-02,0,1,0
2021-04-03,0,0,0
2021-04-04,0,0,0
2021-04-05,0,0,1
2021-04-06,0,0,4
2021-04-07,0,23,5
2021-04-08,1,8,6
2021-04-09,1,2,10
2021-04-10,0,3,1
2021-04-11,1,2,2
2021-04-12,3,6,3
2021-04-13,0,0,2
2021-04-14,0,0,12
2021-04-15,0,0,8
2021-04-16,1,6,4
2021-04-17,0,5,0
2021-04-18,0,6,0
2021-04-19,1,1,3
2021-04-20,0,3,7
2021-04-21,3,4,3
2021-04-22,1,5,3
2021-04-23,0,1,3
2021-04-24,1,0,1
2021-04-25,0,0,0
2021-04-26,0,7,3
2021-04-27,0,1,9
2021-04-28,0,7,14
2021-04-29,0,4,1
2021-04-30,18,4,1
2021-05-01,3,0,1
2021-05-02,0,0,0
2021-05-03,4,0,8
2021-05-04,0,4,6
2021-05-05,0,8,5
2021-05-06,0,6,2
2021-05-07,0,12,6
2021-05-08,0,6,1
2021-05-09,0,0,0
2021-05-10,0,0,0
2021-05-11,0,2,1
2021-05-12,0,9,3
2021-05-13,0,1,1
2021-05-14,0,0,2
2021-05-15,0,0,0
2021-05-16,2,0,0
2021-05-17,0,2,1
2021-05-18,1,0,7
2021-05-19,1,2,4
2021-05-20,1,0,7
2021-05-21,0,0,1
2021-05-22,0,0,0
2021-05-23,0,0,0
2021-05-24,0,9,1
2021-05-25,0,3,5
2021-05-26,2,5,2
2021-05-27,1,4,3
2021-05-28,0,12,0
2021-05-29,6,0,0
2021-05-30,2,1,0
2021-05-31,0,2,1
2021-06-01,1,0,4
2021-06-02,1,6,4
2021-06-03,0,0,11
2021-06-04,0,1,5
2021-06-05,0,0,2
2021-06-06,0,0,0
2021-06-07,0,7,3
2021-06-08,0,3,5
2021-06-09,0,3,1
2021-06-10,0,0,2
2021-06-11,0,1,8
2021-06-12,0,0,0
2021-06-13,1,0,0
2021-06-14,0,1,7
2021-06-15,3,0,7
2021-06-16,0,0,2
2021-06-17,0,0,2
2021-06-18,0,0,0
2021-06-19,2,0,0
2021-06-20,0,0,0
2021-06-21,0,4,0
2021-06-22,18,5,3
2021-06-23,0,5,3
2021-06-24,1,1,5
2021-06-25,1,6,2
2021-06-26,13,0,1
2021-06-27,8,5,0
2021-06-28,10,10,0
2021-06-29,12,4,1
2021-06-30,1,2,4
2021-07-01,1,11,5
2021-07-02,6,10,0
2021-07-03,1,0,0
2021-07-04,0,1,0
2021-07-05,2,2,0
2021-07-06,1,3,0
2021-07-07,1,0,5
2021-07-08,9,0,12
2021-07-09,1,0,2
2021-07-10,6,0,2
2021-07-11,1,0,0
2021-07-12,7,0,2
2021-07-13,1,0,9
2021-07-14,8,1,4
2021-07-15,0,19,3
2021-07-16,0,45,6
2021-07-17,2,0,0
2021-07-18,0,0,0
2021-07-19,0,27,3
2021-07-20,0,9,2
2021-07-21,23,7,2
2021-07-22,6,7,2
2021-07-23,11,6,0
2021-07-24,0,0,0
2021-07-25,0,0,0
2021-07-26,14,1,5
2021-07-27,8,5,5
2021-07-28,0,7,3
2021-07-29,0,10,1
2021-07-30,0,0,3
2021-07-31,0,0,0
2021-08-01,0,0,0
2021-08-02,1,2,6
2021-08-03,6,0,4
2021-08-04,8,2,2
2021-08-05,0,0,2
2021-08-06,0,8,2
2021-08-07,0,4,0
2021-08-08,1,0,1
2021-08-09,0,9,2
2021-08-10,0,4,2
2021-08-11,0,6,6
2021-08-12,0,0,3
2021-08-13,1,0,2
2021-08-14,0,0,1
2021-08-15,4,0,1
2021-08-16,2,17,4
2021-08-17,1,10,2
2021-08-18,0,0,7
2021-08-19,0,0,1
2021-08-20,12,1,6
2021-08-21,0,0,0
2021-08-22,0,4,3
2021-08-23,0,17,3
2021-08-24,6,7,5
2021-08-25,1,0,2
2021-08-26,0,0,3
2021-08-27,8,0,0
2021-08-28,1,0,1
2021-08-29,0,0,0
2021-08-30,0,0,4
2021-08-31,0,0,0
2021-09-01,2,14,5
2021-09-02,2,8,1
2021-09-03,0,0,0
2021-09-04,0,2,0
2021-09-05,0,10,0
2021-09-06,0,2,11
2021-09-07,0,12,11
2021-09-08,0,3,3
2021-09-09,0,1,6
2021-09-10,8,0,3
2021-09-11,0,0,1
2021-09-12,0,0,1
2021-09-13,0,0,2
2021-09-14,0,0,3
2021-09-15,5,0,4
2021-09-16,0,18,0
2021-09-17,0,5,6
2021-09-18,0,1,0
2021-09-19,0,2,0
2021-09-20,0,5,12
2021-09-21,0,21,13
2021-09-22,7,10,7
2021-09-23,0,11,3
2021-09-24,0,6,8
2021-09-25,1,4,0
