,apache/mxnet,tensorflow/tensorflow,pytorch/pytorch
2023-10-02,0,47,30
2023-10-03,0,61,39
2023-10-04,0,69,44
2023-10-05,0,63,57
2023-10-06,0,55,57
2023-10-07,0,8,28
2023-10-08,0,5,20
2023-10-09,0,45,25
2023-10-10,0,64,43
2023-10-11,0,66,55
2023-10-12,0,63,37
2023-10-13,0,66,53
2023-10-14,0,13,20
2023-10-15,0,5,14
2023-10-16,0,65,36
2023-10-17,0,55,25
2023-10-18,0,52,26
2023-10-19,0,61,31
2023-10-20,0,53,37
2023-10-21,0,12,22
2023-10-22,0,5,16
2023-10-23,0,37,48
2023-10-24,0,38,53
