,plotly/plotly.js,apache/echarts,highcharts/highcharts
2016-01-15,16,6.0,2
2016-01-16,0,1.0,1
2016-01-17,0,1.0,0
2016-01-18,5,5.0,12
2016-01-19,19,7.0,5
2016-01-20,17,19.0,5
2016-01-21,21,2.0,8
2016-01-22,7,2.0,10
2016-01-23,0,1.0,0
2016-01-24,0,2.0,0
2016-01-25,14,2.0,5
2016-01-26,2,0.0,6
2016-01-27,9,0.0,11
2016-01-28,9,0.0,9
2016-01-29,11,1.0,1
2016-01-30,0,0.0,2
2016-01-31,1,0.0,0
2016-02-01,16,4.0,9
2016-02-02,8,4.0,1
2016-02-03,5,11.0,1
2016-02-04,1,7.0,22
2016-02-05,15,0.0,5
2016-02-06,0,0.0,2
2016-02-07,0,0.0,0
2016-02-08,4,2.0,12
2016-02-09,21,0.0,6
2016-02-10,4,0.0,5
2016-02-11,3,0.0,9
2016-02-12,2,0.0,1
2016-02-13,0,0.0,5
2016-02-14,0,1.0,0
2016-02-15,12,0.0,1
2016-02-16,22,0.0,3
2016-02-17,15,4.0,1
2016-02-18,2,7.0,0
2016-02-19,7,7.0,0
2016-02-20,0,0.0,0
2016-02-21,0,3.0,0
2016-02-22,5,15.0,1
2016-02-23,3,1.0,0
2016-02-24,12,8.0,1
2016-02-25,13,15.0,5
2016-02-26,20,11.0,10
2016-02-27,0,0.0,0
2016-02-28,0,1.0,1
2016-02-29,15,17.0,5
2016-03-01,27,9.0,6
2016-03-02,3,6.0,2
2016-03-03,9,3.0,1
2016-03-04,7,6.0,5
2016-03-05,1,0.0,0
2016-03-06,0,0.0,0
2016-03-07,3,6.0,7
2016-03-08,22,17.0,1
2016-03-09,4,7.0,12
2016-03-10,6,3.0,1
2016-03-11,4,3.0,0
2016-03-12,0,0.0,0
2016-03-13,2,0.0,0
2016-03-14,11,8.0,2
2016-03-15,16,8.0,1
2016-03-16,11,4.0,44
2016-03-17,17,3.0,9
2016-03-18,13,0.0,24
2016-03-19,3,0.0,0
2016-03-20,1,0.0,0
2016-03-21,8,3.0,3
2016-03-22,13,1.0,0
2016-03-23,22,2.0,0
2016-03-24,7,1.0,0
2016-03-25,2,1.0,0
2016-03-26,1,0.0,0
2016-03-27,0,0.0,0
2016-03-28,1,15.0,0
2016-03-29,9,1.0,7
2016-03-30,53,1.0,7
2016-03-31,29,0.0,4
2016-04-01,15,0.0,6
2016-04-02,7,0.0,0
2016-04-03,5,0.0,0
2016-04-04,24,0.0,23
2016-04-05,10,0.0,10
2016-04-06,14,3.0,12
2016-04-07,12,0.0,8
2016-04-08,10,0.0,4
2016-04-09,0,0.0,0
2016-04-10,0,0.0,0
2016-04-11,25,1.0,28
2016-04-12,24,0.0,6
2016-04-13,25,4.0,10
2016-04-14,12,0.0,12
2016-04-15,19,0.0,9
2016-04-16,0,0.0,8
2016-04-17,4,0.0,0
2016-04-18,13,2.0,2
2016-04-19,10,8.0,4
2016-04-20,8,7.0,6
2016-04-21,22,2.0,5
2016-04-22,20,6.0,1
2016-04-23,0,2.0,0
2016-04-24,0,6.0,0
2016-04-25,13,8.0,7
2016-04-26,26,13.0,4
2016-04-27,10,6.0,3
2016-04-28,12,1.0,4
2016-04-29,2,1.0,5
2016-04-30,1,0.0,0
2016-05-01,1,2.0,0
2016-05-02,9,0.0,8
2016-05-03,28,0.0,3
2016-05-04,17,11.0,20
2016-05-05,14,11.0,0
2016-05-06,31,16.0,9
2016-05-07,0,3.0,0
2016-05-08,0,0.0,0
2016-05-09,6,6.0,22
2016-05-10,2,2.0,2
2016-05-11,21,11.0,4
2016-05-12,6,5.0,4
2016-05-13,20,3.0,3
2016-05-14,1,0.0,0
2016-05-15,0,0.0,0
2016-05-16,7,12.0,0
2016-05-17,29,8.0,0
2016-05-18,5,1.0,1
2016-05-19,6,7.0,5
2016-05-20,2,2.0,3
2016-05-21,1,0.0,0
2016-05-22,0,0.0,0
2016-05-23,0,4.0,16
2016-05-24,6,0.0,3
2016-05-25,14,2.0,1
2016-05-26,21,3.0,2
2016-05-27,8,4.0,2
2016-05-28,0,2.0,1
2016-05-29,0,2.0,0
2016-05-30,4,2.0,16
2016-05-31,4,3.0,6
2016-06-01,19,4.0,5
2016-06-02,9,5.0,2
2016-06-03,2,5.0,10
2016-06-04,0,1.0,0
2016-06-05,2,2.0,1
2016-06-06,6,21.0,4
2016-06-07,44,18.0,0
2016-06-08,2,12.0,1
2016-06-09,9,0.0,7
2016-06-10,17,0.0,6
2016-06-11,0,0.0,0
2016-06-12,1,1.0,1
2016-06-13,22,1.0,8
2016-06-14,12,4.0,3
2016-06-15,14,14.0,3
2016-06-16,6,12.0,3
2016-06-17,15,13.0,9
2016-06-18,0,7.0,1
2016-06-19,0,10.0,0
2016-06-20,23,9.0,6
2016-06-21,21,9.0,16
2016-06-22,23,10.0,8
2016-06-23,5,5.0,1
2016-06-24,5,15.0,2
2016-06-25,0,0.0,0
2016-06-26,0,0.0,0
2016-06-27,16,8.0,0
2016-06-28,4,13.0,0
2016-06-29,0,18.0,0
