,DevExpress/testcafe,cypress-io/cypress,seleniumhq/selenium
2020-09-30,0,7,7
2020-10-01,2,9,1
2020-10-02,1,5,8
2020-10-03,0,1,0
2020-10-04,0,0,0
2020-10-05,2,1,4
2020-10-06,0,7,6
2020-10-07,1,8,13
2020-10-08,1,12,0
2020-10-09,2,2,4
2020-10-10,0,0,1
2020-10-11,0,1,0
2020-10-12,1,0,6
2020-10-13,0,6,7
2020-10-14,0,15,4
2020-10-15,2,2,3
2020-10-16,0,3,0
2020-10-17,0,0,0
2020-10-18,0,0,1
2020-10-19,1,4,3
2020-10-20,4,3,18
2020-10-21,0,4,5
2020-10-22,0,2,0
2020-10-23,0,2,3
2020-10-24,0,0,0
2020-10-25,0,0,0
2020-10-26,2,7,5
2020-10-27,0,4,5
2020-10-28,0,4,4
2020-10-29,1,14,9
2020-10-30,1,14,3
2020-10-31,0,0,0
2020-11-01,0,0,5
2020-11-02,1,5,12
2020-11-03,2,6,8
2020-11-04,0,3,9
2020-11-05,0,1,11
2020-11-06,1,1,10
2020-11-07,0,0,5
2020-11-08,0,0,4
2020-11-09,0,8,19
2020-11-10,3,5,27
2020-11-11,1,0,6
2020-11-12,1,1,13
2020-11-13,2,0,13
2020-11-14,0,3,2
2020-11-15,0,0,4
2020-11-16,4,4,9
2020-11-17,0,3,16
2020-11-18,1,1,6
2020-11-19,1,1,11
2020-11-20,0,3,8
2020-11-21,0,0,3
2020-11-22,0,0,12
2020-11-23,2,14,24
2020-11-24,2,4,39
2020-11-25,2,1,5
2020-11-26,4,0,8
2020-11-27,8,0,11
2020-11-28,0,0,10
2020-11-29,0,0,13
2020-11-30,2,15,11
2020-12-01,1,0,7
2020-12-02,3,7,14
2020-12-03,1,9,7
2020-12-04,2,4,12
2020-12-05,0,0,6
2020-12-06,0,0,13
2020-12-07,3,5,12
2020-12-08,1,0,7
2020-12-09,2,5,8
2020-12-10,0,2,6
2020-12-11,7,3,5
2020-12-12,0,0,0
2020-12-13,0,0,0
2020-12-14,1,3,2
2020-12-15,4,0,10
2020-12-16,5,5,2
2020-12-17,1,3,7
2020-12-18,0,3,9
2020-12-19,0,0,0
2020-12-20,0,1,4
2020-12-21,2,12,4
2020-12-22,1,0,3
2020-12-23,2,2,0
2020-12-24,1,1,2
2020-12-25,3,0,1
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,2,2,1
2020-12-29,1,2,1
2020-12-30,1,0,1
2020-12-31,0,0,0
2021-01-01,0,0,0
2021-01-02,0,0,2
2021-01-03,0,0,5
2021-01-04,0,3,3
2021-01-05,0,13,4
2021-01-06,0,7,2
2021-01-07,0,0,5
2021-01-08,1,5,10
2021-01-09,0,0,3
2021-01-10,0,0,1
2021-01-11,2,9,4
2021-01-12,2,2,3
2021-01-13,4,3,11
2021-01-14,4,1,9
2021-01-15,2,1,5
2021-01-16,0,0,0
2021-01-17,0,1,2
2021-01-18,2,0,0
2021-01-19,2,5,5
2021-01-20,4,4,2
2021-01-21,0,3,12
2021-01-22,1,4,15
2021-01-23,0,0,5
2021-01-24,0,0,4
2021-01-25,2,0,9
2021-01-26,2,3,10
2021-01-27,1,11,5
2021-01-28,1,1,9
2021-01-29,1,6,3
2021-01-30,1,2,4
2021-01-31,0,0,6
2021-02-01,0,7,9
2021-02-02,0,4,25
2021-02-03,0,0,7
2021-02-04,0,12,11
2021-02-05,1,28,5
2021-02-06,0,0,7
2021-02-07,0,0,7
2021-02-08,2,24,9
2021-02-09,4,21,22
2021-02-10,1,6,12
2021-02-11,2,9,20
2021-02-12,1,11,9
2021-02-13,0,0,20
2021-02-14,0,2,5
2021-02-15,9,13,13
2021-02-16,1,15,6
2021-02-17,0,18,10
2021-02-18,2,14,4
2021-02-19,1,3,6
2021-02-20,0,1,4
2021-02-21,0,0,4
2021-02-22,0,8,15
2021-02-23,0,3,11
2021-02-24,1,4,5
2021-02-25,2,9,2
2021-02-26,1,2,0
2021-02-27,0,1,0
2021-02-28,0,1,1
2021-03-01,0,3,12
2021-03-02,1,5,8
2021-03-03,1,10,10
2021-03-04,4,6,4
2021-03-05,1,15,2
2021-03-06,0,3,3
2021-03-07,1,0,1
2021-03-08,0,11,3
2021-03-09,1,4,5
2021-03-10,1,17,6
2021-03-11,5,4,7
2021-03-12,0,4,7
2021-03-13,1,1,4
2021-03-14,0,1,0
2021-03-15,2,18,34
2021-03-16,2,22,15
2021-03-17,3,9,9
2021-03-18,1,15,9
2021-03-19,1,13,9
2021-03-20,1,2,0
2021-03-21,0,0,1
2021-03-22,4,11,4
2021-03-23,1,7,11
2021-03-24,2,3,3
2021-03-25,1,5,2
2021-03-26,1,5,3
2021-03-27,0,0,1
2021-03-28,0,0,0
2021-03-29,1,14,5
2021-03-30,0,19,9
2021-03-31,1,7,1
2021-04-01,3,21,3
2021-04-02,2,16,0
2021-04-03,0,1,0
2021-04-04,0,0,0
2021-04-05,1,20,0
2021-04-06,0,11,2
2021-04-07,2,7,6
2021-04-08,3,2,8
2021-04-09,4,4,5
2021-04-10,0,1,0
2021-04-11,0,0,3
2021-04-12,0,5,14
2021-04-13,0,13,17
2021-04-14,0,3,1
2021-04-15,1,8,2
2021-04-16,2,3,0
2021-04-17,0,0,0
2021-04-18,0,0,0
2021-04-19,4,3,5
2021-04-20,0,3,9
2021-04-21,1,17,6
2021-04-22,2,17,6
2021-04-23,0,4,0
2021-04-24,0,0,2
2021-04-25,0,0,0
2021-04-26,17,13,5
2021-04-27,4,10,5
2021-04-28,4,5,0
2021-04-29,0,16,4
2021-04-30,1,9,0
2021-05-01,0,0,0
2021-05-02,0,0,2
2021-05-03,0,4,1
2021-05-04,3,2,2
2021-05-05,2,17,4
2021-05-06,4,6,9
2021-05-07,7,7,2
2021-05-08,0,0,0
2021-05-09,0,0,1
2021-05-10,1,13,9
2021-05-11,0,12,11
2021-05-12,8,13,11
2021-05-13,0,13,2
2021-05-14,1,4,0
2021-05-15,0,0,0
2021-05-16,0,0,0
2021-05-17,1,5,1
2021-05-18,0,1,5
2021-05-19,0,5,6
2021-05-20,0,5,0
2021-05-21,0,4,1
2021-05-22,0,0,0
2021-05-23,0,0,0
2021-05-24,2,9,13
2021-05-25,1,1,3
2021-05-26,1,10,6
2021-05-27,4,2,3
2021-05-28,2,2,0
2021-05-29,0,0,0
2021-05-30,0,0,0
2021-05-31,1,6,0
2021-06-01,2,9,2
2021-06-02,2,8,4
2021-06-03,1,5,5
2021-06-04,3,11,13
2021-06-05,0,0,0
2021-06-06,0,0,0
2021-06-07,4,7,6
2021-06-08,0,8,8
2021-06-09,0,5,6
2021-06-10,0,4,18
2021-06-11,0,1,2
2021-06-12,0,0,0
2021-06-13,0,0,2
2021-06-14,0,1,3
2021-06-15,0,3,3
2021-06-16,1,3,5
2021-06-17,2,13,4
2021-06-18,1,4,0
2021-06-19,0,0,0
2021-06-20,0,0,0
2021-06-21,0,4,0
2021-06-22,1,4,3
2021-06-23,0,6,0
2021-06-24,0,15,2
2021-06-25,0,4,3
2021-06-26,0,0,0
2021-06-27,0,1,0
2021-06-28,2,1,4
2021-06-29,0,10,3
2021-06-30,2,5,4
2021-07-01,0,0,4
2021-07-02,0,0,4
2021-07-03,0,0,2
2021-07-04,0,0,0
2021-07-05,0,1,3
2021-07-06,1,12,8
2021-07-07,2,8,1
2021-07-08,4,2,3
2021-07-09,1,1,1
2021-07-10,0,0,0
2021-07-11,0,0,0
2021-07-12,7,13,7
2021-07-13,1,7,7
2021-07-14,1,3,1
2021-07-15,1,2,6
2021-07-16,1,5,7
2021-07-17,0,0,0
2021-07-18,0,0,0
2021-07-19,2,13,2
2021-07-20,0,14,3
2021-07-21,4,11,2
2021-07-22,0,8,0
2021-07-23,0,6,1
2021-07-24,0,5,0
2021-07-25,0,1,0
2021-07-26,1,10,0
2021-07-27,1,5,2
2021-07-28,2,6,3
2021-07-29,0,17,1
2021-07-30,0,5,3
2021-07-31,0,7,0
2021-08-01,0,1,0
2021-08-02,4,21,0
2021-08-03,1,19,2
2021-08-04,0,29,0
2021-08-05,0,14,10
2021-08-06,0,26,3
2021-08-07,0,0,0
2021-08-08,0,0,0
2021-08-09,0,6,5
2021-08-10,0,6,8
2021-08-11,4,5,5
2021-08-12,1,9,1
2021-08-13,3,0,3
2021-08-14,1,0,0
2021-08-15,0,0,0
2021-08-16,0,5,9
2021-08-17,0,6,0
2021-08-18,3,17,4
2021-08-19,2,6,0
2021-08-20,5,1,3
2021-08-21,1,0,1
2021-08-22,1,0,0
2021-08-23,2,14,3
2021-08-24,1,12,4
2021-08-25,0,8,0
2021-08-26,3,2,4
2021-08-27,0,4,2
2021-08-28,0,0,0
2021-08-29,0,1,0
2021-08-30,1,6,7
2021-08-31,0,10,8
2021-09-01,2,3,14
2021-09-02,3,0,2
2021-09-03,0,0,1
2021-09-04,0,0,0
2021-09-05,0,0,5
2021-09-06,0,1,3
2021-09-07,0,8,3
2021-09-08,6,6,7
2021-09-09,2,12,1
2021-09-10,0,19,4
2021-09-11,0,4,0
2021-09-12,0,1,1
2021-09-13,1,12,6
2021-09-14,3,7,5
2021-09-15,0,8,2
2021-09-16,2,9,6
2021-09-17,1,6,5
2021-09-18,0,0,0
2021-09-19,0,0,0
2021-09-20,0,2,10
2021-09-21,0,8,11
2021-09-22,1,4,10
2021-09-23,1,9,0
2021-09-24,0,8,17
2021-09-25,0,2,2
2021-09-26,0,0,0
2021-09-27,0,6,11
2021-09-28,2,4,38
2021-09-29,1,3,17
2021-09-30,1,5,11
2021-10-01,1,5,3
2021-10-02,0,2,0
2021-10-03,0,0,0
2021-10-04,1,3,2
2021-10-05,3,8,1
2021-10-06,2,12,0
2021-10-07,0,8,8
2021-10-08,1,12,14
2021-10-09,0,3,4
2021-10-10,0,0,1
2021-10-11,1,8,9
2021-10-12,1,5,12
2021-10-13,0,12,16
2021-10-14,0,9,5
2021-10-15,0,14,3
2021-10-16,0,0,0
2021-10-17,0,0,1
2021-10-18,1,8,7
2021-10-19,2,10,8
2021-10-20,1,26,14
2021-10-21,0,5,5
2021-10-22,6,8,7
2021-10-23,0,1,0
2021-10-24,0,0,0
2021-10-25,0,17,12
2021-10-26,0,8,1
2021-10-27,2,5,3
2021-10-28,0,4,1
2021-10-29,0,11,3
2021-10-30,0,0,0
2021-10-31,0,0,1
2021-11-01,1,15,0
2021-11-02,3,7,2
2021-11-03,10,3,8
2021-11-04,0,7,4
2021-11-05,0,3,8
2021-11-06,0,0,0
2021-11-07,0,0,0
2021-11-08,1,8,2
2021-11-09,2,20,6
2021-11-10,2,15,0
2021-11-11,2,0,0
2021-11-12,1,3,0
2021-11-13,0,0,0
2021-11-14,0,2,0
2021-11-15,0,6,3
2021-11-16,4,8,10
2021-11-17,1,3,17
2021-11-18,4,6,12
2021-11-19,0,7,5
2021-11-20,0,4,0
2021-11-21,0,1,0
2021-11-22,1,9,9
2021-11-23,1,8,6
2021-11-24,1,7,3
2021-11-25,0,0,0
2021-11-26,2,0,7
2021-11-27,0,0,4
2021-11-28,0,1,1
2021-11-29,2,21,6
2021-11-30,1,3,7
2021-12-01,1,4,21
2021-12-02,1,12,3
2021-12-03,4,10,3
2021-12-04,0,2,0
2021-12-05,0,4,0
2021-12-06,1,7,0
2021-12-07,1,22,0
2021-12-08,2,11,2
2021-12-09,0,10,2
2021-12-10,1,7,3
2021-12-11,0,1,0
2021-12-12,0,1,4
2021-12-13,1,1,6
2021-12-14,5,4,3
2021-12-15,0,6,1
2021-12-16,2,17,3
2021-12-17,0,5,4
2021-12-18,0,2,0
2021-12-19,0,0,0
2021-12-20,0,10,4
2021-12-21,0,12,0
2021-12-22,2,5,0
2021-12-23,4,0,1
2021-12-24,0,0,14
2021-12-25,0,0,1
2021-12-26,0,0,9
2021-12-27,9,0,4
2021-12-28,0,0,0
2021-12-29,0,0,3
2021-12-30,0,0,4
2021-12-31,0,0,5
2022-01-01,0,0,7
2022-01-02,0,0,0
2022-01-03,0,7,1
2022-01-04,0,7,8
2022-01-05,0,6,3
2022-01-06,0,8,3
2022-01-07,0,7,1
2022-01-08,0,0,2
2022-01-09,0,0,2
2022-01-10,1,14,5
2022-01-11,2,4,2
2022-01-12,0,9,2
2022-01-13,2,6,2
2022-01-14,0,5,0
2022-01-15,0,0,1
2022-01-16,0,0,1
2022-01-17,0,0,4
2022-01-18,2,10,0
2022-01-19,2,13,5
2022-01-20,1,10,4
2022-01-21,0,23,4
2022-01-22,0,0,1
2022-01-23,0,0,1
2022-01-24,1,9,11
2022-01-25,6,15,0
2022-01-26,2,9,0
2022-01-27,0,10,3
2022-01-28,0,9,2
2022-01-29,0,1,2
2022-01-30,0,0,3
2022-01-31,0,17,3
2022-02-01,0,5,2
2022-02-02,0,6,6
2022-02-03,0,5,15
2022-02-04,1,5,7
2022-02-05,0,1,0
2022-02-06,0,0,1
2022-02-07,0,11,0
2022-02-08,2,31,0
2022-02-09,0,11,5
2022-02-10,0,24,2
2022-02-11,0,16,3
2022-02-12,0,2,0
2022-02-13,0,1,0
2022-02-14,0,17,2
2022-02-15,0,9,0
2022-02-16,2,8,0
2022-02-17,1,9,0
2022-02-18,2,19,2
2022-02-19,0,2,4
2022-02-20,0,2,0
2022-02-21,2,19,5
2022-02-22,2,30,6
2022-02-23,0,18,3
2022-02-24,0,9,3
2022-02-25,3,19,4
2022-02-26,0,5,1
2022-02-27,0,1,0
2022-02-28,3,14,3
2022-03-01,0,10,11
2022-03-02,0,8,2
2022-03-03,0,6,8
2022-03-04,0,21,6
2022-03-05,0,2,0
2022-03-06,0,2,0
2022-03-07,0,8,0
2022-03-08,0,22,2
2022-03-09,0,19,5
2022-03-10,0,10,2
2022-03-11,0,6,1
2022-03-12,0,0,1
2022-03-13,0,0,0
2022-03-14,0,22,0
2022-03-15,0,23,0
2022-03-16,2,22,0
2022-03-17,0,5,2
2022-03-18,0,4,0
2022-03-19,0,0,0
2022-03-20,0,0,0
2022-03-21,0,12,1
2022-03-22,1,17,2
2022-03-23,0,21,5
2022-03-24,0,25,5
2022-03-25,1,12,5
2022-03-26,0,0,4
2022-03-27,0,3,2
2022-03-28,1,15,3
2022-03-29,2,30,4
2022-03-30,4,15,10
2022-03-31,2,22,0
2022-04-01,2,18,11
2022-04-02,0,0,1
2022-04-03,0,0,0
2022-04-04,0,16,2
2022-04-05,1,15,3
2022-04-06,1,16,9
2022-04-07,4,14,12
2022-04-08,1,20,7
2022-04-09,0,0,1
2022-04-10,0,1,1
2022-04-11,0,18,3
2022-04-12,0,16,0
2022-04-13,0,11,9
2022-04-14,2,19,13
2022-04-15,1,6,0
2022-04-16,0,0,0
2022-04-17,0,0,1
2022-04-18,4,6,2
2022-04-19,0,16,1
2022-04-20,0,7,7
2022-04-21,0,7,5
2022-04-22,0,6,1
2022-04-23,0,2,2
2022-04-24,0,0,0
