,grafana/grafana,getsentry/sentry,elastic/kibana
2022-03-28,0,31,59
2022-03-29,23,53,79
2022-03-30,26,60,58
2022-03-31,31,28,50
2022-04-01,24,32,40
2022-04-02,2,1,3
2022-04-03,0,0,0
2022-04-04,28,42,37
2022-04-05,32,48,27
2022-04-06,35,29,32
2022-04-07,19,52,44
2022-04-08,22,28,6
2022-04-09,0,0,1
2022-04-10,0,0,1
2022-04-11,15,27,41
2022-04-12,33,33,39
2022-04-13,27,32,46
2022-04-14,23,30,52
2022-04-15,13,17,21
2022-04-16,0,1,5
2022-04-17,0,0,2
2022-04-18,4,28,28
2022-04-19,13,46,63
2022-04-20,41,43,39
2022-04-21,35,31,29
2022-04-22,22,24,5
2022-04-23,2,0,0
2022-04-24,2,0,1
2022-04-25,19,47,16
2022-04-26,22,35,33
2022-04-27,24,42,36
2022-04-28,38,39,29
2022-04-29,28,38,28
2022-04-30,0,0,1
2022-05-01,0,0,1
2022-05-02,22,16,25
2022-05-03,26,45,36
2022-05-04,31,33,55
2022-05-05,36,44,27
2022-05-06,24,23,34
2022-05-07,0,3,0
2022-05-08,1,1,1
2022-05-09,6,40,27
2022-05-10,4,47,35
2022-05-11,8,42,48
2022-05-12,13,38,46
2022-05-13,8,25,2
2022-05-14,0,14,0
2022-05-15,2,1,3
2022-05-16,28,42,35
2022-05-17,35,37,50
2022-05-18,29,43,53
2022-05-19,30,36,45
2022-05-20,27,33,51
2022-05-21,5,0,0
2022-05-22,4,0,1
2022-05-23,62,22,51
2022-05-24,36,33,70
2022-05-25,39,33,61
2022-05-26,36,31,28
2022-05-27,9,10,2
2022-05-28,1,0,0
2022-05-29,0,0,0
2022-05-30,24,25,28
2022-05-31,39,29,38
2022-06-01,35,49,32
2022-06-02,37,35,25
2022-06-03,32,36,33
2022-06-04,5,1,1
2022-06-05,3,0,1
2022-06-06,15,35,31
2022-06-07,33,37,52
2022-06-08,31,36,40
2022-06-09,38,20,44
2022-06-10,29,14,8
2022-06-11,3,0,0
2022-06-12,0,0,0
2022-06-13,32,35,46
2022-06-14,40,37,45
2022-06-15,24,45,49
2022-06-16,25,50,34
2022-06-17,34,12,25
2022-06-18,1,1,1
2022-06-19,0,0,2
2022-06-20,30,11,34
2022-06-21,30,41,36
2022-06-22,40,45,28
2022-06-23,29,41,52
2022-06-24,21,31,24
2022-06-25,1,0,2
2022-06-26,0,0,5
2022-06-27,29,50,28
2022-06-28,22,37,49
2022-06-29,34,56,57
2022-06-30,27,42,55
2022-07-01,2,4,6
2022-07-02,0,0,1
2022-07-03,0,0,1
2022-07-04,17,5,22
2022-07-05,14,29,53
2022-07-06,39,46,39
2022-07-07,46,29,42
2022-07-08,27,23,50
2022-07-09,1,1,3
2022-07-10,0,0,2
2022-07-11,19,45,45
2022-07-12,20,41,49
2022-07-13,20,45,46
2022-07-14,37,38,51
2022-07-15,22,34,5
2022-07-16,1,0,2
2022-07-17,1,0,1
2022-07-18,24,27,54
2022-07-19,37,32,52
2022-07-20,33,43,53
2022-07-21,22,38,47
2022-07-22,23,33,54
2022-07-23,7,0,1
2022-07-24,3,1,2
2022-07-25,31,25,78
2022-07-26,28,37,70
2022-07-27,32,48,44
2022-07-28,22,48,48
2022-07-29,18,42,31
2022-07-30,0,0,1
2022-07-31,0,0,1
2022-08-01,30,19,38
2022-08-02,30,59,51
2022-08-03,42,61,62
2022-08-04,18,43,43
2022-08-05,5,20,7
2022-08-06,0,0,1
2022-08-07,0,0,1
2022-08-08,30,46,48
2022-08-09,26,39,58
2022-08-10,37,40,40
2022-08-11,34,47,30
2022-08-12,26,37,34
2022-08-13,2,2,3
2022-08-14,0,0,4
2022-08-15,9,40,31
2022-08-16,21,54,38
2022-08-17,21,49,32
2022-08-18,27,29,29
2022-08-19,15,36,3
2022-08-20,0,1,3
2022-08-21,0,0,2
2022-08-22,30,4,31
2022-08-23,22,4,46
2022-08-24,26,0,31
2022-08-25,28,0,24
2022-08-26,34,0,24
2022-08-27,1,0,3
2022-08-28,1,0,1
2022-08-29,12,80,29
2022-08-30,19,44,42
2022-08-31,21,52,32
2022-09-01,28,41,44
2022-09-02,30,9,3
2022-09-03,0,1,1
2022-09-04,0,0,2
2022-09-05,24,6,14
2022-09-06,28,28,41
2022-09-07,23,44,41
2022-09-08,20,40,41
2022-09-09,34,38,54
2022-09-10,1,0,2
2022-09-11,0,0,3
2022-09-12,27,62,42
2022-09-13,22,42,52
2022-09-14,34,49,38
2022-09-15,23,69,56
2022-09-16,26,31,12
2022-09-17,1,0,1
2022-09-18,0,0,2
2022-09-19,35,60,70
2022-09-20,42,48,108
2022-09-21,40,31,58
2022-09-22,29,22,66
2022-09-23,29,72,73
2022-09-24,0,0,5
2022-09-25,0,0,1
2022-09-26,29,49,42
2022-09-27,47,48,58
2022-09-28,36,55,49
2022-09-29,23,43,47
2022-09-30,27,13,35
2022-10-01,1,1,2
2022-10-02,0,0,1
2022-10-03,23,31,35
2022-10-04,49,44,76
2022-10-05,32,44,61
2022-10-06,29,43,46
2022-10-07,28,22,2
2022-10-08,2,1,1
2022-10-09,0,0,2
2022-10-10,32,39,34
2022-10-11,47,34,46
2022-10-12,24,60,42
2022-10-13,25,52,35
2022-10-14,27,58,32
2022-10-15,3,2,1
2022-10-16,2,0,1
2022-10-17,31,61,35
2022-10-18,32,71,38
2022-10-19,42,62,48
2022-10-20,34,41,51
2022-10-21,25,48,5
2022-10-22,3,2,1
2022-10-23,0,0,1
2022-10-24,26,53,30
2022-10-25,31,76,43
2022-10-26,26,41,34
2022-10-27,31,70,40
2022-10-28,25,36,32
2022-10-29,0,1,3
2022-10-30,0,0,3
2022-10-31,27,46,38
2022-11-01,24,59,39
2022-11-02,32,63,55
2022-11-03,41,54,44
2022-11-04,28,37,36
2022-11-05,2,2,3
2022-11-06,1,1,1
2022-11-07,32,50,50
2022-11-08,40,45,57
2022-11-09,25,39,49
2022-11-10,26,35,42
2022-11-11,21,29,5
2022-11-12,2,1,2
2022-11-13,1,0,1
2022-11-14,16,37,60
2022-11-15,17,72,54
2022-11-16,30,53,64
2022-11-17,14,42,49
2022-11-18,26,36,42
2022-11-19,0,3,2
2022-11-20,0,0,1
2022-11-21,25,34,44
2022-11-22,38,42,41
2022-11-23,45,42,46
2022-11-24,29,18,36
2022-11-25,2,8,4
2022-11-26,0,0,1
2022-11-27,0,0,1
2022-11-28,32,32,48
2022-11-29,30,48,60
2022-11-30,47,29,39
2022-12-01,32,33,22
2022-12-02,27,19,33
2022-12-03,0,4,2
2022-12-04,1,0,2
2022-12-05,16,37,33
2022-12-06,17,39,39
2022-12-07,26,45,33
2022-12-08,24,24,23
2022-12-09,21,44,4
2022-12-10,1,1,1
2022-12-11,1,0,3
2022-12-12,31,15,41
2022-12-13,32,28,23
2022-12-14,41,34,43
2022-12-15,34,38,45
2022-12-16,15,31,35
2022-12-17,0,4,2
2022-12-18,0,0,1
2022-12-19,34,23,37
2022-12-20,30,31,32
2022-12-21,31,43,37
2022-12-22,23,37,30
2022-12-23,11,2,10
2022-12-24,0,0,1
2022-12-25,1,0,2
2022-12-26,5,0,5
2022-12-27,6,3,13
2022-12-28,5,4,12
2022-12-29,12,1,21
2022-12-30,4,3,9
2022-12-31,0,0,1
2023-01-01,0,0,1
2023-01-02,7,0,3
2023-01-03,21,34,37
2023-01-04,31,33,54
2023-01-05,22,39,34
2023-01-06,21,50,2
2023-01-07,2,10,1
2023-01-08,0,0,1
2023-01-09,25,62,43
2023-01-10,36,38,43
2023-01-11,32,75,35
2023-01-12,38,47,38
2023-01-13,44,58,26
2023-01-14,1,5,2
2023-01-15,0,2,5
2023-01-16,25,25,21
2023-01-17,39,39,44
2023-01-18,37,41,45
2023-01-19,38,38,39
2023-01-20,26,35,6
2023-01-21,2,4,0
2023-01-22,1,0,2
2023-01-23,48,48,36
2023-01-24,35,42,52
2023-01-25,44,31,43
2023-01-26,57,50,41
2023-01-27,60,35,49
2023-01-28,1,0,4
2023-01-29,0,0,3
2023-01-30,54,40,56
2023-01-31,43,44,49
2023-02-01,39,49,56
2023-02-02,47,58,59
2023-02-03,38,40,12
2023-02-04,0,1,3
2023-02-05,0,0,1
2023-02-06,26,40,53
2023-02-07,41,49,75
2023-02-08,26,39,59
2023-02-09,27,33,65
2023-02-10,25,63,46
2023-02-11,3,3,4
2023-02-12,2,0,1
2023-02-13,2,69,36
2023-02-14,4,52,44
2023-02-15,0,56,57
2023-02-16,4,44,55
2023-02-17,1,47,4
2023-02-18,1,0,1
2023-02-19,0,2,1
2023-02-20,15,0,20
2023-02-21,16,34,68
2023-02-22,27,48,55
2023-02-23,33,39,42
2023-02-24,24,27,44
2023-02-25,0,2,2
2023-02-26,0,0,4
2023-02-27,20,42,47
2023-02-28,30,53,33
2023-03-01,31,42,36
2023-03-02,31,56,40
2023-03-03,32,34,3
2023-03-04,1,1,0
2023-03-05,0,0,1
2023-03-06,40,36,38
2023-03-07,34,37,36
2023-03-08,48,27,43
2023-03-09,37,46,38
2023-03-10,31,40,25
2023-03-11,1,3,5
2023-03-12,1,0,2
2023-03-13,18,43,4
2023-03-14,25,47,7
2023-03-15,20,69,6
2023-03-16,26,54,9
2023-03-17,21,34,3
2023-03-18,0,2,2
2023-03-19,1,0,3
2023-03-20,36,50,37
2023-03-21,28,54,32
2023-03-22,41,35,34
2023-03-23,25,56,40
2023-03-24,0,39,21
2023-03-25,0,0,3
2023-03-26,0,0,2
2023-03-27,23,45,40
2023-03-28,38,62,37
2023-03-29,25,51,37
2023-03-30,43,43,45
2023-03-31,37,37,31
2023-04-01,1,1,2
2023-04-02,0,0,1
2023-04-03,39,48,41
2023-04-04,26,50,37
2023-04-05,35,53,27
2023-04-06,19,37,41
2023-04-07,12,27,2
2023-04-08,0,2,1
2023-04-09,1,0,1
2023-04-10,3,27,30
2023-04-11,33,45,55
2023-04-12,33,60,37
2023-04-13,47,47,42
2023-04-14,31,49,4
2023-04-15,2,2,1
2023-04-16,0,0,1
2023-04-17,29,55,54
2023-04-18,39,66,48
2023-04-19,30,62,50
2023-04-20,37,71,65
2023-04-21,37,28,49
2023-04-22,2,0,5
2023-04-23,0,0,5
2023-04-24,36,41,40
2023-04-25,37,61,87
2023-04-26,35,55,67
2023-04-27,56,62,47
2023-04-28,53,66,27
2023-04-29,1,2,2
2023-04-30,0,0,3
2023-05-01,13,46,22
2023-05-02,21,58,52
2023-05-03,33,76,52
2023-05-04,20,49,47
2023-05-05,27,57,62
2023-05-06,3,1,4
2023-05-07,1,1,3
2023-05-08,21,53,60
2023-05-09,35,53,40
2023-05-10,41,49,35
2023-05-11,25,53,34
2023-05-12,27,58,30
2023-05-13,0,0,3
2023-05-14,1,0,2
2023-05-15,27,54,49
2023-05-16,27,76,46
2023-05-17,22,64,45
2023-05-18,13,55,29
2023-05-19,0,42,2
2023-05-20,0,1,1
2023-05-21,0,0,2
2023-05-22,33,32,34
2023-05-23,21,57,43
2023-05-24,22,55,40
2023-05-25,35,50,24
2023-05-26,33,48,41
2023-05-27,0,0,3
2023-05-28,0,0,2
2023-05-29,8,14,13
2023-05-30,29,68,36
2023-05-31,20,75,42
2023-06-01,22,62,33
2023-06-02,27,42,34
2023-06-03,1,2,2
2023-06-04,0,0,2
2023-06-05,22,54,35
2023-06-06,31,79,42
2023-06-07,22,50,49
2023-06-08,31,63,34
2023-06-09,14,52,32
2023-06-10,1,4,2
2023-06-11,2,0,1
2023-06-12,23,60,35
2023-06-13,18,81,52
2023-06-14,31,79,50
2023-06-15,28,73,63
2023-06-16,36,73,11
2023-06-17,4,6,1
2023-06-18,0,0,2
2023-06-19,12,19,42
2023-06-20,27,45,79
2023-06-21,38,55,47
2023-06-22,26,55,51
2023-06-23,30,49,43
2023-06-24,0,0,4
2023-06-25,0,0,1
2023-06-26,26,77,40
2023-06-27,25,62,49
2023-06-28,34,70,44
2023-06-29,23,77,57
2023-06-30,15,78,46
2023-07-01,0,1,4
2023-07-02,0,0,4
2023-07-03,1,15,29
2023-07-04,21,27,27
2023-07-05,24,68,40
2023-07-06,20,69,43
2023-07-07,25,57,35
2023-07-08,0,0,4
2023-07-09,0,1,1
2023-07-10,20,67,31
2023-07-11,33,71,57
2023-07-12,31,74,39
2023-07-13,33,65,43
2023-07-14,32,52,44
2023-07-15,1,1,3
2023-07-16,1,0,2
2023-07-17,37,61,40
2023-07-18,44,97,43
2023-07-19,35,62,33
2023-07-20,21,83,43
2023-07-21,34,56,4
2023-07-22,0,5,2
2023-07-23,0,3,1
2023-07-24,39,74,32
2023-07-25,44,82,31
2023-07-26,39,72,46
2023-07-27,18,59,30
2023-07-28,25,47,30
2023-07-29,1,3,1
2023-07-30,0,0,1
2023-07-31,19,64,46
2023-08-01,28,53,52
2023-08-02,25,58,36
2023-08-03,34,59,34
2023-08-04,19,59,51
2023-08-05,0,1,1
2023-08-06,0,0,1
2023-08-07,11,43,47
2023-08-08,14,58,46
2023-08-09,13,50,41
2023-08-10,14,85,43
2023-08-11,8,24,45
2023-08-12,0,3,4
2023-08-13,1,1,2
2023-08-14,12,58,61
2023-08-15,13,64,59
2023-08-16,18,68,56
2023-08-17,21,78,38
2023-08-18,25,64,4
2023-08-19,0,1,0
2023-08-20,0,1,0
2023-08-21,14,6,37
2023-08-22,18,4,56
2023-08-23,23,3,63
2023-08-24,17,1,49
2023-08-25,24,6,37
2023-08-26,0,1,8
2023-08-27,1,0,2
2023-08-28,33,76,47
2023-08-29,31,83,47
2023-08-30,29,61,49
2023-08-31,27,57,57
2023-09-01,17,10,51
2023-09-02,0,0,2
2023-09-03,1,0,4
2023-09-04,19,13,29
2023-09-05,21,45,59
2023-09-06,29,53,96
2023-09-07,29,51,65
2023-09-08,16,48,40
2023-09-09,1,3,5
2023-09-10,0,0,1
2023-09-11,31,44,32
2023-09-12,37,70,31
2023-09-13,39,63,33
2023-09-14,30,57,56
2023-09-15,1,39,1
2023-09-16,0,1,1
2023-09-17,0,0,2
2023-09-18,33,54,44
2023-09-19,33,56,43
2023-09-20,30,82,52
2023-09-21,24,63,45
2023-09-22,33,56,29
2023-09-23,2,0,1
2023-09-24,0,0,1
2023-09-25,28,60,47
2023-09-26,26,55,43
2023-09-27,29,86,61
2023-09-28,40,61,61
2023-09-29,39,54,61
2023-09-30,0,1,8
2023-10-01,0,1,3
2023-10-02,26,49,65
2023-10-03,42,64,60
2023-10-04,44,64,69
2023-10-05,32,63,46
2023-10-06,31,60,49
2023-10-07,1,1,3
2023-10-08,0,0,1
2023-10-09,22,16,39
2023-10-10,36,61,41
2023-10-11,41,70,37
2023-10-12,46,57,35
2023-10-13,59,50,62
2023-10-14,1,2,4
2023-10-15,0,0,5
2023-10-16,21,65,51
2023-10-17,32,60,65
2023-10-18,18,82,54
2023-10-19,26,70,55
2023-10-20,23,42,4
2023-10-21,3,3,2
2023-10-22,0,0,1
2023-10-23,44,84,58
2023-10-24,40,69,55
2023-10-25,39,71,63
2023-10-26,28,59,52
2023-10-27,39,48,42
2023-10-28,1,0,2
2023-10-29,0,0,1
2023-10-30,33,52,35
2023-10-31,35,72,40
2023-11-01,32,64,35
2023-11-02,30,68,41
2023-11-03,30,55,42
2023-11-04,0,1,5
2023-11-05,0,1,3
2023-11-06,34,58,43
2023-11-07,34,66,37
2023-11-08,34,53,44
2023-11-09,26,56,46
2023-11-10,22,28,37
2023-11-11,0,1,3
2023-11-12,1,0,1
2023-11-13,24,36,24
2023-11-14,35,59,43
2023-11-15,42,74,50
2023-11-16,25,73,47
2023-11-17,29,33,9
2023-11-18,2,4,3
2023-11-19,0,0,2
2023-11-20,28,52,35
2023-11-21,34,58,35
2023-11-22,31,48,41
2023-11-23,23,16,44
2023-11-24,20,20,17
2023-11-25,0,0,2
2023-11-26,0,0,1
2023-11-27,21,79,36
2023-11-28,24,57,52
2023-11-29,44,65,61
2023-11-30,27,61,45
2023-12-01,19,60,31
2023-12-02,1,1,4
2023-12-03,1,0,1
2023-12-04,16,57,61
2023-12-05,15,81,70
2023-12-06,23,68,48
2023-12-07,23,62,75
2023-12-08,12,51,31
2023-12-09,0,2,3
2023-12-10,0,0,1
2023-12-11,25,50,38
2023-12-12,44,56,35
2023-12-13,28,52,51
2023-12-14,23,60,40
2023-12-15,27,57,23
2023-12-16,3,1,18
2023-12-17,2,0,3
2023-12-18,23,52,45
2023-12-19,27,70,73
2023-12-20,25,54,54
2023-12-21,15,76,42
2023-12-22,1,37,19
2023-12-23,1,1,1
2023-12-24,0,0,1
2023-12-25,0,0,1
2023-12-26,4,0,3
2023-12-27,5,32,6
2023-12-28,4,20,16
2023-12-29,6,29,5
2023-12-30,0,0,3
2023-12-31,0,0,1
2024-01-01,1,0,0
2024-01-02,16,48,34
2024-01-03,21,43,36
2024-01-04,32,49,35
2024-01-05,38,37,26
2024-01-06,1,4,6
2024-01-07,1,0,1
2024-01-08,26,69,34
2024-01-09,26,64,33
2024-01-10,28,63,37
2024-01-11,36,61,33
2024-01-12,33,74,35
2024-01-13,0,0,3
2024-01-14,0,0,3
2024-01-15,25,26,39
2024-01-16,41,64,41
2024-01-17,37,67,49
2024-01-18,39,55,31
2024-01-19,28,56,2
2024-01-20,2,1,3
2024-01-21,0,0,2
2024-01-22,37,51,46
2024-01-23,44,66,30
2024-01-24,34,61,33
2024-01-25,45,75,56
2024-01-26,41,71,52
2024-01-27,0,3,2
2024-01-28,1,0,2
2024-01-29,39,72,44
2024-01-30,38,85,49
2024-01-31,30,84,40
2024-02-01,46,74,43
2024-02-02,35,58,35
2024-02-03,1,0,1
2024-02-04,2,0,2
2024-02-05,33,62,42
2024-02-06,47,57,32
2024-02-07,42,77,47
2024-02-08,32,37,57
2024-02-09,35,38,45
2024-02-10,2,1,2
2024-02-11,1,1,2
2024-02-12,27,53,61
2024-02-13,26,62,75
2024-02-14,36,42,81
2024-02-15,33,60,49
2024-02-16,38,55,4
2024-02-17,3,4,1
2024-02-18,1,0,4
2024-02-19,9,11,40
2024-02-20,30,66,40
2024-02-21,30,72,41
2024-02-22,27,66,60
2024-02-23,37,60,49
2024-02-24,1,4,7
2024-02-25,1,2,6
2024-02-26,35,71,6
2024-02-27,33,67,6
2024-02-28,35,68,5
2024-02-29,31,75,2
2024-03-01,33,50,1
2024-03-02,1,1,1
2024-03-03,0,0,5
2024-03-04,28,70,30
2024-03-05,29,63,64
2024-03-06,32,75,48
2024-03-07,25,66,50
2024-03-08,2,54,41
2024-03-09,1,3,2
2024-03-10,0,0,1
2024-03-11,42,70,38
2024-03-12,42,75,59
2024-03-13,36,70,31
2024-03-14,30,57,42
2024-03-15,42,55,8
2024-03-16,3,1,4
2024-03-17,0,1,1
2024-03-18,42,74,34
2024-03-19,34,67,44
2024-03-20,31,73,30
2024-03-21,45,70,26
2024-03-22,57,62,47
2024-03-23,1,0,3
2024-03-24,1,0,1
2024-03-25,37,69,50
2024-03-26,33,69,45
2024-03-27,25,63,39
2024-03-28,35,55,33
2024-03-29,5,39,19
2024-03-30,2,0,1
2024-03-31,1,0,2
2024-04-01,1,29,18
2024-04-02,14,78,57
2024-04-03,67,64,37
2024-04-04,31,66,57
2024-04-05,32,41,41
2024-04-06,1,0,4
2024-04-07,0,0,2
2024-04-08,33,58,33
2024-04-09,29,66,53
2024-04-10,27,61,51
2024-04-11,32,74,39
2024-04-12,28,58,60
2024-04-13,0,1,6
2024-04-14,0,0,2
2024-04-15,40,69,53
2024-04-16,37,107,79
2024-04-17,44,73,54
2024-04-18,45,65,37
2024-04-19,44,63,8
2024-04-20,0,0,2
2024-04-21,1,0,3
2024-04-22,23,71,46
2024-04-23,35,71,49
2024-04-24,27,58,83
2024-04-25,28,64,58
2024-04-26,16,75,87
2024-04-27,1,1,4
2024-04-28,0,0,1
2024-04-29,55,63,46
2024-04-30,28,65,61
2024-05-01,20,73,49
2024-05-02,42,60,74
2024-05-03,37,63,44
2024-05-04,1,0,2
2024-05-05,1,0,1
2024-05-06,16,70,48
2024-05-07,23,75,41
2024-05-08,21,61,50
2024-05-09,25,63,36
2024-05-10,33,48,47
2024-05-11,2,5,3
2024-05-12,1,0,1
2024-05-13,37,70,48
2024-05-14,38,87,50
2024-05-15,31,56,52
2024-05-16,22,80,58
2024-05-17,3,46,51
2024-05-18,0,2,3
2024-05-19,0,0,3
2024-05-20,25,36,30
2024-05-21,23,80,40
2024-05-22,21,80,59
2024-05-23,20,63,44
2024-05-24,26,19,28
2024-05-25,0,0,2
2024-05-26,0,0,1
2024-05-27,19,11,22
2024-05-28,31,50,32
