,netdata/netdata,grafana/grafana,cacti/cacti
2020-06-24,5,14,0
2020-06-25,5,15,0
2020-06-26,0,11,0
2020-06-27,5,0,2
2020-06-28,4,1,5
2020-06-29,11,20,0
2020-06-30,5,32,2
2020-07-01,11,28,0
2020-07-02,16,15,0
2020-07-03,4,11,0
2020-07-04,4,5,0
2020-07-05,4,0,0
2020-07-06,6,17,1
2020-07-07,5,15,1
2020-07-08,6,19,1
2020-07-09,7,20,1
2020-07-10,5,9,0
2020-07-11,6,2,1
2020-07-12,4,0,1
2020-07-13,5,19,0
2020-07-14,11,10,5
2020-07-15,7,14,1
2020-07-16,16,16,0
2020-07-17,5,17,0
2020-07-18,4,2,0
2020-07-19,5,0,0
2020-07-20,7,10,0
2020-07-21,9,8,0
2020-07-22,4,15,0
2020-07-23,10,14,1
2020-07-24,4,14,0
2020-07-25,4,1,0
2020-07-26,5,3,2
2020-07-27,7,11,0
2020-07-28,5,10,0
2020-07-29,5,7,0
2020-07-30,7,7,0
2020-07-31,6,12,2
2020-08-01,4,1,1
2020-08-02,4,0,3
2020-08-03,10,8,0
2020-08-04,11,7,0
2020-08-05,5,9,0
2020-08-06,6,9,0
2020-08-07,6,9,0
2020-08-08,4,1,0
2020-08-09,4,1,0
2020-08-10,12,10,0
2020-08-11,9,5,0
2020-08-12,6,10,0
2020-08-13,10,13,0
2020-08-14,10,6,1
2020-08-15,4,0,0
2020-08-16,6,0,0
2020-08-17,9,9,0
2020-08-18,7,6,0
2020-08-19,15,14,0
2020-08-20,7,18,0
2020-08-21,4,6,0
2020-08-22,5,0,0
2020-08-23,4,2,0
2020-08-24,6,12,0
2020-08-25,8,16,0
2020-08-26,8,9,8
2020-08-27,9,11,1
2020-08-28,9,7,0
2020-08-29,4,0,1
2020-08-30,4,0,13
2020-08-31,6,8,1
2020-09-01,11,8,0
2020-09-02,7,9,0
2020-09-03,0,10,0
2020-09-04,4,8,0
2020-09-05,4,0,0
2020-09-06,4,0,2
2020-09-07,5,15,6
2020-09-08,9,25,0
2020-09-09,8,22,0
2020-09-10,7,6,0
2020-09-11,6,14,0
2020-09-12,4,2,1
2020-09-13,4,0,1
2020-09-14,4,11,0
2020-09-15,9,18,1
2020-09-16,4,8,2
2020-09-17,6,12,3
2020-09-18,6,6,0
2020-09-19,4,1,0
2020-09-20,4,1,0
2020-09-21,9,12,0
2020-09-22,8,14,0
2020-09-23,4,22,0
2020-09-24,7,23,2
2020-09-25,7,26,0
2020-09-26,4,3,0
2020-09-27,4,0,0
2020-09-28,8,14,0
2020-09-29,6,18,10
2020-09-30,9,19,3
2020-10-01,5,23,0
2020-10-02,4,10,1
2020-10-03,4,5,1
2020-10-04,4,2,0
2020-10-05,4,15,0
2020-10-06,9,7,2
2020-10-07,6,13,0
2020-10-08,4,19,0
2020-10-09,9,20,4
2020-10-10,4,0,1
2020-10-11,4,0,1
2020-10-12,5,15,0
2020-10-13,4,22,0
2020-10-14,11,29,0
2020-10-15,0,13,0
2020-10-16,1,19,2
2020-10-17,4,6,8
2020-10-18,4,0,2
2020-10-19,6,15,3
2020-10-20,16,15,2
2020-10-21,7,18,3
2020-10-22,9,18,0
2020-10-23,4,10,0
2020-10-24,4,1,4
2020-10-25,4,0,1
2020-10-26,6,17,0
2020-10-27,7,9,0
2020-10-28,8,16,9
2020-10-29,6,14,6
2020-10-30,6,10,0
2020-10-31,4,1,2
2020-11-01,4,1,1
2020-11-02,5,14,4
2020-11-03,8,16,1
2020-11-04,7,13,3
2020-11-05,5,22,0
2020-11-06,12,6,21
2020-11-07,5,0,15
2020-11-08,5,0,2
2020-11-09,7,24,0
2020-11-10,12,15,1
2020-11-11,6,27,0
2020-11-12,5,13,0
2020-11-13,5,14,2
2020-11-14,5,2,0
2020-11-15,5,2,0
2020-11-16,5,3,0
2020-11-17,5,20,2
2020-11-18,8,21,0
2020-11-19,7,15,0
2020-11-20,7,14,8
2020-11-21,4,2,15
2020-11-22,4,0,9
2020-11-23,5,8,6
2020-11-24,5,17,0
2020-11-25,8,20,5
2020-11-26,7,11,5
2020-11-27,4,9,1
2020-11-28,5,0,6
2020-11-29,4,4,0
2020-11-30,9,0,2
2020-12-01,8,19,0
2020-12-02,6,32,1
2020-12-03,11,18,6
2020-12-04,8,21,3
2020-12-05,4,0,1
2020-12-06,4,0,0
2020-12-07,8,16,1
2020-12-08,9,17,0
2020-12-09,12,12,2
2020-12-10,6,11,0
2020-12-11,7,13,0
2020-12-12,4,1,1
2020-12-13,4,0,2
2020-12-14,16,16,0
2020-12-15,9,21,1
2020-12-16,4,17,3
2020-12-17,6,18,0
2020-12-18,12,0,3
2020-12-19,1,0,5
2020-12-20,3,2,0
2020-12-21,4,6,0
2020-12-22,4,6,1
2020-12-23,4,6,1
2020-12-24,4,0,3
2020-12-25,5,0,0
2020-12-26,4,0,0
2020-12-27,4,0,0
2020-12-28,4,4,22
2020-12-29,4,2,1
2020-12-30,4,2,2
2020-12-31,5,1,2
2021-01-01,4,5,1
2021-01-02,4,1,4
2021-01-03,4,0,0
2021-01-04,11,2,0
2021-01-05,6,8,25
2021-01-06,1,13,6
2021-01-07,5,18,1
2021-01-08,2,15,2
2021-01-09,1,0,24
2021-01-10,3,3,4
2021-01-11,9,19,0
2021-01-12,8,16,1
2021-01-13,9,12,0
2021-01-14,6,24,0
2021-01-15,8,18,2
2021-01-16,4,4,0
2021-01-17,4,1,24
2021-01-18,10,16,30
2021-01-19,12,35,3
2021-01-20,6,27,1
2021-01-21,6,23,4
2021-01-22,7,15,5
2021-01-23,4,1,30
2021-01-24,4,1,29
2021-01-25,4,12,6
2021-01-26,6,19,5
2021-01-27,6,13,6
2021-01-28,5,14,2
2021-01-29,5,18,2
2021-01-30,4,0,0
2021-01-31,4,1,3
2021-02-01,8,12,3
2021-02-02,5,18,1
2021-02-03,11,19,0
2021-02-04,4,17,0
2021-02-05,4,7,0
2021-02-06,4,2,0
2021-02-07,4,0,5
2021-02-08,6,9,1
2021-02-09,10,19,1
2021-02-10,5,18,0
2021-02-11,15,13,1
2021-02-12,6,11,24
2021-02-13,3,2,1
2021-02-14,4,0,0
2021-02-15,6,15,7
2021-02-16,7,11,0
2021-02-17,5,13,5
2021-02-18,9,12,6
2021-02-19,6,10,0
2021-02-20,4,1,2
2021-02-21,4,1,0
2021-02-22,7,8,2
2021-02-23,10,19,1
2021-02-24,7,19,1
2021-02-25,12,15,1
2021-02-26,6,9,0
2021-02-27,4,2,4
2021-02-28,4,1,0
2021-03-01,4,8,1
2021-03-02,6,22,0
2021-03-03,10,15,0
2021-03-04,9,21,1
2021-03-05,6,17,1
2021-03-06,4,1,1
2021-03-07,4,1,0
2021-03-08,8,16,0
2021-03-09,9,14,1
2021-03-10,10,15,0
2021-03-11,6,23,0
2021-03-12,11,15,3
2021-03-13,4,0,2
2021-03-14,4,0,3
2021-03-15,7,13,0
2021-03-16,10,21,0
2021-03-17,12,19,0
2021-03-18,10,27,5
2021-03-19,7,12,9
2021-03-20,1,0,6
2021-03-21,0,0,14
2021-03-22,8,18,1
2021-03-23,9,25,4
2021-03-24,8,20,1
2021-03-25,4,14,33
2021-03-26,6,20,1
2021-03-27,1,0,3
2021-03-28,0,0,0
2021-03-29,0,37,0
2021-03-30,0,23,1
2021-03-31,3,19,1
2021-04-01,1,21,0
2021-04-02,1,17,3
2021-04-03,1,1,1
2021-04-04,0,0,1
2021-04-05,3,8,1
2021-04-06,4,18,0
2021-04-07,5,26,1
2021-04-08,2,19,3
2021-04-09,1,18,0
2021-04-10,0,0,27
2021-04-11,0,0,2
2021-04-12,2,17,6
2021-04-13,1,27,4
2021-04-14,34,23,5
2021-04-15,11,19,0
2021-04-16,3,21,1
2021-04-17,1,2,0
2021-04-18,0,0,0
2021-04-19,3,19,0
2021-04-20,5,25,0
2021-04-21,11,23,1
2021-04-22,5,23,2
2021-04-23,3,25,0
2021-04-24,1,4,0
2021-04-25,0,3,0
2021-04-26,7,22,0
2021-04-27,3,36,0
2021-04-28,7,34,0
2021-04-29,8,20,0
2021-04-30,2,27,1
2021-05-01,1,2,0
2021-05-02,0,9,0
2021-05-03,2,24,1
2021-05-04,2,30,2
2021-05-05,7,25,0
2021-05-06,13,24,0
2021-05-07,3,3,0
2021-05-08,1,1,1
2021-05-09,0,0,0
2021-05-10,4,36,0
2021-05-11,2,46,3
2021-05-12,2,54,0
2021-05-13,2,27,0
2021-05-14,4,25,2
2021-05-15,1,1,0
2021-05-16,0,0,0
2021-05-17,2,31,2
2021-05-18,1,42,1
2021-05-19,2,58,5
2021-05-20,1,45,1
2021-05-21,0,0,1
2021-05-22,0,1,0
2021-05-23,0,0,0
2021-05-24,16,19,0
2021-05-25,4,18,0
2021-05-26,1,29,1
2021-05-27,1,35,0
2021-05-28,6,39,0
2021-05-29,1,4,0
2021-05-30,0,0,0
2021-05-31,4,25,0
2021-06-01,6,27,0
2021-06-02,3,30,0
2021-06-03,0,34,0
2021-06-04,1,39,0
2021-06-05,0,1,2
2021-06-06,0,0,0
2021-06-07,0,13,0
2021-06-08,2,11,0
2021-06-09,2,17,5
2021-06-10,5,17,0
2021-06-11,2,18,1
2021-06-12,1,0,1
2021-06-13,0,0,0
2021-06-14,4,18,1
2021-06-15,4,27,0
2021-06-16,2,14,0
2021-06-17,3,24,1
2021-06-18,6,10,0
2021-06-19,1,1,0
2021-06-20,0,0,1
2021-06-21,1,11,2
2021-06-22,2,10,0
2021-06-23,5,15,0
2021-06-24,1,13,0
2021-06-25,0,6,10
2021-06-26,1,1,1
2021-06-27,0,2,3
2021-06-28,2,13,1
2021-06-29,2,12,0
2021-06-30,3,12,1
2021-07-01,2,17,4
2021-07-02,4,13,0
2021-07-03,1,0,1
2021-07-04,0,1,1
2021-07-05,0,14,0
2021-07-06,0,13,0
2021-07-07,3,24,0
2021-07-08,6,15,0
2021-07-09,2,14,3
2021-07-10,1,2,0
2021-07-11,0,2,0
2021-07-12,2,19,0
2021-07-13,2,20,0
2021-07-14,4,19,0
2021-07-15,2,17,0
2021-07-16,1,18,0
