,grafana/grafana,getsentry/sentry,elastic/kibana
2018-12-17,34,14,21
2018-12-18,53,10,44
2018-12-19,42,21,36
2018-12-20,10,7,32
2018-12-21,17,0,23
2018-12-22,7,0,3
2018-12-23,12,0,1
2018-12-24,4,0,1
2018-12-25,7,0,2
2018-12-26,2,0,8
2018-12-27,5,0,9
2018-12-28,2,0,6
2018-12-29,0,0,0
2018-12-30,1,0,0
2018-12-31,19,0,1
2019-01-01,4,0,0
2019-01-02,52,31,15
2019-01-03,18,20,31
2019-01-04,14,34,27
2019-01-05,5,1,2
2019-01-06,3,0,0
2019-01-07,59,15,12
2019-01-08,32,21,14
2019-01-09,55,18,48
2019-01-10,24,22,34
2019-01-11,29,21,25
2019-01-12,5,1,4
2019-01-13,8,0,1
2019-01-14,32,17,30
2019-01-15,38,26,20
2019-01-16,67,28,31
2019-01-17,46,20,26
2019-01-18,37,19,19
2019-01-19,5,1,0
2019-01-20,0,0,0
2019-01-21,33,7,19
2019-01-22,74,29,24
2019-01-23,48,16,42
2019-01-24,28,30,28
2019-01-25,25,20,30
2019-01-26,11,0,1
2019-01-27,3,0,0
2019-01-28,109,20,30
2019-01-29,65,24,32
2019-01-30,40,38,48
2019-01-31,36,16,51
2019-02-01,45,23,34
2019-02-02,8,1,10
2019-02-03,10,0,3
2019-02-04,56,24,37
2019-02-05,66,25,63
2019-02-06,42,24,38
2019-02-07,35,40,19
2019-02-08,19,29,30
2019-02-09,6,1,4
2019-02-10,7,0,3
2019-02-11,101,9,37
2019-02-12,56,13,22
2019-02-13,41,11,39
2019-02-14,29,17,46
2019-02-15,18,22,26
2019-02-16,16,6,8
2019-02-17,4,0,6
2019-02-18,38,3,21
2019-02-19,36,11,18
2019-02-20,17,17,35
2019-02-21,50,23,25
2019-02-22,12,13,26
2019-02-23,9,0,4
2019-02-24,5,0,0
2019-02-25,18,14,27
2019-02-26,7,11,31
2019-02-27,9,17,19
2019-02-28,3,12,32
2019-03-01,5,24,23
2019-03-02,10,4,6
2019-03-03,1,0,1
2019-03-04,25,11,20
2019-03-05,58,18,31
2019-03-06,73,15,23
2019-03-07,35,13,39
2019-03-08,48,10,35
2019-03-09,16,1,6
2019-03-10,15,0,4
2019-03-11,60,22,30
2019-03-12,51,9,34
2019-03-13,66,12,49
2019-03-14,59,9,32
2019-03-15,31,10,28
2019-03-16,1,0,4
2019-03-17,4,0,1
2019-03-18,23,14,25
2019-03-19,104,14,21
2019-03-20,49,21,32
2019-03-21,25,15,16
2019-03-22,38,14,25
2019-03-23,7,0,1
2019-03-24,11,0,2
2019-03-25,28,9,13
2019-03-26,10,17,19
2019-03-27,18,13,38
2019-03-28,13,18,37
2019-03-29,12,6,24
2019-03-30,2,0,5
2019-03-31,1,0,2
2019-04-01,3,8,30
2019-04-02,6,15,31
2019-04-03,12,17,23
2019-04-04,6,14,25
2019-04-05,7,11,24
2019-04-06,0,0,2
2019-04-07,6,0,2
2019-04-08,11,18,28
2019-04-09,12,18,17
2019-04-10,9,12,26
2019-04-11,9,14,26
2019-04-12,16,17,12
2019-04-13,0,0,4
2019-04-14,0,0,2
2019-04-15,17,19,22
2019-04-16,11,28,25
2019-04-17,10,9,21
2019-04-18,6,25,28
2019-04-19,6,12,18
2019-04-20,2,0,3
2019-04-21,1,0,1
2019-04-22,3,9,12
2019-04-23,8,12,32
2019-04-24,9,26,21
2019-04-25,10,16,15
2019-04-26,10,12,12
2019-04-27,1,0,5
2019-04-28,3,0,4
2019-04-29,9,12,17
2019-04-30,11,17,20
2019-05-01,7,14,18
2019-05-02,5,15,34
2019-05-03,14,9,22
2019-05-04,1,0,2
2019-05-05,0,0,0
2019-05-06,12,10,11
2019-05-07,15,26,23
2019-05-08,12,28,21
2019-05-09,13,13,40
2019-05-10,15,15,35
2019-05-11,1,0,3
2019-05-12,3,0,1
2019-05-13,11,10,3
2019-05-14,17,17,0
2019-05-15,9,16,3
2019-05-16,8,16,2
2019-05-17,5,19,3
2019-05-18,1,0,1
2019-05-19,0,0,0
2019-05-20,11,17,24
2019-05-21,15,27,48
2019-05-22,14,20,34
2019-05-23,9,23,25
2019-05-24,4,18,33
2019-05-25,2,1,8
2019-05-26,0,0,2
2019-05-27,15,7,4
2019-05-28,9,21,25
2019-05-29,7,20,40
2019-05-30,2,15,36
2019-05-31,2,14,36
2019-06-01,0,0,7
2019-06-02,0,0,1
2019-06-03,12,22,28
2019-06-04,8,16,28
2019-06-05,8,16,34
2019-06-06,6,21,41
2019-06-07,3,16,47
2019-06-08,0,0,5
2019-06-09,0,0,4
2019-06-10,8,21,20
2019-06-11,6,31,22
2019-06-12,10,21,34
2019-06-13,19,15,20
2019-06-14,4,7,35
2019-06-15,3,1,0
2019-06-16,0,0,3
2019-06-17,7,14,25
2019-06-18,16,14,24
2019-06-19,6,20,39
2019-06-20,4,16,17
2019-06-21,1,16,9
2019-06-22,2,0,6
2019-06-23,1,0,0
2019-06-24,10,3,15
2019-06-25,17,15,31
2019-06-26,12,24,37
2019-06-27,6,4,30
2019-06-28,8,0,42
2019-06-29,0,0,3
2019-06-30,0,0,0
2019-07-01,9,10,38
2019-07-02,8,10,42
2019-07-03,14,8,30
2019-07-04,7,1,14
2019-07-05,17,2,10
2019-07-06,4,1,7
2019-07-07,0,0,0
2019-07-08,7,9,12
2019-07-09,9,14,39
2019-07-10,12,19,31
2019-07-11,12,15,31
2019-07-12,6,12,30
2019-07-13,0,0,4
2019-07-14,1,0,0
2019-07-15,5,20,39
2019-07-16,9,19,24
2019-07-17,6,13,31
2019-07-18,8,10,31
2019-07-19,6,15,20
2019-07-20,3,0,2
2019-07-21,0,0,3
2019-07-22,4,10,20
2019-07-23,7,15,32
2019-07-24,13,17,30
2019-07-25,4,10,21
2019-07-26,5,10,17
2019-07-27,0,0,0
2019-07-28,2,0,3
2019-07-29,1,18,26
2019-07-30,4,18,30
2019-07-31,4,14,27
2019-08-01,4,11,21
2019-08-02,16,7,20
2019-08-03,8,0,4
2019-08-04,0,0,1
2019-08-05,6,11,17
2019-08-06,15,12,32
2019-08-07,11,21,29
2019-08-08,6,14,30
2019-08-09,7,12,25
2019-08-10,0,0,1
2019-08-11,0,0,2
2019-08-12,7,10,20
2019-08-13,7,13,29
2019-08-14,8,19,27
2019-08-15,6,17,27
2019-08-16,10,12,28
2019-08-17,0,2,2
2019-08-18,3,0,2
2019-08-19,5,18,16
2019-08-20,5,14,22
2019-08-21,6,10,28
2019-08-22,6,13,28
2019-08-23,5,7,20
2019-08-24,0,0,4
2019-08-25,2,0,1
2019-08-26,8,9,21
2019-08-27,3,15,35
2019-08-28,7,2,47
2019-08-29,7,13,41
2019-08-30,9,8,23
2019-08-31,0,0,4
2019-09-01,1,0,1
2019-09-02,9,3,22
2019-09-03,18,7,21
2019-09-04,11,14,25
2019-09-05,7,11,29
2019-09-06,3,6,31
2019-09-07,0,0,10
2019-09-08,1,0,0
2019-09-09,12,16,31
2019-09-10,8,30,21
2019-09-11,7,9,38
2019-09-12,17,22,27
2019-09-13,14,20,37
2019-09-14,0,0,2
2019-09-15,4,0,3
2019-09-16,13,20,25
2019-09-17,24,14,28
2019-09-18,8,11,31
2019-09-19,10,9,35
2019-09-20,15,8,21
2019-09-21,0,0,2
2019-09-22,1,0,0
2019-09-23,19,7,19
2019-09-24,18,13,39
2019-09-25,21,8,37
2019-09-26,7,7,23
2019-09-27,8,10,39
2019-09-28,1,0,1
2019-09-29,0,0,0
2019-09-30,15,17,26
2019-10-01,11,11,20
2019-10-02,14,19,26
2019-10-03,9,17,34
2019-10-04,4,12,19
2019-10-05,0,3,4
2019-10-06,0,1,3
2019-10-07,16,6,28
2019-10-08,25,18,28
2019-10-09,10,25,35
2019-10-10,6,19,36
2019-10-11,14,16,46
2019-10-12,3,0,0
2019-10-13,0,0,1
2019-10-14,8,17,47
2019-10-15,12,18,59
2019-10-16,13,17,47
2019-10-17,5,35,30
2019-10-18,5,28,32
2019-10-19,1,1,2
2019-10-20,0,0,0
2019-10-21,4,12,27
2019-10-22,21,19,39
2019-10-23,4,14,35
2019-10-24,4,12,31
2019-10-25,4,19,44
2019-10-26,1,0,4
2019-10-27,0,0,1
2019-10-28,2,20,24
2019-10-29,7,17,28
2019-10-30,4,25,34
2019-10-31,18,18,24
2019-11-01,17,16,11
2019-11-02,2,1,1
2019-11-03,0,0,1
2019-11-04,6,16,2
2019-11-05,7,16,1
2019-11-06,21,18,9
2019-11-07,20,23,5
2019-11-08,15,23,3
2019-11-09,0,1,0
2019-11-10,0,0,2
2019-11-11,12,9,13
2019-11-12,6,23,17
2019-11-13,11,24,23
2019-11-14,9,19,35
2019-11-15,8,20,26
2019-11-16,0,0,5
2019-11-17,1,0,4
2019-11-18,11,19,31
2019-11-19,11,21,34
2019-11-20,11,24,26
2019-11-21,23,23,37
2019-11-22,11,30,28
2019-11-23,2,0,3
2019-11-24,2,0,1
2019-11-25,14,16,25
2019-11-26,10,22,35
2019-11-27,15,16,19
2019-11-28,3,7,13
2019-11-29,4,4,6
2019-11-30,1,2,2
2019-12-01,2,0,1
2019-12-02,19,18,30
2019-12-03,11,17,27
2019-12-04,17,13,37
2019-12-05,14,22,26
2019-12-06,12,29,24
2019-12-07,0,0,4
2019-12-08,1,0,0
2019-12-09,14,25,29
2019-12-10,16,18,23
2019-12-11,12,24,42
2019-12-12,11,16,36
2019-12-13,15,13,34
2019-12-14,2,0,4
2019-12-15,0,0,1
2019-12-16,5,6,25
2019-12-17,5,12,37
2019-12-18,17,25,38
2019-12-19,8,21,34
2019-12-20,9,2,29
2019-12-21,1,0,2
2019-12-22,0,0,0
2019-12-23,13,0,8
2019-12-24,3,0,4
2019-12-25,1,0,1
2019-12-26,1,0,2
2019-12-27,2,0,1
2019-12-28,0,0,0
2019-12-29,1,0,2
2019-12-30,9,0,4
2019-12-31,4,0,3
2020-01-01,0,0,1
2020-01-02,6,29,14
2020-01-03,8,16,11
2020-01-04,1,0,2
2020-01-05,0,0,2
2020-01-06,7,24,26
2020-01-07,11,23,34
2020-01-08,6,22,30
2020-01-09,6,36,28
2020-01-10,16,15,40
2020-01-11,0,1,5
2020-01-12,1,0,2
2020-01-13,12,34,43
2020-01-14,9,10,67
2020-01-15,15,24,41
2020-01-16,14,17,41
2020-01-17,26,18,26
2020-01-18,1,0,8
2020-01-19,2,0,0
2020-01-20,14,3,14
2020-01-21,12,21,35
2020-01-22,10,27,40
2020-01-23,8,27,31
2020-01-24,13,13,36
2020-01-25,2,0,5
2020-01-26,1,0,2
2020-01-27,14,16,31
2020-01-28,17,21,53
2020-01-29,12,25,29
2020-01-30,23,26,31
2020-01-31,2,14,20
2020-02-01,0,1,2
2020-02-02,0,1,0
2020-02-03,7,18,30
2020-02-04,9,19,30
2020-02-05,7,24,31
2020-02-06,12,22,39
2020-02-07,3,28,30
2020-02-08,11,1,0
2020-02-09,16,0,2
2020-02-10,13,20,32
2020-02-11,22,32,36
2020-02-12,12,22,28
2020-02-13,19,39,29
2020-02-14,15,31,39
2020-02-15,2,3,5
2020-02-16,3,0,5
2020-02-17,11,11,15
2020-02-18,13,30,38
2020-02-19,18,26,34
2020-02-20,15,21,33
2020-02-21,3,46,22
2020-02-22,5,7,1
2020-02-23,0,1,0
2020-02-24,4,36,19
2020-02-25,10,19,40
2020-02-26,8,34,36
2020-02-27,5,23,27
2020-02-28,15,29,38
2020-02-29,1,0,1
2020-03-01,0,0,4
2020-03-02,7,21,25
2020-03-03,12,32,44
2020-03-04,12,12,45
2020-03-05,10,26,32
2020-03-06,10,22,30
2020-03-07,0,1,4
2020-03-08,0,0,0
2020-03-09,6,16,19
2020-03-10,23,18,32
2020-03-11,26,23,28
2020-03-12,10,36,36
2020-03-13,13,23,31
2020-03-14,1,1,2
2020-03-15,2,1,2
2020-03-16,19,36,27
2020-03-17,24,35,41
2020-03-18,19,29,39
2020-03-19,14,20,47
2020-03-20,14,25,44
2020-03-21,0,0,7
2020-03-22,0,0,2
2020-03-23,15,18,53
2020-03-24,26,46,65
2020-03-25,28,17,57
2020-03-26,21,29,54
2020-03-27,13,21,33
2020-03-28,5,2,4
2020-03-29,1,1,1
2020-03-30,17,18,36
2020-03-31,9,21,50
2020-04-01,22,31,40
2020-04-02,25,16,31
2020-04-03,17,20,37
2020-04-04,8,1,8
2020-04-05,4,0,0
2020-04-06,14,20,51
2020-04-07,24,25,38
2020-04-08,20,21,42
2020-04-09,26,27,34
2020-04-10,16,18,22
2020-04-11,6,0,3
2020-04-12,3,1,1
2020-04-13,6,19,30
2020-04-14,24,17,31
2020-04-15,22,30,32
2020-04-16,13,27,41
2020-04-17,13,23,40
2020-04-18,5,0,6
2020-04-19,5,0,1
2020-04-20,23,18,26
2020-04-21,23,20,28
2020-04-22,23,24,38
2020-04-23,25,28,29
2020-04-24,29,24,34
2020-04-25,13,0,3
2020-04-26,10,1,2
2020-04-27,47,20,38
2020-04-28,17,14,27
2020-04-29,21,16,39
2020-04-30,27,17,43
2020-05-01,14,15,7
2020-05-02,5,2,2
2020-05-03,3,1,1
2020-05-04,34,22,63
2020-05-05,35,19,84
2020-05-06,31,22,52
2020-05-07,24,25,51
2020-05-08,15,22,27
2020-05-09,5,1,1
2020-05-10,6,0,3
2020-05-11,36,25,38
2020-05-12,24,26,47
2020-05-13,34,20,42
2020-05-14,44,30,36
2020-05-15,14,22,40
2020-05-16,0,0,2
2020-05-17,1,2,0
2020-05-18,21,13,19
2020-05-19,15,23,34
2020-05-20,26,25,23
2020-05-21,11,20,25
2020-05-22,6,14,10
2020-05-23,1,0,0
2020-05-24,1,2,0
2020-05-25,21,9,11
2020-05-26,13,26,27
2020-05-27,9,21,33
2020-05-28,8,15,28
