,godotengine/godot,MonoGame/MonoGame,4ian/GDevelop
2024-04-16,37,2,2
2024-04-17,50,0,2
2024-04-18,52,0,2
2024-04-19,33,0,3
2024-04-20,9,0,0
2024-04-21,3,0,2
2024-04-22,51,0,1
2024-04-23,41,0,3
2024-04-24,35,1,1
2024-04-25,33,1,3
2024-04-26,67,0,0
2024-04-27,10,0,0
2024-04-28,5,0,0
2024-04-29,45,0,2
2024-04-30,31,0,0
2024-05-01,45,0,0
2024-05-02,63,0,1
2024-05-03,22,0,0
2024-05-04,22,0,0
2024-05-05,6,0,1
2024-05-06,26,0,1
2024-05-07,60,0,0
2024-05-08,51,1,0
2024-05-09,14,3,0
2024-05-10,32,9,1
2024-05-11,26,3,0
2024-05-12,10,1,0
2024-05-13,44,1,1
2024-05-14,52,0,1
2024-05-15,34,0,1
2024-05-16,11,0,0
2024-05-17,24,4,0
2024-05-18,9,6,0
2024-05-19,13,1,0
2024-05-20,28,0,5
2024-05-21,34,0,3
2024-05-22,19,3,1
2024-05-23,30,5,2
2024-05-24,9,2,6
2024-05-25,16,0,0
2024-05-26,6,0,0
2024-05-27,12,0,2
2024-05-28,64,0,6
2024-05-29,45,0,1
2024-05-30,53,3,0
2024-05-31,26,0,4
2024-06-01,5,13,0
2024-06-02,10,0,1
2024-06-03,35,7,9
2024-06-04,23,4,3
2024-06-05,15,6,4
2024-06-06,7,6,3
2024-06-07,31,12,6
2024-06-08,8,20,1
2024-06-09,6,0,0
2024-06-10,35,1,3
2024-06-11,42,0,1
2024-06-12,36,0,0
2024-06-13,30,0,3
2024-06-14,29,0,7
2024-06-15,7,0,0
2024-06-16,8,2,2
2024-06-17,31,3,7
2024-06-18,37,2,6
2024-06-19,38,0,4
2024-06-20,33,0,4
2024-06-21,35,0,1
2024-06-22,23,0,0
2024-06-23,11,0,1
2024-06-24,41,0,2
2024-06-25,32,0,5
2024-06-26,38,0,2
2024-06-27,23,1,4
2024-06-28,39,1,0
2024-06-29,33,0,0
2024-06-30,8,0,1
2024-07-01,23,0,8
2024-07-02,24,5,7
2024-07-03,11,0,2
2024-07-04,40,0,3
2024-07-05,25,1,1
2024-07-06,6,0,0
2024-07-07,40,0,1
2024-07-08,52,0,1
2024-07-09,28,0,3
2024-07-10,22,2,2
2024-07-11,18,0,4
2024-07-12,11,11,0
2024-07-13,10,1,0
2024-07-14,6,0,0
2024-07-15,20,0,2
2024-07-16,12,0,1
2024-07-17,71,0,1
2024-07-18,36,1,1
2024-07-19,26,0,0
2024-07-20,11,1,0
2024-07-21,9,0,0
2024-07-22,37,0,7
2024-07-23,36,0,2
2024-07-24,30,0,4
2024-07-25,16,0,5
2024-07-26,33,0,7
2024-07-27,11,0,1
2024-07-28,21,5,0
2024-07-29,21,0,6
2024-07-30,22,3,6
2024-07-31,40,0,7
2024-08-01,9,0,1
2024-08-02,14,0,1
2024-08-03,1,0,0
2024-08-04,11,0,0
2024-08-05,6,0,2
2024-08-06,36,0,1
2024-08-07,22,0,2
2024-08-08,23,0,3
2024-08-09,20,0,2
2024-08-10,7,0,0
2024-08-11,7,0,0
2024-08-12,35,1,0
2024-08-13,16,0,0
2024-08-14,16,0,1
2024-08-15,29,0,0
2024-08-16,136,3,0
2024-08-17,11,0,0
2024-08-18,18,0,3
2024-08-19,67,0,5
2024-08-20,42,1,6
2024-08-21,37,2,3
2024-08-22,12,1,1
2024-08-23,13,1,4
2024-08-24,5,3,0
2024-08-25,29,2,0
2024-08-26,66,3,4
2024-08-27,96,0,2
2024-08-28,67,1,3
2024-08-29,34,0,6
2024-08-30,50,0,2
2024-08-31,19,0,0
2024-09-01,17,0,0
2024-09-02,42,0,8
2024-09-03,59,0,4
2024-09-04,51,0,2
2024-09-05,43,1,5
2024-09-06,54,2,2
2024-09-07,7,0,0
2024-09-08,32,1,0
2024-09-09,23,0,5
2024-09-10,25,0,1
2024-09-11,53,0,2
2024-09-12,45,0,4
2024-09-13,26,1,4
2024-09-14,12,3,0
2024-09-15,8,0,1
2024-09-16,62,0,0
2024-09-17,56,0,11
2024-09-18,26,0,4
2024-09-19,33,0,0
2024-09-20,41,1,0
2024-09-21,30,0,0
2024-09-22,15,0,0
2024-09-23,41,1,3
2024-09-24,14,2,0
2024-09-25,23,1,3
2024-09-26,55,0,0
2024-09-27,24,0,3
2024-09-28,24,0,2
2024-09-29,18,0,0
2024-09-30,8,1,4
2024-10-01,44,0,0
2024-10-02,41,0,3
2024-10-03,17,0,3
2024-10-04,63,0,5
2024-10-05,6,0,0
2024-10-06,8,3,0
2024-10-07,16,1,7
2024-10-08,16,1,2
2024-10-09,8,0,1
2024-10-10,19,0,8
2024-10-11,3,0,8
2024-10-12,3,0,0
2024-10-13,5,0,4
2024-10-14,20,0,3
2024-10-15,8,0,4
2024-10-16,24,0,12
2024-10-17,24,0,6
2024-10-18,28,0,3
2024-10-19,6,1,4
2024-10-20,6,0,2
2024-10-21,36,0,7
2024-10-22,13,0,5
2024-10-23,19,0,2
2024-10-24,43,0,1
2024-10-25,49,0,3
2024-10-26,12,0,0
2024-10-27,6,0,0
2024-10-28,17,0,0
2024-10-29,15,1,3
2024-10-30,37,1,0
2024-10-31,10,1,4
2024-11-01,24,0,0
2024-11-02,13,0,0
2024-11-03,2,1,0
2024-11-04,12,0,0
2024-11-05,44,0,2
2024-11-06,22,0,6
2024-11-07,19,0,2
2024-11-08,17,0,5
2024-11-09,11,0,0
2024-11-10,65,2,2
2024-11-11,81,1,3
2024-11-12,91,1,7
2024-11-13,41,1,8
2024-11-14,29,0,5
2024-11-15,38,0,0
2024-11-16,13,0,0
2024-11-17,11,1,0
2024-11-18,40,0,4
2024-11-19,31,2,0
2024-11-20,18,0,3
2024-11-21,33,0,3
2024-11-22,47,1,2
2024-11-23,10,0,0
2024-11-24,15,2,0
2024-11-25,27,0,2
2024-11-26,32,2,6
2024-11-27,53,0,1
2024-11-28,14,0,4
2024-11-29,83,2,5
2024-11-30,13,1,2
2024-12-01,9,0,0
2024-12-02,87,0,2
2024-12-03,44,0,1
2024-12-04,27,2,0
2024-12-05,57,0,0
2024-12-06,18,0,0
2024-12-07,5,0,0
2024-12-08,6,0,0
2024-12-09,41,0,1
2024-12-10,49,0,0
2024-12-11,54,0,0
2024-12-12,58,0,0
2024-12-13,36,0,5
2024-12-14,22,0,3
2024-12-15,12,0,0
2024-12-16,43,0,4
2024-12-17,66,1,6
2024-12-18,44,0,6
2024-12-19,19,0,6
2024-12-20,82,0,1
2024-12-21,21,1,0
2024-12-22,9,1,2
2024-12-23,34,0,0
2024-12-24,4,0,0
2024-12-25,2,0,0
2024-12-26,8,0,0
2024-12-27,7,3,2
2024-12-28,7,0,0
2024-12-29,11,0,1
2024-12-30,34,0,1
2024-12-31,3,0,2
2025-01-01,5,0,0
2025-01-02,54,0,6
2025-01-03,35,0,2
2025-01-04,6,0,1
2025-01-05,9,0,0
2025-01-06,66,0,5
2025-01-07,54,0,1
2025-01-08,37,0,1
2025-01-09,63,0,1
2025-01-10,41,0,3
2025-01-11,34,0,0
2025-01-12,19,0,0
2025-01-13,54,0,3
2025-01-14,53,0,3
2025-01-15,15,0,8
2025-01-16,46,0,3
2025-01-17,31,0,5
2025-01-18,14,0,0
2025-01-19,9,0,2
2025-01-20,46,0,2
2025-01-21,21,0,1
2025-01-22,26,0,5
2025-01-23,5,0,4
2025-01-24,21,0,6
2025-01-25,11,0,0
2025-01-26,6,0,1
2025-01-27,30,0,3
2025-01-28,32,0,1
2025-01-29,22,0,0
2025-01-30,20,0,1
2025-01-31,31,0,0
2025-02-01,13,0,0
2025-02-02,9,0,0
2025-02-03,38,0,4
2025-02-04,25,0,5
2025-02-05,34,0,0
2025-02-06,24,0,4
2025-02-07,45,0,2
2025-02-08,14,1,0
2025-02-09,7,3,0
2025-02-10,50,0,4
2025-02-11,56,0,3
2025-02-12,35,0,9
2025-02-13,45,0,1
2025-02-14,36,0,1
2025-02-15,17,0,0
2025-02-16,9,0,0
2025-02-17,8,0,4
2025-02-18,14,0,0
2025-02-19,10,0,1
2025-02-20,17,0,1
2025-02-21,8,0,0
2025-02-22,7,0,2
2025-02-23,17,0,1
2025-02-24,14,0,6
2025-02-25,23,0,2
2025-02-26,9,0,3
2025-02-27,18,0,3
2025-02-28,12,0,2
2025-03-01,5,0,0
2025-03-02,17,0,0
2025-03-03,20,0,7
2025-03-04,35,0,1
2025-03-05,53,0,0
2025-03-06,36,1,4
2025-03-07,56,0,3
2025-03-08,25,0,0
2025-03-09,20,0,0
2025-03-10,33,0,15
2025-03-11,85,1,10
2025-03-12,69,0,2
2025-03-13,45,0,0
2025-03-14,44,0,1
2025-03-15,15,0,0
2025-03-16,28,0,0
2025-03-17,41,0,0
2025-03-18,52,0,2
2025-03-19,63,0,1
2025-03-20,17,0,1
2025-03-21,42,0,3
2025-03-22,9,0,0
2025-03-23,4,0,0
2025-03-24,42,7,2
2025-03-25,33,3,3
2025-03-26,18,2,2
2025-03-27,16,1,4
2025-03-28,78,0,3
2025-03-29,19,3,0
2025-03-30,13,1,0
2025-03-31,23,3,5
2025-04-01,30,0,2
2025-04-02,32,0,1
2025-04-03,46,1,0
2025-04-04,23,5,1
2025-04-05,20,1,0
2025-04-06,10,1,0
2025-04-07,44,0,2
2025-04-08,35,0,1
2025-04-09,61,0,0
2025-04-10,57,0,0
2025-04-11,40,0,2
2025-04-12,11,0,0
2025-04-13,7,0,0
2025-04-14,12,1,2
2025-04-15,64,5,3
2025-04-16,23,0,2
2025-04-17,19,0,0
2025-04-18,16,0,3
2025-04-19,10,0,0
2025-04-20,9,0,0
2025-04-21,22,0,0
2025-04-22,37,0,1
2025-04-23,26,3,1
2025-04-24,42,1,6
2025-04-25,38,0,2
2025-04-26,16,1,0
2025-04-27,10,0,0
2025-04-28,88,4,4
2025-04-29,37,0,1
2025-04-30,32,0,0
2025-05-01,16,0,0
2025-05-02,21,0,3
2025-05-03,5,0,0
2025-05-04,2,0,1
2025-05-05,37,0,4
2025-05-06,41,1,2
2025-05-07,32,1,0
2025-05-08,29,0,1
2025-05-09,35,0,0
