,mermaid-js/mermaid,yuzutech/kroki,plantuml/plantuml
2019-10-27,5,0,0.0
2019-10-28,1,0,0.0
2019-10-29,4,4,0.0
2019-10-30,12,0,0.0
2019-10-31,0,0,0.0
2019-11-01,1,0,0.0
2019-11-02,0,0,0.0
2019-11-03,5,0,1.0
2019-11-04,0,0,-0.6000000000000001
2019-11-05,3,0,-0.12
2019-11-06,1,0,-0.055999999999999994
2019-11-07,18,0,-0.03359999999999997
2019-11-08,30,0,-0.022848000000000004
2019-11-09,0,0,-0.01675520000000001
2019-11-10,0,0,-0.012925440000000009
2019-11-11,0,0,-0.01034035200000001
2019-11-12,10,0,-0.00850206720000001
2019-11-13,0,4,0.0
2019-11-14,0,0,0.0
2019-11-15,0,1,0.0
2019-11-16,0,0,0.0
2019-11-17,14,2,0.0
2019-11-18,2,0,0.0
2019-11-19,6,0,0.0
2019-11-20,10,0,0.0
2019-11-21,3,0,0.0
2019-11-22,0,0,0.0
2019-11-23,1,0,0.0
2019-11-24,0,0,0.0
2019-11-25,0,0,0.0
2019-11-26,4,0,0.0
2019-11-27,5,0,0.0
2019-11-28,21,0,0.0
2019-11-29,1,0,0.0
2019-11-30,13,0,0.0
2019-12-01,7,0,0.0
2019-12-02,5,0,0.0
2019-12-03,8,0,0.0
2019-12-04,5,0,0.0
2019-12-05,2,0,0.0
2019-12-06,1,0,0.0
2019-12-07,3,0,0.0
2019-12-08,7,0,0.0
2019-12-09,1,0,0.0
2019-12-10,12,0,1.0
2019-12-11,16,0,-0.6000000000000001
2019-12-12,2,0,-0.12
2019-12-13,1,1,-0.055999999999999994
2019-12-14,6,7,-0.03359999999999997
2019-12-15,5,0,-0.022848000000000004
2019-12-16,1,0,-0.01675520000000001
2019-12-17,0,1,-0.012925440000000009
2019-12-18,7,4,-0.01034035200000001
2019-12-19,2,0,-0.00850206720000001
2019-12-20,2,2,0.0
2019-12-21,1,0,0.0
2019-12-22,0,0,0.0
2019-12-23,9,0,0.0
2019-12-24,2,0,0.0
2019-12-25,1,0,0.0
2019-12-26,2,0,0.0
2019-12-27,0,0,0.0
2019-12-28,0,0,0.0
2019-12-29,1,0,0.0
2019-12-30,0,0,0.0
2019-12-31,6,0,0.0
2020-01-01,4,0,0.0
2020-01-02,13,0,0.0
2020-01-03,1,0,0.0
2020-01-04,0,0,0.0
2020-01-05,3,0,0.0
2020-01-06,1,0,0.0
2020-01-07,1,0,0.0
2020-01-08,10,0,0.0
2020-01-09,2,0,0.0
2020-01-10,6,0,0.0
2020-01-11,2,0,0.0
2020-01-12,4,0,1.0
2020-01-13,2,0,-0.6000000000000001
2020-01-14,3,0,-0.12
2020-01-15,11,0,-0.055999999999999994
2020-01-16,0,0,-0.03359999999999997
2020-01-17,0,0,-0.022848000000000004
2020-01-18,0,0,-0.01675520000000001
2020-01-19,1,0,-0.012925440000000009
2020-01-20,0,0,-0.01034035200000001
2020-01-21,0,0,-0.00850206720000001
2020-01-22,5,0,0.0
2020-01-23,0,0,0.0
2020-01-24,3,0,0.0
2020-01-25,2,0,0.0
2020-01-26,1,0,0.0
2020-01-27,9,0,0.0
2020-01-28,0,0,0.0
2020-01-29,8,0,0.0
2020-01-30,1,0,0.0
2020-01-31,0,0,0.0
2020-02-01,0,0,0.0
2020-02-02,1,0,0.0
2020-02-03,1,0,0.0
2020-02-04,2,0,0.0
2020-02-05,6,0,0.0
2020-02-06,0,0,0.0
2020-02-07,1,0,0.0
2020-02-08,0,0,0.0
2020-02-09,0,1,0.0
2020-02-10,0,0,0.0
2020-02-11,1,0,0.0
2020-02-12,0,0,0.0
2020-02-13,1,0,0.0
2020-02-14,0,0,0.0
2020-02-15,1,2,0.0
2020-02-16,30,1,0.0
2020-02-17,1,0,0.0
2020-02-18,0,0,1.0
2020-02-19,0,0,-0.6000000000000001
2020-02-20,0,0,-0.12
2020-02-21,8,0,-0.055999999999999994
2020-02-22,2,1,-0.03359999999999997
2020-02-23,16,5,-0.022848000000000004
2020-02-24,7,0,-0.01675520000000001
2020-02-25,6,6,-0.012925440000000009
2020-02-26,7,0,-0.01034035200000001
2020-02-27,10,0,-0.00850206720000001
2020-02-28,1,0,2.0
2020-02-29,9,0,-1.2000000000000002
2020-03-01,0,0,-0.24
2020-03-02,3,0,-0.11199999999999999
2020-03-03,2,0,0.9328000000000001
2020-03-04,1,7,-0.645696
2020-03-05,0,13,-0.15351040000000002
2020-03-06,1,0,-0.08185088000000001
2020-03-07,2,0,-0.054280703999999985
2020-03-08,11,16,-0.039852134400000024
2020-03-09,1,1,-0.01675520000000001
2020-03-10,10,0,-0.012925440000000009
2020-03-11,10,0,-0.01034035200000001
2020-03-12,1,0,-0.00850206720000001
2020-03-13,0,0,0.0
2020-03-14,10,11,0.0
2020-03-15,0,0,0.0
2020-03-16,3,4,0.0
2020-03-17,4,5,0.0
2020-03-18,4,0,1.0
2020-03-19,0,6,0.3999999999999999
2020-03-20,0,0,-0.7200000000000001
2020-03-21,0,2,-0.176
2020-03-22,4,5,-0.08959999999999996
2020-03-23,0,2,-0.05644799999999997
2020-03-24,2,0,-0.03960320000000001
2020-03-25,5,0,-0.029680640000000015
2020-03-26,0,3,-0.023265792000000018
2020-03-27,0,6,-0.01884241920000002
2020-03-28,4,0,-0.00850206720000001
2020-03-29,4,0,0.0
2020-03-30,7,0,0.0
2020-03-31,0,3,0.0
2020-04-01,1,1,0.0
2020-04-02,5,2,0.0
2020-04-03,0,1,0.0
2020-04-04,5,0,0.0
2020-04-05,1,0,1.0
2020-04-06,0,1,-0.6000000000000001
2020-04-07,0,2,-0.12
2020-04-08,0,0,-0.055999999999999994
2020-04-09,2,0,-0.03359999999999997
2020-04-10,4,2,1.977152
2020-04-11,10,2,-0.21675520000000015
2020-04-12,0,2,0.14707455999999985
2020-04-13,2,1,-0.8423403520000001
2020-04-14,1,0,-0.25170206719999993
2020-04-15,3,3,-0.13529599999999997
2020-04-16,6,0,-0.0899584
2020-04-17,4,0,-0.06545408000000003
2020-04-18,0,0,-0.05036134400000003
2020-04-19,0,0,0.9597300736
2020-04-20,0,0,-0.6188424192000002
2020-04-21,0,0,-0.12850206720000001
2020-04-22,2,1,-0.055999999999999994
2020-04-23,8,0,-0.03359999999999997
2020-04-24,0,11,-0.022848000000000004
2020-04-25,5,0,-0.01675520000000001
2020-04-26,12,1,0.98707456
2020-04-27,4,0,-0.6103403520000001
2020-04-28,4,4,-0.12850206720000001
2020-04-29,0,1,-0.055999999999999994
2020-04-30,1,1,-0.03359999999999997
2020-05-01,8,21,-0.022848000000000004
2020-05-02,1,8,-0.01675520000000001
2020-05-03,3,0,-0.012925440000000009
2020-05-04,0,3,-0.01034035200000001
2020-05-05,0,4,1.9914979328
2020-05-06,4,4,-1.2000000000000002
2020-05-07,1,0,0.76
2020-05-08,0,2,-0.7120000000000001
2020-05-09,0,0,-0.18719999999999992
2020-05-10,0,16,0.898304
2020-05-11,2,0,-0.6671104000000001
2020-05-12,0,4,2.83130112
2020-05-13,10,2,-1.8934359040000004
2020-05-14,1,0,-0.4235295744
2020-05-15,0,0,-0.201188352
2020-05-16,3,0,-0.12605726719999993
2020-05-17,3,0,0.91853056
2020-05-18,0,0,1.339394048
2020-05-19,1,0,-1.3672783872000003
2020-05-20,0,2,-0.327021056
2020-05-21,1,0,-0.17110620159999998
2020-05-22,3,0,-0.09004799999999995
2020-05-23,1,13,-0.06245120000000001
2020-05-24,0,0,-0.04643584000000003
2020-05-25,0,2,-0.036191232000000025
2020-05-26,0,0,-0.029182771200000027
2020-05-27,12,0,-0.01700413440000002
2020-05-28,0,0,0.0
2020-05-29,0,0,0.0
2020-05-30,3,0,1.0
2020-05-31,0,0,-0.6000000000000001
2020-06-01,3,0,-0.12
2020-06-02,1,0,-0.055999999999999994
2020-06-03,0,0,-0.03359999999999997
2020-06-04,0,3,-0.022848000000000004
2020-06-05,0,8,-0.01675520000000001
2020-06-06,3,0,-0.012925440000000009
2020-06-07,6,0,0.989659648
2020-06-08,4,0,-0.6085020672000001
2020-06-09,8,0,-0.12
2020-06-10,1,0,-0.055999999999999994
2020-06-11,6,0,-0.03359999999999997
2020-06-12,1,0,-0.022848000000000004
2020-06-13,5,0,-0.01675520000000001
2020-06-14,16,0,0.98707456
2020-06-15,6,0,-0.6103403520000001
2020-06-16,1,0,-0.12850206720000001
2020-06-17,9,0,1.944
2020-06-18,2,0,-1.2336000000000003
2020-06-19,15,0,-0.26284799999999997
2020-06-20,4,0,-0.1287552
2020-06-21,4,17,0.91987456
2020-06-22,2,0,-0.6560363520000001
2020-06-23,2,0,-0.1620124672
2020-06-24,12,0,-0.08185088000000001
2020-06-25,1,2,-0.054280703999999985
2020-06-26,4,0,-0.039852134400000024
2020-06-27,1,0,-0.01675520000000001
2020-06-28,1,0,0.98707456
2020-06-29,0,1,-0.6103403520000001
2020-06-30,13,0,-0.12850206720000001
2020-07-01,13,0,-0.055999999999999994
2020-07-02,9,0,-0.03359999999999997
2020-07-03,0,0,-0.022848000000000004
2020-07-04,4,0,-0.01675520000000001
2020-07-05,1,7,-0.012925440000000009
2020-07-06,0,0,0.989659648
2020-07-07,0,0,-0.6085020672000001
2020-07-08,1,0,-0.12
2020-07-09,12,0,-0.055999999999999994
2020-07-10,1,0,-0.03359999999999997
2020-07-11,6,1,-0.022848000000000004
2020-07-12,12,0,-0.01675520000000001
2020-07-13,11,0,0.98707456
2020-07-14,14,0,-0.6103403520000001
2020-07-15,20,0,-0.12850206720000001
2020-07-16,10,16,-0.055999999999999994
2020-07-17,7,1,-0.03359999999999997
2020-07-18,12,4,-0.022848000000000004
2020-07-19,8,0,-0.01675520000000001
2020-07-20,34,4,-0.012925440000000009
2020-07-21,13,0,0.989659648
2020-07-22,15,0,-0.6085020672000001
2020-07-23,10,0,-0.12
2020-07-24,12,0,-0.055999999999999994
2020-07-25,4,0,-0.03359999999999997
2020-07-26,22,8,-0.022848000000000004
2020-07-27,21,1,-0.01675520000000001
2020-07-28,9,0,-0.012925440000000009
2020-07-29,10,4,-0.01034035200000001
2020-07-30,11,0,-0.00850206720000001
2020-07-31,8,2,0.0
2020-08-01,16,0,0.0
2020-08-02,1,0,0.0
2020-08-03,3,0,0.0
2020-08-04,4,0,0.0
2020-08-05,3,0,0.0
2020-08-06,0,0,0.0
2020-08-07,3,0,0.0
2020-08-08,3,0,0.0
2020-08-09,6,0,0.0
2020-08-10,0,0,0.0
2020-08-11,0,0,0.0
2020-08-12,2,3,0.0
2020-08-13,14,7,0.0
2020-08-14,3,0,0.0
2020-08-15,4,0,0.0
2020-08-16,8,0,0.0
2020-08-17,8,0,0.0
2020-08-18,7,0,0.0
2020-08-19,16,0,0.0
2020-08-20,12,1,0.0
2020-08-21,6,1,0.0
2020-08-22,7,0,0.0
2020-08-23,14,0,0.0
2020-08-24,0,3,0.0
2020-08-25,6,3,1.0
2020-08-26,0,2,-0.6000000000000001
2020-08-27,4,0,-0.12
2020-08-28,2,0,-0.055999999999999994
2020-08-29,1,0,-0.03359999999999997
2020-08-30,0,2,-0.022848000000000004
2020-08-31,0,0,-0.01675520000000001
2020-09-01,0,0,-0.012925440000000009
2020-09-02,3,0,-0.01034035200000001
2020-09-03,0,0,-0.00850206720000001
2020-09-04,0,0,0.0
2020-09-05,4,5,0.0
2020-09-06,2,0,0.0
2020-09-07,5,1,0.0
2020-09-08,0,0,0.0
2020-09-09,6,0,0.0
2020-09-10,2,0,0.0
2020-09-11,0,0,0.0
2020-09-12,3,6,0.0
2020-09-13,0,0,0.0
2020-09-14,0,1,0.0
2020-09-15,0,0,0.0
2020-09-16,5,0,1.0
2020-09-17,1,0,-0.6000000000000001
2020-09-18,0,1,-0.12
2020-09-19,2,0,0.944
2020-09-20,8,0,-0.6336
2020-09-21,0,0,-0.142848
2020-09-22,0,0,-0.0727552
2020-09-23,7,0,-0.04652543999999998
2020-09-24,1,0,-0.03318835200000001
2020-09-25,0,0,-0.025257267200000016
2020-09-26,0,0,-0.012925440000000009
2020-09-27,0,0,-0.01034035200000001
2020-09-28,0,10,-0.00850206720000001
2020-09-29,0,0,0.0
2020-09-30,4,0,1.0
2020-10-01,1,10,-0.6000000000000001
2020-10-02,2,0,-0.12
2020-10-03,1,2,-0.055999999999999994
2020-10-04,0,0,-0.03359999999999997
2020-10-05,0,3,-0.022848000000000004
2020-10-06,3,0,-0.01675520000000001
2020-10-07,4,0,-0.012925440000000009
2020-10-08,5,0,-0.01034035200000001
2020-10-09,2,3,-0.00850206720000001
2020-10-10,1,2,0.0
2020-10-11,0,0,0.0
2020-10-12,0,0,1.0
2020-10-13,0,1,-0.6000000000000001
2020-10-14,4,0,-0.12
2020-10-15,16,0,-0.055999999999999994
2020-10-16,4,1,-0.03359999999999997
2020-10-17,0,1,-0.022848000000000004
2020-10-18,0,0,-0.01675520000000001
2020-10-19,0,0,-0.012925440000000009
2020-10-20,1,1,-0.01034035200000001
2020-10-21,0,0,-0.00850206720000001
2020-10-22,19,19,0.0
2020-10-23,5,0,0.0
2020-10-24,0,0,0.0
2020-10-25,1,0,0.0
2020-10-26,0,0,0.0
2020-10-27,1,0,1.0
2020-10-28,24,0,-0.6000000000000001
2020-10-29,1,15,0.88
2020-10-30,3,0,1.3439999999999999
2020-10-31,14,0,-1.3536000000000001
2020-11-01,2,0,-0.318848
2020-11-02,3,7,-0.16235519999999998
2020-11-03,0,0,-0.10297343999999994
2020-11-04,7,0,-0.07279155200000002
2020-11-05,8,0,-0.05493790720000004
2020-11-06,0,0,-0.036191232000000025
2020-11-07,0,0,-0.029182771200000027
2020-11-08,5,6,-0.01700413440000002
2020-11-09,3,0,0.0
2020-11-10,1,0,0.0
2020-11-11,0,0,0.0
2020-11-12,0,0,0.0
2020-11-13,3,0,0.0
2020-11-14,0,15,0.0
2020-11-15,31,0,0.0
2020-11-16,0,0,0.0
2020-11-17,14,0,0.0
2020-11-18,0,0,0.0
2020-11-19,4,0,0.0
2020-11-20,0,4,0.0
2020-11-21,1,7,1.0
2020-11-22,0,0,-0.6000000000000001
2020-11-23,2,0,-0.12
2020-11-24,0,0,-0.055999999999999994
2020-11-25,0,0,-0.03359999999999997
2020-11-26,10,1,-0.022848000000000004
2020-11-27,0,5,-0.01675520000000001
2020-11-28,0,0,-0.012925440000000009
2020-11-29,0,0,-0.01034035200000001
2020-11-30,0,0,-0.00850206720000001
2020-12-01,1,1,1.0
2020-12-02,1,0,-0.6000000000000001
2020-12-03,2,0,-0.12
2020-12-04,0,0,-0.055999999999999994
2020-12-05,5,0,-0.03359999999999997
2020-12-06,23,0,0.977152
2020-12-07,0,0,-0.6167552000000001
2020-12-08,2,6,-0.13292544
2020-12-09,3,7,-0.066340352
2020-12-10,13,0,-0.04210206719999998
2020-12-11,0,3,-0.022848000000000004
2020-12-12,8,0,-0.01675520000000001
2020-12-13,1,9,-0.012925440000000009
2020-12-14,0,1,0.989659648
2020-12-15,1,0,-0.6085020672000001
2020-12-16,0,0,-0.12
2020-12-17,15,0,-0.055999999999999994
2020-12-18,0,0,-0.03359999999999997
2020-12-19,0,0,0.977152
2020-12-20,0,4,0.38324479999999994
2020-12-21,0,0,0.26707455999999996
2020-12-22,0,0,-0.7863403520000001
2020-12-23,2,0,-0.21810206719999997
2020-12-24,0,0,-0.11244799999999996
2020-12-25,0,0,-0.07320319999999998
2020-12-26,0,0,-0.052528640000000015
2020-12-27,0,0,-0.040020992000000026
2020-12-28,0,0,-0.031767859200000026
2020-12-29,0,0,-0.01884241920000002
2020-12-30,0,0,-0.00850206720000001
2020-12-31,0,0,0.0
2021-01-01,0,0,0.0
2021-01-02,0,0,0.0
2021-01-03,0,0,0.0
2021-01-04,0,0,1.0
2021-01-05,0,0,0.3999999999999999
2021-01-06,1,5,-0.7200000000000001
2021-01-07,0,0,-0.176
2021-01-08,0,0,3.9104
2021-01-09,0,0,-2.4564480000000004
2021-01-10,0,0,0.48039679999999996
2021-01-11,4,0,-0.8536806400000001
2021-01-12,5,0,-0.27766579199999986
2021-01-13,0,0,-0.16623441920000004
2021-01-14,0,0,-0.1091228672
2021-01-15,0,3,-0.07454976000000003
2021-01-16,1,0,-0.05811660800000004
2021-01-17,0,0,-0.04693370880000005
2021-01-18,0,0,-0.01034035200000001
2021-01-19,0,0,-0.00850206720000001
2021-01-20,0,0,2.0
2021-01-21,13,7,0.7999999999999998
2021-01-22,8,0,-1.4400000000000002
2021-01-23,6,1,-0.352
2021-01-24,4,2,-0.17919999999999991
2021-01-25,1,0,-0.11289599999999994
2021-01-26,0,4,-0.07920640000000002
2021-01-27,2,0,-0.05936128000000003
2021-01-28,9,0,-0.046531584000000036
2021-01-29,0,0,-0.03768483840000004
2021-01-30,0,0,-0.01700413440000002
2021-01-31,0,0,0.0
2021-02-01,1,0,0.0
2021-02-02,3,1,1.0
2021-02-03,1,0,-0.6000000000000001
2021-02-04,3,0,-0.12
2021-02-05,0,14,-0.055999999999999994
2021-02-06,2,8,-0.03359999999999997
2021-02-07,1,2,-0.022848000000000004
2021-02-08,0,2,-0.01675520000000001
2021-02-09,1,1,-0.012925440000000009
2021-02-10,0,0,-0.01034035200000001
2021-02-11,0,0,-0.00850206720000001
2021-02-12,0,1,5.0
2021-02-13,0,0,-3.0000000000000004
2021-02-14,0,6,-0.6
2021-02-15,0,0,-0.27999999999999997
2021-02-16,0,0,-0.16799999999999984
2021-02-17,0,0,-0.11424000000000002
2021-02-18,11,0,-0.08377600000000004
2021-02-19,0,2,-0.06462720000000004
2021-02-20,0,0,-0.05170176000000005
2021-02-21,1,6,0.9574896639999999
2021-02-22,0,0,-0.6000000000000001
2021-02-23,1,0,-0.12
2021-02-24,1,0,-0.055999999999999994
2021-02-25,2,0,-0.03359999999999997
2021-02-26,4,1,-0.022848000000000004
2021-02-27,19,7,-0.01675520000000001
2021-02-28,5,0,0.98707456
2021-03-01,1,0,-0.6103403520000001
2021-03-02,2,0,2.8714979328
2021-03-03,3,0,0.14399999999999968
2021-03-04,4,0,-0.5936000000000001
2021-03-05,1,0,-1.0308480000000002
2021-03-06,5,0,3.6504448000000003
2021-03-07,1,1,-1.6046694400000003
2021-03-08,0,0,0.7800980479999999
2021-03-09,3,0,4.3523632128
2021-03-10,4,0,-3.104027136000001
2021-03-11,12,0,-1.6161043456000002
2021-03-12,2,0,0.35958671360000005
2021-03-13,4,0,-0.9802550271999999
2021-03-14,5,0,3.621514752
2021-03-15,3,0,-1.6495787008000002
2021-03-16,0,0,-1.2370906112000002
2021-03-17,0,1,-0.45881968640000004
2021-03-18,8,0,7.7314920448
2021-03-19,0,0,3.053580492799999
2021-03-20,0,0,-3.8602091520000013
2021-03-21,1,0,2.3150409728
2021-03-22,3,0,1.9889131520000003
2021-03-23,8,2,7.192067379199999
2021-03-24,3,16,-7.592527667200001
2021-03-25,0,0,2.17285888
2021-03-26,4,0,-4.327476736
2021-03-27,0,0,-1.4566542335999997
2021-03-28,3,0,6.1583683584
2021-03-29,3,0,-0.7381689344000009
2021-03-30,0,1,-2.630652928000001
2021-03-31,0,0,-1.7437980672000002
2021-04-01,7,0,-0.7561923584
2021-04-02,0,0,8.5894601728
2021-04-03,0,7,-4.684788736000001
2021-04-04,0,10,3.1396531199999997
2021-04-05,0,0,-1.7648394240000007
2021-04-06,0,0,-2.2722013184
2021-04-07,4,1,14.1964193792
2021-04-08,0,0,-9.462146867200001
2021-04-09,1,0,-2.1145241599999998
