,ansible/ansible,cfengine/core,saltstack/salt
2016-08-04,21,0,25
2016-08-05,8,2,44
2016-08-06,2,0,51
2016-08-07,0,0,10
2016-08-08,20,4,34
2016-08-09,9,0,72
2016-08-10,7,0,59
2016-08-11,12,0,54
2016-08-12,10,0,31
2016-08-13,2,1,1
2016-08-14,0,0,3
2016-08-15,13,0,35
2016-08-16,10,0,59
2016-08-17,11,0,66
2016-08-18,12,0,49
2016-08-19,12,1,22
2016-08-20,17,0,40
2016-08-21,2,0,18
2016-08-22,8,0,72
2016-08-23,23,0,75
2016-08-24,28,0,36
2016-08-25,22,0,24
2016-08-26,22,0,29
2016-08-27,4,0,5
2016-08-28,0,0,2
2016-08-29,12,0,94
2016-08-30,12,0,59
2016-08-31,40,0,56
2016-09-01,13,0,53
2016-09-02,11,2,40
2016-09-03,8,0,24
2016-09-04,8,0,3
2016-09-05,3,0,2
2016-09-06,22,0,54
2016-09-07,22,1,40
2016-09-08,12,0,86
2016-09-09,23,6,34
2016-09-10,4,0,11
2016-09-11,4,0,11
2016-09-12,40,7,47
2016-09-13,19,1,37
2016-09-14,18,11,49
2016-09-15,17,2,55
2016-09-16,18,6,31
2016-09-17,12,0,15
2016-09-18,0,0,9
2016-09-19,26,0,58
2016-09-20,24,3,42
2016-09-21,11,2,46
2016-09-22,14,5,43
2016-09-23,21,8,43
2016-09-24,3,0,6
2016-09-25,1,2,5
2016-09-26,4,7,33
2016-09-27,11,3,53
2016-09-28,19,1,73
2016-09-29,9,22,65
2016-09-30,20,1,43
2016-10-01,2,0,11
2016-10-02,8,0,2
2016-10-03,20,3,26
2016-10-04,8,17,23
2016-10-05,8,3,41
2016-10-06,9,26,28
2016-10-07,3,22,37
2016-10-08,2,0,11
2016-10-09,2,0,5
2016-10-10,4,6,24
2016-10-11,4,9,31
2016-10-12,5,0,43
2016-10-13,110,0,34
2016-10-14,11,0,31
2016-10-15,8,0,3
2016-10-16,1,0,3
2016-10-17,11,0,42
2016-10-18,10,1,42
2016-10-19,11,0,31
2016-10-20,11,0,59
2016-10-21,16,3,57
2016-10-22,3,3,14
2016-10-23,10,0,9
2016-10-24,19,0,65
2016-10-25,14,0,73
2016-10-26,11,5,29
2016-10-27,14,0,45
2016-10-28,11,5,28
2016-10-29,5,1,10
2016-10-30,7,0,22
2016-10-31,14,3,49
2016-11-01,18,0,38
2016-11-02,9,0,68
2016-11-03,17,0,48
2016-11-04,13,0,76
2016-11-05,0,0,13
2016-11-06,4,0,30
2016-11-07,22,0,47
2016-11-08,19,0,36
2016-11-09,3,0,25
2016-11-10,13,0,41
2016-11-11,16,4,62
2016-11-12,0,0,10
2016-11-13,1,0,7
2016-11-14,9,4,15
2016-11-15,7,3,34
2016-11-16,6,2,36
2016-11-17,15,1,18
2016-11-18,29,0,22
2016-11-19,8,1,4
2016-11-20,2,0,3
2016-11-21,13,33,49
2016-11-22,11,1,27
2016-11-23,10,4,35
2016-11-24,5,0,18
2016-11-25,1,0,4
2016-11-26,1,0,5
2016-11-27,2,0,9
2016-11-28,16,5,62
2016-11-29,15,5,46
2016-11-30,8,10,44
2016-12-01,12,2,29
2016-12-02,11,6,35
2016-12-03,0,0,4
2016-12-04,4,6,6
2016-12-05,12,0,30
2016-12-06,6,0,26
2016-12-07,1,0,40
2016-12-08,5956,0,33
2016-12-09,32,1,45
2016-12-10,22,0,7
2016-12-11,7,0,1
2016-12-12,13,0,22
2016-12-13,26,0,20
2016-12-14,19,0,16
2016-12-15,32,9,59
2016-12-16,9,6,50
2016-12-17,3,0,2
2016-12-18,0,0,17
2016-12-19,25,3,46
2016-12-20,15,0,40
2016-12-21,12,0,22
2016-12-22,20,0,47
2016-12-23,8,0,8
2016-12-24,1,0,2
2016-12-25,0,0,1
2016-12-26,3,0,2
2016-12-27,2,0,22
2016-12-28,0,0,24
2016-12-29,5,1,20
2016-12-30,16,1,17
2016-12-31,1,0,2
2017-01-01,0,0,12
2017-01-02,4,0,3
2017-01-03,29,3,13
2017-01-04,29,1,44
2017-01-05,50,1,57
2017-01-06,33,1,79
2017-01-07,4,0,1
2017-01-08,10,0,0
2017-01-09,33,0,16
2017-01-10,31,1,31
2017-01-11,30,4,9
2017-01-12,13,0,12
2017-01-13,32,0,16
2017-01-14,5,0,5
2017-01-15,0,0,32
2017-01-16,29,0,15
2017-01-17,24,0,57
2017-01-18,33,0,49
2017-01-19,33,0,17
2017-01-20,21,2,22
2017-01-21,1,0,1
2017-01-22,1,0,2
2017-01-23,8,4,31
2017-01-24,21,3,33
2017-01-25,33,0,81
2017-01-26,25,2,39
2017-01-27,34,1,40
2017-01-28,8,0,4
2017-01-29,3,0,0
2017-01-30,27,0,45
2017-01-31,32,0,78
2017-02-01,25,0,45
2017-02-02,27,2,35
2017-02-03,14,1,48
2017-02-04,8,0,8
2017-02-05,0,0,2
2017-02-06,22,0,44
2017-02-07,29,1,53
2017-02-08,31,1,38
2017-02-09,30,0,75
2017-02-10,32,0,20
2017-02-11,8,0,7
2017-02-12,7,0,8
2017-02-13,26,0,72
2017-02-14,51,3,52
2017-02-15,33,6,39
2017-02-16,28,4,55
2017-02-17,44,0,61
2017-02-18,23,0,5
2017-02-19,6,0,19
2017-02-20,25,0,4
2017-02-21,31,2,32
2017-02-22,27,0,66
2017-02-23,28,5,96
2017-02-24,47,8,98
2017-02-25,13,0,12
2017-02-26,10,0,22
2017-02-27,38,2,29
2017-02-28,21,15,64
2017-03-01,46,0,66
2017-03-02,54,1,65
2017-03-03,23,2,42
2017-03-04,3,0,12
2017-03-05,9,0,10
2017-03-06,19,0,43
2017-03-07,20,1,35
2017-03-08,26,2,46
2017-03-09,9,5,64
2017-03-10,10,0,47
2017-03-11,4,0,13
2017-03-12,8,0,4
2017-03-13,18,0,28
2017-03-14,11,0,81
2017-03-15,34,0,62
2017-03-16,24,0,43
2017-03-17,9,0,59
2017-03-18,5,0,4
2017-03-19,1,0,1
2017-03-20,13,0,92
2017-03-21,17,0,76
2017-03-22,12,0,85
2017-03-23,26,0,69
2017-03-24,29,0,56
2017-03-25,7,0,5
2017-03-26,1,0,4
2017-03-27,15,0,62
2017-03-28,22,0,106
2017-03-29,22,2,29
2017-03-30,19,0,58
2017-03-31,15,0,62
2017-04-01,0,0,77
2017-04-02,0,0,8
2017-04-03,19,1,45
2017-04-04,32,0,105
2017-04-05,16,1,45
2017-04-06,21,3,65
2017-04-07,23,0,35
2017-04-08,2,0,1
2017-04-09,7,0,8
2017-04-10,4,0,24
2017-04-11,8,3,51
2017-04-12,12,3,34
2017-04-13,17,0,45
2017-04-14,3,3,24
2017-04-15,1,0,0
2017-04-16,2,0,0
2017-04-17,8,0,53
2017-04-18,15,9,42
2017-04-19,10,0,28
2017-04-20,21,0,38
2017-04-21,15,2,30
2017-04-22,1,0,17
2017-04-23,2,0,11
2017-04-24,7,0,106
2017-04-25,16,0,36
2017-04-26,19,1,46
2017-04-27,23,0,35
2017-04-28,21,8,77
2017-04-29,1,0,7
2017-04-30,0,0,8
2017-05-01,15,0,36
2017-05-02,11,4,56
2017-05-03,26,4,49
2017-05-04,22,0,68
2017-05-05,16,0,49
2017-05-06,1,0,10
2017-05-07,1,0,2
2017-05-08,9,0,13
2017-05-09,22,4,45
2017-05-10,7,1,32
2017-05-11,20,5,26
2017-05-12,20,0,63
2017-05-13,5,0,4
2017-05-14,3,0,4
2017-05-15,10,15,47
2017-05-16,40,2,49
2017-05-17,16,1,53
2017-05-18,38,1,54
2017-05-19,54,6,30
2017-05-20,0,0,18
2017-05-21,0,0,10
2017-05-22,15,2,26
2017-05-23,22,1,27
2017-05-24,40,1,83
2017-05-25,35,0,77
2017-05-26,12,1,57
2017-05-27,0,0,3
2017-05-28,14,0,0
2017-05-29,1,2,10
2017-05-30,30,4,37
2017-05-31,28,2,54
2017-06-01,22,10,53
2017-06-02,25,3,23
2017-06-03,4,0,3
2017-06-04,1,0,0
2017-06-05,12,0,23
2017-06-06,21,7,80
2017-06-07,28,1,54
2017-06-08,30,2,54
2017-06-09,20,0,41
2017-06-10,5,0,1
2017-06-11,2,0,3
2017-06-12,22,5,45
2017-06-13,22,1,43
2017-06-14,19,2,73
2017-06-15,22,0,38
2017-06-16,20,6,54
2017-06-17,7,0,4
2017-06-18,5,0,2
2017-06-19,21,0,61
2017-06-20,9,0,65
2017-06-21,13,1,78
2017-06-22,14,1,33
2017-06-23,10,0,24
2017-06-24,4,0,1
2017-06-25,2,0,0
2017-06-26,22,0,19
2017-06-27,15,2,23
2017-06-28,39,0,36
2017-06-29,28,0,63
2017-06-30,19,0,36
2017-07-01,0,0,8
2017-07-02,2,0,5
2017-07-03,15,0,39
2017-07-04,19,1,10
2017-07-05,24,0,40
2017-07-06,23,0,45
2017-07-07,21,0,26
2017-07-08,2,0,2
2017-07-09,1,0,1
2017-07-10,27,0,12
2017-07-11,30,3,37
2017-07-12,43,1,27
2017-07-13,26,2,24
2017-07-14,49,3,16
2017-07-15,15,0,4
2017-07-16,11,0,2
2017-07-17,25,0,54
2017-07-18,45,0,39
2017-07-19,31,2,44
2017-07-20,24,0,34
2017-07-21,22,0,55
2017-07-22,0,0,2
2017-07-23,3,0,2
2017-07-24,28,0,46
2017-07-25,35,0,56
2017-07-26,25,0,49
2017-07-27,20,0,68
2017-07-28,24,0,54
2017-07-29,11,0,6
2017-07-30,2,0,3
2017-07-31,37,1,34
2017-08-01,83,0,16
2017-08-02,41,2,15
2017-08-03,39,2,24
2017-08-04,49,1,19
2017-08-05,11,0,6
2017-08-06,3,0,5
2017-08-07,29,0,44
2017-08-08,30,0,38
2017-08-09,41,0,40
2017-08-10,44,0,50
2017-08-11,30,0,52
2017-08-12,26,0,8
2017-08-13,21,0,8
2017-08-14,48,0,120
2017-08-15,56,0,79
2017-08-16,46,0,43
2017-08-17,55,1,81
2017-08-18,45,0,41
2017-08-19,7,0,7
2017-08-20,2,0,9
2017-08-21,12,0,35
2017-08-22,36,0,61
2017-08-23,30,0,55
2017-08-24,27,0,54
2017-08-25,55,0,38
2017-08-26,8,0,0
2017-08-27,0,0,3
2017-08-28,35,0,45
2017-08-29,81,0,43
2017-08-30,49,6,55
2017-08-31,29,2,24
2017-09-01,28,1,32
2017-09-02,6,0,2
2017-09-03,0,0,3
2017-09-04,2,5,25
2017-09-05,16,1,56
2017-09-06,13,0,35
2017-09-07,24,0,25
2017-09-08,16,1,23
2017-09-09,18,0,0
2017-09-10,7,0,2
2017-09-11,33,0,70
2017-09-12,33,0,62
2017-09-13,42,0,56
2017-09-14,37,0,51
2017-09-15,24,0,37
2017-09-16,9,0,4
2017-09-17,7,0,4
2017-09-18,14,2,53
2017-09-19,24,1,23
2017-09-20,31,5,77
2017-09-21,27,1,62
2017-09-22,25,3,109
2017-09-23,2,0,5
2017-09-24,3,0,7
2017-09-25,13,0,109
2017-09-26,21,0,49
2017-09-27,30,1,68
2017-09-28,25,0,97
2017-09-29,18,3,45
2017-09-30,6,1,2
2017-10-01,5,0,16
2017-10-02,30,0,39
2017-10-03,22,0,46
2017-10-04,29,2,21
2017-10-05,22,0,44
2017-10-06,11,0,32
2017-10-07,0,0,4
2017-10-08,2,0,8
2017-10-09,24,0,41
2017-10-10,24,1,59
2017-10-11,28,0,30
2017-10-12,38,0,37
2017-10-13,22,1,54
2017-10-14,6,1,3
2017-10-15,3,0,2
2017-10-16,28,0,62
2017-10-17,22,2,41
2017-10-18,21,6,41
2017-10-19,11,0,59
2017-10-20,16,0,65
2017-10-21,3,0,1
2017-10-22,4,0,3
2017-10-23,14,0,26
2017-10-24,14,4,42
2017-10-25,28,1,33
2017-10-26,23,3,20
2017-10-27,28,5,26
2017-10-28,5,0,1
2017-10-29,17,0,32
2017-10-30,27,5,37
2017-10-31,13,0,18
2017-11-01,44,2,14
2017-11-02,25,2,6
2017-11-03,11,0,10
2017-11-04,1,0,1
2017-11-05,6,0,4
2017-11-06,19,7,22
2017-11-07,25,5,45
2017-11-08,23,1,17
2017-11-09,33,0,37
2017-11-10,16,0,142
2017-11-11,2,1,6
2017-11-12,4,0,5
2017-11-13,17,0,75
2017-11-14,26,1,44
2017-11-15,27,1,16
2017-11-16,27,4,30
2017-11-17,15,2,16
2017-11-18,2,0,5
2017-11-19,5,1,11
2017-11-20,11,1,35
2017-11-21,31,3,18
2017-11-22,35,0,59
2017-11-23,5,0,7
2017-11-24,5,1,19
2017-11-25,4,0,4
2017-11-26,2,0,0
2017-11-27,14,0,32
2017-11-28,26,1,37
2017-11-29,10,3,30
2017-11-30,21,0,51
2017-12-01,15,4,83
2017-12-02,16,0,15
2017-12-03,17,0,15
2017-12-04,11,3,85
2017-12-05,27,5,96
2017-12-06,30,2,65
2017-12-07,32,1,52
2017-12-08,23,1,21
2017-12-09,5,0,5
2017-12-10,1,0,6
2017-12-11,16,0,97
2017-12-12,29,0,50
2017-12-13,39,1,37
2017-12-14,33,2,48
2017-12-15,25,4,41
2017-12-16,2,0,7
2017-12-17,1,0,2
2017-12-18,12,0,23
2017-12-19,30,6,45
2017-12-20,44,1,39
2017-12-21,32,4,40
2017-12-22,16,0,42
2017-12-23,5,0,3
2017-12-24,3,0,7
2017-12-25,5,0,6
2017-12-26,7,0,4
2017-12-27,2,0,31
2017-12-28,3,0,46
2017-12-29,4,0,17
2017-12-30,2,0,16
2017-12-31,0,0,6
2018-01-01,0,0,1
2018-01-02,13,0,53
2018-01-03,47,0,30
2018-01-04,35,1,49
2018-01-05,23,1,30
2018-01-06,11,0,6
2018-01-07,16,0,3
2018-01-08,31,5,37
2018-01-09,25,1,40
2018-01-10,48,2,28
2018-01-11,43,3,40
2018-01-12,30,5,46
2018-01-13,5,1,17
2018-01-14,8,0,32
2018-01-15,26,4,58
2018-01-16,35,5,27
2018-01-17,44,0,66
2018-01-18,25,1,52
2018-01-19,21,0,40
2018-01-20,15,0,18
2018-01-21,7,0,28
2018-01-22,31,0,61
2018-01-23,48,0,87
2018-01-24,35,2,70
2018-01-25,23,0,46
2018-01-26,41,0,119
2018-01-27,6,0,15
2018-01-28,7,0,22
2018-01-29,24,0,53
2018-01-30,32,8,69
2018-01-31,29,0,44
2018-02-01,16,0,34
2018-02-02,35,2,29
2018-02-03,15,0,1
2018-02-04,2,0,2
2018-02-05,31,0,19
2018-02-06,45,1,18
2018-02-07,53,5,45
2018-02-08,43,19,66
2018-02-09,20,9,55
2018-02-10,9,0,4
2018-02-11,3,0,3
2018-02-12,13,1,66
2018-02-13,22,6,65
2018-02-14,23,6,33
2018-02-15,26,2,32
2018-02-16,25,6,48
2018-02-17,6,1,11
2018-02-18,2,0,2
2018-02-19,16,2,9
2018-02-20,25,9,76
2018-02-21,37,1,37
2018-02-22,14,0,29
2018-02-23,18,0,20
2018-02-24,11,0,24
2018-02-25,5,0,7
2018-02-26,27,4,52
2018-02-27,13,1,47
2018-02-28,33,0,59
2018-03-01,18,0,42
2018-03-02,11,0,48
2018-03-03,3,0,14
2018-03-04,3,0,6
2018-03-05,19,0,47
2018-03-06,16,0,39
2018-03-07,20,2,44
2018-03-08,16,0,57
2018-03-09,18,8,29
2018-03-10,3,0,14
2018-03-11,1,0,15
2018-03-12,8,1,31
2018-03-13,12,4,40
2018-03-14,7,0,29
2018-03-15,23,0,28
2018-03-16,5,0,25
2018-03-17,3,2,6
2018-03-18,5,1,0
2018-03-19,15,5,30
2018-03-20,28,6,41
2018-03-21,27,0,39
2018-03-22,33,2,26
2018-03-23,18,3,19
2018-03-24,5,0,2
2018-03-25,1,0,2
2018-03-26,23,1,56
2018-03-27,20,3,54
2018-03-28,18,6,50
2018-03-29,15,3,32
2018-03-30,7,0,25
2018-03-31,4,0,2
2018-04-01,0,0,4
2018-04-02,13,0,22
2018-04-03,18,1,81
2018-04-04,26,0,68
2018-04-05,34,1,50
2018-04-06,19,1,143
2018-04-07,3,1,1
2018-04-08,4,0,5
2018-04-09,17,2,47
2018-04-10,32,0,72
2018-04-11,25,0,38
2018-04-12,25,0,28
2018-04-13,21,5,45
2018-04-14,5,3,14
2018-04-15,2,0,4
2018-04-16,25,0,37
2018-04-17,31,1,49
2018-04-18,20,2,32
2018-04-19,19,3,37
2018-04-20,31,1,36
2018-04-21,0,0,10
2018-04-22,3,0,1
2018-04-23,26,1,64
2018-04-24,23,6,43
2018-04-25,35,2,61
2018-04-26,26,7,44
2018-04-27,20,7,71
2018-04-28,8,0,13
2018-04-29,0,0,10
2018-04-30,26,4,68
2018-05-01,16,1,45
2018-05-02,20,1,31
2018-05-03,35,10,32
2018-05-04,26,1,31
