,libbitcoin/libbitcoin-system,bitcoin/bitcoin,bitcoinj/bitcoinj
2023-07-27,0.0,10,4
2023-07-28,0.0,3,2
2023-07-29,0.0,0,0
2023-07-30,0.0,3,0
2023-07-31,0.0,7,1
2023-08-01,0.0,14,4
2023-08-02,0.0,7,0
2023-08-03,0.0,25,0
2023-08-04,0.0,6,0
2023-08-05,0.0,15,0
2023-08-06,0.0,1,0
2023-08-07,0.0,14,0
2023-08-08,0.0,7,25
2023-08-09,0.0,8,11
2023-08-10,0.0,7,10
2023-08-11,0.0,3,1
2023-08-12,0.0,0,0
2023-08-13,0.0,1,0
2023-08-14,0.0,15,0
2023-08-15,0.0,9,0
2023-08-16,0.0,6,0
2023-08-17,4.0,26,0
2023-08-18,-1.5999999999999996,14,0
2023-08-19,-0.48,0,0
2023-08-20,0.744,0,0
2023-08-21,-0.5664000000000001,5,0
2023-08-22,-0.23980800000000008,17,0
2023-08-23,-0.1558528,30,15
2023-08-24,-0.11508224000000003,30,0
2023-08-25,-0.09057484799999999,11,10
2023-08-26,-0.0741558272,2,0
2023-08-27,-0.018370559999999994,8,0
2023-08-28,-0.015155711999999993,8,0
2023-08-29,-0.012798156799999997,9,0
2023-08-30,0.0,10,0
2023-08-31,0.0,7,0
2023-09-01,0.0,8,9
2023-09-02,0.0,1,5
2023-09-03,0.0,1,0
2023-09-04,0.0,5,0
2023-09-05,0.0,14,3
2023-09-06,0.0,9,1
2023-09-07,0.0,19,6
2023-09-08,0.0,7,0
2023-09-09,0.0,2,0
2023-09-10,0.0,5,0
2023-09-11,0.0,3,0
2023-09-12,0.0,23,23
2023-09-13,0.0,28,0
2023-09-14,0.0,21,8
2023-09-15,0.0,16,0
2023-09-16,0.0,2,9
2023-09-17,0.0,0,0
2023-09-18,0.0,1,0
2023-09-19,0.0,16,1
2023-09-20,0.0,16,0
2023-09-21,0.0,6,7
2023-09-22,0.0,3,0
2023-09-23,0.0,2,0
2023-09-24,0.0,1,0
2023-09-25,0.0,1,7
2023-09-26,0.0,2,0
2023-09-27,0.0,13,0
2023-09-28,0.0,6,0
2023-09-29,0.0,10,0
2023-09-30,0.0,24,6
2023-10-01,0.0,0,6
2023-10-02,0.0,32,8
2023-10-03,0.0,29,1
2023-10-04,0.0,31,0
2023-10-05,0.0,29,1
2023-10-06,0.0,14,0
2023-10-07,0.0,2,0
2023-10-08,0.0,31,0
2023-10-09,0.0,18,1
2023-10-10,0.0,12,0
2023-10-11,0.0,8,1
2023-10-12,0.0,15,1
2023-10-13,0.0,27,0
2023-10-14,0.0,0,0
2023-10-15,0.0,3,1
2023-10-16,0.0,10,0
2023-10-17,0.0,11,0
2023-10-18,0.0,7,0
2023-10-19,0.0,14,0
2023-10-20,0.0,25,0
2023-10-21,0.0,0,0
2023-10-22,0.0,0,0
2023-10-23,0.0,17,0
2023-10-24,0.0,18,13
2023-10-25,0.0,8,0
2023-10-26,0.0,10,0
2023-10-27,0.0,2,0
2023-10-28,0.0,0,0
2023-10-29,0.0,3,0
2023-10-30,0.0,18,0
2023-10-31,0.0,11,0
2023-11-01,0.0,12,0
2023-11-02,0.0,11,0
2023-11-03,0.0,21,0
2023-11-04,0.0,1,0
2023-11-05,0.0,6,0
2023-11-06,0.0,7,0
2023-11-07,0.0,16,0
2023-11-08,0.0,17,0
2023-11-09,0.0,15,0
2023-11-10,0.0,18,2
2023-11-11,0.0,1,0
2023-11-12,0.0,0,0
2023-11-13,0.0,25,0
2023-11-14,0.0,11,0
2023-11-15,0.0,6,0
2023-11-16,0.0,20,2
2023-11-17,0.0,17,0
2023-11-18,0.0,0,0
2023-11-19,0.0,1,3
2023-11-20,0.0,6,0
2023-11-21,0.0,4,1
2023-11-22,0.0,23,0
2023-11-23,0.0,10,0
2023-11-24,0.0,6,0
2023-11-25,0.0,4,0
2023-11-26,0.0,2,0
2023-11-27,0.0,2,0
2023-11-28,0.0,21,0
2023-11-29,0.0,13,0
2023-11-30,0.0,14,0
2023-12-01,0.0,7,0
2023-12-02,0.0,1,0
2023-12-03,0.0,1,0
2023-12-04,0.0,20,0
2023-12-05,0.0,14,1
2023-12-06,0.0,11,0
2023-12-07,0.0,15,0
2023-12-08,0.0,22,1
2023-12-09,0.0,6,0
2023-12-10,0.0,1,0
2023-12-11,0.0,20,0
2023-12-12,0.0,14,0
2023-12-13,0.0,10,0
2023-12-14,0.0,12,0
2023-12-15,0.0,13,0
2023-12-16,0.0,0,0
2023-12-17,0.0,1,0
2023-12-18,0.0,6,4
2023-12-19,0.0,3,2
2023-12-20,0.0,4,3
2023-12-21,0.0,9,0
2023-12-22,0.0,4,0
2023-12-23,0.0,1,0
2023-12-24,0.0,0,0
2023-12-25,0.0,0,0
2023-12-26,0.0,0,0
2023-12-27,0.0,4,0
2023-12-28,0.0,0,0
2023-12-29,0.0,0,0
2023-12-30,0.0,0,0
2023-12-31,0.0,1,0
2024-01-01,0.0,0,0
2024-01-02,0.0,7,0
2024-01-03,0.0,2,0
2024-01-04,0.0,9,0
2024-01-05,0.0,14,0
2024-01-06,0.0,2,0
2024-01-07,0.0,2,0
2024-01-08,0.0,12,0
2024-01-09,0.0,12,0
2024-01-10,0.0,7,1
2024-01-11,0.0,22,0
2024-01-12,0.0,9,0
2024-01-13,0.0,1,0
2024-01-14,0.0,0,0
2024-01-15,0.0,11,0
2024-01-16,0.0,20,2
2024-01-17,0.0,7,0
2024-01-18,0.0,10,0
2024-01-19,0.0,9,0
2024-01-20,0.0,2,0
2024-01-21,0.0,0,0
2024-01-22,0.0,6,0
2024-01-23,0.0,16,0
2024-01-24,0.0,6,0
2024-01-25,0.0,23,0
2024-01-26,0.0,11,0
2024-01-27,3.0,0,0
2024-01-28,-1.1999999999999997,0,0
2024-01-29,9.64,11,0
2024-01-30,-4.191999999999999,10,0
2024-01-31,-1.3248000000000002,13,4
2024-02-01,-0.7298560000000001,18,0
2024-02-02,-0.4848896000000005,3,0
2024-02-03,-0.35463168000000017,3,0
2024-02-04,-0.275099136,0,0
2024-02-05,-0.22210007039999993,8,0
2024-02-06,-0.15155711999999993,11,0
2024-02-07,-0.12798156799999996,15,1
2024-02-08,2.0,15,0
2024-02-09,0.20000000000000018,21,1
2024-02-10,-0.6399999999999999,3,0
2024-02-11,-0.248,4,0
2024-02-12,2.8528,14,0
2024-02-13,-0.30150399999999977,18,0
2024-02-14,4.1641216,1,0
2024-02-15,-2.3717043199999996,10,0
2024-02-16,-0.8374819840000001,11,0
2024-02-17,3.5077919744,1,0
2024-02-18,3.0803602432000003,1,0
2024-02-19,-1.7078348799999996,4,0
2024-02-20,0.5653463040000002,14,0
2024-02-21,-0.5518029823999999,14,0
2024-02-22,-0.12038471680000029,2,0
2024-02-23,-0.995203584,3,0
2024-02-24,7.5145497599999995,0,1
2024-02-25,-2.5409428479999994,0,0
2024-02-26,0.3771798528000001,15,0
2024-02-27,3.399197184,19,0
2024-02-28,-2.7212433408,24,0
2024-02-29,0.9316614143999999,17,0
2024-03-01,-0.4448114688,25,0
2024-03-02,-1.0906298368000003,3,0
2024-03-03,-0.5833026560000001,1,0
2024-03-04,-0.4162980864000001,11,0
2024-03-05,1.7635336192,16,0
2024-03-06,0.022746726400000195,6,0
2024-03-07,-0.7636951039999998,9,0
2024-03-08,-0.296681984,11,0
2024-03-09,-0.18795202560000007,3,0
2024-03-10,-0.11430215680000008,2,1
2024-03-11,7.9241216,20,2
2024-03-12,-0.2597043199999991,28,0
2024-03-13,-2.2086819839999996,10,0
2024-03-14,0.08724797439999998,12,1
2024-03-15,0.06240184319999975,7,1
2024-03-16,2.1155839999999997,0,0
2024-03-17,2.3424384000000003,5,0
2024-03-18,-2.2814540799999996,28,0
2024-03-19,-0.919909376,10,0
2024-03-20,-0.5815675904000002,18,0
2024-03-21,-0.33598423040000025,12,0
2024-03-22,0.777776128,11,0
2024-03-23,1.4250816512000002,3,0
2024-03-24,0.9482524672000001,0,0
2024-03-25,-1.2030173183999997,13,0
2024-03-26,-0.4607926272,29,0
2024-03-27,-0.24115200000000012,14,0
2024-03-28,7.8339327999999995,6,0
2024-03-29,5.675799040000001,7,0
2024-03-30,-4.657823231999999,1,0
2024-03-31,-1.6718507008,1,0
2024-04-01,-0.9647077376000004,9,0
2024-04-02,-0.6396123136000005,15,0
2024-04-03,-0.45327360000000017,4,0
2024-04-04,-0.35363328000000005,12,0
2024-04-05,1.713419264,8,0
2024-04-06,-1.0387866623999997,9,0
2024-04-07,-0.35518341119999997,6,3
2024-04-08,-0.128,5,0
2024-04-09,-0.0832000000000001,16,0
2024-04-10,2.940096,10,1
2024-04-11,3.7540736000000003,5,0
2024-04-12,-1.3967411199999997,5,0
2024-04-13,-1.222311424,0,0
2024-04-14,1.4096036863999999,1,0
2024-04-15,-1.1618560000000002,13,0
2024-04-16,1.4997504,22,0
2024-04-17,-1.12787968,12,0
2024-04-18,-0.48348313600000004,12,0
2024-04-19,-0.32044759040000004,12,0
2024-04-20,0.7917271039999999,0,0
2024-04-21,-0.5094432767999999,1,1
2024-04-22,-0.196237824,14,0
2024-04-23,-0.1263374336,7,10
2024-04-24,-0.07191142400000003,20,0
2024-04-25,-0.05554831360000001,20,0
2024-04-26,-0.022963200000000007,16,0
2024-04-27,-0.018370559999999994,2,7
2024-04-28,3.984844288,9,0
2024-04-29,9.3872018432,11,8
2024-04-30,-4.879999999999999,15,0
2024-05-01,3.4240000000000004,15,0
2024-05-02,-2.8703999999999996,10,0
2024-05-03,-1.1774080000000007,23,0
2024-05-04,-0.7413248000000002,6,0
2024-05-05,-0.5340774400000003,4,1
2024-05-06,-0.412459008,11,0
2024-05-07,-0.33272145919999996,8,0
2024-05-08,1.7673674752000001,10,1
2024-05-09,2.1242214400000003,14,0
2024-05-10,-1.5039907839999997,6,0
2024-05-11,-0.488,6,0
2024-05-12,-0.2752000000000001,4,0
2024-05-13,-0.18470400000000017,12,0
2024-05-14,-0.13578240000000005,26,4
2024-05-15,-0.10563072000000001,12,0
2024-05-16,2.914576896,34,0
2024-05-17,-1.2710634495999997,6,0
2024-05-18,-0.3983944704,1,0
