,ruby/ruby,php/php-src,python/cpython
2015-03-14,7,11,8
2015-03-15,4,8,4
2015-03-16,6,28,9
2015-03-17,9,41,10
2015-03-18,19,51,28
2015-03-19,11,34,23
2015-03-20,10,32,26
2015-03-21,7,24,12
2015-03-22,11,17,17
2015-03-23,9,58,6
2015-03-24,12,15,35
2015-03-25,10,37,17
2015-03-26,6,9,5
2015-03-27,5,9,18
2015-03-28,4,5,11
2015-03-29,9,30,19
2015-03-30,9,29,35
2015-03-31,7,44,27
2015-04-01,8,47,23
2015-04-02,5,21,33
2015-04-03,5,3,17
2015-04-04,8,22,16
