,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj,bitcoin/bitcoin
2024-01-28,0,0.0,0
2024-01-29,10,0.0,11
2024-01-30,0,0.0,10
2024-01-31,0,4.0,13
2024-02-01,0,-0.40000000000000036,18
2024-02-02,0,-0.18000000000000013,3
2024-02-03,0,-0.11400000000000009,3
2024-02-04,0,-0.0826499999999997,0
2024-02-05,0,-0.06446699999999979,8
2024-02-06,0,-0.05264804999999984,11
2024-02-07,0,0.9556252150000001,15
2024-02-08,2,-0.1382732520625,15
2024-02-09,1,0.9214045898562501,21
2024-02-10,0,-0.12850000000000011,3
2024-02-11,0,-0.06566249999999996,4
2024-02-12,3,-0.04461674999999997,14
2024-02-13,1,-0.03382451249999988,18
2024-02-14,5,-0.027210446249999916,1
2024-02-15,0,-0.022730325515624934,10
2024-02-16,0,-0.019492548785937445,11
2024-02-17,4,-0.009568313015624975,1
2024-02-18,5,-0.008398852535937478,1
2024-02-19,1,0.0,4
2024-02-20,2,0.0,14
2024-02-21,1,0.0,14
2024-02-22,1,0.0,2
2024-02-23,0,0.0,3
2024-02-24,8,1.0,0
2024-02-25,1,-0.10000000000000009,0
2024-02-26,2,-0.04500000000000003,15
2024-02-27,5,-0.028500000000000022,19
2024-02-28,0,-0.020662499999999924,24
2024-02-29,2,-0.016116749999999947,17
2024-03-01,1,-0.01316201249999996,25
2024-03-02,0,-0.011093696249999967,3
2024-03-03,0,-0.009568313015624975,1
2024-03-04,0,-0.008398852535937478,11
2024-03-05,2,0.0,16
2024-03-06,1,0.0,6
2024-03-07,0,0.0,9
2024-03-08,0,0.0,11
2024-03-09,0,0.0,3
2024-03-10,0,1.0,2
2024-03-11,8,1.9,20
2024-03-12,3,-0.24500000000000022,28
2024-03-13,0,-0.11850000000000009,10
2024-03-14,1,0.9223375,12
2024-03-15,1,0.8425582500000002,7
2024-03-16,3,-0.19039551249999997,0
2024-03-17,4,-0.11091772124999993,5
2024-03-18,0,-0.08091820551562486,28
2024-03-19,0,-0.06431472856718731,10
2024-03-20,0,-0.04607646757187486,18
2024-03-21,0,-0.024255708749999928,12
2024-03-22,1,-0.02066200926562494,11
2024-03-23,2,-0.017967165551562456,3
2024-03-24,2,-0.008398852535937478,0
2024-03-25,0,0.0,13
2024-03-26,0,0.0,29
2024-03-27,0,0.0,14
2024-03-28,8,0.0,6
2024-03-29,9,0.0,7
2024-03-30,0,0.0,1
2024-03-31,0,0.0,1
2024-04-01,0,0.0,9
2024-04-02,0,0.0,15
2024-04-03,0,0.0,4
2024-04-04,0,0.0,12
2024-04-05,2,0.0,8
2024-04-06,0,0.0,9
2024-04-07,0,3.0,6
2024-04-08,0,-0.30000000000000027,5
2024-04-09,0,-0.1350000000000001,16
2024-04-10,3,0.9145,10
2024-04-11,5,-0.16198749999999987,5
2024-04-12,1,-0.09335024999999988,5
2024-04-13,0,-0.0679860374999999,0
2024-04-14,2,-0.05394358874999983,1
2024-04-15,0,-0.04482168904687488,13
2024-04-16,2,-0.03835857010781239,22
2024-04-17,0,-0.011093696249999967,12
2024-04-18,0,-0.009568313015624975,12
2024-04-19,0,-0.008398852535937478,12
2024-04-20,1,0.0,0
2024-04-21,0,1.0,1
2024-04-22,0,-0.10000000000000009,14
2024-04-23,0,9.955,7
2024-04-24,0,-1.0285000000000009,20
2024-04-25,0,-0.47066250000000026,20
2024-04-26,0,-0.30111675000000016,16
2024-04-27,0,6.780212987500001,2
2024-04-28,4,-0.8722611962500001,9
2024-04-29,11,7.543811561984375,11
2024-04-30,0,-1.118835815035938,15
2024-05-01,5,-0.6003206301562495,15
2024-05-02,0,-0.4248057753593746,10
2024-05-03,0,-0.25743408749999913,23
2024-05-04,0,-0.20658987374999935,6
2024-05-05,0,0.8277257088906255,4
2024-05-06,0,-0.24754153775156218,11
2024-05-07,0,-0.12154650412499984,8
2024-05-08,2,0.9043091797125001,10
2024-05-09,3,-0.1206625,14
2024-05-10,0,-0.061116749999999984,6
2024-05-11,0,-0.041662012499999984,6
2024-05-12,0,-0.03175619624999989,4
2024-05-13,0,-0.025685063015624923,12
2024-05-14,0,3.9784391349640624,26
2024-05-15,0,-0.4110936962500003,12
2024-05-16,3,-0.1895683130156251,34
2024-05-17,0,-0.12239885253593756,6
2024-05-18,0,-0.0826499999999997,1
2024-05-19,0,-0.06446699999999979,0
2024-05-20,0,-0.05264804999999984,5
2024-05-21,1,-0.04437478499999987,19
2024-05-22,5,-0.0382732520624999,18
2024-05-23,3,-0.033595410143749914,16
2024-05-24,7,0.0,9
2024-05-25,14,0.0,0
2024-05-26,1,0.0,0
2024-05-27,2,0.0,1
2024-05-28,7,0.0,3
2024-05-29,13,0.0,10
2024-05-30,9,0.0,16
2024-05-31,4,0.0,6
2024-06-01,5,6.0,0
2024-06-02,6,-0.6000000000000005,4
2024-06-03,3,-0.2700000000000002,11
2024-06-04,3,-0.17100000000000012,9
2024-06-05,1,-0.12397499999999954,18
2024-06-06,1,-0.09670049999999969,11
2024-06-07,0,-0.07897207499999977,19
2024-06-08,0,-0.0665621774999998,3
2024-06-09,2,-0.05740987809374985,3
2024-06-10,0,-0.05039311521562487,21
2024-06-11,0,0.0,14
2024-06-12,2,0.0,18
2024-06-13,1,0.0,17
2024-06-14,1,0.0,12
2024-06-15,0,0.0,0
2024-06-16,0,0.0,1
2024-06-17,1,0.0,12
2024-06-18,2,0.0,22
