,seleniumhq/selenium,gocolly/colly,puppeteer/puppeteer
2021-12-24,14,0,-0.13529770507187505
2021-12-25,1,1,-0.07766249999999997
2021-12-26,9,0,-0.05744174999999979
2021-12-27,4,0,-0.04539551249999985
2021-12-28,0,0,-0.03741772124999989
2021-12-29,3,2,-0.03175570551562491
2021-12-30,4,0,-0.02753547856718743
2021-12-31,5,0,-0.016797705071874957
2022-01-01,7,0,0.0
2022-01-02,0,0,0.0
2022-01-03,1,0,0.0
2022-01-04,8,0,0.0
2022-01-05,3,0,0.0
2022-01-06,3,0,0.0
2022-01-07,1,0,0.0
2022-01-08,2,0,0.0
2022-01-09,2,0,0.0
2022-01-10,5,0,0.0
2022-01-11,2,0,0.0
2022-01-12,2,1,0.0
2022-01-13,2,0,0.0
2022-01-14,0,0,0.0
2022-01-15,1,0,0.0
2022-01-16,1,1,0.0
2022-01-17,4,0,6.0
2022-01-18,0,0,2.3999999999999995
2022-01-19,5,0,-0.5700000000000005
2022-01-20,4,0,0.6939999999999997
2022-01-21,4,0,0.6905250000000003
2022-01-22,1,0,-0.3036879999999996
2022-01-23,1,0,-0.2008223249999997
2022-01-24,11,0,0.8447892850000004
2022-01-25,0,0,1.7725297831562503
2022-01-26,0,0,1.6466231832375002
2022-01-27,3,0,0.6320477336421874
2022-01-28,2,2,4.7116754907343745
2022-01-29,2,0,-0.6774089155515628
2022-01-30,3,0,-0.3486193650359374
2022-01-31,3,0,2.76718627875
2022-02-01,2,4,0.5224910194843754
2022-02-02,6,0,0.6215313664328128
2022-02-03,15,0,-0.34333808985312486
2022-02-04,7,0,1.7826780006625005
2022-02-05,0,0,-0.35375316761406234
2022-02-06,1,0,-0.20825955017968723
2022-02-07,0,0,3.88044014875
2022-02-08,0,0,-0.49428564779687506
2022-02-09,5,0,3.7419079331265626
2022-02-10,2,0,4.441708809448437
2022-02-11,3,0,3.2067637549640624
2022-02-12,0,0,-0.8226036260312504
2022-02-13,0,0,-0.4745957550718748
2022-02-14,2,0,5.673845715000001
2022-02-15,0,0,5.1458449479375
2022-02-16,0,0,-0.07824725764375007
2022-02-17,0,0,1.3126102166875
2022-02-18,2,0,1.3342132397781254
2022-02-19,4,0,-0.6194430147421868
2022-02-20,0,0,-0.3769304851437494
2022-02-21,5,0,1.7400239975000007
2022-02-22,6,0,2.5893074319062506
2022-02-23,3,0,0.43254578544062516
2022-02-24,3,0,-0.4004728457312499
2022-02-25,4,0,0.7784521289328127
2022-02-26,1,0,-0.25865533110312466
2022-02-27,0,0,-0.1571344800718747
2022-02-28,3,0,1.8937098200000002
2022-03-01,11,0,2.71375777271875
2022-03-02,2,0,-0.46271309036875014
2022-03-03,8,0,1.7600731168765624
2022-03-04,6,0,0.6536824512140624
2022-03-05,0,1,-0.2937893130156248
2022-03-06,0,1,-0.18507312753593733
2022-03-07,0,0,4.86850157
2022-03-08,2,4,-0.6053137147812502
2022-03-09,5,0,3.68705658088125
2022-03-10,2,1,-0.6030459626078128
2022-03-11,1,0,-0.31354282228124963
2022-03-12,1,0,-0.22094976808749975
2022-03-13,0,0,-0.15685891503593696
2022-03-14,0,0,-0.11993548124999961
2022-03-15,0,0,-0.10048961507812472
2022-03-16,0,0,-0.08636904767968726
2022-03-17,2,0,-0.0382732520624999
2022-03-18,0,0,0.9664045898562501
2022-03-19,0,0,-0.10000000000000009
2022-03-20,0,0,-0.04500000000000003
2022-03-21,1,0,-0.028500000000000022
2022-03-22,2,0,-0.020662499999999924
2022-03-23,5,0,-0.016116749999999947
2022-03-24,5,0,-0.01316201249999996
2022-03-25,5,0,-0.011093696249999967
2022-03-26,4,0,-0.009568313015624975
2022-03-27,2,0,-0.008398852535937478
2022-03-28,3,0,2.0
2022-03-29,4,0,-0.20000000000000018
2022-03-30,10,0,-0.09000000000000007
2022-03-31,0,0,2.943
2022-04-01,11,0,-0.3413250000000001
2022-04-02,1,0,-0.16723349999999998
2022-04-03,0,0,-0.11182402499999998
2022-04-04,2,0,-0.08417489249999971
2022-04-05,3,0,0.9325131239687502
2022-04-06,9,0,1.8437162574281252
2022-04-07,12,0,1.72171891125
2022-04-08,7,0,2.6527950609531246
2022-04-09,1,0,-0.49285905760781273
2022-04-10,1,0,-0.24944174999999993
2022-04-11,3,0,-0.17222051249999976
2022-04-12,0,0,-0.13163872124999956
2022-04-13,9,0,-0.10642998051562468
2022-04-14,13,0,-0.08920890856718725
2022-04-15,0,0,-0.06921541985312482
2022-04-16,0,0,-0.04550264411874988
2022-04-17,1,0,-0.025196557607812434
2022-04-18,2,0,0.0
2022-04-19,1,0,5.0
2022-04-20,7,0,2.4999999999999996
2022-04-21,5,0,-0.5250000000000005
2022-04-22,1,0,1.7224999999999997
2022-04-23,2,0,-0.38881249999999984
2022-04-24,0,2,-0.23257124999999956
2022-04-25,1,0,0.8288396875000004
2022-04-26,0,0,-0.23627951874999964
2022-04-27,8,0,1.8416438461718754
2022-04-28,13,0,2.6744767732734376
2022-04-29,1,0,0.5419535498921874
2022-04-30,0,0,-0.32725337603125015
2022-05-01,2,0,-0.20178471757187488
2022-05-02,7,0,2.8661853037500005
2022-05-03,5,0,0.595094911984375
2022-05-04,1,0,0.6788109674640626
2022-05-05,8,0,3.70392027271875
2022-05-06,0,0,0.40791615963124994
2022-05-07,12,0,-0.4122776206234374
2022-05-08,0,0,-0.24366414003593734
2022-05-09,15,0,4.82629014875
2022-05-10,10,0,1.361909852203125
2022-05-11,5,0,1.4603766331265624
2022-05-12,8,0,0.4919960369484373
2022-05-13,3,0,7.591921699151563
2022-05-14,3,0,-1.0670724731593753
2022-05-15,1,0,-0.5362674150359373
2022-05-16,1,0,1.6373114937500004
2022-05-17,0,0,1.5222302674218757
2022-05-18,3,0,0.48458570628906295
2022-05-19,2,0,12.600675872646875
2022-05-20,1,0,-0.5584405880875007
2022-05-21,0,0,-0.8720038566609376
2022-05-22,0,0,-0.5619108452874999
2022-05-23,7,0,0.6382593325000012
2022-05-24,19,0,3.615333718968751
2022-05-25,27,0,1.3207490601468752
2022-05-26,1,0,-0.5922460818374998
2022-05-27,21,0,-0.3685431179890622
2022-05-28,0,0,-0.2745201459828119
2022-05-29,1,0,-0.12735286503593707
2022-05-30,10,0,16.90402475375
2022-05-31,8,0,15.219732876984374
2022-06-01,3,0,6.466140502901561
2022-06-02,1,0,2.7977679638249984
2022-06-03,2,0,-0.7575602050718748
2022-06-04,0,0,-1.2067472499999983
2022-06-05,0,0,-0.8712014624999979
2022-06-06,0,0,-0.6892102987499978
2022-06-07,2,0,7.4290414799843765
2022-06-08,11,0,-1.287211893126562
2022-06-09,14,0,2.342474195998438
2022-06-10,5,0,7.337475065848437
2022-06-11,0,0,-1.1518625756953127
2022-06-12,0,0,-0.5828328525359374
2022-06-13,9,0,3.6047164000000005
2022-06-14,3,0,4.297600180000001
2022-06-15,1,0,3.075033458375
2022-06-16,2,0,-0.9447680090375
2022-06-17,4,0,0.4773954909531254
2022-06-18,1,0,-0.48352256173281183
2022-06-19,3,0,-0.3280726202874992
2022-06-20,2,0,2.7968481525000004
2022-06-21,1,0,-0.46705228331249976
2022-06-22,16,0,2.723071489778125
2022-06-23,30,0,7.521070472757812
2022-06-24,3,0,5.95832339360625
2022-06-25,0,0,0.7965814369843742
2022-06-26,0,0,-0.8528723900359376
2022-06-27,4,0,4.463568661250001
2022-06-28,2,0,0.10123752345312564
2022-06-29,5,0,0.3570840036421883
2022-06-30,0,0,-0.5293220965468746
2022-07-01,0,0,8.617464539517188
2022-07-02,0,0,-1.186102653896875
2022-07-03,0,0,-0.5855179062828123
2022-07-04,2,0,-0.3580449488218749
2022-07-05,9,1,4.7419402261718755
2022-07-06,10,4,3.2922929780546877
2022-07-07,1,0,1.2385747219484373
2022-07-08,0,0,0.36925788121406244
2022-07-09,0,0,-0.49342731714062465
2022-07-10,0,0,-0.3408234228234368
2022-07-11,0,0,0.7998979375000006
2022-07-12,4,0,-0.26101253124999957
2022-07-13,8,0,0.8203428749218753
2022-07-14,5,0,-0.2441169197421873
2022-07-15,4,0,-0.1294882324249998
2022-07-16,0,0,-0.0709827680874999
2022-07-17,0,0,-0.04222336503593736
2022-07-18,0,0,-0.027210446249999916
2022-07-19,0,0,-0.022730325515624934
2022-07-20,0,0,1.9805074512140626
2022-07-21,0,0,3.790431686984375
2022-07-22,2,0,-0.4983988525359379
2022-07-23,0,0,-0.23700000000000018
2022-07-24,0,0,-0.15532499999999994
2022-07-25,0,0,-0.11488349999999958
2022-07-26,1,0,-0.0907910249999997
2022-07-27,0,0,-0.07483544249999978
2022-07-28,0,0,-0.06351141103124983
2022-07-29,0,0,-0.05507095713437486
2022-07-30,0,0,-0.033595410143749914
2022-07-31,0,0,0.0
2022-08-01,5,0,0.0
2022-08-02,2,0,12.0
2022-08-03,12,0,2.799999999999999
2022-08-04,7,0,1.0599999999999992
2022-08-05,7,0,0.27799999999999947
2022-08-06,0,0,1.4480500000000007
2022-08-07,0,0,-0.5780509999999993
2022-08-08,1,0,1.6177638500000007
2022-08-09,5,0,4.504331595000001
2022-08-10,5,0,3.1670396838125
2022-08-11,2,0,4.11135761250625
2022-08-12,3,0,0.046025242574999736
2022-08-13,1,0,-0.6230994105874997
2022-08-14,5,0,-0.4045932535671869
2022-08-15,2,0,-0.30107466007187417
2022-08-16,4,1,4.771500592718751
2022-08-17,5,0,6.30905913235
2022-08-18,3,0,-0.07389800849218786
2022-08-19,2,0,-0.6500306714718751
2022-08-20,0,0,-0.39937507569531217
2022-08-21,7,0,-0.2621201025359367
2022-08-22,7,0,2.8007101875000004
2022-08-23,0,0,-0.4637193187499998
2022-08-24,0,0,1.7263405486718753
2022-08-25,4,0,4.594433849960938
2022-08-26,5,0,0.27965221923281236
2022-08-27,2,0,-0.43874910253593763
2022-08-28,1,0,-0.26831103749999985
2022-08-29,3,0,-0.19732708874999944
2022-08-30,6,0,2.8437247859531256
2022-08-31,4,0,7.5706892373921875
2022-09-01,3,0,3.9772328802187493
2022-09-02,8,0,0.9787670335999994
2022-09-03,4,0,-0.7665500756953126
2022-09-04,14,0,-0.4545491025359369
2022-09-05,1,0,2.671267462500001
2022-09-06,1,0,2.4395140612500006
2022-09-07,4,0,2.349501928453125
2022-09-08,0,0,3.2959644320171875
2022-09-09,0,0,1.180292722134375
2022-09-10,1,0,-0.6369686387109373
2022-09-11,9,0,-0.3706214925718746
2022-09-12,4,0,1.7392326237500007
2022-09-13,14,0,1.5927359347031254
2022-09-14,0,0,-0.4620641354046872
2022-09-15,4,0,9.728399693345313
2022-09-16,4,0,0.816017797829687
2022-09-17,0,0,-0.7762905361750001
2022-09-18,1,0,-0.45035523007187506
2022-09-19,1,0,6.687863582500001
2022-09-20,2,0,0.056183481468750185
2022-09-21,2,0,1.3852120438968751
2022-09-22,1,0,3.401441307428125
2022-09-23,1,0,2.2189919773437503
2022-09-24,2,0,-0.7736049013906248
2022-09-25,2,0,-0.41537354257187464
2022-09-26,12,0,-0.29120138624999936
2022-09-27,3,0,0.7691495876406257
2022-09-28,15,0,1.708454026732813
2022-09-29,3,0,0.6436036989328127
2022-09-30,1,0,-0.3068520458843749
2022-10-01,10,0,-0.18496284919062486
2022-10-02,10,0,-0.11113830760781225
2022-10-03,6,0,-0.06605801249999978
2022-10-04,7,0,1.9464655287500001
2022-10-05,11,0,9.755082281984375
2022-10-06,3,0,9.871370825182812
2022-10-07,1,0,-1.6333660180875014
2022-10-08,2,0,-0.8297238525359378
2022-10-09,5,0,-0.5523584999999993
2022-10-10,0,0,4.585220975000001
2022-10-11,10,0,2.1689082325000006
2022-10-12,9,0,-0.7998557260312497
2022-10-13,6,0,1.4879885060218756
2022-10-14,7,0,0.42194753146875064
2022-10-15,0,0,-0.4249586278953119
2022-10-16,0,0,-0.21616031249999973
2022-10-17,4,0,1.8352204812500004
2022-10-18,5,0,-0.3340186538281248
2022-10-19,4,0,3.796860023273438
2022-10-20,2,0,0.4824540373921873
2022-10-21,4,0,0.64844467771875
2022-10-22,0,0,-0.31759951808750003
2022-10-23,0,0,-0.19087287753593715
2022-10-24,5,0,1.8641831075000004
2022-10-25,2,0,2.69143607396875
2022-10-26,7,0,-0.48045125257187504
2022-10-27,3,0,1.7454710391875001
