,microsoft/TypeScript,sindresorhus/type-fest,definitelytyped/definitelytyped
2019-07-04,2,0,0
2019-07-05,9,4,2
2019-07-06,0,0,0
2019-07-07,1,0,0
2019-07-08,15,0,41
2019-07-09,5,0,29
2019-07-10,11,0,41
2019-07-11,16,0,30
2019-07-12,17,0,9
2019-07-13,2,0,1
2019-07-14,0,0,0
2019-07-15,11,0,26
2019-07-16,14,0,25
2019-07-17,19,0,27
2019-07-18,11,0,18
2019-07-19,8,0,18
2019-07-20,6,0,0
2019-07-21,1,0,0
2019-07-22,5,0,44
2019-07-23,7,0,20
2019-07-24,5,0,17
2019-07-25,14,0,18
2019-07-26,9,1,14
2019-07-27,1,0,0
2019-07-28,3,0,0
2019-07-29,14,0,15
2019-07-30,9,0,20
2019-07-31,7,0,24
2019-08-01,10,0,25
2019-08-02,16,0,24
2019-08-03,5,5,0
2019-08-04,6,0,0
2019-08-05,9,0,46
2019-08-06,22,0,22
2019-08-07,10,0,23
2019-08-08,11,0,26
2019-08-09,37,0,19
2019-08-10,8,0,0
2019-08-11,0,0,1
2019-08-12,7,0,29
2019-08-13,7,0,20
2019-08-14,16,0,17
2019-08-15,22,0,27
2019-08-16,23,0,22
2019-08-17,4,0,3
2019-08-18,2,0,0
2019-08-19,14,0,65
2019-08-20,10,0,26
2019-08-21,7,0,23
2019-08-22,6,0,26
2019-08-23,9,0,25
2019-08-24,1,0,2
2019-08-25,0,0,2
2019-08-26,11,0,32
2019-08-27,13,0,17
2019-08-28,8,0,2
2019-08-29,7,0,5
2019-08-30,10,0,18
2019-08-31,5,0,0
2019-09-01,0,0,0
2019-09-02,4,0,1
2019-09-03,8,0,24
2019-09-04,18,0,26
2019-09-05,14,0,15
2019-09-06,7,0,15
2019-09-07,3,0,15
2019-09-08,0,0,0
2019-09-09,11,0,18
2019-09-10,8,1,16
2019-09-11,19,0,30
2019-09-12,11,0,4
2019-09-13,7,0,3
2019-09-14,3,3,0
2019-09-15,5,0,0
2019-09-16,9,5,24
2019-09-17,12,0,15
2019-09-18,13,0,12
2019-09-19,6,0,9
2019-09-20,12,0,1
2019-09-21,8,0,0
2019-09-22,0,1,0
2019-09-23,15,0,25
2019-09-24,30,0,77
2019-09-25,18,2,67
2019-09-26,13,0,28
2019-09-27,23,0,33
2019-09-28,0,0,1
2019-09-29,0,0,0
2019-09-30,17,0,6
2019-10-01,14,0,20
2019-10-02,8,0,51
2019-10-03,12,0,45
2019-10-04,16,0,4
2019-10-05,5,0,0
2019-10-06,7,0,0
2019-10-07,3,0,36
2019-10-08,3,2,30
2019-10-09,10,0,29
2019-10-10,7,0,26
2019-10-11,0,0,5
2019-10-12,1,0,0
2019-10-13,6,0,0
2019-10-14,7,0,47
2019-10-15,16,0,26
2019-10-16,29,0,29
2019-10-17,30,0,18
2019-10-18,23,0,14
2019-10-19,8,0,1
2019-10-20,0,0,0
2019-10-21,14,0,3
2019-10-22,8,0,83
2019-10-23,5,0,19
2019-10-24,6,0,25
2019-10-25,5,0,28
2019-10-26,1,0,4
2019-10-27,0,0,1
2019-10-28,6,0,39
2019-10-29,6,0,73
2019-10-30,7,0,32
2019-10-31,4,0,3
2019-11-01,2,0,96
2019-11-02,0,0,0
2019-11-03,0,0,1
2019-11-04,3,0,56
2019-11-05,4,0,78
2019-11-06,2,0,31
2019-11-07,4,0,45
2019-11-08,1,0,17
2019-11-09,1,0,1
2019-11-10,0,1,0
2019-11-11,1,0,35
2019-11-12,3,0,31
2019-11-13,2,0,19
2019-11-14,2,0,13
2019-11-15,5,0,38
2019-11-16,0,0,9
2019-11-17,0,0,0
2019-11-18,3,0,46
2019-11-19,7,0,36
2019-11-20,5,0,24
2019-11-21,8,0,3
2019-11-22,11,0,33
2019-11-23,1,0,7
2019-11-24,0,0,0
2019-11-25,3,0,16
2019-11-26,0,0,28
2019-11-27,7,0,32
2019-11-28,1,0,0
2019-11-29,0,0,0
2019-11-30,0,0,0
2019-12-01,0,1,0
2019-12-02,5,0,10
2019-12-03,2,0,17
2019-12-04,3,0,14
2019-12-05,5,0,5
2019-12-06,4,0,20
2019-12-07,0,0,20
2019-12-08,0,0,1
2019-12-09,2,0,11
2019-12-10,4,0,39
2019-12-11,8,0,1
2019-12-12,1,0,1
2019-12-13,6,0,22
2019-12-14,0,0,0
2019-12-15,1,0,0
2019-12-16,2,0,28
2019-12-17,2,0,15
2019-12-18,13,0,31
2019-12-19,3,0,1
2019-12-20,7,0,37
2019-12-21,4,0,0
2019-12-22,2,0,1
2019-12-23,6,0,52
2019-12-24,1,0,1
2019-12-25,0,0,0
2019-12-26,0,0,45
2019-12-27,1,0,21
2019-12-28,0,0,1
2019-12-29,0,0,0
2019-12-30,1,0,7
2019-12-31,1,0,12
2020-01-01,0,0,0
2020-01-02,3,0,33
2020-01-03,11,0,34
2020-01-04,2,0,0
2020-01-05,0,0,0
2020-01-06,4,0,15
2020-01-07,10,0,17
2020-01-08,8,0,31
2020-01-09,3,0,22
2020-01-10,8,0,14
2020-01-11,0,0,5
2020-01-12,0,0,0
2020-01-13,3,0,19
2020-01-14,2,0,4
2020-01-15,5,0,33
2020-01-16,5,0,28
2020-01-17,9,0,36
2020-01-18,3,0,4
2020-01-19,0,0,0
2020-01-20,0,0,17
2020-01-21,8,1,33
2020-01-22,8,0,35
2020-01-23,9,0,22
2020-01-24,14,2,1
2020-01-25,7,0,19
2020-01-26,0,0,1
2020-01-27,6,0,42
2020-01-28,10,0,28
2020-01-29,14,0,24
2020-01-30,6,0,24
2020-01-31,15,3,23
2020-02-01,0,0,3
2020-02-02,0,0,1
2020-02-03,3,0,17
2020-02-04,3,0,16
2020-02-05,9,0,25
2020-02-06,4,1,32
2020-02-07,4,0,27
2020-02-08,0,0,3
2020-02-09,0,0,2
2020-02-10,2,3,43
2020-02-11,6,0,16
2020-02-12,9,0,27
2020-02-13,4,0,12
2020-02-14,8,3,31
2020-02-15,2,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,2,0,40
2020-02-19,8,0,23
2020-02-20,15,2,26
2020-02-21,17,0,15
2020-02-22,1,0,7
2020-02-23,0,0,1
2020-02-24,11,1,2
2020-02-25,23,0,76
2020-02-26,14,0,54
2020-02-27,24,0,21
2020-02-28,7,0,17
2020-02-29,6,0,0
2020-03-01,0,0,0
2020-03-02,12,0,40
2020-03-03,12,0,14
2020-03-04,9,0,16
2020-03-05,8,0,20
2020-03-06,6,0,36
2020-03-07,3,0,4
2020-03-08,1,0,0
2020-03-09,4,3,12
2020-03-10,9,1,15
2020-03-11,15,0,4
2020-03-12,17,1,22
2020-03-13,16,0,25
2020-03-14,2,0,18
2020-03-15,0,0,13
2020-03-16,2,0,2
2020-03-17,13,0,7
2020-03-18,7,0,25
2020-03-19,11,0,1
2020-03-20,3,0,43
2020-03-21,2,0,1
2020-03-22,2,0,30
2020-03-23,2,0,24
2020-03-24,5,0,7
2020-03-25,11,0,13
2020-03-26,5,0,7
2020-03-27,4,0,58
2020-03-28,1,0,4
2020-03-29,0,0,1
2020-03-30,10,0,23
2020-03-31,8,0,111
2020-04-01,9,0,30
2020-04-02,9,0,23
2020-04-03,7,0,18
2020-04-04,1,0,5
2020-04-05,0,4,0
2020-04-06,2,0,29
2020-04-07,7,0,32
2020-04-08,7,2,23
2020-04-09,13,0,17
2020-04-10,9,0,18
2020-04-11,2,0,24
2020-04-12,0,0,1
2020-04-13,8,0,41
2020-04-14,3,0,1
2020-04-15,9,0,32
2020-04-16,1,0,14
2020-04-17,2,0,41
2020-04-18,0,0,1
2020-04-19,3,0,0
2020-04-20,11,0,3
2020-04-21,14,1,3
2020-04-22,10,0,3
2020-04-23,4,0,36
2020-04-24,14,0,6
2020-04-25,3,0,0
2020-04-26,0,0,46
2020-04-27,4,0,83
2020-04-28,7,0,7
2020-04-29,6,0,4
2020-04-30,9,0,5
2020-05-01,0,0,10
2020-05-02,1,0,1
2020-05-03,0,0,3
2020-05-04,9,0,46
2020-05-05,5,0,17
2020-05-06,14,2,11
2020-05-07,8,0,10
2020-05-08,8,0,8
2020-05-09,1,0,5
2020-05-10,0,0,6
2020-05-11,13,0,23
2020-05-12,14,0,44
2020-05-13,2,0,66
2020-05-14,4,0,37
2020-05-15,4,0,35
2020-05-16,23,0,0
2020-05-17,1,0,4
2020-05-18,7,0,34
2020-05-19,15,0,90
2020-05-20,17,0,26
2020-05-21,15,2,33
2020-05-22,19,0,9
2020-05-23,5,0,4
2020-05-24,0,0,3
2020-05-25,7,0,4
2020-05-26,14,2,16
2020-05-27,8,0,46
2020-05-28,2,0,12
2020-05-29,39,0,18
2020-05-30,4,0,25
2020-05-31,2,0,2
2020-06-01,16,0,16
2020-06-02,6,0,9
2020-06-03,7,0,13
2020-06-04,8,0,39
2020-06-05,9,0,11
2020-06-06,0,0,3
2020-06-07,0,0,1
2020-06-08,0,0,15
2020-06-09,7,2,22
2020-06-10,7,0,20
2020-06-11,5,0,15
2020-06-12,6,0,30
2020-06-13,4,0,4
2020-06-14,0,0,4
2020-06-15,4,0,5
2020-06-16,13,0,26
2020-06-17,12,0,13
2020-06-18,11,0,9
2020-06-19,15,0,3
2020-06-20,1,0,2
2020-06-21,1,0,23
2020-06-22,8,0,14
2020-06-23,14,0,44
2020-06-24,8,0,59
2020-06-25,5,0,31
2020-06-26,13,0,16
2020-06-27,0,2,3
2020-06-28,3,0,7
2020-06-29,10,0,19
2020-06-30,13,0,7
2020-07-01,5,0,12
2020-07-02,8,0,5
2020-07-03,7,0,2
2020-07-04,3,0,3
2020-07-05,0,0,2
2020-07-06,10,0,69
2020-07-07,21,0,43
2020-07-08,19,0,13
2020-07-09,7,0,4
2020-07-10,10,0,51
2020-07-11,1,0,8
2020-07-12,0,0,19
2020-07-13,8,0,15
2020-07-14,6,0,14
2020-07-15,7,0,11
2020-07-16,5,0,6
2020-07-17,6,0,11
2020-07-18,0,0,21
2020-07-19,0,0,1
2020-07-20,1,0,21
2020-07-21,7,0,26
2020-07-22,8,0,17
2020-07-23,1,0,24
2020-07-24,3,0,15
2020-07-25,0,0,2
2020-07-26,0,0,3
2020-07-27,5,0,11
2020-07-28,3,0,30
2020-07-29,3,0,15
2020-07-30,11,0,12
2020-07-31,1,0,22
2020-08-01,1,0,7
2020-08-02,0,0,5
2020-08-03,12,0,7
2020-08-04,11,0,4
2020-08-05,8,0,11
2020-08-06,4,0,22
2020-08-07,1,0,4
2020-08-08,1,0,16
2020-08-09,0,0,4
2020-08-10,2,0,13
2020-08-11,2,0,13
2020-08-12,2,0,28
2020-08-13,5,0,30
2020-08-14,3,0,17
2020-08-15,1,0,4
2020-08-16,1,0,8
2020-08-17,5,0,20
2020-08-18,11,0,6
2020-08-19,9,0,19
2020-08-20,8,0,12
2020-08-21,8,1,33
2020-08-22,5,0,7
2020-08-23,1,0,19
2020-08-24,2,0,11
2020-08-25,6,0,12
2020-08-26,6,0,22
2020-08-27,10,0,29
2020-08-28,4,0,66
2020-08-29,4,0,5
2020-08-30,0,0,10
2020-08-31,4,0,25
2020-09-01,6,0,23
2020-09-02,3,0,16
2020-09-03,4,0,22
2020-09-04,8,0,5
2020-09-05,4,0,4
2020-09-06,0,0,4
2020-09-07,0,0,6
2020-09-08,11,0,62
2020-09-09,4,0,23
2020-09-10,13,0,34
2020-09-11,12,0,50
2020-09-12,6,0,5
2020-09-13,2,0,2
2020-09-14,12,0,69
2020-09-15,10,0,16
2020-09-16,4,0,26
2020-09-17,4,0,50
2020-09-18,3,0,30
2020-09-19,3,0,4
2020-09-20,0,0,2
2020-09-21,7,0,52
2020-09-22,10,0,64
2020-09-23,11,0,208
2020-09-24,8,0,26
2020-09-25,11,0,19
2020-09-26,6,0,6
2020-09-27,2,0,2
2020-09-28,4,0,13
2020-09-29,8,2,43
2020-09-30,5,2,59
2020-10-01,11,0,37
2020-10-02,8,0,13
2020-10-03,2,0,30
2020-10-04,0,0,5
2020-10-05,11,0,26
2020-10-06,21,0,10
2020-10-07,14,0,7
2020-10-08,5,0,24
2020-10-09,11,0,18
2020-10-10,2,0,10
2020-10-11,1,0,9
2020-10-12,9,0,38
2020-10-13,7,3,40
2020-10-14,7,0,6
2020-10-15,7,0,23
2020-10-16,0,0,61
2020-10-17,3,0,13
2020-10-18,0,0,4
2020-10-19,13,0,12
2020-10-20,3,0,55
2020-10-21,7,0,16
2020-10-22,7,0,17
2020-10-23,8,0,19
2020-10-24,3,0,14
2020-10-25,0,0,13
2020-10-26,8,0,21
2020-10-27,18,0,14
2020-10-28,13,0,39
2020-10-29,9,0,23
2020-10-30,12,0,23
2020-10-31,1,0,9
2020-11-01,1,0,2
2020-11-02,15,0,16
2020-11-03,11,0,24
2020-11-04,5,0,18
2020-11-05,3,0,17
2020-11-06,10,0,17
2020-11-07,2,0,19
2020-11-08,0,0,1
2020-11-09,3,0,34
2020-11-10,8,0,21
2020-11-11,15,0,18
2020-11-12,6,3,14
2020-11-13,1,0,6
2020-11-14,0,0,5
2020-11-15,1,0,7
2020-11-16,1,2,31
2020-11-17,1,0,42
2020-11-18,4,0,11
2020-11-19,2,0,24
2020-11-20,4,1,18
2020-11-21,2,0,12
2020-11-22,0,0,3
2020-11-23,3,0,27
2020-11-24,12,1,26
2020-11-25,5,5,11
2020-11-26,4,0,5
2020-11-27,1,2,1
2020-11-28,0,0,3
2020-11-29,0,0,3
2020-11-30,5,0,13
2020-12-01,10,0,21
2020-12-02,7,0,46
2020-12-03,8,1,30
2020-12-04,7,0,13
2020-12-05,5,0,4
2020-12-06,1,0,4
2020-12-07,4,1,12
2020-12-08,5,0,37
2020-12-09,10,0,13
2020-12-10,4,0,23
2020-12-11,5,0,13
2020-12-12,2,0,13
2020-12-13,1,0,5
2020-12-14,1,0,24
2020-12-15,5,0,15
2020-12-16,5,3,21
2020-12-17,5,0,3
2020-12-18,11,0,19
2020-12-19,2,0,7
2020-12-20,0,0,2
2020-12-21,1,0,10
2020-12-22,6,0,19
2020-12-23,2,0,30
2020-12-24,1,0,6
2020-12-25,0,0,4
2020-12-26,0,0,3
2020-12-27,0,0,2
2020-12-28,4,0,11
2020-12-29,0,0,12
2020-12-30,4,0,6
2020-12-31,1,1,5
2021-01-01,1,0,32
2021-01-02,1,0,5
2021-01-03,0,1,9
2021-01-04,13,0,8
2021-01-05,4,0,16
2021-01-06,3,0,18
2021-01-07,2,0,24
2021-01-08,6,0,27
2021-01-09,3,0,4
2021-01-10,3,0,11
2021-01-11,3,0,29
2021-01-12,6,0,18
2021-01-13,2,0,18
2021-01-14,2,0,34
2021-01-15,6,0,15
2021-01-16,3,0,8
2021-01-17,0,0,4
2021-01-18,2,0,25
2021-01-19,3,0,14
2021-01-20,7,0,17
2021-01-21,2,0,14
2021-01-22,3,0,14
2021-01-23,3,0,3
2021-01-24,0,0,2
2021-01-25,8,1,32
2021-01-26,1,0,22
2021-01-27,4,0,12
2021-01-28,3,0,19
2021-01-29,7,0,16
2021-01-30,0,0,6
2021-01-31,0,0,9
2021-02-01,2,0,14
2021-02-02,4,0,18
2021-02-03,7,0,15
2021-02-04,8,0,29
2021-02-05,6,0,18
2021-02-06,0,0,8
2021-02-07,1,0,7
2021-02-08,2,0,15
2021-02-09,4,0,14
2021-02-10,3,0,9
2021-02-11,5,0,11
2021-02-12,7,2,17
2021-02-13,2,0,13
2021-02-14,1,0,8
2021-02-15,1,2,11
2021-02-16,6,0,9
2021-02-17,3,0,37
2021-02-18,11,0,26
2021-02-19,6,0,25
2021-02-20,1,0,6
2021-02-21,1,0,3
2021-02-22,2,2,13
2021-02-23,7,0,8
2021-02-24,6,0,9
2021-02-25,8,0,9
2021-02-26,4,0,7
2021-02-27,1,0,6
2021-02-28,1,0,7
2021-03-01,7,0,24
2021-03-02,7,0,9
2021-03-03,8,0,9
2021-03-04,5,0,5
2021-03-05,6,0,10
2021-03-06,3,0,8
2021-03-07,1,0,73
2021-03-08,1,1,27
2021-03-09,5,0,17
2021-03-10,6,2,16
2021-03-11,11,0,13
2021-03-12,5,0,18
2021-03-13,3,0,6
2021-03-14,0,0,3
2021-03-15,0,0,41
2021-03-16,5,0,28
2021-03-17,0,0,10
2021-03-18,2,0,5
2021-03-19,5,1,11
2021-03-20,3,1,21
2021-03-21,1,1,3
2021-03-22,5,2,17
2021-03-23,1,2,13
2021-03-24,2,0,22
2021-03-25,6,0,39
2021-03-26,7,0,16
2021-03-27,2,0,6
2021-03-28,2,0,2
2021-03-29,4,0,11
2021-03-30,9,0,23
2021-03-31,3,0,16
2021-04-01,2,0,13
2021-04-02,2,0,22
2021-04-03,1,0,7
2021-04-04,1,0,3
2021-04-05,13,0,11
2021-04-06,7,0,15
2021-04-07,9,0,21
2021-04-08,2,0,24
2021-04-09,3,0,13
2021-04-10,1,0,7
2021-04-11,0,0,4
2021-04-12,3,0,12
