,thheller/shadow-cljs,bhauman/figwheel-main,bhauman/lein-figwheel
2019-09-14,0,0.0,0
2019-09-15,0,0.0,0
2019-09-16,2,0.0,0
2019-09-17,0,0.0,0
2019-09-18,4,0.0,0
2019-09-19,3,0.0,0
2019-09-20,2,0.0,0
2019-09-21,0,0.0,0
2019-09-22,1,0.0,0
2019-09-23,2,0.0,0
2019-09-24,5,0.0,0
2019-09-25,0,0.0,0
2019-09-26,4,0.0,0
2019-09-27,2,0.0,0
2019-09-28,0,0.0,0
2019-09-29,0,0.0,0
2019-09-30,0,0.0,0
2019-10-01,0,0.0,0
2019-10-02,1,0.0,0
2019-10-03,3,0.0,0
2019-10-04,0,0.0,0
2019-10-05,0,0.0,0
2019-10-06,3,0.0,0
2019-10-07,8,0.0,0
2019-10-08,0,0.0,0
2019-10-09,4,0.0,0
2019-10-10,1,0.0,0
2019-10-11,4,0.0,0
2019-10-12,2,4.0,2
2019-10-13,0,-0.40000000000000036,0
2019-10-14,0,-0.18000000000000013,0
2019-10-15,0,-0.11400000000000009,0
2019-10-16,1,-0.0826499999999997,0
2019-10-17,0,-0.06446699999999979,0
2019-10-18,2,-0.05264804999999984,0
2019-10-19,0,-0.04437478499999987,0
2019-10-20,3,-0.0382732520624999,0
2019-10-21,2,0.9664045898562501,0
2019-10-22,1,0.8999999999999999,0
2019-10-23,2,-0.14500000000000013,0
2019-10-24,0,-0.07350000000000005,0
2019-10-25,0,-0.04916249999999994,0
2019-10-26,2,-0.036779249999999875,0
2019-10-27,1,0.9707212375000001,0
2019-10-28,8,-0.12425570875000001,0
2019-10-29,3,-0.06566200926562497,0
2019-10-30,3,-0.04646716555156248,0
2019-10-31,3,-0.029061352535937404,0
2019-11-01,3,-0.016116749999999947,0
2019-11-02,2,-0.01316201249999996,0
2019-11-03,3,-0.011093696249999967,0
2019-11-04,0,-0.009568313015624975,0
2019-11-05,1,-0.008398852535937478,0
2019-11-06,0,0.0,0
2019-11-07,0,0.0,0
2019-11-08,0,0.0,0
2019-11-09,1,0.0,0
2019-11-10,0,0.0,0
2019-11-11,1,0.0,0
2019-11-12,0,0.0,0
2019-11-13,0,0.0,0
2019-11-14,0,0.0,0
2019-11-15,1,0.0,0
2019-11-16,5,0.0,0
2019-11-17,0,0.0,0
2019-11-18,2,0.0,0
2019-11-19,6,0.0,0
2019-11-20,8,0.0,0
2019-11-21,1,0.0,0
2019-11-22,3,0.0,0
2019-11-23,2,0.0,0
2019-11-24,2,0.0,0
2019-11-25,4,0.0,0
2019-11-26,1,0.0,0
2019-11-27,0,0.0,0
2019-11-28,3,0.0,0
2019-11-29,1,0.0,0
2019-11-30,0,0.0,0
