,jackc/pgx,go-pg/pg,lib/pq
2013-10-03,1.9315712,0,0
2013-10-04,-0.45052671999999994,0,1
2013-10-05,-0.1999237120000001,0,0
2013-10-06,-0.12889815040000005,0,3
2013-10-07,-0.08412672000000003,0,1
2013-10-08,-0.06545971199999996,0,4
2013-10-09,-0.05332695039999999,0,2
2013-10-10,-0.03385344000000002,0,7
2013-10-11,-0.02877542399999988,0,3
2013-10-12,-0.02493870079999993,0,0
2013-10-13,0.0,0,1
2013-10-14,0.0,0,2
2013-10-15,0.0,0,1
2013-10-16,0.0,0,4
2013-10-17,0.0,0,3
2013-10-18,0.0,0,0
2013-10-19,0.0,15,0
2013-10-20,0.0,4,0
2013-10-21,0.0,0,0
2013-10-22,0.0,0,0
2013-10-23,0.0,0,0
2013-10-24,0.0,0,0
2013-10-25,0.0,0,0
2013-10-26,0.0,0,0
2013-10-27,0.0,0,0
2013-10-28,0.0,0,0
2013-10-29,0.0,0,0
2013-10-30,0.0,0,0
2013-10-31,0.0,0,0
2013-11-01,0.0,0,0
2013-11-02,0.0,7,0
2013-11-03,0.0,0,0
2013-11-04,0.0,2,0
2013-11-05,1.0,0,0
2013-11-06,-0.19999999999999996,0,0
2013-11-07,-0.08000000000000007,0,0
2013-11-08,-0.048000000000000036,0,0
2013-11-09,-0.03360000000000001,0,4
2013-11-10,-0.025536000000000014,0,8
2013-11-11,-0.02042880000000001,1,0
2013-11-12,-0.01692672000000001,0,0
2013-11-13,-0.01438771199999994,0,0
2013-11-14,-0.012469350399999964,0,1
2013-11-15,0.0,0,0
2013-11-16,0.0,0,0
2013-11-17,0.0,0,0
2013-11-18,0.0,0,1
2013-11-19,0.0,0,0
2013-11-20,0.0,1,0
2013-11-21,0.0,0,0
2013-11-22,0.0,0,0
2013-11-23,0.0,8,0
2013-11-24,0.0,0,0
2013-11-25,0.0,4,0
2013-11-26,0.0,0,2
2013-11-27,0.0,0,0
2013-11-28,0.0,0,0
2013-11-29,0.0,0,0
2013-11-30,0.0,0,0
2013-12-01,0.0,10,0
2013-12-02,0.0,0,0
2013-12-03,0.0,0,5
2013-12-04,0.0,0,2
2013-12-05,0.0,0,4
2013-12-06,0.0,0,0
2013-12-07,0.0,0,0
2013-12-08,0.0,0,0
2013-12-09,0.0,0,0
2013-12-10,2.0,1,0
2013-12-11,-0.3999999999999999,0,6
2013-12-12,-0.16000000000000014,0,0
2013-12-13,-0.09600000000000007,0,0
2013-12-14,-0.06720000000000002,11,0
2013-12-15,-0.05107200000000003,0,8
2013-12-16,-0.04085760000000002,0,0
2013-12-17,-0.03385344000000002,1,2
2013-12-18,-0.02877542399999988,0,4
2013-12-19,-0.02493870079999993,0,0
2013-12-20,0.0,0,0
2013-12-21,0.0,0,0
2013-12-22,0.0,0,0
2013-12-23,0.0,0,0
2013-12-24,0.0,0,0
2013-12-25,0.0,0,0
2013-12-26,0.0,0,0
2013-12-27,0.0,0,0
2013-12-28,0.0,0,0
2013-12-29,0.0,1,0
2013-12-30,0.0,0,0
2013-12-31,0.0,0,0
2014-01-01,0.0,0,4
2014-01-02,0.0,0,0
2014-01-03,0.0,0,0
2014-01-04,0.0,0,0
2014-01-05,0.0,0,0
2014-01-06,0.0,0,0
2014-01-07,0.0,0,0
2014-01-08,0.0,1,0
2014-01-09,0.0,0,0
2014-01-10,0.0,0,3
2014-01-11,0.0,0,0
2014-01-12,0.0,0,0
2014-01-13,0.0,0,0
2014-01-14,0.0,0,2
2014-01-15,1.0,0,0
2014-01-16,-0.19999999999999996,0,0
2014-01-17,-0.08000000000000007,0,0
2014-01-18,-0.048000000000000036,0,2
2014-01-19,0.9664,0,0
2014-01-20,-0.22553599999999996,4,0
2014-01-21,-0.10042880000000008,6,0
2014-01-22,-0.06492672000000005,1,0
2014-01-23,-0.04798771199999995,0,0
2014-01-24,-0.03800535039999998,0,0
2014-01-25,-0.02042880000000001,0,0
2014-01-26,-0.01692672000000001,0,0
2014-01-27,-0.01438771199999994,0,0
2014-01-28,-0.012469350399999964,0,0
2014-01-29,0.0,0,0
2014-01-30,0.0,0,0
2014-01-31,0.0,1,0
2014-02-01,0.0,0,0
2014-02-02,0.0,1,1
2014-02-03,0.0,0,0
2014-02-04,0.0,0,0
2014-02-05,0.0,0,0
2014-02-06,0.0,0,1
2014-02-07,0.0,0,0
2014-02-08,0.0,0,5
2014-02-09,0.0,0,0
2014-02-10,0.0,0,0
2014-02-11,0.0,0,0
2014-02-12,0.0,0,2
2014-02-13,0.0,0,2
2014-02-14,0.0,0,0
2014-02-15,0.0,0,0
2014-02-16,0.0,0,3
2014-02-17,0.0,0,1
2014-02-18,0.0,0,0
2014-02-19,0.0,0,0
2014-02-20,0.0,0,0
2014-02-21,0.0,1,0
2014-02-22,0.0,2,0
2014-02-23,0.0,0,0
2014-02-24,0.0,0,0
2014-02-25,0.0,0,0
2014-02-26,0.0,0,0
2014-02-27,0.0,0,3
2014-02-28,0.0,0,0
2014-03-01,0.0,0,0
2014-03-02,0.0,0,4
2014-03-03,0.0,0,0
2014-03-04,0.0,0,0
2014-03-05,0.0,0,0
2014-03-06,0.0,0,0
2014-03-07,0.0,0,0
2014-03-08,0.0,0,0
2014-03-09,0.0,0,0
2014-03-10,0.0,0,0
2014-03-11,0.0,0,0
2014-03-12,0.0,0,0
2014-03-13,0.0,0,1
2014-03-14,0.0,0,0
2014-03-15,0.0,0,0
2014-03-16,0.0,0,0
2014-03-17,0.0,0,0
2014-03-18,0.0,0,0
2014-03-19,0.0,0,0
2014-03-20,0.0,0,0
2014-03-21,0.0,0,0
2014-03-22,0.0,0,0
2014-03-23,0.0,0,0
2014-03-24,0.0,0,0
2014-03-25,0.0,0,0
2014-03-26,0.0,3,0
2014-03-27,0.0,0,0
2014-03-28,0.0,0,0
2014-03-29,0.0,0,0
2014-03-30,0.0,0,0
2014-03-31,0.0,0,0
2014-04-01,0.0,0,0
2014-04-02,1.0,0,0
2014-04-03,-0.19999999999999996,0,0
2014-04-04,-0.08000000000000007,0,0
2014-04-05,-0.048000000000000036,0,0
2014-04-06,-0.03360000000000001,0,0
2014-04-07,-0.025536000000000014,0,0
2014-04-08,-0.02042880000000001,0,0
2014-04-09,-0.01692672000000001,0,0
2014-04-10,-0.01438771199999994,0,0
2014-04-11,-0.012469350399999964,0,0
2014-04-12,0.0,0,0
2014-04-13,0.0,0,0
2014-04-14,0.0,0,1
2014-04-15,0.0,0,0
2014-04-16,0.0,1,0
2014-04-17,0.0,0,0
2014-04-18,0.0,4,0
2014-04-19,5.0,0,0
2014-04-20,-0.9999999999999998,0,0
2014-04-21,-0.40000000000000036,5,0
2014-04-22,-0.24000000000000019,0,0
2014-04-23,0.832,0,0
2014-04-24,-0.32768,0,0
2014-04-25,5.817856,1,0
2014-04-26,-1.3326335999999999,0,0
2014-04-27,-0.5855385600000002,0,0
2014-04-28,-0.37588275200000004,0,0
2014-04-29,-0.22202880000000008,0,0
2014-04-30,-0.17014272000000008,0,0
2014-05-01,-0.136960512,3,0
2014-05-02,-0.11402967040000003,0,0
2014-05-03,-0.08632627199999963,0,0
2014-05-04,-0.07481610239999978,0,0
2014-05-05,0.0,3,0
2014-05-06,0.0,0,0
2014-05-07,0.0,0,0
2014-05-08,0.0,0,0
2014-05-09,3.0,0,0
2014-05-10,-0.5999999999999999,0,0
2014-05-11,-0.2400000000000002,0,0
2014-05-12,-0.1440000000000001,0,0
2014-05-13,-0.10080000000000003,0,0
2014-05-14,-0.07660800000000004,0,0
2014-05-15,-0.06128640000000003,0,0
2014-05-16,-0.05078016000000003,0,0
2014-05-17,5.9568368640000005,0,0
2014-05-18,-1.2374080511999996,0,0
2014-05-19,2.5199999999999996,0,0
2014-05-20,-0.8880000000000001,0,0
2014-05-21,0.5583999999999998,0,0
2014-05-22,-0.4972160000000001,0,2
2014-05-23,-0.30337280000000016,0,0
2014-05-24,-0.22616832000000014,0,0
2014-05-25,-0.18121267199999969,0,0
2014-05-26,-0.15113226239999983,0,0
2014-05-27,-0.06359193599999982,4,0
2014-05-28,-0.054334771199999896,0,0
2014-05-29,-0.01438771199999994,2,0
2014-05-30,-0.012469350399999964,0,0
2014-05-31,0.0,1,0
2014-06-01,0.0,4,0
2014-06-02,0.0,2,1
2014-06-03,1.0,0,0
2014-06-04,0.8,0,0
2014-06-05,0.72,0,0
2014-06-06,-0.32800000000000007,0,0
2014-06-07,-0.16160000000000013,0,0
2014-06-08,-0.10713600000000006,0,0
2014-06-09,-0.07956480000000005,0,0
2014-06-10,-0.06289152000000003,0,0
2014-06-11,0.948256768,0,0
2014-06-12,-0.24378378239999987,0,0
2014-06-13,-0.10685706239999998,0,0
2014-06-14,-0.060469350399999997,8,0
2014-06-15,-0.03360000000000001,1,0
2014-06-16,-0.025536000000000014,4,0
2014-06-17,0.9795712,0,0
2014-06-18,-0.21692671999999996,0,1
2014-06-19,2.905612288,5,1
2014-06-20,10.3395306496,0,0
2014-06-21,6.526400000000001,5,0
2014-06-22,-1.8495360000000005,0,0
2014-06-23,-0.569228800000001,1,0
2014-06-24,-1.1751347200000006,0,0
2014-06-25,0.21302988799999967,0,3
2014-06-26,1.2006096895999998,0,1
2014-06-27,2.047647744,0,0
2014-06-28,0.7980218368000007,0,0
2014-06-29,-1.0736077823999994,0,0
2014-06-30,1.4597254144000003,0,0
2014-07-01,0.3048421376000001,0,0
2014-07-02,-0.5740616704000001,1,0
2014-07-03,-0.3365995520000002,0,0
2014-07-04,3.7519174656,0,0
2014-07-05,3.0133727232000003,0,1
2014-07-06,-1.2525770752,0,0
2014-07-07,-0.5912209408000004,0,0
2014-07-08,-0.3721021440000001,0,0
2014-07-09,8.7241295872,0,0
2014-07-10,-0.9963285503999997,0,0
2014-07-11,16.930577919999998,2,0
2014-07-12,4.7627422720000006,1,0
2014-07-13,4.302171750399999,0,0
2014-07-14,-0.497301401600001,2,0
2014-07-15,-2.486195200000001,2,0
2014-07-16,-1.5588172800000009,1,0
2014-07-17,0.8432414719999999,0,1
2014-07-18,-0.3202400256,0,0
2014-07-19,1.9761729536000008,0,1
2014-07-20,-1.326637875199999,0,0
2014-07-21,-0.6333060095999995,0,1
2014-07-22,-0.3715899391999997,0,0
2014-07-23,-0.20460165119999996,1,0
2014-07-24,-0.13089024000000007,1,2
2014-07-25,-0.10698854399999992,0,0
2014-07-26,1.9098934272,0,1
