,microsoft/TypeScript,definitelytyped/definitelytyped,sindresorhus/type-fest
2019-11-24,0,0,0
2019-11-25,3,16,0
2019-11-26,0,28,0
2019-11-27,7,32,0
2019-11-28,1,0,0
2019-11-29,0,0,0
2019-11-30,0,0,0
2019-12-01,0,0,1
2019-12-02,5,10,0
2019-12-03,2,17,0
2019-12-04,3,14,0
2019-12-05,5,5,0
2019-12-06,4,20,0
2019-12-07,0,20,0
2019-12-08,0,1,0
2019-12-09,2,11,0
2019-12-10,4,39,0
2019-12-11,8,1,0
2019-12-12,1,1,0
2019-12-13,6,22,0
2019-12-14,0,0,0
2019-12-15,1,0,0
2019-12-16,2,28,0
2019-12-17,2,15,0
2019-12-18,13,31,0
2019-12-19,3,1,0
2019-12-20,7,37,0
2019-12-21,4,0,0
2019-12-22,2,1,0
2019-12-23,6,52,0
2019-12-24,1,1,0
2019-12-25,0,0,0
2019-12-26,0,45,0
2019-12-27,1,21,0
2019-12-28,0,1,0
2019-12-29,0,0,0
2019-12-30,1,7,0
2019-12-31,1,12,0
2020-01-01,0,0,0
2020-01-02,3,33,0
2020-01-03,11,34,0
2020-01-04,2,0,0
2020-01-05,0,0,0
2020-01-06,4,15,0
2020-01-07,10,17,0
2020-01-08,8,31,0
2020-01-09,3,22,0
2020-01-10,8,14,0
2020-01-11,0,5,0
2020-01-12,0,0,0
2020-01-13,3,19,0
2020-01-14,2,4,0
2020-01-15,5,33,0
2020-01-16,5,28,0
2020-01-17,9,36,0
2020-01-18,3,4,0
2020-01-19,0,0,0
2020-01-20,0,17,0
2020-01-21,8,33,1
2020-01-22,8,35,0
2020-01-23,9,22,0
2020-01-24,14,1,2
2020-01-25,7,19,0
2020-01-26,0,1,0
2020-01-27,6,42,0
2020-01-28,10,28,0
2020-01-29,14,24,0
2020-01-30,6,24,0
2020-01-31,15,23,3
2020-02-01,0,3,0
2020-02-02,0,1,0
2020-02-03,3,17,0
2020-02-04,3,16,0
2020-02-05,9,25,0
2020-02-06,4,32,1
2020-02-07,4,27,0
2020-02-08,0,3,0
2020-02-09,0,2,0
2020-02-10,2,43,3
2020-02-11,6,16,0
2020-02-12,9,27,0
2020-02-13,4,12,0
2020-02-14,8,31,3
2020-02-15,2,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,2,40,0
2020-02-19,8,23,0
2020-02-20,15,26,2
2020-02-21,17,15,0
2020-02-22,1,7,0
2020-02-23,0,1,0
2020-02-24,11,2,1
2020-02-25,23,76,0
2020-02-26,14,54,0
2020-02-27,24,21,0
2020-02-28,7,17,0
2020-02-29,6,0,0
2020-03-01,0,0,0
2020-03-02,12,40,0
2020-03-03,12,14,0
2020-03-04,9,16,0
2020-03-05,8,20,0
2020-03-06,6,36,0
2020-03-07,3,4,0
2020-03-08,1,0,0
2020-03-09,4,12,3
2020-03-10,9,15,1
2020-03-11,15,4,0
2020-03-12,17,22,1
2020-03-13,16,25,0
2020-03-14,2,18,0
2020-03-15,0,13,0
2020-03-16,2,2,0
2020-03-17,13,7,0
2020-03-18,7,25,0
2020-03-19,11,1,0
2020-03-20,3,43,0
2020-03-21,2,1,0
2020-03-22,2,30,0
2020-03-23,2,24,0
2020-03-24,5,7,0
2020-03-25,11,13,0
2020-03-26,5,7,0
2020-03-27,4,58,0
2020-03-28,1,4,0
2020-03-29,0,1,0
2020-03-30,10,23,0
2020-03-31,8,111,0
2020-04-01,9,30,0
2020-04-02,9,23,0
2020-04-03,7,18,0
2020-04-04,1,5,0
2020-04-05,0,0,4
2020-04-06,2,29,0
2020-04-07,7,32,0
2020-04-08,7,23,2
2020-04-09,13,17,0
2020-04-10,9,18,0
2020-04-11,2,24,0
2020-04-12,0,1,0
2020-04-13,8,41,0
2020-04-14,3,1,0
2020-04-15,9,32,0
2020-04-16,1,14,0
2020-04-17,2,41,0
2020-04-18,0,1,0
2020-04-19,3,0,0
2020-04-20,11,3,0
2020-04-21,14,3,1
2020-04-22,10,3,0
2020-04-23,4,36,0
2020-04-24,14,6,0
2020-04-25,3,0,0
2020-04-26,0,46,0
2020-04-27,4,83,0
2020-04-28,7,7,0
2020-04-29,6,4,0
2020-04-30,9,5,0
2020-05-01,0,10,0
2020-05-02,1,1,0
2020-05-03,0,3,0
2020-05-04,9,46,0
2020-05-05,5,17,0
2020-05-06,14,11,2
2020-05-07,8,10,0
2020-05-08,8,8,0
2020-05-09,1,5,0
2020-05-10,0,6,0
2020-05-11,13,23,0
2020-05-12,14,44,0
2020-05-13,2,66,0
2020-05-14,4,37,0
2020-05-15,4,35,0
2020-05-16,23,0,0
2020-05-17,1,4,0
2020-05-18,7,34,0
2020-05-19,15,90,0
2020-05-20,17,26,0
2020-05-21,15,33,2
2020-05-22,19,9,0
2020-05-23,5,4,0
2020-05-24,0,3,0
2020-05-25,7,4,0
2020-05-26,14,16,2
2020-05-27,8,46,0
2020-05-28,2,12,0
2020-05-29,39,18,0
2020-05-30,4,25,0
2020-05-31,2,2,0
2020-06-01,16,16,0
2020-06-02,6,9,0
2020-06-03,7,13,0
2020-06-04,8,39,0
2020-06-05,9,11,0
2020-06-06,0,3,0
2020-06-07,0,1,0
2020-06-08,0,15,0
2020-06-09,7,22,2
2020-06-10,7,20,0
2020-06-11,5,15,0
2020-06-12,6,30,0
